word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,PUNCT,SCONJ,VERB,X
language,0,0,0,0,0,13,0,0,0,0,0
word,0,0,0,0,0,5,0,0,0,0,0
kenaʿani,0,0,0,0,0,0,0,0,0,0,1
secondary,1,0,0,0,0,0,0,0,0,0,0
meaning,0,0,0,0,0,5,0,0,0,0,0
term,0,0,0,0,0,10,0,0,0,0,0
characterize,0,0,0,0,0,0,0,0,0,2,0
probably,0,0,34,0,0,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,7,0
homeland,0,0,0,0,0,3,0,0,0,0,0
phoenician,7,0,0,0,0,0,0,0,0,0,0
commercial,3,0,0,0,0,0,0,0,0,0,0
connection,0,0,0,0,0,3,0,0,0,0,0
attest,0,0,0,0,0,0,0,0,0,1,0
certainly,0,0,3,0,0,0,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,0,12,0
soon,0,0,13,0,0,0,0,0,0,0,0
suzerainty,0,0,0,0,0,1,0,0,0,0,0
overlordship,0,0,0,0,0,2,0,0,0,0,0
unrest,0,0,0,0,0,2,0,0,0,0,0
independence,0,0,0,0,0,3,0,0,0,0,0
increasingly,0,0,4,0,0,0,0,0,0,0,0
threaten,0,0,0,0,0,0,0,0,0,3,0
advance,0,0,0,0,0,8,0,0,0,10,0
exact,0,0,0,0,0,0,0,0,0,1,0
tribute,0,0,0,0,0,2,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,41,0
pass,0,0,0,0,0,0,0,0,0,16,0
rule,0,0,0,0,0,10,0,0,0,9,0
country,0,0,0,0,0,23,0,0,0,0,0
province,0,0,0,0,0,22,0,0,0,0,0
retain,0,0,0,0,0,0,0,0,0,2,0
self,0,0,0,0,0,3,0,0,0,0,0
kingship,0,0,0,0,0,1,0,0,0,0,0
family,0,0,0,0,0,34,0,0,0,0,0
federation,0,0,0,0,0,1,0,0,0,0,0
occur,0,0,0,0,0,0,0,0,0,3,0
model,0,0,0,0,0,1,0,0,0,0,0
ship,0,0,0,0,0,15,0,0,0,0,0
contemporary,5,0,0,0,0,5,0,0,0,0,0
extend,0,0,0,0,0,0,0,0,0,8,0
series,0,0,0,0,0,6,0,0,0,0,0
colonization,0,0,0,0,0,3,0,0,0,0,0
date,0,0,0,0,0,16,0,0,0,2,0
maritime,1,0,0,0,0,0,0,0,0,0,0
small,9,0,0,0,0,0,0,0,0,0,0
plant,0,0,0,0,0,1,0,0,0,2,0
stepping,0,0,0,0,0,2,0,0,0,0,0
stone,0,0,0,0,0,2,0,0,0,0,0
mineral,1,0,0,0,0,0,0,0,0,0,0
export,0,0,0,0,0,1,0,0,0,0,0
cedar,0,0,0,0,0,1,0,0,0,0,0
pine,0,0,0,0,0,1,0,0,0,0,0
wood,0,0,0,0,0,1,0,0,0,0,0
fine,3,0,0,0,0,0,0,0,0,0,0
linen,0,0,0,0,0,1,0,0,0,0,0
cloth,0,0,0,0,0,2,0,0,0,0,0
dye,0,0,0,0,0,0,0,0,0,1,0
famous,14,0,0,0,0,0,0,0,0,0,0
tyrian,1,0,0,0,0,0,0,0,0,0,0
purple,0,0,0,0,0,1,0,0,0,0,0
snail,0,0,0,0,0,1,0,0,0,0,0
genus,0,0,0,0,0,1,0,0,0,0,0
embroidery,0,0,0,0,0,1,0,0,0,0,0
wine,0,0,0,0,0,1,0,0,0,0,0
metalwork,0,0,0,0,0,1,0,0,0,0,0
glass,0,0,0,0,0,1,0,0,0,0,0
glaze,0,0,0,0,0,0,0,0,0,1,0
faience,0,0,0,0,0,1,0,0,0,0,0
glazed,1,0,0,0,0,0,0,0,0,0,0
earthenware,0,0,0,0,0,1,0,0,0,0,0
salt,0,0,0,0,0,3,0,0,0,0,0
dry,1,0,0,0,0,0,0,0,0,2,0
fish,0,0,0,0,0,2,0,0,0,1,0
conduct,0,0,0,0,0,0,0,0,0,2,0
important,15,0,0,0,0,0,0,0,0,0,0
transit,0,0,0,0,0,1,0,0,0,0,0
member,0,0,0,0,0,12,0,0,0,0,0
cultural,4,0,0,0,0,0,0,0,0,0,0
complex,4,0,0,0,0,2,0,0,0,0,0
presumably,0,0,3,0,0,0,0,0,0,0,0
name,0,0,0,0,0,8,0,0,0,6,0
type,0,0,0,0,0,2,0,0,0,0,0
pottery,0,0,0,0,0,5,0,0,0,0,0
extensively,0,0,3,0,0,0,0,0,0,0,0
investigate,0,0,0,0,0,0,0,0,0,1,0
mobile,1,0,0,0,0,0,0,0,0,0,0
seaborne,2,0,0,0,0,0,0,0,0,0,0
colonist,0,0,0,0,0,6,0,0,0,0,0
northeast,1,0,0,0,0,3,0,0,0,0,0
rest,0,0,0,0,0,8,0,0,0,1,0
disperse,0,0,0,0,0,0,0,0,0,4,0
principally,0,0,1,0,0,0,0,0,0,0,0
basis,0,0,0,0,0,6,0,0,0,0,0
remain,0,0,0,0,0,2,0,0,0,21,0
consist,0,0,0,0,0,0,0,0,0,4,0
beaker,0,0,0,0,0,1,0,0,0,0,0
cooking,0,0,0,0,0,1,0,0,0,0,0
pot,0,0,0,0,0,1,0,0,0,0,0
bowl,0,0,0,0,0,1,0,0,0,0,0
shard,0,0,0,0,0,2,0,0,0,0,0
decorate,0,0,0,0,0,0,0,0,0,1,0
geometric,2,0,0,0,0,0,0,0,0,0,0
design,0,0,0,0,0,4,0,0,0,0,0
stamp,0,0,0,0,0,0,0,0,0,1,0
unfired,1,0,0,0,0,0,0,0,0,0,0
clay,0,0,0,0,0,1,0,0,0,0,0
tooth,0,0,0,0,0,1,0,0,0,0,0
like,1,6,0,0,0,0,0,0,0,0,0
implement,0,0,0,0,0,1,0,0,0,0,0
figurative,1,0,0,0,0,0,0,0,0,0,0
fishhook,0,0,0,0,0,1,0,0,0,0,0
piece,0,0,0,0,0,2,0,0,0,0,0
obsidian,0,0,0,0,0,1,0,0,0,0,0
chert,0,0,0,0,0,1,0,0,0,0,0
flake,0,0,0,0,0,1,0,0,0,0,0
bead,0,0,0,0,0,1,0,0,0,0,0
ring,0,0,0,0,0,1,0,0,0,0,0
shell,0,0,0,0,0,1,0,0,0,0,0
principal,2,0,0,0,0,0,0,0,0,0,0
artifact,0,0,0,0,0,2,0,0,0,0,0
skilled,2,0,0,0,0,0,0,0,0,0,0
sailor,0,0,0,0,0,3,0,0,0,0,0
navigator,0,0,0,0,0,4,0,0,0,0,0
subsist,0,0,0,0,0,0,0,0,0,1,0
entirely,0,0,4,0,0,0,0,0,0,0,0
domestic,2,0,0,0,0,0,0,0,0,0,0
agriculture,0,0,0,0,0,2,0,0,0,0,0
animal,0,0,0,0,0,5,0,0,0,0,0
husbandry,0,0,0,0,0,2,0,0,0,0,0
limited,3,0,0,0,0,0,0,0,0,0,0
extent,0,0,0,0,0,4,0,0,0,0,0
evidence,0,0,0,0,0,7,0,0,0,0,0
fragmentary,1,0,0,0,0,0,0,0,0,0,0
spell,0,0,0,0,0,0,0,0,0,2,0
indo,4,0,0,0,0,0,0,0,0,0,0
european,16,0,0,0,0,0,0,0,0,0,0
group,0,0,0,0,0,15,0,0,0,1,0
range,0,0,0,0,0,3,0,0,0,2,0
absorb,0,0,0,0,0,0,0,0,0,1,0
linguistically,0,0,1,0,0,0,0,0,0,0,0
survive,0,0,0,0,0,0,0,0,0,15,0
celtic,13,0,0,0,0,0,0,0,0,0,0
speaker,0,0,0,0,0,2,0,0,0,0,0
archaeological,6,0,0,0,0,0,0,0,0,0,0
excavate,0,0,0,0,0,0,0,0,0,1,0
grave,1,0,0,0,0,1,0,0,0,0,0
chieftain,0,0,0,0,0,3,0,0,0,0,0
exhibit,0,0,0,0,0,0,0,0,0,1,0
receive,0,0,0,0,0,0,0,0,0,16,0
luxury,0,0,0,0,0,2,0,0,0,0,0
item,0,0,0,0,0,3,0,0,0,0,0
bronze,0,0,0,0,0,3,0,0,0,0,0
base,0,0,0,0,0,0,0,0,0,7,0
river,0,0,0,0,0,13,0,0,0,0,0
system,0,0,0,0,0,7,0,0,0,0,0
predominant,2,0,0,0,0,0,0,0,0,0,0
unifying,1,0,0,0,0,0,0,0,0,0,0
element,0,0,0,0,0,5,0,0,0,0,0
movement,0,0,0,0,0,3,0,0,0,0,0
warrior,0,0,0,0,0,8,0,0,0,0,0
overrun,0,0,0,0,0,0,0,0,0,2,0
kind,0,0,0,0,0,2,0,0,0,0,0
incidentally,0,0,2,0,0,0,0,0,0,0,0
introduce,0,0,0,0,0,0,0,0,0,4,0
use,0,0,0,0,0,12,0,0,0,1,0
iron,0,0,0,0,0,2,0,0,0,0,0
reason,0,0,0,0,0,9,0,0,0,0,0
bucket,0,0,0,0,0,1,0,0,0,0,0
cemetery,0,0,0,0,0,1,0,0,0,0,0
courtesy,0,0,0,0,0,1,0,0,0,0,0
trustee,0,0,0,0,0,1,0,0,0,0,0
establishment,0,0,0,0,0,2,0,0,0,0,0
archaeology,0,0,0,0,0,1,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,29,0
precision,0,0,0,0,0,1,0,0,0,0,0
distinctive,1,0,0,0,0,0,0,0,0,0,0
art,0,0,0,0,0,4,0,0,0,0,0
style,0,0,0,0,0,3,0,0,0,1,0
abstract,1,0,0,0,0,2,0,0,0,0,0
stylized,1,0,0,0,0,0,0,0,0,0,0
bird,0,0,0,0,0,2,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0,0,1,0
middle,3,0,0,0,0,1,0,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,7,0
migration,0,0,0,0,0,3,0,0,0,0,0
band,0,0,0,0,0,4,0,0,0,0,0
penetrate,0,0,0,0,0,0,0,0,0,1,0
generally,0,0,8,0,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,0,9,0
approximate,1,0,0,0,0,0,0,0,0,0,0
beginning,0,0,0,0,0,9,0,0,0,0,0
invasion,0,0,0,0,0,15,0,0,0,0,0
latin,1,0,0,0,0,0,0,0,0,0,0
sack,0,0,0,0,0,0,0,0,0,2,0
wander,0,0,0,0,0,0,0,0,0,2,0
peninsula,0,0,0,0,0,1,0,0,0,0,0
south,4,0,9,0,0,8,0,0,0,0,0
warlike,2,0,0,0,0,0,0,0,0,0,0
constant,2,0,0,0,0,0,0,0,0,0,0
menace,0,0,0,0,0,2,0,0,0,0,0
defeat,0,0,0,0,0,8,0,0,0,24,0
delegation,0,0,0,0,0,1,0,0,0,0,0
suffer,0,0,0,0,0,0,0,0,0,5,0
hand,0,0,0,0,0,14,0,0,0,1,0
cross,0,0,0,0,0,0,0,0,0,19,0
widespread,3,0,0,0,0,0,0,0,0,0,0
havoc,0,0,0,0,0,1,0,0,0,0,0
pillage,0,0,0,0,0,0,0,0,0,1,0
finally,0,0,12,0,0,0,0,0,0,0,0
quell,0,0,0,0,0,0,0,0,0,1,0
supremacy,0,0,0,0,0,2,0,0,0,0,0
provincia,0,0,0,0,0,2,0,0,0,0,0
final,5,0,0,0,0,0,0,0,0,0,0
episode,0,0,0,0,0,3,0,0,0,0,0
enact,0,0,0,0,0,0,0,0,0,2,0
have,0,0,0,0,0,0,0,0,0,3,0
encompass,0,0,0,0,0,0,0,0,0,1,0
threat,0,0,0,0,0,6,0,0,0,0,0
twofold,2,0,0,0,0,0,0,0,0,0,0
press,0,0,0,0,0,1,0,0,0,5,0
arm,0,0,0,0,0,6,0,0,0,1,0
poise,0,0,0,0,0,0,0,0,0,1,0
annexation,0,0,0,0,0,2,0,0,0,0,0
onslaught,0,0,0,0,0,1,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,5,0
german,6,0,0,0,0,0,0,0,0,0,0
assailant,0,0,0,0,0,1,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,5,0
originate,0,0,0,0,0,0,0,0,0,1,0
army,0,0,0,0,0,45,0,0,0,0,0
join,0,0,0,0,0,0,0,0,0,5,0
ravage,0,0,0,0,0,1,0,0,0,1,0
widely,0,0,8,0,0,0,0,0,0,0,0
gaulish,1,0,0,0,0,0,0,0,0,0,0
resistance,0,0,0,0,0,7,0,0,0,0,0
attempt,0,0,0,0,0,4,0,0,0,5,0
enter,0,0,0,0,0,0,0,0,0,13,0
marauder,0,0,0,0,0,1,0,0,0,0,0
doubt,0,0,0,0,0,5,0,0,0,2,0
period,0,0,0,0,0,5,0,0,0,0,0
refuge,0,0,0,0,0,2,0,0,0,0,0
opportunity,0,0,0,0,0,6,0,0,0,0,0
campaign,0,0,0,0,0,18,0,0,0,2,0
deduce,0,0,0,0,0,0,0,0,0,1,0
mainly,0,0,4,0,0,0,0,0,0,0,0
linguistic,3,0,0,0,0,0,0,0,0,0,0
consideration,0,0,0,0,0,1,0,0,0,0,0
direct,3,0,0,0,0,0,0,0,0,0,0
identification,0,0,0,0,0,1,0,0,0,0,0
insular,1,0,0,0,0,0,0,0,0,0,0
report,0,0,0,0,0,5,0,0,0,7,0
belgic,2,0,0,0,0,0,0,0,0,0,0
regard,0,0,0,0,0,1,0,0,0,4,0
closely,0,0,1,0,0,0,0,0,0,0,0
related,1,0,0,0,0,0,0,0,0,0,0
institution,0,0,0,0,0,1,0,0,0,0,0
available,4,0,0,0,0,0,0,0,0,0,0
classical,4,0,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,11,0,0,0,0,0
irish,2,0,0,0,0,0,0,0,0,0,0
literature,0,0,0,0,0,5,0,0,0,0,0
social,7,0,0,0,0,0,0,0,0,0,0
threefold,1,0,0,0,0,0,0,0,0,0,0
aristocracy,0,0,0,0,0,2,0,0,0,0,0
freemen,0,0,0,0,0,1,0,0,0,0,0
farmer,0,0,0,0,0,1,0,0,0,0,0
druid,0,0,0,0,0,1,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,0,5,0
magico,1,0,0,0,0,0,0,0,0,0,0
duty,0,0,0,0,0,3,0,0,0,0,0
recruit,0,0,0,0,0,0,0,0,0,2,0
class,0,0,0,0,0,6,0,0,0,0,0
higher,0,0,1,0,0,0,0,0,0,0,0
distinction,0,0,0,0,0,2,0,0,0,0,0
druide,0,0,0,0,0,1,0,0,0,0,0
religion,0,0,0,0,0,8,0,0,0,0,0
learning,0,0,0,0,0,4,0,0,0,0,0
eque,0,0,0,0,0,1,0,0,0,0,0
pleb,0,0,0,0,0,5,0,0,0,0,0
commoner,0,0,0,0,0,2,0,0,0,0,0
fairly,0,0,4,0,0,0,0,0,0,0,0
apt,1,0,0,0,0,0,0,0,0,0,0
patriarchal,1,0,0,0,0,0,0,0,0,0,0
economy,0,0,0,0,0,1,0,0,0,0,0
mixed,1,0,0,0,0,0,0,0,0,0,0
farming,0,0,0,0,0,2,0,0,0,0,0
single,5,0,0,0,0,0,0,0,0,0,0
farmstead,0,0,0,0,0,1,0,0,0,0,0
usual,1,0,0,0,0,0,0,0,0,0,0
owe,0,0,0,0,0,0,0,0,0,3,0
variation,0,0,0,0,0,1,0,0,0,0,0
climate,0,0,0,0,0,4,0,0,0,0,0
cattle,0,0,0,0,0,2,0,0,0,0,0
raising,0,0,0,0,0,1,0,0,0,0,0
cereal,0,0,0,0,0,2,0,0,0,0,0
cultivation,0,0,0,0,0,1,0,0,0,0,0
hill,0,0,0,0,0,5,0,0,0,0,0
fort,0,0,0,0,0,1,0,0,0,0,0
warfare,0,0,0,0,0,4,0,0,0,0,0
open,4,0,0,0,0,0,0,0,0,4,0
challenge,0,0,0,0,0,1,0,0,0,1,0
combat,0,0,0,0,0,1,0,0,0,1,0
general,6,0,0,0,0,10,0,0,0,0,0
fighting,0,0,0,0,0,6,0,0,0,0,0
witness,0,0,0,0,0,2,0,0,0,3,0
aesthetic,1,0,0,0,0,0,0,0,0,0,0
quality,0,0,0,0,0,2,0,0,0,0,0
greatly,0,0,4,0,0,0,0,0,0,0,0
prize,0,0,0,0,0,0,0,0,0,1,0
music,0,0,0,0,0,1,0,0,0,0,0
oral,1,0,0,0,0,0,0,0,0,0,0
literary,4,0,0,0,0,0,0,0,0,0,0
composition,0,0,0,0,0,1,0,0,0,0,0
right,1,0,1,0,0,4,0,0,0,0,0
attain,0,0,0,0,0,0,0,0,0,2,0
unprecedented,1,0,0,0,0,0,0,0,0,0,0
woman,0,0,0,0,0,10,0,0,0,0,0
title,0,0,0,0,0,12,0,0,0,1,0
regalia,0,0,0,0,0,3,0,0,0,0,0
pharaoh,0,0,0,0,0,3,0,0,0,0,0
eld,4,0,0,0,0,0,0,0,0,0,0
daughter,0,0,0,0,0,8,0,0,0,0,0
consort,0,0,0,0,0,3,0,0,0,0,0
married,2,0,0,0,0,0,0,0,0,0,0
half,1,0,1,0,2,10,0,0,0,0,0
brother,0,0,0,0,0,9,0,0,0,0,0
lady,0,0,0,0,0,1,0,0,0,0,0
die,0,0,0,0,0,0,0,0,0,24,0
prematurely,0,0,1,0,0,0,0,0,0,0,0
inherit,0,0,0,0,0,0,0,0,0,2,0
husband,0,0,0,0,0,1,0,0,0,0,0
less,5,0,0,0,0,0,0,0,0,0,0
harem,0,0,0,0,0,2,0,0,0,0,0
queen,0,0,0,0,0,2,0,0,0,0,0
infant,0,0,0,0,0,1,0,0,0,0,0
act,0,0,0,0,0,8,0,0,0,7,0
regent,0,0,0,0,0,2,0,0,0,0,0
stepson,0,0,0,0,0,1,0,0,0,0,0
conventional,2,0,0,0,0,0,0,0,0,0,0
end,0,0,0,0,0,18,0,0,0,4,0
seventh,1,0,0,0,0,0,0,0,0,0,0
regnal,1,0,0,0,0,0,0,0,0,0,0
crown,0,0,0,0,0,4,0,0,0,2,0
royal,13,0,0,0,0,0,0,0,0,0,0
titulary,0,0,0,0,0,1,0,0,0,0,0
protocol,0,0,0,0,0,1,0,0,0,0,0
sovereign,0,0,0,0,0,2,0,0,0,0,0
coruler,0,0,0,0,0,1,0,0,0,0,0
dominant,1,0,0,0,0,0,0,0,0,0,0
depict,0,0,0,0,0,0,0,0,0,8,0
typical,2,0,0,0,0,0,0,0,0,0,0
appropriately,0,0,1,0,0,0,0,0,0,0,0
feminine,1,0,0,0,0,0,0,0,0,0,0
garment,0,0,0,0,0,1,0,0,0,0,0
brief,8,0,0,0,0,0,0,0,0,0,0
experimentation,0,0,0,0,0,1,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,0,6,0
kingly,1,0,0,0,0,0,0,0,0,0,0
male,2,0,0,0,0,0,0,0,0,0,0
formal,5,0,0,0,0,0,0,0,0,0,0
portrait,0,0,0,0,0,3,0,0,0,0,0
wear,0,0,0,0,0,0,0,0,0,2,0
traditional,10,0,0,0,0,0,0,0,0,0,0
kilt,0,0,0,0,0,1,0,0,0,0,0
head,0,0,0,0,0,6,0,0,0,0,0
false,1,0,0,0,0,0,0,0,0,0,0
beard,0,0,0,0,0,1,0,0,0,0,0
dismiss,0,0,0,0,0,0,0,0,0,3,0
misunderstand,0,0,0,0,0,0,0,0,0,1,0
artistic,1,0,0,0,0,0,0,0,0,0,0
convention,0,0,0,0,0,1,0,0,0,0,0
show,0,0,0,0,0,0,0,0,0,12,0
thing,0,0,0,0,0,6,0,0,0,0,0
cause,0,0,0,0,0,2,0,0,0,7,0
ensure,0,0,0,0,0,0,0,0,0,3,0
load,0,0,0,0,0,0,0,0,0,1,0
explain,0,0,0,0,0,0,0,0,0,9,0
persuade,0,0,0,0,0,0,0,0,0,7,0
elite,2,0,0,0,0,1,0,0,0,0,0
position,0,0,0,0,0,15,0,0,0,0,0
loyal,4,0,0,0,0,0,0,0,0,0,0
handpicke,0,0,0,0,0,0,0,0,0,1,0
prominent,2,0,0,0,0,0,0,0,0,0,0
overseer,0,0,0,0,0,1,0,0,0,0,0
tutor,0,0,0,0,0,1,0,0,0,0,0
observer,0,0,0,0,0,5,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,0,12,0
lover,0,0,0,0,0,1,0,0,0,0,0
support,0,0,0,0,0,3,0,0,0,2,0
claim,0,0,0,0,0,5,0,0,0,5,0
traditionally,0,0,1,0,0,0,0,0,0,0,0
defend,0,0,0,0,0,0,0,0,0,3,0
lurk,0,0,0,0,0,0,0,0,0,1,0
border,0,0,0,0,0,5,0,0,0,0,0
essentially,0,0,2,0,0,0,0,0,0,0,0
peaceful,1,0,0,0,0,0,0,0,0,0,0
foreign,3,0,0,0,0,0,0,0,0,0,0
policy,0,0,0,0,0,12,0,0,0,0,0
scene,0,0,0,0,0,3,0,0,0,0,0
wall,0,0,0,0,0,2,0,0,0,0,0
temple,0,0,0,0,0,6,0,0,0,0,0
short,5,0,1,0,0,0,0,0,0,0,0
trading,0,0,0,0,0,4,0,0,0,0,0
vanish,0,0,0,0,0,0,0,0,0,1,0
african,3,0,0,0,0,0,0,0,0,0,0
southernmost,1,0,0,0,0,0,0,0,0,0,0
gold,0,0,0,0,0,2,0,0,0,0,0
ebony,0,0,0,0,0,1,0,0,0,0,0
skin,0,0,0,0,0,2,0,0,0,0,0
baboon,0,0,0,0,0,1,0,0,0,0,0
myrrh,0,0,0,0,0,2,0,0,0,0,0
tree,0,0,0,0,0,2,0,0,0,0,0
garden,0,0,0,0,0,2,0,0,0,0,0
unsuccessfully,0,0,1,0,0,0,0,0,0,0,0
aid,0,0,0,0,0,1,0,0,0,1,0
sponsor,0,0,0,0,0,0,0,0,0,3,0
circumnavigate,0,0,0,0,0,0,0,0,0,2,0
accord,0,0,0,0,0,0,0,0,0,16,0
construction,0,0,0,0,0,1,0,0,0,0,0
canal,0,0,0,0,0,1,0,0,0,0,0
response,0,0,0,0,0,1,0,0,0,0,0
growth,0,0,0,0,0,2,0,0,0,0,0
oracle,0,0,0,0,0,3,0,0,0,0,0
discontinue,0,0,0,0,0,0,0,0,0,1,0
develop,0,0,0,0,0,0,0,0,0,2,0
assyrian,2,0,0,0,0,0,0,0,0,0,0
fall,0,0,0,0,0,4,0,0,0,8,0
fleet,0,0,0,0,0,12,0,0,0,0,0
syrian,2,0,0,0,0,0,0,0,0,0,0
assist,0,0,0,0,0,0,0,0,0,2,0
batter,0,0,0,0,0,0,0,0,0,1,0
ally,0,0,0,0,0,12,0,0,0,1,0
slay,0,0,0,0,0,0,0,0,0,1,0
replace,0,0,0,0,0,0,0,0,0,5,0
choose,0,0,0,0,0,0,0,0,0,8,0
nominee,0,0,0,0,0,1,0,0,0,0,0
impose,0,0,0,0,0,0,0,0,0,3,0
neo,1,0,0,0,0,0,0,0,0,0,0
babylonian,2,0,0,0,0,0,0,0,0,0,0
prince,0,0,0,0,0,10,0,0,0,0,0
soundly,0,0,1,0,0,0,0,0,0,0,0
withdrawal,0,0,0,0,0,1,0,0,0,0,0
repel,0,0,0,0,0,0,0,0,0,1,0
promote,0,0,0,0,0,0,0,0,0,2,0
anti,2,0,0,0,0,0,0,0,0,0,0
coalition,0,0,0,0,0,6,0,0,0,0,0
apparently,0,0,11,0,0,0,0,0,0,0,0
accomplish,0,0,0,0,0,0,0,0,0,1,0
feat,0,0,0,0,0,2,0,0,0,0,0
point,0,0,0,0,0,11,0,0,0,0,0
voyage,0,0,0,0,0,11,0,0,0,1,0
sun,0,0,0,0,0,2,0,0,0,0,0
northward,0,0,6,0,0,0,0,0,0,0,0
reference,0,0,0,0,0,3,0,0,0,0,0
authority,0,0,0,0,0,5,0,0,0,0,0
manner,0,0,0,0,0,3,0,0,0,0,0
transmit,0,0,0,0,0,0,0,0,0,1,0
fragment,0,0,0,0,0,2,0,0,0,0,0
mariner,0,0,0,0,0,1,0,0,0,0,0
coastal,3,0,0,0,0,0,0,0,0,0,0
guide,0,0,0,0,0,1,0,0,0,0,0
ethnographic,1,0,0,0,0,0,0,0,0,0,0
fabulous,5,0,0,0,0,0,0,0,0,0,0
extant,4,0,0,0,0,0,0,0,0,0,0
doubtfully,0,0,1,0,0,0,0,0,0,0,0
attribute,0,0,0,0,0,0,0,0,0,5,0
distinguish,0,0,0,0,0,0,0,0,0,3,0
revolt,0,0,0,0,0,13,0,0,0,0,0
second,12,0,0,0,0,0,0,0,0,0,0
biographical,2,0,0,0,0,0,0,0,0,0,0
improbable,2,0,0,0,0,0,0,0,0,0,0
intrepid,2,0,0,0,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,10,0
southwest,1,0,0,0,0,0,0,0,0,0,0
precise,2,0,0,0,0,0,0,0,0,0,0
birth,0,0,0,0,0,4,0,0,0,0,0
alike,0,0,2,0,0,0,0,0,0,0,0
uncertain,9,0,0,0,0,0,0,0,0,0,0
reside,0,0,0,0,0,0,0,0,0,1,0
event,0,0,0,0,0,12,0,0,0,0,0
allude,0,0,0,0,0,0,0,0,0,2,0
belong,0,0,0,0,0,0,0,0,0,1,0
publish,0,0,0,0,0,0,0,0,0,8,0
long,14,0,11,0,0,0,0,0,0,1,0
wandering,0,0,0,0,0,3,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,13,0
shore,0,0,0,0,0,8,0,0,0,0,0
way,0,0,0,0,0,25,0,0,0,0,0
inland,0,0,3,0,0,1,0,0,0,0,0
structure,0,0,0,0,0,4,0,0,0,0,0
subject,1,0,0,0,0,8,0,0,0,0,0
preliminary,1,0,0,0,0,2,0,0,0,0,0
divide,0,0,0,0,0,0,0,0,0,7,0
division,0,0,0,0,0,5,0,0,0,0,0
background,0,0,0,0,0,5,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,7,0
culminate,0,0,0,0,0,0,0,0,0,3,0
vii,0,0,0,0,0,0,2,0,0,0,0
systematic,2,0,0,0,0,0,0,0,0,0,0
onward,0,0,4,0,0,0,0,0,0,0,0
ionic,1,0,0,0,0,0,0,0,0,0,0
statue,0,0,0,0,0,6,0,0,0,0,0
situate,0,0,0,0,0,0,0,0,0,1,0
balustrade,0,0,0,0,0,1,0,0,0,0,0
debate,0,0,0,0,0,1,0,0,0,0,0
scholar,0,0,0,0,0,17,0,0,0,0,0
arrangement,0,0,0,0,0,2,0,0,0,0,0
mind,0,0,0,0,0,7,0,0,0,0,0
scheme,0,0,0,0,0,1,0,0,0,0,0
likely,2,0,2,0,0,0,0,0,0,0,0
opinion,0,0,0,0,0,3,0,0,0,0,0
plan,0,0,0,0,0,7,0,0,0,4,0
decide,0,0,0,0,0,0,0,0,0,9,0
bind,0,0,0,0,0,0,0,0,0,2,0
ask,0,0,0,0,0,0,0,0,0,6,0
mean,0,0,0,0,0,2,0,0,0,6,0
deeply,0,0,3,0,0,0,0,0,0,0,0
impress,0,0,0,0,0,0,0,0,0,2,0
size,0,0,0,0,0,2,0,0,0,0,0
varied,2,0,0,0,0,0,0,0,0,0,0
polyglot,1,0,0,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,3,0,0,0,0,0
command,0,0,0,0,0,19,0,0,0,4,0
contrast,0,0,0,0,0,5,0,0,0,1,0
disputatious,1,0,0,0,0,0,0,0,0,0,0
commander,0,0,0,0,0,7,0,0,0,0,0
common,4,0,0,0,0,0,0,0,0,0,0
thought,0,0,0,0,0,3,0,0,0,0,0
feeling,0,0,0,0,0,3,0,0,0,0,0
fight,0,0,0,0,0,0,0,0,0,5,0
difference,0,0,0,0,0,1,0,0,0,0,0
reader,0,0,0,0,0,5,0,0,0,0,0
logical,1,0,0,0,0,0,0,0,0,0,0
link,0,0,0,0,0,2,0,0,0,2,0
main,9,0,0,0,0,0,0,0,0,0,0
section,0,0,0,0,0,6,0,0,0,0,0
march,0,0,0,0,0,5,0,0,0,11,0
immense,1,0,0,0,0,0,0,0,0,0,0
crossing,0,0,0,0,0,3,0,0,0,0,0
bridge,0,0,0,0,0,1,0,0,0,2,0
boat,0,0,0,0,0,3,0,0,0,0,0
proper,6,0,0,0,0,0,0,0,0,0,0
arrogance,0,0,0,0,0,3,0,0,0,0,0
petulance,0,0,0,0,0,1,0,0,0,0,0
savage,2,0,0,0,0,1,0,0,0,0,0
autocratic,3,0,0,0,0,0,0,0,0,0,0
cruelty,0,0,0,0,0,4,0,0,0,0,0
