word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,VERB,X
know,0,0,0,0,0,0,0,16,0
climate,0,0,0,0,0,5,0,0,0
imagine,0,0,0,0,0,0,0,1,0
vast,1,0,0,0,0,0,0,0,0
invisible,1,0,0,0,0,0,0,0,0
ocean,0,0,0,0,0,8,0,0,0
current,2,0,0,0,0,4,0,0,0
swirl,0,0,0,0,0,0,0,1,0
eddy,0,0,0,0,0,1,0,0,0
constant,2,0,0,0,0,0,0,0,0
movement,0,0,0,0,0,9,0,0,0
create,0,0,0,0,0,0,0,4,0
important,3,0,0,0,0,0,0,0,0
factor,0,0,0,0,0,2,0,0,0
drive,0,0,0,0,0,0,0,4,0
radiation,0,0,0,0,0,4,0,0,0
unevenly,0,0,1,0,0,0,0,0,0
rise,0,0,0,0,0,3,0,8,0
warm,29,0,0,0,0,0,0,1,0
masse,0,0,0,0,0,16,0,0,0
characteristic,1,0,0,0,0,0,0,0,0
level,0,0,0,0,0,17,0,0,0
temperature,0,0,0,0,0,63,0,0,0
moisture,0,0,0,0,0,14,0,0,0
influence,0,0,0,0,0,0,0,2,0
pass,0,0,0,0,0,0,0,9,0
maritime,5,0,0,0,0,0,0,0,0
tropical,26,0,0,0,0,0,0,0,0
example,0,0,0,0,0,7,0,0,0
form,0,0,0,0,0,7,0,28,0
water,0,0,0,0,0,40,0,0,0
typically,0,0,3,0,0,0,0,0,0
produce,0,0,0,0,0,0,0,18,0
heavy,13,0,0,0,0,0,0,0,0
rain,0,0,0,0,0,29,0,0,0
land,0,0,0,0,0,10,0,0,0
satellite,1,0,0,0,0,28,0,0,0
image,0,0,0,0,0,11,0,0,0
take,0,0,0,0,0,0,0,2,0
show,0,0,0,0,0,0,0,9,0
storm,0,0,0,0,0,45,0,0,0
system,0,0,0,0,0,14,0,0,0
left,1,0,1,0,0,1,0,0,0
right,3,0,1,0,0,1,0,0,0
front,0,0,0,0,0,10,0,0,0
boundary,0,0,0,0,0,2,0,0,0
unstable,1,0,0,0,0,0,0,0,0
common,5,0,0,0,0,0,0,0,0
severe,6,0,0,0,0,0,0,0,0
thunderstorm,0,0,0,0,0,18,0,0,0
ice,0,0,0,0,0,12,0,0,0
tornado,0,0,0,0,0,13,0,0,0
meet,0,0,0,0,0,0,0,2,0
violent,5,0,0,0,0,0,0,0,0
flat,1,0,0,0,0,0,0,0,0
plain,0,0,0,0,0,1,0,0,0
instance,0,0,0,0,0,2,0,0,0
mountain,0,0,0,0,0,2,0,0,0
range,0,0,0,0,0,11,0,1,0
clash,0,0,0,0,0,0,0,1,0
spring,0,0,0,0,0,1,0,0,0
summer,0,0,0,0,0,10,0,0,0
collision,0,0,0,0,0,2,0,0,0
spawn,0,0,0,0,0,0,0,1,0
dangerous,2,0,0,0,0,0,0,0,0
fact,0,0,0,0,0,2,0,0,0
region,0,0,0,0,0,7,0,0,0
call,0,0,0,0,0,0,0,16,0
volume,0,0,0,0,0,2,0,0,0
learn,0,0,0,0,0,0,0,2,0
powerful,3,0,0,0,0,0,0,0,0
develop,0,0,0,0,0,0,0,10,0
science,0,0,0,0,0,3,0,0,0
prediction,0,0,0,0,0,8,0,0,0
change,0,0,0,0,0,17,0,6,0
year,0,0,0,0,0,9,0,0,0
early,5,0,1,0,0,0,0,0,0
forecast,0,0,0,0,0,20,0,5,0
base,0,0,0,0,0,4,0,9,0
careful,3,0,0,0,0,0,0,0,0
observation,0,0,0,0,0,8,0,0,0
invention,0,0,0,0,0,2,0,0,0
thermometer,0,0,0,0,0,10,0,0,0
barometer,0,0,0,0,0,4,0,0,0
century,0,0,0,0,0,5,0,0,0
provide,0,0,0,0,0,0,0,8,0
accurate,11,0,0,0,0,0,0,0,0
measurement,0,0,0,0,0,8,0,0,0
pressure,0,0,0,0,0,49,0,0,0
today,0,0,0,0,0,1,0,0,0
scientist,0,0,0,0,0,6,0,0,0
sophisticated,2,0,0,0,0,0,0,0,0
tool,0,0,0,0,0,2,0,0,0
detect,0,0,0,0,0,0,0,3,0
pattern,0,0,0,0,0,14,0,0,0
doppler,0,0,0,0,0,3,0,0,0
radar,0,0,0,0,0,5,0,0,0
measure,0,0,0,0,0,0,0,16,0
wind,0,0,0,0,0,72,0,0,0
speed,0,0,0,0,0,18,0,0,0
observe,0,0,0,0,0,0,0,6,0
microwave,0,0,0,0,0,4,0,0,0
reflect,0,0,0,0,0,0,0,3,0
raindrop,0,0,0,0,0,4,0,0,0
circle,0,0,0,0,0,0,0,3,0
gather,0,0,0,0,0,0,0,4,0
feed,0,0,0,0,0,0,0,2,0
computer,0,0,0,0,0,14,0,0,0
turn,0,0,0,0,0,2,0,3,0
map,0,0,0,0,0,18,0,1,0
information,0,0,0,0,0,10,0,0,0
share,0,0,0,0,0,0,0,1,0
member,0,0,0,0,0,3,0,0,0
nation,0,0,0,0,0,2,0,0,0
forecasting,0,0,0,0,0,15,0,0,0
improve,0,0,0,0,0,0,0,3,0
recent,1,0,0,0,0,0,0,0,0
difficult,3,0,0,0,0,0,0,0,0
predict,0,0,0,0,0,0,0,10,0
daily,6,0,1,0,0,0,0,0,0
accurately,0,0,2,0,0,0,0,0,0
week,0,0,0,0,0,4,0,0,0
advance,0,0,0,0,0,1,0,1,0
unpredictability,0,0,0,0,0,1,0,0,0
power,0,0,0,0,0,3,0,0,0
awesome,2,0,0,0,0,0,0,0,0
force,0,0,0,0,0,7,0,1,0
nature,0,0,0,0,0,2,0,0,0
continue,0,0,0,0,0,0,0,2,0
fascinating,1,0,0,0,0,0,0,0,0
modern,1,0,0,0,0,0,0,0,0
concern,0,0,0,0,0,0,0,1,0
effect,0,0,0,0,0,8,0,0,0
nearly,0,0,3,0,0,0,0,0,0
human,5,0,0,0,0,2,0,0,0
activity,0,0,0,0,0,4,0,0,0
occur,0,0,0,0,0,0,0,17,0
mixture,0,0,0,0,0,2,0,0,0
gas,0,0,0,0,0,14,0,0,0
completely,0,0,2,0,0,0,0,0,0
envelop,0,0,0,0,0,0,0,1,0
define,0,0,0,0,0,0,0,2,0
momentary,1,0,0,0,0,0,0,0,0
state,0,0,0,0,0,6,0,0,0
surface,0,0,0,0,0,30,0,0,0
hand,0,0,0,0,0,2,0,0,0
refer,0,0,0,0,0,0,0,1,0
average,6,0,0,0,0,1,0,1,0
period,0,0,0,0,0,7,0,0,0
basic,4,0,0,0,0,0,0,0,0
include,0,0,0,0,0,0,0,10,0
precipitation,0,0,0,0,0,24,0,0,0
humidity,0,0,0,0,0,18,0,0,0
cloudiness,0,0,0,0,0,2,0,0,0
constantly,0,0,1,0,0,0,0,0,0
continuous,5,0,0,0,0,0,0,0,0
exchange,0,0,0,0,0,2,0,1,0
sea,0,0,0,0,0,8,0,0,0
scientifically,0,0,1,0,0,0,0,0,0
analyze,0,0,0,0,0,0,0,4,0
meteorology,0,0,0,0,0,1,0,0,0
compress,0,0,0,0,0,0,0,1,0
weight,0,0,0,0,0,1,0,0,0
half,0,0,0,0,2,0,0,0,0
bulk,0,0,0,0,0,1,0,0,0
squeeze,0,0,0,0,0,0,0,1,0
mile,0,0,0,0,0,16,0,0,0
kilometer,0,0,0,0,0,12,0,0,0
layer,0,0,0,0,0,8,0,0,0
troposphere,0,0,0,0,0,2,0,0,0
site,0,0,0,0,0,2,0,0,0
world,0,0,0,0,0,8,0,0,0
turbulence,0,0,0,0,0,2,0,0,0
storminess,0,0,0,0,0,1,0,0,0
calm,2,0,0,0,0,1,0,0,0
stratosphere,0,0,0,0,0,2,0,0,0
little,3,0,0,0,0,0,0,0,0
cloud,0,0,0,0,0,43,0,0,0
underlie,0,0,0,0,0,0,0,1,0
great,10,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,3,0,0,0
motion,0,0,0,0,0,5,0,0,0
large,16,0,0,0,0,0,0,0,0
scale,0,0,0,0,0,10,0,0,0
planetary,1,0,0,0,0,0,0,0,0
general,5,0,0,0,0,0,0,0,0
circulation,0,0,0,0,0,4,0,0,0
sun,0,0,0,0,0,2,0,0,0
pole,0,0,0,0,0,5,0,0,0
heated,1,0,0,0,0,0,0,0,0
equatorial,3,0,0,0,0,0,0,0,0
flow,0,0,0,0,0,3,0,3,0
generally,0,0,9,0,0,0,0,0,0
poleward,0,0,1,0,0,0,0,0,0
northern,2,0,0,0,0,0,0,0,0
southern,4,0,0,0,0,0,0,0,0
hemisphere,0,0,0,0,0,5,0,0,0
polar,13,0,1,0,0,0,0,0,0
cool,1,0,0,0,0,0,0,8,0
sink,0,0,0,0,0,0,0,3,0
upward,3,0,1,0,0,0,0,0,0
result,0,0,0,0,0,4,0,7,0
belt,0,0,0,0,0,11,0,0,0
low,24,0,2,0,0,3,0,0,0
astride,0,1,0,0,0,0,0,0,0
latitude,0,0,0,0,0,7,0,0,0
high,27,0,3,0,0,1,0,0,0
upper,10,0,0,0,0,0,0,0,0
subtropical,2,0,0,0,0,0,0,0,0
blow,0,0,0,0,0,0,0,6,0
outward,0,0,2,0,0,0,0,0,0
rotation,0,0,0,0,0,4,0,0,0
deflect,0,0,0,0,0,0,0,3,0
direction,0,0,0,0,0,14,0,0,0
easterly,2,0,0,0,0,2,0,0,0
east,0,0,0,0,0,4,0,0,0
west,0,0,0,0,0,3,0,0,0
midlatitude,0,0,0,0,0,2,0,0,0
westerly,5,0,0,0,0,0,0,0,0
path,0,0,0,0,0,5,0,0,0
object,0,0,0,0,0,1,0,0,0
move,0,0,0,0,0,0,0,11,0
like,1,8,0,0,0,0,0,0,0
trade,0,0,0,0,0,2,0,0,0
girdle,0,0,0,0,0,0,0,1,0
arrangement,0,0,0,0,0,2,0,0,0
vary,0,0,0,0,0,0,0,6,0
somewhat,0,0,6,0,0,0,0,0,0
shift,0,0,0,0,0,1,0,4,0
northward,0,0,1,0,0,0,0,0,0
southward,0,0,2,0,0,0,0,0,0
continuity,0,0,0,0,0,1,0,0,0
prevail,0,0,0,0,0,0,0,2,0
modify,0,0,0,0,0,0,0,1,0
greatly,0,0,3,0,0,0,0,0,0
differ,0,0,0,0,0,0,0,1,0
rate,0,0,0,0,0,4,0,0,0
last,0,0,0,0,0,0,0,2,0
eastern,7,0,0,0,0,0,0,0,0
near,0,8,1,0,0,0,0,0,0
relatively,0,0,5,0,0,0,0,0,0
western,7,0,0,0,0,0,0,0,0
dry,7,0,0,0,0,0,0,0,0
wet,2,0,0,0,0,0,0,0,0
reverse,0,0,0,0,0,1,0,2,0
phenomenon,0,0,0,0,0,4,0,0,0
strongly,0,0,1,0,0,0,0,0,0
part,0,0,0,0,0,6,0,0,0
buildup,0,0,0,0,0,1,0,0,0
bring,0,0,0,0,0,0,0,7,0
experience,0,0,0,0,0,1,0,4,0
drought,0,0,0,0,0,7,0,0,0
weaken,0,0,0,0,0,0,0,3,0
strengthen,0,0,0,0,0,0,0,2,0
onshore,0,0,1,0,0,0,0,0,0
southwestern,1,0,0,0,0,0,0,0,0
acquire,0,0,0,0,0,0,0,1,0
fairly,0,0,2,0,0,0,0,0,0
uniform,2,0,0,0,0,0,0,0,0
area,0,0,0,0,0,25,0,0,0
mass,0,0,0,0,0,10,0,0,0
main,5,0,0,0,0,0,0,0,0
type,0,0,0,0,0,15,0,0,0
antarctic,1,0,0,0,0,0,0,0,0
depend,0,0,0,0,0,0,0,6,0
originate,0,0,0,0,0,0,0,2,0
continental,6,0,0,0,0,0,0,0,0
origin,0,0,0,0,0,2,0,0,0
moist,6,0,0,0,0,0,0,0,0
moderate,1,0,0,0,0,0,0,0,0
hot,4,0,0,0,0,0,0,0,0
season,0,0,0,0,0,3,0,0,0
immense,2,0,0,0,0,0,0,0,0
accumulate,0,0,0,0,0,0,0,2,0
sweep,0,0,0,0,0,0,0,2,0
wake,0,0,0,0,0,1,0,0,0
mild,2,0,0,0,0,0,0,0,0
oil,0,0,0,0,0,2,0,0,0
worker,0,0,0,0,0,3,0,0,0
walk,0,0,0,0,0,0,0,2,0
mobile,1,0,0,0,0,0,0,0,0
unit,0,0,0,0,0,1,0,0,0
blustery,1,0,0,0,0,0,0,0,0
snowy,1,0,0,0,0,0,0,0,0
similar,5,0,0,0,0,0,0,0,0
different,10,0,0,0,0,0,0,0,0
frequency,0,0,0,0,0,4,0,0,0
combination,0,0,0,0,0,2,0,0,0
help,0,0,0,0,0,0,0,6,0
determine,0,0,0,0,0,0,0,4,0
particular,2,0,0,0,0,0,0,0,0
occasional,1,0,0,0,0,0,0,0,0
invasion,0,0,0,0,0,1,0,0,0
northeast,0,0,1,0,0,1,0,0,0
mainly,0,0,2,0,0,0,0,0,0
interior,0,0,0,0,0,2,0,0,0
feel,0,0,0,0,0,0,0,2,0
true,3,0,0,0,0,0,0,0,0
caa,0,0,0,0,0,1,0,0,0
leave,0,0,0,0,0,0,0,4,0
source,0,0,0,0,0,6,0,0,0
essentially,0,0,2,0,0,0,0,0,0
convert,0,0,0,0,0,0,0,1,0
sharp,1,0,0,0,0,0,0,0,0
transition,0,0,0,0,0,1,0,0,0
zone,0,0,0,0,0,4,0,0,0
lead,0,0,0,0,0,0,0,4,0
edge,0,0,0,0,0,5,0,0,0
quick,1,0,0,0,0,0,0,0,0
drop,0,0,0,0,0,1,0,2,0
rapid,2,0,0,0,0,0,0,0,0
accompany,0,0,0,0,0,0,0,3,0
snow,0,0,0,0,0,11,0,0,0
flurry,0,0,0,0,0,1,0,0,0
follow,0,0,0,0,0,0,0,5,0
clear,2,0,0,0,0,0,0,2,0
sky,0,0,0,0,0,6,0,0,0
tend,0,0,0,0,0,0,0,2,0
override,0,0,0,0,0,0,0,1,0
rear,1,0,0,0,0,0,0,0,0
portion,0,0,0,0,0,2,0,0,0
ahead,0,0,2,0,0,0,0,0,0
trail,0,0,0,0,0,0,0,2,0
retreat,0,0,0,0,0,0,0,1,0
ground,0,0,0,0,0,20,0,0,0
thicken,0,0,0,0,0,0,0,2,0
lower,0,0,0,0,0,0,0,3,0
precede,0,0,0,0,0,0,0,1,0
arrival,0,0,0,0,0,1,0,0,0
usually,0,0,25,0,0,0,0,0,0
widespread,2,0,0,0,0,0,0,0,0
stationary,4,0,0,0,0,0,0,0,0
appreciably,0,0,1,0,0,0,0,0,0
persist,0,0,0,0,0,0,0,1,0
especially,0,0,5,0,0,0,0,0,0
occlude,0,0,0,0,0,0,0,2,0
overtake,0,0,0,0,0,0,0,3,0
lift,0,0,0,0,0,0,0,4,0
entirely,0,0,1,0,0,0,0,0,0
aloft,0,0,4,0,0,0,0,0,0
superimpose,0,0,0,0,0,0,0,1,0
photograph,0,0,0,0,0,1,0,0,0
outline,0,0,0,0,0,1,0,0,0
longitude,0,0,0,0,0,1,0,0,0
line,0,0,0,0,0,4,0,0,0
isobar,0,0,0,0,0,2,0,0,0
central,2,0,0,0,0,0,0,0,0
outbreak,0,0,0,0,0,1,0,0,0
depict,0,0,0,0,0,0,0,2,0
cyclone,0,0,0,0,0,25,0,0,0
center,0,0,0,0,0,8,0,0,0
reveal,0,0,0,0,0,0,0,2,0
broad,3,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,4,0
extend,0,0,0,0,0,0,0,1,0
band,0,0,0,0,0,3,0,0,0
spiral,0,0,0,0,0,0,0,3,0
white,1,0,0,0,0,0,0,0,0
eastward,0,0,3,0,0,0,0,0,0
frontal,1,0,0,0,0,0,0,0,0
rotate,0,0,0,0,0,0,0,2,0
counterclockwise,1,0,1,0,0,0,0,0,0
clockwise,1,0,1,0,0,0,0,0,0
separate,0,0,0,0,0,0,0,1,0
airflow,0,0,0,0,0,2,0,0,0
approach,0,0,0,0,0,1,0,3,0
bend,0,0,0,0,0,0,0,1,0
typical,3,0,0,0,0,0,0,0,0
horizontal,2,0,0,0,0,0,0,0,0
consist,0,0,0,0,0,0,0,5,0
swing,0,0,0,0,0,0,0,2,0
slow,0,0,2,0,0,0,0,2,0
south,0,0,2,0,0,4,0,0,0
southwest,0,0,0,0,0,2,0,0,0
northwest,0,0,0,0,0,2,0,0,0
north,0,0,0,0,0,4,0,0,0
stage,0,0,0,0,0,1,0,0,0
ripple,0,0,0,0,0,1,0,0,0
point,0,0,0,0,0,22,0,0,0
pivot,0,0,0,0,0,0,0,1,0
associate,0,0,0,0,0,0,0,6,0
stormy,1,0,0,0,0,0,0,0,0
million,0,0,0,0,0,0,2,0,0
square,2,0,0,0,0,0,0,0,0
reach,0,0,0,0,0,0,0,7,0
maximum,5,0,0,0,0,0,0,0,0
intensity,0,0,0,0,0,2,0,0,0
steer,0,0,0,0,0,0,0,2,0
northeastward,0,0,1,0,0,0,0,0,0
respectively,0,0,1,0,0,0,0,0,0
icelandic,1,0,0,0,0,0,0,0,0
aleutian,1,0,0,0,0,0,0,0,0
semipermanent,2,0,0,0,0,0,0,0,0
feature,0,0,0,0,0,2,0,0,0
group,0,0,0,0,0,2,0,0,0
mature,0,0,0,0,0,0,0,1,0
new,2,0,0,0,0,0,0,0,0
abundant,1,0,0,0,0,0,0,0,0
supply,0,0,0,0,0,1,0,0,0
coast,0,0,0,0,0,1,0,0,0
secondary,1,0,0,0,0,0,0,0,0
exceed,0,0,0,0,0,0,0,3,0
primary,2,0,0,0,0,0,0,0,0
suddenness,0,0,0,0,0,1,0,0,0
velocity,0,0,0,0,0,1,0,0,0
enter,0,0,0,0,0,0,0,1,0
body,0,0,0,0,0,3,0,0,0
strong,10,0,0,0,0,0,0,0,0
bitter,1,0,0,0,0,0,0,0,0
anticyclone,0,0,0,0,0,7,0,0,0
taxi,0,0,0,0,0,1,0,0,0
make,0,0,0,0,0,0,0,1,0
way,0,0,0,0,0,3,0,0,0
dead,1,0,0,0,0,0,0,0,0
traffic,0,0,0,0,0,1,0,0,0
accident,0,0,0,0,0,2,0,0,0
southeastward,1,0,0,0,0,0,0,0,0
course,0,0,0,0,0,1,0,0,0
extreme,2,0,0,0,0,1,0,0,0
notably,0,0,1,0,0,0,0,0,0
carry,0,0,0,0,0,0,0,4,0
subfreezing,3,0,0,0,0,0,0,0,0
far,0,0,1,0,0,0,0,0,0
oceanic,1,0,0,0,0,0,0,0,0
inland,1,0,0,0,0,0,0,0,0
cloudless,3,0,0,0,0,0,0,0,0
autumn,0,0,0,0,0,1,0,0,0
stagnate,0,0,0,0,0,0,0,1,0
spell,0,0,0,0,0,3,0,0,0
summerlike,1,0,0,0,0,0,0,0,0
indian,2,0,0,0,0,0,0,0,0
light,1,0,0,0,0,6,0,0,0
accumulation,0,0,0,0,0,1,0,0,0
pollutant,0,0,0,0,0,2,0,0,0
element,0,0,0,0,0,4,0,0,0
parallel,1,0,0,0,0,0,0,0,0
gradient,0,0,0,0,0,3,0,0,0
sort,0,0,0,0,0,1,0,0,0
slope,0,0,0,0,0,2,0,0,0
angle,0,0,0,0,0,2,0,0,0
friction,0,0,0,0,0,2,0,0,0
balance,0,0,0,0,0,1,0,0,0
allow,0,0,0,0,0,0,0,2,0
geostrophic,1,0,0,0,0,0,0,0,0
opposite,4,0,0,0,0,0,0,0,0
foot,0,0,0,0,0,3,0,0,0
meter,0,0,0,0,0,5,0,0,0
altitude,0,0,0,0,0,3,0,0,0
hour,0,0,0,0,0,12,0,0,0
narrow,5,0,0,0,0,0,0,0,0
jet,0,0,0,0,0,10,0,0,0
stream,0,0,0,0,0,11,0,0,0
middle,1,0,0,0,0,1,0,0,0
characterize,0,0,0,0,0,0,0,3,0
think,0,0,0,0,0,0,0,2,0
largely,0,0,5,0,0,0,0,0,0
responsible,2,0,0,0,0,0,0,0,0
aircraft,0,0,0,0,0,3,0,0,0
position,0,0,0,0,0,2,0,1,0
arrow,0,0,0,0,0,1,0,0,0
indicate,0,0,0,0,0,0,0,8,0
plane,0,0,0,0,0,2,0,0,0
discover,0,0,0,0,0,0,0,2,0
pilot,0,0,0,0,0,1,0,0,0
second,1,0,0,0,0,2,0,0,0
hundred,0,0,0,0,0,1,0,0,0
sharply,0,0,3,0,0,0,0,0,0
away,0,0,2,0,0,0,0,0,0
limit,0,0,0,0,0,0,0,2,0
height,0,0,0,0,0,5,0,0,0
pakistani,1,0,0,0,0,0,0,0,0
villager,0,0,0,0,0,1,0,0,0
wade,0,0,0,0,0,0,0,1,0
village,0,0,0,0,0,1,0,0,0
torrential,3,0,0,0,0,0,0,0,0
monsoon,0,0,0,0,0,2,0,0,0
unleash,0,0,0,0,0,0,0,1,0
bad,1,0,0,0,0,0,0,0,0
meander,0,0,0,0,0,1,0,2,0
nearer,0,1,0,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,2,0
promote,0,0,0,0,0,0,0,1,0
formation,0,0,0,0,0,2,0,0,0
squall,0,0,0,0,0,1,0,0,0
fair,2,0,0,0,0,0,0,0,0
length,0,0,0,0,0,1,0,0,0
african,1,0,0,0,0,0,0,0,0
northerly,1,0,0,0,0,0,0,0,0
normally,0,0,1,0,0,0,0,0,0
fall,0,0,0,0,0,2,0,11,0
night,0,0,0,0,0,4,0,0,0
vendor,0,0,0,0,0,1,0,0,0
case,0,0,0,0,0,2,0,0,0
soda,0,0,0,0,0,1,0,0,0
advisory,0,0,0,0,0,1,0,0,0
combine,0,0,0,0,0,0,0,3,0
street,0,0,0,0,0,3,0,0,0
significance,0,0,0,0,0,2,0,0,0
matter,0,0,1,0,0,0,0,1,0
correction,0,0,0,0,0,2,0,0,0
normal,5,0,0,0,0,0,0,0,0
midday,0,0,0,0,0,1,0,0,0
continuation,0,0,0,0,0,1,0,0,0
exist,0,0,0,0,0,0,0,1,0
gaseous,1,0,0,0,0,0,0,0,0
vapor,0,0,0,0,0,18,0,0,0
contain,0,0,0,0,0,0,0,2,0
possible,4,0,0,0,0,0,0,0,0
specific,6,0,0,0,0,0,0,0,0
saturation,0,0,0,0,0,1,0,0,0
value,0,0,0,0,0,3,0,0,0
relative,3,0,0,0,0,0,0,0,0
proportion,0,0,0,0,0,1,0,0,0
actually,0,0,1,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,1,0
desert,0,0,0,0,0,1,0,0,0
percent,0,0,0,0,0,3,0,0,0
thick,1,0,0,0,0,0,0,0,0
fog,0,0,0,0,0,5,0,0,0
man,0,0,0,0,0,1,0,0,0
net,0,0,0,0,0,2,0,0,0
collect,0,0,0,0,0,0,0,4,0
valuable,3,0,0,0,0,0,0,0,0
receive,0,0,0,0,0,0,0,2,0
useful,2,0,0,0,0,0,0,0,0
dew,0,0,0,0,0,13,0,0,0
present,2,0,0,0,0,0,0,0,0
correspond,0,0,0,0,0,0,0,1,0
amount,0,0,0,0,0,2,0,0,0
signal,0,0,0,0,0,0,0,1,0
imminent,2,0,0,0,0,0,0,0,0
signify,0,0,0,0,0,0,0,1,0
condense,0,0,0,0,0,0,0,3,0
tiny,2,0,0,0,0,0,0,0,0
visible,6,0,0,0,0,0,0,0,0
droplet,0,0,0,0,0,5,0,0,0
crystal,0,0,0,0,0,13,0,0,0
wispy,1,0,0,0,0,0,0,0,0
cirrus,0,0,0,0,0,1,0,0,0
layered,1,0,0,0,0,0,0,0,0
stratus,0,0,0,0,0,1,0,0,0
massive,1,0,0,0,0,0,0,0,0
billowy,1,0,0,0,0,0,0,0,0
cumulus,0,0,0,0,0,1,0,0,0
alto,0,0,0,0,0,0,0,0,1
mean,1,0,0,0,0,1,0,3,0
nimbus,0,0,0,0,0,1,0,0,0
describe,0,0,0,0,0,0,0,3,0
contact,0,0,0,0,0,2,0,0,0
grass,0,0,0,0,0,1,0,0,0
nighttime,2,0,0,0,0,0,0,0,0
freeze,0,0,0,0,0,0,0,5,0
frost,0,0,0,0,0,3,0,0,0
instead,0,0,3,0,0,0,0,0,0
liquid,1,0,0,0,0,4,0,0,0
solid,2,0,0,0,0,0,0,0,0
particle,0,0,0,0,0,7,0,0,0
sleet,0,0,0,0,0,4,0,0,0
hail,0,0,0,0,0,4,0,0,0
disturb,0,0,0,0,0,0,0,1,0
cycle,0,0,0,0,0,1,0,0,0
creation,0,0,0,0,0,1,0,0,0
condensation,0,0,0,0,0,5,0,0,0
dust,0,0,0,0,0,3,0,0,0
salt,0,0,0,0,0,1,0,0,0
serve,0,0,0,0,0,0,0,2,0
nucleus,0,0,0,0,0,3,0,0,0
cooling,0,0,0,0,0,1,0,0,0
collide,0,0,0,0,0,0,0,1,0
coalesce,0,0,0,0,0,0,0,1,0
eventually,0,0,1,0,0,0,0,0,0
rescue,0,0,0,0,0,2,0,0,0
dig,0,0,0,0,0,0,0,1,0
cab,0,0,0,0,0,1,0,0,0
hailstorm,0,0,0,0,0,1,0,0,0
cover,0,0,0,0,0,1,0,6,0
kind,0,0,0,0,0,2,0,0,0
extremely,0,0,1,0,0,0,0,0,0
rare,1,0,0,0,0,0,0,0,0
freezing,1,0,0,0,0,1,0,0,0
supercooled,2,0,0,0,0,0,0,0,0
temporary,2,0,0,0,0,0,0,0,0
have,0,0,0,0,0,0,0,2,0
join,0,0,0,0,0,0,0,1,0
snowflake,0,0,0,0,0,5,0,0,0
collection,0,0,0,0,0,1,0,0,0
appear,0,0,0,0,0,0,0,2,0
infinite,1,0,0,0,0,0,0,0,0
beautifully,0,0,1,0,0,0,0,0,0
intricate,1,0,0,0,0,0,0,0,0
size,0,0,0,0,0,2,0,0,0
