word,ADJ,ADP,ADV,CCONJ,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
vitamin,0,0,0,0,0,0,5,0,0,0,0
digestive,20,0,0,0,0,0,0,0,0,0,0
tract,0,0,0,0,0,0,10,0,0,0,0
accomplish,0,0,0,0,0,0,0,0,0,2,0
rumination,0,0,0,0,0,0,2,0,0,0,0
use,0,0,0,0,0,0,29,0,0,32,0
multiple,4,0,0,0,0,0,0,0,0,0,0
chamber,0,0,0,0,0,0,6,0,0,0,0
contrast,0,0,0,0,0,0,16,0,0,13,0
perissodactyl,1,0,0,0,0,0,32,0,0,0,0
imply,0,0,0,0,0,0,0,0,0,3,0
probably,0,0,36,0,0,0,0,0,0,0,0
evolve,0,0,0,0,0,0,0,0,0,28,0
difference,0,0,0,0,0,0,19,0,0,0,0
horse,0,0,0,0,0,0,233,0,0,0,0
tapir,0,0,0,0,0,0,41,0,0,0,0
protect,0,0,0,0,0,0,0,0,0,30,0
harden,0,0,0,0,0,0,0,0,0,2,0
body,0,0,0,0,0,0,77,0,0,0,0
part,0,0,0,0,0,0,36,0,0,0,0
keratin,0,0,0,0,0,0,5,0,0,0,0
substance,0,0,0,0,0,0,4,0,0,0,0
make,0,0,0,0,0,0,0,0,0,30,0
fingernail,0,0,0,0,0,0,2,0,0,0,0
equid,0,0,0,0,0,0,11,0,0,0,0
ass,0,0,0,0,0,0,53,0,0,0,0
zebra,0,0,0,0,0,0,69,0,0,0,0
tip,0,0,0,0,0,0,27,0,0,1,0
single,44,0,0,0,0,0,1,0,0,0,0
digit,0,0,0,0,0,0,30,0,0,0,0
hoofed,28,0,0,0,0,0,0,0,0,0,0
grass,0,0,0,0,0,0,126,0,0,0,0
major,17,0,0,0,0,0,0,0,0,0,0
diet,0,0,0,0,0,0,31,0,0,0,0
herbaceous,2,0,0,0,0,0,0,0,0,0,0
absent,13,0,0,0,0,0,0,0,0,0,0
heavily,0,0,12,0,0,0,0,0,0,0,0
wooded,9,0,0,0,0,0,0,0,0,0,0
like,15,57,0,0,0,0,0,0,0,3,0
migrate,0,0,0,0,0,0,0,0,0,18,0
browse,0,0,0,0,0,0,5,0,0,31,0
consume,0,0,0,0,0,0,0,0,0,13,0
foliage,0,0,0,0,0,0,22,0,0,0,0
shrub,0,0,0,0,0,0,19,0,0,0,0
tree,0,0,0,0,0,0,53,0,0,0,0
need,0,0,0,0,0,0,6,0,0,11,0
sustain,0,0,0,0,0,0,0,0,0,6,0
unlike,0,21,0,0,0,0,0,0,0,0,0
undivided,2,0,0,0,0,0,0,0,0,0,0
socially,0,0,1,0,0,0,0,0,0,0,0
similar,59,0,0,0,0,0,0,0,0,0,0
leader,0,0,0,0,0,0,2,0,0,0,0
scientist,0,0,0,0,0,0,3,0,0,0,0
observe,0,0,0,0,0,0,0,0,0,12,0
compose,0,0,0,0,0,0,0,0,0,9,0
bachelor,0,0,0,0,0,0,25,0,0,0,0
expanse,0,0,0,0,0,0,2,0,0,0,0
land,0,0,0,0,0,0,19,0,0,1,0
mark,0,0,0,0,0,0,6,0,0,19,0
dung,0,0,0,0,0,0,29,0,0,0,0
urine,0,0,0,0,0,0,27,0,0,0,0
little,26,0,2,0,0,0,0,0,0,0,0
pair,0,0,0,0,0,0,34,0,0,0,0
extinct,45,0,0,0,0,0,0,0,0,0,0
mastodon,0,0,0,0,0,0,7,0,0,0,0
woolly,10,0,0,0,0,0,0,0,0,0,0
mammoth,0,0,0,0,0,0,7,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,4,0
fossil,6,0,0,0,0,0,18,0,0,0,0
african,85,0,0,0,0,0,0,0,0,0,0
bush,0,0,0,0,0,0,30,0,0,0,0
survive,0,0,0,0,0,0,0,0,0,38,0
today,0,0,0,0,0,0,25,0,0,0,0
family,0,0,0,0,0,0,178,0,0,0,0
join,0,0,0,0,0,0,0,0,0,16,0
separate,34,0,0,0,0,0,0,0,0,9,0
seasonally,0,0,9,0,0,0,0,0,0,0,0
able,14,0,0,0,0,0,0,0,0,0,0
remember,0,0,0,0,0,0,0,0,0,2,0
location,0,0,0,0,0,0,8,0,0,0,0
route,0,0,0,0,0,0,6,0,0,0,0
bury,0,0,0,0,0,0,0,0,0,4,0
flesh,0,0,0,0,0,0,8,0,0,0,0
protective,6,0,0,0,0,0,0,0,0,0,0
nail,0,0,0,0,0,0,8,0,0,0,0
asian,54,0,0,0,0,0,0,0,0,0,0
fury,0,0,0,0,0,0,1,0,0,0,0
tail,0,0,0,0,0,0,103,0,0,0,0
elongated,12,0,0,0,0,0,0,0,0,0,0
ear,0,0,0,0,0,0,67,0,0,0,0
hind,41,0,0,0,0,0,2,0,0,0,0
look,0,0,0,0,0,0,0,0,0,19,0
rodent,0,0,0,0,0,0,9,0,0,0,0
rounded,14,0,0,0,0,0,0,0,0,0,0
short,153,0,1,0,0,0,0,0,0,0,0
limb,0,0,0,0,0,0,50,0,0,0,0
lagomorph,3,0,0,0,0,0,21,0,0,0,0
continually,0,0,2,0,0,0,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,0,64,0
incisor,1,0,0,0,0,0,41,0,0,0,0
gnaw,0,0,0,0,0,0,0,0,0,2,0
peglike,2,0,0,0,0,0,0,0,0,0,0
position,0,0,0,0,0,0,7,0,0,1,0
directly,0,0,10,0,0,0,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,26,0
fece,0,0,0,0,0,0,11,0,0,0,0
soft,31,0,0,0,0,0,0,0,0,0,0
black,109,0,0,0,0,0,10,0,0,0,0
green,23,0,0,0,0,0,1,0,0,0,0
pellet,0,0,0,0,0,0,5,0,0,0,0
undigested,1,0,0,0,0,0,0,0,0,0,0
nutrient,0,0,0,0,0,0,19,0,0,0,0
immediately,0,0,9,0,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,0,10,0
additional,3,0,0,0,0,0,0,0,0,0,0
system,0,0,0,0,0,0,21,0,0,0,0
round,6,0,8,0,0,0,0,0,0,4,0
coprophagy,0,0,0,0,0,0,4,0,0,0,0
ensure,0,0,0,0,0,0,0,0,0,9,0
possible,9,0,0,0,0,0,0,0,0,0,0
lot,0,0,0,0,0,0,2,0,0,0,0
day,0,0,0,0,0,0,69,0,0,0,0
meet,0,0,0,0,0,0,0,0,0,8,0
nutritional,2,0,0,0,0,0,0,0,0,0,0
requirement,0,0,0,0,0,0,8,0,0,0,0
primarily,0,0,20,0,0,0,0,0,0,0,0
forage,0,0,0,0,0,0,12,0,0,15,0
widespread,21,0,0,0,0,0,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,0,48,0
pica,0,0,0,0,0,0,1,0,0,0,0
premature,2,0,0,0,0,0,0,0,0,0,0
develop,0,0,0,0,0,0,0,0,0,57,0
pouch,0,0,0,0,0,0,31,0,0,0,0
low,89,0,7,0,0,0,0,0,0,0,0
belly,0,0,0,0,0,0,9,0,0,0,0
carnivorous,5,0,0,0,0,0,0,0,0,0,0
tasmanian,7,0,0,0,0,0,0,0,0,0,0
devil,0,0,0,0,0,0,4,0,0,0,0
kangaroo,0,0,0,0,0,0,77,0,0,0,0
wallaby,0,0,0,0,0,0,20,0,0,0,0
wombat,0,0,0,0,0,0,25,0,0,0,0
koala,0,0,0,0,0,0,20,0,0,0,0
surround,0,0,0,0,0,0,0,0,0,10,0
island,0,0,0,0,0,0,29,0,0,0,0
species,0,0,0,0,0,0,106,0,0,0,0
opossum,0,0,0,0,0,0,6,0,0,0,0
people,0,0,0,0,0,0,17,0,0,0,0
picture,0,0,0,0,0,0,1,0,0,1,0
think,0,0,0,0,0,0,0,0,0,13,0
actually,0,0,12,0,0,0,0,0,0,0,0
shape,0,0,0,0,0,0,9,0,0,6,0
cat,0,0,0,0,0,0,10,0,0,0,0
resemble,0,0,0,0,0,0,0,0,0,25,0
dog,0,0,0,0,0,0,20,0,0,0,0
distinction,0,0,0,0,0,0,4,0,0,0,0
attribute,0,0,0,0,0,0,0,0,0,2,0
convergent,2,0,0,0,0,0,0,0,0,0,0
adaptation,0,0,0,0,0,0,30,0,0,0,0
unrelated,3,0,0,0,0,0,0,0,0,0,0
mixed,7,0,0,0,0,0,0,0,0,0,0
american,68,0,0,0,0,0,0,0,0,0,0
insect,0,0,0,0,0,0,13,0,0,0,0
exhibit,0,0,0,0,0,0,0,0,0,12,0
typical,15,0,0,0,0,0,0,0,0,0,0
scant,1,0,0,0,0,0,0,0,0,0,0
organization,0,0,0,0,0,0,12,0,0,0,0
herdlike,1,0,0,0,0,0,0,0,0,0,0
mob,0,0,0,0,0,0,8,0,0,0,0
travel,0,0,0,0,0,0,3,0,0,11,0
benefit,0,0,0,0,0,0,1,0,0,2,0
increase,0,0,0,0,0,0,6,0,0,32,0
eye,0,0,0,0,0,0,40,0,0,0,0
scan,0,0,0,0,0,0,0,0,0,1,0
danger,0,0,0,0,0,0,19,0,0,0,0
probability,0,0,0,0,0,0,1,0,0,0,0
detection,0,0,0,0,0,0,3,0,0,0,0
effectiveness,0,0,0,0,0,0,2,0,0,0,0
surprise,0,0,0,0,0,0,2,0,0,0,0
truly,0,0,3,0,0,0,0,0,0,0,0
last,0,0,0,0,0,0,0,0,0,16,0
bond,0,0,0,0,0,0,13,0,0,1,0
internally,0,0,2,0,0,0,0,0,0,0,0
multichambered,1,0,0,0,0,0,0,0,0,0,0
vary,0,0,0,0,0,0,0,0,0,30,0
complicated,4,0,0,0,0,0,0,0,0,0,0
high,140,0,30,0,0,0,1,0,0,0,0
crowned,9,0,0,0,0,0,0,0,0,0,0
strong,23,0,0,0,0,0,0,0,0,0,0
molar,2,0,0,0,0,0,29,0,0,0,0
red,69,0,0,0,0,0,0,0,0,0,0
desert,0,0,0,0,0,0,42,0,0,0,0
central,39,0,0,0,0,0,0,0,0,0,0
different,53,0,0,0,0,0,0,0,0,0,0
tailless,4,0,0,0,0,0,1,0,0,0,0
leg,0,0,0,0,0,0,109,0,0,0,0
differ,0,0,0,0,0,0,0,0,0,24,0
continuously,0,0,7,0,0,0,0,0,0,0,0
tough,5,0,0,0,0,0,0,0,0,0,0
bark,0,0,0,0,0,0,9,0,0,2,0
root,0,0,0,0,0,0,10,0,0,2,0
mighty,1,0,0,0,0,0,0,0,0,0,0
tiny,7,0,0,0,0,0,0,0,0,0,0
mouse,0,0,0,0,0,0,17,0,0,0,0
valuable,5,0,0,0,0,0,0,0,0,0,0
link,0,0,0,0,0,0,4,0,0,3,0
chain,0,0,0,0,0,0,9,0,0,0,0
transfer,0,0,0,0,0,0,0,0,0,2,0
solar,1,0,0,0,0,0,0,0,0,0,0
energy,0,0,0,0,0,0,21,0,0,0,0
capture,0,0,0,0,0,0,1,0,0,3,0
carnivore,0,0,0,0,0,0,7,0,0,0,0
prey,0,0,0,0,0,0,7,0,0,6,0
place,0,0,0,0,0,0,38,0,0,19,0
widely,0,0,26,0,0,0,0,0,0,0,0
search,0,0,0,0,0,0,5,0,0,2,0
swine,0,0,0,0,0,0,12,0,0,0,0
aid,0,0,0,0,0,0,1,0,0,3,0
book,0,0,0,0,0,0,1,0,0,0,0
highlight,0,0,0,0,0,0,0,0,0,1,0
varied,3,0,0,0,0,0,0,0,0,0,0
contribution,0,0,0,0,0,0,1,0,0,0,0
ecosystem,0,0,0,0,0,0,11,0,0,0,0
society,0,0,0,0,0,0,1,0,0,0,0
definition,0,0,0,0,0,0,3,0,0,0,0
chevrotain,0,0,0,0,0,0,21,0,0,0,0
pronghorn,0,0,0,0,0,0,26,0,0,0,0
total,9,0,0,0,0,0,3,0,0,1,0
somewhat,0,0,15,0,0,0,0,0,0,0,0
classification,0,0,0,0,0,0,4,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,16,0
revise,0,0,0,0,0,0,0,0,0,3,0
affect,0,0,0,0,0,0,0,0,0,10,0
negative,1,0,0,0,0,0,0,0,0,0,0
way,0,0,0,0,0,0,16,0,0,0,0
compete,0,0,0,0,0,0,0,0,0,25,0
impede,0,0,0,0,0,0,0,0,0,1,0
progress,0,0,0,0,0,0,1,0,0,1,0
herbivore,0,0,0,0,0,0,18,0,0,0,0
continent,0,0,0,0,0,0,14,0,0,0,0
available,17,0,0,0,0,0,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,0,19,0
mediumor,1,0,0,0,0,0,0,0,0,0,0
terrestrial,7,0,0,0,0,0,0,0,0,0,0
success,0,0,0,0,0,0,5,0,0,0,0
depend,0,0,0,0,0,0,0,0,0,25,0
skeletal,7,0,0,0,0,0,0,0,0,0,0
running,0,0,0,0,0,0,15,0,0,0,0
mechanism,0,0,0,0,0,0,5,0,0,0,0
capable,6,0,0,0,0,0,0,0,0,0,0
deal,0,0,0,0,0,0,3,0,0,1,0
adapt,0,0,0,0,0,0,0,0,0,40,0
fly,0,0,0,0,0,0,3,0,0,4,0
burrow,0,0,0,0,0,0,11,0,0,9,0
swim,0,0,0,0,0,0,0,0,0,2,0
fairly,0,0,21,0,0,0,0,0,0,0,0
narrowly,0,0,1,0,0,0,0,0,0,0,0
adapted,10,0,0,0,0,0,0,0,0,0,0
comparison,0,0,0,0,0,0,3,0,0,0,0
nonetheless,0,0,1,0,0,0,0,0,0,0,0
broad,31,0,0,0,0,0,0,0,0,0,0
distribution,0,0,0,0,0,0,18,0,0,0,0
introduce,0,0,0,0,0,0,0,0,0,38,0
ecological,18,0,0,0,0,0,0,0,0,0,0
evolutionary,17,0,0,0,0,0,0,0,0,0,0
history,0,0,0,0,0,0,13,0,0,0,0
million,0,0,0,0,0,0,2,56,0,0,0
enter,0,0,0,0,0,0,0,0,0,13,0
occurrence,0,0,0,0,0,0,1,0,0,0,0
recent,13,0,0,0,0,0,0,0,0,0,0
phenomenon,0,0,0,0,0,0,1,0,0,0,0
considerable,9,0,0,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,0,31,0,0,0,0
far,5,0,27,0,0,0,0,0,0,0,0
nearly,0,0,46,0,0,0,0,0,0,0,0
eurasian,10,0,0,0,0,0,0,0,0,0,0
bovid,3,0,0,0,0,0,18,0,0,0,0
semi,4,0,0,0,0,0,0,0,0,0,0
arid,28,0,0,0,0,0,0,0,0,0,0
south,20,1,8,0,0,0,7,0,0,0,0
piglike,3,0,0,0,0,0,0,0,0,0,0
familiar,6,0,0,0,0,0,0,0,0,0,0
recently,0,0,5,0,0,0,0,0,0,0,0
pygmy,0,0,0,0,0,0,8,0,0,0,0
restrict,0,0,0,0,0,0,0,0,0,14,0
abundant,31,0,0,0,0,0,0,0,0,0,0
north,25,0,6,0,0,0,13,0,0,0,0
stock,0,0,0,0,0,0,12,0,0,0,0
produce,0,0,0,0,0,0,1,0,0,37,0
camelid,0,0,0,0,0,0,9,0,0,0,0
guanaco,0,0,0,0,0,0,15,0,0,0,0
vicuña,0,0,0,0,0,0,25,0,0,0,3
domestic,60,0,0,0,0,0,0,0,0,0,0
alpaca,0,0,0,0,0,0,30,0,0,0,0
dromedary,2,0,0,0,0,0,9,0,0,0,0
bactrian,13,0,0,0,0,0,0,0,0,0,0
remain,0,0,0,0,0,0,5,0,0,65,0
suborder,0,0,0,0,0,0,3,0,0,0,0
cud,0,0,0,0,0,0,10,0,0,0,0
chewer,0,0,0,0,0,0,3,0,0,0,0
primitive,24,0,0,0,0,0,0,0,0,0,0
clearly,0,0,5,0,0,0,0,0,0,0,0
remnant,0,0,0,0,0,0,10,0,0,0,0
numerous,22,0,0,0,0,0,0,0,0,0,0
basically,0,0,4,0,0,0,0,0,0,0,0
spread,0,0,0,0,0,0,4,0,0,12,0
sub,7,0,0,0,0,0,0,0,0,0,0
saharan,6,0,0,0,0,0,0,0,0,0,0
great,64,0,0,0,0,0,0,0,0,0,0
concentrate,0,0,0,0,0,0,1,0,0,5,0
tropical,15,0,0,0,0,0,0,0,0,0,0
okapi,0,0,0,0,0,0,6,0,0,0,0
distinctive,8,0,0,0,0,0,0,0,0,0,0
related,39,0,0,0,0,0,0,0,0,0,0
true,22,0,0,0,0,0,0,0,0,0,0
survivor,0,0,0,0,0,0,5,0,0,0,0
