word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,SCONJ,VERB
efficiently,0,0,1,0,0,0,0,0
figure,0,0,0,0,1,0,0,0
skyrocket,0,0,0,0,0,0,0,1
unlike,0,2,0,0,0,0,0,0
counterpart,0,0,0,0,1,0,0,0
hoopster,0,0,0,0,1,0,0,0
little,1,0,0,0,0,0,0,0
professionally,0,0,5,0,0,0,0,0
situation,0,0,0,0,1,0,0,0
formation,0,0,0,0,1,0,0,0
loss,0,0,0,0,1,0,0,0
cause,0,0,0,0,0,0,0,1
disband,0,0,0,0,0,0,0,1
sign,0,0,0,0,0,0,0,7
contract,0,0,0,0,6,0,0,0
defunct,1,0,0,0,0,0,0,0
want,0,0,0,0,0,0,0,2
resort,0,0,0,0,0,0,0,1
travel,0,0,0,0,0,0,0,2
overseas,0,0,3,0,0,0,0,0
choose,0,0,0,0,0,0,0,10
work,0,0,0,0,0,0,0,1
relate,0,0,0,0,0,0,0,1
coaching,0,0,0,0,1,0,0,0
broadcasting,0,0,0,0,1,0,0,0
effort,0,0,0,0,1,0,0,0
private,1,0,0,0,0,0,0,0
businesspeople,0,0,0,0,1,0,0,0
debut,0,0,0,0,1,0,0,1
back,0,0,0,0,0,0,0,1
powerful,2,0,0,0,0,0,0,0
tip,0,0,0,0,0,0,0,1
city,0,0,0,0,1,0,0,0
host,0,0,0,0,0,0,0,1
postseason,0,0,0,0,1,0,0,0
semifinal,0,0,0,0,1,0,0,0
championship,0,0,0,0,31,0,0,0
enable,0,0,0,0,0,0,0,3
exposure,0,0,0,0,2,0,0,0
have,0,0,0,0,0,0,0,2
station,0,0,0,0,1,0,0,0
weekday,0,0,0,0,1,0,0,0
coverage,0,0,0,0,2,0,0,0
weekend,0,0,0,0,1,0,0,0
success,0,0,0,0,2,0,0,0
draw,0,0,0,0,0,0,0,1
talent,0,0,0,0,2,0,0,0
fold,0,0,0,0,0,0,0,2
despite,0,0,0,0,0,0,3,0
boundary,0,0,0,0,1,0,0,0
govern,0,0,0,0,0,0,0,1
land,0,0,0,0,0,0,0,1
spot,0,0,0,0,1,0,0,0
quality,0,0,0,0,1,0,0,0
improve,0,0,0,0,0,0,0,2
sided,1,0,0,0,0,0,0,0
actively,0,0,1,0,0,0,0,0
recruit,0,0,0,0,0,0,0,3
contributor,0,0,0,0,1,0,0,0
roster,0,0,0,0,1,0,0,0
non,1,0,0,0,0,0,0,0
left,0,0,1,0,0,0,0,0
post,1,0,0,0,1,0,0,2
ago,0,0,1,0,0,0,0,0
performance,0,0,0,0,1,0,0,0
wholly,0,0,1,0,0,0,0,0
look,0,0,0,0,2,0,0,2
perfect,0,0,0,0,0,0,0,1
imagine,0,0,0,0,0,0,0,1
sky,0,0,0,0,3,0,0,0
incredible,1,0,0,0,0,0,0,0
career,0,0,0,0,17,0,0,0
influential,1,0,0,0,0,0,0,0
discuss,0,0,0,0,0,0,0,1
page,0,0,0,0,1,0,0,0
poll,0,0,0,0,1,0,0,0
outstanding,5,0,0,0,0,0,0,0
brief,1,0,0,0,0,0,0,0
stint,0,0,0,0,1,0,0,0
regular,5,0,0,0,0,0,0,0
playoff,0,0,0,0,2,0,0,0
rough,1,0,0,0,0,0,0,0
lanky,1,0,0,0,0,0,0,0
nearsighted,1,0,0,0,0,0,0,0
wear,0,0,0,0,0,0,0,2
thick,1,0,0,0,0,0,0,0
protective,1,0,0,0,0,0,0,0
goggle,0,0,0,0,2,0,0,0
numerous,3,0,0,0,0,0,0,0
bone,0,0,0,0,1,0,0,0
countless,1,0,0,0,0,0,0,0
cut,0,0,0,0,1,0,0,1
bruise,0,0,0,0,1,0,0,0
thrive,0,0,0,0,0,0,0,1
except,0,0,0,0,0,0,0,1
retire,0,0,0,0,0,0,0,8
induct,0,0,0,0,0,0,0,3
die,0,0,0,0,0,0,0,2
signature,0,0,0,0,2,0,0,0
dazzle,0,0,0,0,0,0,0,2
adept,1,0,0,0,0,0,0,0
playmaking,0,0,0,0,1,0,0,0
record,0,0,0,0,16,0,0,1
talented,2,0,0,0,0,0,0,0
spirit,0,0,0,0,1,0,0,0
direct,0,0,0,0,0,0,0,1
consultant,0,0,0,0,1,0,0,0
commentator,0,0,0,0,1,0,0,0
elect,0,0,0,0,0,0,0,4
tall,4,0,1,0,0,0,0,0
exceptionally,0,0,2,0,0,0,0,0
judge,0,0,0,0,0,0,0,1
occasion,0,0,0,0,1,0,0,0
vote,0,0,0,0,1,0,0,2
regard,0,0,0,0,0,0,0,1
blocking,0,0,0,0,1,0,0,0
art,0,0,0,0,1,0,0,0
briefly,0,0,2,0,0,0,0,0
vice,0,0,0,0,1,0,0,0
president,0,0,0,0,2,0,0,0
operation,0,0,0,0,2,0,0,0
enshrine,0,0,0,0,0,0,0,2
nickname,0,0,0,0,1,0,0,1
claim,0,0,0,0,0,0,0,2
reach,0,0,0,0,0,0,0,4
fadeaway,0,0,0,0,1,0,0,0
middle,0,0,0,0,1,0,0,0
trade,0,0,0,0,1,0,0,8
attain,0,0,0,0,0,0,0,1
title,0,0,0,0,8,0,0,0
drive,0,0,0,0,0,0,0,1
victory,0,0,0,0,2,0,0,0
state,0,0,0,0,1,0,0,0
twice,0,0,1,0,0,0,0,0
extraordinary,3,0,0,0,0,0,0,0
height,0,0,0,0,1,0,0,0
combine,0,0,0,0,0,0,0,1
excellent,1,0,0,0,0,0,0,0
graceful,2,0,0,0,0,0,0,0
sweeping,1,0,0,0,0,0,0,0
indefensible,1,0,0,0,0,0,0,0
arabic,1,0,0,0,0,0,0,0
offer,0,0,0,0,2,0,0,0
graduation,0,0,0,0,1,0,0,0
spectacularly,0,0,1,0,0,0,0,0
rookie,0,0,0,0,7,0,0,0
honor,0,0,0,0,4,0,0,0
retirement,0,0,0,0,5,0,0,0
recognition,0,0,0,0,1,0,0,0
writer,0,0,0,0,1,0,0,0
autobiography,0,0,0,0,1,0,0,0
publish,0,0,0,0,0,0,0,1
experience,0,0,0,0,2,0,0,0
write,0,0,0,0,0,0,0,1
say,0,0,0,0,0,0,0,2
amazing,2,0,0,0,0,0,0,0
airborne,2,0,0,0,0,0,0,0
easy,1,0,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,1
fly,0,0,0,0,0,0,0,1
flight,0,0,0,0,1,0,0,0
rebounding,0,0,0,0,3,0,0,0
university,0,0,0,0,2,0,0,0
junior,3,0,0,0,0,0,0,0
enthusiast,0,0,0,0,1,0,0,0
believe,0,0,0,0,0,0,0,1
primarily,0,0,2,0,0,0,0,0
frustrating,1,0,0,0,0,0,0,0
tendinitis,0,0,0,0,1,0,0,0
knee,0,0,0,0,1,0,0,0
condition,0,0,0,0,1,0,0,0
feat,0,0,0,0,1,0,0,0
popularize,0,0,0,0,0,0,0,1
skillfully,0,0,1,0,0,0,0,0
encourage,0,0,0,0,0,0,0,1
flashy,1,0,0,0,0,0,0,0
election,0,0,0,0,1,0,0,0
breathe,0,0,0,0,0,0,0,1
life,0,0,0,0,2,0,0,0
tired,1,0,0,0,0,0,0,0
organization,0,0,0,0,1,0,0,0
rejuvenate,0,0,0,0,0,0,0,1
worldwide,0,0,1,0,0,0,0,0
pure,1,0,0,0,0,0,0,0
rural,1,0,0,0,0,0,0,0
community,0,0,0,0,1,0,0,0
near,0,1,0,0,0,0,0,0
self,0,0,0,0,1,0,0,0
describe,0,0,0,0,0,0,0,1
homesick,1,0,0,0,0,0,0,0
teenager,0,0,0,0,1,0,0,0
overwhelm,0,0,0,0,0,0,0,2
hitchhike,0,0,0,0,0,0,0,1
week,0,0,0,0,1,0,0,0
immediate,3,0,0,0,0,0,0,0
senior,2,0,0,0,1,0,0,0
contest,0,0,0,0,2,0,0,0
foreshadow,0,0,0,0,0,0,0,1
rivalry,0,0,0,0,1,0,0,0
electrify,0,0,0,0,0,0,0,1
defeat,0,0,0,0,1,0,0,4
ail,0,0,0,0,0,0,0,1
entire,1,0,0,0,0,0,0,0
spark,0,0,0,0,0,0,0,1
turnaround,0,0,0,0,1,0,0,0
noncenter,0,0,0,0,1,0,0,0
resign,0,0,0,0,0,0,0,1
size,0,0,0,0,2,0,0,0
known,2,0,0,0,0,0,0,0
creative,2,0,0,0,0,0,0,0
expert,1,0,0,0,0,0,0,0
sixth,1,0,0,0,0,0,0,0
child,0,0,0,0,1,0,0,0
playground,0,0,0,0,1,0,0,0
grab,0,0,0,0,0,0,0,1
sportswriter,0,0,0,0,1,0,0,0
christen,0,0,0,0,0,0,0,1
hometown,0,0,0,0,1,0,0,0
woo,0,0,0,0,0,0,0,1
sophomore,2,0,0,0,1,0,0,0
smile,0,0,0,0,1,0,0,0
surge,0,0,0,0,1,0,0,0
stun,0,0,0,0,0,0,0,1
announce,0,0,0,0,0,0,0,2
infection,0,0,0,0,1,0,0,0
return,0,0,0,0,0,0,0,6
portion,0,0,0,0,1,0,0,0
entrepreneur,0,0,0,0,1,0,0,0
noted,1,0,0,0,0,0,0,0
activist,0,0,0,0,1,0,0,0
figuratively,0,0,1,0,0,0,0,0
soar,0,0,0,0,0,0,0,1
higher,0,0,1,0,0,0,0,0
leaping,0,0,0,0,2,0,0,0
maneuver,0,0,0,0,2,0,0,0
inspire,0,0,0,0,0,0,0,1
demonstrate,0,0,0,0,0,0,0,1
storied,1,0,0,0,0,0,0,0
seek,0,0,0,0,0,0,0,2
varsity,1,0,0,0,0,0,0,0
freshman,0,0,0,0,1,0,0,0
rejoin,0,0,0,0,0,0,0,1
buy,0,0,0,0,0,0,0,1
share,0,0,0,0,1,0,0,0
ownership,0,0,0,0,1,0,0,0
old,1,0,0,0,0,0,0,0
rank,0,0,0,0,0,0,0,1
owner,0,0,0,0,3,0,0,0
intimidating,1,0,0,0,0,0,0,0
pound,0,0,0,0,1,0,0,0
kilogram,0,0,0,0,1,0,0,0
agile,1,0,0,0,0,0,0,0
pitch,0,0,0,0,1,0,0,0
ultimately,0,0,1,0,0,0,0,0
hot,1,0,0,0,0,0,0,0
prospect,0,0,0,0,1,0,0,0
pro,0,0,0,0,1,0,0,0
dollar,0,0,0,0,1,0,0,0
highest,0,0,1,0,0,0,0,0
pay,0,0,0,0,0,0,0,2
lure,0,0,0,0,0,0,0,1
guidance,0,0,0,0,1,0,0,0
attention,0,0,0,0,2,0,0,0
capture,0,0,0,0,0,0,0,2
chief,1,0,0,0,0,0,0,0
mix,0,0,0,0,0,0,0,1
tempo,0,0,0,0,1,0,0,0
solid,1,0,0,0,0,0,0,0
completion,0,0,0,0,1,0,0,0
prolific,2,0,0,0,0,0,0,0
father,0,0,0,0,1,0,0,0
opt,0,0,0,0,0,0,0,1
forgo,0,0,0,0,0,0,0,1
enter,0,0,0,0,0,0,0,3
overall,2,0,0,0,0,0,0,0
merit,0,0,0,0,1,0,0,0
mesh,0,0,0,0,0,0,0,1
remarkably,0,0,1,0,0,0,0,0
upset,0,0,0,0,0,0,0,1
subsequently,0,0,1,0,0,0,0,0
sole,1,0,0,0,0,0,0,0
leader,0,0,0,0,2,0,0,0
fourth,1,0,0,0,0,0,0,0
decisively,0,0,1,0,0,0,0,0
celebrate,0,0,0,0,0,0,0,1
directly,0,0,1,0,0,0,0,0
extraordinarily,0,0,2,0,0,0,0,0
versatile,1,0,0,0,0,0,0,0
capable,1,0,0,0,0,0,0,0
consensus,0,0,0,0,1,0,0,0
trophy,0,0,0,0,1,0,0,0
route,0,0,0,0,1,0,0,0
guide,0,0,0,0,0,0,0,2
berth,0,0,0,0,1,0,0,0
spectacular,1,0,0,0,0,0,0,0
sweep,0,0,0,0,0,0,0,1
tally,0,0,0,0,0,0,0,1
following,1,0,0,0,0,0,0,0
pilot,0,0,0,0,0,0,0,1
respectively,0,0,1,0,0,0,0,0
achievement,0,0,0,0,1,0,0,0
bronze,0,0,0,0,1,0,0,0
arguably,0,0,1,0,0,0,0,0
agent,0,0,0,0,1,0,0,0
expire,0,0,0,0,0,0,0,1
unprecedented,2,0,0,0,0,0,0,0
hour,0,0,0,0,1,0,0,0
special,0,0,0,0,1,0,0,0
decision,0,0,0,0,1,0,0,0
pioneer,0,0,0,0,1,0,0,0
accomplishment,0,0,0,0,1,0,0,0
span,0,0,0,0,0,0,0,1
garner,0,0,0,0,0,0,0,1
scene,0,0,0,0,2,0,0,0
natural,1,0,0,0,0,0,0,0
savvy,0,0,0,0,1,0,0,0
quick,1,0,0,0,0,0,0,0
precision,0,0,0,0,1,0,0,0
accurate,1,0,0,0,0,0,0,0
silver,0,0,0,0,1,0,0,0
boycott,0,0,0,0,1,0,0,0
fledgling,1,0,0,0,0,0,0,0
newly,0,0,2,0,0,0,0,0
create,0,0,0,0,0,0,0,1
interest,0,0,0,0,2,0,0,0
strong,1,0,0,0,0,0,0,0
generate,0,0,0,0,0,0,0,1
live,0,0,0,0,0,0,0,1
reluctant,1,0,0,0,0,0,0,0
participate,0,0,0,0,0,0,0,1
tour,0,0,0,0,1,0,0,0
approach,0,0,0,0,0,0,0,1
accomplished,1,0,0,0,0,0,0,0
broadcaster,0,0,0,0,1,0,0,0
public,1,0,0,0,0,0,0,0
speaker,0,0,0,0,1,0,0,0
inaugural,2,0,0,0,0,0,0,0
raise,0,0,0,0,0,0,0,1
section,0,0,0,0,1,0,0,0
organized,1,0,0,0,0,0,0,0
shadow,0,0,0,0,1,0,0,0
blossom,0,0,0,0,0,0,0,1
potent,1,0,0,0,0,0,0,0
tenacious,1,0,0,0,0,0,0,0
recognize,0,0,0,0,0,0,0,1
permanently,0,0,1,0,0,0,0,0
firmly,0,0,1,0,0,0,0,0
forefront,0,0,0,0,1,0,0,0
sporting,1,0,0,0,0,0,0,0
alongside,0,1,0,0,0,0,0,0
steadily,0,0,1,0,0,0,0,0
importance,0,0,0,0,1,0,0,0
deepen,0,0,0,0,0,0,0,1
importantly,0,0,1,0,0,0,0,0
nature,0,0,0,0,1,0,0,0
intricate,1,0,0,0,0,0,0,0
dramatic,1,0,0,0,0,0,0,0
athleticism,0,0,0,0,1,0,0,0
ensure,0,0,0,0,0,0,0,1
broad,1,0,0,0,0,0,0,0
