word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB,X
chin,0,0,0,0,0,0,3,0,0,0,0,0,0
whilst,0,0,0,0,0,0,0,0,0,0,22,0,0
receive,0,0,0,0,0,0,0,0,0,0,0,8,0
food,0,0,0,0,0,0,5,0,0,0,0,0,0
hand,0,0,0,0,0,0,61,0,0,0,0,1,0
coarse,4,0,0,0,0,0,0,0,0,0,0,0,0
jest,0,0,0,0,0,0,10,0,0,0,0,1,0
accompany,0,0,0,0,0,0,0,0,0,0,0,2,0
insulting,3,0,0,0,0,0,0,0,0,0,0,0,0
epithet,0,0,0,0,0,0,2,0,0,0,0,0,0
burst,0,0,0,0,0,0,1,0,0,0,0,7,0
horse,0,0,0,0,0,0,5,0,0,0,0,0,0
laughter,0,0,0,0,0,0,4,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,11,0
bone,0,0,0,0,0,0,5,0,0,0,0,0,0
vegetable,0,0,0,0,0,0,1,0,0,0,0,0,0
son,0,0,0,0,0,0,4,0,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,0,16,0
dodge,0,0,0,0,0,0,0,0,0,0,0,1,0
time,0,0,0,0,0,0,74,0,0,0,0,0,0
applaud,0,0,0,0,0,0,0,0,0,0,0,1,0
uproariously,0,0,1,0,0,0,0,0,0,0,0,0,0
good,71,0,1,0,0,0,4,0,0,0,0,0,0
hit,0,0,0,0,0,0,1,0,0,0,0,0,0
end,0,0,0,0,0,0,11,0,0,0,0,8,0
butter,0,0,0,0,0,0,0,0,0,0,0,1,0
head,0,0,0,0,0,0,47,0,0,0,0,0,0
resent,0,0,0,0,0,0,0,0,0,0,0,1,0
familiarity,0,0,0,0,0,0,1,0,0,0,0,0,0
leave,0,0,0,0,0,0,5,0,0,0,0,20,0
threaten,0,0,0,0,0,0,0,0,0,0,0,4,0
come,0,0,0,0,0,0,0,0,0,0,0,102,0
burn,0,0,0,0,0,0,0,0,0,0,0,7,0
house,0,0,0,0,0,0,13,0,0,0,0,1,0
family,0,0,0,0,0,0,7,0,0,0,0,0,0
report,0,0,0,0,0,0,1,0,0,0,0,1,0
doing,0,0,0,0,0,0,1,0,0,0,0,0,0
get,0,0,0,0,0,0,0,0,0,0,0,28,0
ear,0,0,0,0,0,0,17,0,0,0,0,0,0
authority,0,0,0,0,0,0,3,0,0,0,0,0,0
noon,0,0,0,0,0,0,2,0,0,0,0,0,0
long,16,0,21,0,0,0,0,0,0,0,0,2,0
weary,2,0,0,0,0,0,0,0,0,0,0,2,0
tramp,0,0,0,0,0,0,7,0,0,0,0,3,0
gang,0,0,0,0,0,0,6,0,0,0,0,0,0
halt,0,0,0,0,0,0,1,0,0,0,0,9,0
outskirt,0,0,0,0,0,0,1,0,0,0,0,0,0
considerable,2,0,0,0,0,0,0,0,0,0,0,0,0
village,0,0,0,0,0,0,11,0,0,0,0,0,0
hour,0,0,0,0,0,0,16,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,0,9,0
rest,0,0,0,0,0,0,9,0,0,0,0,6,0
crew,0,0,0,0,0,0,2,0,0,0,0,0,0
scatter,0,0,0,0,0,0,0,0,0,0,0,3,0
abroad,0,0,3,0,0,0,0,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,0,0,0,14,0
different,3,0,0,0,0,0,0,0,0,0,0,0,0
point,0,0,0,0,0,0,9,0,0,0,0,2,0
ply,0,0,0,0,0,0,0,0,0,0,0,1,0
trade,0,0,0,0,0,0,3,0,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,0,0,13,0
wander,0,0,0,0,0,0,0,0,0,0,0,5,0
hither,0,0,5,0,0,0,0,0,0,0,0,0,0
thither,0,0,5,0,0,0,0,0,0,0,0,0,0
watch,0,0,0,0,0,0,2,0,0,0,0,9,0
opportunity,0,0,0,0,0,0,5,0,0,0,0,0,0
stroke,0,0,0,0,0,0,4,0,0,0,0,2,0
business,0,0,0,0,0,0,4,0,0,0,0,0,0
find,0,0,0,0,0,0,0,0,0,0,0,49,0
say,0,0,0,0,0,0,0,0,0,0,0,147,0
nought,0,0,2,0,1,0,4,0,0,0,0,1,0
steal,0,0,0,0,0,0,0,0,0,0,0,16,0
paltry,7,0,0,0,0,0,0,0,0,0,0,0,0
place,0,0,0,0,0,0,39,0,0,0,0,4,0
wherefore,0,0,4,0,0,0,0,0,0,0,1,0,0
beg,0,0,0,0,0,0,0,0,0,0,0,19,0
forsooth,0,0,0,0,0,0,0,0,0,0,0,0,1
follow,0,0,0,0,0,0,0,0,0,0,0,32,0
thy,0,0,0,0,1,0,0,0,0,70,0,0,0
befit,0,0,0,0,0,0,0,0,0,0,0,1,0
thee,0,0,0,0,0,0,0,0,0,57,0,0,0
exclaim,0,0,0,0,0,0,0,0,0,0,0,10,0
eye,0,0,0,0,0,0,52,0,0,0,0,2,0
king,0,0,0,0,0,0,173,0,0,0,0,0,0
surprise,0,0,0,0,0,0,11,0,0,0,0,4,0
hast,0,0,0,0,0,0,0,0,0,0,0,16,0
thou,0,0,0,0,0,0,0,0,0,89,0,0,0
reform,0,0,0,0,0,0,0,0,0,0,0,1,0
dost,0,0,0,7,0,0,0,0,0,0,0,4,0
mean,2,0,0,0,0,0,0,0,0,0,0,7,1
street,0,0,0,0,0,0,11,0,0,0,0,0,0
idiot,0,0,0,0,0,0,3,0,0,0,0,0,0
spare,0,0,0,0,0,0,0,0,0,0,0,7,0
compliment,0,0,0,0,0,0,2,0,0,0,0,0,0
stock,0,0,0,0,0,0,8,0,0,0,0,0,0
father,0,0,0,0,0,0,21,0,0,0,0,0,0
day,0,0,0,0,0,0,44,0,0,0,0,0,0
mayhap,0,0,3,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,6,0,0,0,0,19,0
peradventure,0,0,0,0,0,0,4,0,0,0,0,0,0
bold,2,0,0,0,0,0,0,0,0,0,0,0,0
scoff,0,0,0,0,0,0,0,0,0,0,0,2,0
yes,0,0,0,0,0,31,0,0,0,0,0,0,0
play,0,0,0,0,0,0,0,0,0,0,0,5,0
merry,1,0,0,0,0,0,0,0,0,0,0,0,0
game,0,0,0,0,0,0,2,0,0,0,0,0,0
madman,0,0,0,0,0,0,2,0,0,0,0,0,0
far,0,0,11,0,0,0,0,0,0,0,0,0,0
mate,0,0,0,0,0,0,2,0,0,0,0,0,0
use,0,0,0,0,0,0,2,0,0,0,0,2,0
amusement,0,0,0,0,0,0,3,0,0,0,0,0,0
hurt,0,0,0,0,0,0,1,0,0,0,0,2,0
tell,0,0,0,0,0,0,0,0,0,0,0,22,0
scorch,0,0,0,0,0,0,0,0,0,0,0,1,0
finely,0,0,2,0,0,0,0,0,0,0,0,0,0
save,0,0,0,0,0,0,0,0,0,0,1,18,0
thyself,0,0,0,0,0,0,0,0,0,6,0,0,0
trouble,0,0,0,0,0,0,9,0,0,0,0,2,0
like,5,20,0,0,0,0,0,0,0,0,0,5,0
truth,0,0,0,0,0,0,5,0,0,0,0,0,0
admire,0,0,0,0,0,0,0,0,0,0,0,2,0
judgment,0,0,0,0,0,0,3,0,0,0,0,0,0
racking,0,0,0,0,0,0,1,0,0,0,0,0,0
basting,0,0,0,0,0,0,1,0,0,0,0,0,0
plenty,0,0,1,0,0,0,1,0,0,0,0,0,0
enow,1,0,2,0,0,0,0,0,0,0,0,0,1
way,0,0,0,0,0,0,34,0,0,0,0,0,0
invite,0,0,0,0,0,0,0,0,0,0,0,1,0
truce,0,0,0,0,0,0,1,0,0,0,0,0,0
matter,0,0,2,0,0,0,29,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,0,0,12,0
doubt,0,0,1,0,0,0,2,0,0,0,0,9,0
doth,0,0,0,9,0,0,0,0,0,0,0,0,0
occasion,0,0,0,0,0,0,5,0,0,0,0,0,0
wise,4,0,0,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,67,0,0,0,0,0,0
waste,0,0,0,0,0,0,0,0,0,0,0,5,0
commodity,0,0,0,0,0,0,1,0,0,0,0,0,0
sith,0,0,0,0,0,0,1,0,0,0,0,0,1
humour,0,0,0,0,0,0,5,0,0,0,0,0,0
begging,0,0,0,0,0,0,1,0,0,0,0,0,0
wherewithal,0,0,1,0,0,0,0,0,0,0,0,0,0
shall,0,0,0,57,0,0,0,0,0,0,0,0,0
busy,1,0,0,0,0,0,0,0,0,0,0,2,0
rob,0,0,0,0,0,0,0,0,0,0,0,4,0
kitchen,0,0,0,0,0,0,5,0,0,0,0,0,0
impatiently,0,0,1,0,0,0,0,0,0,0,0,0,0
folly,0,0,0,0,0,0,3,0,0,0,0,0,0
reply,0,0,0,0,0,0,1,0,0,0,0,5,0
temper,0,0,0,0,0,0,1,0,0,0,0,0,0
harkee,0,0,0,0,0,1,0,0,0,0,0,0,0
decoy,0,0,0,0,0,0,1,0,0,0,0,0,0
refuse,0,0,0,0,0,0,0,0,0,0,0,2,0
think,0,0,0,0,0,0,0,0,0,0,0,33,0
contemptuously,0,0,3,0,0,0,0,0,0,0,0,0,0
interrupt,0,0,0,0,0,0,0,0,0,0,0,6,0
peace,0,0,0,0,0,1,11,0,0,0,0,2,0
kindly,2,0,5,0,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,0,51,0,0,0,0,0,0
fall,0,0,0,0,0,0,0,0,0,0,0,33,0
fit,0,0,0,0,0,0,2,0,0,0,0,0,0
stranger,0,0,0,0,0,0,7,0,0,0,0,0,0
run,0,0,0,0,0,0,0,0,0,0,0,10,0
wail,0,0,0,0,0,0,1,0,0,0,0,3,0
knee,0,0,0,0,0,0,7,0,0,0,0,0,0
weep,0,0,0,0,0,0,0,0,0,0,0,2,0
cry,0,0,0,0,0,0,6,0,0,0,0,24,0
devil,0,0,0,0,0,0,3,0,0,0,0,0,0
misery,0,0,0,0,0,0,4,0,0,0,0,0,0
belly,0,0,0,0,0,0,1,0,0,0,0,0,0
sir,0,0,0,0,0,0,20,0,0,0,0,0,0
poor,44,0,0,0,0,0,0,0,0,0,0,0,0
afflicted,1,0,0,0,0,0,0,0,0,0,0,0,0
brother,0,0,0,0,0,0,23,0,0,0,0,0,0
friendless,3,0,0,0,0,0,0,0,0,0,0,0,0
cast,0,0,0,0,0,0,0,0,0,0,0,8,0
merciful,5,0,0,0,0,0,0,0,0,0,0,0,0
pitiful,2,0,0,0,0,0,0,0,0,0,0,0,0
look,0,0,0,0,0,0,8,0,0,0,0,32,0
sick,2,0,0,0,0,0,0,0,0,0,0,0,0
forsaken,1,0,0,0,0,0,0,0,0,0,0,0,0
miserable,1,0,0,0,0,0,0,0,0,0,0,0,0
wretch,0,0,0,0,0,0,2,0,0,0,0,0,0
bestow,0,0,0,0,0,0,0,0,0,0,0,2,0
little,59,0,2,0,0,0,0,0,0,0,0,0,0
penny,0,0,0,0,0,0,6,0,0,0,0,0,0
rich,8,0,0,0,0,0,1,0,0,0,0,0,0
smitten,1,0,0,0,0,0,0,0,0,0,0,0,0
ready,4,0,0,0,0,0,0,0,0,0,0,0,0
perish,0,0,0,0,0,0,0,0,0,0,0,2,0
mind,0,0,0,0,0,0,23,0,0,0,0,14,0
abate,0,0,0,0,0,0,0,0,0,0,0,3,0
till,0,0,0,0,0,0,0,0,0,0,16,0,0
bilk,0,0,0,0,0,0,0,0,0,0,0,1,0
rue,0,0,0,0,0,0,0,0,0,0,0,1,0
immediately,0,0,2,0,0,0,0,0,0,0,0,0,0
moan,0,0,0,0,0,0,1,0,0,0,0,6,0
groan,0,0,0,0,0,0,1,0,0,0,0,3,0
roll,0,0,0,0,0,0,0,0,0,0,0,3,0
reel,0,0,0,0,0,0,0,0,0,0,0,3,0
totter,0,0,0,0,0,0,0,0,0,0,0,2,0
close,1,0,4,0,0,0,0,0,0,0,0,10,0
sprawl,0,0,0,0,0,0,0,0,0,0,0,1,0
shriek,0,0,0,0,0,0,2,0,0,0,0,0,0
writhe,0,0,0,0,0,0,0,0,0,0,0,2,0
wallow,0,0,0,0,0,0,0,0,0,0,0,1,0
dirt,0,0,0,0,0,0,2,0,0,0,0,0,0
agony,0,0,0,0,0,0,2,0,0,0,0,0,0
dear,6,0,0,0,0,0,1,0,0,0,0,0,0
benevolent,1,0,0,0,0,0,0,0,0,0,0,0,0
soul,0,0,0,0,0,0,11,0,0,0,0,0,0
suffer,0,0,0,0,0,0,0,0,0,0,0,8,0
help,0,0,0,0,0,0,7,0,0,0,0,11,0
noble,5,0,0,0,0,0,3,0,0,0,0,0,0
forbear,0,0,0,0,0,0,0,0,0,0,0,4,0
love,0,0,0,0,0,0,4,0,0,0,0,4,0
princely,2,0,0,0,0,0,0,0,0,0,0,0,0
gentleman,0,0,0,0,0,0,6,0,0,0,0,0,0
giveth,0,0,0,0,0,0,0,0,0,0,0,1,0
cruel,3,0,0,0,0,0,0,0,0,0,0,0,0
pain,0,0,0,0,0,0,2,0,0,0,0,0,0
touch,0,0,0,0,0,0,6,0,0,0,0,20,0
worship,0,0,0,0,0,0,8,0,0,0,0,0,0
rack,0,0,0,0,0,0,1,0,0,0,0,1,0
anguish,0,0,0,0,0,0,1,0,0,0,0,0,0
buy,0,0,0,0,0,0,0,0,0,0,0,5,0
sorrow,0,0,0,0,0,0,1,0,0,0,0,1,0
shalt,0,0,0,16,0,0,0,0,0,0,0,0,0
hapless,2,0,0,0,0,0,0,0,0,0,0,0,0
creature,0,0,0,0,0,0,6,0,0,0,0,0,0
fumble,0,0,0,0,0,0,0,0,0,0,0,1,0
pocket,0,0,0,0,0,0,2,0,0,0,0,1,0
nervous,4,0,0,0,0,0,0,0,0,0,0,0,0
haste,0,0,0,0,0,0,2,0,0,0,0,1,0
welcome,3,0,0,0,0,5,3,0,0,0,0,8,0
boy,0,0,0,0,0,0,68,0,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,0,0,0,7,0
stricken,2,0,0,0,0,0,0,0,0,0,0,3,0
yon,0,0,0,0,0,0,0,0,0,1,0,0,0
hear,0,0,0,0,0,0,0,0,0,0,0,41,0
privately,0,0,1,0,0,0,0,0,0,0,0,0,0
grind,0,0,0,0,0,0,0,0,0,0,0,3,0
tooth,0,0,0,0,0,0,2,0,0,0,0,0,0
deny,0,0,0,0,0,0,0,0,0,0,0,8,0
grave,4,0,0,0,0,0,3,0,0,0,0,1,0
art,0,0,0,0,0,0,2,0,0,0,0,12,0
hard,9,0,4,0,0,0,0,0,0,0,0,0,0
heart,0,0,0,0,0,0,33,0,0,0,0,0,0
shame,0,0,0,0,0,0,7,0,0,0,0,3,0
scarce,0,0,1,0,0,0,0,0,0,0,0,0,0
able,10,0,0,0,0,0,0,0,0,0,0,0,0
beggar,0,0,0,0,0,0,5,0,0,0,0,0,0
thief,0,0,0,0,0,0,4,0,0,0,0,0,0
money,0,0,0,0,0,0,3,0,0,0,0,0,0
pick,0,0,0,0,0,0,0,0,0,0,0,3,0
likewise,0,0,4,0,0,0,0,0,0,0,0,0,0
heal,0,0,0,0,0,0,0,0,0,0,0,1,0
miracle,0,0,0,0,0,0,3,0,0,0,0,0,0
lay,0,0,0,0,0,0,0,0,0,0,0,12,0
staff,0,0,0,0,0,0,2,0,0,0,0,0,0
shoulder,0,0,0,0,0,0,8,0,0,0,0,0,0
trust,0,0,0,0,0,0,3,0,0,0,0,5,0
tarry,0,0,0,0,0,0,0,0,0,0,0,5,0
moment,0,0,0,0,0,0,53,0,0,0,0,0,0
wind,0,0,0,0,0,0,11,0,0,0,0,1,0
raise,0,0,0,0,0,0,0,0,0,0,0,9,0
hue,0,0,0,0,0,0,2,0,0,0,0,0,0
lustily,0,0,1,0,0,0,0,0,0,0,0,0,0
breathe,0,0,0,0,0,0,0,0,0,0,0,5,0
deep,15,0,0,0,0,0,0,0,0,0,0,0,0
gratitude,0,0,0,0,0,0,1,0,0,0,0,0,0
release,0,0,0,0,0,0,2,0,0,0,0,4,0
flee,0,0,0,0,0,0,0,0,0,0,0,1,0
opposite,2,0,0,0,0,0,0,0,0,0,0,0,0
direction,0,0,0,0,0,0,4,0,0,0,0,0,0
slacken,0,0,0,0,0,0,0,0,0,0,0,1,0
pace,0,0,0,0,0,0,2,0,0,0,0,2,0
harm,0,0,0,0,0,0,4,0,0,0,0,1,0
reach,0,0,0,0,0,0,3,0,0,0,0,10,0
offer,0,0,0,0,0,0,0,0,0,0,0,5,0
soon,0,0,22,0,0,0,0,0,0,0,0,0,0
hurry,0,0,0,0,0,0,3,0,0,0,0,15,0
briskly,0,0,3,0,0,0,0,0,0,0,0,0,0
pursuit,0,0,0,0,0,0,1,0,0,0,0,0,0
fear,1,0,0,0,0,0,10,0,0,0,0,5,0
sense,0,0,0,0,0,0,7,0,0,0,0,0,0
security,0,0,0,0,0,0,2,0,0,0,0,0,0
recognise,0,0,0,0,0,0,0,0,0,0,0,6,0
hungry,3,0,0,0,0,0,0,0,0,0,0,0,0
tired,6,0,0,0,0,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,0,0,20,0
cut,0,0,0,0,0,0,0,0,0,0,0,3,0
short,7,0,0,0,0,0,0,0,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,0,0,0,6,0
rudely,0,0,2,0,0,0,0,0,0,0,0,0,0
clothe,0,0,0,0,0,0,5,0,0,0,0,14,0
wounded,3,0,0,0,0,0,0,0,0,0,0,0,0
indignant,3,0,0,0,0,0,0,0,0,0,0,0,0
resolved,1,0,0,0,0,0,0,0,0,0,0,0,0
treatment,0,0,0,0,0,0,1,0,0,0,0,0,0
hunger,0,0,0,0,0,0,6,0,0,0,0,0,0
pride,0,0,0,0,0,0,3,0,0,0,0,0,0
master,0,0,0,0,0,0,8,0,0,0,0,0,0
evening,0,0,0,0,0,0,2,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,0,0,10,0
near,2,8,13,0,0,0,0,0,0,0,0,0,0
attempt,0,0,0,0,0,0,3,0,0,0,0,0,0
fare,0,0,0,0,0,0,2,0,0,0,0,2,0
bad,5,0,0,0,0,0,0,0,0,0,0,0,0
call,0,0,0,0,0,0,0,0,0,0,0,11,0
name,0,0,0,0,0,0,3,0,0,0,0,0,0
promise,0,0,0,0,0,0,2,0,0,0,0,4,0
arrest,0,0,0,0,0,0,1,0,0,0,0,3,0
vagrant,0,0,0,0,0,0,2,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,0,0,0,17,0
promptly,0,0,6,0,0,0,0,0,0,0,0,0,0
night,0,0,0,0,0,0,27,0,0,0,0,0,0
chilly,2,0,0,0,0,0,0,0,0,0,0,0,0
overcast,1,0,0,0,0,0,0,0,0,0,0,0,0
footsore,0,0,0,0,0,0,1,0,0,0,0,0,0
monarch,0,0,0,0,0,0,8,0,0,0,0,0,0
labour,0,0,0,0,0,0,0,0,0,0,0,1,0
slowly,0,0,9,0,0,0,0,0,0,0,0,0,0
oblige,0,0,0,0,0,0,0,0,0,0,0,5,0
sit,0,0,0,0,0,0,0,0,0,0,0,20,0
penetrate,0,0,0,0,0,0,0,0,0,0,0,1,0
cold,5,0,0,0,0,0,1,0,0,0,0,0,0
sensation,0,0,0,0,0,0,2,0,0,0,0,0,0
experience,0,0,0,0,0,0,5,0,0,0,0,2,0
solemn,4,0,0,0,0,0,0,0,0,0,0,0,0
gloom,0,0,0,0,0,0,2,0,0,0,0,0,0
vastness,0,0,0,0,0,0,1,0,0,0,0,0,0
new,23,0,1,0,0,0,0,0,0,0,0,0,0
strange,14,0,0,0,0,0,0,0,0,0,0,0,0
interval,0,0,0,0,0,0,5,0,0,0,0,0,0
voice,0,0,0,0,0,0,47,0,0,0,0,0,0
approach,0,0,0,0,0,0,0,0,0,0,0,10,0
pass,0,0,0,0,0,0,0,0,0,0,0,22,0
fade,0,0,0,0,0,0,0,0,0,0,0,5,0
silence,0,0,0,0,0,0,5,0,0,0,0,2,0
see,0,0,0,0,0,0,0,0,0,0,0,26,0
body,0,0,0,0,0,0,13,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,0,0,3,0
formless,1,0,0,0,0,0,0,0,0,0,0,0,0
drift,0,0,0,0,0,0,1,0,0,0,0,6,0
blur,0,0,0,0,0,0,1,0,0,0,0,0,0
spectral,1,0,0,0,0,0,0,0,0,0,0,0,0
uncanny,2,0,0,0,0,0,0,0,0,0,0,0,0
shudder,0,0,0,0,0,0,1,0,0,0,0,5,0
catch,0,0,0,0,0,0,0,0,0,0,0,12,0
twinkle,0,0,0,0,0,0,1,0,0,0,0,0,0
light,2,0,0,0,0,0,7,0,0,0,0,6,0
apparently,0,0,7,0,0,0,0,0,0,0,0,0,0
world,0,0,0,0,0,0,20,0,0,0,0,0,0
tinkle,0,0,0,0,0,0,1,0,0,0,0,0,0
sheep,0,0,0,0,0,0,2,0,0,0,0,0,0
bell,0,0,0,0,0,0,2,0,0,0,0,0,0
vague,1,0,0,0,0,0,0,0,0,0,0,0,0
distant,5,0,0,0,0,0,0,0,0,0,0,0,0
indistinct,1,0,0,0,0,0,0,0,0,0,0,0,0
muffled,1,0,0,0,0,0,0,0,0,0,0,0,0
lowing,0,0,0,0,0,0,1,0,0,0,0,0,0
herd,0,0,0,0,0,0,1,0,0,0,0,1,0
float,0,0,0,0,0,0,0,0,0,0,0,3,0
vanish,0,0,0,0,0,0,0,0,0,0,0,8,0
cadence,0,0,0,0,0,0,1,0,0,0,0,0,0
mournful,3,0,0,0,0,0,0,0,0,0,0,0,0
sound,3,0,0,0,0,0,24,0,0,0,0,3,0
complain,0,0,0,0,0,0,0,0,0,0,0,3,0
howl,0,0,0,0,0,0,1,0,0,0,0,2,0
dog,0,0,0,0,0,0,4,0,0,0,0,0,0
viewless,1,0,0,0,0,0,0,0,0,0,0,0,0
expanse,0,0,0,0,0,0,2,0,0,0,0,0,0
field,0,0,0,0,0,0,3,0,0,0,0,0,0
forest,0,0,0,0,0,0,6,0,0,0,0,0,0
remote,4,0,0,0,0,0,0,0,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,0,20,0
activity,0,0,0,0,0,0,2,0,0,0,0,0,0
removed,1,0,0,0,0,0,0,0,0,0,0,0,0
