word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,PUNCT,SCONJ,SYM,VERB,X
import,0,0,0,0,0,0,0,0,0,0,0,0,1,0
year,0,0,0,0,0,0,32,0,0,0,0,0,0,0
environ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
herd,0,0,0,0,0,0,4,0,0,0,0,0,0,0
cattle,0,0,0,0,0,0,10,0,0,0,0,0,0,0
sheep,0,0,0,0,0,0,18,0,0,0,0,0,0,0
feed,0,0,0,0,0,0,0,0,0,0,0,0,7,0
circumnavigation,0,0,0,0,0,0,1,0,0,0,0,0,0,0
intend,0,0,0,0,0,0,0,0,0,0,0,0,5,0
deviate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
north,0,0,4,0,0,0,6,0,0,0,0,0,0,0
thirteen,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cast,0,0,0,0,0,0,0,0,0,0,0,0,4,0
daybreak,0,0,0,0,0,0,7,0,0,0,0,0,0,0
war,0,0,0,0,0,0,3,0,0,0,0,0,1,0
air,0,0,0,0,0,0,19,0,0,0,0,0,0,0
league,0,0,0,0,0,0,3,0,0,0,0,0,0,0
forward,0,0,8,0,0,0,0,0,0,0,0,0,0,0
par,0,0,0,0,0,0,1,0,0,0,0,0,0,2
excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,2
exercise,0,0,0,0,0,0,1,0,0,0,0,0,2,0
energy,0,0,0,0,0,0,7,0,0,0,0,0,0,0
vehicle,0,0,0,0,0,0,14,0,0,0,0,0,0,0
civilization,0,0,0,0,0,0,1,0,0,0,0,0,0,0
thousandth,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nineteenth,1,0,0,0,0,0,0,0,0,0,0,0,0,0
century,0,0,0,0,0,0,3,0,0,0,0,0,0,0
interior,0,0,0,0,0,0,11,0,0,0,0,0,0,0
steppe,0,0,0,0,0,0,1,0,0,0,0,0,0,0
desert,1,0,0,0,0,0,18,0,0,0,0,0,1,0
wild,11,0,0,0,0,0,7,0,0,0,0,0,0,0
icy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
solitude,0,0,0,0,0,0,8,0,0,0,0,0,0,0
dare,0,0,0,0,0,0,0,0,0,0,0,0,6,0
venture,0,0,0,0,0,0,2,0,0,0,0,0,11,0
daring,4,0,0,0,0,0,0,0,0,0,0,0,0,0
shrink,0,0,0,0,0,0,0,0,0,0,0,0,3,0
courageous,6,0,0,0,0,0,0,0,0,0,0,0,0,0
succumb,0,0,0,0,0,0,0,0,0,0,0,0,1,0
penetrate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
insufficient,2,0,0,0,0,0,0,0,0,0,0,0,0,0
heat,0,0,0,0,0,0,10,0,0,0,0,0,0,0
disease,0,0,0,0,0,0,2,0,0,0,0,0,0,0
savage,3,0,0,0,0,0,11,0,0,0,0,0,0,0
disposition,0,0,0,0,0,0,4,0,0,0,0,0,0,0
native,9,0,0,0,0,0,25,0,0,0,0,0,0,0
impassable,3,0,0,0,0,0,0,0,0,0,0,0,0,0
obstacle,0,0,0,0,0,0,4,0,0,0,0,0,0,0
warmth,0,0,0,0,0,0,1,0,0,0,0,0,0,0
panegyric,0,0,0,0,0,0,1,0,0,0,0,0,0,0
finding,0,0,0,0,0,0,1,0,0,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,0,0,0,0,3,0
enterprise,0,0,0,0,0,0,2,0,0,0,0,0,0,0
attempt,0,0,0,0,0,0,3,0,0,0,0,0,7,0
streak,0,0,0,0,0,0,2,0,0,0,0,0,0,0
fresh,12,0,0,0,0,0,0,0,0,0,0,0,0,0
mountain,0,0,0,0,0,0,9,0,0,0,0,0,0,0
apparently,0,0,5,0,0,0,0,0,0,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0,0,0,0,0,2,0
cone,0,0,0,0,0,0,1,0,0,0,0,0,0,0
weather,0,0,0,0,0,0,5,0,0,0,0,0,0,0
indistinct,1,0,0,0,0,0,0,0,0,0,0,0,0,0
reproduction,0,0,0,0,0,0,1,0,0,0,0,0,0,0
observe,0,0,0,0,0,0,0,0,0,0,0,0,4,0
accord,0,0,0,0,0,0,0,0,0,0,0,0,1,0
geometrographic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
axiom,0,0,0,0,0,0,1,0,0,0,0,0,0,0
common,5,0,0,0,0,0,1,0,0,0,0,0,0,0
likeness,0,0,0,0,0,0,1,0,0,0,0,0,0,0
equally,0,0,6,0,0,0,0,0,0,0,0,0,0,0
tale,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kind,1,0,0,0,0,0,4,0,0,0,0,0,0,0
appertain,0,0,0,0,0,0,0,0,0,0,0,0,1,0
romance,0,0,0,0,0,0,1,0,0,0,0,0,0,0
immortal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
countryman,0,0,0,0,0,0,5,0,0,0,0,0,0,0
realize,0,0,0,0,0,0,0,0,0,0,0,0,2,0
promise,0,0,0,0,0,0,2,0,0,0,0,0,3,0
frightened,2,0,0,0,0,0,0,0,0,0,0,0,0,0
major,0,0,0,0,0,0,40,0,0,0,0,0,0,0
cherish,0,0,0,0,0,0,0,0,0,0,0,0,2,0
desire,0,0,0,0,0,0,2,0,0,0,0,0,0,0
pretend,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adventure,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unpleasant,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hunt,0,0,0,0,0,0,1,0,0,0,0,0,2,0
fish,0,0,0,0,0,0,2,0,0,0,0,0,1,0
choose,0,0,0,0,0,0,0,0,0,0,0,0,10,0
grotto,0,0,0,0,0,0,1,0,0,0,0,0,0,0
domicile,0,0,0,0,0,0,1,0,0,0,0,0,0,0
winter,0,0,0,0,0,0,1,0,0,0,0,0,0,0
summer,0,0,0,0,0,0,1,0,0,0,0,0,0,0
storehouse,0,0,0,0,0,0,1,0,0,0,0,0,0,0
harvest,0,0,0,0,0,0,3,0,0,0,0,0,0,0
colonize,0,0,0,0,0,0,0,0,0,0,0,0,2,0
tame,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kid,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eloquent,3,0,0,0,0,0,0,0,0,0,0,0,0,0
parrot,0,0,0,0,0,0,1,0,0,0,0,0,0,0
monkey,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lucky,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,0,0,0,0,0,0,15,0,0,0,0,0,3,0
companion,0,0,0,0,0,0,26,0,0,0,0,0,0,0
faithful,5,0,0,0,0,0,0,0,0,0,0,0,0,0
happiness,0,0,0,0,0,0,4,0,0,0,0,0,0,0
inclination,0,0,0,0,0,0,2,0,0,0,0,0,0,0
different,8,0,0,0,0,0,0,0,0,0,0,0,0,0
imaginary,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pick,0,0,0,0,0,0,0,0,0,0,0,0,3,0
treat,0,0,0,0,0,0,0,0,0,0,0,0,2,0
spoiled,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,0,10,0,0,0,0,0,0,0
sunny,1,0,0,0,0,0,0,0,0,0,0,0,0,0
madam,0,0,0,0,0,0,11,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,0,0,0,13,0
society,0,0,0,0,0,0,2,0,0,0,0,0,0,0
engender,0,0,0,0,0,0,0,0,0,0,0,0,1,0
outset,0,0,0,0,0,0,1,0,0,0,0,0,0,0
material,1,0,0,0,0,0,0,0,0,0,0,0,0,0
necessity,0,0,0,0,0,0,3,0,0,0,0,0,0,0
existence,0,0,0,0,0,0,7,0,0,0,0,0,0,0
engross,0,0,0,0,0,0,0,0,0,0,0,0,1,0
shipwrecked,5,0,0,0,0,0,0,0,0,0,0,0,0,0
snatch,0,0,0,0,0,0,0,0,0,0,0,0,2,0
afterward,0,0,7,0,0,0,0,0,0,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,0,0,27,0
suffer,0,0,0,0,0,0,0,0,0,0,0,0,4,0
world,0,0,0,0,0,0,13,0,0,0,0,0,0,0
death,0,0,0,0,0,0,6,0,0,0,0,0,0,0
utter,1,0,0,0,0,0,0,0,0,0,0,0,4,0
loneliness,0,0,0,0,0,0,1,0,0,0,0,0,0,0
envy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
regretfully,0,0,1,0,0,0,0,0,0,0,0,0,0,0
discussion,0,0,0,0,0,0,8,0,0,0,0,0,0,0
advantage,0,0,0,0,0,0,7,0,0,0,0,0,0,0
disadvantage,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lonely,3,0,0,0,0,0,0,0,0,0,0,0,0,0
distinct,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thirty,0,0,0,0,0,0,0,14,0,0,0,0,0,0
apart,0,0,3,0,0,0,0,0,0,0,0,0,0,0
exactly,0,0,10,0,0,0,0,0,0,0,0,0,0,0
indian,1,0,0,0,0,0,0,0,0,0,0,0,0,0
peninsula,0,0,0,0,0,0,1,0,0,0,0,0,0,0
confound,0,0,0,0,0,0,0,0,0,0,0,0,1,0
visit,0,0,0,0,0,0,6,0,0,0,0,0,4,0
people,0,0,0,0,0,0,9,0,0,0,0,0,1,0
mulatto,0,0,0,0,0,0,2,0,0,0,0,0,0,0
employ,0,0,0,0,0,0,0,0,0,0,0,0,3,0
merchant,0,0,0,0,0,0,1,0,0,0,0,0,0,0
proprietor,0,0,0,0,0,0,3,0,0,0,0,0,0,0
delighted,1,0,0,0,0,0,0,0,0,0,0,0,0,0
person,0,0,0,0,0,0,2,0,0,0,0,0,0,0
advanced,1,0,0,0,0,0,0,0,0,0,0,0,0,0
politeness,0,0,0,0,0,0,2,0,0,0,0,0,0,0
kindly,1,0,1,0,0,0,0,0,0,0,0,0,0,0
stranger,0,0,0,0,0,0,9,0,0,0,0,0,0,0
fisher,0,0,0,0,0,0,1,0,0,0,0,0,0,0
whaler,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crew,0,0,0,0,0,0,19,0,0,0,0,0,0,0
usually,0,0,2,0,0,0,0,0,0,0,0,0,0,0
rough,4,0,0,0,0,0,0,0,0,0,0,0,0,0
coarse,5,0,0,0,0,0,0,0,0,0,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,0,0,0,6,0
live,0,0,0,0,0,0,0,0,0,0,0,0,15,0
boar,0,0,0,0,0,0,2,0,0,0,0,0,0,0
myriad,0,0,0,0,0,0,1,0,0,0,0,0,0,0
penguin,0,0,0,0,0,0,1,0,0,0,0,0,0,0
crumble,0,0,0,0,0,0,0,0,0,0,0,0,1,0
portion,0,0,0,0,0,0,4,0,0,0,0,0,0,0
early,1,0,1,0,0,0,0,0,0,0,0,0,0,0
deserted,3,0,0,0,0,0,0,0,0,0,0,0,0,0
providentially,0,0,1,0,0,0,0,0,0,0,0,0,0,0
save,0,0,0,0,0,0,0,0,0,0,0,0,16,0
misery,0,0,0,0,0,0,3,0,0,0,0,0,0,0
fragment,0,0,0,0,0,0,3,0,0,0,0,0,0,0
sandy,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sufferer,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fishing,0,0,0,0,0,0,3,0,0,0,0,0,0,0
hut,0,0,0,0,0,0,4,0,0,0,0,0,0,0
hospitality,0,0,0,0,0,0,5,0,0,0,0,0,0,0
certain,13,0,0,0,0,0,0,0,0,0,0,0,0,0
happen,0,0,0,0,0,0,0,0,0,0,0,0,4,0
constantly,0,0,2,0,0,0,0,0,0,0,0,0,0,0
surprised,2,0,0,0,0,0,0,0,0,0,0,0,0,0
vex,0,0,0,0,0,0,0,0,0,0,0,0,1,0
object,0,0,0,0,0,0,4,0,0,0,0,0,1,0
establish,0,0,0,0,0,0,0,0,0,0,0,0,3,0
proceed,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ramble,0,0,0,0,0,0,0,0,0,0,0,0,1,0
inviting,2,0,0,0,0,0,0,0,0,0,0,0,0,0
extreme,5,0,0,0,0,0,1,0,0,0,0,0,0,0
specimen,0,0,0,0,0,0,5,0,0,0,0,0,0,0
quadruped,1,0,0,0,0,0,2,0,0,0,0,0,0,0
cetacea,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stormy,3,0,0,0,0,0,0,0,0,0,0,0,0,0
petrel,0,0,0,0,0,0,1,0,0,0,0,0,0,0
albatross,0,0,0,0,0,0,2,0,0,0,0,0,0,0
perch,0,0,0,0,0,0,1,0,0,0,0,0,0,0
thermal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,0,0,0,0,0,0,5,0,0,0,0,0,6,0
chalybeate,0,0,0,0,0,0,1,0,0,0,0,0,0,0
thin,3,0,0,0,0,0,0,0,0,0,0,0,1,0
dark,8,0,0,0,0,0,0,0,0,0,0,0,0,0
vapor,0,0,0,0,0,0,4,0,0,0,0,0,0,0
volcanic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
soil,0,0,0,0,0,0,9,0,0,0,0,0,0,0
hot,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,6,0,0,0,0,0,12,0
thermometer,0,0,0,0,0,0,1,0,0,0,0,0,0,0
temperature,0,0,0,0,0,0,3,0,0,0,0,0,0,0
fahrenheit,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yard,0,0,0,0,0,0,5,0,0,0,0,0,0,0
cook,0,0,0,0,0,0,0,0,0,0,0,0,2,0
boil,0,0,0,0,0,0,0,0,0,0,0,0,1,0
resolve,0,0,0,0,0,0,0,0,0,0,0,0,7,0
bathe,0,0,0,0,0,0,0,0,0,0,0,0,2,0
promenade,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bid,0,0,0,0,0,0,0,0,0,0,0,0,3,0
adieu,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wish,0,0,0,0,0,0,2,0,0,0,0,0,13,0
blessing,0,0,0,0,0,0,1,0,0,0,0,0,0,0
puff,0,0,0,0,0,0,0,0,0,0,0,0,1,0
smoke,0,0,0,0,0,0,5,0,0,0,0,0,4,0
harbor,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lift,0,0,0,0,0,0,0,0,0,0,0,0,6,0
set,2,0,0,0,0,0,0,0,0,0,0,0,22,0
disappear,0,0,0,0,0,0,0,0,0,0,0,0,14,0
view,0,0,0,0,0,0,3,0,0,0,0,0,0,0
mist,0,0,0,0,0,0,7,0,0,0,0,0,0,0
halt,0,0,0,0,0,0,2,0,0,0,0,0,3,0
dozen,0,0,0,0,0,0,4,0,0,0,0,0,0,0
favorable,8,0,0,0,0,0,0,0,0,0,0,0,0,0
end,0,0,0,0,0,0,10,0,0,0,0,0,12,0
brother,0,0,0,0,0,0,5,0,0,0,0,0,0,0
gaze,0,0,0,0,0,0,4,0,0,0,0,0,7,0
emotion,0,0,0,0,0,0,4,0,0,0,0,0,0,0
course,0,0,2,0,0,0,25,0,0,0,0,0,0,0
dash,0,0,0,0,0,0,0,0,0,0,0,0,11,0
prow,0,0,0,0,0,0,2,0,0,0,0,0,0,0
diminished,1,0,0,0,0,0,0,0,0,0,0,0,0,0
struggle,0,0,0,0,0,0,2,0,0,0,0,0,3,0
tremendous,4,0,0,0,0,0,0,0,0,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,0,0,0,0,18,0
irresistible,1,0,0,0,0,0,0,0,0,0,0,0,0,0
force,0,0,0,0,0,0,3,0,0,0,0,0,5,0
constant,2,0,0,0,0,0,0,0,0,0,0,0,0,0
action,0,0,0,0,0,0,6,0,0,0,0,0,0,0
doubtless,0,0,3,0,0,0,0,0,0,0,0,0,0,0
dismaste,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rudderless,1,0,0,0,0,0,0,0,0,0,0,0,0,0
unable,6,0,0,0,0,0,0,0,0,0,0,0,0,0
contend,0,0,0,0,0,0,0,0,0,0,0,0,1,0
piece,0,0,0,0,0,0,6,0,0,0,0,0,0,0
difficulty,0,0,0,0,0,0,16,0,0,0,0,0,0,0
intelligence,0,0,0,0,0,0,5,0,0,0,0,0,0,0
consult,0,0,0,0,0,0,0,0,0,0,0,0,3,0
plausible,2,0,0,0,0,0,0,0,0,0,0,0,0,0
solution,0,0,0,0,0,0,3,0,0,0,0,0,0,0
chat,0,0,0,0,0,0,0,0,0,0,0,0,1,0
state,0,0,0,0,0,0,12,0,0,0,0,0,2,0
fetch,0,0,0,0,0,0,0,0,0,0,0,0,5,0
peruse,0,0,0,0,0,0,0,0,0,0,0,0,1,0
simply,0,0,8,0,0,0,0,0,0,0,0,0,0,0
shrug,0,0,0,0,0,0,0,0,0,0,0,0,2,0
shoulder,0,0,0,0,0,0,6,0,0,0,0,0,1,0
ashamed,2,0,0,0,0,0,0,0,0,0,0,0,0,0
trouble,0,0,0,0,0,0,5,0,0,0,0,0,3,0
trifle,0,0,0,0,0,0,1,0,0,0,0,0,0,0
merely,0,0,2,0,0,0,0,0,0,0,0,0,0,0
quick,6,0,0,0,0,0,0,0,0,0,0,0,0,0
extraordinary,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rate,0,0,0,0,0,0,10,0,0,0,0,0,0,0
sailing,0,0,0,0,0,0,4,0,0,0,0,0,0,0
clipper,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fast,0,0,6,0,0,0,0,0,0,0,0,0,0,0
figure,0,0,0,0,0,0,1,0,0,0,0,0,0,0
destroy,0,0,0,0,0,0,0,0,0,0,0,0,6,0
read,0,0,0,0,0,0,0,0,0,0,0,0,7,0
theory,0,0,0,0,0,0,2,0,0,0,0,0,0,0
universal,3,0,0,0,0,0,0,0,0,0,0,0,0,0
acceptance,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eastern,11,0,0,0,0,0,0,0,0,0,0,0,0,0
catastrophe,0,0,0,0,0,0,12,0,0,0,0,0,0,0
explore,0,0,0,0,0,0,0,0,0,0,0,0,5,0
doubtful,1,0,0,0,0,0,0,0,0,0,0,0,0,0
apprehension,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gain,0,0,0,0,0,0,1,0,0,0,0,0,5,0
assistance,0,0,0,0,0,0,5,0,0,0,0,0,0,0
colonist,0,0,0,0,0,0,6,0,0,0,0,0,0,0
opinion,0,0,0,0,0,0,14,0,0,0,0,0,0,0
resource,0,0,0,0,0,0,4,0,0,0,0,0,0,0
communication,0,0,0,0,0,0,4,0,0,0,0,0,0,0
inhospitable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grant,0,0,0,0,0,0,0,0,0,0,0,0,6,0
supposition,0,0,0,0,0,0,2,0,0,0,0,0,0,0
confine,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pause,0,0,0,0,0,0,1,0,0,0,0,0,0,0
murmur,0,0,0,0,0,0,2,0,0,0,0,0,4,0
hush,1,0,0,0,0,0,0,0,0,0,0,0,0,0
alas,0,0,0,0,0,1,0,0,0,0,0,0,0,0
affirm,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hastily,0,0,1,0,0,0,0,0,0,0,0,0,0,0
reassure,0,0,0,0,0,0,0,0,0,0,0,0,3,0
thought,0,0,0,0,0,0,4,0,0,0,0,0,0,0
aborigine,0,0,0,0,0,0,5,0,0,0,0,0,0,0
low,13,0,1,0,0,0,0,0,0,0,0,0,0,0
scale,0,0,0,0,0,0,2,0,0,0,0,0,0,0
degraded,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uncivilized,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mild,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gentle,4,0,0,0,0,0,0,0,0,0,0,0,0,0
sanguinary,1,0,0,0,0,0,0,0,0,0,0,0,0,0
prisoner,0,0,0,0,0,0,6,0,0,0,0,0,0,0
threaten,0,0,0,0,0,0,0,0,0,0,0,0,4,0
sure,11,0,1,0,0,0,0,0,0,0,0,0,0,0
declare,0,0,0,0,0,0,0,0,0,0,0,0,7,0
abhor,0,0,0,0,0,0,0,0,0,0,0,0,1,0
shed,0,0,0,0,0,0,2,0,0,0,0,0,1,0
blood,0,0,0,0,0,0,9,0,0,0,0,0,0,0
ally,0,0,0,0,0,0,1,0,0,0,0,0,0,0
repel,0,0,0,0,0,0,0,0,0,0,0,0,1,0
attack,0,0,0,0,0,0,7,0,0,0,0,0,5,0
evil,2,0,1,0,0,0,0,0,0,0,0,0,0,0
convict,0,0,0,0,0,0,43,0,0,0,0,0,0,0
cruelly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
probable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
confident,3,0,0,0,0,0,0,0,0,0,0,0,0,0
anxious,4,0,0,0,0,0,0,0,0,0,0,0,0,0
gloomy,3,0,0,0,0,0,0,0,0,0,0,0,0,0
admit,0,0,0,0,0,0,0,0,0,0,0,0,5,0
instant,0,0,0,0,0,0,5,0,0,0,0,0,0,0
big,4,0,0,0,0,0,0,0,0,0,0,0,0,0
fifth,0,0,0,0,0,0,1,0,0,0,0,0,0,0
breadth,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fate,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ignorant,2,0,0,0,0,0,0,0,0,0,0,0,0,0
departure,0,0,0,0,0,0,6,0,0,0,0,0,0,0
lack,0,0,0,0,0,0,3,0,0,0,0,0,2,0
enterprising,1,0,0,0,0,0,0,0,0,0,0,0,0,0
incredulously,0,0,1,0,0,0,0,0,0,0,0,0,0,0
impatient,3,0,0,0,0,0,0,0,0,0,0,0,0,0
contradiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0
savant,0,0,0,0,0,0,7,0,0,0,0,0,0,0
bet,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rifle,0,0,0,0,0,0,8,0,0,0,0,0,0,0
shoot,0,0,0,0,0,0,2,0,0,0,0,0,3,0
chamois,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fox,0,0,0,0,0,0,4,0,0,0,0,0,0,0
require,0,0,0,0,0,0,0,0,0,0,0,0,9,0
use,0,0,0,0,0,0,4,0,0,0,0,0,2,0
obliging,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gravely,0,0,4,0,0,0,0,0,0,0,0,0,0,0
jury,0,0,0,0,0,0,1,0,0,0,0,0,0,0
forthwith,0,0,5,0,0,0,0,0,0,0,0,0,0,0
commence,0,0,0,0,0,0,0,0,0,0,0,0,14,0
mother,0,0,0,0,0,0,5,0,0,0,0,0,0,0
thy,0,0,0,0,0,0,0,0,1,0,0,0,0,0
servant,0,0,0,0,0,0,4,0,0,0,0,0,0,0
fervent,1,0,0,0,0,0,0,0,0,0,0,0,0,0
worshiper,0,0,0,0,0,0,1,0,0,0,0,0,0,0
suspicion,0,0,0,0,0,0,5,0,0,0,0,0,0,0
entertain,0,0,0,0,0,0,0,0,0,0,0,0,1,0
library,0,0,0,0,0,0,1,0,0,0,0,0,0,0
date,0,0,0,0,0,0,5,0,0,0,0,0,0,0
sufficiently,0,0,2,0,0,0,0,0,0,0,0,0,0,0
authentic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
seventeenth,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish,1,0,0,0,0,0,0,0,0,0,0,0,0,0
author,0,0,0,0,0,0,2,0,0,0,0,0,0,0
imagine,0,0,0,0,0,0,0,0,0,0,0,0,4,0
second,4,0,1,0,0,0,4,0,0,0,0,0,2,0
command,0,0,0,0,0,0,4,0,0,0,0,0,3,0
fleet,0,0,0,0,0,0,1,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,0,0,0,0,5,0
discovery,0,0,0,0,0,0,7,0,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,0,0,0,19,0
northern,2,0,0,0,0,0,0,0,0,0,0,0,0,0
part,0,0,0,0,0,0,7,0,0,0,0,0,0,0
christen,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cape,0,0,0,0,0,0,2,0,0,0,0,0,0,0
namesake,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hearer,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mercy,0,0,0,0,0,0,5,0,0,0,0,0,0,0
heartily,0,0,4,0,0,0,0,0,0,0,0,0,0,0
crush,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mcnabb,0,0,0,0,0,0,5,0,0,0,0,0,0,0
own,0,0,0,0,0,0,0,0,0,0,0,0,2,0
vanquish,0,0,0,0,0,0,0,0,0,0,0,0,2,0
triumphantly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sorry,3,0,0,0,0,0,0,0,0,0,0,0,0,0
armory,0,0,0,0,0,0,2,0,0,0,0,0,0,0
feat,0,0,0,0,0,0,1,0,0,0,0,0,0,0
impossible,13,0,0,0,0,0,0,0,0,0,0,0,0,0
acquaint,0,0,0,0,0,0,0,0,0,0,0,0,2,0
trifling,3,0,0,0,0,0,0,0,0,0,0,0,0,0
head,0,0,0,0,0,0,27,0,0,0,0,0,0,0
connect,0,0,0,0,0,0,0,0,0,0,0,0,5,0
proudly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spot,0,0,0,0,0,0,5,0,0,0,0,0,0,0
bargain,0,0,0,0,0,0,2,0,0,0,0,0,0,0
settle,0,0,0,0,0,0,0,0,0,0,0,0,6,0
reason,0,0,0,0,0,0,19,0,0,0,0,0,0,0
vexation,0,0,0,0,0,0,3,0,0,0,0,0,0,0
means,0,0,0,0,0,0,3,0,0,0,0,0,0,0
timid,1,0,0,0,0,0,0,0,0,0,0,0,0,0
afraid,3,0,0,0,0,0,0,0,0,0,0,0,0,0
croak,0,0,0,0,0,0,0,0,0,0,0,0,2,0
frog,0,0,0,0,0,0,2,0,0,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,0,0,0,7,0
quit,0,0,0,0,0,0,0,0,0,0,0,0,3,0
version,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bad,10,0,0,0,0,0,0,0,0,0,0,0,0,0
joke,0,0,0,0,0,0,1,0,0,0,0,0,1,0
insult,0,0,0,0,0,0,1,0,0,0,0,0,0,0
patriotic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
amidst,0,1,0,0,0,0,0,0,0,0,0,0,0,0
general,3,0,0,0,0,0,4,0,0,0,0,0,0,0
outburst,0,0,0,0,0,0,2,0,0,0,0,0,0,0
eater,0,0,0,0,0,0,2,0,0,0,0,0,0,0
wash,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hitherto,0,0,5,0,0,0,0,0,0,0,0,0,0,0
evident,10,0,0,0,0,0,0,0,0,0,0,0,0,0
sign,0,0,0,0,0,0,8,0,0,0,0,0,2,0
impending,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cap,0,0,0,0,0,0,2,0,0,0,0,0,0,0
atmosphere,0,0,0,0,0,0,6,0,0,0,0,0,0,0
powerful,4,0,0,0,0,0,0,0,0,0,0,0,0,0
propeller,0,0,0,0,0,0,3,0,0,0,0,0,0,0
motionless,5,0,0,0,0,0,0,0,0,0,0,0,0,0
log,0,0,0,0,0,0,2,0,0,0,0,0,0,0
annoy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
prospect,0,0,0,0,0,0,1,0,0,0,0,0,0,0
empty,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bunker,0,0,0,0,0,0,2,0,0,0,0,0,0,0
sudden,9,0,0,0,0,0,0,0,0,0,0,0,0,0
dread,0,0,0,0,0,0,0,0,0,0,0,0,2,0
trade,0,0,0,0,0,0,3,0,0,0,0,0,0,0
tooth,0,0,0,0,0,0,2,0,0,0,0,0,0,0
delay,0,0,0,0,0,0,16,0,0,0,0,0,5,0
greatly,0,0,7,0,0,0,0,0,0,0,0,0,0,0
