word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
exchange,0,0,0,0,0,18,0,0,0,0,8,0
cloth,0,0,0,0,0,19,0,0,0,0,0,0
salt,0,0,0,0,0,24,0,0,0,0,0,0
gold,0,0,0,0,0,53,0,0,0,0,0,0
ivory,0,0,0,0,0,9,0,0,0,0,0,0
slave,5,0,0,0,0,271,0,0,0,0,0,0
domestication,0,0,0,0,0,1,0,0,0,0,0,0
camel,0,0,0,0,0,3,0,0,0,0,0,0
millennium,0,0,0,0,0,3,0,0,0,0,0,0
further,0,0,0,0,0,0,0,0,0,0,1,0
expansion,0,0,0,0,0,18,0,0,0,0,0,0
good,9,0,0,0,0,32,0,0,0,0,0,0
islamic,32,0,0,0,0,0,0,0,0,0,0,0
religious,19,0,0,0,0,0,0,0,0,0,0,0
belief,0,0,0,0,0,5,0,0,0,0,0,0
eventually,0,0,39,0,0,0,0,0,0,0,0,0
way,0,0,0,0,0,41,0,0,0,0,0,0
period,0,0,0,0,0,46,0,0,0,0,0,0
series,0,0,0,0,0,20,0,0,0,0,0,0
powerful,24,0,0,0,0,0,0,0,0,0,0,0
empire,0,0,0,0,0,91,0,0,0,0,0,0
develop,0,0,0,0,0,0,0,0,0,0,85,0
plain,0,0,0,0,0,4,0,0,0,0,0,0
stretch,0,0,0,0,0,2,0,0,0,0,2,0
roughly,0,0,3,0,0,0,0,0,0,0,0,0
reach,0,0,0,0,0,2,0,0,0,0,37,0
form,0,0,0,0,0,16,0,0,0,0,39,0
southernmost,2,0,0,0,0,0,0,0,0,0,0,0
border,0,0,0,0,0,28,0,0,0,0,0,0
actually,0,0,8,0,0,0,0,0,0,0,0,0
modern,46,0,0,0,0,0,0,0,0,0,0,0
day,0,0,0,0,0,34,0,0,0,0,0,0
wealthy,9,0,0,0,0,0,0,0,0,0,0,0
sophisticated,4,0,0,0,0,0,0,0,0,0,0,0
political,184,0,0,0,0,0,0,0,0,0,0,0
social,31,0,0,0,0,0,0,0,0,0,0,0
organization,0,0,0,0,0,26,0,0,0,0,0,0
acquire,0,0,0,0,0,0,0,0,0,0,12,0
wealth,0,0,0,0,0,26,0,0,0,0,0,0
procure,0,0,0,0,0,0,0,0,0,0,1,0
source,0,0,0,0,0,24,0,0,0,0,0,0
farming,0,0,0,0,0,5,0,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,0,9,0
livestock,0,0,0,0,0,2,0,0,0,0,0,0
possess,0,0,0,0,0,0,0,0,0,0,10,0
advanced,3,0,0,0,0,0,0,0,0,0,0,0
technology,0,0,0,0,0,3,0,0,0,0,0,0
ironworking,0,0,0,0,0,1,0,0,0,0,0,0
command,0,0,0,0,0,4,0,0,0,0,5,0
impressive,1,0,0,0,0,0,0,0,0,0,0,0
military,104,0,0,0,0,21,0,0,0,0,0,0
import,0,0,0,0,0,9,0,0,0,0,13,0
export,0,0,0,0,0,69,0,0,0,0,17,0
taxis,0,0,0,0,0,6,0,0,0,0,0,0
help,0,0,0,0,0,5,0,0,0,0,13,0
enrich,0,0,0,0,0,0,0,0,0,0,2,0
abundant,4,0,0,0,0,0,0,0,0,0,0,0
goldfield,0,0,0,0,0,4,0,0,0,0,0,0
succeed,0,0,0,0,0,0,0,0,0,0,19,0
dominant,12,0,0,0,0,0,0,0,0,0,0,0
power,0,0,0,0,0,159,0,0,0,0,0,0
king,0,0,0,0,0,61,0,0,0,0,0,0
name,0,0,0,0,0,2,0,0,0,0,10,0
member,0,0,0,0,0,52,0,0,0,0,0,0
clan,0,0,0,0,0,4,0,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,0,67,0
leave,0,0,0,0,0,0,0,0,0,0,23,0
create,0,0,0,0,0,0,0,0,0,0,40,0
extensive,12,0,0,0,0,0,0,0,0,0,0,0
society,0,0,0,0,0,42,0,0,0,0,0,0
largely,0,0,29,0,0,0,0,0,0,0,0,0
pagan,11,0,0,0,0,4,0,0,0,0,0,1
spread,0,0,0,0,0,10,0,0,0,0,12,0
trader,0,0,0,0,0,97,0,0,0,0,0,0
merchant,0,0,0,0,0,52,0,0,0,0,0,0
firsthand,3,0,0,0,0,0,0,0,0,0,0,0
account,0,0,0,0,0,8,0,0,0,0,0,0
likely,7,0,2,0,0,0,0,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,0,6,0
bear,0,0,0,0,0,0,0,0,0,0,13,0
famous,4,0,0,0,0,0,0,0,0,0,0,0
arab,11,0,0,0,0,0,0,0,0,0,0,0
world,0,0,0,0,0,31,0,0,0,0,0,0
traveler,0,0,0,0,0,3,0,0,0,0,0,0
journal,0,0,0,0,0,1,0,0,0,0,0,0
chronicle,0,0,0,0,0,2,0,0,0,0,1,0
exploration,0,0,0,0,0,6,0,0,0,0,0,0
provide,0,0,0,0,0,0,0,0,0,0,51,0
fascinating,1,0,0,0,0,0,0,0,0,0,0,0
glimpse,0,0,0,0,0,1,0,0,0,0,0,0
medieval,3,0,0,0,0,0,0,0,0,0,0,0
visit,0,0,0,0,0,1,0,0,0,0,6,0
reign,0,0,0,0,0,2,0,0,0,0,3,0
legendary,2,0,0,0,0,0,0,0,0,0,0,0
pilgrimage,0,0,0,0,0,4,0,0,0,0,0,0
hajj,0,0,0,0,0,5,0,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,0,3,0
increase,0,0,0,0,0,15,0,0,0,0,46,0
prevalence,0,0,0,0,0,1,0,0,0,0,0,0
extravagant,2,0,0,0,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,5,0,0,0,0,0,0
journey,0,0,0,0,0,2,0,0,0,0,0,0
testament,0,0,0,0,0,1,0,0,0,0,0,0
incredible,1,0,0,0,0,0,0,0,0,0,0,0
build,0,0,0,0,0,1,0,0,0,0,49,0
great,63,0,0,0,0,0,0,0,0,0,0,0
mosque,0,0,0,0,0,6,0,0,0,0,0,0
city,0,0,0,0,0,46,0,0,0,0,0,0
madrasa,0,0,0,0,0,1,0,0,0,0,0,0
school,0,0,0,0,0,16,0,0,0,0,0,0
intellectual,3,0,0,0,0,2,0,0,0,0,0,0
spiritual,3,0,0,0,0,0,0,0,0,0,0,0
important,38,0,1,0,0,0,0,0,0,0,0,0
trading,0,0,0,0,0,62,0,0,0,0,0,0
found,0,0,0,0,0,0,0,0,0,0,39,0
nomad,0,0,0,0,0,5,0,0,0,0,0,0
later,10,0,71,0,0,0,0,0,0,0,0,0
situate,0,0,0,0,0,0,0,0,0,0,7,0
long,20,0,31,0,0,0,0,0,0,0,0,0
natural,17,0,0,0,0,0,0,0,0,0,0,0
avenue,0,0,0,0,0,4,0,0,0,0,0,0
communication,0,0,0,0,0,5,0,0,0,0,0,0
recede,0,0,0,0,0,0,0,0,0,0,1,0
absorb,0,0,0,0,0,0,0,0,0,0,4,0
nearby,5,0,0,0,0,0,0,0,0,0,0,0
rule,0,0,0,0,0,96,0,0,0,0,40,0
leadership,0,0,0,0,0,15,0,0,0,0,0,0
conquer,0,0,0,0,0,0,0,0,0,0,35,0
expand,0,0,0,0,0,0,0,0,0,0,14,0
capital,0,0,0,0,0,77,0,0,0,0,0,0
present,27,0,0,0,0,0,0,0,0,0,10,0
major,57,0,0,0,0,0,0,0,0,0,0,0
terminus,0,0,0,0,0,2,0,0,0,0,0,0
caravan,0,0,0,0,0,10,0,0,0,0,0,0
cross,0,0,0,0,0,1,0,0,0,0,7,0
portuguese,61,0,0,0,0,0,0,0,0,0,0,0
sea,0,0,0,0,0,21,0,0,0,0,0,0
look,0,0,0,0,0,0,0,0,0,0,7,0
divert,0,0,0,0,0,0,0,0,0,0,2,0
coast,0,0,0,0,0,118,0,0,0,0,0,0
mouth,0,0,0,0,0,11,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,50,0
live,0,0,0,0,0,0,0,0,0,0,17,0
access,0,0,0,0,0,14,0,0,0,0,0,0
willing,6,0,0,0,0,0,0,0,0,0,0,0
base,0,0,0,0,0,17,0,0,0,0,26,0
metal,0,0,0,0,0,8,0,0,0,0,0,0
manufacture,0,0,0,0,0,9,0,0,0,0,9,0
follow,0,0,0,0,0,0,0,0,0,0,76,0
establish,0,0,0,0,0,0,0,0,0,0,129,0
post,3,0,0,0,0,17,0,0,0,0,1,0
fight,0,0,0,0,0,1,0,0,0,0,14,0
maintain,0,0,0,0,0,0,0,0,0,0,51,0
foothold,0,0,0,0,0,7,0,0,0,0,0,0
cultivate,0,0,0,0,0,0,0,0,0,0,3,0
resource,0,0,0,0,0,29,0,0,0,0,0,0
being,0,0,0,0,0,3,0,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,0,0,11,0
valuable,11,0,0,0,0,0,0,0,0,0,0,0
commodity,0,0,0,0,0,17,0,0,0,0,0,0
arrival,0,0,0,0,0,9,0,0,0,0,0,0
enslave,0,0,0,0,0,0,0,0,0,0,1,0
keep,0,0,0,0,0,0,0,0,0,0,7,0
send,0,0,0,0,0,0,0,0,0,0,20,0
begin,0,0,0,0,0,0,0,0,0,0,124,0
continent,0,0,0,0,0,6,0,0,0,0,0,0
able,34,0,0,0,0,0,0,0,0,0,0,0
exploit,0,0,0,0,0,0,0,0,0,0,19,0
seek,0,0,0,0,0,0,0,0,0,0,31,0
work,0,0,0,0,0,9,0,0,0,0,28,0
newly,0,0,8,0,0,0,0,0,0,0,0,0
plantation,0,0,0,0,0,35,0,0,0,0,0,0
small,63,0,0,0,0,0,0,0,0,0,0,0
spring,0,0,0,0,0,0,0,0,0,0,1,0
supply,0,0,0,0,0,27,0,0,0,0,12,0
field,0,0,0,0,0,3,0,0,0,0,0,0
worker,0,0,0,0,0,11,0,0,0,0,0,0
caribbean,2,0,0,0,0,0,0,0,0,0,0,0
majority,0,0,0,0,0,21,0,0,0,0,0,0
coastal,50,0,0,0,0,0,0,0,0,0,0,0
adjacent,9,0,0,0,0,0,0,0,0,0,0,0
number,0,0,0,0,0,71,0,0,0,0,2,0
indigenous,10,0,0,0,0,0,0,0,0,0,0,0
approximately,0,0,5,0,0,0,0,0,0,0,0,0
million,0,0,0,0,0,4,58,0,0,0,0,0
additional,6,0,0,0,0,0,0,0,0,0,0,0
die,0,0,0,0,0,0,0,0,0,0,14,0
change,0,0,0,0,0,28,0,0,0,0,15,0
attitude,0,0,0,0,0,5,0,0,0,0,0,0
buying,0,0,0,0,0,1,0,0,0,0,0,0
selling,0,0,0,0,0,1,0,0,0,0,0,0
lead,0,0,0,0,0,2,0,0,0,0,123,0
abolition,0,0,0,0,0,5,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,0,49,0
end,0,0,0,0,0,40,0,0,0,0,16,0
atlantic,10,0,0,0,0,0,0,0,0,0,0,0
second,22,0,1,0,0,0,0,0,0,0,0,1
half,2,0,0,0,7,18,0,0,0,0,0,0
mean,0,0,0,0,0,13,0,0,0,0,20,0
labour,0,0,0,0,0,32,0,0,0,0,0,0
european,140,0,0,0,0,0,0,0,0,0,0,0
design,0,0,0,0,0,3,0,0,0,0,3,0
compete,0,0,0,0,0,0,0,0,0,0,17,0
control,0,0,0,0,0,90,0,0,0,0,49,0
new,158,0,0,0,0,0,0,0,0,0,0,0
colonial,103,0,0,0,0,0,0,0,0,0,0,0
parcel,0,0,0,0,0,1,0,0,0,0,1,0
certain,11,0,0,0,0,0,0,0,0,0,0,0
colonize,0,0,0,0,0,0,0,0,0,0,7,0
free,19,0,0,0,0,0,0,0,0,0,15,0
american,37,0,0,0,0,0,0,0,0,0,0,0
territory,0,0,0,0,0,124,0,0,0,0,0,0
subdue,0,0,0,0,0,0,0,0,0,0,6,0
prove,0,0,0,0,0,0,0,0,0,0,9,0
extremely,0,0,8,0,0,0,0,0,0,0,0,0
difficult,9,0,0,0,0,0,0,0,0,0,0,0
consume,0,0,0,0,0,0,0,0,0,0,2,0
costly,7,0,0,0,0,0,0,0,0,0,0,0
scramble,0,0,0,0,0,7,0,0,0,0,0,0
possession,0,0,0,0,0,13,0,0,0,0,0,0
rationalize,0,0,0,0,0,0,0,0,0,0,1,0
far,1,0,42,0,0,0,0,0,0,0,0,0
superior,5,0,0,0,0,0,0,0,0,0,0,0
terrible,1,0,0,0,0,0,0,0,0,0,0,0
carnage,0,0,0,0,0,1,0,0,0,0,0,0
force,0,0,0,0,0,63,0,0,0,0,16,0
evaluate,0,0,0,0,0,0,0,0,0,0,1,0
notion,0,0,0,0,0,1,0,0,0,0,0,0
coincide,0,0,0,0,0,0,0,0,0,0,1,0
effort,0,0,0,0,0,24,0,0,0,0,0,0
shake,0,0,0,0,0,0,0,0,0,0,1,0
attract,0,0,0,0,0,0,0,0,0,0,9,0
support,0,0,0,0,0,35,0,0,0,0,22,0
politician,0,0,0,0,0,14,0,0,0,0,0,0
french,200,0,0,0,0,0,0,0,0,0,0,0
colony,0,0,0,0,0,154,0,0,0,0,0,0
british,229,0,0,0,0,0,0,0,0,0,0,0
sub,5,0,0,0,0,0,0,0,0,0,0,0
gain,0,0,0,0,0,4,0,0,0,0,45,0
independence,0,0,0,0,0,87,0,0,0,0,0,0
quickly,0,0,16,0,0,0,0,0,0,0,0,0
leader,0,0,0,0,0,68,0,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,0,0,16,0
make,0,0,0,0,0,0,0,0,0,0,5,0
clear,6,0,1,0,0,0,0,0,0,0,1,0
array,0,0,0,0,0,2,0,0,0,0,0,0
distinct,2,0,0,0,0,0,0,0,0,0,0,0
divide,0,0,0,0,0,1,0,0,0,0,20,0
respect,0,0,0,0,0,5,0,0,0,0,0,0
geographic,5,0,0,0,0,0,0,0,0,0,0,0
ethnic,25,0,0,0,0,0,0,0,0,0,0,0
boundary,0,0,0,0,0,15,0,0,0,0,0,0
affect,0,0,0,0,0,0,0,0,0,0,12,0
numerous,14,0,0,0,0,0,0,0,0,0,0,0
aspect,0,0,0,0,0,6,0,0,0,0,0,0
example,0,0,0,0,0,22,0,0,0,0,0,0
citizen,0,0,0,0,0,15,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,0,28,0
language,0,0,0,0,0,29,0,0,0,0,0,0
official,11,0,0,0,0,27,0,0,0,0,0,0
pre,3,0,0,0,0,0,0,0,0,0,0,0
apparent,6,0,0,0,0,0,0,0,0,0,0,0
communicate,0,0,0,0,0,0,0,0,0,0,1,0
fall,0,0,0,0,0,0,0,0,0,0,10,0
family,0,0,0,0,0,22,0,0,0,0,0,0
deep,4,0,2,0,0,0,0,0,0,0,0,0
connection,0,0,0,0,0,3,0,0,0,0,0,0
predate,0,0,0,0,0,0,0,0,0,0,1,0
additionally,0,0,2,0,0,0,0,0,0,0,0,0
jihad,0,0,0,0,0,31,0,0,0,0,0,0
holy,3,0,0,0,0,0,0,0,0,0,0,0
war,1,0,0,0,0,83,0,0,0,0,1,0
contribute,0,0,0,0,0,0,0,0,0,0,13,0
currently,0,0,1,0,0,0,0,0,0,0,0,0
religion,0,0,0,0,0,9,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,29,0,0
economically,0,0,4,0,0,0,0,0,0,0,0,0
crippling,1,0,0,0,0,0,0,0,0,0,0,0
legacy,0,0,0,0,0,1,0,0,0,0,0,0
produce,0,0,0,0,0,21,0,0,0,0,36,0
select,1,0,0,0,0,0,0,0,0,0,5,0
today,0,0,0,0,0,16,0,0,0,0,0,0
have,0,0,0,0,0,0,0,0,0,0,9,0
rely,0,0,0,0,0,0,0,0,0,0,7,0
basic,4,0,0,0,0,0,0,0,0,0,0,0
necessity,0,0,0,0,0,2,0,0,0,0,0,0
disadvantage,0,0,0,0,0,2,0,0,0,0,0,0
result,0,0,0,0,0,38,0,0,0,0,24,0
poverty,0,0,0,0,0,5,0,0,0,0,0,0
heavy,7,0,0,0,0,0,0,0,0,0,0,0
burden,0,0,0,0,0,5,0,0,0,0,0,0
debt,0,0,0,0,0,14,0,0,0,0,0,0
suffer,0,0,0,0,0,0,0,0,0,0,5,0
devastating,3,0,0,0,0,0,0,0,0,0,0,0
civil,40,0,0,0,0,0,0,0,0,0,0,0
upheaval,0,0,0,0,0,2,0,0,0,0,0,0
brutal,7,0,0,0,0,0,0,0,0,0,0,0
regime,0,0,0,0,0,30,0,0,0,0,0,0
dictator,0,0,0,0,0,1,0,0,0,0,0,0
prompt,0,0,0,0,0,0,0,0,0,0,5,0
impose,0,0,0,0,0,0,0,0,0,0,20,0
sanction,0,0,0,0,0,4,0,0,0,0,0,0
pressure,0,0,0,0,0,17,0,0,0,0,1,0
government,1,0,0,0,0,275,0,0,0,0,0,0
comply,0,0,0,0,0,0,0,0,0,0,4,0
international,39,0,0,0,0,0,0,0,0,0,0,0
law,0,0,0,0,0,23,0,0,0,0,0,0
challenge,0,0,0,0,0,7,0,0,0,0,8,0
appear,0,0,0,0,0,0,0,0,0,0,15,0
poise,0,0,0,0,0,0,0,0,0,0,2,0
manage,0,0,0,0,0,0,0,0,0,0,4,0
improve,0,0,0,0,0,0,0,0,0,0,17,0
quality,0,0,0,0,0,3,0,0,0,0,0,0
life,0,0,0,0,0,25,0,0,0,0,0,0
boast,0,0,0,0,0,0,0,0,0,0,1,0
diamond,0,0,0,0,0,19,0,0,0,0,0,0
uranium,0,0,0,0,0,1,0,0,0,0,0,0
petroleum,0,0,0,0,0,10,0,0,0,0,0,0
bauxite,0,0,0,0,0,5,0,0,0,0,0,0
aluminium,0,0,0,0,0,1,0,0,0,0,0,0
avidly,0,0,1,0,0,0,0,0,0,0,0,0
investment,0,0,0,0,0,16,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,19,0
see,0,0,0,0,0,0,0,0,0,0,18,0
grow,0,0,0,0,0,0,0,0,0,0,45,0
stable,9,0,0,0,0,0,0,0,0,0,0,0
elect,0,0,0,0,0,0,0,0,0,0,44,0
president,0,0,0,0,0,96,0,0,0,0,0,0
woman,0,0,0,0,0,15,0,0,0,0,0,0
head,0,0,0,0,0,28,0,0,0,0,11,0
future,2,0,0,0,0,7,0,0,0,0,0,0
health,0,0,0,0,0,7,0,0,0,0,0,0
depend,0,0,0,0,0,0,0,0,0,0,7,0
large,82,0,7,0,0,0,0,0,0,0,0,0
degree,0,0,0,0,0,12,0,0,0,0,0,0
individual,11,0,0,0,0,4,0,0,0,0,0,0
achieve,0,0,0,0,0,0,0,0,0,0,32,0
understanding,0,0,0,0,0,1,0,0,0,0,0,0
compromise,0,0,0,0,0,2,0,0,0,0,1,0
fact,0,0,0,0,0,25,0,0,0,0,0,0
shape,0,0,0,0,0,1,0,0,0,0,2,0
race,0,0,0,0,0,2,0,0,0,0,0,0
lack,0,0,0,0,0,3,0,0,0,0,3,0
knowledge,0,0,0,0,0,4,0,0,0,0,0,0
archaeological,12,0,0,0,0,0,0,0,0,0,0,0
oral,3,0,0,0,0,0,0,0,0,0,0,0
art,0,0,0,0,0,8,0,0,0,0,0,0
object,0,0,0,0,0,2,0,0,0,0,2,0
artifact,0,0,0,0,0,2,0,0,0,0,0,0
richly,0,0,1,0,0,0,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,0,18,0
learn,0,0,0,0,0,0,0,0,0,0,3,0
term,0,0,0,0,0,43,0,0,0,0,0,0
book,0,0,0,0,0,3,0,0,0,0,0,0
designate,0,0,0,0,0,0,0,0,0,0,6,0
refer,0,0,0,0,0,0,0,0,0,0,8,0
conventionally,0,0,1,0,0,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,0,0,3,0
primarily,0,0,11,0,0,0,0,0,0,0,0,0
designation,0,0,0,0,0,1,0,0,0,0,0,0
comprise,0,0,0,0,0,0,0,0,0,0,8,0
consider,0,0,0,0,0,0,0,0,0,0,7,0
part,0,0,0,0,0,22,0,0,0,0,0,0
reasonable,3,0,0,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,9,0,0,0,0,0,0
writing,0,0,0,0,0,3,0,0,0,0,0,0
available,24,0,0,0,0,0,0,0,0,0,0,0
complete,13,0,0,0,0,0,0,0,0,0,9,0
conquest,0,0,0,0,0,37,0,0,0,0,0,0
come,0,0,0,0,0,0,0,0,0,0,52,0
termini,0,0,0,0,0,2,0,0,0,0,0,0
lively,1,0,0,0,0,0,0,0,0,0,0,0
geographer,0,0,0,0,0,3,0,0,0,0,0,0
historian,0,0,0,0,0,4,0,0,0,0,0,0
flourish,0,0,0,0,0,0,0,0,0,0,10,0
muslim,72,0,0,0,0,0,0,0,0,0,0,0
amount,0,0,0,0,0,5,0,0,0,0,2,0
information,0,0,0,0,0,2,0,0,0,0,0,0
black,27,0,0,0,0,4,0,0,0,0,0,0
south,0,0,21,0,0,49,0,0,0,0,0,0
island,0,0,0,0,0,44,0,0,0,0,0,0
landlocked,5,0,0,0,0,0,0,0,0,0,0,0
limitation,0,0,0,0,0,1,0,0,0,0,0,0
writer,0,0,0,0,0,2,0,0,0,0,0,0
contemptuous,1,0,0,0,0,0,0,0,0,0,0,0
non,7,0,0,0,0,0,0,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,0,11,0
little,31,0,5,0,0,0,0,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,0,0,20,0
concentrate,0,0,0,0,0,0,0,0,0,0,18,0
condemn,0,0,0,0,0,0,0,0,0,0,5,0
strike,0,0,0,0,0,13,0,0,0,0,2,0
monstrous,1,0,0,0,0,0,0,0,0,0,0,0
aberration,0,0,0,0,0,1,0,0,0,0,0,0
conversely,0,0,2,0,0,0,0,0,0,0,0,0
doubtless,1,0,1,0,0,0,0,0,0,0,0,0
exaggerate,0,0,0,0,0,0,0,0,0,0,1,0
importance,0,0,0,0,0,13,0,0,0,0,0,0
islamization,0,0,0,0,0,2,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,0,0,27,0
probably,0,0,25,0,0,0,0,0,0,0,0,0
finally,0,0,13,0,0,0,0,0,0,0,0,0
penetrate,0,0,0,0,0,0,0,0,0,0,7,0
urban,12,0,0,0,0,0,0,0,0,0,0,0
exist,0,0,0,0,0,0,0,0,0,0,15,0
fringe,0,0,0,0,0,6,0,0,0,0,0,0
cultivable,1,0,0,0,0,0,0,0,0,0,0,0
savanna,0,0,0,0,0,13,0,0,0,0,0,0
front,0,0,0,0,0,1,0,0,0,0,1,0
marche,0,0,0,0,0,2,0,0,0,0,0,0
picture,0,0,0,0,0,2,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,31,0
interest,0,0,0,0,0,50,0,0,0,0,0,0
right,2,0,1,0,0,32,0,0,0,0,0,0
beginning,0,0,0,0,0,21,0,0,0,0,0,0
contact,0,0,0,0,0,17,0,0,0,0,0,0
