word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,SCONJ,VERB,X
belemnite,0,0,0,0,0,11,0,0,0,0
home,0,0,0,0,0,1,0,0,0,0
ancestor,0,0,0,0,0,28,0,0,0,0
turtle,0,0,0,0,0,14,0,0,0,0
crocodile,0,0,0,0,0,23,0,0,0,0
area,0,0,0,0,0,81,0,0,0,0
efficient,12,0,0,0,0,0,0,0,0,0
predator,0,0,0,0,0,43,0,0,0,0
consistently,0,0,1,0,0,0,0,0,0,0
win,0,0,0,0,0,0,0,0,1,0
good,9,0,0,0,0,0,0,0,0,0
food,0,0,0,0,0,29,0,0,0,0
shelter,0,0,0,0,0,1,0,0,0,0
thecodont,0,0,0,0,0,4,0,0,0,0
swift,4,0,1,0,0,0,0,0,0,0
bipedal,28,0,0,0,0,0,0,0,0,0
glide,0,0,0,0,0,1,0,0,3,0
somewhat,0,0,14,0,0,0,0,0,0,0
true,26,0,0,0,0,0,0,0,0,0
pterosaur,2,0,0,0,0,43,0,0,0,0
fly,0,0,0,0,0,2,0,0,26,0
stage,0,0,0,0,0,95,0,0,0,0
niche,0,0,0,0,0,6,0,0,0,0
assume,0,0,0,0,0,0,0,0,10,0
caption,0,0,0,0,0,26,0,0,0,3
source,0,0,0,0,0,11,0,0,0,0
type,0,0,0,0,0,80,0,0,0,0
light,8,0,0,0,0,5,0,0,0,0
normally,0,0,3,0,0,0,0,0,0,0
pound,0,0,0,0,0,15,0,0,0,0
respectively,0,0,6,0,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,15,0
real,1,0,0,0,0,0,0,0,0,0
herbivorous,20,0,0,0,0,0,0,0,0,0
wolf,0,0,0,0,0,3,0,0,0,0
sized,9,0,0,0,0,0,0,0,0,0
forerunner,0,0,0,0,0,2,0,0,0,0
herring,0,0,0,0,0,1,0,0,0,0
progenitor,0,0,0,0,0,1,0,0,0,0
entrance,0,0,0,0,0,1,0,0,0,0
geologically,0,0,2,0,0,0,0,0,0,0
active,14,0,0,0,0,0,0,0,0,0
tame,1,0,0,0,0,0,0,0,0,0
increased,4,0,0,0,0,0,0,0,0,0
tectonic,16,0,0,0,0,4,0,0,0,0
apart,0,0,11,0,0,0,0,0,0,0
create,0,0,0,0,0,0,0,0,18,0
produce,0,0,0,0,0,0,0,0,21,0
extreme,4,0,0,0,0,1,0,0,0,0
volcanic,27,0,0,0,0,0,0,0,0,0
activity,0,0,0,0,0,42,0,0,0,0
collide,0,0,0,0,0,0,0,0,7,0
upthrust,0,0,0,0,0,1,0,0,0,0
responsible,3,0,0,0,0,0,0,0,0,0
range,0,0,0,0,0,24,0,0,14,0
assortment,0,0,0,0,0,1,0,0,0,0
grouping,0,0,0,0,0,4,0,0,0,0
geologist,0,0,0,0,0,13,0,0,0,0
ascertain,0,0,0,0,0,0,0,0,1,0
compare,0,0,0,0,0,0,0,0,10,0
formation,0,0,0,0,0,25,0,0,0,0
see,0,0,0,0,0,0,0,0,22,0
fossil,21,0,0,0,0,247,0,0,0,0
research,0,0,0,0,0,1,0,0,0,0
methodology,0,0,0,0,0,1,0,0,0,0
help,0,0,0,0,0,1,0,0,9,0
understand,0,0,0,0,0,0,0,0,13,0
join,0,0,0,0,0,0,0,0,14,0
igneous,19,0,0,0,0,0,0,0,0,0
metamorphic,4,0,0,0,0,0,0,0,0,0
common,49,0,0,0,0,0,0,0,0,0
late,86,0,1,0,0,0,0,0,0,0
air,0,0,0,0,0,12,0,0,0,0
temperature,0,0,0,0,0,51,0,0,0,0
increase,0,0,0,0,0,8,0,0,22,0
likely,12,0,12,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,17,0
seafloor,0,0,0,0,0,21,0,0,0,0
turn,0,0,0,0,0,4,0,0,6,0
release,0,0,0,0,0,1,0,0,4,0
amount,0,0,0,0,0,7,0,0,0,0
carbon,0,0,0,0,0,8,0,0,0,0
dioxide,0,0,0,0,0,5,0,0,0,0
greenhouse,0,0,0,0,0,4,0,0,0,0
gas,0,0,0,0,0,3,0,0,0,0
concentration,0,0,0,0,0,6,0,0,0,0
contribute,0,0,0,0,0,0,0,0,7,0
high,70,0,2,0,0,0,0,0,0,0
overall,5,0,1,0,0,0,0,0,0,0
globe,0,0,0,0,0,4,0,0,0,0
consequently,0,0,8,0,0,0,0,0,0,0
tropical,14,0,0,0,0,0,0,0,0,0
sluggish,2,0,0,0,0,0,0,0,0,0
decrease,0,0,0,0,0,2,0,0,9,0
wind,0,0,0,0,0,12,0,0,0,0
beginning,0,0,0,0,0,16,0,0,0,0
number,0,0,0,0,0,40,0,0,1,0
giant,21,0,0,0,0,0,0,0,0,0
microscopic,5,0,0,0,0,0,0,0,0,0
addition,0,0,0,0,0,26,0,0,0,0
plankton,0,0,0,0,0,7,0,0,0,0
emerge,0,0,0,0,0,0,0,0,8,0
deep,24,0,2,0,0,0,0,0,0,0
sediment,0,0,0,0,0,71,0,0,0,0
bony,40,0,0,0,0,2,0,0,0,0
leedsichthy,0,0,0,0,0,3,0,0,0,0
pliosaur,0,0,0,0,0,10,0,0,0,0
carnivorous,34,0,0,0,0,0,0,0,0,0
record,0,0,0,0,0,35,0,0,4,0
lobster,0,0,0,0,0,2,0,0,0,0
crab,0,0,0,0,0,3,0,0,0,0
shrimp,0,0,0,0,0,3,0,0,0,0
varied,4,0,0,0,0,0,0,0,0,0
plentiful,3,0,0,0,0,0,0,0,0,0
jurassic,51,0,0,0,0,2,0,0,0,0
seafood,0,0,0,0,0,1,0,0,0,0
dinner,0,0,0,0,0,1,0,0,0,0
impact,0,0,0,0,0,20,0,0,0,0
extensive,18,0,0,0,0,0,0,0,0,0
lead,0,0,0,0,0,1,0,0,16,0
continual,2,0,0,0,0,0,0,0,0,0
battle,0,0,0,0,0,1,0,0,0,0
behaviour,0,0,0,0,0,5,0,0,0,0
story,0,0,0,0,0,3,0,0,0,0
abundant,22,0,0,0,0,0,0,0,0,0
terrestrial,45,0,0,0,0,0,0,0,0,0
insect,0,0,0,0,0,9,0,0,0,0
dragonfly,0,0,0,0,0,2,0,0,0,0
beetle,0,0,0,0,0,2,0,0,0,0
ant,0,0,0,0,0,2,0,0,0,0
bee,0,0,0,0,0,4,0,0,0,0
intriguing,2,0,0,0,0,0,0,0,0,0
clue,0,0,0,0,0,6,0,0,0,0
flower,0,0,0,0,0,0,0,0,6,0
multiply,0,0,0,0,0,0,0,0,1,0
flourish,0,0,0,0,0,0,0,0,13,0
sauropod,11,0,0,0,0,51,0,0,0,0
peak,0,0,0,0,0,6,0,0,0,0
size,0,0,0,0,0,66,0,0,0,0
diversity,0,0,0,0,0,29,0,0,0,0
able,14,0,0,0,0,0,0,0,0,0
observe,0,0,0,0,0,0,0,0,4,0
inhabitant,0,0,0,0,0,4,0,0,0,0
nearly,0,0,31,0,0,0,0,0,0,0
stealthily,0,0,1,0,0,0,0,0,0,0
upright,5,0,4,0,0,0,0,0,0,0
sneak,0,0,0,0,0,0,0,0,1,0
spike,0,0,0,0,0,18,0,0,0,0
tailed,3,0,0,0,0,0,0,0,0,0
armour,0,0,0,0,0,12,0,0,0,0
plated,4,0,0,0,0,0,0,0,0,0
munch,0,0,0,0,0,0,0,0,1,0
crocodilian,1,0,0,0,0,5,0,0,0,0
shore,0,0,0,0,0,3,0,0,0,0
meat,0,0,0,0,0,3,0,0,0,0
impressive,2,0,0,0,0,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,40,0
top,0,0,0,0,0,1,0,0,1,0
tall,12,0,0,0,0,0,0,0,0,0
voracious,2,0,0,0,0,0,0,0,0,0
prove,0,0,0,0,0,0,0,0,7,0
study,0,0,0,0,0,16,0,0,12,0
bite,0,0,0,0,0,8,0,0,2,0
mark,0,0,0,0,0,4,0,0,16,0
show,0,0,0,0,0,0,0,0,30,0
coprolite,0,0,0,0,0,8,0,0,0,0
fossilized,12,0,0,0,0,0,0,0,0,0
fece,0,0,0,0,0,3,0,0,0,0
span,0,0,0,0,0,16,0,0,10,0
total,7,0,0,0,0,1,0,0,0,0
end,2,0,0,0,0,87,0,0,15,0
evolve,0,0,0,0,0,0,0,0,59,0
daycontinent,0,0,0,0,0,1,0,0,0,0
exception,0,0,0,0,0,6,0,0,0,0
surround,0,0,0,0,0,0,0,0,11,0
connect,0,0,0,0,0,0,0,0,7,0
polar,7,0,0,0,0,0,0,0,0,0
region,0,0,0,0,0,84,0,0,0,0
cover,0,0,0,0,0,0,0,0,38,0
ice,0,0,0,0,0,7,0,0,0,0
circulation,0,0,0,0,0,15,0,0,0,0
depress,0,0,0,0,0,0,0,0,1,0
develop,0,0,0,0,0,0,0,0,48,0
characteristic,9,0,0,0,0,16,0,0,0,0
shape,0,0,0,0,0,20,0,0,16,0
placental,5,0,0,0,0,3,0,0,0,0
clam,0,0,0,0,0,10,0,0,0,0
snail,0,0,0,0,0,8,0,0,0,0
snake,0,0,0,0,0,6,0,0,0,0
sky,0,0,0,0,0,2,0,0,0,0
feather,0,0,0,0,0,33,0,0,1,0
horn,0,0,0,0,0,28,0,0,0,0
albertosaur,0,0,0,0,0,6,0,0,0,0
slightly,0,0,23,0,0,0,0,0,0,0
version,0,0,0,0,0,1,0,0,0,0
probable,11,0,0,0,0,0,0,0,0,0
thick,30,0,0,0,0,0,0,0,0,0
collar,0,0,0,0,0,1,0,0,0,0
defence,0,0,0,0,0,1,0,0,0,0
etc,0,0,0,0,0,0,0,0,0,2
discover,0,0,0,0,0,0,0,0,47,0
maxe,0,0,0,0,0,0,0,0,1,0
skull,0,0,0,0,0,105,0,0,0,0
significant,25,0,0,0,0,0,0,0,0,0
related,42,0,0,0,0,0,0,0,0,0
rat,0,0,0,0,0,2,0,0,0,0
ungulate,0,0,0,0,0,4,0,0,0,0
deer,0,0,0,0,0,1,0,0,0,0
french,2,0,0,0,0,0,0,0,0,0
chalk,0,0,0,0,0,21,0,0,0,0
describe,0,0,0,0,0,0,0,0,26,0
deposit,0,0,0,0,0,89,0,0,47,0
certain,25,0,0,0,0,0,0,0,0,0
feature,0,0,0,0,0,79,0,0,3,0
majority,0,0,0,0,0,7,0,0,0,0
petroleum,0,0,0,0,0,9,0,0,0,0
coal,0,0,0,0,0,12,0,0,0,0
ore,0,0,0,0,0,3,0,0,0,0
contain,0,0,0,0,0,0,0,0,57,0
gold,0,0,0,0,0,4,0,0,0,0
silver,0,0,0,0,0,2,0,0,0,0
copper,0,0,0,0,0,2,0,0,0,0
metal,0,0,0,0,0,3,0,0,0,0
sudden,5,0,0,0,0,0,0,0,0,0
roughly,0,0,8,0,0,0,0,0,0,0
contend,0,0,0,0,0,0,0,0,2,0
transition,0,0,0,0,0,12,0,0,0,0
strike,0,0,0,0,0,1,0,0,2,0
mile,0,0,0,0,0,13,0,0,0,0
diameter,0,0,0,0,0,7,0,0,0,0
asteroid,0,0,0,0,0,15,0,0,0,0
organism,0,0,0,0,0,32,0,0,0,0
go,0,0,0,0,0,0,0,0,11,0
prior,1,0,4,0,0,0,0,0,0,0
disappearance,0,0,0,0,0,2,0,0,0,0
directly,0,0,9,0,0,0,0,0,0,0
attrition,0,0,0,0,0,1,0,0,0,0
ash,0,0,0,0,0,8,0,0,0,0
plume,0,0,0,0,0,1,0,0,0,0
cenozoic,4,0,0,0,0,0,0,0,0,0
remnant,1,0,0,0,0,4,0,0,0,0
fauna,0,0,0,0,0,25,0,0,0,0
live,3,0,0,0,0,0,0,0,91,0
transform,0,0,0,0,0,0,0,0,2,0
popular,4,0,0,0,0,0,0,0,0,0
exhibit,0,0,0,0,0,2,0,0,5,0
museum,0,0,0,0,0,6,0,0,0,0
display,0,0,0,0,0,10,0,0,7,0
undeniably,0,0,2,0,0,0,0,0,0,0
prominent,14,0,0,0,0,0,0,0,0,0
scientific,7,0,0,0,0,0,0,0,0,0
interpretation,0,0,0,0,0,2,0,0,0,0
capture,0,0,0,0,0,0,0,0,2,0
imagination,0,0,0,0,0,1,0,0,0,0
public,1,0,0,0,0,3,0,0,0,0
well,9,0,26,0,0,0,0,0,0,0
second,22,0,0,0,0,1,0,0,0,0
phanerozoic,1,0,0,0,0,0,0,0,0,0
derive,0,0,0,0,0,0,0,0,37,0
dawn,0,0,0,0,0,4,0,0,0,0
division,0,0,0,0,0,38,0,0,0,0
difference,0,0,0,0,0,22,0,0,0,0
equatorial,6,0,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,14,0,0,0,0
biological,8,0,0,0,0,0,0,0,0,0
configuration,0,0,0,0,0,13,0,0,0,0
distinct,15,0,0,0,0,0,0,0,0,0
modernization,0,0,0,0,0,1,0,0,0,0
partly,0,0,2,0,0,0,0,0,0,0
demise,0,0,0,0,0,5,0,0,0,0
history,0,0,0,0,0,25,0,0,0,0
associate,0,0,0,0,0,0,0,0,20,0
boundary,0,0,0,0,0,49,0,0,0,0
precede,0,0,0,0,0,0,0,0,2,0
subsequent,8,0,0,0,0,0,0,0,0,0
outset,0,0,0,0,0,1,0,0,0,0
supercontinent,4,0,0,0,0,8,0,0,0,0
close,19,0,7,0,0,6,0,0,6,0
fragment,0,0,0,0,0,15,0,0,2,0
multiple,6,0,0,0,0,0,0,0,0,0
landmass,0,0,0,0,0,25,0,0,0,0
fragmentation,0,0,0,0,0,3,0,0,0,0
rifting,0,0,0,0,0,11,0,0,0,0
lie,0,0,0,0,0,0,0,0,9,0
widen,0,0,0,0,0,0,0,0,3,0
cut,0,0,0,0,0,0,0,0,2,0
sufficiently,0,0,4,0,0,0,0,0,0,0
progress,0,0,0,0,0,1,0,0,6,0
oceanic,18,0,0,0,0,0,0,0,0,0
spread,0,0,0,0,0,0,0,0,12,0
centre,0,0,0,0,0,7,0,0,1,0
pull,0,0,0,0,0,0,0,0,3,0
near,2,38,0,0,0,0,0,0,0,0
drift,0,0,0,0,0,2,0,0,3,0
northwestward,0,0,1,0,0,0,0,0,0,0
rifte,0,0,0,0,0,0,0,0,1,0
rupture,0,0,0,0,0,0,0,0,2,0
accumulate,0,0,0,0,0,0,0,0,17,0
linear,1,0,0,0,0,0,0,0,0,0
trough,0,0,0,0,0,5,0,0,0,0
margin,0,0,0,0,0,33,0,0,0,0
basin,0,0,0,0,0,29,0,0,0,0
age,0,0,0,0,0,37,0,0,0,0
circum,12,0,0,0,0,0,0,0,0,0
pacific,12,0,0,0,0,0,0,0,0,0
coast,0,0,0,0,0,11,0,0,0,0
eastern,27,0,0,0,0,0,0,0,0,0
northern,39,0,0,0,0,0,0,0,0,0
southern,41,0,0,0,0,0,0,0,0,0
