word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,PRON,SCONJ,VERB
squarely,0,0,1,0,0,0,0,0,0
letter,0,0,0,0,3,0,0,0,0
queen,0,0,0,0,2,0,0,0,0
content,0,0,0,0,2,0,0,0,0
twice,0,0,1,0,0,0,0,0,0
good,1,0,0,0,0,0,0,0,0
subject,1,0,0,0,2,0,0,0,0
finish,0,0,0,0,0,0,0,0,1
respectfully,0,0,1,0,0,0,0,0,0
majesty,0,0,0,0,1,0,0,0,0
loyal,1,0,0,0,0,0,0,0,0
crown,0,0,0,0,1,0,0,0,0
royalty,0,0,0,0,2,0,0,0,0
hand,0,0,0,0,1,0,0,0,0
pretty,0,0,1,0,0,0,0,0,0
audience,0,0,0,0,1,0,0,0,0
despite,0,0,0,0,0,0,0,2,0
opportunity,0,0,0,0,1,0,0,0,0
recall,0,0,0,0,0,0,0,0,1
coolly,0,0,1,0,0,0,0,0,0
face,0,0,0,0,2,0,0,0,0
annoyed,1,0,0,0,0,0,0,0,0
upset,1,0,0,0,0,0,0,0,0
angry,1,0,0,0,0,0,0,0,0
overwhelm,0,0,0,0,0,0,0,0,1
alive,3,0,0,0,0,0,0,0,0
dead,1,0,0,0,0,0,0,0,0
distraught,1,0,0,0,0,0,0,0,0
mood,0,0,0,0,1,0,0,0,0
change,0,0,0,0,0,0,0,0,4
feeling,0,0,0,0,1,0,0,0,0
kinship,0,0,0,0,1,0,0,0,0
positive,1,0,0,0,0,0,0,0,0
effect,0,0,0,0,3,0,0,0,0
revise,0,0,0,0,0,0,0,0,1
book,0,0,0,0,1,0,0,0,0
experience,0,0,0,0,1,0,0,0,0
postcard,0,0,0,0,1,0,0,0,0
wear,0,0,0,0,0,0,0,0,9
monument,0,0,0,0,1,0,0,0,0
illness,0,0,0,0,2,0,0,0,0
prepare,0,0,0,0,0,0,0,0,2
ill,1,0,0,0,0,0,0,0,0
lung,0,0,0,0,1,0,0,0,0
smallpox,0,0,0,0,1,0,0,0,0
interrupt,0,0,0,0,0,0,0,0,1
town,0,0,0,0,1,0,0,0,0
age,0,0,0,0,2,0,0,0,0
bury,0,0,0,0,0,0,0,0,1
immediately,0,0,1,0,0,0,0,0,0
remain,0,0,0,0,0,0,0,0,1
successful,1,0,0,0,0,0,0,0,0
planter,0,0,0,0,1,0,0,0,0
act,0,0,0,0,0,0,0,0,1
nobility,0,0,0,0,1,0,0,0,0
bulk,0,0,0,0,1,0,0,0,0
wardrobe,0,0,0,0,1,0,0,0,0
finance,0,0,0,0,0,0,0,0,1
clothe,0,0,0,0,1,0,0,0,0
home,0,0,0,0,1,0,0,0,0
apply,0,0,0,0,0,0,0,0,1
colorful,1,0,0,0,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,1
skin,0,0,0,0,4,0,0,0,0
stick,0,0,0,0,0,0,0,0,3
feather,0,0,0,0,4,0,0,0,0
hair,0,0,0,0,5,0,0,0,0
law,0,0,0,0,3,0,0,0,0
outdo,0,0,0,0,0,0,0,0,1
reportedly,0,0,1,0,0,0,0,0,0
arm,0,0,0,0,1,0,0,0,0
dark,1,0,0,0,0,0,0,0,0
ponytail,0,0,0,0,1,0,0,0,0
witness,0,0,0,0,1,0,0,0,0
equal,1,0,0,0,0,0,0,0,0
measure,0,0,0,0,1,0,0,0,0
awe,0,0,0,0,1,0,0,0,0
shock,0,0,0,0,1,0,0,0,0
body,0,0,0,0,1,0,0,0,0
animal,0,0,0,0,2,0,0,0,0
accessory,0,0,0,0,1,0,0,0,0
lasting,1,0,0,0,0,0,0,0,0
influence,0,0,0,0,2,0,0,0,0
resemble,0,0,0,0,0,0,0,0,2
folktale,0,0,0,0,2,0,0,0,0
supernatural,1,0,0,0,0,0,0,0,0
being,0,0,0,0,1,0,0,0,0
element,0,0,0,0,1,0,0,0,0
mythology,0,0,0,0,1,0,0,0,0
explanation,0,0,0,0,1,0,0,0,0
natural,1,0,0,0,0,0,0,0,0
phenomenon,0,0,0,0,1,0,0,0,0
popularly,0,0,1,0,0,0,0,0,0
historical,1,0,0,0,0,0,0,0,0
entirely,0,0,1,0,0,0,0,0,0
verifiable,1,0,0,0,0,0,0,0,0
start,0,0,0,0,0,0,0,0,3
real,1,0,0,0,0,0,0,0,0
person,0,0,0,0,2,0,0,0,0
retell,0,0,0,0,0,0,0,0,1
dramatic,1,0,0,0,0,0,0,0,0
shroud,0,0,0,0,0,0,0,0,1
novel,0,0,0,0,1,0,0,0,0
drama,0,0,0,0,1,0,0,0,0
motion,0,0,0,0,1,0,0,0,0
picture,0,0,0,0,2,0,0,0,0
fanciful,1,0,0,0,0,0,0,0,0
victim,0,0,0,0,1,0,0,0,0
type,0,0,0,0,1,0,0,0,0
reimagining,0,0,0,0,1,0,0,0,0
mythic,1,0,0,0,0,0,0,0,0
description,0,0,0,0,1,0,0,0,0
true,2,0,0,0,0,0,0,0,0
elaborate,1,0,0,0,0,0,0,0,0
buckskin,0,0,0,0,2,0,0,0,0
necessarily,0,0,1,0,0,0,0,0,0
hard,1,0,0,0,0,0,0,0,0
figure,0,0,0,0,0,0,0,0,2
plus,0,0,0,1,0,0,0,0,0
fiction,0,0,0,0,1,0,0,0,0
diary,0,0,0,0,1,0,0,0,0
review,0,0,0,0,0,0,0,0,1
reveal,0,0,0,0,0,0,0,0,1
glimpse,0,0,0,0,1,0,0,0,0
determine,0,0,0,0,0,0,0,0,1
legacy,0,0,0,0,1,0,0,0,0
portray,0,0,0,0,0,0,0,0,1
suit,0,0,0,0,0,0,0,0,1
understandable,1,0,0,0,0,0,0,0,0
writer,0,0,0,0,1,0,0,0,0
interject,0,0,0,0,0,0,0,0,1
vision,0,0,0,0,2,0,0,0,0
particular,1,0,0,0,0,0,0,0,0
fill,0,0,0,0,0,0,0,0,1
gap,0,0,0,0,1,0,0,0,0
reasonable,1,0,0,0,0,0,0,0,0
assumption,0,0,0,0,1,0,0,0,0
physical,1,0,0,0,0,0,0,0,0
appearance,0,0,0,0,1,0,0,0,0
literature,0,0,0,0,1,0,0,0,0
art,0,0,0,0,1,0,0,0,0
stereotypical,1,0,0,0,0,0,0,0,0
modest,1,0,0,0,0,0,0,0,0
flow,0,0,0,0,0,0,0,0,1
black,2,0,0,0,0,0,0,0,0
truth,0,0,0,0,1,0,0,0,0
gather,0,0,0,0,0,0,0,0,1
colonial,1,0,0,0,0,0,0,0,0
writing,0,0,0,0,1,0,0,0,0
typically,0,0,1,0,0,0,0,0,0
completely,0,0,2,0,0,0,0,0,0
naked,1,0,0,0,0,0,0,0,0
clothing,0,0,0,0,2,0,0,0,0
reach,0,0,0,0,0,0,0,0,1
engraving,0,0,0,0,3,0,0,0,0
complete,1,0,0,0,0,0,0,0,2
european,3,0,0,0,0,0,0,0,0
bulky,1,0,0,0,0,0,0,0,0
jacket,0,0,0,0,1,0,0,0,0
lace,0,0,0,0,1,0,0,0,0
collar,0,0,0,0,1,0,0,0,0
single,1,0,0,0,0,0,0,0,0
band,0,0,0,0,1,0,0,0,0
hat,0,0,0,0,1,0,0,0,0
visible,1,0,0,0,0,0,0,0,0
likeness,0,0,0,0,1,0,0,0,0
pose,0,0,0,0,0,0,0,0,1
journey,0,0,0,0,1,0,0,0,0
tone,0,0,0,0,1,0,0,0,0
dramatically,0,0,1,0,0,0,0,0,0
different,1,0,0,0,0,0,0,0,0
closely,0,0,1,0,0,0,0,0,0
concept,0,0,0,0,1,0,0,0,0
human,1,0,0,0,0,0,0,0,0
beauty,0,0,0,0,1,0,0,0,0
white,2,0,0,0,2,0,0,0,0
lighter,0,0,1,0,0,0,0,0,0
colored,1,0,0,0,0,0,0,0,0
treatment,0,0,0,0,1,0,0,0,0
animate,0,0,0,0,0,0,0,0,2
musical,1,0,0,0,0,0,0,0,0
romance,0,0,0,0,1,0,0,0,0
interracial,3,0,0,0,0,0,0,0,0
refashion,0,0,0,0,0,0,0,0,1
serve,0,0,0,0,0,0,0,0,2
interpret,0,0,0,0,0,0,0,0,1
nineteenth,1,0,0,0,0,0,0,0,0
emphasis,0,0,0,0,1,0,0,0,0
cultural,1,0,0,0,0,0,0,0,0
pre,1,0,0,0,0,0,0,0,0
civil,1,0,0,0,0,0,0,0,0
abolitionist,0,0,0,0,1,0,0,0,0
symbol,0,0,0,0,1,0,0,0,0
possibility,0,0,0,0,1,0,0,0,0
racial,3,0,0,0,0,0,0,0,0
harmony,0,0,0,0,1,0,0,0,0
gloss,0,0,0,0,0,0,0,0,1
mixing,0,0,0,0,1,0,0,0,0
southern,1,0,0,0,0,0,0,0,0
aristocracy,0,0,0,0,1,0,0,0,0
fit,0,0,0,0,0,0,0,0,1
noble,1,0,0,0,0,0,0,0,0
privileged,1,0,0,0,0,0,0,0,0
root,0,0,0,0,2,0,0,0,0
impoverished,1,0,0,0,0,0,0,0,0
slant,0,0,0,0,1,0,0,0,0
northerner,0,0,0,0,1,0,0,0,0
generally,0,0,1,0,0,0,0,0,0
favor,0,0,0,0,0,0,0,0,1
trace,0,0,0,0,0,0,0,0,2
ancestry,0,0,0,0,1,0,0,0,0
relate,0,0,0,0,0,0,0,0,3
somebody,0,0,0,0,0,0,1,0,0
famous,1,0,0,0,0,0,0,0,0
influential,1,0,0,0,0,0,0,0,0
connection,0,0,0,0,3,0,0,0,0
secure,0,0,0,0,0,0,0,0,1
social,1,0,0,0,0,0,0,0,0
status,0,0,0,0,1,0,0,0,0
prominent,2,0,0,0,0,0,0,0,0
society,0,0,0,0,1,0,0,0,0
problem,0,0,0,0,1,0,0,0,0
purity,0,0,0,0,1,0,0,0,0
aim,0,0,0,0,0,0,0,0,1
forbid,0,0,0,0,0,0,0,0,1
mixed,2,0,0,0,0,0,0,0,0
blood,0,0,0,0,3,0,0,0,0
race,0,0,0,0,1,0,0,0,0
proudly,0,0,1,0,0,0,0,0,0
proclaim,0,0,0,0,0,0,0,0,1
decide,0,0,0,0,0,0,0,0,1
enact,0,0,0,0,0,0,0,0,1
legally,0,0,1,0,0,0,0,0,0
percentage,0,0,0,0,2,0,0,0,0
exempt,1,0,0,0,0,0,0,0,0
restriction,0,0,0,0,1,0,0,0,0
blooded,1,0,0,0,0,0,0,0,0
mix,0,0,0,0,0,0,0,0,1
boast,0,0,0,0,0,0,0,0,1
link,0,0,0,0,1,0,0,0,0
have,0,0,0,0,0,0,0,0,1
suffer,0,0,0,0,0,0,0,0,1
negative,1,0,0,0,0,0,0,0,0
consequence,0,0,0,0,1,0,0,0,0
profound,2,0,0,0,0,0,0,0,0
downward,1,0,0,0,0,0,0,0,0
slide,0,0,0,0,1,0,0,0,0
sad,1,0,0,0,0,0,0,0,0
prove,0,0,0,0,0,0,0,0,1
survival,0,0,0,0,1,0,0,0,0
likewise,0,0,1,0,0,0,0,0,0
interest,0,0,0,0,1,0,0,0,0
colonization,0,0,0,0,1,0,0,0,0
truly,0,0,1,0,0,0,0,0,0
left,0,0,1,0,0,0,0,0,0
noticeably,0,0,1,0,0,0,0,0,0
absent,1,0,0,0,0,0,0,0,0
prominently,0,0,1,0,0,0,0,0,0
fame,0,0,0,0,0,0,0,0,1
music,0,0,0,0,1,0,0,0,0
singer,0,0,0,0,2,0,0,0,0
hit,0,0,0,0,2,0,0,0,0
song,0,0,0,0,2,0,0,0,0
title,0,0,0,0,0,0,0,0,1
lyric,0,0,0,0,2,0,0,0,0
line,0,0,0,0,1,0,0,0,0
mad,1,0,0,0,0,0,0,0,0
affair,0,0,0,0,1,0,0,0,0
daddy,0,0,0,0,1,0,0,0,0
try,0,0,0,0,0,0,0,0,1
dare,0,0,0,0,0,0,0,0,1
decade,0,0,0,0,1,0,0,0,0
canadian,1,0,0,0,0,0,0,0,0
songwriter,0,0,0,0,1,0,0,0,0
sing,0,0,0,0,0,0,0,0,2
album,0,0,0,0,1,0,0,0,0
rust,0,0,0,0,1,0,0,0,0
cast,0,0,0,0,0,0,0,0,1
object,0,0,0,0,1,0,0,0,0
romantic,1,0,0,0,0,0,0,0,0
unspoile,0,0,0,0,0,0,0,0,1
finally,0,0,1,0,0,0,0,0,0
moviegoer,0,0,0,0,1,0,0,0,0
singe,0,0,0,0,0,0,0,0,1
wind,0,0,0,0,1,0,0,0,0
film,0,0,0,0,1,0,0,0,0
radio,0,0,0,0,1,0,0,0,0
