word,ADJ,ADP,ADV,DET,NOUN,NUM,VERB,X
natural,3,0,0,0,0,0,0,0
way,0,0,0,0,4,0,0,0
arithmetic,5,0,0,0,11,0,0,0
relationship,0,0,0,0,1,0,0,0
fundamental,9,0,0,0,1,0,0,0
teach,0,0,0,0,0,0,4,0
explain,0,0,0,0,0,0,2,0
follow,0,0,0,0,0,0,24,0
develop,0,0,0,0,0,0,1,0
basic,30,0,0,0,1,0,0,0
principle,0,0,0,0,50,0,0,0
variable,0,0,0,0,11,0,0,0
generalization,0,0,0,0,17,0,0,0
pattern,0,0,0,0,1,0,0,0
need,0,0,0,0,0,0,1,0
know,0,0,0,0,0,0,9,0
real,78,0,0,0,0,0,0,0
apply,0,0,0,0,0,0,7,0
time,0,0,0,0,1,0,0,0
cease,0,0,0,0,0,0,1,0
mystery,0,0,0,0,1,0,0,0
describe,0,0,0,0,0,0,2,0
unlike,0,1,0,0,0,0,0,0
deal,0,0,0,0,0,0,2,0
specific,1,0,0,0,0,0,0,0
introduce,0,0,0,0,0,0,2,0
greatly,0,0,1,0,0,0,0,0
extend,0,0,0,0,0,0,2,0
generality,0,0,0,0,1,0,0,0
scope,0,0,0,0,1,0,0,0
book,0,0,0,0,2,0,0,0
focus,0,0,0,0,0,0,1,0
middle,2,0,0,0,0,0,0,0
refer,0,0,0,0,0,0,4,0
elementary,4,0,0,0,0,0,0,0
general,1,0,0,0,0,0,0,0
property,0,0,0,0,23,0,0,0
relation,0,0,0,0,1,0,0,0
quantity,0,0,0,0,12,0,0,0
principal,1,0,0,0,0,0,0,0
distinguish,0,0,0,0,0,0,1,0
characteristic,0,0,0,0,1,0,0,0
represent,0,0,0,0,0,0,4,0
numerical,4,0,0,0,0,0,0,0
simple,2,0,0,0,0,0,0,0
operation,0,0,0,0,6,0,0,0
system,0,0,0,0,2,0,0,0
originate,0,0,0,0,0,0,2,0
century,0,0,0,0,1,0,0,0
french,2,0,0,0,0,0,0,0
thinker,0,0,0,0,1,0,0,0
especially,0,0,1,0,0,0,0,0
unknown,1,0,0,0,0,0,0,0
indicate,0,0,0,0,0,0,7,0
subtraction,0,0,0,0,3,0,0,0
multiplication,0,0,0,0,13,0,0,0
simply,0,0,5,0,0,0,0,0
adjacent,1,0,0,0,0,0,0,0
product,0,0,0,0,15,0,0,0
expression,0,0,0,0,13,0,0,0
interpret,0,0,0,0,0,0,2,0
interest,0,0,0,0,1,0,0,0
earn,0,0,0,0,0,0,1,0
sum,0,0,0,0,12,0,0,0
dollar,0,0,0,0,3,0,0,0
invest,0,0,0,0,0,0,1,0
annual,1,0,0,0,0,0,0,0
rate,0,0,0,0,1,0,0,0
distance,0,0,0,0,1,0,0,0
travel,0,0,0,0,0,0,1,0
hour,0,0,0,0,2,0,0,0
car,0,0,0,0,1,0,0,0
move,0,0,0,0,0,0,1,0
mile,0,0,0,0,1,0,0,0
flexibility,0,0,0,0,1,0,0,0
representation,0,0,0,0,2,0,0,0
give,0,0,0,0,0,0,9,0
great,2,0,0,0,0,0,0,0
utility,0,0,0,0,1,0,0,0
beginning,0,0,0,0,1,0,0,0
ago,0,0,2,0,0,0,0,0
name,0,0,0,0,5,0,3,0
collect,0,0,0,0,0,0,1,0
set,0,0,0,0,36,0,0,0
solution,0,0,0,0,22,0,0,0
greek,4,0,0,0,0,0,0,0
mathematician,0,0,0,0,11,0,0,0
start,0,0,0,0,0,0,1,0
religious,1,0,0,0,0,0,0,0
brotherhood,0,0,0,0,1,0,0,0
intensely,0,0,1,0,0,0,0,0
geometry,0,0,0,0,3,0,0,0
classify,0,0,0,0,0,0,1,0
accord,0,0,0,0,0,0,1,0
geometrical,1,0,0,0,0,0,0,0
geometer,0,0,0,0,1,0,0,0
discover,0,0,0,0,0,0,1,0
early,2,0,0,0,0,0,0,0
call,0,0,0,0,0,0,31,0
treat,0,0,0,0,0,0,1,0
purely,0,0,1,0,0,0,0,0
view,0,0,0,0,1,0,0,0
special,1,0,0,0,0,0,0,0
certain,7,0,0,0,0,0,0,0
type,0,0,0,0,3,0,0,0
today,0,0,0,0,1,0,0,0
modern,13,0,0,0,0,0,0,0
word,0,0,0,0,3,0,0,0
come,0,0,0,0,0,0,5,0
arabic,3,0,0,0,0,0,0,0
appear,0,0,0,0,0,0,1,0
title,0,0,0,0,2,0,0,0
text,0,0,0,0,1,0,0,0
arab,2,0,0,0,0,0,0,0
astronomer,0,0,0,0,1,0,0,0
algorithm,0,0,0,0,2,0,0,0
derive,0,0,0,0,0,0,4,0
recent,2,0,0,0,0,0,0,0
recognition,0,0,0,0,1,0,0,0
importance,0,0,0,0,2,0,0,0
lead,0,0,0,0,0,0,3,0
development,0,0,0,0,1,0,0,0
abstract,2,0,0,0,0,0,0,0
extremely,0,0,2,0,0,0,0,0
physical,1,0,0,0,0,0,0,0
social,1,0,0,0,0,0,0,0
chemist,0,0,0,0,1,0,0,0
structure,0,0,0,0,1,0,0,0
crystal,0,0,0,0,1,0,0,0
engineer,0,0,0,0,2,0,0,0
design,0,0,0,0,0,0,1,0
computer,0,0,0,0,3,0,0,0
logic,0,0,0,0,3,0,0,0
work,0,0,0,0,8,0,1,0
mark,0,0,0,0,2,0,2,0
copy,0,0,0,0,2,0,0,0
treatise,0,0,0,0,3,0,0,0
consequence,0,0,0,0,2,0,0,0
object,0,0,0,0,2,0,0,0
consider,0,0,0,0,0,0,9,0
restrict,0,0,0,0,0,0,2,0
agree,0,0,0,0,0,0,2,0
satisfy,0,0,0,0,0,0,31,0
assume,0,0,0,0,0,0,1,0
discuss,0,0,0,0,0,0,2,0
believe,0,0,0,0,0,0,1,0
large,1,0,0,0,0,0,0,0
influential,1,0,0,0,0,0,0,0
historical,1,0,0,0,0,0,0,0
twofold,1,0,0,0,0,0,0,0
known,1,0,0,0,0,0,0,0
employ,0,0,0,0,0,0,1,0
style,0,0,0,0,1,0,0,0
inspire,0,0,0,0,0,0,2,0
rebirth,0,0,0,0,1,0,0,0
theory,0,0,0,0,7,0,0,0
limited,1,0,0,0,0,0,0,0
tool,0,0,0,0,1,0,0,0
disposal,0,0,0,0,1,0,0,0
manage,0,0,0,0,0,0,1,0
variety,0,0,0,0,1,0,0,0
method,0,0,0,0,4,0,0,0
extension,0,0,0,0,1,0,0,0
founder,0,0,0,0,1,0,0,0
margin,0,0,0,0,1,0,0,0
remark,0,0,0,0,1,0,0,0
propose,0,0,0,0,0,0,1,0
new,2,0,0,0,0,0,0,0
correction,0,0,0,0,1,0,0,0
conjecture,0,0,0,0,2,0,0,0
include,0,0,0,0,0,0,2,0
theorem,0,0,0,0,2,0,0,0
occupy,0,0,0,0,0,0,1,0
generation,0,0,0,0,1,0,0,0
indeterminate,1,0,0,0,0,0,0,0
integral,1,0,0,0,0,0,0,0
inappropriately,0,0,1,0,0,0,0,0
diophantine,1,0,0,0,0,0,0,0
application,0,0,0,0,3,0,0,0
sentence,0,0,0,0,48,0,0,0
class,0,0,0,0,1,0,0,0
complete,0,0,0,0,0,0,3,0
true,22,0,0,0,0,0,0,0
statement,0,0,0,0,20,0,0,0
capital,0,0,0,0,7,0,0,0
test,0,0,0,0,1,0,0,0
convert,0,0,0,0,0,0,10,0
second,13,0,0,0,0,0,0,0
false,4,0,0,0,0,0,0,0
city,0,0,0,0,1,0,0,0
go,0,0,0,0,0,0,2,0
leave,0,0,0,0,0,0,1,0
open,28,0,0,0,0,0,0,0
fill,0,0,0,0,0,0,1,0
common,1,0,0,0,0,0,0,0
ordinary,1,0,0,0,0,0,0,0
language,0,0,0,0,2,0,0,0
frame,0,0,0,0,7,0,0,0
replace,0,0,0,0,0,0,8,0
serve,0,0,0,0,0,0,3,0
placeholder,0,0,0,0,3,0,0,0
dot,0,0,0,0,3,0,0,0
omit,0,0,0,0,0,0,1,0
altogether,0,0,2,0,0,0,0,0
egg,0,0,0,0,3,0,0,0
carton,0,0,0,0,3,0,0,0
dozen,0,0,0,0,1,0,0,0
different,2,0,0,0,0,0,0,0
picture,0,0,0,0,2,0,2,0
left,1,0,0,0,0,0,0,0
parenthesis,0,0,0,0,2,0,0,0
subtract,0,0,0,0,0,0,5,0
right,1,0,0,0,2,0,0,0
multiply,0,0,0,0,0,0,10,0
consist,0,0,0,0,0,0,11,0
shorthand,0,0,0,0,3,0,0,0
notation,0,0,0,0,5,0,0,0
say,0,0,0,0,0,0,3,0
exist,0,0,0,0,0,0,3,0
existential,2,0,0,0,0,0,0,0
abbreviated,2,0,0,0,0,0,0,0
form,0,0,0,0,3,0,0,0
recall,0,0,0,0,0,0,1,0
briefly,0,0,1,0,0,0,0,0
universal,7,0,0,0,0,0,0,0
upside,1,0,0,0,0,0,0,0
notice,0,0,0,0,0,0,10,0
pair,0,0,0,0,31,0,0,0
occurrence,0,0,0,0,2,0,0,0
state,0,0,0,0,0,0,3,0
commutative,4,0,0,0,0,0,0,0
instance,0,0,0,0,4,0,0,0
nonzero,3,0,0,0,0,0,0,0
following,4,0,0,0,0,0,0,0
half,0,0,0,0,1,0,0,0
pie,0,0,0,0,4,0,0,0
quarter,0,0,0,0,1,0,0,0
reciprocal,1,0,0,0,4,0,0,0
suggest,0,0,0,0,0,0,8,0
table,0,0,0,0,2,0,0,0
diamond,0,0,0,0,2,0,0,0
shaped,2,0,0,0,0,0,0,0
triangular,1,0,0,0,0,0,0,0
square,2,0,0,0,0,0,1,0
obtain,0,0,0,0,0,0,1,0
distributive,4,0,0,0,0,0,0,0
simplify,0,0,0,0,0,0,1,0
easily,0,0,3,0,0,0,0,0
contribution,0,0,0,0,1,0,0,0
group,0,0,0,0,3,0,0,0
provide,0,0,0,0,0,0,1,0
question,0,0,0,0,1,0,0,0
determine,0,0,0,0,0,0,1,0
radical,0,0,0,0,1,0,0,0
circumstance,0,0,0,0,1,0,0,0
death,0,0,0,0,2,0,0,0
duel,0,0,0,0,3,0,0,0
clear,1,0,0,0,0,0,0,0
scholarship,0,0,0,0,1,0,0,0
insistence,0,0,0,0,1,0,0,0
stage,0,0,0,0,0,0,1,0
fight,0,0,0,0,0,0,1,0
look,0,0,0,0,0,0,1,0
like,0,2,0,0,0,0,0,0
police,0,0,0,0,1,0,0,0
ambush,0,0,0,0,1,0,0,0
case,0,0,0,0,1,0,0,0
anticipate,0,0,0,0,0,0,1,0
night,0,0,0,0,1,0,0,0
hastily,0,0,1,0,0,0,0,0
scientific,2,0,0,0,0,0,0,0
testament,0,0,0,0,1,0,0,0
address,0,0,0,0,0,0,1,0
friend,0,0,0,0,1,0,0,0
summarize,0,0,0,0,0,0,1,0
manuscript,0,0,0,0,1,0,0,0
publish,0,0,0,0,0,0,1,0
publication,0,0,0,0,1,0,0,0
fully,0,0,1,0,0,0,0,0
establish,0,0,0,0,0,0,1,0
measure,0,0,0,0,6,0,9,0
direct,0,0,0,0,0,0,4,0
direction,0,0,0,0,2,0,0,0
magnitude,0,0,0,0,3,0,0,0
gain,0,0,0,0,6,0,7,0
pound,0,0,0,0,16,0,0,0
weight,0,0,0,0,10,0,0,0
positive,12,0,0,0,0,0,0,0
diet,0,0,0,0,1,0,0,0
lose,0,0,0,0,0,0,4,0
negative,12,0,0,0,0,0,0,0
correspond,0,0,0,0,0,0,9,0
exactly,0,0,1,0,0,0,0,0
resultant,4,0,0,0,1,0,0,0
short,2,0,0,0,0,0,0,0
opposite,3,0,0,0,2,0,0,0
additive,1,0,0,0,0,0,0,0
inverse,0,0,0,0,2,0,0,0
concern,0,0,0,0,0,0,1,0
mention,0,0,0,0,0,0,3,0
loss,0,0,0,0,3,0,0,0
accept,0,0,0,0,0,0,4,0
section,0,0,0,0,2,0,0,0
finally,0,0,2,0,0,0,0,0
list,0,0,0,0,5,0,1,0
associative,3,0,0,0,0,0,0,0
let,0,0,0,0,0,0,5,0
week,0,0,0,0,6,0,0,0
vacation,0,0,0,0,3,0,0,0
home,0,0,1,0,0,0,0,0
circular,1,0,0,0,0,0,0,0
consideration,0,0,0,0,1,0,0,0
multiplicative,1,0,0,0,0,0,0,0
investigation,0,0,0,0,1,0,0,0
similar,1,0,0,0,0,0,0,0
feature,0,0,0,0,0,0,1,0
deduce,0,0,0,0,0,0,1,0
measurement,0,0,0,0,1,0,0,0
temperature,0,0,0,0,3,0,0,0
cold,1,0,0,0,0,0,0,0
day,0,0,0,0,1,0,0,0
degree,0,0,0,0,3,0,0,0
zero,0,0,0,0,0,2,0,0
helpful,1,0,0,0,0,0,0,0
line,0,0,0,0,5,0,0,0
diagram,0,0,0,0,1,0,0,0
label,0,0,0,0,0,0,1,0
origin,0,0,0,0,1,0,0,0
value,0,0,0,0,7,0,0,0
previously,0,0,1,0,0,0,0,0
insight,0,0,0,0,1,0,0,0
convenient,2,0,0,0,0,0,0,0
wish,0,0,0,0,0,0,2,0
similarly,0,0,1,0,0,0,0,0
relate,0,0,0,0,0,0,1,0
mean,0,0,0,0,0,0,1,0
divide,0,0,0,0,0,0,1,0
equivalently,0,0,3,0,0,0,0,0
bear,0,0,0,0,0,0,1,0
compile,0,0,0,0,0,0,1,0
astronomical,1,0,0,0,0,0,0,0
term,0,0,0,0,1,0,0,0
calculation,0,0,0,0,1,0,0,0
decimal,1,0,0,0,0,0,0,0
western,1,0,0,0,0,0,0,0
world,0,0,0,0,1,0,0,0
latin,1,0,0,0,0,0,0,0
goritmi,0,0,0,0,0,0,0,1
numero,0,0,0,0,0,0,0,1
understanding,0,0,0,0,2,0,0,0
necessary,1,0,0,0,0,0,0,0
professional,1,0,0,0,0,0,0,0
technical,1,0,0,0,0,0,0,0
scientist,0,0,0,0,1,0,0,0
essential,1,0,0,0,0,0,0,0
requirement,0,0,0,0,1,0,0,0
examine,0,0,0,0,0,0,1,0
aid,0,0,0,0,0,0,1,0
function,0,0,0,0,20,0,0,0
fruit,0,0,0,0,1,0,0,0
dealer,0,0,0,0,3,0,0,0
sell,0,0,0,0,0,0,1,0
apple,0,0,0,0,8,0,0,0
price,0,0,0,0,0,0,1,0
cent,0,0,0,0,2,0,0,0
cost,0,0,0,0,7,0,1,0
formula,0,0,0,0,2,0,0,0
substitute,0,0,0,0,0,0,2,0
multiple,0,0,0,0,2,0,0,0
order,0,0,0,0,0,0,17,0
member,0,0,0,0,2,0,0,0
component,0,0,0,0,6,0,0,0
domain,0,0,0,0,3,0,0,0
range,0,0,0,0,3,0,0,0
graph,0,0,0,0,8,0,0,0
illustrate,0,0,0,0,0,0,2,0
glance,0,0,0,0,1,0,0,0
linear,3,0,0,0,0,0,0,0
condition,0,0,0,0,1,0,0,0
belong,0,0,0,0,0,0,2,0
worthwhile,1,0,0,0,0,0,0,0
locate,0,0,0,0,0,0,1,0
trustee,0,0,0,0,1,0,0,0
photograph,0,0,0,0,1,0,0,0
shorten,0,0,0,0,0,0,1,0
exponent,0,0,0,0,3,0,0,0
parabola,0,0,0,0,1,0,0,0
quadratic,8,0,0,0,0,0,0,0
note,0,0,0,0,0,0,2,0
prove,0,0,0,0,0,0,2,0
factoring,0,0,0,0,1,0,0,0
expand,0,0,0,0,0,0,1,0
transform,0,0,0,0,0,0,2,0
factor,0,0,0,0,1,0,6,0
demonstrate,0,0,0,0,0,0,1,0
ability,0,0,0,0,1,0,0,0
root,0,0,0,0,5,0,0,0
try,0,0,0,0,0,0,1,0
equivalent,1,0,0,0,0,0,0,0
check,0,0,0,0,0,0,5,0
solving,0,0,0,0,1,0,0,0
problems,0,0,0,0,1,0,0,0
typical,1,0,0,0,0,0,0,0
twice,0,0,0,2,0,0,0,0
require,0,0,0,0,0,0,7,0
total,0,0,0,0,2,0,0,0
money,0,0,0,0,2,0,0,0
english,1,0,0,0,0,0,0,0
logician,0,0,0,0,1,0,0,0
combine,0,0,0,0,0,0,1,0
boolean,2,0,0,0,1,0,0,0
significance,0,0,0,0,1,0,0,0
probability,0,0,0,0,1,0,0,0
information,0,0,0,0,1,0,0,0
field,0,0,0,0,1,0,0,0
programming,0,0,0,0,1,0,0,0
electronic,1,0,0,0,0,0,0,0
circuit,0,0,0,0,1,0,0,0
construction,0,0,0,0,1,0,0,0
conclusion,0,0,0,0,1,0,0,0
everyday,1,0,0,0,0,0,0,0
life,0,0,0,0,1,0,0,0
imagine,0,0,0,0,0,0,1,0
job,0,0,0,0,1,0,0,0
rely,0,0,0,0,0,0,1,0
statistic,0,0,0,0,1,0,0,0
economics,0,0,0,0,1,0,0,0
business,0,0,0,0,1,0,0,0
writing,0,0,0,0,1,0,0,0
cornerstone,0,0,0,0,1,0,0,0
technological,1,0,0,0,0,0,0,0
civilization,0,0,0,0,2,0,0,0
trace,0,0,0,0,0,0,1,0
ancient,1,0,0,0,0,0,0,0
review,0,0,0,0,0,0,1,0
primary,1,0,0,0,0,0,0,0
topic,0,0,0,0,1,0,0,0
specifically,0,0,1,0,0,0,0,0
complex,1,0,0,0,0,0,0,0
constant,0,0,0,0,1,0,0,0
collectively,0,0,1,0,0,0,0,0
geometric,1,0,0,0,0,0,0,0
formation,0,0,0,0,2,0,0,0
involve,0,0,0,0,0,0,2,0
manipulate,0,0,0,0,0,0,1,0
foundation,0,0,0,0,1,0,0,0
build,0,0,0,0,0,0,1,0
