word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
remote,4,0,0,0,0,0,0,0,0,0,0,0
pyrotechnic,1,0,0,0,0,0,0,0,0,0,0,0
ballasting,0,0,0,0,0,1,0,0,0,0,0,0
contrary,1,0,0,0,0,0,0,0,0,0,0,0
conventional,17,0,0,0,0,0,0,0,0,0,0,0
blasting,0,0,0,0,0,1,0,0,0,0,0,0
cap,0,0,0,0,0,2,0,0,0,0,0,0
trinitrotoluene,0,0,0,0,0,1,0,0,0,0,0,0
cut,0,0,0,0,0,0,0,0,0,0,5,0
cord,0,0,0,0,0,13,0,0,0,0,0,0
capsule,0,0,0,0,0,1,0,0,0,0,0,0
magazine,0,0,0,0,0,2,0,0,0,0,0,0
contributor,0,0,0,0,0,1,0,0,0,0,0,0
sponsor,0,0,0,0,0,0,0,0,0,0,1,0
rubberize,0,0,0,0,0,0,0,0,0,0,1,0
seven,0,0,0,0,0,0,5,0,0,0,0,0
size,0,0,0,0,0,8,0,0,0,0,0,0
stress,0,0,0,0,0,9,0,0,0,0,2,0
skin,0,0,0,0,0,9,0,0,0,0,0,0
giant,3,0,0,0,0,0,0,0,0,0,0,0
formidable,2,0,0,0,0,0,0,0,0,0,0,0
result,0,0,0,0,0,10,0,0,0,0,11,0
occasion,0,0,0,0,0,1,0,0,0,0,1,0
crew,0,0,0,0,0,14,0,0,0,0,0,0
barely,0,0,1,0,0,0,0,0,0,0,0,0
single,17,0,0,0,0,0,0,0,0,0,0,0
cell,0,0,0,0,0,6,0,0,0,0,0,0
diminish,0,0,0,0,0,0,0,0,0,0,2,0
latex,0,0,0,0,0,2,0,0,0,0,0,0
routinely,0,0,2,0,0,0,0,0,0,0,0,0
height,0,0,0,0,0,6,0,0,0,0,0,0
postulate,0,0,0,0,0,0,0,0,0,0,1,0
cluster,0,0,0,0,0,2,0,0,0,0,0,0
extend,0,0,0,0,0,0,0,0,0,0,5,0
suggest,0,0,0,0,0,0,0,0,0,0,2,0
few,3,0,0,0,0,0,0,0,0,0,0,0
cellophane,0,0,0,0,0,1,0,0,0,0,0,0
film,0,0,0,0,0,10,0,0,0,0,0,0
substitute,0,0,0,0,0,0,0,0,0,0,1,0
conical,1,0,0,0,0,0,0,0,0,0,0,0
suspension,0,0,0,0,0,4,0,0,0,0,0,0
cone,0,0,0,0,0,1,0,0,0,0,0,0
student,0,0,0,0,0,1,0,0,0,0,0,0
head,0,0,0,0,0,6,0,0,0,0,2,0
automatic,5,0,0,0,0,0,0,0,0,0,0,0
device,0,0,0,0,0,16,0,0,0,0,0,0
dream,0,0,0,0,0,6,0,0,0,0,1,0
tangle,0,0,0,0,0,0,0,0,0,0,1,0
ensemble,0,0,0,0,0,1,0,0,0,0,0,0
contract,0,0,0,0,0,2,0,0,0,0,2,0
theory,0,0,0,0,0,6,0,0,0,0,0,0
polyethylene,0,0,0,0,0,7,0,0,0,0,0,0
faith,0,0,0,0,0,1,0,0,0,0,0,0
complicated,1,0,0,0,0,0,0,0,0,0,0,0
task,0,0,0,0,0,3,0,0,0,0,0,0
rig,0,0,0,0,0,0,0,0,0,0,1,0
abandon,0,0,0,0,0,0,0,0,0,0,4,0
plastic,1,0,0,0,0,7,0,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,0,0,12,0
acceptable,3,0,0,0,0,0,0,0,0,0,0,0
conversion,0,0,0,0,0,2,0,0,0,0,0,0
seam,0,0,0,0,0,6,0,0,0,0,0,0
tape,0,0,0,0,0,12,0,0,0,0,0,0
joining,0,0,0,0,0,1,0,0,0,0,0,0
backup,2,0,0,0,0,0,0,0,0,0,0,0
weld,0,0,0,0,0,0,0,0,0,0,1,0
reinforce,0,0,0,0,0,0,0,0,0,0,2,0
filament,0,0,0,0,0,1,0,0,0,0,0,0
primary,4,0,0,0,0,0,0,0,0,0,0,0
structural,7,0,0,0,0,0,0,0,0,0,0,0
enable,0,0,0,0,0,0,0,0,0,0,19,0
abandonment,0,0,0,0,0,1,0,0,0,0,0,0
ring,0,0,0,0,0,3,0,0,0,0,0,0
mouth,0,0,0,0,0,2,0,0,0,0,0,0
facilitate,0,0,0,0,0,0,0,0,0,0,3,0
iii,0,0,0,0,0,0,2,0,0,0,0,0
respectively,0,0,3,0,0,0,0,0,0,0,0,0
aboard,0,13,3,0,0,0,0,0,0,0,0,0
tensile,3,0,0,0,0,0,0,0,0,0,0,0
strength,0,0,0,0,0,9,0,0,0,0,0,0
inch,0,0,0,0,0,4,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,0,0,0,9,0
expand,0,0,0,0,0,0,0,0,0,0,4,0
award,0,0,0,0,0,0,0,0,0,0,1,0
son,0,0,0,0,0,2,0,0,0,0,0,0
assign,0,0,0,0,0,0,0,0,0,0,3,0
theorize,0,0,0,0,0,0,0,0,0,0,1,0
self,0,0,0,0,0,3,0,0,0,0,0,0
destructive,2,0,0,0,0,0,0,0,0,0,0,0
tendency,0,0,0,0,0,3,0,0,0,0,0,0
stiff,1,0,0,0,0,0,0,0,0,0,0,0
laminate,0,0,0,0,0,0,0,0,0,0,1,0
layer,0,0,0,0,0,4,0,0,0,0,0,0
thin,2,0,0,0,0,0,0,0,0,0,0,0
flexible,6,0,0,0,0,0,0,0,0,0,0,0
continually,0,0,3,0,0,0,0,0,0,0,0,0
circumnavigate,0,0,0,0,0,0,0,0,0,0,3,0
diurnal,1,0,0,0,0,0,0,0,0,0,0,0
heating,0,0,0,0,0,2,0,0,0,0,0,0
cycle,0,0,0,0,0,1,0,0,0,0,0,0
group,0,0,0,0,0,4,0,0,0,0,0,0
publicize,0,0,0,0,0,0,0,0,0,0,4,0
silent,1,0,0,0,0,0,0,0,0,0,0,0
entry,0,0,0,0,0,2,0,0,0,0,0,0
soon,0,0,10,0,0,0,0,0,0,0,0,0
unsuited,1,0,0,0,0,0,0,0,0,0,0,0
covert,1,0,0,0,0,0,0,0,0,0,0,0
classified,2,0,0,0,0,0,0,0,0,0,0,0
apparently,0,0,1,0,0,0,0,0,0,0,0,0
unsuitable,3,0,0,0,0,0,0,0,0,0,0,0
durable,1,0,0,0,0,0,0,0,0,0,0,0
instead,0,0,2,0,0,0,0,0,0,0,0,0
gossamer,0,0,0,0,0,1,0,0,0,0,0,0
unnecessary,2,0,0,0,0,0,0,0,0,0,0,0
growth,0,0,0,0,0,9,0,0,0,0,0,0
safe,7,0,0,0,0,0,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,0,0,0,9,0
coincidentally,0,0,1,0,0,0,0,0,0,0,0,0
afford,0,0,0,0,0,0,0,0,0,0,2,0
opportunity,0,0,0,0,0,1,0,0,0,0,0,0
bulbous,3,0,0,0,0,0,0,0,0,0,0,0
gore,0,0,0,0,0,11,0,0,0,0,0,0
pumpkin,0,0,0,0,0,1,0,0,0,0,0,0
adapt,0,0,0,0,0,0,0,0,0,0,4,0
venting,0,0,0,0,0,2,0,0,0,0,0,0
corner,0,0,0,0,0,3,0,0,0,0,0,0
point,0,0,0,0,0,14,0,0,0,0,0,0
distinguish,0,0,0,0,0,0,0,0,0,0,1,0
commonplace,1,0,0,0,0,0,0,0,0,0,0,0
ascendancy,0,0,0,0,0,1,0,0,0,0,0,0
recreational,1,0,0,0,0,0,0,0,0,0,0,0
quiet,4,0,0,0,0,0,0,0,0,0,0,0
morning,0,0,0,0,0,1,0,0,0,0,0,0
afternoon,0,0,0,0,0,1,0,0,0,0,0,0
drift,0,0,0,0,0,1,0,0,0,0,2,0
view,0,0,0,0,0,5,0,0,0,0,0,0
goal,0,0,0,0,0,5,0,0,0,0,0,0
hour,0,0,0,0,0,63,0,0,0,0,0,0
rally,0,0,0,0,0,1,0,0,0,0,0,0
outing,0,0,0,0,0,1,0,0,0,0,0,0
weeklong,1,0,0,0,0,0,0,0,0,0,0,0
festival,0,0,0,0,0,1,0,0,0,0,0,0
spot,0,0,0,0,0,2,0,0,0,0,1,0
hare,0,0,0,0,0,4,0,0,0,0,0,0
hound,0,0,0,0,0,2,0,0,0,0,0,0
easy,4,0,0,0,0,0,0,0,0,0,0,0
organize,0,0,0,0,0,0,0,0,0,0,4,0
judge,0,0,0,0,0,0,0,0,0,0,1,0
reasonable,2,0,0,0,0,0,0,0,0,0,0,0
competitor,0,0,0,0,0,6,0,0,0,0,0,0
position,0,0,0,0,0,11,0,0,0,0,4,0
crowd,0,0,0,0,0,0,0,0,0,0,1,0
marker,0,0,0,0,0,1,0,0,0,0,0,0
simulate,0,0,0,0,0,0,0,0,0,0,1,0
ride,0,0,0,0,0,3,0,0,0,0,0,0
operator,0,0,0,0,0,12,0,0,0,0,0,0
gigantic,1,0,0,0,0,0,0,0,0,0,0,0
partition,0,0,0,0,0,0,0,0,0,0,1,0
wine,0,0,0,0,0,1,0,0,0,0,0,0
tourist,0,0,0,0,0,1,0,0,0,0,0,0
attraction,0,0,0,0,0,1,0,0,0,0,0,0
african,1,0,0,0,0,0,0,0,0,0,0,0
safari,0,0,0,0,0,1,0,0,0,0,0,0
game,0,0,0,0,0,2,0,0,0,0,0,0
preserve,0,0,0,0,0,1,0,0,0,0,0,0
pinnacle,0,0,0,0,0,1,0,0,0,0,0,0
sort,0,0,0,0,0,2,0,0,0,0,0,0
considerably,0,0,3,0,0,0,0,0,0,0,0,0
coat,0,0,0,0,0,1,0,0,0,0,1,0
serviceable,2,0,0,0,0,0,0,0,0,0,0,0
comparatively,0,0,2,0,0,0,0,0,0,0,0,0
poor,4,0,0,0,0,0,0,0,0,0,0,0
ratio,0,0,0,0,0,7,0,0,0,0,0,0
favour,0,0,0,0,0,0,0,0,0,0,8,0
carnival,0,0,0,0,0,1,0,0,0,0,0,0
specially,0,0,2,0,0,0,0,0,0,0,0,0
literally,0,0,1,0,0,0,0,0,0,0,0,0
pneumatic,1,0,0,0,0,1,0,0,0,0,0,0
sculpture,0,0,0,0,0,1,0,0,0,0,0,0
tailoring,0,0,0,0,0,1,0,0,0,0,0,0
baffle,0,0,0,0,0,1,0,0,0,0,0,0
attain,0,0,0,0,0,0,0,0,0,0,5,0
desire,0,0,0,0,0,1,0,0,0,0,5,0
silhouette,0,0,0,0,0,1,0,0,0,0,0,0
fully,0,0,3,0,0,0,0,0,0,0,0,0
assemble,0,0,0,0,0,0,0,0,0,0,2,0
straight,3,0,4,0,0,0,0,0,0,0,0,0
grain,0,0,0,0,0,2,0,0,0,0,0,0
bias,0,0,0,0,0,3,0,0,0,0,0,0
diagonal,1,0,0,0,0,0,0,0,0,0,0,0
excess,5,0,0,0,0,2,0,0,0,0,0,0
gather,0,0,0,0,0,0,0,0,0,0,6,0
fluted,1,0,0,0,0,0,0,0,0,0,0,0
flexibility,0,0,0,0,0,4,0,0,0,0,0,0
stretch,0,0,0,0,0,4,0,0,0,0,0,0
effective,4,0,0,0,0,0,0,0,0,0,0,0
radius,0,0,0,0,0,1,0,0,0,0,0,0
curvature,0,0,0,0,0,1,0,0,0,0,0,0
experience,0,0,0,0,0,3,0,0,0,0,4,0
tensor,0,0,0,0,0,1,0,0,0,0,0,0
sew,0,0,0,0,0,0,0,0,0,0,3,0
loosely,0,0,1,0,0,0,0,0,0,0,0,0
duct,0,0,0,0,0,7,0,0,0,0,0,0
like,2,10,0,0,0,0,0,0,0,0,1,0
shroud,0,0,0,0,0,2,0,0,0,0,0,0
radial,19,0,0,0,0,0,0,0,0,0,0,0
excessive,1,0,0,0,0,0,0,0,0,0,0,0
penalty,0,0,0,0,0,2,0,0,0,0,0,0
handling,0,0,0,0,0,10,0,0,0,0,0,0
visible,5,0,0,0,0,0,0,0,0,0,0,0
weaken,0,0,0,0,0,0,0,0,0,0,1,0
wear,0,0,0,0,0,2,0,0,0,0,3,0
exposure,0,0,0,0,0,2,0,0,0,0,0,0
fail,0,0,0,0,0,0,0,0,0,0,6,0
importance,0,0,0,0,0,3,0,0,0,0,0,0
overemphasize,0,0,0,0,0,0,0,0,0,0,1,0
catastrophic,1,0,0,0,0,0,0,0,0,0,0,0
properly,0,0,1,0,0,0,0,0,0,0,0,0
extremely,0,0,4,0,0,0,0,0,0,0,0,0
rare,2,0,0,0,0,0,0,0,0,0,0,0
ton,0,0,0,0,0,4,0,0,0,0,0,0
wheel,0,0,0,0,0,7,0,0,0,0,1,0
brake,0,0,0,0,0,1,0,0,0,0,0,0
present,1,0,0,0,0,0,0,0,0,0,4,0
prior,0,0,5,0,0,0,0,0,0,0,0,0
stop,0,0,0,0,0,3,0,0,0,0,1,0
extended,2,0,0,0,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,0,5,0
stormy,2,0,0,0,0,0,0,0,0,0,0,0
sleeve,0,0,0,0,0,1,0,0,0,0,0,0
apex,0,0,0,0,0,3,0,0,0,0,0,0
bunch,0,0,0,0,0,1,0,0,0,0,1,0
tie,0,0,0,0,0,1,0,0,0,0,1,0
remotely,0,0,1,0,0,0,0,0,0,0,0,0
electrically,0,0,2,0,0,0,0,0,0,0,0,0
actuate,0,0,0,0,0,0,0,0,0,0,1,1
explosive,4,0,0,0,0,3,0,0,0,0,0,0
squib,0,0,0,0,0,1,0,0,0,0,0,0
cannon,0,0,0,0,0,1,0,0,0,0,0,0
touchdown,0,0,0,0,0,5,0,0,0,0,0,0
deflate,0,0,0,0,0,0,0,0,0,0,2,0
configuration,0,0,0,0,0,20,0,0,0,0,0,0
pop,0,0,0,0,0,1,0,0,0,0,0,0
circular,4,0,0,0,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,3,0,0,0,0,6,0
hook,0,0,0,0,0,1,0,0,0,0,0,0
loop,0,0,0,0,0,1,0,0,0,0,0,0
closure,0,0,0,0,0,1,0,0,0,0,0,0
fine,1,0,0,0,0,0,0,0,0,0,0,0
adjustment,0,0,0,0,0,1,0,0,0,0,0,0
hole,0,0,0,0,0,1,0,0,0,0,0,0
quarter,0,0,0,0,0,3,0,0,0,0,0,0
plug,0,0,0,0,0,1,0,0,0,0,1,0
radiate,0,0,0,0,0,0,0,0,0,0,2,0
edge,0,0,0,0,0,8,0,0,0,0,0,0
anchor,0,0,0,0,0,1,0,0,0,0,0,0
puffy,1,0,0,0,0,0,0,0,0,0,0,0
juncture,0,0,0,0,0,1,0,0,0,0,0,0
advantage,0,0,0,0,0,9,0,0,0,0,0,0
gain,0,0,0,0,0,1,0,0,0,0,4,0
pulley,0,0,0,0,0,1,0,0,0,0,0,0
snap,0,0,0,0,0,0,0,0,0,0,2,0
collapse,0,0,0,0,0,1,0,0,0,0,2,0
difficult,12,0,0,0,0,0,0,0,0,0,0,0
tension,0,0,0,0,0,2,0,0,0,0,0,0
version,0,0,0,0,0,5,0,0,0,0,0,0
separate,2,0,0,0,0,0,0,0,0,0,1,0
retract,0,0,0,0,0,0,0,0,0,0,1,0
redundant,1,0,0,0,0,0,0,0,0,0,0,0
cinch,0,0,0,0,0,1,0,0,0,0,0,0
elastic,1,0,0,0,0,0,0,0,0,0,0,0
centring,0,0,0,0,0,1,0,0,0,0,0,0
setting,0,0,0,0,0,1,0,0,0,0,0,0
resetting,0,0,0,0,0,1,0,0,0,0,0,0
alcohol,0,0,0,0,0,1,0,0,0,0,0,0
spirit,0,0,0,0,0,1,0,0,0,0,0,0
compressed,1,0,0,0,0,0,0,0,0,0,0,0
liquefy,0,0,0,0,0,0,0,0,0,0,1,0
exclusively,0,0,1,0,0,0,0,0,0,0,0,0
vaporize,0,0,0,0,0,0,0,0,0,0,1,0
coil,0,0,0,0,0,4,0,0,0,0,0,0
preheat,0,0,0,0,0,0,0,0,0,0,1,0
stainless,2,0,0,0,0,0,0,0,0,0,0,0
steel,0,0,0,0,0,4,0,0,0,0,0,0
copper,0,0,0,0,0,1,0,0,0,0,0,0
adequately,0,0,2,0,0,0,0,0,0,0,0,0
mount,0,0,0,0,0,0,0,0,0,0,10,0
gimbal,0,0,0,0,0,1,0,0,0,0,0,0
concentration,0,0,0,0,0,1,0,0,0,0,0,0
secondary,1,0,0,0,0,0,0,0,0,0,0,0
vaporization,0,0,0,0,0,1,0,0,0,0,0,0
mixing,0,0,0,0,0,1,0,0,0,0,0,0
redundancy,0,0,0,0,0,1,0,0,0,0,0,0
multiple,2,0,0,0,0,0,0,0,0,0,0,0
leak,0,0,0,0,0,2,0,0,0,0,1,0
valve,0,0,0,0,0,2,0,0,0,0,0,0
occasionally,0,0,2,0,0,0,0,0,0,0,0,0
contaminate,0,0,0,0,0,0,0,0,0,0,1,0
collapsible,1,0,0,0,0,0,0,0,0,0,0,0
tubular,1,0,0,0,0,0,0,0,0,0,0,0
stout,1,0,0,0,0,0,0,0,0,0,0,0
cover,0,0,0,0,0,1,0,0,0,0,11,0
minimum,3,0,0,0,0,1,0,0,0,0,0,0
requirement,0,0,0,0,0,12,0,0,0,0,0,0
originally,0,0,4,0,0,0,0,0,0,0,0,0
manila,0,0,0,0,0,1,0,0,0,0,0,0
weave,0,0,0,0,0,0,0,0,0,0,2,0
potential,2,0,0,0,0,4,0,0,0,0,0,0
rot,0,0,0,0,0,1,0,0,0,0,0,0
synthetic,2,0,0,0,0,0,0,0,0,0,0,0
cable,0,0,0,0,0,2,0,0,0,0,0,0
wickerwork,0,0,0,0,0,2,0,0,0,0,0,0
rattan,0,0,0,0,0,1,0,0,0,0,0,0
centimetre,0,0,0,0,0,1,0,0,0,0,0,0
framing,0,0,0,0,0,1,0,0,0,0,0,0
skeleton,0,0,0,0,0,1,0,0,0,0,0,0
hard,1,0,0,0,0,0,0,0,0,0,0,0
fibreglass,0,0,0,0,0,1,0,0,0,0,0,0
shell,0,0,0,0,0,3,0,0,0,0,0,0
absorption,0,0,0,0,0,1,0,0,0,0,0,0
kinetic,1,0,0,0,0,0,0,0,0,0,0,0
energy,0,0,0,0,0,2,0,0,0,0,0,0
impact,0,0,0,0,0,9,0,0,0,0,0,0
nostalgic,1,0,0,0,0,0,0,0,0,0,0,0
artistic,1,0,0,0,0,0,0,0,0,0,0,0
appearance,0,0,0,0,0,7,0,0,0,0,0,0
closed,3,0,0,0,0,0,0,0,0,0,0,0
foam,0,0,0,0,0,1,0,0,0,0,0,0
padding,0,0,0,0,0,1,0,0,0,0,0,0
comfort,0,0,0,0,0,5,0,0,0,0,0,0
hazard,0,0,0,0,0,2,0,0,0,0,0,0
contact,0,0,0,0,0,3,0,0,0,0,0,0
protection,0,0,0,0,0,2,0,0,0,0,0,0
tank,0,0,0,0,0,5,0,0,0,0,0,0
vacuum,0,0,0,0,0,1,0,0,0,0,0,0
monocoque,1,0,0,0,0,1,0,0,0,0,0,0
slowly,0,0,2,0,0,0,0,0,0,0,0,0
advanced,10,0,0,0,0,0,0,0,0,0,0,0
resistance,0,0,0,0,0,5,0,0,0,0,0,0
fatal,4,0,0,0,0,0,0,0,0,0,0,0
maximum,8,0,0,0,0,1,0,0,0,0,0,0
oxygen,0,0,0,0,0,2,0,0,0,0,0,0
confidence,0,0,0,0,0,1,0,0,0,0,0,0
hermetically,0,0,1,0,0,0,0,0,0,0,0,0
concentrate,0,0,0,0,0,0,0,0,0,0,3,0
prominent,2,0,0,0,0,0,0,0,0,0,0,0
publicly,0,0,1,0,0,0,0,0,0,0,0,0
deride,0,0,0,0,0,0,0,0,0,0,1,0
absorb,0,0,0,0,0,0,0,0,0,0,3,0
enter,0,0,0,0,0,0,0,0,0,0,15,0
sampling,0,0,0,0,0,1,0,0,0,0,0,0
detect,0,0,0,0,0,0,0,0,0,0,3,0
atomic,1,0,0,0,0,0,0,0,0,0,0,0
photographic,1,0,0,0,0,0,0,0,0,0,0,0
foreign,4,0,0,0,0,0,0,0,0,0,0,0
astronomical,1,0,0,0,0,0,0,0,0,0,0,0
disturbance,0,0,0,0,0,1,0,0,0,0,0,0
troposphere,0,0,0,0,0,3,0,0,0,0,0,0
aerodynamic,9,0,0,0,0,0,0,0,0,0,0,0
testing,0,0,0,0,0,1,0,0,0,0,0,0
fall,0,0,0,0,0,0,0,0,0,0,3,0
platform,0,0,0,0,0,1,0,0,0,0,0,0
range,0,0,0,0,0,20,0,0,0,0,7,0
orbital,1,0,0,0,0,0,0,0,0,0,0,0
environment,0,0,0,0,0,3,0,0,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,0,3,0
relatively,0,0,15,0,0,0,0,0,0,0,0,0
motionless,1,0,0,0,0,0,0,0,0,0,0,0
obtainable,1,0,0,0,0,0,0,0,0,0,0,0
millimetre,0,0,0,0,0,1,0,0,0,0,0,0
thick,1,0,0,0,0,0,0,0,0,0,0,0
overall,3,0,0,0,0,0,0,0,0,0,0,0
circumferentially,0,0,1,0,0,0,0,0,0,0,0,0
acorn,0,0,0,0,0,1,0,0,0,0,0,0
squash,0,0,0,0,0,1,0,0,0,0,0,0
depend,0,0,0,0,0,0,0,0,0,0,10,0
elevation,0,0,0,0,0,3,0,0,0,0,0,0
loose,2,0,0,0,0,0,0,0,0,0,0,0
wrinkle,0,0,0,0,0,1,0,0,0,0,0,0
fullness,0,0,0,0,0,1,0,0,0,0,0,0
tight,1,0,0,0,0,0,0,0,0,0,0,0
indentation,0,0,0,0,0,1,0,0,0,0,0,0
fat,1,0,0,0,0,0,0,0,0,0,0,0
flat,5,0,0,0,0,0,0,0,0,0,0,0
indented,1,0,0,0,0,0,0,0,0,0,0,0
obtuse,1,0,0,0,0,0,0,0,0,0,0,0
percentage,0,0,0,0,0,2,0,0,0,0,0,0
total,9,0,0,0,0,0,0,0,0,0,0,0
inverted,2,0,0,0,0,0,0,0,0,0,0,0
teardrop,0,0,0,0,0,2,0,0,0,0,0,0
acute,1,0,0,0,0,0,0,0,0,0,0,0
family,0,0,0,0,0,3,0,0,0,0,0,0
roughly,0,0,2,0,0,0,0,0,0,0,0,0
tenfold,1,0,0,0,0,0,0,0,0,0,0,0
elasticity,0,0,0,0,0,1,0,0,0,0,0,0
instantly,0,0,3,0,0,0,0,0,0,0,0,0
impossible,4,0,0,0,0,0,0,0,0,0,0,0
contamination,0,0,0,0,0,1,0,0,0,0,0,0
ceiling,0,0,0,0,0,2,0,0,0,0,0,0
assure,0,0,0,0,0,0,0,0,0,0,2,0
flow,0,0,0,0,0,5,0,0,0,0,3,0
adverse,3,0,0,0,0,0,0,0,0,0,0,0
burst,0,0,0,0,0,0,0,0,0,0,2,0
kink,0,0,0,0,0,1,0,0,0,0,0,0
block,0,0,0,0,0,1,0,0,0,0,2,0
entrain,0,0,0,0,0,0,0,0,0,0,1,0
mishandle,0,0,0,0,0,0,0,0,0,0,1,0
inflation,0,0,0,0,0,1,0,0,0,0,0,0
pool,0,0,0,0,0,2,0,0,0,0,1,0
prepare,0,0,0,0,0,0,0,0,0,0,4,0
takeoff,0,0,0,0,0,22,0,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,0,5,0
subject,5,0,0,0,0,3,0,0,0,0,0,0
turbulence,0,0,0,0,0,1,0,0,0,0,0,0
dynamic,3,0,0,0,0,1,0,0,0,0,0,0
distort,0,0,0,0,0,0,0,0,0,0,1,0
relieve,0,0,0,0,0,0,0,0,0,0,1,0
one,0,0,0,0,0,1,0,0,0,0,0,0
spin,0,0,0,0,0,0,0,0,0,0,1,0
composite,3,0,0,0,0,0,0,0,0,0,0,0
scrubber,0,0,0,0,0,1,0,0,0,0,0,0
remove,0,0,0,0,0,0,0,0,0,0,2,0
dioxide,0,0,0,0,0,1,0,0,0,0,0,0
moisture,0,0,0,0,0,2,0,0,0,0,0,0
product,0,0,0,0,0,5,0,0,0,0,0,0
astronaut,0,0,0,0,0,1,0,0,0,0,0,0
crossing,0,0,0,0,0,10,0,0,0,0,0,0
irish,1,0,0,0,0,0,0,0,0,0,0,0
musician,0,0,0,0,0,1,0,0,0,0,0,0
newspaper,0,0,0,0,0,4,0,0,0,0,0,0
report,0,0,0,0,0,2,0,0,0,0,4,0
hoax,0,0,0,0,0,1,0,0,0,0,0,0
perpetrate,0,0,0,0,0,0,0,0,0,0,1,0
actual,2,0,0,0,0,0,0,0,0,0,0,0
piloting,0,0,0,0,0,1,0,0,0,0,0,0
duty,0,0,0,0,0,3,0,0,0,0,0,0
share,0,0,0,0,0,1,0,0,0,0,2,0
businessman,0,0,0,0,0,3,0,0,0,0,0,0
transpacific,4,0,0,0,0,0,0,0,0,0,0,0
swedish,1,0,0,0,0,0,0,0,0,0,0,0
grandson,0,0,0,0,0,1,0,0,0,0,0,0
cousin,0,0,0,0,0,1,0,0,0,0,0,0
pressurize,0,0,0,0,0,0,0,0,0,0,4,0
unique,2,0,0,0,0,0,0,0,0,0,0,0
individually,0,0,2,0,0,0,0,0,0,0,0,0
critical,2,0,0,0,0,0,0,0,0,0,0,0
stream,0,0,0,0,0,6,0,0,0,0,0,0
track,0,0,0,0,0,4,0,0,0,0,0,0
season,0,0,0,0,0,3,0,0,0,0,0,0
mid,1,0,0,0,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,1,0,0,0,0,0,0
navigate,0,0,0,0,0,0,0,0,0,0,3,0
sensitive,2,0,0,0,0,0,0,0,0,0,0,0
advice,0,0,0,0,0,1,0,0,0,0,0,0
coach,0,0,0,0,0,2,0,0,0,0,0,0
information,0,0,0,0,0,13,0,0,0,0,0,0
map,0,0,0,0,0,1,0,0,0,0,0,0
communicate,0,0,0,0,0,0,0,0,0,0,2,0
wireless,1,0,0,0,0,0,0,0,0,0,0,0
internet,0,0,0,0,0,2,0,0,0,0,0,0
connection,0,0,0,0,0,3,0,0,0,0,0,0
intercontinental,4,0,0,0,0,0,0,0,0,0,0,0
reevaluation,0,0,0,0,0,1,0,0,0,0,0,0
computer,0,0,0,0,0,7,0,0,0,0,0,0
generate,0,0,0,0,0,0,0,0,0,0,12,0
prediction,0,0,0,0,0,3,0,0,0,0,0,0
circumnavigation,0,0,0,0,0,3,0,0,0,0,0,0
calculate,0,0,0,0,0,0,0,0,0,0,6,0
immediate,2,0,0,0,0,0,0,0,0,0,0,0
forecast,0,0,0,0,0,1,0,0,0,0,2,0
govern,0,0,0,0,0,0,0,0,0,0,4,0
decision,0,0,0,0,0,3,0,0,0,0,0,0
update,0,0,0,0,0,0,0,0,0,0,3,0
precisely,0,0,1,0,0,0,0,0,0,0,0,0
theoretically,0,0,1,0,0,0,0,0,0,0,0,0
meteorology,0,0,0,0,0,4,0,0,0,0,0,0
accurate,1,0,0,0,0,0,0,0,0,0,0,0
economics,0,0,0,0,0,1,0,0,0,0,0,0
earn,0,0,0,0,0,0,0,0,0,0,1,0
commodity,0,0,0,0,0,1,0,0,0,0,0,0
broker,0,0,0,0,0,1,0,0,0,0,0,0
company,0,0,0,0,0,20,0,0,0,0,0,0
undertake,0,0,0,0,0,0,0,0,0,0,3,0
challenge,0,0,0,0,0,8,0,0,0,0,1,0
swim,0,0,0,0,0,0,0,0,0,0,1,0
international,18,0,0,0,0,0,0,0,0,0,0,0
feat,0,0,0,0,0,2,0,0,0,0,0,0
register,0,0,0,0,0,0,0,0,0,0,1,0
following,4,0,0,0,0,0,0,0,0,0,0,0
highly,0,0,9,0,0,0,0,0,0,0,0,0
initial,6,0,0,0,0,0,0,0,0,0,0,0
subsequent,12,0,0,0,0,0,0,0,0,0,0,0
sixth,1,0,0,0,0,0,0,0,0,0,0,0
starting,0,0,0,0,0,3,0,0,0,0,0,0
outback,0,0,0,0,0,1,0,0,0,0,0,0
refuel,0,0,0,0,0,0,0,0,0,0,3,0
specialized,4,0,0,0,0,0,0,0,0,0,0,0
cockpit,0,0,0,0,0,15,0,0,0,0,0,0
nonstop,7,0,1,0,0,0,0,0,0,0,0,0
renowne,0,0,0,0,0,0,0,0,0,0,1,0
sailor,0,0,0,0,0,1,0,0,0,0,0,0
unprecedented,2,0,0,0,0,0,0,0,0,0,0,0
sailing,0,0,0,0,0,1,0,0,0,0,0,0
