word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,PRON,SCONJ,VERB,X
lively,1,0,0,0,0,0,0,0,0,0,0
vivid,1,0,0,0,0,0,0,0,0,0,0
writing,0,0,0,0,0,17,0,0,0,0,0
engrave,0,0,0,0,0,0,0,0,0,3,0
wedge,0,0,0,0,0,5,0,0,0,0,0
shaped,1,0,0,0,0,0,0,0,0,0,0
letter,0,0,0,0,0,2,0,0,0,0,0
small,8,0,0,0,0,0,0,0,0,0,0
clay,0,0,0,0,0,16,0,0,0,0,0
tablet,0,0,0,0,0,10,0,0,0,0,0
early,13,0,2,0,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,20,0
form,0,0,0,0,0,7,0,0,0,8,0
cuneiform,5,0,0,0,0,13,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,11,0
story,0,0,0,0,0,9,0,0,0,0,0
strong,3,0,0,0,0,0,0,0,0,0,0
private,3,0,0,0,0,0,0,0,0,0,0
property,0,0,0,0,0,3,0,0,0,0,0
hire,0,0,0,0,0,0,0,0,0,1,0
scribe,0,0,0,0,0,3,0,0,0,0,0
contract,0,0,0,0,0,1,0,0,0,1,0
document,0,0,0,0,0,4,0,0,0,0,0
own,0,0,0,0,0,0,0,0,0,1,0
include,0,0,0,0,0,0,0,0,0,8,0
item,0,0,0,0,0,2,0,0,0,0,0
shoe,0,0,0,0,0,2,0,0,0,0,0
volume,0,0,0,0,0,1,0,0,0,0,0
learn,0,0,0,0,0,0,0,0,0,8,0
major,8,0,0,0,0,0,0,0,0,0,0
mesopotamian,10,0,0,0,0,0,0,0,0,0,0
contribute,0,0,0,0,0,0,0,0,0,3,0
development,0,0,0,0,0,4,0,0,0,0,0
calendar,0,0,0,0,0,8,0,0,0,0,0
metalworking,0,0,0,0,0,2,0,0,0,0,0
wheeled,2,0,0,0,0,0,0,0,0,0,0
cart,0,0,0,0,0,4,0,0,0,0,0
potter,0,0,0,0,0,3,0,0,0,0,0
wheel,0,0,0,0,0,5,0,0,0,0,0
create,0,0,0,0,0,0,0,0,0,8,0
classic,1,0,0,0,0,0,0,0,0,0,0
second,1,0,0,0,0,1,0,0,0,0,0
empire,0,0,0,0,0,13,0,0,0,0,0
add,0,0,0,0,0,0,0,0,0,6,0
knowledge,0,0,0,0,0,6,0,0,0,0,0
astronomy,0,0,0,0,0,5,0,0,0,0,0
mathematic,0,0,0,0,0,3,0,0,0,0,0
rule,0,0,0,0,0,10,0,0,0,5,0
aside,0,0,1,0,0,0,0,0,0,0,0
credit,0,0,0,0,0,1,0,0,0,3,0
expand,0,0,0,0,0,0,0,0,0,1,0
north,0,0,3,0,0,5,0,0,0,0,0
free,1,0,0,0,0,0,0,0,0,2,0
control,0,0,0,0,0,6,0,0,0,2,0
fierce,2,0,0,0,0,0,0,0,0,0,0
warlike,4,0,0,0,0,0,0,0,0,0,0
use,0,0,0,0,0,6,0,0,0,2,0
horse,0,0,0,0,0,3,0,0,0,0,0
cavalry,0,0,0,0,0,2,0,0,0,0,0
build,0,0,0,0,0,0,0,0,0,27,0
road,0,0,0,0,0,2,0,0,0,0,0
organize,0,0,0,0,0,0,0,0,0,2,0
mail,0,0,0,0,0,2,0,0,0,0,0
service,0,0,0,0,0,3,0,0,0,0,0
communication,0,0,0,0,0,3,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,1,0,0
ferocity,0,0,0,0,0,1,0,0,0,0,0
art,0,0,0,0,0,2,0,0,0,0,0
architecture,0,0,0,0,0,2,0,0,0,0,0
magnificent,3,0,0,0,0,0,0,0,0,0,0
assyrian,15,0,0,0,0,0,0,0,0,0,0
room,0,0,0,0,0,2,0,0,0,0,0
palace,0,0,0,0,0,8,0,0,0,0,0
near,0,6,0,0,0,0,0,0,0,0,0
huge,2,0,0,0,0,0,0,0,0,0,0
head,0,0,0,0,0,1,0,0,0,2,0
winged,3,0,0,0,0,0,0,0,0,0,0
bull,0,0,0,0,0,5,0,0,0,0,0
lion,0,0,0,0,0,2,0,0,0,0,0
carve,0,0,0,0,0,0,0,0,0,4,0
alabaster,0,0,0,0,0,3,0,0,0,0,0
guard,0,0,0,0,0,1,0,0,0,1,0
gate,0,0,0,0,0,4,0,0,0,0,0
temple,0,0,0,0,0,16,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,5,0
text,0,0,0,0,0,3,0,0,0,0,0
library,0,0,0,0,0,4,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,9,0
rebuild,0,0,0,0,0,0,0,0,0,2,0
rich,5,0,0,0,0,0,0,0,0,0,0
gorgeous,1,0,0,0,0,0,0,0,0,0,0
example,0,0,0,0,0,1,0,0,0,0,0
beauty,0,0,0,0,0,2,0,0,0,0,0
ancient,33,0,0,0,0,0,0,0,0,0,0
wonder,0,0,0,0,0,2,0,0,0,0,0
progress,0,0,0,0,0,2,0,0,0,0,0
math,0,0,0,0,0,1,0,0,0,0,0
vital,2,0,0,0,0,0,0,0,0,0,0
contribution,0,0,0,0,0,3,0,0,0,0,0
broad,2,0,0,0,0,0,0,0,0,0,0
range,0,0,0,0,0,1,0,0,0,0,0
field,0,0,0,0,0,2,0,0,0,0,0
government,0,0,0,0,0,5,0,0,0,0,0
literature,0,0,0,0,0,6,0,0,0,0,0
harsh,2,0,0,0,0,0,0,0,0,0,0
share,0,0,0,0,0,0,0,0,0,1,0
deeply,0,0,1,0,0,0,0,0,0,0,0
ingrain,0,0,0,0,0,0,0,0,0,1,0
civilized,2,0,0,0,0,0,0,0,0,0,0
owe,0,0,0,0,0,0,0,0,0,2,0
debt,0,0,0,0,0,1,0,0,0,0,0
area,0,0,0,0,0,8,0,0,0,0,0
birthplace,0,0,0,0,0,1,0,0,0,0,0
muddy,1,0,0,0,0,0,0,0,0,0,0
stream,0,0,0,0,0,3,0,0,0,0,0
flood,0,0,0,0,0,9,0,0,0,1,0
recede,0,0,0,0,0,0,0,0,0,2,0
silt,0,0,0,0,0,3,0,0,0,0,0
plain,0,0,0,0,0,6,0,0,0,0,0
ideal,1,0,0,0,0,0,0,0,0,0,0
agriculture,0,0,0,0,0,2,0,0,0,0,0
tradition,0,0,0,0,0,1,0,0,0,0,0
biblical,2,0,0,0,0,0,0,0,0,0,0
nomadic,1,0,0,0,0,0,0,0,0,0,0
west,0,0,0,0,0,4,0,0,0,0,0
east,0,0,2,0,0,5,0,0,0,0,0
covet,0,0,0,0,0,0,0,0,0,1,0
basin,0,0,0,0,0,1,0,0,0,0,0
time,0,0,0,0,0,17,0,0,0,0,0
successive,1,0,0,0,0,0,0,0,0,0,0
sweep,0,0,0,0,0,0,0,0,0,1,0
fight,0,0,0,0,0,0,0,0,0,3,0
possess,0,0,0,0,0,0,0,0,0,1,0
found,0,0,0,0,0,0,0,0,0,2,0
nation,0,0,0,0,0,5,0,0,0,0,0
fall,0,0,0,0,0,3,0,0,0,4,0
turn,0,0,0,0,0,2,0,0,0,3,0
powerful,2,0,0,0,0,0,0,0,0,0,0
foe,0,0,0,0,0,1,0,0,0,0,0
archaeologist,0,0,0,0,0,5,0,0,0,0,0
excavate,0,0,0,0,0,0,0,0,0,1,0
find,0,0,0,0,0,0,0,0,0,9,0
sign,0,0,0,0,0,4,0,0,0,0,0
primitive,1,0,0,0,0,0,0,0,0,0,0
settlement,0,0,0,0,0,3,0,0,0,0,0
far,0,0,6,0,0,0,0,0,0,0,0
non,3,0,0,0,0,0,0,0,0,0,0
semitic,13,0,0,0,0,0,0,0,0,0,0
abandon,0,0,0,0,0,0,0,0,0,1,0
tent,0,0,0,0,0,1,0,0,0,0,0
dwell,0,0,0,0,0,0,0,0,0,1,0
existence,0,0,0,0,0,1,0,0,0,0,0
settle,0,0,0,0,0,0,0,0,0,3,0
call,0,0,0,0,0,0,0,0,0,16,0
till,0,0,0,0,0,0,0,0,0,2,0
house,0,0,0,0,0,5,0,0,0,0,0
construct,0,0,0,0,0,0,0,0,0,1,0
irrigation,0,0,0,0,0,9,0,0,0,0,0
system,0,0,0,0,0,14,0,0,0,0,0
drain,0,0,0,0,0,0,0,0,0,3,0
marsh,0,0,0,0,0,4,0,0,0,0,0
dig,0,0,0,0,0,0,0,0,0,3,0
canal,0,0,0,0,0,4,0,0,0,0,0
dike,0,0,0,0,0,1,0,0,0,0,0
ditch,0,0,0,0,0,2,0,0,0,0,0
need,0,0,0,0,0,1,0,0,0,2,0
cooperation,0,0,0,0,0,2,0,0,0,0,0
large,6,0,0,0,0,0,0,0,0,0,0
project,0,0,0,0,0,2,0,0,0,0,0
lead,0,0,0,0,0,0,0,0,0,6,0
growth,0,0,0,0,0,3,0,0,0,0,0
thousand,0,0,0,0,0,3,1,0,0,0,0
iraqi,6,0,0,0,0,0,0,0,0,0,0
collect,0,0,0,0,0,0,0,0,0,3,0
wheat,0,0,0,0,0,3,0,0,0,0,0
harvest,0,0,0,0,0,1,0,0,0,0,0
cross,0,0,0,0,0,0,0,0,0,3,0
southern,6,0,0,0,0,0,0,0,0,0,0
model,0,0,0,0,0,2,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,0,2,0
brick,0,0,0,0,0,5,0,0,0,0,0
dwelling,0,0,0,0,0,1,0,0,0,0,0
wall,0,0,0,0,0,8,0,0,0,0,0
pack,0,0,0,0,0,1,0,0,0,1,0
mud,0,0,0,0,0,4,0,0,0,0,0
block,0,0,0,0,0,1,0,0,0,1,0
fine,2,0,0,0,0,1,0,0,0,0,0
mix,0,0,0,0,0,0,0,0,0,2,0
straw,0,0,0,0,0,1,0,0,0,0,0
flat,4,0,0,0,0,0,0,0,0,0,0
deposit,0,0,0,0,0,1,0,0,0,3,0
twin,1,0,0,0,0,0,0,0,0,0,0
mountain,0,0,0,0,0,7,0,0,0,0,0
southeastward,0,0,3,0,0,0,0,0,0,0,0
hilly,1,0,0,0,0,0,0,0,0,0,0
grassland,0,0,0,0,0,2,0,0,0,0,0
finally,0,0,4,0,0,0,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,0,7,0
join,0,0,0,0,0,0,0,0,0,3,0
high,5,0,0,0,0,0,0,0,0,0,0
rim,0,0,0,0,0,0,0,0,0,1,0
eastern,3,0,0,0,0,0,0,0,0,0,0
touch,0,0,0,0,0,1,0,0,0,1,0
northeastern,1,0,0,0,0,0,0,0,0,0,0
border,0,0,0,0,0,4,0,0,0,0,0
flow,0,0,0,0,0,0,0,0,0,3,0
tributary,0,0,0,0,0,2,0,0,0,0,0
principally,0,0,1,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,0,0,2,0
general,3,0,0,0,0,1,0,0,0,0,0
direction,0,0,0,0,0,1,0,0,0,0,0
map,0,0,0,0,0,1,0,0,0,0,0
show,0,0,0,0,0,0,0,0,0,6,0
course,0,0,0,0,0,3,0,0,0,0,0
separate,1,0,0,0,0,0,0,0,0,1,0
mouth,0,0,0,0,0,3,0,0,0,0,0
meet,0,0,0,0,0,0,0,0,0,1,0
swamp,0,0,0,0,0,1,0,0,0,0,0
single,2,0,0,0,0,0,0,0,0,0,0
mile,0,0,0,0,0,3,0,0,0,0,0
kilometer,0,0,0,0,0,3,0,0,0,0,0
long,8,0,3,0,0,0,0,0,0,0,0
short,4,0,1,0,0,0,0,0,0,0,0
important,4,0,0,0,0,0,0,0,0,0,0
commercially,0,0,1,0,0,0,0,0,0,0,0
channel,0,0,0,0,0,1,0,0,0,0,0
deep,1,0,0,0,0,0,0,0,0,0,0
kingdom,0,0,0,0,0,5,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,8,0
stand,0,0,0,0,0,0,0,0,0,11,0
bank,0,0,0,0,0,4,0,0,0,0,0
splendid,2,0,0,0,0,0,0,0,0,0,0
later,0,0,7,0,0,0,0,0,0,0,0
macedonian,1,0,0,0,0,0,0,0,0,0,0
parthian,1,0,0,0,0,0,0,0,0,0,0
chief,4,0,0,0,0,1,0,0,0,0,0
upstream,0,0,2,0,0,0,0,0,0,0,0
port,0,0,0,0,0,2,0,0,0,0,0
depend,0,0,0,0,0,0,0,0,0,3,0
water,0,0,0,0,0,9,0,0,0,0,0
irrigate,0,0,0,0,0,0,0,0,0,2,0
hot,3,0,0,0,0,0,0,0,0,0,0
dry,2,0,0,0,0,0,0,0,0,2,0
largely,0,0,2,0,0,0,0,0,0,0,0
gift,0,0,0,0,0,2,0,0,0,0,0
tremendous,3,0,0,0,0,0,0,0,0,0,0
quantity,0,0,0,0,0,1,0,0,0,0,0
low,1,0,0,0,0,0,0,0,0,0,0
northern,9,0,0,0,0,0,0,0,0,0,0
result,0,0,0,0,0,3,0,0,0,0,0
ruin,0,0,0,0,0,1,0,0,0,0,0
gulf,0,0,0,0,0,1,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,3,0
inland,0,0,1,0,0,0,0,0,0,0,0
western,1,0,0,0,0,0,0,0,0,0,0
length,0,0,0,0,0,4,0,0,0,0,0
climate,0,0,0,0,0,1,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,0,4,0
evaporation,0,0,0,0,0,1,0,0,0,0,0
receive,0,0,0,0,0,0,0,0,0,1,0
winter,0,0,0,0,0,2,0,0,0,0,0
rain,0,0,0,0,0,1,0,0,0,0,0
snowfall,0,0,0,0,0,1,0,0,0,0,0
navigable,1,0,0,0,0,0,0,0,0,0,0
bottomed,1,0,0,0,0,0,0,0,0,0,0
riverboat,0,0,0,0,0,1,0,0,0,0,0
parallel,0,0,1,0,0,0,0,0,0,0,0
agriculturally,0,0,1,0,0,0,0,0,0,0,0
productive,1,0,0,0,0,0,0,0,0,0,0
alluvial,1,0,0,0,0,0,0,0,0,0,0
sand,0,0,0,0,0,1,0,0,0,0,0
gravel,0,0,0,0,0,1,0,0,0,0,0
period,0,0,0,0,0,6,0,0,0,0,0
fisherman,0,0,0,0,0,2,0,0,0,0,0
return,0,0,0,0,0,1,0,0,0,3,0
work,0,0,0,0,0,9,0,0,0,2,0
boat,0,0,0,0,0,3,0,0,0,0,0
main,4,0,0,0,0,0,0,0,0,0,0
county,0,0,0,0,0,1,0,0,0,0,0
sized,1,0,0,0,0,0,0,0,0,0,0
probably,0,0,3,0,0,0,0,0,0,0,0
develop,0,0,0,0,0,0,0,0,0,11,0
culture,0,0,0,0,0,6,0,0,0,0,0
spread,0,0,0,0,0,0,0,0,0,8,0
nearby,1,0,0,0,0,0,0,0,0,0,0
political,1,0,0,0,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,0,4,0
entire,2,0,0,0,0,0,0,0,0,0,0
century,0,0,0,0,0,18,0,0,0,0,0
center,0,0,0,0,0,1,0,0,0,0,0
roll,0,0,0,0,0,0,0,0,0,2,0
hill,0,0,0,0,0,1,0,0,0,0,0
country,0,0,0,0,0,4,0,0,0,0,0
upper,3,0,0,0,0,0,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,6,0
occupy,0,0,0,0,0,0,0,0,0,2,0
refer,0,0,0,0,0,0,0,0,0,1,0
village,0,0,0,0,0,3,0,0,0,0,0
remain,0,0,0,0,0,2,0,0,0,1,0
introduce,0,0,0,0,0,0,0,0,0,2,0
base,0,0,0,0,0,1,0,0,0,4,0
handicraft,0,0,0,0,0,1,0,0,0,0,0
industry,0,0,0,0,0,2,0,0,0,0,0
metalwork,0,0,0,0,0,1,0,0,0,0,0
leather,0,0,0,0,0,4,0,0,0,0,0
pottery,0,0,0,0,0,5,0,0,0,0,0
frieze,0,0,0,0,0,2,0,0,0,0,0
piece,0,0,0,0,0,5,0,0,0,0,0
excavation,0,0,0,0,0,1,0,0,0,0,0
uncover,0,0,0,0,0,0,0,0,0,1,0
ubaidian,1,0,0,0,0,0,0,0,0,0,0
hallmark,0,0,0,0,0,1,0,0,0,0,0
paint,0,0,0,0,0,1,0,0,0,1,0
decorate,0,0,0,0,0,0,0,0,0,2,0
geometric,2,0,0,0,0,0,0,0,0,0,0
floral,1,0,0,0,0,0,0,0,0,0,0
design,0,0,0,0,0,1,0,0,0,0,0
dark,2,0,0,0,0,0,0,0,0,0,0
buff,1,0,0,0,0,0,0,0,0,0,0
drab,1,0,0,0,0,0,0,0,0,0,0
vessel,0,0,0,0,0,2,0,0,0,0,0
slow,2,0,0,0,0,0,0,0,0,0,0
loop,0,0,0,0,0,2,0,0,0,0,0
handle,0,0,0,0,0,1,0,0,0,0,0
spout,0,0,0,0,0,1,0,0,0,0,0
historical,3,0,0,0,0,0,0,0,0,0,0
occurrence,0,0,0,0,0,1,0,0,0,0,0
blaze,0,0,0,0,0,0,0,0,0,1,0
sun,0,0,0,0,0,3,0,0,0,0,0
little,4,0,1,0,0,0,0,0,0,0,0
rainfall,0,0,0,0,0,1,0,0,0,0,0
farming,0,0,0,0,0,1,0,0,0,0,0
beginning,0,0,0,0,0,1,0,0,0,0,0
history,0,0,0,0,0,5,0,0,0,0,0
undertake,0,0,0,0,0,0,0,0,0,1,0
stupendous,1,0,0,0,0,0,0,0,0,0,0
task,0,0,0,0,0,1,0,0,0,0,0
embankment,0,0,0,0,0,1,0,0,0,0,0
floodwater,0,0,0,0,0,1,0,0,0,0,0
scale,0,0,0,0,0,1,0,0,0,0,0
repair,0,0,0,0,0,1,0,0,0,0,0
apportion,0,0,0,0,0,0,0,0,0,1,0
produce,0,0,0,0,0,0,0,0,0,4,0
abundant,1,0,0,0,0,0,0,0,0,0,0
barley,0,0,0,0,0,1,0,0,0,0,0
emmer,0,0,0,0,0,2,0,0,0,0,0
kind,0,0,0,0,0,2,0,0,0,0,0
bean,0,0,0,0,0,1,0,0,0,0,0
olive,0,0,0,0,0,1,0,0,0,0,0
grape,0,0,0,0,0,1,0,0,0,0,0
flax,0,0,0,0,0,1,0,0,0,0,0
surplus,0,0,0,0,0,1,0,0,0,0,0
feed,0,0,0,0,0,0,0,0,0,1,0
worker,0,0,0,0,0,3,0,0,0,0,0
artist,0,0,0,0,0,1,0,0,0,0,0
craftsman,0,0,0,0,0,1,0,0,0,0,0
merchant,0,0,0,0,0,3,0,0,0,0,0
living,0,0,0,0,0,1,0,0,0,0,0
habit,0,0,0,0,0,2,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,4,0
define,0,0,0,0,0,0,0,0,0,1,0
economic,1,0,0,0,0,0,0,0,0,0,0
enterprise,0,0,0,0,0,1,0,0,0,0,0
state,0,0,0,0,0,15,0,0,0,0,0
rudimentary,1,0,0,0,0,0,0,0,0,0,0
transportation,0,0,0,0,0,1,0,0,0,0,0
available,1,0,0,0,0,0,0,0,0,0,0
governable,1,0,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,1,0,0,0,0,0
leader,0,0,0,0,0,1,0,0,0,0,0
ensi,0,0,0,0,0,1,0,0,0,0,0
authorize,0,0,0,0,0,0,0,0,0,1,0
local,2,0,0,0,0,0,0,0,0,0,0
artificial,2,0,0,0,0,0,0,0,0,0,0
mound,0,0,0,0,0,1,0,0,0,0,0
protect,0,0,0,0,0,0,0,0,0,1,0
mold,0,0,0,0,0,1,0,0,0,0,0
bake,0,0,0,0,0,0,0,0,0,3,0
kiln,0,0,0,0,0,1,0,0,0,0,0
sturdy,1,0,0,0,0,0,0,0,0,0,0
crowd,0,0,0,0,0,0,0,0,0,1,0
close,2,0,1,0,0,0,0,0,0,0,0
narrow,1,0,0,0,0,0,0,0,0,0,0
lane,0,0,0,0,0,1,0,0,0,0,0
surround,0,0,0,0,0,0,0,0,0,2,0
protection,0,0,0,0,0,2,0,0,0,0,0
outside,0,3,0,0,0,1,0,0,0,0,0
poor,1,0,0,0,0,0,0,0,0,0,0
hut,0,0,0,0,0,1,0,0,0,0,0
reed,0,0,0,0,0,3,0,0,0,0,0
plaster,0,0,0,0,0,0,0,0,0,1,0
sumerian,20,0,0,0,0,0,0,0,0,0,0
rise,0,0,0,0,0,1,0,0,0,4,0
shrine,0,0,0,0,0,1,0,0,0,0,0
god,0,0,0,0,0,23,0,0,0,0,0
reflection,0,0,0,0,0,1,0,0,0,0,0
wealth,0,0,0,0,0,3,0,0,0,0,0
elaborate,3,0,0,0,0,0,0,0,0,0,0
structure,0,0,0,0,0,1,0,0,0,0,0
building,0,0,0,0,0,4,0,0,0,0,0
spacious,1,0,0,0,0,0,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,2,0
platform,0,0,0,0,0,2,0,0,0,0,0
staircase,0,0,0,0,0,2,0,0,0,0,0
ramp,0,0,0,0,0,4,0,0,0,0,0
tower,0,0,0,0,0,2,0,0,0,1,0
ziggurat,0,0,0,0,0,14,0,0,0,0,0
holy,2,0,0,0,0,0,0,0,0,0,0
circular,1,0,0,0,0,0,0,0,0,0,0
ground,0,0,0,0,0,2,0,0,0,0,0
quarter,0,0,0,0,0,1,0,0,0,0,0
priest,0,0,0,0,0,3,0,0,0,0,0
official,1,0,0,0,0,2,0,0,0,0,0
accountant,0,0,0,0,0,1,0,0,0,0,0
musician,0,0,0,0,0,1,0,0,0,0,0
singer,0,0,0,0,0,1,0,0,0,0,0
treasure,0,0,0,0,0,1,0,0,0,0,0
chamber,0,0,0,0,0,2,0,0,0,0,0
storehouse,0,0,0,0,0,2,0,0,0,0,0
tool,0,0,0,0,0,2,0,0,0,0,0
weapon,0,0,0,0,0,3,0,0,0,0,0
workshop,0,0,0,0,0,1,0,0,0,0,0
baker,0,0,0,0,0,1,0,0,0,0,0
maker,0,0,0,0,0,1,0,0,0,0,0
brewer,0,0,0,0,0,1,0,0,0,0,0
leatherworker,0,0,0,0,0,1,0,0,0,0,0
spinner,0,0,0,0,0,1,0,0,0,0,0
weaver,0,0,0,0,0,1,0,0,0,0,0
jeweler,0,0,0,0,0,1,0,0,0,0,0
pen,0,0,0,0,0,1,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,5,0
sheep,0,0,0,0,0,2,0,0,0,0,0
goat,0,0,0,0,0,2,0,0,0,0,0
destine,0,0,0,0,0,0,0,0,0,1,0
sacrifice,0,0,0,0,0,1,0,0,0,0,0
camel,0,0,0,0,0,1,0,0,0,0,0
unknown,1,0,0,0,0,0,0,0,0,0,0
oxen,0,0,0,0,0,1,0,0,0,0,0
donkey,0,0,0,0,0,2,0,0,0,0,0
dog,0,0,0,0,0,1,0,0,0,0,0
plow,0,0,0,0,0,3,0,0,0,1,0
invent,0,0,0,0,0,0,0,0,0,2,0
solid,1,0,0,0,0,0,0,0,0,0,0
wood,0,0,0,0,0,2,0,0,0,0,0
shape,0,0,0,0,0,1,0,0,0,1,0
pull,0,0,0,0,0,0,0,0,0,1,0
serve,0,0,0,0,0,0,0,0,0,2,0
bulky,1,0,0,0,0,0,0,0,0,0,0
usually,0,0,4,0,0,0,0,0,0,0,0
haul,0,0,0,0,0,0,0,0,0,1,0
sail,0,0,0,0,0,1,0,0,0,0,0
smelt,0,0,0,0,0,0,0,0,0,1,0
copper,0,0,0,0,0,2,0,0,0,0,0
