word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
experiment,0,0,0,0,0,7,0,0,8,0
nitrate,0,0,0,0,0,4,0,0,0,0
produce,0,0,0,0,0,0,0,0,76,0
silhouette,0,0,0,0,0,3,0,0,0,0
picture,0,0,0,0,0,114,0,0,1,0
permanent,11,0,0,0,0,0,0,0,0,0
store,0,0,0,0,0,1,0,0,11,0
dark,10,0,0,0,0,7,0,0,0,0
century,0,0,0,0,0,22,0,0,0,0
begin,0,0,0,0,0,0,0,0,23,0
novel,2,0,0,0,0,1,0,0,0,0
graphic,8,0,0,0,0,0,0,0,0,0
art,0,0,0,0,0,32,0,0,0,0
printing,0,0,0,0,0,34,0,0,0,0
method,0,0,0,0,0,40,0,0,0,0
lithography,0,0,0,0,0,2,0,0,0,0
work,0,0,0,0,0,28,0,0,27,0
lead,0,0,0,0,0,3,0,0,14,0
bitumen,0,0,0,0,0,2,0,0,0,0
resinous,2,0,0,0,0,0,0,0,0,0
substance,0,0,0,0,0,13,0,0,0,0
oil,0,0,0,0,0,2,0,0,0,0
lavender,0,0,0,0,0,2,0,0,0,0
survive,0,0,0,0,0,0,0,0,3,0
photograph,0,0,0,0,0,82,0,0,34,0
window,0,0,0,0,0,7,0,0,0,0
country,0,0,0,0,0,3,0,0,0,0
home,0,0,0,0,0,8,0,0,0,0
require,0,0,0,0,0,0,0,0,45,0
exposure,0,0,0,0,0,177,0,0,0,0
bright,14,0,0,0,0,0,0,0,0,0
sunlight,0,0,0,0,0,5,0,0,0,0
hour,0,0,0,0,0,7,0,0,0,0
caption,0,0,0,0,0,7,0,0,1,21
daguerreotypist,0,0,0,0,0,2,0,0,0,0
take,0,0,0,0,0,0,0,0,69,0
profile,0,0,0,0,0,2,0,0,0,0
portrait,0,0,0,0,0,31,0,0,0,0
iodide,0,0,0,0,0,5,0,0,0,0
hear,0,0,0,0,0,0,0,0,2,0
contact,0,0,0,0,0,15,0,0,2,0
partner,0,0,0,0,0,2,0,0,0,0
year,0,0,0,0,0,15,0,0,0,0
help,0,0,0,0,0,2,0,0,7,0
come,0,0,0,0,0,0,0,0,13,0
daguerreotypy,0,0,0,0,0,4,0,0,0,0
complicated,4,0,0,0,0,0,0,0,0,0
procedure,0,0,0,0,0,13,0,0,0,0
demand,0,0,0,0,0,0,0,0,3,0
considerable,5,0,0,0,0,0,0,0,0,0
skill,0,0,0,0,0,4,0,0,0,0
coat,0,0,0,0,0,0,0,0,19,0
sheet,0,0,0,0,0,29,0,0,0,0
copper,0,0,0,0,0,2,0,0,0,0
sensitize,0,0,0,0,0,0,0,0,10,0
treatment,0,0,0,0,0,6,0,0,0,0
iodine,0,0,0,0,0,3,0,0,0,0
vapor,0,0,0,0,0,2,0,0,0,0
form,0,0,0,0,0,29,0,0,40,0
coating,0,0,0,0,0,11,0,0,0,0
sensitive,43,0,0,0,0,0,0,0,0,0
daguerreotype,1,0,0,0,0,16,0,0,0,0
plate,0,0,0,0,0,41,0,0,0,0
mercury,0,0,0,0,0,5,0,0,0,0
fume,0,0,0,0,0,2,0,0,0,0
temperature,0,0,0,0,0,19,0,0,0,0
area,0,0,0,0,0,41,0,0,0,0
absorb,0,0,0,0,0,0,0,0,18,0
atom,0,0,0,0,0,3,0,0,0,0
highlight,0,0,0,0,0,1,0,0,2,0
finally,0,0,4,0,0,0,0,0,0,0
fix,0,0,0,0,0,0,0,0,19,0
wash,0,0,0,0,0,1,0,0,7,0
hypo,0,0,0,0,0,6,0,0,0,0
sodium,0,0,0,0,0,5,0,0,0,0
thiosulfate,0,0,0,0,0,4,0,0,0,0
capable,7,0,0,0,0,0,0,0,0,0
render,0,0,0,0,0,0,0,0,7,0
exquisitely,0,0,2,0,0,0,0,0,0,0
fine,14,0,1,0,0,0,0,0,0,0
detail,0,0,0,0,0,31,0,0,0,0
single,43,0,0,0,0,0,0,0,0,0
incapable,2,0,0,0,0,0,0,0,0,0
reproduction,0,0,0,0,0,13,0,0,0,0
furthermore,0,0,2,0,0,0,0,0,0,0
minute,4,0,0,0,0,13,0,0,0,0
constrain,0,0,0,0,0,0,0,0,2,0
subject,1,0,0,0,0,81,0,0,0,0
absolute,4,0,0,0,0,0,0,0,0,0
motionlessness,0,0,0,0,0,2,0,0,0,0
spite,0,0,0,0,0,4,0,0,0,0
immediately,0,0,11,0,0,0,0,0,0,0
popular,24,0,0,0,0,0,0,0,0,0
particularly,0,0,6,0,0,0,0,0,0,0
portraiture,0,0,0,0,0,4,0,0,0,0
rapidly,0,0,4,0,0,0,0,0,0,0
thrive,0,0,0,0,0,0,0,0,4,0
business,0,0,0,0,0,7,0,0,0,0
superb,2,0,0,0,0,0,0,0,0,0
daguerreotypists,0,0,0,0,0,2,0,0,0,0
excel,0,0,0,0,0,0,0,0,2,0
landscape,0,0,0,0,0,6,0,0,0,0
cityscape,0,0,0,0,0,2,0,0,0,0
fast,23,0,7,0,0,0,0,0,0,0
design,0,0,0,0,0,8,0,0,10,0
manufacture,0,0,0,0,0,2,0,0,5,0
discover,0,0,0,0,0,0,0,0,5,0
increase,0,0,0,0,0,3,0,0,15,0
considerably,0,0,7,0,0,0,0,0,0,0
sensitivity,0,0,0,0,0,34,0,0,0,0
involve,0,0,0,0,0,0,0,0,7,0
second,19,0,0,0,0,41,0,0,0,0
fuming,0,0,0,0,0,2,0,0,0,0
chlorine,0,0,0,0,0,3,0,0,0,0
bromine,0,0,0,0,0,4,0,0,0,0
invent,0,0,0,0,0,0,0,0,14,0
impregnate,0,0,0,0,0,0,0,0,3,0
paper,0,0,0,0,0,56,0,0,0,0
chloride,0,0,0,0,0,2,0,0,0,0
sensitized,5,0,0,0,0,0,0,0,0,0
strike,0,0,0,0,0,1,0,0,8,0
create,0,0,0,0,0,0,0,0,30,0
negative,62,0,0,0,0,49,0,0,0,0
achieve,0,0,0,0,0,0,0,0,12,0
positive,60,0,1,0,0,6,0,0,0,0
print,0,0,0,0,0,69,0,0,14,0
piece,0,0,0,0,0,4,0,0,0,0
combination,0,0,0,0,0,25,0,0,0,0
photogenic,2,0,0,0,0,0,0,0,0,0
drawing,0,0,0,0,0,6,0,0,0,0
lack,0,0,0,0,0,1,0,0,5,0
sharp,26,0,0,0,0,0,0,0,0,0
brilliance,0,0,0,0,0,3,0,0,0,0
offer,0,0,0,0,0,0,0,0,11,0
advantage,0,0,0,0,0,6,0,0,0,0
large,53,0,0,0,0,0,0,0,0,0
number,0,0,0,0,0,44,0,0,1,0
calotype,0,0,0,0,0,4,0,0,0,0
talbotype,0,0,0,0,0,2,0,0,0,0
evolve,0,0,0,0,0,0,0,0,4,0
wet,12,0,0,0,0,0,0,0,0,0
collodion,0,0,0,0,0,9,0,0,0,0
glass,0,0,0,0,0,38,0,0,0,0
base,0,0,0,0,0,15,0,0,11,0
seven,0,0,0,0,0,0,2,0,0,0
step,0,0,0,0,0,6,0,0,1,0
slightly,0,0,6,0,0,0,0,0,0,0
expensive,7,0,0,0,0,0,0,0,0,0
soon,0,0,8,0,0,0,0,0,0,0
supplant,0,0,0,0,0,0,0,0,6,0
old,7,0,0,0,0,0,0,0,0,0
technique,0,0,0,0,0,33,0,0,0,0
widely,0,0,15,0,0,0,0,0,0,0
major,5,0,0,0,0,0,0,0,0,0
inconvenience,0,0,0,0,0,2,0,0,0,0
fact,0,0,0,0,0,11,0,0,0,0
long,24,0,10,0,0,0,0,0,0,0
remain,0,0,0,0,0,0,0,0,22,0
dry,17,0,1,0,0,1,0,0,8,0
lose,0,0,0,0,0,0,0,0,9,0
preparation,0,0,0,0,0,2,0,0,0,0
prepare,0,0,0,0,0,0,0,0,5,0
stockpile,0,0,0,0,0,0,0,0,2,0
advance,0,0,0,0,0,4,0,0,8,0
darkroom,0,0,0,0,0,22,0,0,0,0
tent,0,0,0,0,0,2,0,0,0,0
wagon,0,0,0,0,0,2,0,0,0,0
railway,0,0,0,0,0,2,0,0,0,0
car,0,0,0,0,0,2,0,0,0,0
instance,0,0,0,0,0,11,0,0,0,0
accompany,0,0,0,0,0,0,0,0,2,0
go,0,0,0,0,0,0,0,0,8,0
despite,0,0,0,0,0,0,0,5,0,0
drawback,0,0,0,0,0,2,0,0,0,0
intrepid,2,0,0,0,0,0,0,0,0,0
photographer,0,0,0,0,0,121,0,0,0,0
remote,6,0,1,0,0,0,0,0,0,0
dangerous,6,0,0,0,0,0,0,0,0,0
condition,0,0,0,0,0,14,0,0,0,0
masterpiece,0,0,0,0,0,2,0,0,0,0
medium,4,0,0,0,0,30,0,0,0,0
pioneer,0,0,0,0,0,4,0,0,2,0
war,0,0,0,0,0,11,0,0,0,0
camp,0,0,0,0,0,3,0,0,0,0
scene,0,0,0,0,0,25,0,0,0,0
team,0,0,0,0,0,2,0,0,0,0
associate,0,0,0,0,0,5,0,0,0,0
include,0,0,0,0,0,0,0,0,39,0
magnificent,2,0,0,0,0,0,0,0,0,0
documentation,0,0,0,0,0,2,0,0,0,0
american,7,0,0,0,0,0,0,0,0,0
provide,0,0,0,0,0,0,0,0,26,0
last,0,0,0,0,0,0,0,0,5,0
record,0,0,0,0,0,7,0,0,67,0
awesome,2,0,0,0,0,0,0,0,0,0
scenery,0,0,0,0,0,2,0,0,0,0
tintype,0,0,0,0,0,4,0,0,0,0
inexpensive,3,0,0,0,0,0,0,0,0,0
imitation,0,0,0,0,0,2,0,0,0,0
patent,0,0,0,0,0,1,0,0,5,0
tin,0,0,0,0,0,2,0,0,0,0
thin,6,0,0,0,0,0,0,0,0,0
iron,0,0,0,0,0,2,0,0,0,0
specially,0,0,5,0,0,0,0,0,0,0
treat,0,0,0,0,0,0,0,0,6,0
emulsion,0,0,0,0,0,60,0,0,0,0
personal,8,0,0,0,0,0,0,0,0,0
stereoscopic,11,0,0,0,0,0,0,0,0,0
extremely,0,0,3,0,0,0,0,0,0,0
period,0,0,0,0,0,3,0,0,0,0
special,37,0,0,0,0,0,0,0,0,0
stereo,4,0,0,0,0,2,0,0,0,0
lense,0,0,0,0,0,76,0,0,0,0
simultaneous,2,0,0,0,0,0,0,0,0,0
viewpoint,0,0,0,0,0,5,0,0,0,0
separate,8,0,0,0,0,0,0,0,7,0
distance,0,0,0,0,0,58,0,0,0,0
pair,0,0,0,0,0,9,0,0,0,0
human,13,0,0,0,0,2,0,0,0,0
eye,0,0,0,0,0,36,0,0,0,0
result,0,0,0,0,0,15,0,0,28,0
device,0,0,0,0,0,45,0,0,0,0
merge,0,0,0,0,0,0,0,0,2,0
dimensional,10,0,0,0,0,0,0,0,0,0
travel,0,0,0,0,0,4,0,0,3,0
important,7,0,0,0,0,0,0,0,0,0
event,0,0,0,0,0,14,0,0,0,0
comic,2,0,0,0,0,0,0,0,0,0
pictorial,8,0,0,0,0,0,0,0,0,0
short,31,0,0,0,0,0,0,0,0,0
story,0,0,0,0,0,4,0,0,0,0
sell,0,0,0,0,0,0,0,0,10,0
million,0,0,0,0,0,6,6,0,0,0
new,38,0,0,0,0,0,0,0,0,0
era,0,0,0,0,0,6,0,0,0,0
amateur,7,0,0,0,0,19,0,0,0,0
english,7,0,0,0,0,0,0,0,0,0
successful,8,0,0,0,0,0,0,0,0,0
retain,0,0,0,0,0,0,0,0,2,0
inventor,0,0,0,0,0,7,0,0,0,0
follow,0,0,0,0,0,0,0,0,15,0
reliable,5,0,0,0,0,0,0,0,0,0
convenient,2,0,0,0,0,0,0,0,0,0
use,0,0,0,0,0,42,0,0,53,0
available,27,0,0,0,0,0,0,0,0,0
reasonable,2,0,0,0,0,0,0,0,0,0
cost,0,0,0,0,0,4,0,0,0,0
represent,0,0,0,0,0,0,0,0,3,0
turning,0,0,0,0,0,2,0,0,0,0
point,0,0,0,0,0,22,0,0,12,0
availability,0,0,0,0,0,3,0,0,0,0
order,0,0,0,0,0,4,0,0,0,0
fraction,0,0,0,0,0,3,0,0,0,0
free,1,0,0,0,0,0,0,0,2,0
stand,0,0,0,0,0,2,0,0,4,0
breed,0,0,0,0,0,2,0,0,0,0
proliferate,0,0,0,0,0,0,0,0,2,0
variously,0,0,2,0,0,0,0,0,0,0
hand,0,0,0,0,0,16,0,0,0,0
detective,0,0,0,0,0,2,0,0,0,0
film,0,0,0,0,0,393,0,0,0,0
practice,0,0,0,0,0,5,0,0,2,0
need,0,0,0,0,0,3,0,0,17,0
professional,22,0,0,0,0,12,0,0,0,0
training,0,0,0,0,0,3,0,0,0,0
equipment,0,0,0,0,0,30,0,0,0,0
shutter,0,0,0,0,0,101,0,0,0,0
speed,0,0,0,0,0,83,0,0,0,0
stop,0,0,0,0,0,8,0,0,11,0
motion,0,0,0,0,0,26,0,0,0,0
fascinating,2,0,0,0,0,0,0,0,0,0
vision,0,0,0,0,0,7,0,0,0,0
unfold,0,0,0,0,0,0,0,0,2,0
especially,0,0,12,0,0,0,0,0,0,0
notable,2,0,0,0,0,0,0,0,0,0
field,0,0,0,0,0,34,0,0,0,0
projection,0,0,0,0,0,17,0,0,0,0
sequence,0,0,0,0,0,19,0,0,0,0
animal,2,0,0,0,0,2,0,0,0,0
fascinate,0,0,0,0,0,0,0,0,3,0
anatomist,0,0,0,0,0,2,0,0,0,0
general,11,0,0,0,0,0,0,0,0,0
alike,0,0,3,0,0,0,0,0,0,0
flexible,3,0,0,0,0,0,0,0,0,0
roll,0,0,0,0,0,29,0,0,4,0
market,0,0,0,0,0,21,0,0,4,0
introduce,0,0,0,0,0,0,0,0,31,0
slogan,0,0,0,0,0,2,0,0,0,0
push,0,0,0,0,0,0,0,0,3,0
button,0,0,0,0,0,3,0,0,0,0
rest,0,0,0,0,0,2,0,0,0,0
launch,0,0,0,0,0,0,0,0,3,0
mass,6,0,0,0,0,2,0,0,0,0
gifted,2,0,0,0,0,0,0,0,0,0
explore,0,0,0,0,0,0,0,0,6,0
creative,5,0,0,0,0,0,0,0,0,0
standpoint,0,0,0,0,0,2,0,0,0,0
attempt,0,0,0,0,0,4,0,0,2,0
potential,1,0,0,0,0,2,0,0,0,0
limitation,0,0,0,0,0,2,0,0,0,0
define,0,0,0,0,0,0,0,0,2,0
natural,11,0,0,0,0,0,0,0,0,0
inspiration,0,0,0,0,0,2,0,0,0,0
painting,0,0,0,0,0,7,0,0,0,0
trick,0,0,0,0,0,2,0,0,0,0
manipulation,0,0,0,0,0,6,0,0,0,0
stage,0,0,0,0,0,4,0,0,2,0
frankly,0,0,2,0,0,0,0,0,0,0
imitate,0,0,0,0,0,0,0,0,3,0
sentimental,3,0,0,0,0,0,0,0,0,0
moralistic,2,0,0,0,0,0,0,0,0,0
impose,0,0,0,0,0,0,0,0,2,0
style,0,0,0,0,0,12,0,0,0,0
collection,0,0,0,0,0,7,0,0,0,0
extraordinary,2,0,0,0,0,0,0,0,0,0
soft,5,0,4,0,0,0,0,0,0,0
focused,4,0,0,0,0,0,0,0,0,0
impassioned,2,0,0,0,0,0,0,0,0,0
strong,4,0,0,0,0,0,0,0,0,0
detailed,5,0,0,0,0,0,0,0,0,0
theory,0,0,0,0,0,4,0,0,0,0
aesthetic,1,0,0,0,0,2,0,0,0,0
influence,0,0,0,0,0,3,0,0,4,0
late,9,0,0,0,0,0,0,0,0,0
distinguished,2,0,0,0,0,0,0,0,0,0
promote,0,0,0,0,0,0,0,0,4,0
page,0,0,0,0,0,4,0,0,0,0
illustrate,0,0,0,0,0,0,0,0,3,0
quarterly,2,0,0,0,0,0,0,0,0,0
group,0,0,0,0,0,16,0,0,0,0
gallery,0,0,0,0,0,7,0,0,0,0
generation,0,0,0,0,0,3,0,0,0,0
emerge,0,0,0,0,0,0,0,0,4,0
determine,0,0,0,0,0,0,0,0,10,0
away,0,2,6,0,0,0,0,0,0,0
painterly,2,0,0,0,0,0,0,0,0,0
effect,0,0,0,0,0,31,0,0,0,0
direct,12,0,0,0,0,0,0,0,2,0
unmanipulated,2,0,0,0,0,0,0,0,0,0
sharply,0,0,6,0,0,0,0,0,0,0
approach,0,0,0,0,0,5,0,0,1,0
straight,5,0,0,0,0,0,0,0,0,0
practitioner,0,0,0,0,0,2,0,0,0,0
believe,0,0,0,0,0,0,0,0,3,0
truly,0,0,2,0,0,0,0,0,0,0
express,0,0,0,0,0,0,0,0,6,0
unique,6,0,0,0,0,0,0,0,0,0
deep,3,0,0,0,0,0,0,0,0,0
awareness,0,0,0,0,0,2,0,0,0,0
spirit,0,0,0,0,0,2,0,0,0,0
movement,0,0,0,0,0,20,0,0,0,0
figure,0,0,0,0,0,3,0,0,2,0
young,4,0,0,0,0,0,0,0,0,0
document,0,0,0,0,0,6,0,0,3,0
social,13,0,0,0,0,0,0,0,0,0
problem,0,0,0,0,0,2,0,0,0,0
danish,2,0,0,0,0,0,0,0,0,0
immigrant,0,0,0,0,0,2,0,0,0,0
crusader,0,0,0,0,0,2,0,0,0,0
plight,0,0,0,0,0,2,0,0,0,0
urban,2,0,0,0,0,0,0,0,0,0
poor,5,0,0,0,0,0,0,0,0,0
illuminate,0,0,0,0,0,0,0,0,7,0
interior,0,0,0,0,0,2,0,0,0,0
slum,0,0,0,0,0,2,0,0,0,0
tenement,0,0,0,0,0,2,0,0,0,0
recent,4,0,0,0,0,0,0,0,0,0
german,2,0,0,0,0,0,0,0,0,0
invention,0,0,0,0,0,7,0,0,0,0
flashpowder,0,0,0,0,0,4,0,0,0,0
highly,0,0,7,0,0,0,0,0,0,0
explosive,2,0,0,0,0,0,0,0,0,0
mixture,0,0,0,0,0,6,0,0,0,0
ignite,0,0,0,0,0,0,0,0,3,0
blaze,0,0,0,0,0,2,0,0,1,0
draw,0,0,0,0,0,0,0,0,5,0
attention,0,0,0,0,0,2,0,0,0,0
ill,0,0,2,0,0,2,0,0,0,0
abuse,0,0,0,0,0,2,0,0,0,0
child,0,0,0,0,0,4,0,0,0,0
labor,0,0,0,0,0,3,0,0,0,0
scale,0,0,0,0,0,33,0,0,3,0
program,0,0,0,0,0,11,0,0,3,0
documentary,3,0,0,0,0,1,0,0,0,0
establish,0,0,0,0,0,0,0,0,14,0
organize,0,0,0,0,0,0,0,0,3,0
talented,4,0,0,0,0,0,0,0,0,0
compile,0,0,0,0,0,0,0,0,2,0
unsurpassed,2,0,0,0,0,0,0,0,0,0
nation,0,0,0,0,0,3,0,0,0,0
technical,7,0,0,0,0,0,0,0,0,0
development,0,0,0,0,0,44,0,0,0,0
continue,0,0,0,0,0,0,0,0,17,0
shortly,0,0,2,0,0,0,0,0,0,0
technician,0,0,0,0,0,4,0,0,0,0
company,0,0,0,0,0,22,0,0,0,0
miniature,17,0,0,0,0,3,0,0,0,0
perforate,0,0,0,0,0,0,0,0,4,0
strip,0,0,0,0,0,10,0,0,1,0
dismiss,0,0,0,0,0,0,0,0,2,0
mere,2,0,0,0,0,0,0,0,0,0
toy,0,0,0,0,0,2,0,0,0,0
delight,0,0,0,0,0,1,0,0,2,0
compact,15,0,0,0,0,0,0,0,0,0
ability,0,0,0,0,0,5,0,0,0,0
rapid,15,0,0,0,0,0,0,0,0,0
succession,0,0,0,0,0,6,0,0,0,0
continual,2,0,0,0,0,0,0,0,0,0
improvement,0,0,0,0,0,3,0,0,0,0
reflex,0,0,0,0,0,33,0,0,0,0
dominant,4,0,0,0,0,0,0,0,0,0
largely,0,0,8,0,0,0,0,0,0,0
flashbulb,0,0,0,0,0,8,0,0,0,0
gas,0,0,0,0,0,6,0,0,0,0
discharge,0,0,0,0,0,6,0,0,0,0
flash,0,0,0,0,0,82,0,0,1,0
tube,0,0,0,0,0,19,0,0,0,0
electronic,41,0,0,0,0,3,0,0,0,0
astonishing,2,0,0,0,0,0,0,0,0,0
brief,7,0,0,0,0,0,0,0,0,0
cumbersome,3,0,0,0,0,0,0,0,0,0
unit,0,0,0,0,0,27,0,0,0,0
miniaturized,3,0,0,0,0,0,0,0,0,0
build,0,0,0,0,0,0,0,0,33,0
pocket,0,0,0,0,0,6,0,0,0,0
color,8,0,0,0,0,35,0,0,0,0
dream,0,0,0,0,0,2,0,0,0,0
foundation,0,0,0,0,0,2,0,0,0,0
scottish,3,0,0,0,0,0,0,0,0,0
physicist,0,0,0,0,0,2,0,0,0,0
demonstrate,0,0,0,0,0,0,0,0,4,0
primary,16,0,0,0,0,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,9,0
principle,0,0,0,0,0,9,0,0,0,0
decade,0,0,0,0,0,9,0,0,0,0
brother,0,0,0,0,0,2,0,0,0,0
autochrome,0,0,0,0,0,2,0,0,0,0
starch,0,0,0,0,0,2,0,0,0,0
grain,0,0,0,0,0,14,0,0,1,0
dye,0,0,0,0,0,55,0,0,2,0
red,36,0,0,0,0,7,0,0,0,0
green,41,0,0,0,0,3,0,0,1,0
blue,37,0,0,0,0,10,0,0,0,0
panchromatic,8,0,0,0,0,0,0,0,0,0
integral,6,0,0,0,0,0,0,0,0,0
tripack,0,0,0,0,0,2,0,0,0,0
particular,5,0,0,0,0,0,0,0,0,0
famed,2,0,0,0,0,0,0,0,0,0
sharpness,0,0,0,0,0,22,0,0,0,0
rich,6,0,0,0,0,0,0,0,0,0
transparency,0,0,0,0,0,27,0,0,0,0
today,0,0,0,0,0,21,0,0,0,0
constitute,0,0,0,0,0,0,0,0,2,0
vast,2,0,0,0,0,0,0,0,0,0
majority,0,0,0,0,0,2,0,0,0,0
non,6,0,0,0,0,0,0,0,0,0
digital,145,0,0,0,0,0,0,0,0,0
rise,0,0,0,0,0,6,0,0,1,0
sale,0,0,0,0,0,3,0,0,0,0
drop,0,0,0,0,0,2,0,0,4,0
significantly,0,0,2,0,0,0,0,0,0,0
specialized,7,0,0,0,0,0,0,0,0,0
niche,0,0,0,0,0,3,0,0,0,0
instant,23,0,1,0,0,3,0,0,0,0
self,0,0,0,0,0,13,0,0,0,0
version,0,0,0,0,0,13,0,0,0,0
class,0,0,0,0,0,2,0,0,0,0
conduct,0,0,0,0,0,0,0,0,2,0
cameraless,0,0,0,0,0,2,0,0,0,0
abstraction,0,0,0,0,0,2,0,0,0,0
principal,7,0,0,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,5,0
teacher,0,0,0,0,0,2,0,0,0,0
school,0,0,0,0,0,8,0,0,0,0
magazine,0,0,0,0,0,21,0,0,0,0
showcase,0,0,0,0,0,2,0,0,0,0
notably,0,0,4,0,0,0,0,0,0,0
outspoken,2,0,0,0,0,0,0,0,0,0
political,5,0,0,0,0,0,0,0,0,0
protest,0,0,0,0,0,2,0,0,0,0
photomontage,0,0,0,0,0,2,0,0,0,0
collage,0,0,0,0,0,3,0,0,1,0
powerful,7,0,0,0,0,0,0,0,0,0
savage,2,0,0,0,0,0,0,0,0,0
orient,0,0,0,0,0,0,0,0,6,0
flourish,0,0,0,0,0,0,0,0,2,0
post,2,0,0,0,0,1,0,0,1,0
bring,0,0,0,0,0,0,0,0,16,0
outstanding,2,0,0,0,0,0,0,0,0,0
innovative,2,0,0,0,0,0,0,0,0,0
photojournalist,0,0,0,0,0,10,0,0,0,0
essay,0,0,0,0,0,4,0,0,0,0
exhibit,0,0,0,0,0,2,0,0,2,0
unprecedented,3,0,0,0,0,0,0,0,0,0
precision,0,0,0,0,0,3,0,0,0,0
perception,0,0,0,0,0,2,0,0,0,0
significant,5,0,0,0,0,0,0,0,0,0
moment,0,0,0,0,0,5,0,0,0,0
frontier,0,0,0,0,0,2,0,0,0,0
fashion,0,0,0,0,0,4,0,0,0,0
advent,0,0,0,0,0,3,0,0,0,0
television,0,0,0,0,0,6,0,0,0,0
cause,0,0,0,0,0,1,0,0,9,0
decline,0,0,0,0,0,4,0,0,1,0
increasingly,0,0,4,0,0,0,0,0,0,0
automated,4,0,0,0,0,0,0,0,0,0
electronically,0,0,8,0,0,0,0,0,0,0
control,0,0,0,0,0,26,0,0,31,0
virtually,0,0,7,0,0,0,0,0,0,0
loading,0,0,0,0,0,2,0,0,0,0
rewinding,0,0,0,0,0,2,0,0,0,0
automatic,21,0,0,0,0,0,0,0,0,0
