word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
official,2,0,0,0,0,0,0,1,0,0,0,0,0
inquisitor,0,0,0,0,0,0,0,2,0,0,0,0,0
annoy,0,0,0,0,0,0,0,0,0,0,0,2,0
greatly,0,0,8,0,0,0,0,0,0,0,0,0,0
fine,38,0,1,0,0,0,0,0,0,0,0,0,1
morning,0,0,0,0,0,0,0,26,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,0,64,0
well,10,0,11,0,0,0,0,0,0,0,0,1,0
leave,0,0,0,0,0,0,0,5,0,0,0,41,0
golden,5,0,0,0,0,0,0,0,0,0,0,0,0
spur,0,0,0,0,0,0,0,2,0,0,0,1,0
payment,0,0,0,0,0,0,0,1,0,0,0,0,0
slip,0,0,0,0,0,0,0,0,0,0,0,6,0
away,0,3,38,0,0,0,0,0,0,0,0,0,0
interfere,0,0,0,0,0,0,0,0,0,0,0,2,0
progress,0,0,0,0,0,0,0,4,0,0,0,0,0
affair,0,0,0,0,0,0,0,11,0,0,0,0,0
justice,0,0,0,0,0,0,0,15,0,0,0,0,0
epoch,0,0,0,0,0,0,0,3,0,0,0,0,0
trouble,0,0,0,0,0,0,0,3,0,0,0,4,0
little,85,0,7,0,0,0,0,0,0,0,0,0,0
clearness,0,0,0,0,0,0,0,1,0,0,0,0,0
definiteness,0,0,0,0,0,0,0,1,0,0,0,0,0
criminal,1,0,0,0,0,0,0,5,0,0,0,0,0
suit,0,0,0,0,0,0,0,2,0,0,0,1,0
provide,0,0,0,0,0,0,0,0,0,0,0,1,0
accuse,0,0,0,0,0,0,0,0,0,0,0,1,0
hang,0,0,0,0,0,0,0,0,0,0,0,68,0
necessary,6,0,0,0,0,0,0,0,0,0,0,0,0
judge,0,0,0,0,0,0,0,8,0,0,0,4,0
plenty,0,0,0,0,0,0,0,2,0,0,0,0,0
proof,0,0,0,0,0,0,0,1,0,0,0,0,0
suppose,0,0,0,0,0,0,0,0,0,0,0,7,0
end,0,0,0,0,0,0,0,31,0,0,0,4,0
matter,0,0,1,0,0,0,0,18,0,0,0,6,0
flee,0,0,0,0,0,0,0,0,0,0,0,12,0
far,0,0,28,0,0,0,0,0,0,0,0,0,0
simply,0,0,2,0,0,0,0,0,0,0,0,0,0
rejoin,0,0,0,0,0,0,0,0,0,0,0,3,0
company,0,0,0,0,0,0,0,14,0,0,0,0,0
garrison,0,0,0,0,0,0,0,3,0,0,0,0,0
stage,0,0,0,0,0,0,0,2,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,0,0,42,0
vague,4,0,0,0,0,0,0,0,0,0,0,0,0
feeling,0,0,0,0,0,0,0,4,0,0,0,0,0
play,0,0,0,0,0,0,0,0,0,0,0,6,0
ridiculous,1,0,0,0,0,0,0,0,0,0,0,0,0
figure,0,0,0,0,0,0,0,14,0,0,0,3,0
think,0,0,0,0,0,0,0,0,0,0,0,61,0
superstitious,2,0,0,0,0,0,0,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,0,44,0
devoutness,0,0,0,0,0,0,0,1,0,0,0,0,0
like,2,135,0,0,0,0,0,0,0,0,0,9,0
come,0,0,0,0,0,0,0,0,0,0,0,119,0
question,0,0,0,0,0,0,0,12,0,0,0,1,0
adventure,0,0,0,0,0,0,0,5,0,0,0,0,0
assured,1,0,0,0,0,0,0,0,0,0,0,0,0
goat,0,0,0,0,0,0,0,31,0,0,0,0,0
singular,16,0,0,0,0,0,0,0,0,0,0,0,0
fashion,0,0,0,0,0,0,0,10,0,0,0,1,0
meet,0,0,0,0,0,0,0,0,0,0,0,7,0
strange,15,0,0,0,0,0,0,0,0,0,0,0,0
manner,0,0,0,0,0,0,0,18,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,0,27,0
divine,2,0,0,0,0,0,0,0,0,0,0,8,0
character,0,0,0,0,0,0,0,4,0,0,0,0,0
gypsy,1,0,0,0,0,0,0,97,0,0,0,0,0
lastly,0,0,3,0,0,0,0,0,0,0,0,0,0
surly,8,0,0,0,0,0,0,0,0,0,0,0,0
monk,0,0,0,0,0,0,0,5,0,0,0,0,0
perceive,0,0,0,0,0,0,0,0,0,0,0,22,0
incident,0,0,0,0,0,0,0,3,0,0,0,0,0
magic,1,0,0,0,0,0,0,4,0,0,0,0,0
probably,0,0,3,0,0,0,0,0,0,0,0,0,0
sorceress,0,0,0,0,0,0,0,13,0,0,0,0,0
devil,0,0,0,0,0,0,0,21,0,0,0,0,0
comedy,0,0,0,0,0,0,0,3,0,0,0,0,0
short,13,0,1,0,0,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,0,0,55,0
language,0,0,0,0,0,0,0,1,0,0,0,0,0
day,0,0,0,0,0,0,0,69,0,0,0,0,0
disagreeable,5,0,0,0,0,0,0,0,0,0,0,0,0
mystery,0,0,0,0,0,0,0,5,0,0,0,0,0
awkward,3,0,0,0,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,0,0,2,0,0,0,0,0
blow,0,0,0,0,0,0,0,17,0,0,0,4,0
derision,0,0,0,0,0,0,0,1,0,0,0,0,0
captain,0,0,0,0,0,0,0,44,0,0,0,0,0
countenance,0,0,0,0,0,0,0,8,0,0,0,0,0
experience,0,0,0,0,0,0,0,0,0,0,0,4,0
sort,0,0,0,0,0,0,0,28,0,0,0,0,0
shame,0,0,0,0,0,0,0,3,0,0,0,0,0
admirably,0,0,1,0,0,0,0,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,0,0,0,1,0
ashame,0,0,0,0,0,0,0,0,0,0,0,1,0
fox,0,0,0,0,0,0,0,4,0,0,0,0,0
catch,0,0,0,0,0,0,0,0,0,0,0,21,0
fowl,0,0,0,0,0,0,0,1,0,0,0,0,0
noise,0,0,0,0,0,0,0,25,0,0,0,1,0
abroad,0,0,1,0,0,0,0,0,0,0,0,0,0
hardly,0,0,14,0,0,0,0,0,0,0,0,0,0
pronounce,0,0,0,0,0,0,0,0,0,0,0,5,0
case,0,0,0,0,0,0,0,5,0,0,0,0,0
court,0,0,0,0,0,0,0,9,0,0,0,1,0
mistaken,1,0,0,0,0,0,0,0,0,0,0,0,0
des,0,0,0,0,0,0,0,0,0,0,0,0,9
pass,0,0,0,0,0,0,0,0,0,0,0,54,0
counterfeiter,0,0,0,0,0,0,0,1,0,0,0,0,0
boil,0,0,0,0,0,0,0,0,0,0,0,6,0
witch,0,0,0,0,0,0,0,15,0,0,0,0,0
heretic,0,0,0,0,0,0,0,1,0,0,0,0,0
burn,0,0,0,0,0,0,0,1,0,0,0,14,0
innumerable,5,0,0,0,0,0,0,0,0,0,0,0,0
people,0,0,0,0,0,0,0,50,0,0,0,0,0
accustomed,1,0,0,0,0,0,0,0,0,0,0,0,0
see,0,0,0,0,0,0,0,0,0,0,0,117,0
square,5,0,0,0,0,0,0,8,0,0,0,0,0
ancient,4,0,0,0,0,0,0,0,0,0,0,0,0
feudal,6,0,0,0,0,0,0,0,0,0,0,0,0
bare,7,0,0,0,0,0,0,0,0,0,0,2,0
armed,5,0,0,0,0,0,0,0,0,0,0,0,0
sleeve,0,0,0,0,0,0,0,7,0,0,0,0,0
strip,0,0,0,0,0,0,0,1,0,0,0,4,0
perform,0,0,0,0,0,0,0,0,0,0,0,2,0
duty,0,0,0,0,0,0,0,3,0,0,0,0,0
gibbet,0,0,0,0,0,0,0,20,0,0,0,0,0
ladder,0,0,0,0,0,0,0,29,0,0,0,0,0
pillory,0,0,0,0,0,0,0,2,0,0,0,0,0
pay,0,0,0,0,0,0,0,0,0,0,0,8,0
heed,0,0,0,0,0,0,0,4,0,0,0,1,0
fashionable,1,0,0,0,0,0,0,0,0,0,0,0,0
society,0,0,0,0,0,0,0,3,0,0,0,0,0
victim,0,0,0,0,0,0,0,2,0,0,0,0,0
corner,0,0,0,0,0,0,0,19,0,0,0,0,0
street,0,0,0,0,0,0,0,25,0,0,0,0,0
populace,0,0,0,0,0,0,0,16,0,0,0,0,0
regale,0,0,0,0,0,0,0,0,0,0,0,1,0
coarse,3,0,0,0,0,0,0,0,0,0,0,0,0
fare,0,0,0,0,0,0,0,1,0,0,0,0,0
execution,0,0,0,0,0,0,0,7,0,0,0,0,0
habitual,2,0,0,0,0,0,0,0,0,0,0,0,0
public,4,0,0,0,0,0,0,0,0,0,0,0,0
highway,0,0,0,0,0,0,0,2,0,0,0,0,0
braising,0,0,0,0,0,0,0,1,0,0,0,0,0
pan,0,0,0,0,0,0,0,2,0,0,0,0,0
baker,0,0,0,0,0,0,0,2,0,0,0,0,0
slaughter,0,0,0,0,0,0,0,1,0,0,0,1,0
house,0,0,0,0,0,0,0,40,0,0,0,0,0
knacker,0,0,0,0,0,0,0,1,0,0,0,0,0
executioner,0,0,0,0,0,0,0,18,0,0,0,0,0
butcher,0,0,0,0,0,0,0,1,0,0,0,0,0
deep,12,0,0,0,0,0,0,0,0,0,0,0,0
dye,0,0,0,0,0,0,0,1,0,0,0,0,0
rest,0,0,0,0,0,0,0,9,0,0,0,8,0
mind,0,0,0,0,0,0,0,16,0,0,0,1,0
soon,0,0,16,0,0,0,0,0,0,0,0,0,0
ease,0,0,0,0,0,0,0,4,0,0,0,0,0
score,0,0,0,0,0,0,0,6,0,0,0,0,0
enchantress,0,0,0,0,0,0,0,2,0,0,0,0,0
call,0,0,0,0,0,0,0,0,0,0,0,20,0
concern,0,0,0,0,0,0,0,0,0,0,0,3,0
dagger,0,0,0,0,0,0,0,9,0,0,0,0,0
issue,0,0,0,0,0,0,0,4,0,0,0,2,0
trial,0,0,0,0,0,0,0,3,0,0,0,0,0
heart,0,0,0,0,0,0,0,36,0,0,0,0,0
vacant,3,0,0,0,0,0,0,0,0,0,0,0,0
direction,0,0,0,0,0,0,0,14,0,0,0,0,0
return,0,0,0,0,0,0,0,0,0,0,0,36,0
physics,0,0,0,0,0,0,0,1,0,0,0,0,0
abhor,0,0,0,0,0,0,0,0,0,0,0,1,0
vacuum,0,0,0,0,0,0,0,1,0,0,0,0,0
insipid,1,0,0,0,0,0,0,0,0,0,0,0,0
stay,0,0,0,0,0,0,0,0,0,0,0,12,0
village,0,0,0,0,0,0,0,4,0,0,0,0,0
farrier,0,0,0,0,0,0,0,2,0,0,0,0,0
cow,0,0,0,0,0,0,0,1,0,0,0,0,0
chapped,1,0,0,0,0,0,0,0,0,0,0,0,0
long,46,0,63,0,0,0,0,0,0,0,0,0,0
line,0,0,0,0,0,0,0,11,0,0,0,1,0
dwelling,0,0,0,0,0,0,0,1,0,0,0,0,0
thatched,1,0,0,0,0,0,0,0,0,0,0,0,0
cottage,0,0,0,0,0,0,0,1,0,0,0,0,0
border,0,0,0,0,0,0,0,1,0,0,0,2,0
grand,16,0,0,0,0,0,0,0,0,0,0,0,0
road,0,0,0,0,0,0,0,3,0,0,0,0,0
side,0,0,0,0,0,0,0,11,0,0,0,0,0
half,2,0,16,0,0,2,0,5,0,0,0,0,0
league,0,0,0,0,0,0,0,5,0,0,0,0,0
tail,0,0,0,0,0,0,0,3,0,0,0,0,0
queue,0,0,0,0,0,0,0,1,0,0,0,0,0
import,0,0,0,0,0,0,0,0,0,0,0,1,0
passion,0,0,0,0,0,0,0,11,0,0,0,0,0
pretty,11,0,0,0,0,0,0,0,0,0,0,0,0
charming,12,0,0,0,0,0,0,0,0,0,0,0,0
dowry,0,0,0,0,0,0,0,1,0,0,0,0,0
accordingly,0,0,5,0,0,0,0,0,0,0,0,0,0
cure,0,0,0,0,0,0,0,0,0,0,0,3,0
assume,0,0,0,0,0,0,0,0,0,0,0,10,0
lapse,0,0,0,0,0,0,0,1,0,0,0,0,0
month,0,0,0,0,0,0,0,17,0,0,0,0,0
bohemian,4,0,0,0,0,0,0,0,0,0,0,0,0
completely,0,0,7,0,0,0,0,0,0,0,0,0,0
finish,0,0,0,0,0,0,0,0,0,0,0,14,0
forget,0,0,0,0,0,0,0,0,0,0,0,15,0
amorous,2,0,0,0,0,0,0,0,0,0,0,0,0
cavalier,0,0,0,0,0,0,0,7,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,0,0,13,0
prance,0,0,0,0,0,0,0,0,0,0,0,2,0
horse,0,0,0,0,0,0,0,32,0,0,0,0,0
door,0,0,0,0,0,0,0,82,0,0,0,0,0
mansion,0,0,0,0,0,0,0,12,0,0,0,0,0
attention,0,0,0,0,0,0,0,7,0,0,0,0,0
tolerably,0,0,6,0,0,0,0,0,0,0,0,0,0
numerous,4,0,0,0,0,0,0,0,0,0,0,0,0
rabble,0,0,0,0,0,0,0,11,0,0,0,0,0
assemble,0,0,0,0,0,0,0,0,0,0,0,2,0
portal,0,0,0,0,0,0,0,12,0,0,0,0,0
remember,0,0,0,0,0,0,0,0,0,0,0,16,0
procession,0,0,0,0,0,0,0,5,0,0,0,0,0
festival,0,0,0,0,0,0,0,4,0,0,0,0,0
hitch,0,0,0,0,0,0,0,0,0,0,0,2,0
ring,0,0,0,0,0,0,0,3,0,0,0,3,0
gayly,0,0,3,0,0,0,0,0,0,0,0,0,0
ascend,0,0,0,0,0,0,0,0,0,0,0,19,0
stair,0,0,0,0,0,0,0,3,0,0,0,0,0
beautiful,32,0,0,0,0,0,0,0,0,0,0,0,0
betrothed,1,0,0,0,0,0,0,0,0,0,0,0,0
mother,0,0,0,0,0,0,0,49,0,0,0,0,0
scene,0,0,0,0,0,0,0,12,0,0,0,0,0
curse,0,0,0,0,0,0,0,2,0,0,0,4,0
alphabet,0,0,0,0,0,0,0,1,0,0,0,0,0
absence,0,0,0,0,0,0,0,3,0,0,0,0,0
weigh,0,0,0,0,0,0,0,0,0,0,0,5,0
behold,0,0,0,0,0,0,0,0,0,0,0,65,0
enter,0,0,0,0,0,0,0,0,0,0,0,40,0
handsome,16,0,0,0,0,0,0,0,0,0,0,0,0
doublet,0,0,0,0,0,0,0,6,0,0,0,0,0
new,11,0,1,0,0,0,0,0,0,0,0,0,0
baldrick,0,0,0,0,0,0,0,1,0,0,0,0,0
shining,1,0,0,0,0,0,0,0,0,0,0,0,0
air,0,0,0,0,0,0,0,56,0,0,0,0,0
impassioned,2,0,0,0,0,0,0,0,0,0,0,0,0
blush,0,0,0,0,0,0,0,0,0,0,0,4,0
pleasure,0,0,0,0,0,0,0,12,0,0,0,0,0
noble,2,0,0,0,0,0,0,1,0,0,0,0,0
damsel,0,0,0,0,0,0,0,1,0,0,0,0,0
magnificent,5,0,0,0,0,0,0,0,0,0,0,0,0
blond,1,0,0,0,0,0,0,0,0,0,0,0,0
hair,0,0,0,0,0,0,0,35,0,0,0,0,0
plait,0,0,0,0,0,0,0,0,0,0,0,1,0
ravishing,1,0,0,0,0,0,0,0,0,0,0,0,0
dress,0,0,0,0,0,0,0,2,0,0,0,8,0
entirely,0,0,7,0,0,0,0,0,0,0,0,0,0
sky,0,0,0,0,0,0,0,20,0,0,0,0,0
blue,3,0,0,0,0,0,0,2,0,0,0,0,0
fair,9,0,0,0,0,0,0,0,0,0,0,0,0
bit,0,0,0,0,0,0,0,7,0,0,0,0,0
coquetry,0,0,0,0,0,0,0,1,0,0,0,0,0
learn,0,0,0,0,0,0,0,0,0,0,0,5,0
eye,0,0,0,0,0,0,0,126,0,0,0,0,0
swim,0,0,0,0,0,0,0,0,0,0,0,6,0
languor,0,0,0,0,0,0,0,1,0,0,0,0,0
beauty,0,0,0,0,0,0,0,15,0,0,0,0,0
maid,0,0,0,0,0,0,0,1,0,0,0,0,0
intoxicate,0,0,0,0,0,0,0,0,0,0,0,2,0
impart,0,0,0,0,0,0,0,0,0,0,0,4,0
officer,0,0,0,0,0,0,0,14,0,0,0,0,0
eager,1,0,0,0,0,0,0,0,0,0,0,0,0
gallant,7,0,0,0,0,0,0,0,0,0,0,0,0
peace,0,0,0,0,0,0,0,5,0,0,0,0,0
immediately,0,0,7,0,0,0,0,0,0,0,0,0,0
maternally,0,0,1,0,0,0,0,0,0,0,0,0,0
seat,0,0,0,0,0,0,0,5,0,0,0,15,0
big,11,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,0,0,0,0,0,0,64,0,0,0,10,0
chair,0,0,0,0,0,0,0,12,0,0,0,0,0
scold,0,0,0,0,0,0,0,0,0,0,0,1,0
reproach,0,0,0,0,0,0,0,5,0,0,0,1,0
expire,0,0,0,0,0,0,0,0,0,0,0,4,0
tender,8,0,0,0,0,0,0,0,0,0,0,0,0
cooing,0,0,0,0,0,0,0,1,0,0,0,0,0
young,70,0,0,0,0,0,0,0,0,0,0,0,0
near,3,14,8,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,0,82,0,0,0,0,0
embroider,0,0,0,0,0,0,0,0,0,0,0,3,0
grotto,0,0,0,0,0,0,0,1,0,0,0,0,0
lean,1,0,0,0,0,0,0,0,0,0,0,9,0
address,0,0,0,0,0,0,0,0,0,0,0,10,0
caress,0,0,0,0,0,0,0,4,0,0,0,6,0
low,39,0,8,0,0,0,0,0,0,0,0,0,0
voice,0,0,0,0,0,0,0,93,0,0,0,0,0
wicked,2,0,0,0,0,0,0,0,0,0,0,0,0
swear,0,0,0,0,0,0,0,0,0,0,0,20,0
reply,0,0,0,0,0,0,0,2,0,0,0,53,0
somewhat,0,0,3,0,0,0,0,0,0,0,0,0,0
embarrassed,2,0,0,0,0,0,0,0,0,0,0,0,0
set,0,0,0,0,0,0,0,0,0,0,0,35,0
archbishop,0,0,0,0,0,0,0,1,0,0,0,0,0
repress,0,0,0,0,0,0,0,0,0,0,0,2,0
smile,0,0,0,0,0,0,0,11,0,0,0,6,0
good,80,0,0,0,0,0,0,2,0,0,0,0,0
sir,0,0,0,0,0,0,0,1,0,0,0,0,0
let,0,0,0,0,0,0,0,0,0,0,0,46,0
answer,0,0,0,0,0,0,0,0,0,0,0,6,0
dear,12,0,0,0,0,0,0,2,0,0,0,0,0
cousin,0,0,0,0,0,0,0,5,0,0,0,0,0
recall,0,0,0,0,0,0,0,0,0,0,0,10,0
delight,0,0,0,0,0,0,0,1,0,0,0,1,0
help,0,0,0,0,0,0,0,0,0,0,0,7,0
avoid,0,0,0,0,0,0,0,0,0,0,0,2,0
second,14,0,0,0,0,0,0,0,0,0,0,0,0
close,4,0,15,0,0,0,0,0,0,0,0,28,0
monsieur,0,0,0,0,0,0,0,5,0,0,0,0,7
single,19,0,0,0,0,0,0,0,0,0,0,0,0
seriously,0,0,2,0,0,0,0,0,0,0,0,0,0
alarm,1,0,0,0,0,0,0,8,0,0,0,2,0
child,0,0,0,0,0,0,0,58,0,0,0,0,0
upset,1,0,0,0,0,0,0,0,0,0,0,2,0
frightened,8,0,0,0,0,0,0,0,0,0,0,0,0
carelessly,0,0,1,0,0,0,0,0,0,0,0,0,0
quarrel,0,0,0,0,0,0,0,2,0,0,0,0,0
sword,0,0,0,0,0,0,0,16,0,0,0,0,0
cut,0,0,0,0,0,0,0,2,0,0,0,10,0
exclaim,0,0,0,0,0,0,0,0,0,0,0,29,0
raise,0,0,0,0,0,0,0,0,0,0,0,50,0
fill,0,0,0,0,0,0,0,0,0,0,0,15,0
tear,0,0,0,0,0,0,0,24,0,0,0,22,0
wish,0,0,0,0,0,0,0,3,0,0,0,26,0
falling,0,0,0,0,0,0,0,1,0,0,0,0,0
lieutenant,0,0,0,0,0,0,0,2,0,0,0,0,0
rip,0,0,0,0,0,0,0,0,0,0,0,2,0
open,11,2,1,0,0,0,0,0,0,0,0,39,0
inch,0,0,0,0,0,0,0,1,0,0,0,0,0
skin,0,0,0,0,0,0,0,2,0,0,0,0,0
mendacious,1,0,0,0,0,0,0,0,0,0,0,0,0
perfectly,0,0,9,0,0,0,0,0,0,0,0,0,0
aware,5,0,0,0,0,0,0,0,0,0,0,0,0
honor,0,0,0,0,0,0,0,5,0,0,0,0,0
make,0,0,0,0,0,0,0,0,0,0,0,20,0
stand,0,0,0,0,0,0,0,0,0,0,0,37,0
look,0,0,0,0,0,0,0,11,0,0,0,60,0
face,0,0,0,0,0,0,0,65,0,0,0,3,0
agitated,1,0,0,0,0,0,0,0,0,0,0,0,0
admiration,0,0,0,0,0,0,0,1,0,0,0,0,0
reassure,0,0,0,0,0,0,0,0,0,0,0,3,0
wholly,0,0,7,0,0,0,0,0,0,0,0,0,0
villanous,6,0,0,0,0,0,0,0,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,0,0,0,3,0
imagination,0,0,0,0,0,0,0,5,0,0,0,0,0
endow,0,0,0,0,0,0,0,0,0,0,0,2,0
mediocre,2,0,0,0,0,0,0,0,0,0,0,0,0
power,0,0,0,0,0,0,0,5,0,0,0,0,0
creation,0,0,0,0,0,0,0,1,0,0,0,0,0
begin,0,0,0,0,0,0,0,0,0,0,0,65,0
find,0,0,0,0,0,0,0,0,0,0,0,54,0
quandary,0,0,0,0,0,0,0,1,0,0,0,0,0
means,0,0,0,0,0,0,0,3,0,0,0,0,0
extricate,0,0,0,0,0,0,0,0,0,0,0,3,0
prowess,0,0,0,0,0,0,0,2,0,0,0,0,0
mere,3,0,0,0,0,0,0,0,0,0,0,0,2
remark,0,0,0,0,0,0,0,4,0,0,0,4,0
sake,0,0,0,0,0,0,0,4,0,0,0,0,0
change,0,0,0,0,0,0,0,3,0,0,0,11,0
conversation,0,0,0,0,0,0,0,4,0,0,0,0,0
approach,0,0,0,0,0,0,0,2,0,0,0,27,0
penance,0,0,0,0,0,0,0,2,0,0,0,0,0
church,0,0,0,0,0,0,0,84,0,0,0,0,0
thoroughly,0,0,4,0,0,0,0,0,0,0,0,0,0
persuade,0,0,0,0,0,0,0,0,0,0,0,1,0
conclude,0,0,0,0,0,0,0,0,0,0,0,3,0
disturb,0,0,0,0,0,0,0,0,0,0,0,5,0
word,0,0,0,0,0,0,0,64,0,0,0,0,0
ask,0,0,0,0,0,0,0,0,0,0,0,21,0
shrug,0,0,0,0,0,0,0,0,0,0,0,1,0
white,33,0,0,0,0,0,0,2,0,0,0,0,0
shoulder,0,0,0,0,0,0,0,19,0,0,0,0,0
mon,0,0,0,0,0,0,0,0,0,0,0,0,2
dieu,0,0,0,0,0,0,0,0,0,0,0,0,7
nowadays,0,0,1,0,0,0,0,0,0,0,0,0,0
dare,0,0,0,0,0,0,0,0,0,0,0,11,0
name,0,0,0,0,0,0,0,2,0,0,0,0,0
seek,0,0,0,0,0,0,0,0,0,0,0,13,0
cloud,0,0,0,0,0,0,0,12,0,0,0,1,0
tranquil,12,0,0,0,0,0,0,0,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,0,9,0
venerable,2,0,0,0,0,0,0,0,0,0,0,0,0
dame,0,0,0,0,0,0,0,3,0,0,0,0,0
rise,0,0,0,0,0,0,0,1,0,0,0,42,0
right,11,0,2,0,0,0,0,10,0,0,0,0,0
great,96,0,1,0,0,0,0,0,0,0,0,0,0
roof,0,0,0,0,0,0,0,35,0,0,0,0,0
bless,0,0,0,0,0,0,0,0,0,0,0,2,0
remind,0,0,0,0,0,0,0,0,0,0,0,4,0
entrance,0,0,0,0,0,0,0,8,0,0,0,0,0
year,0,0,0,0,0,0,0,37,0,0,0,0,0
produce,0,0,0,0,0,0,0,0,0,0,0,12,0
effect,0,0,0,0,0,0,0,12,0,0,0,1,0
old,55,0,0,0,0,0,0,0,0,0,0,0,0
crowd,0,0,0,0,0,0,0,22,0,0,0,1,0
present,10,0,0,0,0,0,0,0,0,0,0,12,0
machicolation,0,0,0,0,0,0,0,3,0,0,0,0,0
queen,0,0,0,0,0,0,0,2,0,0,0,0,0
pillion,0,0,0,0,0,0,0,1,0,0,0,0,0
highness,0,0,0,0,0,0,0,1,0,0,0,0,0
lady,0,0,0,0,0,0,0,6,0,0,0,0,0
mount,0,0,0,0,0,0,0,0,0,0,0,18,0
lord,0,0,0,0,0,0,0,14,0,0,0,0,0
laugh,0,0,0,0,0,0,0,15,0,0,0,24,0
loudly,0,0,1,0,0,0,0,0,0,0,0,0,0
stature,0,0,0,0,0,0,0,1,0,0,0,0,0
ride,0,0,0,0,0,0,0,0,0,0,0,4,0
chevalier,0,0,0,0,0,0,0,3,0,0,0,0,0
gigantic,7,0,0,0,0,0,0,0,0,0,0,0,0
size,0,0,0,0,0,0,0,3,0,0,0,0,0
