word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PRON,SCONJ,VERB,X
american,30,0,0,0,0,0,0,0,0,0,0
coastal,23,0,0,0,0,0,0,0,0,0,0
arctic,22,0,0,0,0,0,0,0,0,0,0
climatic,5,0,0,0,0,0,0,0,0,0,0
limit,0,0,0,0,0,6,0,0,0,10,0
agriculture,0,0,0,0,0,1,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,7,0
subsistence,0,0,0,0,0,27,0,0,0,0,0
hunting,0,0,0,0,0,59,0,0,0,0,0
trapping,0,0,0,0,0,5,0,0,0,0,0
fishing,0,0,0,0,0,36,0,0,0,0,0
herd,0,0,0,0,0,3,0,0,0,1,0
change,0,0,0,0,0,15,0,0,0,8,0
climate,0,0,0,0,0,11,0,0,0,0,0
simple,8,0,0,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,1,0,0,0,0,0
determine,0,0,0,0,0,0,0,0,0,6,0
effective,2,0,0,0,0,0,0,0,0,0,0
boundary,0,0,0,0,0,4,0,0,0,0,0
circumpolar,2,0,0,0,0,0,0,0,0,0,0
gradient,0,0,0,0,0,1,0,0,0,0,0
counterpart,0,0,0,0,0,2,0,0,0,0,0
major,21,0,0,0,0,0,0,0,0,0,0
environmental,4,0,0,0,0,0,0,0,0,0,0
transition,0,0,0,0,0,8,0,0,0,0,0
important,33,0,0,0,0,0,0,0,0,0,0
tree,0,0,0,0,0,5,0,0,0,0,0
line,0,0,0,0,0,14,0,0,0,1,0
mark,0,0,0,0,0,0,0,0,0,11,0
northern,67,0,0,0,0,0,0,0,0,0,0
margin,0,0,0,0,0,1,0,0,0,0,0
coniferous,4,0,0,0,0,0,0,0,0,0,0
forest,0,0,0,0,0,26,0,0,0,0,0
taiga,0,0,0,0,0,4,0,0,0,0,0
coast,0,0,0,0,0,55,0,0,0,0,0
land,0,0,0,0,0,42,0,0,0,0,0
consist,0,0,0,0,0,0,0,0,0,17,0
open,18,0,0,0,0,0,0,0,0,3,0
tundra,0,0,0,0,0,14,0,0,0,0,0
high,22,0,0,0,0,0,0,0,0,0,0
altitude,0,0,0,0,0,1,0,0,0,0,0
pocket,0,0,0,0,0,1,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,4,0
enclose,0,0,0,0,0,0,0,0,0,1,0
zone,0,0,0,0,0,7,0,0,0,0,0
southern,29,0,0,0,0,0,0,0,0,0,0
environment,0,0,0,0,0,9,0,0,0,0,0
commonly,0,0,13,0,0,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,10,0
barren,4,0,0,0,0,1,0,0,0,0,0
inhospitable,1,0,0,0,0,0,0,0,0,0,0
habitable,2,0,0,0,0,0,0,0,0,0,0
virtue,0,0,0,0,0,2,0,0,0,0,0
extreme,3,0,0,0,0,0,0,0,0,0,0
physical,4,0,0,0,0,0,0,0,0,0,0
endurance,0,0,0,0,0,2,0,0,0,0,0
technical,5,0,0,0,0,0,0,0,0,0,0
virtuosity,0,0,0,0,0,1,0,0,0,0,0
dwell,0,0,0,0,0,0,0,0,0,3,0
doubt,0,0,0,0,0,1,0,0,0,0,0
possess,0,0,0,0,0,0,0,0,0,2,0
quality,0,0,0,0,0,3,0,0,0,0,0
view,0,0,0,0,0,1,0,0,0,2,0
rest,0,0,0,0,0,3,0,0,0,2,0
misconception,0,0,0,0,0,1,0,0,0,0,0
image,0,0,0,0,0,2,0,0,0,0,0
remote,3,0,0,0,0,0,0,0,0,0,0
wilderness,0,0,0,0,0,1,0,0,0,0,0
conquer,0,0,0,0,0,0,0,0,0,1,0
struggle,0,0,0,0,0,1,0,0,0,0,0
survival,0,0,0,0,0,7,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,6,0
language,0,0,0,0,0,42,0,0,0,0,0
alien,1,0,0,0,0,0,0,0,0,0,0
explorer,0,0,0,0,0,5,0,0,0,0,0
native,32,0,0,0,0,3,0,0,0,0,0
indigenous,41,0,0,0,0,0,0,0,0,0,0
hostile,1,0,0,0,0,0,0,0,0,0,0
forbidding,1,0,0,0,0,0,0,0,0,0,0
familiar,2,0,0,0,0,1,0,0,0,0,0
generous,1,0,0,0,0,0,0,0,0,0,0
gift,0,0,0,0,0,15,0,0,0,0,0
livelihood,0,0,0,0,0,1,0,0,0,0,0
treat,0,0,0,0,0,0,0,0,0,11,0
consideration,0,0,0,0,0,1,0,0,0,0,0
respect,0,0,0,0,0,6,0,0,0,1,0
season,0,0,0,0,0,9,0,0,0,0,0
scarcity,0,0,0,0,0,5,0,0,0,0,0
certainly,0,0,3,0,0,0,0,0,0,0,0
occur,0,0,0,0,0,0,0,0,0,15,0
alternate,0,0,0,0,0,0,0,0,0,1,0
period,0,0,0,0,0,30,0,0,0,0,0
extraordinary,1,0,0,0,0,0,0,0,0,0,0
abundance,0,0,0,0,0,3,0,0,0,0,0
continuous,1,0,0,0,0,0,0,0,0,0,0
daylight,0,0,0,0,0,2,0,0,0,0,0
warm,6,0,0,0,0,0,0,0,0,3,0
summer,0,0,0,0,0,24,0,0,0,0,0
couple,0,0,0,0,0,2,0,0,0,1,0
ample,2,0,0,0,0,0,0,0,0,0,0
surface,0,0,0,0,0,7,0,0,0,0,0
water,0,0,0,0,0,17,0,0,0,0,0
melt,0,0,0,0,0,0,0,0,0,1,0
allow,0,0,0,0,0,0,0,0,0,4,0
phenomenal,1,0,0,0,0,0,0,0,0,0,0
rate,0,0,0,0,0,2,0,0,0,0,0
growth,0,0,0,0,0,1,0,0,0,0,0
vegetation,0,0,0,0,0,1,0,0,0,0,0
turn,0,0,0,0,0,4,0,0,0,3,0
attract,0,0,0,0,0,0,0,0,0,1,0
multitude,0,0,0,0,0,1,0,0,0,0,0
animal,1,0,0,0,0,57,0,0,0,0,0
migratory,4,0,0,0,0,0,0,0,0,0,0
specie,0,0,0,0,0,8,0,0,0,0,0
ocean,0,0,0,0,0,9,0,0,0,0,0
current,3,0,0,0,0,5,0,0,0,0,0
likewise,0,0,1,0,0,0,0,0,0,0,0
conducive,1,0,0,0,0,0,0,0,0,0,0
marine,4,0,0,0,0,0,0,0,0,0,0
fauna,0,0,0,0,0,2,0,0,0,0,0
characterize,0,0,0,0,0,0,0,0,0,9,0
seasonality,0,0,0,0,0,1,0,0,0,0,0
resource,0,0,0,0,0,34,0,0,0,0,0
available,11,0,0,0,0,0,0,0,0,0,0
human,14,0,0,0,0,7,0,0,0,0,0
primarily,0,0,8,0,0,0,0,0,0,0,0
faunal,1,0,0,0,0,0,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,0,14,0
concentration,0,0,0,0,0,1,0,0,0,0,0
particular,12,0,0,0,0,0,0,0,0,0,0
time,0,0,0,0,0,35,0,0,0,0,0
year,0,0,0,0,0,17,0,0,0,0,0
widely,0,0,6,0,0,0,0,0,0,0,0
dispersed,1,0,0,0,0,0,0,0,0,0,0
continuously,0,0,1,0,0,0,0,0,0,0,0
fluctuation,0,0,0,0,0,2,0,0,0,0,0
naturally,0,0,1,0,0,0,0,0,0,0,0
affect,0,0,0,0,0,0,0,0,0,4,0
settlement,0,0,0,0,0,19,0,0,0,0,0
pattern,0,0,0,0,0,9,0,0,0,0,0
movement,0,0,0,0,0,10,0,0,0,0,0
population,0,0,0,0,0,40,0,0,0,0,0
marked,1,0,0,0,0,0,0,0,0,0,0
seasonal,11,0,0,0,0,0,0,0,0,0,0
variation,0,0,0,0,0,2,0,0,0,0,0
length,0,0,0,0,0,5,0,0,0,0,0
day,0,0,0,0,0,20,0,0,0,0,0
night,0,0,0,0,0,3,0,0,0,0,0
opportunity,0,0,0,0,0,7,0,0,0,0,0
afford,0,0,0,0,0,0,0,0,0,3,0
landscape,0,0,0,0,0,5,0,0,0,0,0
transport,0,0,0,0,0,5,0,0,0,5,0
travel,0,0,0,0,0,4,0,0,0,5,0
establish,0,0,0,0,0,0,0,0,0,13,0
range,0,0,0,0,0,6,0,0,0,1,0
condition,0,0,0,0,0,8,0,0,0,0,0
adapt,0,0,0,0,0,0,0,0,0,4,0
broadly,0,0,1,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,35,0
basic,6,0,0,0,0,0,0,0,0,0,0
kind,0,0,0,0,0,10,0,0,0,0,0
adaptation,0,0,0,0,0,8,0,0,0,0,0
entirely,0,0,5,0,0,0,0,0,0,0,0
confine,0,0,0,0,0,0,0,0,0,1,0
base,0,0,0,0,0,4,0,0,0,19,0
exploitation,0,0,0,0,0,2,0,0,0,0,0
fairly,0,0,8,0,0,0,0,0,0,0,0
diverse,4,0,0,0,0,0,0,0,0,0,0
bird,0,0,0,0,0,9,0,0,0,0,0
fish,0,0,0,0,0,37,0,0,0,5,0
local,24,0,0,0,0,0,0,0,0,0,0
group,0,0,0,0,0,151,0,0,0,2,0
small,27,0,0,0,0,0,0,0,0,0,0
scatter,0,0,0,0,0,0,0,0,0,5,0
exploit,0,0,0,0,0,1,0,0,0,6,0
territory,0,0,0,0,0,22,0,0,0,0,0
fix,0,0,0,0,0,0,0,0,0,2,0
central,17,0,0,0,0,0,0,0,0,0,0
location,0,0,0,0,0,9,0,0,0,0,0
second,8,0,0,0,0,0,0,0,0,0,0
span,0,0,0,0,0,1,0,0,0,1,0
heavy,7,0,0,0,0,0,0,0,0,0,0
round,3,0,1,0,0,1,0,0,0,0,0
dependence,0,0,0,0,0,2,0,0,0,0,0
caribou,0,0,0,0,0,36,0,0,0,0,0
annual,7,0,0,0,0,0,0,0,0,0,0
migration,0,0,0,0,0,3,0,0,0,0,0
spring,0,0,0,0,0,7,0,0,0,0,0
autumn,0,0,0,0,0,4,0,0,0,0,0
match,0,0,0,0,0,1,0,0,0,1,0
lengthy,2,0,0,0,0,0,0,0,0,0,0
nomadic,6,0,0,0,0,0,0,0,0,0,0
associate,0,0,0,0,0,0,0,0,0,8,0
aim,0,0,0,0,0,0,0,0,0,1,0
intercept,0,0,0,0,0,0,0,0,0,2,0
common,26,0,0,0,0,0,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,0,16,0
reverse,1,0,0,0,0,0,0,0,0,0,0
direction,0,0,0,0,0,3,0,0,0,0,0
sea,0,0,0,0,0,45,0,0,0,0,0
mammal,0,0,0,0,0,24,0,0,0,0,0
winter,0,0,0,0,0,64,0,0,0,0,0
inland,3,0,4,0,0,1,0,0,0,0,0
fourth,2,0,0,0,0,0,0,0,0,0,0
typical,9,0,0,0,0,0,0,0,0,0,0
exclusively,0,0,1,0,0,0,0,0,0,0,0
maritime,3,0,0,0,0,0,0,0,0,0,0
relatively,0,0,14,0,0,0,0,0,0,0,0
large,51,0,0,0,0,0,0,0,0,0,0
hunt,0,0,0,0,0,3,0,0,0,32,0
rich,9,0,0,0,0,1,0,0,0,0,0
boat,0,0,0,0,0,12,0,0,0,0,0
ice,0,0,0,0,0,19,0,0,0,0,0
indian,8,0,0,0,0,0,0,0,0,0,0
mode,0,0,0,0,0,2,0,0,0,0,0
exclusive,4,0,0,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,1,0,0,0,3,0
island,0,0,0,0,0,15,0,0,0,0,0
essentially,0,0,4,0,0,0,0,0,0,0,0
tie,0,0,0,0,0,1,0,0,0,3,0
independent,13,0,0,0,0,0,0,0,0,0,0
conventionally,0,0,1,0,0,0,0,0,0,0,0
contrast,0,0,0,0,0,3,0,0,0,1,0
take,0,0,0,0,0,0,0,0,0,24,0
distinction,0,0,0,0,0,2,0,0,0,0,0
northernmost,11,0,0,0,0,0,0,0,0,0,0
label,0,0,0,0,0,2,0,0,0,0,0
deal,0,0,0,0,0,4,0,0,0,1,0
separately,0,0,2,0,0,0,0,0,0,0,0
chapter,0,0,0,0,0,3,0,0,0,0,0
subarctic,35,0,0,0,0,0,0,0,0,0,0
useful,2,0,0,0,0,0,0,0,0,0,0
point,0,0,0,0,0,11,0,0,0,0,0
discuss,0,0,0,0,0,0,0,0,0,8,0
terminology,0,0,0,0,0,1,0,0,0,0,0
refer,0,0,0,0,0,0,0,0,0,25,0
continent,0,0,0,0,0,6,0,0,0,0,0
past,3,0,0,0,0,0,0,0,0,0,0
call,0,0,0,0,0,0,0,0,0,41,0
term,0,0,0,0,0,19,0,0,0,0,0
interchangeably,0,0,1,0,0,0,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,29,0
specific,4,0,0,0,0,0,0,0,0,0,0
entity,0,0,0,0,0,2,0,0,0,0,0
general,12,0,0,0,0,0,0,0,0,0,0
constituent,0,0,0,0,0,2,0,0,0,0,0
part,0,0,0,0,0,11,0,0,0,0,0
use,0,0,0,0,0,22,0,0,0,10,0
early,50,0,6,0,0,0,0,0,0,0,0
century,0,0,0,0,0,80,0,0,0,0,0
word,0,0,0,0,0,14,0,0,0,0,0
come,0,0,0,0,0,0,0,0,0,13,0
repeatedly,0,0,1,0,0,0,0,0,0,0,0
express,0,0,0,0,0,0,0,0,0,3,0
mistaken,1,0,0,0,0,0,0,0,0,0,0
shore,0,0,0,0,0,8,0,0,0,0,0
convince,0,0,0,0,0,0,0,0,0,1,0
correct,1,0,0,0,0,0,0,0,0,0,0
foster,0,0,0,0,0,0,0,0,0,3,0
originally,0,0,5,0,0,0,0,0,0,0,0
person,0,0,0,0,0,28,0,0,0,0,0
valley,0,0,0,0,0,5,0,0,0,0,0
referent,0,0,0,0,0,2,0,0,0,0,0
german,1,0,0,0,0,0,0,0,0,0,0
cartographer,0,0,0,0,0,1,0,0,0,0,0
publish,0,0,0,0,0,0,0,0,0,1,0
map,0,0,0,0,0,1,0,0,0,0,0
name,0,0,0,0,0,7,0,0,0,5,0
italian,1,0,0,0,0,0,0,0,0,0,0
soon,0,0,5,0,0,0,0,0,0,0,0
append,0,0,0,0,0,0,0,0,0,1,0
differentiate,0,0,0,0,0,0,0,0,0,1,0
activist,0,0,0,0,0,1,0,0,0,0,0
reject,0,0,0,0,0,0,0,0,0,1,0
see,0,0,0,0,0,0,0,0,0,10,0
misnomer,0,0,0,0,0,1,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,0,11,0
racist,1,0,0,0,0,0,0,0,0,0,0
connotation,0,0,0,0,0,1,0,0,0,0,0
country,0,0,0,0,0,5,0,0,0,0,0
prefer,0,0,0,0,0,0,0,0,0,10,0
reference,0,0,0,0,0,4,0,0,0,0,0
individual,12,0,0,0,0,49,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,8,0
initially,0,0,4,0,0,0,0,0,0,0,0
mean,0,0,0,0,0,4,0,0,0,18,0
eater,0,0,0,0,0,2,0,0,0,0,0
raw,1,0,0,0,0,0,0,0,0,0,0
flesh,0,0,0,0,0,5,0,0,0,0,0
neighbour,0,0,0,0,0,10,0,0,0,10,0
nation,0,0,0,0,0,7,0,0,0,0,0
inappropriate,1,0,0,0,0,0,0,0,0,0,0
initiate,0,0,0,0,0,2,0,0,0,2,0
self,0,0,0,0,0,16,0,0,0,0,0
western,12,0,0,0,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,37,0
eastern,17,0,0,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,22,0,0,0,0,0
claim,0,0,0,0,0,7,0,0,0,0,0
expression,0,0,0,0,0,3,0,0,0,0,0
unity,0,0,0,0,0,3,0,0,0,0,0
society,0,0,0,0,0,26,0,0,0,0,0
include,0,0,0,0,0,0,0,0,0,84,0
adopt,0,0,0,0,0,0,0,0,0,7,0
umbrella,0,0,0,0,0,1,0,0,0,0,0
begin,0,0,0,0,0,0,0,0,0,23,0
canadian,14,0,0,0,0,0,0,0,0,0,0
government,0,0,0,0,0,13,0,0,0,0,0
furnish,0,0,0,0,0,0,0,0,0,3,0
legal,6,0,0,0,0,0,0,0,0,0,0
definition,0,0,0,0,0,1,0,0,0,0,0
especially,0,0,18,0,0,0,0,0,0,0,0
aggregate,0,0,0,0,0,3,0,0,0,0,0
end,0,0,0,0,0,11,0,0,0,2,0
world,0,0,0,0,0,15,0,0,0,0,0
encourage,0,0,0,0,0,0,0,0,0,7,0
tribal,5,0,0,0,0,0,0,0,0,0,0
possible,5,0,0,0,0,0,0,0,0,0,0
descriptor,0,0,0,0,0,1,0,0,0,0,0
share,0,0,0,0,0,0,0,0,0,18,0
political,13,0,0,0,0,0,0,0,0,0,0
identity,0,0,0,0,0,5,0,0,0,0,0
suitable,1,0,0,0,0,0,0,0,0,0,0
preference,0,0,0,0,0,3,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,0,16,0
pass,0,0,0,0,0,1,0,0,0,9,0
heritage,0,0,0,0,0,3,0,0,0,0,0
context,0,0,0,0,0,1,0,0,0,0,0
worthwhile,1,0,0,0,0,0,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,2,0
importance,0,0,0,0,0,4,0,0,0,0,0
reveal,0,0,0,0,0,0,0,0,0,3,0
attitude,0,0,0,0,0,1,0,0,0,0,0
cultural,17,0,0,0,0,0,0,0,0,0,0
locate,0,0,0,0,0,0,0,0,0,6,0
humid,1,0,0,0,0,0,0,0,0,0,0
continental,1,0,0,0,0,0,0,0,0,0,0
broad,6,0,0,0,0,0,0,0,0,0,0
swath,0,0,0,0,0,1,0,0,0,0,0
extend,0,0,0,0,0,0,0,0,0,7,0
chiefly,3,0,9,0,0,0,0,0,0,0,0
boreal,4,0,0,0,0,0,0,0,0,0,0
moist,2,0,0,0,0,0,0,0,0,0,0
marshy,1,0,0,0,0,0,0,0,0,0,0
geographic,6,0,0,0,0,0,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,0,3,0
conifer,0,0,0,0,0,1,0,0,0,0,0
spruce,0,0,0,0,0,7,0,0,0,0,0
fir,0,0,0,0,0,3,0,0,0,0,0
long,19,0,3,0,0,0,0,0,0,0,0
bitterly,0,0,2,0,0,0,0,0,0,0,0
cold,8,0,0,0,0,4,0,0,0,0,0
short,10,0,0,0,0,0,0,0,0,0,0
precipitation,0,0,0,0,0,3,0,0,0,0,0
form,0,0,0,0,0,24,0,0,0,15,0
low,23,0,1,0,0,0,0,0,0,0,0
humidity,0,0,0,0,0,2,0,0,0,0,0
traditionally,0,0,32,0,0,0,0,0,0,0,0
technology,0,0,0,0,0,12,0,0,0,0,0
cope,0,0,0,0,0,0,0,0,0,5,0
adept,4,0,0,0,0,0,0,0,0,0,0
production,0,0,0,0,0,6,0,0,0,0,0
insulate,0,0,0,0,0,0,0,0,0,2,0
home,0,0,1,0,0,21,0,0,0,0,0
fur,0,0,0,0,0,44,0,0,0,0,0
garment,0,0,0,0,0,8,0,0,0,0,0
toboggan,0,0,0,0,0,6,0,0,0,0,0
chisel,0,0,0,0,0,3,0,0,0,0,0
snowshoe,0,0,0,0,0,6,0,0,0,0,0
traditional,56,0,0,0,0,0,0,0,0,0,0
diet,0,0,0,0,0,8,0,0,0,0,0
game,0,0,0,0,0,29,0,0,0,0,0
moose,0,0,0,0,0,15,0,0,0,0,0
bison,0,0,0,0,0,8,0,0,0,0,0
locale,0,0,0,0,0,3,0,0,0,0,0
beaver,0,0,0,0,0,5,0,0,0,0,0
wild,13,0,0,0,0,0,0,0,0,0,0
plant,0,0,0,0,0,14,0,0,0,0,0
berry,0,0,0,0,0,8,0,0,0,0,0
root,0,0,0,0,0,5,0,0,0,1,0
sap,0,0,0,0,0,2,0,0,0,0,0
distribute,0,0,0,0,0,0,0,0,0,7,0
thinly,0,0,4,0,0,0,0,0,0,0,0
starvation,0,0,0,0,0,3,0,0,0,0,0
potential,5,0,0,0,0,1,0,0,0,0,0
problem,0,0,0,0,0,3,0,0,0,0,0
fading,0,0,0,0,0,1,0,0,0,0,0
subject,2,0,0,0,0,4,0,0,0,0,0
powerful,8,0,0,0,0,0,0,0,0,0,0
novel,1,0,0,0,0,1,0,0,0,0,0
man,0,0,0,0,0,42,0,0,0,1,0
fainthearted,1,0,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,9,0,0,0,0,0
horror,0,0,0,0,0,1,0,0,0,0,0
ravage,0,0,0,0,0,1,0,0,0,0,0
drug,0,0,0,0,0,1,0,0,0,0,0
worldview,0,0,0,0,0,1,0,0,0,0,0
power,0,0,0,0,0,29,0,0,0,0,0
spirit,0,0,0,0,0,38,0,0,0,0,0
windigo,0,0,0,0,0,1,0,0,0,0,0
effect,0,0,0,0,0,3,0,0,0,4,0
nonnative,1,0,0,0,0,0,0,0,0,0,0
volume,0,0,0,0,0,1,0,0,0,0,0
narrow,6,0,0,0,0,0,0,0,0,0,0
belt,0,0,0,0,0,1,0,0,0,0,0
coastland,0,0,0,0,0,1,0,0,0,0,0
offshore,4,0,1,0,0,0,0,0,0,0,0
border,0,0,0,0,0,2,0,0,0,1,0
northwestern,14,0,0,0,0,0,0,0,0,0,0
mountain,0,0,0,0,0,12,0,0,0,0,0
provide,0,0,0,0,0,0,0,0,0,23,0
distinct,10,0,0,0,0,0,0,0,0,0,0
east,1,0,2,0,0,9,0,0,0,0,0
west,3,0,8,0,0,5,0,0,0,0,0
gradual,3,0,0,0,0,0,0,0,0,0,0
scholar,0,0,0,0,0,4,0,0,0,0,0
southernmost,5,0,0,0,0,0,0,0,0,0,0
japanese,2,0,0,0,0,0,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,12,0
deep,6,0,0,0,0,0,0,0,0,0,0
blue,1,0,0,0,0,1,0,0,0,0,0
flow,0,0,0,0,0,0,0,0,0,3,0
moderate,0,0,0,0,0,0,0,0,0,1,0
temperature,0,0,0,0,0,2,0,0,0,0,0
rarely,0,0,11,0,0,0,0,0,0,0,0
hot,4,0,0,0,0,0,0,0,0,0,0
seldom,0,0,3,0,0,0,0,0,0,0,0
drop,0,0,0,0,0,0,0,0,0,3,0
freezing,0,0,0,0,0,2,0,0,0,0,0
deluge,0,0,0,0,0,0,0,0,0,2,0
rain,0,0,0,0,0,5,0,0,0,0,0
lack,0,0,0,0,0,0,0,0,0,3,0
abundant,6,0,0,0,0,0,0,0,0,0,0
reliable,4,0,0,0,0,0,0,0,0,0,0
supply,0,0,0,0,0,7,0,0,0,2,0
salmon,0,0,0,0,0,40,0,0,0,0,0
shellfish,0,0,0,0,0,3,0,0,0,0,0
unique,1,0,0,0,0,0,0,0,0,0,0
nonagricultural,2,0,0,0,0,0,0,0,0,0,0
have,0,0,0,0,0,0,0,0,0,12,0
create,0,0,0,0,0,0,0,0,0,18,0
highly,0,0,13,0,0,0,0,0,0,0,0
stratified,4,0,0,0,0,0,0,0,0,0,0
hereditary,11,0,0,0,0,0,0,0,0,0,0
elite,0,0,0,0,0,5,0,0,0,0,0
commoner,0,0,0,0,0,7,0,0,0,0,0
slave,1,0,0,0,0,14,0,0,0,0,0
build,0,0,0,0,0,0,0,0,0,28,0
village,0,0,0,0,0,47,0,0,0,0,0
near,0,25,0,0,0,0,0,0,0,1,0
waterway,0,0,0,0,0,3,0,0,0,0,0
right,0,0,0,0,0,18,0,0,0,1,0
upland,2,0,0,0,0,0,0,0,0,0,0
resident,0,0,0,0,0,8,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,0,8,0
terrestrial,6,0,0,0,0,0,0,0,0,0,0
dwelling,0,0,0,0,0,16,0,0,0,0,0
rectilinear,3,0,0,0,0,0,0,0,0,0,0
structure,0,0,0,0,0,13,0,0,0,0,0
timber,0,0,0,0,0,2,0,0,0,0,0
plank,0,0,0,0,0,13,0,0,0,0,0
