word,ADJ,ADP,ADV,AUX,CCONJ,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
heave,0,0,0,0,0,0,0,0,0,0,3,0
melancholy,3,0,0,0,0,0,1,0,0,0,0,0
affectionate,2,0,0,0,0,0,0,0,0,0,0,0
affection,0,0,0,0,0,0,1,0,0,0,0,0
certainly,0,0,3,0,0,0,0,0,0,0,0,0
plenty,0,0,1,0,0,0,0,0,0,0,0,0
big,6,0,0,0,0,0,0,0,0,0,0,0
suddenly,0,0,20,0,0,0,0,0,0,0,0,0
amazement,0,0,0,0,0,0,1,0,0,0,0,0
dungeon,0,0,0,0,0,0,1,0,0,0,0,0
intelligent,2,0,0,0,0,0,0,0,0,0,0,0
accustom,0,0,0,0,0,0,0,0,0,0,2,0
natural,1,0,0,0,0,0,0,0,0,0,0,0
harsh,2,0,0,0,0,0,0,0,0,0,0,0
extent,0,0,0,0,0,0,1,0,0,0,0,0
protection,0,0,0,0,0,0,1,0,0,0,0,0
revolt,0,0,0,0,0,0,1,0,0,0,1,0
roman,1,0,0,0,0,0,0,0,0,0,0,0
slave,0,0,0,0,0,0,3,0,0,0,0,0
admit,0,0,0,0,0,0,0,0,0,0,1,0
bundle,0,0,0,0,0,0,1,0,0,0,0,0
hat,0,0,0,0,0,0,6,0,0,0,0,0
knee,0,0,0,0,0,0,8,0,0,0,0,0
wring,0,0,0,0,0,0,0,0,0,0,6,0
violently,0,0,1,0,0,0,0,0,0,0,0,0
scan,0,0,0,0,0,0,0,0,0,0,2,0
gloomy,4,0,0,0,0,0,0,0,0,0,0,0
suspicious,2,0,0,0,0,0,0,0,0,0,0,0
fond,1,0,0,0,0,0,0,0,0,0,0,0
angular,2,0,0,0,0,0,0,0,0,0,0,0
cropped,1,0,0,0,0,0,0,0,0,0,0,0
scare,0,0,0,0,0,0,0,0,0,0,1,0
glad,4,0,0,0,0,0,0,0,0,0,0,0
dose,0,0,0,0,0,0,0,0,0,0,1,0
tea,0,0,0,0,0,0,11,0,0,0,0,0
put,0,0,0,0,0,0,0,0,0,0,2,0
samovar,0,0,0,0,0,0,12,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,0,24,0
emphasis,0,0,0,0,0,0,2,0,0,0,0,0
kill,0,0,0,0,0,0,0,0,0,0,27,0
recoil,0,0,0,0,0,0,0,0,0,0,1,0
involuntarily,0,0,3,0,0,0,0,0,0,0,0,0
gaze,0,0,0,0,0,0,3,0,0,0,0,0
shout,0,0,0,0,0,0,2,0,0,0,28,0
poetry,0,0,0,0,0,0,1,0,0,0,0,0
cage,0,0,0,0,0,0,1,0,0,0,0,0
desire,0,0,0,0,0,0,16,0,0,0,0,0
attract,0,0,0,0,0,0,0,0,0,0,2,0
pensively,0,0,4,0,0,0,0,0,0,0,0,0
chilly,1,0,0,0,0,0,0,0,0,0,0,0
box,0,0,0,0,0,0,1,0,0,0,0,0
cigarette,0,0,0,0,0,0,1,0,0,0,0,0
pocket,0,0,0,0,0,0,4,0,0,0,0,0
leisurely,0,0,1,0,0,0,0,0,0,0,0,0
curl,0,0,0,0,0,0,1,0,0,0,2,0
smoke,0,0,0,0,0,0,2,0,0,0,0,0
dissolve,0,0,0,0,0,0,0,0,0,0,1,0
frozen,2,0,0,0,0,0,0,0,0,0,0,0
cockroach,0,0,0,0,0,0,1,0,0,0,0,0
mouse,0,0,0,0,0,0,1,0,0,0,0,0
hoarsely,0,0,6,0,0,0,0,0,0,0,0,0
embarrassed,2,0,0,0,0,0,0,0,0,0,0,0
ease,0,0,0,0,0,0,2,0,0,0,0,0
presence,0,0,0,0,0,0,3,0,0,0,0,0
strangely,0,0,3,0,0,0,0,0,0,0,0,0
broken,7,0,0,0,0,0,0,0,0,0,0,0
ashamed,11,0,0,0,0,0,0,0,0,0,0,0
parent,0,0,0,0,0,0,3,0,0,0,0,0
glance,0,0,0,0,0,0,5,0,0,0,5,0
pockmarked,4,0,0,0,0,0,0,0,0,0,0,0
blind,4,0,0,0,0,0,0,0,0,0,1,0
father,0,0,0,0,0,0,5,0,0,0,0,0
surveillance,0,0,0,0,0,0,2,0,0,0,0,0
spare,1,0,0,0,0,0,0,0,0,0,2,0
great,21,0,0,0,0,0,0,0,0,0,0,0
convict,0,0,0,0,0,0,1,0,0,0,0,0
arrange,0,0,0,0,0,0,0,0,0,0,4,0
ready,9,0,0,0,0,0,0,0,0,0,0,0
agony,0,0,0,0,0,0,1,0,0,0,0,0
undergo,0,0,0,0,0,0,0,0,0,0,1,0
awake,3,0,2,0,0,0,0,0,0,0,1,0
sympathetic,1,0,0,0,0,0,0,0,0,0,0,0
response,0,0,0,0,0,0,4,0,0,0,0,0
case,0,0,0,0,0,0,1,0,0,0,0,0
offend,0,0,0,0,0,0,0,0,0,0,3,0
sermonize,0,0,0,0,0,0,0,0,0,0,1,0
fixedly,0,0,2,0,0,0,0,0,0,0,0,0
oho,0,0,0,0,0,1,0,0,0,0,0,0
pray,0,0,0,0,0,0,0,0,0,0,4,0
ahem,0,0,0,0,0,1,0,0,0,0,0,0
corpse,0,0,0,0,0,0,1,0,0,0,0,0
middle,0,0,0,0,0,0,6,0,0,0,0,0
sway,0,0,0,0,0,0,0,0,0,0,1,0
firmly,0,0,13,0,0,0,0,0,0,0,0,0
envelop,0,0,0,0,0,0,0,0,0,0,1,0
cloud,0,0,0,0,0,0,8,0,0,0,0,0
spot,0,0,0,0,0,0,5,0,0,0,0,0
show,0,0,0,0,0,0,0,0,0,0,4,0
clench,0,0,0,0,0,0,0,0,0,0,2,0
fist,0,0,0,0,0,0,6,0,0,0,0,0
punch,0,0,0,0,0,0,1,0,0,0,1,0
peace,0,0,0,0,0,0,1,0,0,0,0,0
prefer,0,0,0,0,0,0,0,0,0,0,1,0
wood,0,0,0,0,0,0,5,0,0,0,0,0
build,0,0,0,0,0,0,0,0,0,0,4,0
cabin,0,0,0,0,0,0,1,0,0,0,0,0
ravine,0,0,0,0,0,0,1,0,0,0,0,0
rate,0,0,0,0,0,0,1,0,0,0,0,0
shrug,0,0,0,0,0,0,1,0,0,0,4,0
negation,0,0,0,0,0,0,2,0,0,0,0,0
brusquely,0,0,2,0,0,0,0,0,0,0,0,0
hitch,0,0,0,0,0,0,0,0,0,0,1,0
unto,0,2,0,0,0,0,0,0,0,0,0,0
hedge,0,0,0,0,0,0,0,0,0,0,1,0
hatred,0,0,0,0,0,0,4,0,0,0,0,0
tie,0,0,0,0,0,0,1,0,0,0,3,0
harass,0,0,0,0,0,0,0,0,0,0,2,0
theirs,0,0,0,0,0,0,0,0,1,0,0,0
spy,0,0,0,0,0,0,7,0,0,0,4,0
denounce,0,0,0,0,0,0,0,0,0,0,1,0
owe,0,0,0,0,0,0,0,0,0,0,1,0
aim,0,0,0,0,0,0,0,0,0,0,1,0
hostile,2,0,0,0,0,0,0,0,0,0,0,0
scowl,0,0,0,0,0,0,1,0,0,0,1,0
blame,0,0,0,0,0,0,1,0,0,0,7,0
smear,0,0,0,0,0,0,0,0,0,0,1,0
oil,0,0,0,0,0,0,2,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,0,9,0
apart,0,0,2,0,0,0,0,0,0,0,0,0
ache,0,0,0,0,0,0,1,0,0,0,4,0
tenderly,0,0,2,0,0,0,0,0,0,0,0,0
noble,1,0,0,0,0,0,0,0,0,0,0,0
scoundrel,0,0,0,0,0,0,2,0,0,0,0,0
fix,0,0,0,0,0,0,0,0,0,0,8,0
set,1,0,0,0,0,0,0,0,0,0,6,0
mottled,1,0,0,0,0,0,0,0,0,0,0,0
immobile,2,0,0,0,0,0,0,0,0,0,0,0
scorch,0,0,0,0,0,0,0,0,0,0,2,0
flame,0,0,0,0,0,0,2,0,0,0,1,0
blue,3,0,0,0,0,0,0,0,0,0,0,0
argue,0,0,0,0,0,0,0,0,0,0,5,0
wound,0,0,0,0,0,0,1,0,0,0,2,0
bleed,0,0,0,0,0,0,0,0,0,0,1,0
bare,8,0,0,0,0,0,0,0,0,0,0,0
hour,0,0,0,0,0,0,4,0,0,0,0,0
gasp,0,0,0,0,0,0,0,0,0,0,2,0
breath,0,0,0,0,0,0,9,0,0,0,0,0
wolf,0,0,0,0,0,0,2,0,0,0,0,0
howl,0,0,0,0,0,0,0,0,0,0,2,0
entirely,0,0,3,0,0,0,0,0,0,0,0,0
disease,0,0,0,0,0,0,1,0,0,0,0,0
measles,0,0,0,0,0,0,1,0,0,0,0,0
suffer,0,0,0,0,0,0,0,0,0,0,7,0
period,0,0,0,0,0,0,1,0,0,0,0,0
unable,2,0,0,0,0,0,0,0,0,0,0,0
appraise,0,0,0,0,0,0,0,0,0,0,1,0
inimitable,1,0,0,0,0,0,0,0,0,0,0,0
cucumber,0,0,0,0,0,0,1,0,0,0,0,0
measure,0,0,0,0,0,0,1,0,0,0,1,0
fathom,0,0,0,0,0,0,0,0,0,0,1,0
worth,2,0,0,0,0,0,1,0,0,0,0,0
eager,2,0,0,0,0,0,0,0,0,0,0,0
breast,0,0,0,0,0,0,15,0,0,0,0,0
bad,4,0,0,0,0,0,0,0,0,0,0,0
climb,0,0,0,0,0,0,0,0,0,0,2,0
belfry,0,0,0,0,0,0,2,0,0,0,0,0
tower,0,0,0,0,0,0,2,0,0,0,0,0
bell,0,0,0,0,0,0,8,0,0,0,0,0
peal,0,0,0,0,0,0,1,0,0,0,0,0
chorus,0,0,0,0,0,0,3,0,0,0,0,0
drown,0,0,0,0,0,0,0,0,0,0,5,0
rumble,0,0,0,0,0,0,2,0,0,0,0,0
fly,0,0,0,0,0,0,2,0,0,0,3,0
break,0,0,0,0,0,0,0,0,0,0,13,0
noisily,0,0,2,0,0,0,0,0,0,0,0,0
wagonload,0,0,0,0,0,0,2,0,0,0,0,0
resemblance,0,0,0,0,0,0,1,0,0,0,0,0
guffaw,0,0,0,0,0,0,2,0,0,0,0,0
naturedly,0,0,1,0,0,0,0,0,0,0,0,0
condescendingly,0,0,1,0,0,0,0,0,0,0,0,0
mighty,3,0,1,0,0,0,0,0,0,0,0,0
stretch,0,0,0,0,0,0,0,0,0,0,5,0
sheathe,0,0,0,0,0,0,0,0,0,0,1,0
boot,0,0,0,0,0,0,6,0,0,0,1,0
calf,0,0,0,0,0,0,3,0,0,0,0,0
carefully,0,0,3,0,0,0,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,0,0,0,4,0
fingered,1,0,0,0,0,0,0,0,0,0,0,0
yellowish,2,0,0,0,0,0,0,0,0,0,0,0
wave,0,0,0,0,0,0,3,0,0,0,12,0
arise,0,0,0,0,0,0,0,0,0,0,8,0
mirror,0,0,0,0,0,0,2,0,0,0,0,0
ugly,4,0,0,0,0,0,0,0,0,0,0,0
curious,1,0,0,0,0,0,0,0,0,0,0,0
ejaculate,0,0,0,0,0,0,0,0,0,0,2,0
mushroom,0,0,0,0,0,0,1,0,0,0,0,0
pair,0,0,0,0,0,0,5,0,0,0,0,0
scissor,0,0,0,0,0,0,1,0,0,0,0,0
star,0,0,0,0,0,0,3,0,0,0,0,0
drink,0,0,0,0,0,0,0,0,0,0,5,0
potato,0,0,0,0,0,0,1,0,0,0,0,0
slice,0,0,0,0,0,0,1,0,0,0,0,0
chew,0,0,0,0,0,0,0,0,0,0,3,0
deliberately,0,0,1,0,0,0,0,0,0,0,0,0
cheerfully,0,0,1,0,0,0,0,0,0,0,0,0
recount,0,0,0,0,0,0,0,0,0,0,3,0
growth,0,0,0,0,0,0,4,0,0,0,0,0
socialist,1,0,0,0,0,0,0,0,0,0,0,0
propaganda,0,0,0,0,0,0,3,0,0,0,0,0
dully,0,0,3,0,0,0,0,0,0,0,0,0
horse,0,0,0,0,0,0,8,0,0,0,0,0
gallop,0,0,0,0,0,0,0,0,0,0,3,0
whip,0,0,0,0,0,0,1,0,0,0,0,0
stubbornly,0,0,2,0,0,0,0,0,0,0,0,0
slow,1,0,0,0,0,0,0,0,0,0,0,0
gesture,0,0,0,0,0,0,3,0,0,0,0,0
business,0,0,0,0,0,0,6,0,0,0,0,0
fight,0,0,0,0,0,0,0,0,0,0,4,0
butchery,0,0,0,0,0,0,1,0,0,0,0,0
equip,0,0,0,0,0,0,0,0,0,0,1,0
laconically,0,0,1,0,0,0,0,0,0,0,0,0
stealthily,0,0,1,0,0,0,0,0,0,0,0,0
endeavor,0,0,0,0,0,0,0,0,0,0,1,0
reconcile,0,0,0,0,0,0,0,0,0,0,2,0
unwieldy,1,0,0,0,0,0,0,0,0,0,0,0
encounter,0,0,0,0,0,0,0,0,0,0,1,0
shoot,0,0,0,0,0,0,0,0,0,0,2,0
hold,0,0,0,0,0,0,0,0,0,0,16,0
restless,1,0,0,0,0,0,0,0,0,0,0,0
abruptly,0,0,3,0,0,0,0,0,0,0,0,0
whistle,0,0,0,0,0,0,9,0,0,0,6,0
disquietude,0,0,0,0,0,0,1,0,0,0,0,0
briefly,0,0,2,0,0,0,0,0,0,0,0,0
reluctance,0,0,0,0,0,0,1,0,0,0,0,0
stifling,1,0,0,0,0,0,0,0,0,0,0,0
occupant,0,0,0,0,0,0,1,0,0,0,0,0
guest,0,0,0,0,0,0,2,0,0,0,0,0
length,0,0,0,0,0,0,1,0,0,0,0,0
bed,0,0,0,0,0,0,10,0,0,0,0,0
stillness,0,0,0,0,0,0,1,0,0,0,0,0
settle,0,0,0,0,0,0,0,0,0,0,4,0
terrible,3,0,0,0,0,0,0,0,0,0,0,0
assent,0,0,0,0,0,0,0,0,0,0,2,0
hide,0,0,0,0,0,0,0,0,0,0,5,0
view,0,0,0,0,0,0,2,0,0,0,0,0
chintz,0,0,0,0,0,0,1,0,0,0,0,0
murmur,0,0,0,0,0,0,1,0,0,0,6,0
prayer,0,0,0,0,0,0,1,0,0,0,0,0
nervously,0,0,1,0,0,0,0,0,0,0,0,0
twitch,0,0,0,0,0,0,0,0,0,0,1,0
mustache,0,0,0,0,0,0,5,0,0,0,0,0
scrape,0,0,0,0,0,0,0,0,0,0,3,0
ticktock,0,0,0,0,0,2,0,0,0,0,0,0
clock,0,0,0,0,0,0,1,0,0,0,0,0
wind,0,0,0,0,0,0,5,0,0,0,0,0
moan,0,0,0,0,0,0,0,0,0,0,1,0
sweep,0,0,0,0,0,0,1,0,0,0,2,0
wail,0,0,0,0,0,0,0,0,0,0,1,0
rejoice,0,0,0,0,0,0,0,0,0,0,4,0
diversified,1,0,0,0,0,0,0,0,0,0,0,0
color,0,0,0,0,0,0,2,0,0,0,1,0
engrossed,1,0,0,0,0,0,0,0,0,0,0,0
collar,0,0,0,0,0,0,1,0,0,0,0,0
cautiously,0,0,2,0,0,0,0,0,0,0,0,0
feverish,1,0,0,0,0,0,0,0,0,0,0,0
excitement,0,0,0,0,0,0,3,0,0,0,0,0
restraint,0,0,0,0,0,0,1,0,0,0,0,0
perpetual,1,0,0,0,0,0,0,0,0,0,0,0
mocking,1,0,0,0,0,0,1,0,0,0,0,0
frank,1,0,0,0,0,0,0,0,0,0,0,0
jovial,1,0,0,0,0,0,0,0,0,0,0,0
youth,0,0,0,0,0,0,3,0,0,0,0,0
effervescing,1,0,0,0,0,0,0,0,0,0,0,0
identical,1,0,0,0,0,0,0,0,0,0,0,0
persistent,1,0,0,0,0,0,0,0,0,0,0,0
faith,0,0,0,0,0,0,7,0,0,0,0,0
characterize,0,0,0,0,0,0,0,0,0,0,1,0
peculiar,5,0,0,0,0,0,0,0,0,0,0,0
cast,0,0,0,0,0,0,1,0,0,0,1,0
countenance,0,0,0,0,0,0,2,0,0,0,0,0
blend,0,0,0,0,0,0,0,0,0,0,1,0
composed,1,0,0,0,0,0,0,0,0,0,0,0
profound,4,0,0,0,0,0,0,0,0,0,0,0
count,0,0,0,0,0,0,0,0,0,0,1,0
mentally,0,0,1,0,0,0,0,0,0,0,0,0
throng,0,0,0,0,0,0,1,0,0,0,1,0
invisible,1,0,0,0,0,0,0,0,0,0,0,0
enemy,0,0,0,0,0,0,5,0,0,0,0,0
curly,3,0,0,0,0,0,0,0,0,0,0,0
haired,5,0,0,0,0,0,0,0,0,0,0,0
girl,0,0,0,0,0,0,7,0,0,0,0,0
parcel,0,0,0,0,0,0,1,0,0,0,0,0
restrain,0,0,0,0,0,0,0,0,0,0,3,0
trot,0,0,0,0,0,0,0,0,0,0,2,0
nimbly,0,0,1,0,0,0,0,0,0,0,0,0
fresh,2,0,0,0,0,0,0,0,0,0,0,0
spring,0,0,0,0,0,0,6,0,0,0,1,0
flower,0,0,0,0,0,0,1,0,0,0,0,0
butterfly,0,0,0,0,0,0,2,0,0,0,0,0
grant,0,0,0,0,0,0,0,0,0,0,2,0
childishness,0,0,0,0,0,0,1,0,0,0,0,0
indulgent,1,0,0,0,0,0,0,0,0,0,0,0
person,0,0,0,0,0,0,7,0,0,0,0,0
joyously,0,0,1,0,0,0,0,0,0,0,0,0
profundity,0,0,0,0,0,0,1,0,0,0,0,0
realize,0,0,0,0,0,0,0,0,0,0,1,0
clearly,0,0,2,0,0,0,0,0,0,0,0,0
vision,0,0,0,0,0,0,1,0,0,0,0,0
triumph,0,0,0,0,0,0,4,0,0,0,0,0
justice,0,0,0,0,0,0,2,0,0,0,0,0
captivate,0,0,0,0,0,0,0,0,0,0,1,0
recital,0,0,0,0,0,0,1,0,0,0,0,0
victory,0,0,0,0,0,0,1,0,0,0,0,0
unknown,2,0,0,0,0,0,0,0,0,0,0,0
beautiful,2,0,0,0,0,0,0,0,0,0,0,0
grand,2,0,0,0,0,0,0,0,0,0,0,0
generous,1,0,0,0,0,0,0,0,0,0,0,0
unconcern,0,0,0,0,0,0,1,0,0,0,0,0
reality,0,0,0,0,0,0,1,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,0,0,1,0
source,0,0,0,0,0,0,1,0,0,0,0,0
misfortune,0,0,0,0,0,0,6,0,0,0,0,0
habit,0,0,0,0,0,0,1,0,0,0,0,0
remake,0,0,0,0,0,0,0,0,0,0,1,0
idea,0,0,0,0,0,0,9,0,0,0,0,0
dinner,0,0,0,0,0,0,9,0,0,0,0,0
consent,0,0,0,0,0,0,0,0,0,0,1,0
difficult,2,0,0,0,0,0,0,0,0,0,0,0
road,0,0,0,0,0,0,5,0,0,0,0,0
end,0,0,0,0,0,0,9,0,0,0,1,0
kingdom,0,0,0,0,0,0,1,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,2,0,0
worn,1,0,0,0,0,0,0,0,0,0,0,0
mere,1,0,0,0,0,0,0,0,0,0,0,0
one,0,0,0,0,0,0,8,0,0,0,0,0
sensible,1,0,0,0,0,0,0,0,0,0,0,0
weal,0,0,0,0,0,0,1,0,0,0,0,0
bygone,1,0,0,0,0,0,0,0,0,0,0,0
flatly,0,0,1,0,0,0,0,0,0,0,0,0
monotonously,0,0,2,0,0,0,0,0,0,0,0,0
thread,0,0,0,0,0,0,1,0,0,0,0,0
imperceptibly,0,0,1,0,0,0,0,0,0,0,0,0
conscious,1,0,0,0,0,0,0,0,0,0,0,0
usefulness,0,0,0,0,0,0,1,0,0,0,0,0
consciousness,0,0,0,0,0,0,4,0,0,0,0,0
poise,0,0,0,0,0,0,1,0,0,0,0,0
prepare,0,0,0,0,0,0,0,0,0,0,7,0
pleasant,2,0,0,0,0,0,0,0,0,0,0,0
erect,1,0,0,0,0,0,0,0,0,0,0,0
consider,0,0,0,0,0,0,0,0,0,0,2,0
duty,0,0,0,0,0,0,1,0,0,0,0,0
regularly,0,0,1,0,0,0,0,0,0,0,0,0
elaborate,0,0,0,0,0,0,0,0,0,0,1,0
number,0,0,0,0,0,0,8,0,0,0,0,0
device,0,0,0,0,0,0,1,0,0,0,0,0
detection,0,0,0,0,0,0,1,0,0,0,0,0
premise,0,0,0,0,0,0,1,0,0,0,0,0
appearance,0,0,0,0,0,0,2,0,0,0,0,0
literature,0,0,0,0,0,0,1,0,0,0,0,0
suspicion,0,0,0,0,0,0,1,0,0,0,0,0
pretend,0,0,0,0,0,0,0,0,0,0,1,0
remonstrate,0,0,0,0,0,0,0,0,0,0,2,0
blush,0,0,0,0,0,0,0,0,0,0,1,0
proud,2,0,0,0,0,0,0,0,0,0,0,0
ruse,0,0,0,0,0,0,1,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,0,0,1,0
game,0,0,0,0,0,0,1,0,0,0,0,0
lumberman,0,0,0,0,0,0,1,0,0,0,0,0
plank,0,0,0,0,0,0,1,0,0,0,0,0
beam,0,0,0,0,0,0,4,0,0,0,0,0
daily,0,0,1,0,0,0,0,0,0,0,0,0
plod,0,0,0,0,0,0,0,0,0,0,1,0
boned,1,0,0,0,0,0,0,0,0,0,0,0
wearily,0,0,2,0,0,0,0,0,0,0,0,0
jaded,1,0,0,0,0,0,0,0,0,0,0,0
jerkingly,0,0,1,0,0,0,0,0,0,0,0,0
trail,0,0,0,0,0,0,0,0,0,0,1,0
pile,0,0,0,0,0,0,1,0,0,0,0,0
board,0,0,0,0,0,0,2,0,0,0,0,0
clatter,0,0,0,0,0,0,0,0,0,0,1,0
trudge,0,0,0,0,0,0,0,0,0,0,1,0
slackened,1,0,0,0,0,0,0,0,0,0,0,0
rein,0,0,0,0,0,0,1,0,0,0,0,0
ragged,1,0,0,0,0,0,0,0,0,0,0,0
dirty,5,0,0,0,0,0,0,0,0,0,0,0
stump,0,0,0,0,0,0,1,0,0,0,0,0
blindly,0,0,1,0,0,0,0,0,0,0,0,0
wagon,0,0,0,0,0,0,1,0,0,0,0,0
direction,0,0,0,0,0,0,2,0,0,0,0,0
oath,0,0,0,0,0,0,3,0,0,0,0,0
buzz,0,0,0,0,0,0,0,0,0,0,2,0
hornet,0,0,0,0,0,0,1,0,0,0,0,0
sinister,1,0,0,0,0,0,0,0,0,0,0,0
rent,0,0,0,0,0,0,1,0,0,0,1,0
shrill,1,0,0,0,0,0,0,0,0,0,1,0
issue,0,0,0,0,0,0,1,0,0,0,2,0
foreign,4,0,0,0,0,0,0,0,0,0,0,0
reading,0,0,0,0,0,0,3,0,0,0,0,0
discussion,0,0,0,0,0,0,2,0,0,0,0,0
argument,0,0,0,0,0,0,1,0,0,0,0,0
glumly,0,0,4,0,0,0,0,0,0,0,0,0
dead,3,0,0,0,0,0,0,0,0,0,0,0
grudge,0,0,0,0,0,0,1,0,0,0,0,0
jest,0,0,0,0,0,0,0,0,0,0,1,0
perturbed,1,0,0,0,0,0,0,0,0,0,0,0
rich,12,0,0,0,0,0,0,0,0,0,0,0
language,0,0,0,0,0,0,4,0,0,0,0,0
satisfy,0,0,0,0,0,0,0,0,0,0,1,0
compress,0,0,0,0,0,0,0,0,0,0,2,0
demur,0,0,0,0,0,0,1,0,0,0,0,0
dissatisfied,1,0,0,0,0,0,0,0,0,0,0,0
weedy,1,0,0,0,0,0,0,0,0,0,0,0
field,0,0,0,0,0,0,3,0,0,0,0,0
mercy,0,0,0,0,0,0,2,0,0,0,0,0
fish,0,0,0,0,0,0,0,0,0,0,1,0
frequent,0,0,0,0,0,0,0,0,0,0,1,0
hasten,0,0,0,0,0,0,0,0,0,0,4,0
interpose,0,0,0,0,0,0,0,0,0,0,2,0
conciliate,0,0,0,0,0,0,0,0,0,0,1,0
leisure,0,0,0,0,0,0,1,0,0,0,0,0
languidly,0,0,1,0,0,0,0,0,0,0,0,0
asleep,1,0,0,0,0,0,0,0,0,0,0,0
overheated,1,0,0,0,0,0,0,0,0,0,0,0
oven,0,0,0,0,0,0,2,0,0,0,0,0
drawl,0,0,0,0,0,0,0,0,0,0,3,0
irascible,1,0,0,0,0,0,0,0,0,0,0,0
godfather,0,0,0,0,0,0,1,0,0,0,0,0
dressing,0,0,0,0,0,0,1,0,0,0,0,0
uneasily,0,0,1,0,0,0,0,0,0,0,0,0
ruler,0,0,0,0,0,0,2,0,0,0,0,0
rank,0,0,0,0,0,0,1,0,0,0,0,0
file,0,0,0,0,0,0,1,0,0,0,0,0
wrong,1,0,0,0,0,0,6,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,0,0,6,0
happen,0,0,0,0,0,0,0,0,0,0,10,0
sky,0,0,0,0,0,0,4,0,0,0,0,0
sprinkle,0,0,0,0,0,0,0,0,0,0,1,0
froth,0,0,0,0,0,0,0,0,0,0,1,0
foam,0,0,0,0,0,0,0,0,0,0,1,0
sud,0,0,0,0,0,0,1,0,0,0,0,0
soap,0,0,0,0,0,0,1,0,0,0,0,0
water,0,0,0,0,0,0,3,0,0,0,0,0
swallow,0,0,0,0,0,0,0,0,0,0,2,0
vomit,0,0,0,0,0,0,0,0,0,0,1,0
shed,0,0,0,0,0,0,0,0,0,0,3,0
sea,0,0,0,0,0,0,1,0,0,0,0,0
comfort,0,0,0,0,0,0,2,0,0,0,0,0
return,0,0,0,0,0,0,0,0,0,0,8,0
store,0,0,0,0,0,0,4,0,0,0,0,0
bathe,0,0,0,0,0,0,0,0,0,0,1,0
sunshine,0,0,0,0,0,0,1,0,0,0,0,0
stagger,0,0,0,0,0,0,0,0,0,0,4,0
unexpectedness,0,0,0,0,0,0,1,0,0,0,0,0
event,0,0,0,0,0,0,1,0,0,0,0,0
glisten,0,0,0,0,0,0,0,0,0,0,2,0
brightly,0,0,1,0,0,0,0,0,0,0,0,0
bent,4,0,0,0,0,0,0,0,0,0,0,0
yard,0,0,0,0,0,0,7,0,0,0,0,0
touching,1,0,0,0,0,0,0,0,0,0,0,0
palpitation,0,0,0,0,0,0,1,0,0,0,0,0
cause,0,0,0,0,0,0,7,0,0,0,0,0
rare,2,0,0,0,0,0,0,0,0,0,0,0
fortune,0,0,0,0,0,0,1,0,0,0,0,0
greedily,0,0,1,0,0,0,0,0,0,0,0,0
admire,0,0,0,0,0,0,0,0,0,0,2,0
radiant,2,0,0,0,0,0,0,0,0,0,0,0
powerless,2,0,0,0,0,0,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,0,0,0,1,0
countryman,0,0,0,0,0,0,1,0,0,0,0,0
embarrassment,0,0,0,0,0,0,3,0,0,0,0,0
abundance,0,0,0,0,0,0,1,0,0,0,0,0
sha,0,0,0,0,0,0,0,0,0,0,1,0
purpose,0,0,0,0,0,0,2,0,0,0,0,0
chop,0,0,0,0,0,0,0,0,0,0,1,0
housekeeper,0,0,0,0,0,0,1,0,0,0,0,0
fashion,0,0,0,0,0,0,2,0,0,0,0,0
instead,0,0,1,0,0,0,0,0,0,0,0,0
punish,0,0,0,0,0,0,0,0,0,0,1,0
rebel,0,0,0,0,0,0,1,0,0,0,0,0
fatten,0,0,0,0,0,0,0,0,0,0,1,0
leap,0,0,0,0,0,0,0,0,0,0,2,0
fairly,0,0,2,0,0,0,0,0,0,0,0,0
intoxicated,1,0,0,0,0,0,0,0,0,0,0,0
happiness,0,0,0,0,0,0,5,0,0,0,0,0
chary,1,0,0,0,0,0,0,0,0,0,0,0
diminution,0,0,0,0,0,0,1,0,0,0,0,0
fowler,0,0,0,0,0,0,1,0,0,0,0,0
bird,0,0,0,0,0,0,4,0,0,0,0,0
haste,0,0,0,0,0,0,4,0,0,0,0,0
yesterday,0,0,0,0,0,0,2,0,0,0,0,0
communicate,0,0,0,0,0,0,0,0,0,0,1,0
sight,0,0,0,0,0,0,2,0,0,0,0,0
cross,0,0,0,0,0,0,0,0,0,0,3,0
conduct,0,0,0,0,0,0,0,0,0,0,1,0
properly,0,0,1,0,0,0,0,0,0,0,0,0
proper,1,0,0,0,0,0,0,0,0,0,0,0
behavior,0,0,0,0,0,0,1,0,0,0,0,0
blab,0,0,0,0,0,0,0,0,0,0,1,0
proudly,0,0,1,0,0,0,0,0,0,0,0,0
trash,0,0,0,0,0,0,3,0,0,0,0,0
brainy,1,0,0,0,0,0,0,0,0,0,0,0
fine,8,0,0,0,0,0,0,0,0,0,0,0
evidence,0,0,0,0,0,0,1,0,0,0,0,0
narrative,0,0,0,0,0,0,1,0,0,0,0,0
