word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,VERB,X
copper,0,0,0,0,5,0,0,0
tin,0,0,0,0,1,0,0,0
tool,0,0,0,0,4,0,0,0
find,0,0,0,0,0,0,23,0
adequate,2,0,0,0,0,0,0,0
supply,0,0,0,0,3,0,3,0
establish,0,0,0,0,0,0,13,0
dwelling,0,0,0,0,1,0,0,0
site,0,0,0,0,2,0,0,0
forecast,0,0,0,0,3,0,5,0
weather,0,0,0,0,43,0,1,0
far,1,0,4,0,0,0,0,0
great,22,0,0,0,0,0,0,0
bearing,0,0,0,0,1,0,0,0
time,0,0,0,0,50,0,0,0
today,0,0,1,0,7,0,0,0
situation,0,0,0,0,2,0,0,0
foundation,0,0,0,0,3,0,0,0
main,8,0,0,0,0,0,0,0
component,0,0,0,0,8,0,0,0
modern,16,0,0,0,0,0,0,0
rapid,3,0,0,0,0,0,0,0
development,0,0,0,0,21,0,0,0
century,0,0,0,0,52,0,0,0
half,0,0,0,0,2,0,0,0
give,0,0,0,0,0,0,11,0
rise,0,0,0,0,6,0,24,0
immense,2,0,0,0,0,0,0,0
number,0,0,0,0,8,0,0,0
specialization,0,0,0,0,2,0,0,0
subdiscipline,0,0,0,0,2,0,0,0
result,0,0,0,0,14,0,6,0
usually,0,0,1,0,0,0,0,0
know,0,0,0,0,0,0,26,0
deal,0,0,0,0,1,0,1,0
small,9,0,0,0,0,0,0,0
area,0,0,0,0,15,0,0,0
little,4,0,1,0,0,0,0,0
aspect,0,0,0,0,2,0,0,0
entire,3,0,0,0,0,0,0,0
accordingly,0,0,1,0,0,0,0,0
important,11,0,0,0,0,0,0,0
layperson,0,0,0,0,1,0,0,0
researcher,0,0,0,0,2,0,0,0
alike,0,0,1,0,0,0,0,0
aware,3,0,0,0,0,0,0,0
complex,8,0,0,0,0,0,0,0
interlink,0,0,0,0,0,0,1,0
network,0,0,0,0,4,0,0,0
discipline,0,0,0,0,5,0,0,0
marvelous,1,0,0,0,0,0,0,0
complexity,0,0,0,0,3,0,0,0
breakdown,0,0,0,0,2,0,0,0
able,4,0,0,0,0,0,0,0
choose,0,0,0,0,0,0,1,0
part,0,0,0,0,12,0,0,0
subject,2,0,0,0,7,0,1,0
interest,0,0,0,0,9,0,0,0
worth,1,0,0,0,0,0,0,0
emphasize,0,0,0,0,0,0,1,0
common,10,0,0,0,0,0,0,0
division,0,0,0,0,1,0,0,0
object,0,0,0,0,5,0,0,0
inaccessible,2,0,0,0,0,0,0,0
rock,0,0,0,0,74,0,1,0
oil,0,0,0,0,4,0,0,0
reservoir,0,0,0,0,4,0,0,0
depth,0,0,0,0,17,0,0,0
masse,0,0,0,0,6,0,0,0
circulate,0,0,0,0,0,0,2,0
vast,5,0,0,0,0,0,0,0
height,0,0,0,0,12,0,0,0
good,2,0,0,0,0,0,0,0
dimensional,1,0,0,0,0,0,0,0
perspective,0,0,0,0,1,0,0,0
second,3,0,0,0,3,0,0,1
responsible,5,0,0,0,0,0,0,0
evolve,0,0,0,0,0,0,4,0
million,0,0,0,0,2,20,0,0
year,0,0,0,0,44,0,0,0
example,0,0,0,0,9,0,0,0
chemical,16,0,0,0,3,0,0,0
condition,0,0,0,0,6,0,0,0
billion,0,0,0,0,1,10,0,0
ago,0,0,10,0,0,0,0,0
ocean,0,0,0,0,37,0,0,0
form,0,0,0,0,12,0,28,0
composition,0,0,0,0,8,0,0,0
change,0,0,0,0,30,0,12,0
atmosphere,0,0,0,0,19,0,0,0
finally,0,0,5,0,0,0,0,0
begin,0,0,0,0,0,0,26,0
subdivision,0,0,0,0,1,0,0,0
different,33,0,0,0,0,0,0,0
approach,0,0,0,0,4,0,3,0
divide,0,0,0,0,0,0,3,0
subfield,0,0,0,0,1,0,0,0
variety,0,0,0,0,3,0,0,0
merging,0,0,0,0,1,0,0,0
adaptable,1,0,0,0,0,0,0,0
problem,0,0,0,0,4,0,0,0
key,1,0,0,0,0,0,0,0
training,0,0,0,0,1,0,0,0
appreciation,0,0,0,0,1,0,0,0
multi,1,0,0,0,0,0,0,0
disciplinary,1,0,0,0,0,0,0,0
nature,0,0,0,0,7,0,0,0
origin,0,0,0,0,11,0,0,0
lie,0,0,0,0,0,0,3,0
myth,0,0,0,0,1,0,0,0
legend,0,0,0,0,1,0,0,0
distant,1,0,0,0,0,0,0,0
creation,0,0,0,0,1,0,0,0
story,0,0,0,0,4,0,0,0
come,0,0,0,0,0,0,13,0
exist,0,0,0,0,0,0,7,0
trace,0,0,0,0,2,0,3,0
babylonian,1,0,0,0,0,0,0,0
epic,0,0,0,0,1,0,0,0
bce,0,0,0,0,29,0,0,0
retell,0,0,0,0,0,0,1,0
chapter,0,0,0,0,1,0,0,0
biblical,3,0,0,0,0,0,0,0
book,0,0,0,0,6,0,0,0
prove,0,0,0,0,0,0,4,0
influential,2,0,0,0,0,0,0,0
cast,0,0,0,0,0,0,1,0
history,0,0,0,0,14,0,0,0
widely,0,0,5,0,0,0,0,0
accept,0,0,0,0,0,0,4,0
ancient,12,0,0,0,0,0,0,0
culture,0,0,0,0,2,0,0,0
scientific,20,0,0,0,0,0,0,0
religious,2,0,0,0,0,0,0,0
truth,0,0,0,0,1,0,0,0
later,2,0,20,0,0,0,0,0
countless,2,0,0,0,0,0,0,0
observation,0,0,0,0,12,0,0,0
natural,22,0,0,0,0,0,0,0
phenomenon,0,0,0,0,5,0,0,0
examine,0,0,0,0,0,0,2,0
slow,1,0,0,0,0,0,2,0
largely,0,0,3,0,0,0,0,0
advance,0,0,0,0,11,0,3,0
restrict,0,0,0,0,0,0,1,0
society,0,0,0,0,5,0,0,0
tolerate,0,0,0,0,0,0,1,0
support,0,0,0,0,1,0,2,0
geology,0,0,0,0,16,0,0,0
shape,0,0,0,0,11,0,1,0
material,0,0,0,0,7,0,0,0
process,0,0,0,0,11,0,0,0
act,0,0,0,0,0,0,3,0
geologist,0,0,0,0,18,0,0,0
primarily,0,0,1,0,0,0,0,0
derive,0,0,0,0,0,0,4,0
outer,7,0,0,0,0,0,0,0
incorporate,0,0,0,0,0,0,6,0
physics,0,0,0,0,6,0,0,0
chemistry,0,0,0,0,3,0,0,0
biology,0,0,0,0,3,0,0,0
geological,2,0,0,0,0,0,0,0
geophysics,0,0,0,0,1,0,0,0
geochemistry,0,0,0,0,2,0,0,0
geochronology,0,0,0,0,2,0,0,0
paleontology,0,0,0,0,3,0,0,0
enable,0,0,0,0,0,0,2,0
well,2,0,2,0,4,0,0,0
working,0,0,0,0,1,0,0,0
date,0,0,0,0,4,0,4,0
millennium,0,0,0,0,1,0,0,0
old,23,0,0,0,0,0,0,0
treatise,0,0,0,0,2,0,0,0
mineral,0,0,0,0,39,0,0,0
lapidibus,0,0,0,0,0,0,0,2
stone,0,0,0,0,5,0,0,0
write,0,0,0,0,0,0,5,0
greek,7,0,0,0,0,0,0,0
philosopher,0,0,0,0,8,0,0,0
probably,0,0,5,0,0,0,0,0
thousand,0,0,0,0,1,2,0,0
remain,0,0,0,0,5,0,11,0
work,0,0,0,0,32,0,10,0
refer,0,0,0,0,0,0,1,0
seventy,0,0,0,0,0,2,0,0
achievement,0,0,0,0,6,0,0,0
attempt,0,0,0,0,1,0,1,0
classification,0,0,0,0,16,0,0,0
system,0,0,0,0,29,0,0,0
chinese,5,0,0,0,0,0,0,0
writing,0,0,0,0,4,0,0,0
mineralogy,0,0,0,0,9,0,0,0
distinguish,0,0,0,0,0,0,2,0
distinction,0,0,0,0,2,0,0,0
basis,0,0,0,0,7,0,0,0
color,0,0,0,0,3,0,0,0
property,0,0,0,0,5,0,0,0
belief,0,0,0,0,3,0,0,0
die,0,0,0,0,0,0,5,0
ore,0,0,0,0,8,0,0,0
deposit,0,0,0,0,7,0,5,0
advanced,10,0,0,0,0,0,0,0
brief,0,0,0,0,1,0,0,0
suggest,0,0,0,0,0,0,11,0
groundwater,0,0,0,0,13,0,0,0
flow,0,0,0,0,18,0,16,0
crack,0,0,0,0,4,0,0,0
peripatetic,2,0,0,0,0,0,0,0
student,0,0,0,0,2,0,0,0
force,0,0,0,0,6,0,3,0
retire,0,0,0,0,0,0,1,0
head,0,0,0,0,6,0,0,0
academy,0,0,0,0,3,0,0,0
found,0,0,0,0,0,0,4,0
pupil,0,0,0,0,2,0,0,0
auditor,0,0,0,0,1,0,0,0
high,21,0,0,0,0,0,0,0
point,0,0,0,0,10,0,1,0
walk,0,0,0,0,0,0,2,0
teach,0,0,0,0,0,0,1,0
school,0,0,0,0,4,0,0,0
call,0,0,0,0,0,0,17,0
mean,0,0,0,0,1,0,2,0
lead,0,0,0,0,6,0,18,0
research,0,0,0,0,9,0,0,0
dissect,0,0,0,0,0,0,2,0
animal,0,0,0,0,7,0,0,0
habit,0,0,0,0,2,0,0,0
insect,0,0,0,0,1,0,0,0
new,21,0,0,0,0,0,0,0
hamper,0,0,0,0,0,0,1,0
lack,0,0,0,0,1,0,0,0
instrument,0,0,0,0,16,0,0,0
correct,2,0,0,0,0,0,1,0
conclusion,0,0,0,0,2,0,0,0
fully,0,0,3,0,0,0,0,0
embrace,0,0,0,0,0,0,2,0
philosophy,0,0,0,0,2,0,0,0
metaphysics,0,0,0,0,1,0,0,0
physiology,0,0,0,0,1,0,0,0
zoology,0,0,0,0,2,0,0,0
botany,0,0,0,0,1,0,0,0
ethic,0,0,0,0,2,0,0,0
politic,0,0,0,0,1,0,0,0
general,4,0,0,0,1,0,0,0
tendency,0,0,0,0,2,0,0,0
strengthen,0,0,0,0,0,0,1,0
systematic,2,0,0,0,0,0,0,0
unity,0,0,0,0,1,0,0,0
phyton,0,0,0,0,0,0,0,2
historia,0,0,0,0,0,0,0,1
inquiry,0,0,0,0,1,0,0,0
plant,0,0,0,0,9,0,0,0
peri,0,0,0,0,0,0,0,1
aition,0,0,0,0,0,0,0,1
growth,0,0,0,0,1,0,0,0
account,0,0,0,0,3,0,3,0
earthquake,0,0,0,0,20,0,0,0
volcanic,9,0,0,0,0,0,0,0
eruption,0,0,0,0,3,0,0,0
valuable,5,0,0,0,0,0,0,0
historical,3,0,0,0,0,0,0,0
record,0,0,0,0,11,0,10,0
tell,0,0,0,0,0,0,1,0
cause,0,0,0,0,9,0,19,0
event,0,0,0,0,11,0,0,0
hold,0,0,0,0,0,0,5,0
explosion,0,0,0,0,2,0,0,0
irregular,1,0,0,0,0,0,0,0
motion,0,0,0,0,7,0,0,0
hot,4,0,0,0,0,0,0,0
wind,0,0,0,0,27,0,0,0
underground,5,0,3,0,0,0,0,0
occasionally,0,0,1,0,0,0,0,0
burst,0,0,0,0,0,0,1,0
forth,0,0,3,0,0,0,0,0
activity,0,0,0,0,4,0,0,0
classical,1,0,0,0,0,0,0,0
medieval,1,0,0,0,0,0,0,0
volcano,0,0,0,0,2,0,0,0
bring,0,0,0,0,0,0,7,0
relate,0,0,0,0,0,0,9,0
movement,0,0,0,0,16,0,0,0
fluid,1,0,0,0,3,0,0,0
planet,0,0,0,0,3,0,0,0
stream,0,0,0,0,24,0,0,0
compress,0,0,0,0,0,0,1,0
hide,0,0,0,0,0,0,2,0
cavern,0,0,0,0,3,0,0,0
roof,0,0,0,0,1,0,0,0
weak,1,0,0,0,0,0,0,0
collapse,0,0,0,0,0,0,1,0
city,0,0,0,0,8,0,0,0
castle,0,0,0,0,1,0,0,0
fall,0,0,0,0,1,0,13,0
chasm,0,0,0,0,1,0,0,0
strong,5,0,0,0,0,0,0,0
merely,0,0,2,0,0,0,0,0
tremble,0,0,0,0,0,0,1,0
shake,0,0,0,0,0,0,1,0
accord,0,0,0,0,0,0,3,0
action,0,0,0,0,4,0,0,0
follow,0,0,0,0,0,0,12,0
outburst,0,0,0,0,1,0,0,0
accompany,0,0,0,0,0,0,1,0
fire,0,0,0,0,3,0,0,0
brimstone,0,0,0,0,1,0,0,0
hell,0,0,0,0,1,0,0,0
mathematician,0,0,0,0,8,0,0,0
astronomer,0,0,0,0,6,0,0,0
geographer,0,0,0,0,2,0,0,0
invent,0,0,0,0,0,0,9,0
seismoscope,0,0,0,0,2,0,0,0
seismic,10,0,0,0,0,0,0,0
vibration,0,0,0,0,1,0,0,0
indicate,0,0,0,0,0,0,3,0
shaking,0,0,0,0,1,0,0,0
occur,0,0,0,0,0,0,12,0
cylindrical,1,0,0,0,0,0,0,0
dragon,0,0,0,0,2,0,0,0
arrange,0,0,0,0,0,0,3,0
upper,5,0,0,0,0,0,0,0
circumference,0,0,0,0,3,0,0,0
ball,0,0,0,0,4,0,0,0
mouth,0,0,0,0,3,0,0,0
frog,0,0,0,0,2,0,0,0
directly,0,0,5,0,0,0,0,0
drop,0,0,0,0,0,0,2,0
catch,0,0,0,0,0,0,1,0
sound,1,0,0,0,2,0,0,0
civilization,0,0,0,0,1,0,0,0
keep,0,0,0,0,0,0,1,0
faithful,1,0,0,0,0,0,0,0
major,15,0,0,0,0,0,0,0
quake,0,0,0,0,4,0,0,0
capable,1,0,0,0,0,0,0,0
detect,0,0,0,0,0,0,4,0
distance,0,0,0,0,5,0,0,0
seismograph,0,0,0,0,5,0,0,0
seashell,0,0,0,0,3,0,0,0
embed,0,0,0,0,0,0,2,0
hard,2,0,0,0,0,0,0,0
mountain,0,0,0,0,25,0,0,0
arouse,0,0,0,0,0,0,1,0
curiosity,0,0,0,0,2,0,0,0
naturalist,0,0,0,0,6,0,0,0
eventually,0,0,1,0,0,0,0,0
set,0,0,0,0,0,0,3,0
controversy,0,0,0,0,2,0,0,0
fossil,3,0,0,0,31,0,0,0
continue,0,0,0,0,0,0,7,0
seventeenth,6,0,0,0,0,0,0,0
flourished,3,0,0,0,0,0,0,0
credit,0,0,0,0,0,0,4,0
writer,0,0,0,0,5,0,0,0
midst,0,0,0,0,1,0,0,0
say,0,0,0,0,0,0,4,0
believe,0,0,0,0,0,0,5,0
relic,0,0,0,0,1,0,0,0
catastrophic,1,0,0,0,0,0,0,0
mix,0,0,0,0,0,0,1,0
sea,0,0,0,0,40,0,0,0
settle,0,0,0,0,0,0,3,0
bury,0,0,0,0,0,0,4,0
organism,0,0,0,0,14,0,0,0
dry,1,0,0,0,0,0,2,0
mud,0,0,0,0,4,0,0,0
view,0,0,0,0,6,0,3,0
father,0,0,0,0,2,0,0,0
petrified,1,0,0,0,0,0,0,0
wood,0,0,0,0,2,0,0,0
scholar,0,0,0,0,5,0,0,0
ninth,1,0,0,0,0,0,0,0
claim,0,0,0,0,1,0,4,0
fossilize,0,0,0,0,0,0,2,0
evidence,0,0,0,0,11,0,0,0
climate,0,0,0,0,5,0,0,0
kind,0,0,0,0,12,0,0,0
attract,0,0,0,0,0,0,3,0
attention,0,0,0,0,2,0,0,0
spiriferoid,1,0,0,0,0,0,0,0
brachiopod,0,0,0,0,1,0,0,0
swallow,0,0,0,0,1,0,0,0
cephalopod,0,0,0,0,1,0,0,0
crab,0,0,0,0,1,0,0,0
bone,0,0,0,0,1,0,0,0
tooth,0,0,0,0,4,0,0,0
reptile,0,0,0,0,1,0,0,0
bird,0,0,0,0,1,0,0,0
mammal,0,0,0,0,1,0,0,0
commonly,0,0,3,0,0,0,0,0
collect,0,0,0,0,0,0,10,0
simply,0,0,3,0,0,0,0,0
medicinal,1,0,0,0,0,0,0,0
purpose,0,0,0,0,3,0,0,0
recognize,0,0,0,0,0,0,12,0
marine,6,0,0,0,0,0,0,0
invertebrate,2,0,0,0,0,0,0,0
imply,0,0,0,0,0,0,2,0
historically,0,0,1,0,0,0,0,0
stratum,0,0,0,0,12,0,0,0
conclude,0,0,0,0,0,0,17,0
region,0,0,0,0,17,0,0,0
encompass,0,0,0,0,0,0,2,0
shoreline,0,0,0,0,1,0,0,0
landscape,0,0,0,0,6,0,0,0
position,0,0,0,0,7,0,0,0
land,0,0,0,0,12,0,0,0
erosion,0,0,0,0,4,0,0,0
sediment,0,0,0,0,17,0,0,0
repeatedly,0,0,1,0,0,0,0,0
erode,0,0,0,0,0,0,3,0
historian,0,0,0,0,2,0,0,0
correctly,0,0,3,0,0,0,0,0
northward,1,0,1,0,0,0,0,0
bulge,0,0,0,0,1,0,0,0
carry,0,0,0,0,0,0,5,0
dynasty,0,0,0,0,1,0,0,0
military,2,0,0,0,0,0,0,0
monumental,1,0,0,0,0,0,0,0
slab,0,0,0,0,1,0,0,0
carve,0,0,0,0,0,0,1,0
success,0,0,0,0,1,0,0,0
foot,0,0,0,0,11,0,0,0
erect,0,0,0,0,0,0,1,0
predict,0,0,0,0,0,0,8,0
likely,0,0,2,0,0,0,0,0
hill,0,0,0,0,4,0,0,0
valley,0,0,0,0,5,0,0,0
deep,11,0,1,0,0,0,0,0
statue,0,0,0,0,1,0,0,0
sit,0,0,0,0,0,0,1,0
guess,0,0,0,0,0,0,1,0
cycle,0,0,0,0,13,0,0,0
sort,0,0,0,0,2,0,0,0
order,0,0,0,0,7,0,2,0
river,0,0,0,0,21,0,0,0
wet,1,0,0,0,0,0,0,0
build,0,0,0,0,0,0,5,0
delta,0,0,0,0,2,0,0,0
reason,0,0,0,0,0,0,4,0
level,0,0,0,0,16,0,1,0
cover,0,0,0,0,0,0,6,0
adjacent,1,0,0,0,0,0,0,0
reversal,0,0,0,0,1,0,0,0
climatic,1,0,0,0,0,0,0,0
lowering,0,0,0,0,3,0,0,0
retreat,0,0,0,0,0,0,1,0
previously,0,0,3,0,0,0,0,0
flood,0,0,0,0,3,0,2,0
cyclical,1,0,0,0,0,0,0,0
interchange,0,0,0,0,1,0,0,0
classic,1,0,0,0,0,0,0,0
arabic,1,0,0,0,0,0,0,0
tenth,1,0,0,0,0,0,0,0
anonymous,1,0,0,0,0,0,0,0
group,0,0,0,0,6,0,2,0
disintegrate,0,0,0,0,0,0,2,0
wave,0,0,0,0,21,0,0,0
current,2,0,0,0,22,0,0,0
spread,0,0,0,0,0,0,5,0
seafloor,0,0,0,0,9,0,0,0
layer,0,0,0,0,26,0,1,0
accumulate,0,0,0,0,0,0,2,0
harden,0,0,0,0,0,0,2,0
course,0,0,0,0,6,0,0,0
continent,0,0,0,0,21,0,0,0
disintegration,0,0,0,0,2,0,0,0
leveling,0,0,0,0,1,0,0,0
start,0,0,0,0,0,0,5,0
substance,0,0,0,0,8,0,0,0
liquid,2,0,0,0,1,0,0,0
gaseous,1,0,0,0,0,0,0,0
state,0,0,0,0,7,0,4,0
prominently,0,0,1,0,0,0,0,0
operate,0,0,0,0,0,0,4,0
essential,3,0,0,0,0,0,0,0
source,0,0,0,0,13,0,0,0
propose,0,0,0,0,0,0,13,0
share,0,0,0,0,0,0,1,0
primacy,0,0,0,0,1,0,0,0
element,0,0,0,0,14,0,0,0
doctrine,0,0,0,0,4,0,0,0
earthly,2,0,0,0,0,0,0,0
universal,2,0,0,0,0,0,0,0
influence,0,0,0,0,5,0,5,0
western,1,0,0,0,0,0,0,0
thought,0,0,0,0,6,0,0,0
late,12,0,1,0,0,0,0,0
ice,0,0,0,0,18,0,0,0
vapor,0,0,0,0,20,0,0,0
gas,0,0,0,0,5,0,0,0
like,0,6,0,0,0,0,0,0
invisible,1,0,0,0,0,0,0,0
show,0,0,0,0,0,0,25,0
illustration,0,0,0,0,2,0,0,0
undergo,0,0,0,0,0,0,1,0
seawater,0,0,0,0,16,0,0,0
precipitation,0,0,0,0,17,0,0,0
rain,0,0,0,0,10,0,0,0
snow,0,0,0,0,5,0,0,0
survive,0,0,0,0,0,0,3,0
text,0,0,0,0,1,0,0,0
hint,0,0,0,0,0,0,1,0
frame,0,0,0,0,0,0,1,0
explicitly,0,0,2,0,0,0,0,0
hydrological,1,0,0,0,0,0,0,0
independently,0,0,2,0,0,0,0,0
fourth,1,0,0,0,1,0,0,0
spring,0,0,0,0,7,0,0,0
autumn,0,0,0,0,1,0,0,0
annal,0,0,0,0,1,0,0,0
theorize,0,0,0,0,0,0,1,0
circulatory,2,0,0,0,0,0,0,0
involve,0,0,0,0,0,0,7,0
large,18,0,0,0,0,0,0,0
scale,0,0,0,0,5,0,0,0
explanation,0,0,0,0,5,0,0,0
perforate,0,0,0,0,0,0,1,0
passage,0,0,0,0,3,0,0,0
connect,0,0,0,0,0,0,9,0
moisture,0,0,0,0,4,0,0,0
airy,1,0,0,0,0,0,0,0
heat,0,0,0,0,18,0,0,0
upward,1,0,5,0,0,0,0,0
leave,0,0,0,0,0,0,4,0
formation,0,0,0,0,6,0,0,0
cloud,0,0,0,0,31,0,0,0
cold,6,0,0,0,2,0,0,0
inherent,1,0,0,0,0,0,0,0
drive,0,0,0,0,0,0,4,0
away,0,0,3,0,0,0,0,0
press,0,0,0,0,0,0,1,0
particle,0,0,0,0,9,0,0,0
close,1,0,1,0,0,0,0,0
restore,0,0,0,0,0,0,3,0
true,4,0,0,0,0,0,0,0
naturally,0,0,2,0,0,0,0,0
move,0,0,0,0,0,0,9,0
downward,1,0,3,0,0,0,0,0
raindrop,0,0,0,0,2,0,0,0
freeze,0,0,0,0,0,0,2,0
constantly,0,0,2,0,0,0,0,0
recycle,0,0,0,0,0,0,2,0
travel,0,0,0,0,1,0,8,0
inland,0,0,1,0,0,0,0,0
stable,1,0,0,0,0,0,0,0
sky,0,0,0,0,2,0,0,0
world,0,0,0,0,15,0,0,0
puzzling,1,0,0,0,0,0,0,0
regard,0,0,0,0,1,0,2,0
run,0,0,0,0,0,0,4,0
length,0,0,0,0,4,0,0,0
virtually,0,0,5,0,0,0,0,0
rainless,1,0,0,0,0,0,0,0
desert,0,0,0,0,1,0,0,0
regularly,0,0,3,0,0,0,0,0
varied,2,0,0,0,0,0,0,0
strange,2,0,0,0,0,0,0,0
behavior,0,0,0,0,4,0,0,0
wrong,1,0,0,0,0,0,0,0
thale,0,0,0,0,1,0,0,0
blow,0,0,0,0,0,0,7,0
southward,0,0,2,0,0,0,0,0
summer,0,0,0,0,7,0,0,0
think,0,0,0,0,0,0,3,0
store,0,0,0,0,0,0,1,0
winter,0,0,0,0,2,0,0,0
vein,0,0,0,0,3,0,0,0
shrink,0,0,0,0,0,0,1,0
disappear,0,0,0,0,0,0,2,0
sun,0,0,0,0,7,0,0,0
control,0,0,0,0,0,0,1,0
regimen,0,0,0,0,1,0,0,0
south,1,0,1,0,2,0,0,0
equator,0,0,0,0,6,0,0,0
northeastern,2,0,0,0,0,0,0,0
drain,0,0,0,0,0,0,1,0
geographic,3,0,0,0,0,0,0,0
concept,0,0,0,0,3,0,0,0
reasonable,1,0,0,0,0,0,0,0
insist,0,0,0,0,0,0,1,0
relationship,0,0,0,0,5,0,0,0
discharge,0,0,0,0,9,0,0,0
near,2,11,0,0,0,0,0,0
fill,0,0,0,0,0,0,6,0
lake,0,0,0,0,3,0,0,0
feed,0,0,0,0,0,0,2,0
prepare,0,0,0,0,0,0,1,0
map,0,0,0,0,27,0,1,0
latitude,0,0,0,0,3,0,0,0
anticipate,0,0,0,0,0,0,2,0
answer,0,0,0,0,2,0,1,0
report,0,0,0,0,2,0,5,0
heavy,3,0,0,0,0,0,0,0
reach,0,0,0,0,1,0,4,0
sufficient,1,0,0,0,0,0,0,0
flooding,0,0,0,0,2,0,0,0
person,0,0,0,0,2,0,0,0
calculate,0,0,0,0,0,0,11,0
chief,1,0,0,0,0,0,0,0
librarian,0,0,0,0,1,0,0,0
poet,0,0,0,0,1,0,0,0
bear,0,0,0,0,0,0,10,0
director,0,0,0,0,3,0,0,0
library,0,0,0,0,1,0,0,0
calendar,0,0,0,0,1,0,0,0
leap,0,0,0,0,1,0,0,0
try,0,0,0,0,0,0,1,0
fix,0,0,0,0,0,0,1,0
literary,1,0,0,0,0,0,0,0
political,1,0,0,0,0,0,0,0
siege,0,0,0,0,1,0,0,0
poem,0,0,0,0,1,0,0,0
inspire,0,0,0,0,0,0,2,0
astronomy,0,0,0,0,2,0,0,0
theater,0,0,0,0,1,0,0,0
groundbreaking,1,0,0,0,0,0,0,0
geography,0,0,0,0,1,0,0,0
relatively,0,0,2,0,0,0,0,0
accurate,5,0,0,0,0,0,0,0
sketch,0,0,0,0,1,0,0,0
notice,0,0,0,0,1,0,1,0
sunlight,0,0,0,0,1,0,0,0
angle,0,0,0,0,3,0,0,0
percent,0,0,0,0,10,0,0,0
vertical,2,0,0,0,0,0,0,0
noon,0,0,0,0,1,0,0,0
solstice,0,0,0,0,1,0,0,0
mile,0,0,0,0,16,0,0,0
kilometer,0,0,0,0,17,0,0,0
southeast,1,0,0,0,3,0,0,0
ray,0,0,0,0,8,0,0,0
vertically,0,0,1,0,0,0,0,0
assume,0,0,0,0,0,0,6,0
practically,0,0,1,0,0,0,0,0
parallel,1,0,0,0,0,0,0,0
estimate,0,0,0,0,2,0,4,0
exact,1,0,0,0,0,0,0,0
unit,0,0,0,0,5,0,0,0
stadia,0,0,0,0,1,0,0,0
doubtful,1,0,0,0,0,0,0,0
accuracy,0,0,0,0,2,0,0,0
uncertain,2,0,0,0,0,0,0,0
vary,0,0,0,0,0,0,3,0
value,0,0,0,0,2,0,0,0
measure,0,0,0,0,0,0,16,0
tilt,0,0,0,0,1,0,0,0
axis,0,0,0,0,1,0,0,0
compile,0,0,0,0,0,0,4,0
star,0,0,0,0,1,0,0,0
catalog,0,0,0,0,1,0,0,0
