word,ADJ,ADP,ADV,DET,NOUN,NUM,PRON,SCONJ,VERB,X
device,0,0,0,0,19,0,0,0,0,0
technological,3,0,0,0,0,0,0,0,0,0
advance,0,0,0,0,7,0,0,0,5,0
killer,0,0,0,0,4,0,0,0,0,0
app,0,0,0,0,2,0,0,0,0,0
desirable,1,0,0,0,0,0,0,0,0,0
inspire,0,0,0,0,0,0,0,0,16,0
purchase,0,0,0,0,3,0,0,0,11,0
entirely,0,0,6,0,0,0,0,0,0,0
new,68,0,0,0,0,0,0,0,0,0
gaming,0,0,0,0,90,0,0,0,0,0
system,0,0,0,0,70,0,0,0,0,0
different,31,0,0,0,0,0,0,0,0,0
platform,1,0,0,0,39,0,0,0,0,0
appealing,3,0,0,0,0,0,0,0,0,0
improved,2,0,0,0,0,0,0,0,0,0
graphic,7,0,0,0,50,0,0,0,0,0
portability,0,0,0,0,1,0,0,0,0,0
differentiate,0,0,0,0,0,0,0,0,1,0
late,15,0,0,0,0,0,0,0,0,0
generation,0,0,0,0,22,0,0,0,0,0
predecessor,0,0,0,0,4,0,0,0,0,0
ability,0,0,0,0,28,0,0,0,0,0
compete,0,0,0,0,0,0,0,0,16,0
cooperate,0,0,0,0,0,0,0,0,1,0
human,10,0,0,0,2,0,0,0,0,0
network,0,0,0,0,18,0,0,0,1,0
restore,0,0,0,0,0,0,0,0,1,0
social,17,0,0,0,0,0,0,0,0,0
element,0,0,0,0,35,0,0,0,0,0
recall,0,0,0,0,0,0,0,0,1,0
early,59,0,1,0,0,0,0,0,0,0
video,1,0,0,0,127,0,0,0,0,0
divergence,0,0,0,0,1,0,0,0,0,0
perceive,0,0,0,0,0,0,0,0,1,0
target,0,0,0,0,2,0,0,0,2,0
audience,0,0,0,0,5,0,0,0,0,0
traditionally,0,0,3,0,0,0,0,0,0,0
dismiss,0,0,0,0,0,0,0,0,1,0
plaything,0,0,0,0,1,0,0,0,0,0
young,5,0,0,0,0,0,0,0,0,0
boy,0,0,0,0,3,0,0,0,0,0
time,0,0,0,0,56,0,0,0,1,0
apparent,3,0,0,0,0,0,0,0,0,0
man,0,0,0,0,5,0,0,0,0,0
woman,0,0,0,0,2,0,0,0,0,0
age,0,0,0,0,6,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,11,0
market,0,0,0,0,39,0,0,0,5,0
respond,0,0,0,0,0,0,0,0,4,0
accordingly,0,0,1,0,0,0,0,0,0,0
family,0,0,0,0,8,0,0,0,0,0
friendly,8,0,0,0,0,0,0,0,0,0
fare,0,0,0,0,2,0,0,0,2,0
party,0,0,0,0,17,0,0,0,0,0
commonly,0,0,3,0,0,0,0,0,0,0
find,0,0,0,0,0,0,0,0,23,0
appeal,0,0,0,0,4,0,0,0,6,0
broad,6,0,0,0,0,0,0,0,0,0
demographic,0,0,0,0,2,0,0,0,0,0
widespread,6,0,0,0,0,0,0,0,0,0
success,0,0,0,0,53,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,4,0
programmer,0,0,0,0,15,0,0,0,0,0
hit,1,0,0,0,13,0,0,0,4,0
mark,0,0,0,0,4,0,0,0,6,0
conversely,0,0,1,0,0,0,0,0,0,0
specifically,0,0,2,0,0,0,0,0,0,0
mature,4,0,0,0,0,0,0,0,0,0
franchise,0,0,0,0,58,0,0,0,0,0
post,1,0,0,0,0,0,0,0,4,0
strong,9,0,0,0,0,0,0,0,0,0
sale,0,0,0,0,21,0,0,0,0,0
story,0,0,0,0,42,0,0,0,0,0
feature,0,0,0,0,20,0,0,0,53,0
sexual,2,0,0,0,0,0,0,0,0,0
situation,0,0,0,0,4,0,0,0,0,0
violence,0,0,0,0,13,0,0,0,0,0
emotionally,0,0,1,0,0,0,0,0,0,0
complex,9,0,0,0,0,0,0,0,0,0
place,0,0,0,0,10,0,0,0,9,0
write,0,0,0,0,0,0,0,0,15,0
rate,0,0,0,0,2,0,0,0,1,0
film,0,0,0,0,18,0,0,0,0,0
creation,0,0,0,0,11,0,0,0,0,0
diverse,2,0,0,0,0,0,0,0,0,0
catalog,0,0,0,0,2,0,0,0,0,0
foresee,0,0,0,0,0,0,0,0,1,0
intend,0,0,0,0,0,0,0,0,2,0
technology,0,0,0,0,25,0,0,0,0,0
demonstration,0,0,0,0,5,0,0,0,0,0
visitor,0,0,0,0,3,0,0,0,0,0
play,0,0,0,0,59,0,0,0,73,0
analog,2,0,0,0,0,0,0,0,0,0
oscilloscope,0,0,0,0,2,0,0,0,0,0
screen,0,0,0,0,19,0,0,0,0,0
simple,22,0,0,0,0,0,0,0,0,0
control,0,0,0,0,25,0,0,0,32,0
rotate,0,0,0,0,0,0,0,0,4,0
dial,0,0,0,0,1,0,0,0,2,0
vary,0,0,0,0,0,0,0,0,3,0
angle,0,0,0,0,1,0,0,0,0,0
racquet,0,0,0,0,1,0,0,0,0,0
button,0,0,0,0,11,0,0,0,0,0
dictate,0,0,0,0,0,0,0,0,1,0
timing,0,0,0,0,2,0,0,0,0,0
serve,0,0,0,0,1,0,0,0,4,0
volley,0,0,0,0,1,0,0,0,1,0
immediate,2,0,0,0,0,0,0,0,0,0
spectator,0,0,0,0,1,0,0,0,0,0
gather,0,0,0,0,0,0,0,0,7,0
inch,0,0,0,0,2,0,0,0,0,0
display,0,0,0,0,11,0,0,0,5,0
watch,0,0,0,0,0,0,0,0,1,0
glow,0,0,0,0,0,0,0,0,1,0
dot,0,0,0,0,4,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,8,0
ball,0,0,0,0,3,0,0,0,0,0
bounce,0,0,0,0,0,0,0,0,1,0
forth,0,0,2,0,0,0,0,0,0,0
simulate,0,0,0,0,0,0,0,0,11,0
tennis,0,0,0,0,14,0,0,0,0,0
court,0,0,0,0,1,0,0,0,0,0
following,2,0,0,0,5,0,0,0,0,0
year,0,0,0,0,36,0,0,0,0,0
replace,0,0,0,0,0,0,0,0,6,0
small,17,0,0,0,0,0,0,0,0,0
large,22,0,0,0,0,0,0,0,0,0
add,0,0,0,0,1,0,0,0,24,0
gameplay,0,0,0,0,11,0,0,0,0,0
option,0,0,0,0,8,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,56,0
low,5,0,0,0,0,0,0,0,0,0
gravity,0,0,0,0,2,0,0,0,0,0
environment,0,0,0,0,17,0,0,0,0,0
high,14,0,1,0,0,0,0,0,0,0
later,14,0,23,0,0,0,0,0,0,0
short,2,0,0,0,0,0,0,0,0,0
distance,0,0,0,0,2,0,0,0,1,0
away,0,0,3,0,0,0,0,0,0,0
group,0,0,0,0,21,0,0,0,0,0
explore,0,0,0,0,0,0,0,0,20,0
capability,0,0,0,0,4,0,0,0,0,0
minicomputer,0,0,0,0,8,0,0,0,0,0
donate,0,0,0,0,0,0,0,0,2,0
student,0,0,0,0,9,0,0,0,0,0
eager,1,0,0,0,0,0,0,0,0,0
demonstrate,0,0,0,0,0,0,0,0,5,0
machine,0,0,0,0,12,0,0,0,0,0
weigh,0,0,0,0,0,0,0,0,2,0
ton,0,0,0,0,1,0,0,0,0,0
measure,0,0,0,0,0,0,0,0,3,0
foot,0,0,0,0,2,0,0,0,0,0
metre,0,0,0,0,2,0,0,0,0,0
tall,1,0,0,0,0,0,0,0,0,0
wide,10,0,0,0,0,0,0,0,0,0
outfit,0,0,0,0,1,0,0,0,1,0
typewriter,0,0,0,0,2,0,0,0,0,0
modify,0,0,0,0,0,0,0,0,6,0
act,0,0,0,0,0,0,0,0,2,0
input,0,0,0,0,6,0,0,0,0,0
output,0,0,0,0,1,0,0,0,0,0
state,0,0,0,0,3,0,0,0,1,0
art,0,0,0,0,5,0,0,0,0,0
laboratory,0,0,0,0,5,0,0,0,0,0
computing,0,0,0,0,3,0,0,0,0,0
price,0,0,0,0,7,0,0,0,1,0
tag,0,0,0,0,3,0,0,0,0,0
frequently,0,0,5,0,0,0,0,0,0,0
prefix,0,0,0,0,2,0,0,0,0,0
expensive,4,0,0,0,0,0,0,0,0,0
describe,0,0,0,0,0,0,0,0,2,0
program,0,0,0,0,8,0,0,0,2,0
function,0,0,0,0,4,0,0,0,1,0
example,0,0,0,0,19,0,0,0,0,0
replicate,0,0,0,0,0,0,0,0,1,0
standard,7,0,0,0,8,0,0,0,0,0
electric,2,0,0,0,0,0,0,0,0,0
roughly,0,0,2,0,0,0,0,0,0,0
thousand,0,0,0,0,7,2,0,0,0,0
cost,0,0,0,0,4,0,0,0,1,0
slowly,0,0,1,0,0,0,0,0,0,0
scroll,0,0,0,0,0,0,0,0,5,0
star,0,0,0,0,7,0,0,0,8,0
map,0,0,0,0,13,0,0,0,0,0
key,1,0,0,0,1,0,0,0,2,0
great,19,0,0,0,1,0,0,0,0,0
step,0,0,0,0,6,0,0,0,0,0
space,0,0,0,0,19,0,0,0,0,0
combat,0,0,0,0,27,0,0,0,0,0
simulator,0,0,0,0,9,0,0,0,0,0
call,0,0,0,0,0,0,0,0,19,0
offer,0,0,0,0,0,0,0,0,33,0
straightforward,1,0,0,0,0,0,0,0,0,0
satisfying,1,0,0,0,0,0,0,0,0,0
goal,0,0,0,0,10,0,0,0,0,0
blow,0,0,0,0,0,0,0,0,3,0
ship,0,0,0,0,4,0,0,0,3,0
torpedo,0,0,0,0,3,0,0,0,0,0
complicate,0,0,0,0,0,0,0,0,1,0
matter,0,0,0,0,3,0,0,0,0,0
central,6,0,0,0,0,0,0,0,0,0
exert,0,0,0,0,0,0,0,0,1,0
gravitational,1,0,0,0,0,0,0,0,0,0
pull,0,0,0,0,1,0,0,0,2,0
fire,0,0,0,0,4,0,0,0,2,0
background,0,0,0,0,2,0,0,0,0,0
battle,0,0,0,0,18,0,0,0,13,0
provide,0,0,0,0,0,0,0,0,19,0
series,0,0,0,0,113,0,0,0,0,0
visual,5,0,0,0,5,0,0,0,0,0
reference,0,0,0,0,2,0,0,0,0,0
point,0,0,0,0,15,0,0,0,3,0
well,7,0,20,0,0,0,0,0,0,0
gauge,0,0,0,0,0,0,0,0,1,0
speed,0,0,0,0,8,0,0,0,0,0
direction,0,0,0,0,3,0,0,0,0,0
addictive,8,0,0,0,0,0,0,0,0,0
massive,4,0,0,0,0,0,0,0,0,0
freely,0,0,2,0,0,0,0,0,0,0
share,0,0,0,0,2,0,0,0,13,0
programming,0,0,0,0,9,0,0,0,0,0
code,0,0,0,0,6,0,0,0,0,0
virtually,0,0,11,0,0,0,0,0,0,0
capable,1,0,0,0,0,0,0,0,0,0
course,0,0,1,0,3,0,0,0,0,0
realize,0,0,0,0,0,0,0,0,2,0
money,0,0,0,0,5,0,0,0,0,0
cheap,3,0,0,0,0,0,0,0,0,0
powerful,9,0,0,0,0,0,0,0,0,0
transistor,0,0,0,0,1,0,0,0,0,0
give,0,0,0,0,0,0,0,0,20,0
way,0,0,0,0,32,0,0,0,0,0
microprocessor,0,0,0,0,4,0,0,0,0,0
power,0,0,0,0,17,0,0,0,3,0
contain,0,0,0,0,0,0,0,0,8,0
housing,0,0,0,0,1,0,0,0,0,0
fraction,0,0,0,0,1,0,0,0,0,0
original,39,0,0,0,3,0,0,0,0,0
size,0,0,0,0,1,0,0,0,0,0
climate,0,0,0,0,2,0,0,0,0,0
name,0,0,0,0,4,0,0,0,11,0
seek,0,0,0,0,0,0,0,0,6,0
coin,0,0,0,0,15,0,0,0,0,0
operate,0,0,0,0,0,0,0,0,18,0
colleague,0,0,0,0,1,0,0,0,0,0
design,0,0,0,0,14,0,0,0,29,0
standalone,1,0,0,0,0,0,0,0,0,0
version,0,0,0,0,49,0,0,0,0,0
failure,0,0,0,0,3,0,0,0,0,0
cabinet,0,0,0,0,2,0,0,0,0,0
influence,0,0,0,0,1,0,0,0,4,0
come,0,0,0,0,0,0,0,0,12,0
second,6,0,0,0,2,0,0,0,0,1
effort,0,0,0,0,5,0,0,0,0,0
table,0,0,0,0,7,0,0,0,0,0
engineer,0,0,0,0,7,0,0,0,1,0
found,0,0,0,0,0,0,0,0,13,0
release,0,0,0,0,47,0,0,0,115,0
banner,0,0,0,0,1,0,0,0,0,0
produce,0,0,0,0,0,0,0,0,32,0
face,0,0,0,0,4,0,0,0,10,0
lawsuit,0,0,0,0,2,0,0,0,0,0
pioneer,0,0,0,0,3,0,0,0,0,0
field,0,0,0,0,6,0,0,0,0,0
manager,0,0,0,0,2,0,0,0,0,0
devise,0,0,0,0,0,0,0,0,4,0
involve,0,0,0,0,0,0,0,0,8,0
chase,0,0,0,0,1,0,0,0,2,0
television,0,0,0,0,25,0,0,0,0,0
intrigue,0,0,0,0,1,0,0,0,1,0
management,0,0,0,0,16,0,0,0,0,0
authorize,0,0,0,0,0,0,0,0,1,0
concept,0,0,0,0,6,0,0,0,0,0
team,0,0,0,0,14,0,0,0,1,0
experiment,0,0,0,0,2,0,0,0,4,0
idea,0,0,0,0,4,0,0,0,0,0
delivery,0,0,0,0,1,0,0,0,0,0
mechanism,0,0,0,0,1,0,0,0,0,0
initial,5,0,0,0,0,0,0,0,0,0
plan,0,0,0,0,4,0,0,0,2,0
suggest,0,0,0,0,0,0,0,0,1,0
cable,0,0,0,0,2,0,0,0,0,0
supplement,0,0,0,0,0,0,0,0,1,0
content,0,0,0,0,11,0,0,0,0,0
simulated,1,0,0,0,0,0,0,0,0,0
wood,0,0,0,0,1,0,0,0,0,0
paneling,0,0,0,0,1,0,0,0,0,0
cover,0,0,0,0,3,0,0,0,2,0
exterior,0,0,0,0,1,0,0,0,0,0
prototype,0,0,0,0,6,0,0,0,0,0
include,0,0,0,0,0,0,0,0,80,0
primarily,0,0,5,0,0,0,0,0,0,0
defense,0,0,0,0,1,0,0,0,0,0
contractor,0,0,0,0,1,0,0,0,0,0
far,0,0,4,0,0,0,0,0,0,0
outside,1,5,0,0,0,0,0,0,0,0
realm,0,0,0,0,2,0,0,0,0,0
expertise,0,0,0,0,1,0,0,0,0,0
approach,0,0,0,0,1,0,0,0,3,0
follow,0,0,0,0,0,0,0,0,17,0
submit,0,0,0,0,0,0,0,0,1,0
patent,0,0,0,0,11,0,0,0,0,0
application,0,0,0,0,6,0,0,0,0,0
training,0,0,0,0,9,0,0,0,0,0
apparatus,0,0,0,0,2,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,8,0
exclusive,4,0,0,0,0,0,0,0,0,0
licensing,0,0,0,0,5,0,0,0,0,0
agreement,0,0,0,0,2,0,0,0,0,0
manufacturer,0,0,0,0,19,0,0,0,0,0
debut,0,0,0,0,9,0,0,0,17,0
commercial,14,0,0,0,0,0,0,0,0,0
dub,0,0,0,0,0,0,0,0,2,0
sponsor,0,0,0,0,0,0,0,0,1,0
promotional,3,0,0,0,0,0,0,0,0,0
herald,0,0,0,0,0,0,0,0,2,0
attendee,0,0,0,0,2,0,0,0,0,0
event,0,0,0,0,8,0,0,0,0,0
claim,0,0,0,0,1,0,0,0,4,0
develop,0,0,0,0,0,0,0,0,49,0
prior,0,0,3,0,0,0,0,0,0,0
exposure,0,0,0,0,2,0,0,0,0,0
trouble,0,0,0,0,2,0,0,0,0,0
profound,3,0,0,0,0,0,0,0,0,0
questionable,1,0,0,0,0,0,0,0,0,0
origin,0,0,0,0,2,0,0,0,0,0
flagship,0,0,0,0,2,0,0,0,0,0
granting,0,0,0,0,1,0,0,0,0,0
essentially,0,0,3,0,0,0,0,0,0,0
gatekeeper,0,0,0,0,1,0,0,0,0,0
future,3,0,0,0,2,0,0,0,0,0
development,0,0,0,0,23,0,0,0,0,0
decade,0,0,0,0,7,0,0,0,0,0
developer,0,0,0,0,32,0,0,0,0,0
legal,6,0,0,0,0,0,0,0,0,0
challenge,0,0,0,0,14,0,0,0,8,0
settle,0,0,0,0,0,0,0,0,4,0
sublicensee,0,0,0,0,1,0,0,0,0,0
courtroom,0,0,0,0,2,0,0,0,0,0
victory,0,0,0,0,5,0,0,0,0,0
strength,0,0,0,0,13,0,0,0,0,0
position,0,0,0,0,4,0,0,0,0,0
notably,0,0,4,0,0,0,0,0,0,0
grant,0,0,0,0,0,0,0,0,3,0
employee,0,0,0,0,3,0,0,0,0,0
improve,0,0,0,0,0,0,0,0,21,0
standing,0,0,0,0,2,0,0,0,0,0
dominant,1,0,0,0,0,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,6,0
filing,0,0,0,0,1,0,0,0,0,0
extremely,0,0,6,0,0,0,0,0,0,0
reverse,0,0,1,0,1,0,0,0,2,0
case,0,0,0,0,1,0,0,0,0,0
actually,0,0,3,0,0,0,0,0,0,0
specific,12,0,0,0,0,0,0,0,0,0
spell,0,0,0,0,2,0,0,0,1,0
exactly,0,0,1,0,0,0,0,0,0,0
unit,0,0,0,0,23,0,0,0,0,0
interact,0,0,0,0,0,0,0,0,13,0
manipulate,0,0,0,0,0,0,0,0,2,0
onscreen,4,0,0,0,0,0,0,0,0,0
specificity,0,0,0,0,1,0,0,0,0,0
fuel,0,0,0,0,0,0,0,0,3,0
uninterrupted,2,0,0,0,0,0,0,0,0,0
string,0,0,0,0,1,0,0,0,0,0
maker,0,0,0,0,4,0,0,0,0,0
try,0,0,0,0,0,0,0,0,14,0
unsuccessfully,0,0,1,0,0,0,0,0,0,0
basis,0,0,0,0,8,0,0,0,0,0
true,6,0,0,0,0,0,0,0,0,0
reject,0,0,0,0,0,0,0,0,2,0
escapade,0,0,0,0,1,0,0,0,0,0
stifle,0,0,0,0,0,0,0,0,1,0
growth,0,0,0,0,5,0,0,0,0,0
industry,0,0,0,0,25,0,0,0,0,0
sell,0,0,0,0,0,0,0,0,37,0
ten,0,0,0,0,2,0,0,0,0,0
million,0,0,0,0,11,26,0,0,0,0
worldwide,3,0,7,0,0,0,0,0,0,0
fact,0,0,0,0,5,0,0,0,0,0
gamer,0,0,0,0,28,0,0,0,0,0
soon,0,0,18,0,0,0,0,0,0,0
awash,1,0,0,0,0,0,0,0,0,0
boast,0,0,0,0,0,0,0,0,7,0
selection,0,0,0,0,3,0,0,0,0,0
title,0,0,0,0,72,0,0,0,1,0
adapt,0,0,0,0,0,0,0,0,6,0
popular,85,0,0,0,0,0,0,0,0,0
traditional,5,0,0,0,0,0,0,0,0,0
joystick,0,0,0,0,8,0,0,0,0,0
unique,19,0,0,0,0,0,0,0,0,0
disc,0,0,0,0,2,0,0,0,0,0
shape,0,0,0,0,0,0,0,0,3,0
controller,0,0,0,0,17,0,0,0,0,0
incorporate,0,0,0,0,0,0,0,0,8,0
voice,0,0,0,0,6,0,0,0,0,0
greatly,0,0,6,0,0,0,0,0,0,0
assortment,0,0,0,0,4,0,0,0,0,0
peripheral,0,0,0,0,2,0,0,0,0,0
push,0,0,0,0,0,0,0,0,7,0
limit,0,0,0,0,4,0,0,0,3,0
exist,0,0,0,0,0,0,0,0,4,0
fantastic,1,0,0,0,0,0,0,0,0,0
collapse,0,0,0,0,0,0,0,0,2,0
dozen,0,0,0,0,12,0,0,0,0,0
company,0,0,0,0,83,0,0,0,0,0
middling,1,0,0,0,0,0,0,0,0,0
quality,0,0,0,0,8,0,0,0,0,0
wild,1,0,0,0,0,0,0,0,0,0
west,0,0,0,0,1,0,0,0,0,0
atmosphere,0,0,0,0,2,0,0,0,0,0
seize,0,0,0,0,0,0,0,0,1,0
unlikely,2,0,0,0,0,0,0,0,0,0
breakfast,0,0,0,0,1,0,0,0,0,0
food,0,0,0,0,4,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,4,0
capitalize,0,0,0,0,0,0,0,0,2,0
craze,0,0,0,0,2,0,0,0,0,0
flood,0,0,0,0,1,0,0,0,2,0
poor,3,0,0,0,0,0,0,0,0,0
consumer,0,0,0,0,3,0,0,0,0,0
wholesale,1,0,0,0,0,0,0,0,0,0
diehard,0,0,0,0,1,0,0,0,0,0
turn,0,0,0,0,11,0,0,0,10,0
attention,0,0,0,0,6,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0,6,0
robust,7,0,0,0,0,0,0,0,0,0
range,0,0,0,0,3,0,0,0,5,0
budget,0,0,0,0,1,0,0,0,0,0
casual,4,0,0,0,0,0,0,0,0,0
freefall,0,0,0,0,1,0,0,0,0,0
microcomputer,0,0,0,0,1,0,0,0,0,0
introduce,0,0,0,0,0,0,0,0,16,0
color,0,0,0,0,2,0,0,0,0,0
impressive,3,0,0,0,0,0,0,0,0,0
ram,0,0,0,0,1,0,0,0,0,0
quickly,0,0,9,0,0,0,0,0,0,0
good,12,0,0,0,2,0,0,0,0,0
adventure,0,0,0,0,34,0,0,0,0,0
outstanding,4,0,0,0,0,0,0,0,0,0
notable,5,0,0,0,0,0,0,0,0,0
addition,0,0,0,0,13,0,0,0,0,0
host,0,0,0,0,1,0,0,0,4,0
productivity,0,0,0,0,1,0,0,0,0,0
set,0,0,0,0,8,0,0,0,28,0
apart,0,0,7,0,0,0,0,0,0,0
numerous,18,0,0,0,0,0,0,0,0,0
enhancement,0,0,0,0,1,0,0,0,0,0
change,0,0,0,0,4,0,0,0,5,0
keyboard,0,0,0,0,2,0,0,0,0,0
configuration,0,0,0,0,3,0,0,0,0,0
improvement,0,0,0,0,8,0,0,0,0,0
readily,0,0,1,0,0,0,0,0,0,0
flight,0,0,0,0,5,0,0,0,0,0
military,7,0,0,0,0,0,0,0,0,0
strategy,0,0,0,0,22,0,0,0,0,0
integration,0,0,0,0,3,0,0,0,0,0
internal,1,0,0,0,0,0,0,0,0,0
hard,6,0,0,0,0,0,0,0,0,0
drive,0,0,0,0,2,0,0,0,6,0
floppy,1,0,0,0,0,0,0,0,0,0
disk,0,0,0,0,1,0,0,0,0,0
user,0,0,0,0,27,0,0,0,0,0
save,1,0,0,0,0,0,0,0,8,0
progress,0,0,0,0,7,0,0,0,7,0
intention,0,0,0,0,1,0,0,0,0,0
return,0,0,0,0,0,0,0,0,3,0
crucial,1,0,0,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,27,0
prepare,0,0,0,0,0,0,0,0,2,0
japanese,19,0,0,0,0,0,0,0,0,0
old,6,0,0,0,0,0,0,0,0,0
seminal,1,0,0,0,0,0,0,0,0,0
barrel,0,0,0,0,3,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,3,0
ape,0,0,0,0,5,0,0,0,0,0
intrepid,2,0,0,0,0,0,0,0,0,0
plumber,0,0,0,0,4,0,0,0,0,0
eventually,0,0,10,0,0,0,0,0,0,0
inspiration,0,0,0,0,5,0,0,0,0,0
flurry,0,0,0,0,1,0,0,0,0,0
sequel,0,0,0,0,61,0,0,0,0,0
implosion,0,0,0,0,1,0,0,0,0,0
fill,0,0,0,0,0,0,0,0,6,0
subsequent,8,0,0,0,0,0,0,0,0,0
void,0,0,0,0,1,0,0,0,1,0
bit,0,0,0,0,26,0,0,0,0,0
launch,0,0,0,0,9,0,0,0,13,0
rebirth,0,0,0,0,1,0,0,0,0,0
battery,0,0,0,0,3,0,0,0,0,0
backup,1,0,0,0,1,0,0,0,0,0
innovation,0,0,0,0,8,0,0,0,0,0
long,3,0,11,0,0,0,0,0,0,0
combine,0,0,0,0,0,0,0,0,14,0
breakthrough,1,0,0,0,1,0,0,0,0,0
inventory,0,0,0,0,2,0,0,0,0,0
engaging,7,0,0,0,0,0,0,0,0,0
landmark,0,0,0,0,2,0,0,0,0,0
history,0,0,0,0,11,0,0,0,0,0
ultimately,0,0,1,0,0,0,0,0,0,0
collectively,0,0,2,0,0,0,0,0,0,0
critical,15,0,0,0,0,0,0,0,0,0
assure,0,0,0,0,0,0,0,0,2,0
rank,0,0,0,0,1,0,0,0,0,0
royalty,0,0,0,0,1,0,0,0,0,0
ongoing,3,0,0,0,0,0,0,0,0,0
list,0,0,0,0,7,0,0,0,0,0
mean,0,0,0,0,1,0,0,0,3,0
individual,4,0,0,0,2,0,0,0,0,0
personally,0,0,1,0,0,0,0,0,0,0
lift,0,0,0,0,0,0,0,0,1,0
doldrum,0,0,0,0,2,0,0,0,0,0
ensure,0,0,0,0,0,0,0,0,2,0
survival,0,0,0,0,3,0,0,0,0,0
interactive,14,0,0,0,0,0,0,0,0,0
circuitry,0,0,0,0,2,0,0,0,0,0
general,5,0,0,0,1,0,0,0,0,0
purpose,0,0,0,0,4,0,0,0,0,0
shared,1,0,0,0,0,0,0,0,0,0
connect,0,0,0,0,0,0,0,0,9,0
mobile,7,0,0,0,0,0,0,0,0,0
cellular,3,0,0,0,0,0,0,0,0,0
phone,0,0,0,0,6,0,0,0,0,0
server,0,0,0,0,7,0,0,0,0,0
base,0,0,0,0,6,0,0,0,64,0
term,0,0,0,0,6,0,0,0,1,0
totality,0,0,0,0,1,0,0,0,0,0
format,0,0,0,0,8,0,0,0,0,0
refer,0,0,0,0,0,0,0,0,5,0
initially,0,0,5,0,0,0,0,0,0,0
payoff,0,0,0,0,1,0,0,0,0,0
expect,0,0,0,0,0,0,0,0,2,0
activity,0,0,0,0,8,0,0,0,0,0
closely,0,0,4,0,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,3,0
study,0,0,0,0,2,0,0,0,0,0
computation,0,0,0,0,1,0,0,0,0,0
mathematician,0,0,0,0,2,0,0,0,0,0
propose,0,0,0,0,0,0,0,0,2,0
chess,0,0,0,0,12,0,0,0,0,0
question,0,0,0,0,0,0,0,0,1,0
think,0,0,0,0,0,0,0,0,1,0
proposal,0,0,0,0,1,0,0,0,0,0
