word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,PRON,SCONJ,VERB,X
rid,0,0,0,0,0,0,0,0,0,1,0
stiffly,0,0,1,0,0,0,0,0,0,0,0
basket,0,0,0,0,0,0,9,0,0,0,0
assist,0,0,0,0,0,0,0,0,0,3,0
safely,0,0,2,0,0,0,0,0,0,0,0
permission,0,0,0,0,0,0,1,0,0,0,0
respectful,2,0,0,0,0,0,0,0,0,0,0
kiss,0,0,0,0,0,0,0,0,0,1,0
pick,0,0,0,0,0,0,0,0,0,9,0
mountainside,0,0,0,0,0,0,1,0,0,0,0
number,0,0,0,0,0,0,2,0,0,0,0
dwell,0,0,0,0,0,0,0,0,0,2,0
miss,0,0,0,0,0,0,0,0,0,2,0
silent,2,0,0,0,0,0,0,0,0,0,0
impressed,1,0,0,0,0,0,0,0,0,0,0
adventure,0,0,0,0,0,0,3,0,0,0,0
wrinkle,0,0,0,0,0,0,0,0,0,1,0
twinkle,0,0,0,0,0,0,0,0,0,2,0
curl,0,0,0,0,0,0,1,0,0,5,0
comical,2,0,0,0,0,0,0,0,0,0,0
joyless,1,0,0,0,0,0,0,0,0,0,0
queer,15,0,0,0,0,0,0,0,0,0,0
bedquilt,0,0,0,0,0,0,1,0,0,0,0
free,6,0,0,0,0,0,0,0,0,0,0
accident,0,0,0,0,0,0,3,0,0,0,0
foresee,0,0,0,0,0,0,0,0,0,1,0
helpless,1,0,0,0,0,0,0,0,0,0,0
block,0,0,0,0,0,0,4,0,0,0,0
innocent,1,0,0,0,0,0,0,0,0,0,0
consist,0,0,0,0,0,0,0,0,0,2,0
wholly,0,0,1,0,0,0,0,0,0,0,0
bob,0,0,0,0,0,0,0,0,0,1,0
flutter,0,0,0,0,0,0,0,0,0,2,0
breeze,0,0,0,0,0,0,1,0,0,0,0
fern,0,0,0,0,0,0,1,0,0,0,0
moss,0,0,0,0,0,0,2,0,0,0,0
gloomy,2,0,0,0,0,0,0,0,0,0,0
splendid,6,0,0,0,0,0,0,0,0,0,0
pale,1,0,0,0,0,0,0,0,0,0,0
colorless,1,0,0,0,0,0,0,0,0,0,0
skin,0,0,0,0,0,0,5,0,0,0,0
clothe,0,0,0,0,0,0,3,0,0,0,0
contented,1,0,0,0,0,0,0,0,0,0,0
evenly,0,0,1,0,0,0,0,0,0,0,0
balanced,1,0,0,0,0,0,0,0,0,0,0
act,0,0,0,0,0,0,1,0,0,2,0
guess,0,0,0,0,0,0,2,0,0,6,0
dose,0,0,0,0,0,0,1,0,0,0,0
badly,0,0,6,0,0,0,0,0,0,0,0
hurt,0,0,0,0,0,0,0,0,0,8,0
worry,0,0,0,0,0,0,0,0,0,4,0
trot,0,0,0,0,0,0,0,0,0,5,0
dainty,1,0,0,0,0,0,0,0,0,0,0
graceful,1,0,0,0,0,0,0,0,0,0,0
trickle,0,0,0,0,0,0,0,0,0,1,0
slice,0,0,0,0,0,0,3,0,0,1,0
cheese,0,0,0,0,0,0,12,0,0,0,0
surprised,3,0,0,0,0,0,0,0,0,0,0
remain,0,0,0,0,0,0,0,0,0,6,0
wisely,0,0,1,0,0,0,0,0,0,0,0
enchant,0,0,0,0,0,0,0,0,0,1,0
chew,0,0,0,0,0,0,0,0,0,5,0
swallow,0,0,0,0,0,0,0,0,0,4,0
unable,2,0,0,0,0,0,0,0,0,0,0
opening,0,0,0,0,0,0,5,0,0,0,0
superior,1,0,0,0,0,0,0,0,0,0,0
human,0,0,0,0,0,0,1,0,0,0,0
conundrum,0,0,0,0,0,0,1,0,0,0,0
discover,0,0,0,0,0,0,0,0,0,4,0
amuse,0,0,0,0,0,0,0,0,0,2,0
warn,0,0,0,0,0,0,0,0,0,5,0
wet,2,0,0,0,0,0,0,0,0,0,0
soggy,1,0,0,0,0,0,0,0,0,0,0
blur,0,0,0,0,0,0,1,0,0,0,0
spoil,0,0,0,0,0,0,0,0,0,2,0
cease,0,0,0,0,0,0,0,0,0,2,0
pah,0,0,0,0,0,1,0,0,0,0,0
sneer,0,0,0,0,0,0,0,0,0,1,0
ugly,2,0,0,0,0,0,0,0,0,0,0
exquisite,2,0,0,0,0,0,0,0,0,0,0
shoo,0,0,0,0,0,7,0,0,0,0,0
stuck,1,0,0,0,0,0,0,0,0,0,0
close,3,0,6,0,0,0,0,0,0,2,0
escape,0,0,0,0,0,0,0,0,0,5,0
whoop,0,0,0,0,0,1,0,0,0,0,0
doodle,0,0,0,0,0,0,1,0,0,0,0
doo,0,0,0,0,0,1,0,0,0,0,0
tootsie,0,0,0,0,0,0,1,0,0,0,0
bare,1,0,0,0,0,0,0,0,0,0,0
odd,1,0,0,0,0,0,1,0,0,0,0
puzzled,3,0,0,0,0,0,0,0,0,0,0
scratch,0,0,0,0,0,0,1,0,0,4,0
quarrel,0,0,0,0,0,0,2,0,0,2,0
rise,0,0,0,0,0,0,0,0,0,4,0
comrade,0,0,0,0,0,0,2,0,0,0,0
happy,5,0,0,0,0,0,0,0,0,0,0
likely,2,0,1,0,0,0,0,0,0,0,0
sundown,0,0,0,0,0,0,1,0,0,0,0
spread,0,0,0,0,0,0,0,0,0,1,0
landscape,0,0,0,0,0,0,3,0,0,0,0
field,0,0,0,0,0,0,4,0,0,0,0
mile,0,0,0,0,0,0,1,0,0,0,0
valley,0,0,0,0,0,0,3,0,0,0,0
dot,0,0,0,0,0,0,0,0,0,1,0
point,0,0,0,0,0,0,3,0,0,1,0
axe,0,0,0,0,0,0,2,0,0,0,0
approach,0,0,0,0,0,0,0,0,0,3,0
woodchopper,0,0,0,0,0,0,9,0,0,0,0
bushy,1,0,0,0,0,0,0,0,0,0,0
whisker,0,0,0,0,0,0,4,0,0,0,0
merry,1,0,0,0,0,0,0,0,0,0,0
worn,1,0,0,0,0,0,0,0,0,0,0
mercy,0,0,0,0,0,0,0,0,0,1,0
harlequin,0,0,0,0,0,0,1,0,0,0,0
misjudge,0,0,0,0,0,0,0,0,0,1,0
ancestry,0,0,0,0,0,0,1,0,0,0,0
difference,0,0,0,0,0,0,2,0,0,0,0
jumble,0,0,0,0,0,0,2,0,0,0,0
law,0,0,0,0,0,0,3,0,0,0,0
spectacle,0,0,0,0,0,0,1,0,0,0,0
arrest,0,0,0,0,0,0,0,0,0,2,0
swinge,0,0,0,0,0,0,0,0,0,1,0
stuffed,1,0,0,0,0,0,0,0,0,0,0
restitution,0,0,0,0,0,0,1,0,0,0,0
endure,0,0,0,0,0,0,0,0,0,1,0
pure,2,0,0,0,0,0,0,0,0,0,0
laughter,0,0,0,0,0,0,1,0,0,0,0
tin,0,0,0,0,0,0,8,0,0,0,0
careless,1,0,0,0,0,0,0,0,0,0,0
chop,0,0,0,0,0,0,0,0,0,4,0
rust,0,0,0,0,0,0,0,0,0,1,0
joint,0,0,0,0,0,0,1,0,0,0,0
fortune,0,0,0,0,0,0,2,0,0,0,0
palace,0,0,0,0,0,0,8,0,0,0,0
flesh,0,0,0,0,0,0,2,0,0,0,0
cross,0,0,0,0,0,0,0,0,0,3,0
river,0,0,0,0,0,0,1,0,0,0,0
traverse,0,0,0,0,0,0,0,0,0,1,0
crawl,0,0,0,0,0,0,0,0,0,1,0
rag,0,0,0,0,0,0,5,0,0,0,0
bag,0,0,0,0,0,0,3,0,0,0,0
invite,0,0,0,0,0,0,0,0,0,2,0
hut,0,0,0,0,0,0,1,0,0,0,0
distinct,1,0,0,0,0,0,0,0,0,0,0
twilight,0,0,0,0,0,0,1,0,0,0,0
brief,1,0,0,0,0,0,0,0,0,0,0
guide,0,0,0,0,0,0,0,0,0,2,0
hastily,0,0,1,0,0,0,0,0,0,0,0
tie,0,0,0,0,0,0,0,0,0,6,0
string,0,0,0,0,0,0,2,0,0,0,0
proceed,0,0,0,0,0,0,0,0,0,3,0
appear,0,0,0,0,0,0,0,0,0,3,0
lodging,0,0,0,0,0,0,1,0,0,0,0
roadside,0,0,0,0,0,0,4,0,0,0,0
pathway,0,0,0,0,0,0,1,0,0,0,0
noise,0,0,0,0,0,0,5,0,0,0,0
unlatche,0,0,0,0,0,0,0,0,0,1,0
present,1,0,0,0,0,0,1,0,0,1,0
persist,0,0,0,0,0,0,0,0,0,2,0
altogether,0,0,1,0,0,0,0,0,0,0,0
sharply,0,0,1,0,0,0,0,0,0,0,0
owner,0,0,0,0,0,0,1,0,0,0,0
arch,0,0,0,0,0,0,0,0,0,1,0
whisper,0,0,0,0,0,0,0,0,0,4,0
feather,0,0,0,0,0,0,1,0,0,0,0
pillow,0,0,0,0,0,0,1,0,0,0,0
blanket,0,0,0,0,0,0,1,0,0,0,0
warningly,0,0,1,0,0,0,0,0,0,0,0
sing,0,0,0,0,0,0,0,0,0,11,0
whistle,0,0,0,0,0,0,1,0,0,11,0
till,0,0,0,0,0,0,0,0,3,0,0
loudly,0,0,1,0,0,0,0,0,0,0,0
usual,2,0,0,0,0,0,0,0,0,0,0
yell,0,0,0,0,0,0,0,0,0,2,0
seize,0,0,0,0,0,0,0,0,0,5,0
firmly,0,0,4,0,0,0,0,0,0,0,0
sharp,5,0,0,0,0,0,0,0,0,0,0
slam,0,0,0,0,0,0,1,0,0,0,0
road,0,0,0,0,0,0,41,0,0,0,0
snuggle,0,0,0,0,0,0,0,0,0,1,0
daylight,0,0,0,0,0,0,2,0,0,0,0
seldom,0,0,2,0,0,0,0,0,0,0,0
second,2,0,0,0,0,0,0,0,0,0,0
smooth,5,0,0,0,0,0,0,0,0,3,0
toilet,0,0,0,0,0,0,2,0,0,0,0
brush,0,0,0,0,0,0,1,0,0,1,0
command,0,0,0,0,0,0,0,0,0,2,0
ate,0,0,0,0,0,0,0,0,0,1,0
cast,0,0,0,0,0,0,0,0,0,2,0
obliged,1,0,0,0,0,0,0,0,0,0,0
star,0,0,0,0,0,0,2,0,0,0,0
moon,0,0,0,0,0,0,2,0,0,0,0
outdoors,0,0,1,0,0,0,0,0,0,0,0
renew,0,0,0,0,0,0,0,0,0,3,0
wolf,0,0,0,0,0,0,3,0,0,0,0
cracker,0,0,0,0,0,0,1,0,0,0,0
kizzle,0,0,0,0,0,0,1,0,0,0,0
kazzle,0,0,0,0,0,0,1,0,0,0,0
kore,0,0,0,0,0,0,1,0,0,0,0
bone,0,0,0,0,0,0,2,0,0,0,0
meat,0,0,0,0,0,0,6,0,0,0,0
bill,0,0,0,0,0,0,1,0,0,0,0
grocery,0,0,0,0,0,0,2,0,0,0,0
store,0,0,0,0,0,0,3,0,0,0,0
rave,0,0,0,0,0,0,0,0,0,1,0
sunlight,0,0,0,0,0,0,1,0,0,0,0
footstep,0,0,0,0,0,0,2,0,0,0,0
patter,0,0,0,0,0,0,1,0,0,1,0
behold,0,0,0,0,0,0,0,0,0,3,0
spindle,1,0,0,0,0,0,0,0,0,0,0
shout,0,0,0,0,0,0,0,0,0,3,0
goodness,0,0,0,0,0,0,2,0,0,1,0
grumpy,1,0,0,0,0,0,0,0,0,0,0
overtake,0,0,0,0,0,0,0,0,0,2,0
sternly,0,0,3,0,0,0,0,0,0,0,0
threaten,0,0,0,0,0,0,0,0,0,2,0
smash,0,0,0,0,0,0,0,0,0,4,0
slip,0,0,0,0,0,0,0,0,0,2,0
company,0,0,0,0,0,0,4,0,0,0,0
greatly,0,0,4,0,0,0,0,0,0,0,0
unwelcome,1,0,0,0,0,0,0,0,0,0,0
party,0,0,0,0,0,0,5,0,0,0,0
newcomer,0,0,0,0,0,0,1,0,0,0,0
decide,0,0,0,0,0,0,0,0,0,3,0
impolite,1,0,0,0,0,0,0,0,0,0,0
treatment,0,0,0,0,0,0,1,0,0,0,0
whine,0,0,0,0,0,0,0,0,0,1,0
injured,2,0,0,0,0,0,0,0,0,0,0
especially,0,0,2,0,0,0,0,0,0,0,0
squeaky,1,0,0,0,0,0,0,0,0,0,0
growl,0,0,0,0,0,0,12,0,0,11,0
grumble,0,0,0,0,0,0,0,0,0,3,0
click,0,0,0,0,0,0,0,0,0,1,0
machinery,0,0,0,0,0,0,1,0,0,0,0
rumble,0,0,0,0,0,0,0,0,0,1,0
racket,0,0,0,0,0,0,1,0,0,0,0
drown,0,0,0,0,0,0,0,0,0,1,0
attempt,0,0,0,0,0,0,0,0,0,1,0
record,0,0,0,0,0,0,9,0,0,0,0
abused,1,0,0,0,0,0,0,0,0,0,0
accord,0,0,0,0,0,0,0,0,0,1,0
statement,0,0,0,0,0,0,1,0,0,0,0
loosen,0,0,0,0,0,0,0,0,0,1,0
reel,0,0,0,0,0,0,0,0,0,1,0
highly,0,0,4,0,0,0,0,0,0,0,0
classical,5,0,0,0,0,0,0,0,0,0,0
composition,0,0,0,0,0,0,1,0,0,0,0
puzzling,2,0,0,0,0,0,0,0,0,0,0
dreary,2,0,0,0,0,0,0,0,0,0,0
crank,0,0,0,0,0,0,2,0,0,0,0
jerk,0,0,0,0,0,0,0,0,0,1,0
ground,0,0,0,0,0,0,8,0,0,0,0
bound,0,0,0,0,0,0,0,0,0,2,0
reproachfully,0,0,2,0,0,0,0,0,0,0,0
halt,0,0,0,0,0,0,0,0,0,3,0
passical,0,0,0,0,0,0,0,0,0,1,0
preserve,0,0,0,0,0,0,0,0,0,1,0
joy,0,0,0,0,0,0,4,0,0,0,0
nerve,0,0,0,0,0,0,1,0,0,0,0
shrink,0,0,0,0,0,0,0,0,0,1,0
opposite,2,0,0,0,0,0,0,0,0,0,0
jerky,2,0,0,0,0,0,0,0,0,0,0
bewildering,2,0,0,0,0,0,0,0,0,0,0
extreme,1,0,0,0,0,0,1,0,0,0,0
extremely,0,0,2,0,0,0,0,0,0,0,0
muffle,0,0,0,0,0,0,0,0,0,1,0
indignation,0,0,0,0,0,0,1,0,0,0,0
appreciate,0,0,0,0,0,0,0,0,0,3,0
shudder,0,0,0,0,0,0,1,0,0,1,0
lady,0,0,0,0,0,0,3,0,0,0,0
murmur,0,0,0,0,0,0,0,0,0,2,0
concert,0,0,0,0,0,0,1,0,0,0,0
nuisance,0,0,0,0,0,0,1,0,0,0,0
hath,0,0,0,0,0,0,0,0,0,1,0
soothe,0,0,0,0,0,0,0,0,0,1,0
savage,2,0,0,0,0,0,1,0,0,0,0
breast,0,0,0,0,0,0,2,0,0,0,0
advise,0,0,0,0,0,0,0,0,0,7,0
pardon,0,0,0,0,0,0,1,0,0,0,0
real,3,0,1,0,0,0,0,0,0,0,0
repent,0,0,0,0,0,0,0,0,0,1,0
silently,0,0,1,0,0,0,0,0,0,0,0
distant,1,0,0,0,0,0,0,0,0,0,0
village,0,0,0,0,0,0,1,0,0,0,0
anxiously,0,0,2,0,0,0,0,0,0,0,0
steady,1,0,0,0,0,0,0,0,0,0,0
walking,0,0,0,0,0,0,1,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,12,0
sign,0,0,0,0,0,0,5,0,0,0,0
read,0,0,0,0,0,0,0,0,0,3,0
public,2,0,0,0,0,0,1,0,0,0,0
adviser,0,0,0,0,0,0,1,0,0,0,0
aloud,0,0,1,0,0,0,0,0,0,0,0
laughingly,0,0,1,0,0,0,0,0,0,0,0
maybe,0,0,2,0,0,0,0,0,0,0,0
bass,0,0,0,0,0,0,1,0,0,0,0
donkey,0,0,0,0,0,0,12,0,0,0,0
cap,0,0,0,0,0,0,1,0,0,0,0
owl,0,0,0,0,0,0,10,0,0,0,0
sunbonnet,0,0,0,0,0,0,1,0,0,0,0
blink,0,0,0,0,0,0,0,0,0,1,0
certainly,0,0,4,0,0,0,0,0,0,0,0
cost,0,0,0,0,0,0,0,0,0,1,0
traveler,0,0,0,0,0,0,10,0,0,0,0
shop,0,0,0,0,0,0,1,0,0,0,0
judge,0,0,0,0,0,0,0,0,0,1,0
appearance,0,0,0,0,0,0,3,0,0,0,0
bird,0,0,0,0,0,0,3,0,0,0,0
hoot,0,0,0,0,0,3,0,0,0,0,0
toot,0,0,0,0,0,1,2,0,0,0,2
fiddle,0,0,0,0,0,0,1,0,0,0,0
cum,0,0,0,0,0,2,0,0,0,0,1
foo,0,0,0,0,0,0,0,0,0,0,1
riddle,0,0,0,0,0,0,2,0,0,0,0
tiddle,0,0,0,0,0,0,0,0,0,0,1
loo,1,0,0,0,0,1,6,0,0,0,1
poetry,0,0,0,0,0,0,1,0,0,0,0
admiringly,0,0,3,0,0,0,0,0,0,0,0
partner,0,0,0,0,0,0,2,0,0,0,0
sweetheart,0,0,0,0,0,0,1,0,0,0,0
lack,0,0,0,0,0,0,1,0,0,2,0
sense,0,0,0,0,0,0,3,0,0,0,0
fun,0,0,0,0,0,0,3,0,0,0,0
snub,0,0,0,0,0,0,0,0,0,1,0
pincushion,0,0,0,0,0,0,1,0,0,0,0
smoked,1,0,0,0,0,0,0,0,0,0,0
beauty,0,0,0,0,0,0,2,0,0,0,0
strut,0,0,0,0,0,0,0,0,0,1,0
stupid,1,0,0,0,0,0,0,0,0,0,0
interrupt,0,0,0,0,0,0,0,0,0,1,0
confes,0,0,0,0,0,0,0,0,0,1,0
bet,0,0,0,0,0,0,0,0,0,1,0
vulgar,1,0,0,0,0,0,0,0,0,0,0
wise,5,0,0,0,0,0,0,0,0,0,0
generally,0,0,1,0,0,0,0,0,0,0,0
flap,0,0,0,0,0,0,0,0,0,1,0
mutter,0,0,0,0,0,0,0,0,0,2,0
glassy,1,0,0,0,0,0,0,0,0,0,0
proudly,0,0,1,0,0,0,0,0,0,0,0
daytime,0,0,0,0,0,0,1,0,0,0,0
poem,0,0,0,0,0,0,1,0,0,0,0
foolishness,0,0,0,0,0,0,2,0,0,0,0
complimentary,1,0,0,0,0,0,0,0,0,0,0
hoof,0,0,0,0,0,0,1,0,0,0,0
beast,0,0,0,0,0,0,21,0,0,0,0
wisdom,0,0,0,0,0,0,3,0,0,0,0
question,0,0,0,0,0,0,2,0,0,0,0
brick,0,0,0,0,0,0,14,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,5,0
extent,0,0,0,0,0,0,2,0,0,0,0
screech,0,0,0,0,0,0,0,0,0,1,0
slow,0,0,1,0,0,0,0,0,0,0,0
lad,0,0,0,0,0,0,1,0,0,0,0
danger,0,0,0,0,0,0,6,0,0,0,0
worried,1,0,0,0,0,0,0,0,0,0,0
hint,0,0,0,0,0,0,1,0,0,0,0
bye,0,0,0,0,0,1,0,0,0,0,0
silence,0,0,0,0,0,0,2,0,0,0,0
spiteful,1,0,0,0,0,0,0,0,0,0,0
jealous,1,0,0,0,0,0,0,0,0,0,0
variegated,1,0,0,0,0,0,0,0,0,0,0
complexion,0,0,0,0,0,0,2,0,0,0,0
employ,0,0,0,0,0,0,0,0,0,1,0
doctor,0,0,0,0,0,0,1,0,0,0,0
quarreling,0,0,0,0,0,0,1,0,0,0,0
brave,2,0,0,0,0,0,0,0,0,0,0
hope,0,0,0,0,0,0,0,0,0,6,0
tempered,2,0,0,0,0,0,0,0,0,0,0
distance,0,0,0,0,0,0,6,0,0,0,0
fence,0,0,0,0,0,0,20,0,0,0,0
bar,0,0,0,0,0,0,7,0,0,2,0
progress,0,0,0,0,0,0,1,0,0,0,0
enclose,0,0,0,0,0,0,0,0,0,1,0
group,0,0,0,0,0,0,2,0,0,0,0
adventurer,0,0,0,0,0,0,2,0,0,0,0
peer,0,0,0,0,0,0,0,0,0,1,0
forbidding,1,0,0,0,0,0,0,0,0,0,0
enclosure,0,0,0,0,0,0,2,0,0,0,0
dangerous,5,0,0,0,0,0,0,0,0,0,0
beware,0,0,0,0,0,0,0,0,0,3,0
errand,0,0,0,0,0,0,2,0,0,0,0
cage,0,0,0,0,0,0,0,0,0,1,0
tame,1,0,0,0,0,0,0,0,0,0,0
gentle,2,0,0,0,0,0,0,0,0,0,0
politely,0,0,2,0,0,0,0,0,0,0,0
climb,0,0,0,0,0,0,0,0,0,6,0
join,0,0,0,0,0,0,0,0,0,2,0
space,0,0,0,0,0,0,2,0,0,0,0
rocky,3,0,0,0,0,0,0,0,0,0,0
cave,0,0,0,0,0,0,5,0,0,0,0
den,0,0,0,0,0,0,1,0,0,0,0
sinking,0,0,0,0,0,0,1,0,0,0,0
terrifying,1,0,0,0,0,0,0,0,0,0,0
unknown,2,0,0,0,0,0,0,0,0,0,0
picture,0,0,0,0,0,0,3,0,0,0,0
pulse,0,0,0,0,0,0,1,0,0,0,0
perfectly,0,0,3,0,0,0,0,0,0,0,0
square,14,0,0,0,0,0,2,0,0,0,0
goat,0,0,0,0,0,0,1,0,0,0,0
tremble,0,0,0,0,0,0,0,0,0,5,0
surface,0,0,0,0,0,0,2,0,0,0,0
exact,1,0,0,0,0,0,0,0,0,0,0
building,0,0,0,0,0,0,1,0,0,0,0
child,0,0,0,0,0,0,4,0,0,0,0
upper,1,0,0,0,0,0,0,0,0,0,0
likewise,0,0,1,0,0,0,0,0,0,0,0
shaped,1,0,0,0,0,0,0,0,0,0,0
twice,0,0,2,0,0,0,0,0,0,0,0
stubby,2,0,0,0,0,0,0,0,0,0,0
sided,1,0,0,0,0,0,0,0,0,0,0
fierce,1,0,0,0,0,0,0,0,0,0,0
ferocious,3,0,0,0,0,0,0,0,0,0,0
humored,1,0,0,0,0,0,0,0,0,0,0
droll,1,0,0,0,0,0,0,0,0,0,0
fold,0,0,0,0,0,0,4,0,0,1,0
hind,1,0,0,0,0,0,0,0,0,0,0
hinge,0,0,0,0,0,0,0,0,0,1,0
farmer,0,0,0,0,0,0,6,0,0,0,0
relieved,1,0,0,0,0,0,0,0,0,0,0
stead,0,0,0,0,0,0,1,0,0,0,0
plain,1,0,0,0,0,0,1,0,0,0,0
remarkable,2,0,0,0,0,0,0,0,0,0,0
domain,0,0,0,0,0,0,1,0,0,0,0
honey,0,0,0,0,0,0,9,0,0,0,0
bee,0,0,0,0,0,0,10,0,0,0,0
fond,2,0,0,0,0,0,0,0,0,0,0
tough,2,0,0,0,0,0,0,0,0,0,0
vine,0,0,0,0,0,0,1,0,0,0,0
nibble,0,0,0,0,0,0,1,0,0,0,0
grateful,1,0,0,0,0,0,0,0,0,0,0
appetite,0,0,0,0,0,0,1,0,0,0,0
toss,0,0,0,0,0,0,0,0,0,1,0
cleverly,0,0,1,0,0,0,0,0,0,0,0
twinkling,0,0,0,0,0,0,2,0,0,0,0
smack,0,0,0,0,0,0,0,0,0,1,0
lip,0,0,0,0,0,0,1,0,0,0,0
feed,0,0,0,0,0,0,0,0,0,4,0
indigestion,0,0,0,0,0,0,1,0,0,0,0
kindness,0,0,0,0,0,0,2,0,0,0,0
power,0,0,0,0,0,0,2,0,0,0,0
grant,0,0,0,0,0,0,0,0,0,1,0
hesitation,0,0,0,0,0,0,1,0,0,0,0
ornament,0,0,0,0,0,0,1,0,0,0,0
uneasily,0,0,1,0,0,0,0,0,0,0,0
blockhead,0,0,0,0,0,0,1,0,0,0,0
insist,0,0,0,0,0,0,0,0,0,1,0
attention,0,0,0,0,0,0,5,0,0,0,0
recital,0,0,0,0,0,0,1,0,0,0,0
selfish,1,0,0,0,0,0,0,0,0,0,0
drag,0,0,0,0,0,0,0,0,0,2,0
endeavor,0,0,0,0,0,0,1,0,0,0,0
jiffy,0,0,0,0,0,0,2,0,0,0,0
hug,0,0,0,0,0,0,0,0,0,3,0
paw,0,0,0,0,0,0,2,0,0,0,0
strength,0,0,0,0,0,0,3,0,0,0,0
budge,0,0,0,0,0,0,0,0,0,1,0
arise,0,0,0,0,0,0,0,0,0,1,0
dozen,0,0,0,0,0,0,4,0,0,0,0
strong,2,0,0,0,0,0,0,0,0,0,0
clinch,0,0,0,0,0,0,0,0,0,1,0
despairingly,0,0,1,0,0,0,0,0,0,0,0
seek,0,0,0,0,0,0,0,0,0,1,0
goner,0,0,0,0,0,0,1,0,0,0,0
disheartened,1,0,0,0,0,0,0,0,0,0,0
stump,0,0,0,0,0,0,1,0,0,0,0
overjoy,0,0,0,0,0,0,0,0,0,1,0
wipe,0,0,0,0,0,0,0,0,0,2,0
tear,0,0,0,0,0,0,1,0,0,0,0
swift,3,0,0,0,0,0,0,0,0,0,0
runner,0,0,0,0,0,0,1,0,0,0,0
squeeze,0,0,0,0,0,0,0,0,0,1,0
dig,0,0,0,0,0,0,0,0,0,1,0
claw,0,0,0,0,0,0,1,0,0,0,0
gnaw,0,0,0,0,0,0,0,0,0,1,0
board,0,0,0,0,0,0,5,0,0,0,0
echo,0,0,0,0,0,0,0,0,0,2,0
thunder,0,0,0,0,0,0,2,0,0,0,0
woodland,0,0,0,0,0,0,1,0,0,0,0
growling,0,0,0,0,0,0,1,0,0,0,0
angry,10,0,0,0,0,0,0,0,0,0,0
fearful,2,0,0,0,0,0,0,0,0,0,0
split,0,0,0,0,0,0,0,0,0,1,0
soul,0,0,0,0,0,0,1,0,0,0,0
flash,0,0,0,0,0,0,1,0,0,9,0
imitation,1,0,0,0,0,0,0,0,0,0,0
case,0,0,0,0,0,0,3,0,0,0,0
solve,0,0,0,0,0,0,0,0,0,1,0
glee,0,0,0,0,0,0,1,0,0,0,0
burn,0,0,0,0,0,0,0,0,0,5,0
plan,0,0,0,0,0,0,1,0,0,0,0
terribly,0,0,1,0,0,0,0,0,0,0,0
spark,0,0,0,0,0,0,3,0,0,0,0
dart,0,0,0,0,0,0,1,0,0,3,0
fiercely,0,0,1,0,0,0,0,0,0,0,0
burst,0,0,0,0,0,0,0,0,0,1,0
step,0,0,0,0,0,0,2,0,0,2,0
triumphantly,0,0,1,0,0,0,0,0,0,0,0
aha,0,0,0,0,0,1,0,0,0,0,0
firework,0,0,0,0,0,0,1,0,0,0,0
branch,0,0,0,0,0,0,3,0,0,0,0
whip,0,0,0,0,0,0,0,0,0,1,0
extinguish,0,0,0,0,0,0,0,0,0,1,0
attract,0,0,0,0,0,0,0,0,0,3,0
capture,0,0,0,0,0,0,0,0,0,5,0
scared,1,0,0,0,0,0,0,0,0,0,0
afford,0,0,0,0,0,0,0,0,0,1,0
satisfy,0,0,0,0,0,0,0,0,0,1,0
depend,0,0,0,0,0,0,0,0,0,1,0
honest,1,0,0,0,0,0,0,0,0,0,0
decidedly,0,0,1,0,0,0,0,0,0,0,0
trust,0,0,0,0,0,0,0,0,0,1,0
regard,0,0,0,0,0,0,0,0,0,2,0
suspicion,0,0,0,0,0,0,1,0,0,0,0
satin,0,0,0,0,0,0,1,0,0,0,0
ribbon,0,0,0,0,0,0,1,0,0,0,0
misgiving,0,0,0,0,0,0,1,0,0,0,0
settle,0,0,0,0,0,0,0,0,0,1,0
squat,1,0,0,0,0,0,0,0,0,0,0
dumpy,1,0,0,0,0,0,0,0,0,0,0
hill,0,0,0,0,0,0,4,0,0,0,0
dale,0,0,0,0,0,0,1,0,0,0,0
length,0,0,0,0,0,0,3,0,0,0,0
breadth,0,0,0,0,0,0,1,0,0,0,0
pave,0,0,0,0,0,0,0,0,0,1,0
level,1,0,0,0,0,0,0,0,0,0,0
crumble,0,0,0,0,0,0,0,0,0,1,0
unwary,1,0,0,0,0,0,0,0,0,0,0
stumble,0,0,0,0,0,0,0,0,0,1,0
bind,0,0,0,0,0,0,0,0,0,1,0
west,0,0,0,0,0,0,1,0,0,0,0
chase,0,0,0,0,0,0,0,0,0,1,0
shy,1,0,0,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,0,2,0,0,0,0
society,0,0,0,0,0,0,1,0,0,0,0
rend,0,0,0,0,0,0,0,0,0,1,0
horrible,1,0,0,0,0,0,0,0,0,0,0
shudderful,1,0,0,0,0,0,0,0,0,0,0
lurk,0,0,0,0,0,0,0,0,0,1,0
nervous,2,0,0,0,0,0,0,0,0,0,0
fade,0,0,0,0,0,0,0,0,0,4,0
closely,0,0,1,0,0,0,0,0,0,0,0
monstrous,1,0,0,0,0,0,0,0,0,0,0
masse,0,0,0,0,0,0,1,0,0,0,0
tower,0,0,0,0,0,0,0,0,0,1,0
continually,0,0,1,0,0,0,0,0,0,0,0
general,1,0,0,0,0,0,0,0,0,0,0
