word,ADJ,ADP,ADV,DET,NOUN,NUM,PUNCT,SCONJ,VERB,X
tertiary,33,0,0,0,2,0,0,0,0,0
little,5,0,0,0,0,0,0,0,0,0
temperature,0,0,0,0,59,0,0,0,0,0
difference,0,0,0,0,7,0,0,0,0,0
polar,12,0,0,0,0,0,0,0,0,0
region,0,0,0,0,107,0,0,0,0,0
equator,0,0,0,0,6,0,0,0,0,0
ocean,0,0,0,0,84,0,0,0,0,0
decimate,0,0,0,0,0,0,0,0,1,0
mass,0,0,0,0,11,0,0,0,0,0
event,0,0,0,0,51,0,0,0,0,0
cretaceous,24,0,0,0,0,0,0,0,0,0
accompany,0,0,0,0,0,0,0,0,4,0
disappearance,0,0,0,0,5,0,0,0,0,0
land,0,0,0,0,64,0,0,0,0,0
order,0,0,0,0,15,0,0,0,1,0
rapidly,0,0,9,0,0,0,0,0,0,0
fill,0,0,0,0,3,0,0,0,9,0
gap,0,0,0,0,4,0,0,0,0,0
variety,0,0,0,0,14,0,0,0,0,0
large,196,0,0,0,0,0,0,0,0,0
flightless,5,0,0,0,0,0,0,0,0,0
bird,0,0,0,0,17,0,0,0,0,0
near,2,60,0,0,0,0,0,0,0,0
replace,0,0,0,0,0,0,0,0,6,0
mammalian,23,0,0,0,0,0,0,0,0,0
specie,0,0,0,0,52,0,0,0,0,0
ancestor,0,0,0,0,31,0,0,0,0,0
animal,0,0,0,0,91,0,0,0,0,0
primitive,28,0,0,0,0,0,0,0,0,0
horse,0,0,0,0,53,0,0,0,0,0
deer,0,0,0,0,13,0,0,0,0,0
rodent,0,0,0,0,9,0,0,0,0,0
hare,0,0,0,0,2,0,0,0,0,0
primate,11,0,0,0,34,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,59,0
boundary,0,0,0,0,95,0,0,0,0,0
mark,0,0,0,0,0,0,0,0,32,0
short,30,0,0,0,0,0,0,0,0,0
warming,0,0,0,0,13,0,0,0,0,0
rapid,24,0,0,0,0,0,0,0,0,0
drop,0,0,0,0,7,0,0,0,3,0
average,2,0,0,0,1,0,0,0,0,0
global,39,0,0,0,0,0,0,0,0,0
long,64,0,15,0,0,0,0,0,0,0
cool,22,0,0,0,0,0,0,0,5,0
dramatic,12,0,0,0,0,0,0,0,0,0
result,0,0,0,0,27,0,0,0,32,0
movement,0,0,0,0,13,0,0,0,0,0
continental,56,0,0,0,0,0,0,0,0,0
landmass,0,0,0,0,6,0,0,0,0,0
configuration,0,0,0,0,4,0,0,0,0,0
close,8,0,5,0,5,0,0,0,4,0
day,0,0,0,0,21,0,0,0,0,0
location,0,0,0,0,12,0,0,0,0,0
cause,0,0,0,0,15,0,0,0,29,0
significant,15,0,0,0,0,0,0,0,0,0
current,6,0,0,0,16,0,0,0,0,0
weather,0,0,0,0,4,0,0,0,1,0
pattern,0,0,0,0,28,0,0,0,1,0
development,0,0,0,0,38,0,0,0,0,0
separation,0,0,0,0,7,0,0,0,0,0
collision,0,0,0,0,6,0,0,0,0,0
southern,51,0,0,0,0,0,0,0,0,0
affect,0,0,0,0,0,0,0,0,19,0
spread,0,0,0,0,6,0,0,0,14,0
continent,0,0,0,0,45,0,0,0,0,0
bridge,0,0,0,0,12,0,0,0,0,0
disappear,0,0,0,0,0,0,0,0,7,0
accord,0,0,0,0,0,0,0,0,6,0
shift,0,0,0,0,13,0,0,0,7,0
multiple,4,0,0,0,0,0,0,0,0,0
emergence,0,0,0,0,11,0,0,0,0,0
marine,120,0,0,0,2,0,0,0,0,0
cetacean,0,0,0,0,3,0,0,0,0,0
whale,0,0,0,0,8,0,0,0,0,0
porpoise,0,0,0,0,2,0,0,0,0,0
dolphin,0,0,0,0,2,0,0,0,0,0
sirenian,0,0,0,0,2,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,20,0
manatee,0,0,0,0,2,0,0,0,0,0
area,0,0,0,0,113,0,0,0,0,0
world,0,0,0,0,36,0,0,0,0,0
lemur,0,0,0,0,8,0,0,0,0,0
monkey,0,0,0,0,11,0,0,0,0,0
ape,0,0,0,0,33,0,0,0,0,0
usher,0,0,0,0,0,0,0,0,1,0
elephant,0,0,0,0,27,0,0,0,0,0
bat,0,0,0,0,5,0,0,0,0,0
example,0,0,0,0,38,0,0,0,0,0
earn,0,0,0,0,0,0,0,0,1,0
derive,0,0,0,0,0,0,0,0,18,0
greek,3,0,0,0,0,0,0,0,0,0
word,0,0,0,0,1,0,0,0,0,0
eos,0,0,0,0,0,0,0,0,0,2
dawn,0,0,0,0,9,0,0,0,0,0
characterize,0,0,0,0,0,0,0,0,17,0
relatively,0,0,41,0,0,0,0,0,0,0
temperate,15,0,0,0,0,0,0,0,0,0
favourable,5,0,0,0,0,0,0,0,0,0
condition,0,0,0,0,57,0,0,0,0,0
diversification,0,0,0,0,17,0,0,0,0,0
introduce,0,0,0,0,0,0,0,0,9,0
paleogenic,1,0,0,0,0,0,0,0,0,0
fossil,16,0,0,0,104,0,0,0,0,0
sort,0,0,0,0,4,0,0,0,1,0
giant,26,0,0,0,0,0,0,0,0,0
hornless,3,0,0,0,0,0,0,0,0,0
rhinoceros,0,0,0,0,18,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,12,0
genus,0,0,0,0,95,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,4,0
find,0,0,0,0,5,0,0,0,92,0
oligocene,33,0,0,0,1,0,0,0,0,0
lead,0,0,0,0,0,0,0,0,24,0
isolation,0,0,0,0,8,0,0,0,0,0
rest,0,0,0,0,3,0,0,0,2,0
break,0,0,0,0,2,0,0,0,3,0
herald,0,0,0,0,0,0,0,0,2,0
record,0,0,0,0,145,0,0,0,9,0
archaic,9,0,0,0,0,0,0,0,0,0
group,0,0,0,0,76,0,0,0,0,0
closely,0,0,17,0,0,0,0,0,0,0
resemble,0,0,0,0,0,0,0,0,14,0
relative,11,0,0,0,15,0,0,0,0,0
exist,0,0,0,0,0,0,0,0,32,0
offer,0,0,0,0,0,0,0,0,5,0
complete,14,0,0,0,0,0,0,0,1,0
view,0,0,0,0,6,0,0,0,1,0
half,0,0,0,1,7,0,0,0,0,0
family,0,0,0,0,16,0,0,0,0,0
wave,0,0,0,0,3,0,0,0,0,0
migration,0,0,0,0,15,0,0,0,0,0
connect,0,0,0,0,0,0,0,0,10,0
bear,0,0,0,0,25,0,0,0,15,0
dog,0,0,0,0,9,0,0,0,0,0
weasel,0,0,0,0,3,0,0,0,0,0
deerlike,2,0,0,0,0,0,0,0,0,0
mastodon,0,0,0,0,20,0,0,0,0,0
climatic,88,0,0,0,0,0,0,0,0,0
cooling,0,0,0,0,13,0,0,0,0,0
drying,1,0,0,0,5,0,0,0,0,0
expansion,0,0,0,0,17,0,0,0,0,0
grassland,0,0,0,0,15,0,0,0,0,0
ecosystem,0,0,0,0,6,0,0,0,0,0
graze,0,0,0,0,0,0,0,0,5,0
separate,7,0,0,0,0,0,0,0,15,0
unique,6,0,0,0,0,0,0,0,0,0
crucial,5,0,0,0,0,0,0,0,0,0
dryopithecine,0,0,0,0,5,0,0,0,0,0
likely,14,0,6,0,0,0,0,0,0,0
originate,0,0,0,0,0,0,0,0,8,0
second,11,0,2,0,0,0,0,0,0,2
division,0,0,0,0,29,0,0,0,0,0
extinct,82,0,0,0,0,0,0,0,1,0
creature,0,0,0,0,4,0,0,0,0,0
related,12,0,0,0,0,0,0,0,0,0
actually,0,0,5,0,0,0,0,0,0,0
being,0,0,0,0,4,0,0,0,0,0
like,7,10,0,0,1,0,0,0,0,0
walk,0,0,0,0,0,0,0,0,4,0
leg,0,0,0,0,12,0,0,0,0,0
brain,0,0,0,0,6,0,0,0,0,0
similar,49,0,0,0,0,0,0,0,0,0
famous,2,0,0,0,0,0,0,0,0,0
specimen,0,0,0,0,10,0,0,0,0,0
date,0,0,0,0,9,0,0,0,39,0
old,48,0,0,0,0,0,0,0,0,0
call,0,0,0,0,0,0,0,0,52,0
species,0,0,0,0,17,0,0,0,0,0
recently,0,0,7,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,6,0
oldest,0,0,1,0,0,0,0,0,0,0
direct,16,0,0,0,0,0,0,0,2,0
connection,0,0,0,0,13,0,0,0,0,0
establish,0,0,0,0,0,0,0,0,29,0
mid,13,0,0,0,2,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,22,0
sundry,1,0,0,0,0,0,0,0,0,0
terrestrial,44,0,0,0,0,0,0,0,0,0
opossum,0,0,0,0,5,0,0,0,0,0
sloth,0,0,0,0,18,0,0,0,0,0
porcupine,0,0,0,0,3,0,0,0,0,0
migrate,0,0,0,0,0,0,0,0,9,0
north,15,0,7,0,11,0,0,0,0,0
american,33,0,0,0,0,0,0,0,0,0
starting,0,0,0,0,1,0,0,0,0,0
geologic,42,0,0,0,0,0,0,0,0,0
evidence,0,0,0,0,43,0,0,0,4,0
widespread,22,0,0,0,0,0,0,0,0,0
sheet,0,0,0,0,77,0,0,0,0,0
northern,69,0,0,0,0,0,0,0,0,0
fact,0,0,0,0,7,0,0,0,0,0
repeat,0,0,0,0,0,0,0,0,5,0
series,0,0,0,0,11,0,0,0,0,0
glacial,134,0,0,0,0,0,0,0,0,0
advance,0,0,0,0,9,0,0,0,5,0
retreat,0,0,0,0,4,0,0,0,8,0
uniformly,0,0,1,0,0,0,0,0,0,0
cold,43,0,0,0,1,0,0,0,0,0
study,0,0,0,0,28,0,0,0,6,0
deep,37,0,1,0,0,0,0,0,0,0
sediment,0,0,0,0,85,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,34,0
consist,0,0,0,0,0,0,0,0,4,0
interglacial,22,0,0,0,4,0,0,0,0,0
stage,0,0,0,0,92,0,0,0,0,0
generally,0,0,21,0,0,0,0,0,0,0
extensive,41,0,0,0,0,0,0,0,0,0
glaciation,1,0,0,0,70,0,0,0,0,0
percent,0,0,0,0,24,0,0,0,0,0
glacier,0,0,0,0,56,0,0,0,0,0
extend,0,0,0,0,0,0,0,0,39,0
portion,0,0,0,0,14,0,0,0,0,0
locate,0,0,0,0,0,0,0,0,23,0
far,0,0,26,0,0,0,0,0,0,0
cap,0,0,0,0,10,0,0,0,0,0
altitude,0,0,0,0,1,0,0,0,0,0
experience,0,0,0,0,0,0,0,0,8,0
significantly,0,0,10,0,0,0,0,0,0,0
low,77,0,2,0,1,0,0,0,0,0
permafrost,1,0,0,0,7,0,0,0,0,0
hundred,0,0,0,0,10,0,0,0,0,0
kilometre,0,0,0,0,12,0,0,0,0,0
margin,0,0,0,0,37,0,0,0,0,0
move,0,0,0,0,0,0,0,0,12,0
mountaintop,0,0,0,0,1,0,0,0,0,0
strip,0,0,0,0,1,0,0,0,3,0
layer,0,0,0,0,26,0,0,0,1,0
soil,0,0,0,0,22,0,0,0,0,0
deposit,0,0,0,0,132,0,0,0,35,0
create,0,0,0,0,0,0,0,0,16,0
rich,7,0,0,0,0,0,0,0,0,0
agricultural,2,0,0,0,0,0,0,0,0,0
mountainous,4,0,0,0,0,0,0,0,0,0
terrain,0,0,0,0,6,0,0,0,0,0
carve,0,0,0,0,0,0,0,0,2,0
valley,0,0,0,0,43,0,0,0,0,0
leave,0,0,0,0,5,0,0,0,21,0
tower,0,0,0,0,0,0,0,0,2,0
peak,4,0,0,0,13,0,0,0,0,0
underlie,0,0,0,0,0,0,0,0,13,0
rock,0,0,0,0,137,0,0,0,0,0
hard,2,0,0,0,0,0,0,0,0,0
lake,0,0,0,0,74,0,0,0,0,0
scour,0,0,0,0,1,0,0,0,5,0
basin,0,0,0,0,49,0,0,0,0,0
case,0,0,0,0,18,0,0,0,0,0
opening,0,0,0,0,7,0,0,0,0,0
closing,0,0,0,0,2,0,0,0,0,0
outlet,0,0,0,0,3,0,0,0,0,0
reshape,0,0,0,0,0,0,0,0,1,0
remnant,1,0,0,0,9,0,0,0,0,0
pleistocene,50,0,0,0,0,0,0,0,0,0
amount,0,0,0,0,7,0,0,0,2,0
precipitation,0,0,0,0,14,0,0,0,0,0
atmospheric,8,0,0,0,0,0,0,0,0,0
flow,0,0,0,0,6,0,0,0,10,0
new,28,0,0,0,0,0,0,0,0,0
dramatically,0,0,1,0,0,0,0,0,0,0
shelf,0,0,0,0,30,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,15,0
dry,29,0,0,0,0,0,0,0,4,0
habitat,0,0,0,0,11,0,0,0,0,0
evolutionary,26,0,0,0,0,0,0,0,0,0
pressure,0,0,0,0,7,0,0,0,0,0
clearly,0,0,7,0,0,0,0,0,0,0
alive,1,0,0,0,0,0,0,0,0,0
uniquely,0,0,1,0,0,0,0,0,0,0
suited,1,0,0,0,0,0,0,0,0,0
environment,0,0,0,0,37,0,0,0,0,0
live,1,0,0,0,0,0,0,0,38,0
rhinocero,0,0,0,0,5,0,0,0,0,0
adapt,0,0,0,0,0,0,0,0,9,0
thick,22,0,0,0,0,0,0,0,0,0
fur,0,0,0,0,2,0,0,0,0,0
gigantism,0,0,0,0,3,0,0,0,0,0
reason,0,0,0,0,3,0,0,0,0,0
completely,0,0,6,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,12,0
beaver,0,0,0,0,7,0,0,0,0,0
stag,0,0,0,0,3,0,0,0,0,0
moose,0,0,0,0,5,0,0,0,0,0
cave,0,0,0,0,27,0,0,0,0,0
demise,0,0,0,0,2,0,0,0,0,0
subject,3,0,0,0,3,0,0,0,0,0
debate,0,0,0,0,7,0,0,0,2,0
theory,0,0,0,0,20,0,0,0,0,0
interaction,0,0,0,0,3,0,0,0,0,0
overhunting,0,0,0,0,1,0,0,0,0,0
compelling,1,0,0,0,0,0,0,0,0,0
support,0,0,0,0,4,0,0,0,13,0
idea,0,0,0,0,2,0,0,0,0,0
effect,0,0,0,0,10,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,32,0
fluctuation,0,0,0,0,14,0,0,0,0,0
factor,0,0,0,0,10,0,0,0,0,0
hominid,1,0,0,0,2,0,0,0,0,0
forest,0,0,0,0,19,0,0,0,0,0
favour,0,0,0,0,1,0,0,0,4,0
upright,2,0,0,0,0,0,0,0,0,0
stance,0,0,0,0,3,0,0,0,0,0
ability,0,0,0,0,4,0,0,0,0,0
run,0,0,0,0,0,0,0,0,10,0
distance,0,0,0,0,6,0,0,0,0,0
free,5,0,0,0,0,0,0,0,3,0
hand,0,0,0,0,8,0,0,0,0,0
grasp,0,0,0,0,0,0,0,0,3,0
eventually,0,0,7,0,0,0,0,0,0,0
use,0,0,0,0,5,0,0,0,6,0
tool,0,0,0,0,11,0,0,0,0,0
approximately,0,0,28,0,0,0,0,0,0,0
homo,0,0,0,0,1,0,0,0,0,0
erectus,0,0,0,0,2,0,0,0,0,1
sapiens,5,0,0,0,0,0,0,0,0,3
go,0,0,0,0,0,0,0,0,6,0
designate,0,0,0,0,0,0,0,0,11,0
existence,0,0,0,0,4,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,7,0
influence,0,0,0,0,9,0,0,0,1,0
mere,1,0,0,0,0,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,2,0
stable,7,0,0,0,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,0,7,0
agriculture,0,0,0,0,5,0,0,0,0,0
civilization,0,0,0,0,3,0,0,0,0,0
activity,0,0,0,0,29,0,0,0,0,0
european,12,0,0,0,0,0,0,0,0,0
community,0,0,0,0,11,0,0,0,0,0
cut,0,0,0,0,0,0,0,0,7,0
charcoal,0,0,0,0,2,0,0,0,0,0
farming,0,0,0,0,2,0,0,0,0,0
erosion,0,0,0,0,21,0,0,0,0,0
hillside,0,0,0,0,3,0,0,0,0,0
anthropogenic,4,0,0,0,0,0,0,0,0,0
floodplain,0,0,0,0,4,0,0,0,0,0
deforestation,0,0,0,0,5,0,0,0,0,0
industrial,2,0,0,0,0,0,0,0,0,0
concern,0,0,0,0,2,0,0,0,1,0
enter,0,0,0,0,0,0,0,0,4,0
young,22,0,0,0,0,0,0,0,0,0
recent,31,0,0,0,0,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0,12,0
cenozoic,16,0,0,0,10,0,0,0,0,0
niche,0,0,0,0,4,0,0,0,0,0
previously,0,0,8,0,0,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,5,0
radiation,0,0,0,0,18,0,0,0,0,0
proliferation,0,0,0,0,4,0,0,0,0,0
grass,0,0,0,0,9,0,0,0,0,0
indian,5,0,0,0,0,0,0,0,0,0
subcontinent,0,0,0,0,1,0,0,0,0,0
crash,0,0,0,0,0,0,0,0,1,0
rise,0,0,0,0,25,0,0,0,18,0
fall,0,0,0,0,1,0,0,0,6,0
tectonic,17,0,0,0,0,0,0,0,0,0
expand,0,0,0,0,0,0,0,0,11,0
contract,0,0,0,0,0,0,0,0,2,0
lush,1,0,0,0,0,0,0,0,0,0
vegetation,0,0,0,0,24,0,0,0,0,0
diversity,0,0,0,0,10,0,0,0,0,0
freeze,0,0,0,0,1,0,0,0,4,0
shortly,0,0,1,0,0,0,0,0,0,0
exile,0,0,0,0,1,0,0,0,0,0
setting,0,0,0,0,5,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,6,0
remain,0,0,0,0,38,0,0,0,20,0
quadrupedal,1,0,0,0,0,0,0,0,0,0
arboreal,4,0,0,0,0,0,0,0,0,0
develop,0,0,0,0,0,0,0,0,43,0
bipedal,3,0,0,0,0,0,0,0,0,0
locomotion,0,0,0,0,1,0,0,0,0,0
engage,0,0,0,0,0,0,0,0,1,0
notable,7,0,0,0,0,0,0,0,0,0
type,0,0,0,0,28,0,0,0,0,0
member,0,0,0,0,19,0,0,0,0,0
increasingly,0,0,6,0,0,0,0,0,0,0
sophisticated,1,0,0,0,0,0,0,0,0,0
term,0,0,0,0,24,0,0,0,4,0
originally,0,0,7,0,0,0,0,0,0,0
spell,0,0,0,0,1,0,0,0,1,0
article,0,0,0,0,1,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,13,0
sequential,2,0,0,0,0,0,0,0,0,0
paleozoic,1,0,0,0,0,0,0,0,0,0
ancient,16,0,0,0,0,0,0,0,0,0
middle,25,0,0,0,12,0,0,0,0,0
internationally,0,0,1,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,6,0
fossiliferous,6,0,0,0,0,0,0,0,0,0
source,0,0,0,0,6,0,0,0,0,0
designation,0,0,0,0,3,0,0,0,0,0
relic,0,0,0,0,1,0,0,0,0,0
attempt,0,0,0,0,4,0,0,0,1,0
formulate,0,0,0,0,0,0,0,0,3,0
stratigraphic,22,0,0,0,0,0,0,0,0,0
classification,0,0,0,0,2,0,0,0,0,0
wholly,0,0,1,0,0,0,0,0,0,0
obsolete,2,0,0,0,0,0,0,0,0,0
primary,6,0,0,0,0,0,0,0,0,0
secondary,4,0,0,0,0,0,0,0,0,0
equivalent,3,0,0,0,1,0,0,0,0,0
describe,0,0,0,0,0,0,0,0,12,0
miocene,21,0,0,0,2,0,0,0,0,0
later,6,0,10,0,0,0,0,0,0,0
subsequent,12,0,0,0,0,0,0,0,0,0
investigator,0,0,0,0,7,0,0,0,0,0
determine,0,0,0,0,0,0,0,0,10,0
correctly,0,0,1,0,0,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,3,0
system,0,0,0,0,20,0,0,0,0,0
correspond,0,0,0,0,0,0,0,0,22,0
delineate,0,0,0,0,0,0,0,0,5,0
authority,0,0,0,0,10,0,0,0,0,0
prefer,0,0,0,0,0,0,0,0,3,0
exclude,0,0,0,0,0,0,0,0,1,0
paleocene,19,0,0,0,0,0,0,0,0,0
coin,0,0,0,0,0,0,0,0,1,0
work,0,0,0,0,10,0,0,0,3,0
insert,0,0,0,0,0,0,0,0,2,0
scheme,0,0,0,0,4,0,0,0,0,0
pliocene,20,0,0,0,1,0,0,0,0,0
holocene,8,0,0,0,0,0,0,0,0,0
extensively,0,0,6,0,0,0,0,0,0,0
particularly,0,0,25,0,0,0,0,0,0,0
lowland,1,0,0,0,2,0,0,0,0,0
plain,0,0,0,0,20,0,0,0,0,0
coastal,30,0,0,0,0,0,0,0,0,0
consolidated,1,0,0,0,0,0,0,0,0,0
indurate,0,0,0,0,0,0,0,0,1,0
cement,0,0,0,0,1,0,0,0,1,0
burial,0,0,0,0,1,0,0,0,0,0
chemical,3,0,0,0,1,0,0,0,0,0
diagenesis,0,0,0,0,1,0,0,0,0,0
metamorphism,0,0,0,0,1,0,0,0,0,0
sedimentary,21,0,0,0,0,0,0,0,0,0
predominate,0,0,0,0,0,0,0,0,2,0
petroleum,0,0,0,0,1,0,0,0,0,0
occur,0,0,0,0,0,0,0,0,93,0
igneous,5,0,0,0,0,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,35,0
flood,0,0,0,0,11,0,0,0,3,0
basalt,0,0,0,0,7,0,0,0,0,0
deccan,2,0,0,0,0,0,0,0,0,0
trap,0,0,0,0,1,0,0,0,4,0
numerous,8,0,0,0,0,0,0,0,0,0
volcano,0,0,0,0,5,0,0,0,0,0
circum,2,0,0,0,0,0,0,0,0,0
island,0,0,0,0,18,0,0,0,0,0
chain,0,0,0,0,6,0,0,0,0,0
medial,1,0,0,0,0,0,0,0,0,0
moraine,0,0,0,0,14,0,0,0,0,0
build,0,0,0,0,0,0,0,0,16,0
main,8,0,0,0,0,0,0,0,0,0
alpine,6,0,0,0,0,0,0,0,0,0
orogeny,0,0,0,0,4,0,0,0,0,0
produce,0,0,0,0,0,0,0,0,14,0
northwestern,11,0,0,0,0,0,0,0,0,0
roughly,0,0,12,0,0,0,0,0,0,0
collide,0,0,0,0,0,0,0,0,2,0
lofty,1,0,0,0,0,0,0,0,0,0
culmination,0,0,0,0,1,0,0,0,0,0
uplift,0,0,0,0,23,0,0,0,5,0
drive,0,0,0,0,0,0,0,0,6,0
underbelly,0,0,0,0,1,0,0,0,0,0
product,0,0,0,0,2,0,0,0,0,0
angle,0,0,0,0,2,0,0,0,0,0
underthrusting,0,0,0,0,1,0,0,0,0,0
edge,0,0,0,0,7,0,0,0,0,0
adjoining,1,0,0,0,0,0,0,0,0,0
elevate,0,0,0,0,0,0,0,0,1,0
entire,7,0,0,0,0,0,0,0,0,0
faulting,0,0,0,0,1,0,0,0,0,0
upwarpe,0,0,0,0,0,0,0,0,1,0
steepen,0,0,0,0,0,0,0,0,1,0
stream,0,0,0,0,14,0,0,0,0,0
gradient,0,0,0,0,4,0,0,0,0,0
enable,0,0,0,0,0,0,0,0,2,0
river,0,0,0,0,36,0,0,0,0,0
achieve,0,0,0,0,0,0,0,0,1,0
erosional,3,0,0,0,0,0,0,0,0,0
power,0,0,0,0,2,0,0,0,0,0
canyon,0,0,0,0,1,0,0,0,0,0
broad,13,0,0,0,0,0,0,0,0,0
upwarp,0,0,0,0,2,0,0,0,0,0
scale,0,0,0,0,27,0,0,0,0,0
witness,0,0,0,0,1,0,0,0,3,0
dismemberment,0,0,0,0,1,0,0,0,0,0
hemispheric,3,0,0,0,0,0,0,0,0,0
supercontinent,0,0,0,0,4,0,0,0,0,0
link,0,0,0,0,1,0,0,0,7,0
net,1,0,0,0,0,0,0,0,0,0
reduction,0,0,0,0,6,0,0,0,0,0
size,0,0,0,0,26,0,0,0,0,0
seafloor,0,0,0,0,9,0,0,0,0,0
spreading,0,0,0,0,1,0,0,0,0,0
equatorially,0,0,1,0,0,0,0,0,0,0
situate,0,0,0,0,0,0,0,0,1,0
east,1,0,0,0,11,0,0,0,0,0
west,1,0,3,0,10,0,0,0,0,0
seaway,0,0,0,0,15,0,0,0,0,0
modify,0,0,0,0,0,0,0,0,6,0
junction,0,0,0,0,2,0,0,0,0,0
sever,0,0,0,0,0,0,0,0,1,0
part,0,0,0,0,18,0,0,0,0,0
confluence,0,0,0,0,1,0,0,0,0,0
western,33,0,0,0,0,0,0,0,0,0
evaporite,1,0,0,0,3,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,22,0
thickness,0,0,0,0,11,0,0,0,0,0
lock,0,0,0,0,0,0,0,0,3,0
centred,1,0,0,0,0,0,0,0,0,0
converge,0,0,0,0,0,0,0,0,1,0
