word,ADJ,ADP,ADV,DET,INTJ,NOUN,NUM,PRON,VERB
mountain,0,0,0,0,0,5,0,0,0
leopard,0,0,0,0,0,1,0,0,0
woman,0,0,0,0,0,1,0,0,0
run,0,0,0,0,0,0,0,0,10
new,9,0,0,0,0,0,0,0,0
african,1,0,0,0,0,0,0,0,0
loud,1,0,0,0,0,0,0,0,0
noise,0,0,0,0,0,3,0,0,0
smoke,0,0,0,0,0,4,0,0,0
dead,10,0,0,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,6
meat,0,0,0,0,0,6,0,0,0
suddenly,0,0,5,0,0,0,0,0,0
right,1,0,1,0,0,0,0,0,0
fast,0,0,2,0,0,0,0,0,0
remember,0,0,0,0,0,0,0,0,2
minute,0,0,0,0,0,4,0,0,0
portuguese,2,0,0,0,0,0,0,0,0
listen,0,0,0,0,0,0,0,0,3
pay,0,0,0,0,0,0,0,0,1
money,0,0,0,0,0,4,0,0,0
free,2,0,0,0,0,0,0,0,0
week,0,0,0,0,0,4,0,0,0
goodbye,0,0,0,0,0,2,0,0,0
leave,0,0,0,0,0,1,0,0,8
rich,3,0,0,0,0,0,0,0,0
bored,1,0,0,0,0,0,0,0,0
journey,0,0,0,0,0,5,0,0,0
stupid,2,0,0,0,0,0,0,0,0
easy,7,0,0,0,0,0,0,0,0
rain,0,0,0,0,0,4,0,0,1
stop,0,0,0,0,0,0,0,0,6
lose,0,0,0,0,0,0,0,0,2
hole,0,0,0,0,0,4,0,0,0
side,0,0,0,0,0,1,0,0,0
land,0,0,0,0,0,5,0,0,0
hit,0,0,0,0,0,0,0,0,3
sand,0,0,0,0,0,8,0,0,0
break,0,0,0,0,0,0,0,0,3
piece,0,0,0,0,0,10,0,0,0
get,0,0,0,0,0,0,0,0,12
half,1,0,0,1,0,1,0,0,0
hour,0,0,0,0,0,4,0,0,0
angry,4,0,0,0,0,0,0,0,0
round,0,6,1,0,0,0,0,0,0
lucky,6,0,0,0,0,0,0,0,0
ground,0,0,0,0,0,7,0,0,0
foot,0,0,0,0,0,4,0,0,0
beach,0,0,0,0,0,4,0,0,0
fall,0,0,0,0,0,0,0,0,4
wet,1,0,0,0,0,0,0,0,0
thankful,2,0,0,0,0,0,0,0,0
alive,8,0,0,0,0,0,0,0,0
slowly,0,0,7,0,0,0,0,0,0
higher,0,0,1,0,0,0,0,0,0
wreck,0,0,0,0,0,0,0,0,1
dark,3,0,0,0,0,0,0,0,0
tired,1,0,0,0,0,0,0,0,0
sleep,0,0,0,0,0,1,0,0,5
tree,0,0,0,0,0,18,0,0,0
surprise,0,0,0,0,0,3,0,0,0
walk,0,0,0,0,0,0,0,0,8
hold,0,0,0,0,0,0,0,0,1
place,0,0,0,0,0,6,0,0,0
high,3,0,1,0,0,0,0,0,0
eat,0,0,0,0,0,0,0,0,9
find,0,0,0,0,0,0,0,0,12
wood,0,0,0,0,0,8,0,0,0
tie,0,0,0,0,0,0,0,0,2
rope,0,0,0,0,0,5,0,0,0
thing,0,0,0,0,0,8,0,0,0
box,0,0,0,0,0,2,0,0,0
rice,0,0,0,0,0,1,0,0,0
salt,0,0,0,0,0,0,0,0,2
bread,0,0,0,0,0,8,0,0,0
knife,0,0,0,0,0,1,0,0,0
tool,0,0,0,0,0,8,0,0,0
paper,0,0,0,0,0,1,0,0,0
pen,0,0,0,0,0,1,0,0,0
book,0,0,0,0,0,2,0,0,0
seven,0,0,0,0,0,0,2,0,0
hill,0,0,0,0,0,9,0,0,0
build,0,0,0,0,0,0,0,0,7
island,0,0,0,0,0,46,0,0,0
mile,0,0,0,0,0,4,0,0,0
cave,0,0,0,0,0,11,0,0,0
fine,4,0,0,0,0,0,0,0,0
tent,0,0,0,0,0,5,0,0,0
kitchen,0,0,0,0,0,1,0,0,0
fence,0,0,0,0,0,5,0,0,0
cut,0,0,0,0,0,1,0,0,6
circle,0,0,0,0,0,1,0,0,0
stone,0,0,0,0,0,2,0,0,0
wall,0,0,0,0,0,1,0,0,0
make,0,0,0,0,0,0,0,0,1
twelfth,1,0,0,0,0,0,0,0,0
happen,0,0,0,0,0,0,0,0,5
word,0,0,0,0,0,2,0,0,0
large,1,0,0,0,0,0,0,0,0
table,0,0,0,0,0,1,0,0,0
chair,0,0,0,0,0,1,0,0,0
slow,1,0,0,0,0,0,0,0,0
month,0,0,0,0,0,13,0,0,0
learn,0,0,0,0,0,0,0,0,9
clever,1,0,0,0,0,0,0,0,0
hurry,0,0,0,0,0,1,0,0,1
kill,0,0,0,0,0,0,0,0,15
bed,0,0,0,0,0,2,0,0,0
light,0,0,0,0,0,2,0,0,0
read,0,0,0,0,0,0,0,0,1
write,0,0,0,0,0,0,0,0,2
use,0,0,0,0,0,1,0,0,1
fat,0,0,0,0,0,1,0,0,0
weather,0,0,0,0,0,2,0,0,0
usually,0,0,1,0,0,0,0,0,0
hot,4,0,0,0,0,0,0,0,0
heavy,3,0,0,0,0,0,0,0,0
turtle,0,0,0,0,0,2,0,0,0
part,0,0,0,0,0,1,0,0,0
rest,0,0,0,0,0,1,0,0,0
river,0,0,0,0,0,1,0,0,0
open,1,0,0,0,0,0,0,0,0
different,3,0,0,0,0,0,0,0,0
fruit,0,0,0,0,0,3,0,0,0
dry,1,0,0,0,0,0,0,0,3
sun,0,0,0,0,0,3,0,0,0
opening,0,0,0,0,0,1,0,0,0
green,3,0,0,0,0,0,0,0,0
flower,0,0,0,0,0,1,0,0,0
bird,0,0,0,0,0,1,0,0,0
trouble,0,0,0,0,0,1,0,0,0
accident,0,0,0,0,0,1,0,0,0
roof,0,0,0,0,0,1,0,0,0
nearly,0,0,1,0,0,0,0,0,0
cook,0,0,0,0,0,0,0,0,5
fire,0,0,0,0,0,9,0,0,0
rainy,1,0,0,0,0,0,0,0,0
pot,0,0,0,0,0,5,0,0,0
colour,0,0,0,0,0,1,0,0,0
cold,2,0,0,0,0,0,0,0,0
luck,0,0,0,0,0,1,0,0,0
bag,0,0,0,0,0,2,0,0,0
chicken,0,0,0,0,0,1,0,0,0
bright,2,0,0,0,0,0,0,0,0
field,0,0,0,0,0,5,0,0,0
corn,0,0,0,0,0,4,0,0,0
travel,0,0,0,0,0,0,0,0,1
canoe,0,0,0,0,0,7,0,0,0
pull,0,0,0,0,0,0,0,0,1
fourth,1,0,0,0,0,0,0,0,0
sixth,1,0,0,0,0,0,0,0,0
prison,0,0,0,0,0,1,0,0,0
busy,2,0,0,0,0,0,0,0,0
clothe,0,0,0,0,0,4,0,0,0
skin,0,0,0,0,0,3,0,0,0
true,3,0,0,0,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,2
goat,0,0,0,0,0,8,0,0,0
milk,0,0,0,0,0,1,0,0,2
cornfield,0,0,0,0,0,3,0,0,0
footprint,0,0,0,0,0,5,0,0,0
hear,0,0,0,0,0,0,0,0,4
west,2,0,0,0,0,1,0,0,0
explain,0,0,0,0,0,0,0,0,1
visitor,0,0,0,0,0,1,0,0,0
freely,0,0,1,0,0,0,0,0,0
secret,2,0,0,0,0,0,0,0,0
arm,0,0,0,0,0,3,0,0,0
body,0,0,0,0,0,4,0,0,0
understand,0,0,0,0,0,0,0,0,5
dance,0,0,0,0,0,0,0,0,2
singe,0,0,0,0,0,0,0,0,1
blood,0,0,0,0,0,2,0,0,0
angrily,0,0,1,0,0,0,0,0,0
lonely,1,0,0,0,0,0,0,0,0
sleepless,1,0,0,0,0,0,0,0,0
sound,0,0,0,0,0,2,0,0,0
lie,0,0,0,0,0,0,0,0,2
spanish,1,0,0,0,0,0,0,0,0
gold,0,0,0,0,0,1,0,0,0
silver,0,0,0,0,0,1,0,0,0
buy,0,0,0,0,0,0,0,0,1
somebody,0,0,0,0,0,0,0,2,0
talk,0,0,0,0,0,0,0,0,4
wake,0,0,0,0,0,0,0,0,2
thirty,0,0,0,0,0,0,1,0,0
jump,0,0,0,0,0,0,0,0,3
wooden,1,0,0,0,0,0,0,0,0
poor,2,0,0,0,0,0,0,0,0
sword,0,0,0,0,0,2,0,0,0
enemy,0,0,0,0,0,1,0,0,0
hurriedly,0,0,1,0,0,0,0,0,0
hide,0,0,0,0,0,0,0,0,2
old,3,0,0,0,0,0,0,0,0
tall,1,0,0,0,0,0,0,0,0
kind,1,0,0,0,0,0,0,0,0
nice,1,0,0,0,0,0,0,0,0
smile,0,0,0,0,0,1,0,0,0
brown,1,0,0,0,0,0,0,0,0
black,1,0,0,0,0,0,0,0,0
hair,0,0,0,0,0,2,0,0,0
eye,0,0,0,0,0,1,0,0,0
tooth,0,0,0,0,0,1,0,0,0
teach,0,0,0,0,0,0,0,0,2
voice,0,0,0,0,0,1,0,0,0
bone,0,0,0,0,0,1,0,0,0
show,0,0,0,0,0,0,0,0,3
trouser,0,0,0,0,0,1,0,0,0
coat,0,0,0,0,0,1,0,0,0
hat,0,0,0,0,0,1,0,0,0
quick,1,0,0,0,0,0,0,0,0
learner,0,0,0,0,0,1,0,0,0
enjoy,0,0,0,0,0,0,0,0,1
have,0,0,0,0,0,0,0,0,1
happily,0,0,1,0,0,0,0,0,0
clear,1,0,0,0,0,0,0,0,0
way,0,0,0,0,0,2,0,0,0
matter,0,0,0,0,0,1,0,0,0
sky,0,0,0,0,0,1,0,0,0
thin,1,0,0,0,0,0,0,0,0
mouth,0,0,0,0,0,1,0,0,0
send,0,0,0,0,0,0,0,0,2
choose,0,0,0,0,0,0,0,0,1
seventh,1,0,0,0,0,0,0,0,0
evening,0,0,0,0,0,1,0,0,0
egg,0,0,0,0,0,1,0,0,0
great,2,0,0,0,0,0,0,0,0
let,0,0,0,0,0,0,0,0,1
leg,0,0,0,0,0,1,0,0,0
sit,0,0,0,0,0,0,0,0,2
surprised,1,0,0,0,0,0,0,0,0
homemade,1,0,0,0,0,0,0,0,0
beard,0,0,0,0,0,1,0,0,0
officer,0,0,0,0,0,2,0,0,0
mutiny,0,0,0,0,0,2,0,0,0
seamen,0,0,0,0,0,2,0,0,0
mutineer,0,0,0,0,0,4,0,0,0
immediately,0,0,1,0,0,0,0,0,0
warmly,0,0,1,0,0,0,0,0,0
reply,0,0,0,0,0,0,0,0,1
death,0,0,0,0,0,1,0,0,0
sure,1,0,0,0,0,0,0,0,0
seaman,0,0,0,0,0,2,0,0,0
shouting,0,0,0,0,0,1,0,0,0
meet,0,0,0,0,0,0,0,0,1
dear,1,0,0,0,0,0,0,0,0
nineteenth,1,0,0,0,0,0,0,0,0
nineteen,0,0,0,0,0,0,1,0,0
stranger,0,0,0,0,0,1,0,0,0
brother,0,0,0,0,0,2,0,0,0
son,0,0,0,0,0,2,0,0,0
pleased,1,0,0,0,0,0,0,0,0
ago,0,0,1,0,0,0,0,0,0
cross,0,0,0,0,0,0,0,0,1
winter,0,0,0,0,0,1,0,0,0
snow,0,0,0,0,0,2,0,0,0
deep,1,0,0,0,0,0,0,0,0
nephew,0,0,0,0,0,2,0,0,0
child,0,0,0,0,0,1,0,0,0
daughter,0,0,0,0,0,1,0,0,0
wife,0,0,0,0,0,1,0,0,0
uncle,0,0,0,0,0,1,0,0,0
