word,ADJ,ADP,ADV,CCONJ,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
differently,0,0,1,0,0,0,0,0,0,0,0
case,0,0,0,0,0,0,17,0,0,0,0
experience,0,0,0,0,0,0,2,0,0,14,0
period,0,0,0,0,0,0,79,0,0,0,0
economic,134,0,0,0,0,0,1,0,0,0,0
instability,0,0,0,0,0,0,6,0,0,0,0
century,0,0,0,0,0,0,444,0,0,0,0
recent,11,0,0,0,0,0,0,0,0,0,0
growing,0,0,0,0,0,0,4,0,0,0,0
pain,0,0,0,0,0,0,2,0,0,0,0
well,5,0,9,0,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,0,6,0
consider,0,0,0,0,0,0,0,0,0,34,0
emerge,0,0,0,0,0,0,0,0,0,16,0
authoritarian,6,0,0,0,0,0,0,0,0,0,0
rule,0,0,0,0,0,0,64,0,0,55,0
spend,0,0,0,0,0,0,0,0,0,11,0
decade,0,0,0,0,0,0,23,0,0,0,0
establish,0,0,0,0,0,0,0,0,0,98,0
democratic,35,0,0,0,0,0,0,0,0,0,0
free,24,0,0,0,0,0,0,0,0,3,0
market,0,0,0,0,0,0,48,0,0,0,0
institution,0,0,0,0,0,0,36,0,0,0,0
important,98,0,0,0,0,0,0,0,0,0,0
transition,0,0,0,0,0,0,19,0,0,0,0
away,0,2,8,0,0,0,0,0,0,0,0
live,0,0,0,0,0,0,0,0,0,40,0
rural,38,0,0,0,0,0,0,0,0,0,0
area,0,0,0,0,0,0,102,0,0,0,0
urban,50,0,0,0,0,0,0,0,0,0,0
lifestyle,0,0,0,0,0,0,3,0,0,0,0
challenge,0,0,0,0,0,0,13,0,0,18,0
late,92,0,10,0,0,0,0,0,0,0,0
episode,0,0,0,0,0,0,2,0,0,0,0
rife,1,0,0,0,0,0,0,0,0,0,0
change,0,0,0,0,0,0,21,0,0,23,0
fortune,0,0,0,0,0,0,8,0,0,0,0
early,119,0,18,0,0,0,0,0,0,0,0
year,0,0,0,0,0,0,192,0,0,0,0
target,0,0,0,0,0,0,3,0,0,1,0
series,0,0,0,0,0,0,44,0,0,0,0
foreign,71,0,0,0,0,0,0,0,0,0,0
settlement,0,0,0,0,0,0,43,0,0,0,0
invasion,0,0,0,0,0,0,34,0,0,0,0
time,0,0,0,0,0,0,133,0,0,0,0
gain,0,0,0,0,0,0,7,0,0,46,0
control,0,0,0,0,0,0,70,0,0,43,0
second,44,0,1,0,0,0,2,0,0,0,0
bce,0,0,0,0,0,0,59,0,0,0,0
celtic,12,0,0,0,0,0,0,0,0,0,0
phoenician,23,0,0,0,0,0,0,0,0,0,0
carthaginian,10,0,0,0,0,0,0,0,0,0,0
settler,0,0,0,0,0,0,6,0,0,0,0
foothold,0,0,0,0,0,0,2,0,0,0,0
turn,0,0,0,0,0,0,16,0,0,24,0
follow,0,0,0,0,0,0,0,0,0,97,0
germanic,7,0,0,0,0,0,0,0,0,0,0
muslim,66,0,0,0,0,0,0,0,0,0,0
invader,0,0,0,0,0,0,8,0,0,0,0
subsequently,0,0,19,0,0,0,0,0,0,0,0
hand,0,0,0,0,0,0,41,0,0,3,0
variety,0,0,0,0,0,0,26,0,0,0,0
compete,0,0,0,0,0,0,0,0,0,6,0
local,64,0,0,0,0,0,0,0,0,0,0
faction,0,0,0,0,0,0,19,0,0,0,0
national,92,0,0,0,0,0,0,0,0,0,0
identity,0,0,0,0,0,0,3,0,0,0,0
semblance,0,0,0,0,0,0,1,0,0,0,0
royal,102,0,0,0,0,0,0,0,0,0,0
succession,0,0,0,0,0,0,25,0,0,0,0
begin,0,0,0,0,0,0,0,0,0,132,0
coalesce,0,0,0,0,0,0,0,0,0,1,0
house,0,0,0,0,0,0,30,0,0,6,0
dynasty,0,0,0,0,0,0,29,0,0,0,0
independence,0,0,0,0,0,0,35,0,0,0,0
ruler,0,0,0,0,0,0,50,0,0,0,0
secure,5,0,0,0,0,0,0,0,0,21,0
leadership,0,0,0,0,0,0,15,0,0,0,0
stabilize,0,0,0,0,0,0,0,0,0,5,0
look,0,0,0,0,0,0,1,0,0,10,0
extend,0,0,0,0,0,0,0,0,0,28,0
reach,0,0,0,0,0,0,5,0,0,50,0
outward,1,0,2,0,0,0,0,0,0,0,0
central,72,0,0,0,0,0,0,0,0,0,0
figure,0,0,0,0,0,0,29,0,0,0,0
prince,0,0,0,0,0,0,21,0,0,0,0
encourage,0,0,0,0,0,0,0,0,0,23,0
navigation,0,0,0,0,0,0,3,0,0,0,0
increasingly,0,0,23,0,0,0,0,0,0,0,0
ambitious,7,0,0,0,0,0,0,0,0,0,0
mission,0,0,0,0,0,0,8,0,0,0,0
empire,0,0,0,0,0,0,69,0,0,0,0
building,0,0,0,0,0,0,34,0,0,0,0
exploit,0,0,0,0,0,0,3,0,0,9,0
see,0,0,0,0,0,0,2,0,0,52,0
key,9,0,0,0,0,0,3,0,0,0,0
trading,0,0,0,0,0,0,18,0,0,0,0
route,0,0,0,0,0,0,13,0,0,5,0
outpost,0,0,0,0,0,0,4,0,0,0,0
end,0,0,0,0,0,0,78,0,0,34,0
occupy,0,0,0,0,0,0,0,0,0,50,0
union,0,0,0,0,0,0,64,0,0,0,0
successor,0,0,0,0,0,0,30,0,0,0,0
situation,0,0,0,0,0,0,17,0,0,0,0
abrupt,1,0,0,0,0,0,0,0,0,0,0
assistance,0,0,0,0,0,0,6,0,0,0,0
nemesis,0,0,0,0,0,0,1,0,0,0,0
build,0,0,0,0,0,0,0,0,0,37,0
strong,49,0,0,0,0,0,0,0,0,0,0
movement,0,0,0,0,0,0,38,0,0,0,0
drive,0,0,0,0,0,0,0,0,0,20,0
instal,0,0,0,0,0,0,0,0,0,4,0
duke,0,0,0,0,0,0,28,0,0,0,0
king,0,0,0,0,0,0,207,0,0,0,0
profit,0,0,0,0,0,0,2,0,0,3,0
greatly,0,0,8,0,0,0,0,0,0,0,0
mining,0,0,0,0,0,0,15,0,0,0,0
precious,4,0,0,0,0,0,0,0,0,0,0
metal,0,0,0,0,0,0,11,0,0,0,0
diamond,0,0,0,0,0,0,4,0,0,0,0
trade,0,0,0,0,0,0,89,0,0,7,0
close,15,0,2,0,0,0,1,0,0,10,0
tie,0,0,0,0,0,0,6,0,0,6,0
play,0,0,0,0,0,0,10,0,0,26,0
big,9,0,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,0,34,0,0,0,0
instrumental,7,0,0,0,0,0,0,0,0,0,0
repel,0,0,0,0,0,0,0,0,0,2,0
leave,0,0,0,0,0,0,0,0,0,69,0
monarchy,0,0,0,0,0,0,71,0,0,0,0
weakened,1,0,0,0,0,0,0,0,0,0,0
condition,0,0,0,0,0,0,21,0,0,2,0
family,0,0,0,0,0,0,41,0,0,0,0
force,0,0,0,0,0,0,69,0,0,61,0
exile,0,0,0,0,0,0,19,0,0,5,0
steadily,0,0,10,0,0,0,0,0,0,0,0
worsen,0,0,0,0,0,0,0,0,0,1,0
overthrow,0,0,0,0,0,0,6,0,0,17,0
favor,0,0,0,0,0,0,1,0,0,0,0
republic,0,0,0,0,0,0,30,0,0,0,0
prove,0,0,0,0,0,0,0,0,0,22,0
highly,0,0,21,0,0,0,0,0,0,0,0
unstable,5,0,0,0,0,0,0,0,0,0,0
turbulent,2,0,0,0,0,0,0,0,0,0,0
rapidly,0,0,29,0,0,0,0,0,0,0,0
government,0,0,0,0,0,0,335,0,0,0,0
military,106,0,0,0,0,0,14,0,0,0,0
coup,0,0,0,0,0,0,19,0,0,0,0
dictatorship,0,0,0,0,0,0,20,0,0,0,0
exist,0,0,0,0,0,0,0,0,0,20,0
brief,4,0,0,0,0,0,2,0,0,0,0
chaotic,2,0,0,0,0,0,0,0,0,0,0
political,152,0,0,0,0,0,0,0,0,0,0
include,0,0,0,0,0,0,0,0,0,161,0
flirtation,0,0,0,0,0,0,1,0,0,0,0
socialism,0,0,0,0,0,0,2,0,0,0,0
communism,0,0,0,0,0,0,2,0,0,0,0
divest,0,0,0,0,0,0,0,0,0,1,0
remnant,0,0,0,0,0,0,3,0,0,0,0
colonial,32,0,0,0,0,0,0,0,0,0,0
gradually,0,0,12,0,0,0,0,0,0,0,0
form,0,0,0,0,0,0,38,0,0,60,0
totalitarian,1,0,0,0,0,0,0,0,0,0,0
hope,0,0,0,0,0,0,19,0,0,18,0
democracy,0,0,0,0,0,0,28,0,0,0,0
ongoing,4,0,0,0,0,0,0,0,0,0,0
orderly,1,0,0,0,0,0,0,0,0,0,0
economy,0,0,0,0,0,0,76,0,0,0,0
institutional,4,0,0,0,0,0,0,0,0,0,0
structure,0,0,0,0,0,0,13,0,0,2,0
thrive,0,0,0,0,0,0,0,0,0,2,0
system,0,0,0,0,0,0,99,0,0,0,0
type,0,0,0,0,0,0,19,0,0,0,0
roughly,0,0,8,0,0,0,0,0,0,0,0
size,0,0,0,0,0,0,13,0,0,0,0
geographically,0,0,2,0,0,0,0,0,0,0,0
varied,9,0,0,0,0,0,0,0,0,0,0
snow,0,0,0,0,0,0,2,0,0,0,0
cap,0,0,0,0,0,0,1,0,0,1,0
mountain,0,0,0,0,0,0,42,0,0,0,0
desert,0,0,0,0,0,0,3,0,0,4,0
broad,8,0,1,0,0,0,0,0,0,0,0
plateau,0,0,0,0,0,0,15,0,0,0,0
agricultural,31,0,0,0,0,0,0,0,0,0,0
expanse,0,0,0,0,0,0,2,0,0,0,0
sunny,1,0,0,0,0,0,0,0,0,0,0
citrus,0,0,0,0,0,0,3,0,0,0,0
farm,0,0,0,0,0,0,14,0,0,1,0
culturally,0,0,6,0,0,0,0,0,0,0,0
wide,19,0,2,0,0,0,0,0,0,0,0
range,0,0,0,0,0,0,32,0,0,6,0
pass,0,0,0,0,0,0,0,0,0,28,0
cultural,54,0,0,0,0,0,0,0,0,0,0
diversity,0,0,0,0,0,0,11,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,18,0
regional,57,0,0,0,0,0,0,0,0,0,0
dialect,0,0,0,0,0,0,14,0,0,0,0
addition,0,0,0,0,0,0,21,0,0,0,0
official,31,0,0,0,0,0,17,0,0,0,0
castilian,75,0,0,0,0,0,0,0,0,0,0
specific,6,0,0,0,0,0,0,0,0,0,0
religion,0,0,0,0,0,0,24,0,0,0,0
common,25,0,0,0,0,0,0,0,0,0,0
thread,0,0,0,0,0,0,1,0,0,0,0
dominant,13,0,0,0,0,0,0,0,0,0,0
faith,0,0,0,0,0,0,11,0,0,0,0
beach,0,0,0,0,0,0,5,0,0,0,0
abundance,0,0,0,0,0,0,2,0,0,0,0
striking,8,0,0,0,0,0,0,0,0,0,0
architecture,0,0,0,0,0,0,22,0,0,0,0
favorite,1,0,0,0,0,0,0,0,0,0,0
tourist,0,0,0,0,0,0,10,0,0,0,0
destination,0,0,0,0,0,0,11,0,0,0,0
number,0,0,0,0,0,0,113,0,0,3,0
visitor,0,0,0,0,0,0,9,0,0,0,0
exceed,0,0,0,0,0,0,0,0,0,5,0
resident,1,0,0,0,0,0,4,0,0,0,0
make,0,0,0,0,0,0,0,0,0,22,0
tourism,0,0,0,0,0,0,20,0,0,0,0
component,0,0,0,0,0,0,5,0,0,0,0
life,0,0,0,0,0,0,60,0,0,0,0
reason,0,0,0,0,0,0,18,0,0,0,0
visit,0,0,0,0,0,0,5,0,0,12,0
passion,0,0,0,0,0,0,1,0,0,0,0
good,40,0,0,0,0,0,12,0,0,0,0
food,0,0,0,0,0,0,19,0,0,0,0
wine,0,0,0,0,0,0,40,0,0,0,0
art,0,0,0,0,0,0,40,0,0,0,0
spaniard,0,0,0,0,0,0,6,0,0,0,0
mark,0,0,0,0,0,0,4,0,0,26,0
stage,0,0,0,0,0,0,16,0,0,8,0
artistic,10,0,0,0,0,0,0,0,0,0,0
field,0,0,0,0,0,0,16,0,0,0,0
literature,0,0,0,0,0,0,20,0,0,0,0
writer,0,0,0,0,0,0,32,0,0,0,0
painter,0,0,0,0,0,0,13,0,0,0,0
top,0,0,0,0,0,0,0,0,0,5,0
impressive,5,0,0,0,0,0,0,0,0,0,0
list,0,0,0,0,0,0,5,0,0,0,0
famous,29,0,0,0,0,0,0,0,0,0,0
artist,0,0,0,0,0,0,17,0,0,0,0
monetary,7,0,0,0,0,0,0,0,0,0,0
support,0,0,0,0,0,0,69,0,0,40,0
receive,0,0,0,0,0,0,0,0,0,47,0
face,0,0,0,0,0,0,6,0,0,26,0
grant,0,0,0,0,0,0,3,0,0,26,0
deal,0,0,0,0,0,0,4,0,0,12,0
autonomy,0,0,0,0,0,0,40,0,0,0,0
different,33,0,0,0,0,0,0,0,0,0,0
impediment,0,0,0,0,0,0,2,0,0,0,0
coordinate,0,0,0,0,0,0,0,0,0,5,0
program,0,0,0,0,0,0,24,0,0,0,0
honor,0,0,0,0,0,0,0,0,0,1,0
custom,0,0,0,0,0,0,15,0,0,0,0
business,0,0,0,0,0,0,9,0,0,0,0
long,62,0,53,0,0,0,0,0,0,0,0
break,0,0,0,0,0,0,5,0,0,21,0
hour,0,0,0,0,0,0,6,0,0,0,0
middle,13,0,0,0,0,0,13,0,0,0,0
afternoon,0,0,0,0,0,0,3,0,0,0,0
asset,0,0,0,0,0,0,3,0,0,0,0
product,0,0,0,0,0,0,31,0,0,0,0
certainly,0,0,9,0,0,0,0,0,0,0,0
lack,0,0,0,0,0,0,7,0,0,11,0
drama,0,0,0,0,0,0,6,0,0,0,0
like,3,31,0,0,0,0,0,0,0,2,0
introduction,0,0,0,0,0,0,8,0,0,0,0
particular,12,0,0,0,0,0,0,0,0,0,0
dominance,0,0,0,0,0,0,6,0,0,0,0
struggle,0,0,0,0,0,0,18,0,0,5,0
christian,97,0,0,0,0,0,0,0,0,0,0
territory,0,0,0,0,0,0,39,0,0,0,0
remain,0,0,0,0,0,0,12,0,0,89,0
largely,0,0,32,0,0,0,0,0,0,0,0
divide,0,0,0,0,0,0,0,0,0,31,0
major,70,0,0,0,0,0,0,0,0,0,0
province,0,0,0,0,0,0,80,0,0,0,0
unite,0,0,0,0,0,0,0,0,0,16,0
marriage,0,0,0,0,0,0,29,0,0,0,0
join,0,0,0,0,0,0,0,0,0,31,0
eastern,45,0,0,0,0,0,0,0,0,0,0
portion,0,0,0,0,0,0,17,0,0,0,0
consolidate,0,0,0,0,0,0,0,0,0,4,0
combine,0,0,0,0,0,0,0,0,0,15,0
kingdom,0,0,0,0,0,0,101,0,0,0,0
work,0,0,0,0,0,0,84,0,0,19,0
systematically,0,0,2,0,0,0,0,0,0,0,0
succeed,0,0,0,0,0,0,0,0,0,38,0
bring,0,0,0,0,0,0,0,0,0,60,0
powerful,25,0,0,0,0,0,0,0,0,0,0
class,0,0,0,0,0,0,45,0,0,0,0
nobility,0,0,0,0,0,0,57,0,0,0,0
line,0,0,0,0,0,0,34,0,0,2,0
advance,0,0,0,0,0,0,16,0,0,20,0
progression,0,0,0,0,0,0,1,0,0,0,0
unify,0,0,0,0,0,0,0,0,0,4,0
unfortunately,0,0,1,0,0,0,0,0,0,0,0
responsible,32,0,0,0,0,0,0,0,0,0,0
notorious,1,0,0,0,0,0,0,0,0,0,0
significant,44,0,0,0,0,0,0,0,0,0,0
jewish,18,0,0,0,0,0,0,0,0,0,0
tension,0,0,0,0,0,0,10,0,0,0,0
minority,0,0,0,0,0,0,15,0,0,0,0
majority,0,0,0,0,0,0,43,0,0,0,0
grow,0,0,0,0,0,0,0,0,0,58,0
divisive,2,0,0,0,0,0,0,0,0,0,0
sentiment,0,0,0,0,0,0,6,0,0,0,0
rampant,1,0,0,0,0,0,0,0,0,0,0
institute,0,0,0,0,0,0,2,0,0,6,0
court,0,0,0,0,0,0,78,0,0,1,0
inquisition,0,0,0,0,0,0,1,0,0,0,0
design,0,0,0,0,0,0,3,0,0,10,0
ferret,0,0,0,0,0,0,1,0,0,1,0
suppose,0,0,0,0,0,0,0,0,0,4,0
heretic,1,0,0,0,0,0,12,0,0,0,0
wrest,0,0,0,0,0,0,0,0,0,1,0
wealth,0,0,0,0,0,0,22,0,0,0,0
power,0,0,0,0,0,0,175,0,0,1,0
convert,0,0,0,0,0,0,5,0,0,29,0
suspect,3,0,0,0,0,0,1,0,0,5,0
process,0,0,0,0,0,0,15,0,0,2,0
diminish,0,0,0,0,0,0,0,0,0,6,0
execution,0,0,0,0,0,0,10,0,0,0,0
conversion,0,0,0,0,0,0,22,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0,24,0
southern,72,0,0,0,0,0,0,0,0,0,0
combination,0,0,0,0,0,0,3,0,0,0,0
expulsion,0,0,0,0,0,0,16,0,0,0,0
retake,0,0,0,0,0,0,0,0,0,2,0
perfect,2,0,0,0,0,0,0,0,0,0,0
geographic,7,0,0,0,0,0,0,0,0,0,0
launching,0,0,0,0,0,0,1,0,0,0,0
point,0,0,0,0,0,0,18,0,0,3,0
naval,17,0,0,0,0,0,0,0,0,0,0
controversial,4,0,0,0,0,0,0,0,0,0,0
legacy,0,0,0,0,0,0,10,0,0,0,0
reign,0,0,0,0,0,0,48,0,0,8,0
famously,0,0,1,0,0,0,0,0,0,0,0
back,0,0,0,0,0,0,1,0,0,11,0
expedition,0,0,0,0,0,0,22,0,0,0,0
lead,0,0,0,0,0,0,6,0,0,140,0
discovery,0,0,0,0,0,0,11,0,0,0,0
establishment,0,0,0,0,0,0,17,0,0,0,0
colony,0,0,0,0,0,0,42,0,0,0,0
violent,14,0,0,0,0,0,0,0,0,0,0
conflict,0,0,0,0,0,0,19,0,0,0,0
brutal,3,0,0,0,0,0,0,0,0,0,0
repression,0,0,0,0,0,0,10,0,0,0,0
native,25,0,0,0,0,0,8,0,0,0,0
shape,0,0,0,0,0,0,1,0,0,3,0
modern,53,0,0,0,0,0,0,0,0,0,0
expand,0,0,0,0,0,0,0,0,0,25,0
overseas,28,0,4,0,0,0,0,0,0,0,0
intertwine,0,0,0,0,0,0,0,0,0,1,0
embroil,0,0,0,0,0,0,0,0,0,4,0
war,1,0,0,0,0,0,160,0,0,1,0
especially,0,0,111,0,0,0,0,0,0,0,0
destruction,0,0,0,0,0,0,8,0,0,0,0
attempt,0,0,0,0,0,0,47,0,0,21,0
attack,0,0,0,0,0,0,34,0,0,9,0
help,0,0,0,0,0,0,20,0,0,27,0
weaken,0,0,0,0,0,0,0,0,0,7,0
financially,0,0,2,0,0,0,0,0,0,0,0
militarily,0,0,4,0,0,0,0,0,0,0,0
politically,0,0,9,0,0,0,0,0,0,0,0
pattern,0,0,0,0,0,0,22,0,0,0,0
decline,0,0,0,0,0,0,27,0,0,26,0
continue,0,0,0,0,0,0,0,0,0,97,0
start,0,0,0,0,0,0,7,0,0,6,0
link,0,0,0,0,0,0,5,0,0,12,0
revolution,0,0,0,0,0,0,41,0,0,0,0
govern,0,0,0,0,0,0,0,0,0,30,0
internal,21,0,0,0,0,0,0,0,0,0,0
upheaval,0,0,0,0,0,0,1,0,0,0,0
factor,0,0,0,0,0,0,7,0,0,0,0
loss,0,0,0,0,0,0,22,0,0,0,0
possession,0,0,0,0,0,0,29,0,0,0,0
rival,4,0,0,0,0,0,6,0,0,4,0
far,6,0,36,0,0,0,0,0,0,0,0
cry,0,0,0,0,0,0,1,0,0,0,0
global,10,0,0,0,0,0,0,0,0,0,0
death,0,0,0,0,0,0,81,0,0,0,0
dictator,0,0,0,0,0,0,6,0,0,0,0
seize,0,0,0,0,0,0,0,0,0,24,0
restore,0,0,0,0,0,0,0,0,0,38,0
descendent,0,0,0,0,0,0,1,0,0,0,0
promptly,0,0,2,0,0,0,0,0,0,0,0
reform,0,0,0,0,0,0,54,0,0,10,0
constitutional,22,0,0,0,0,0,0,0,0,0,0
ceremonial,3,0,0,0,0,0,0,0,0,0,0
growth,0,0,0,0,0,0,41,0,0,0,0
participate,0,0,0,0,0,0,0,0,0,8,0
currency,0,0,0,0,0,0,16,0,0,0,0
euro,2,0,0,0,0,0,15,0,0,0,0
hard,2,0,5,0,0,0,0,0,0,0,0
hit,0,0,0,0,0,0,0,0,0,6,0
downturn,0,0,0,0,0,0,3,0,0,0,0
impose,0,0,0,0,0,0,0,0,0,26,0
austere,4,0,0,0,0,0,0,0,0,0,0
budget,0,0,0,0,0,0,8,0,0,0,0
rebuild,0,0,0,0,0,0,0,0,0,5,0
shatter,0,0,0,0,0,0,0,0,0,1,0
banking,0,0,0,0,0,0,15,0,0,0,0
sector,0,0,0,0,0,0,41,0,0,0,0
problem,0,0,0,0,0,0,54,0,0,0,0
deny,0,0,0,0,0,0,0,0,0,3,0
simply,0,0,4,0,0,0,0,0,0,0,0
matter,0,0,0,0,0,0,7,0,0,0,0
prominent,11,0,0,0,0,0,0,0,0,0,0
example,0,0,0,0,0,0,27,0,0,0,0
last,0,0,0,0,0,0,0,0,0,8,0
effect,0,0,0,0,0,0,26,0,0,3,0
day,0,0,0,0,0,0,38,0,0,0,0
choose,0,0,0,0,0,0,0,0,0,19,0
pope,0,0,0,0,0,0,18,0,0,0,0
archbishop,0,0,0,0,0,0,9,0,0,0,0
owe,0,0,0,0,0,0,0,0,0,13,0
aspect,0,0,0,0,0,0,10,0,0,0,0
win,0,0,0,0,0,0,1,0,0,73,0
right,16,0,0,0,0,0,92,0,0,0,0
host,0,0,0,0,0,0,1,0,0,5,0
soccer,0,0,0,0,0,0,6,0,0,0,0
event,0,0,0,0,0,0,18,0,0,0,0
imprint,0,0,0,0,0,0,2,0,0,1,0
widely,0,0,28,0,0,0,0,0,0,0,0
clearly,0,0,10,0,0,0,0,0,0,0,0
worth,3,0,0,0,0,0,1,0,0,0,0
page,0,0,0,0,0,0,2,0,0,0,0
continental,10,0,0,0,0,0,0,0,0,0,0
commonality,0,0,0,0,0,0,1,0,0,0,0
rocky,6,0,0,0,0,0,0,0,0,0,0
sparsely,0,0,3,0,0,0,0,0,0,0,0
settled,1,0,0,0,0,0,0,0,0,0,0
scenic,3,0,0,0,0,0,0,0,0,0,0
wild,8,0,0,0,0,0,0,0,0,0,0
fertile,4,0,0,0,0,0,0,0,0,0,0
rugged,2,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,28,0
river,0,0,0,0,0,0,30,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,20,0
high,98,0,1,0,0,0,0,0,0,0,0
sixth,1,0,0,0,0,0,6,0,0,0,0
perimeter,0,0,0,0,0,0,1,0,0,0,0
east,5,0,10,0,0,0,27,0,0,0,0
rest,0,0,0,0,0,0,29,0,0,3,0
southwest,0,0,2,0,0,0,9,0,0,0,0
