word,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,PRON,SCONJ,VERB,X
particular,2,0,0,0,0,0,0,0,0,0,0,0
interest,0,0,0,0,0,0,18,0,0,0,0,0
northern,13,0,0,0,0,0,0,0,0,0,0,0
direct,1,0,0,0,0,0,0,0,0,0,3,0
access,0,0,0,0,0,0,1,0,0,0,0,0
prove,0,0,0,0,0,0,0,0,0,0,12,0
elusive,1,0,0,0,0,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,10,0,0
dismiss,0,0,0,0,0,0,0,0,0,0,1,0
complete,1,0,0,0,0,0,0,0,0,0,6,0
failure,0,0,0,0,0,0,6,0,0,0,0,0
navigation,0,0,0,0,0,0,10,0,0,0,0,0
precise,1,0,0,0,0,0,0,0,0,0,0,0
charting,0,0,0,0,0,0,3,0,0,0,0,0
seaway,0,0,0,0,0,0,2,0,0,0,0,0
science,0,0,0,0,0,0,9,0,0,0,0,0
exploration,0,0,0,0,0,0,47,0,0,0,0,0
consistent,1,0,0,0,0,0,0,0,0,0,0,0
intellectual,1,0,0,0,0,0,0,0,0,0,0,0
discovery,0,0,0,0,0,0,14,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,33,0
change,0,0,0,0,0,0,1,0,0,0,2,0
way,0,0,0,0,0,0,25,0,0,0,0,0
determined,3,0,0,0,0,0,0,0,0,0,0,0
navigator,0,0,0,0,0,0,32,0,0,0,0,0
power,0,0,0,0,0,0,8,0,0,0,0,0
eye,0,0,0,0,0,0,2,0,0,0,1,0
settle,0,0,0,0,0,0,0,0,0,0,9,0
colonize,0,0,0,0,0,0,0,0,0,0,4,0
recent,1,0,0,0,0,0,0,0,0,0,0,0
increasingly,0,0,4,0,0,0,0,0,0,0,0,0
sailor,0,0,0,0,0,0,4,0,0,0,0,0
claim,0,0,0,0,0,0,8,0,0,0,7,0
story,0,0,0,0,0,0,3,0,0,0,0,0
race,0,0,0,0,0,0,1,0,0,0,0,0
territory,0,0,0,0,0,0,10,0,0,0,0,0
noteworthy,2,0,0,0,0,0,0,0,0,0,0,0
colonizer,0,0,0,0,0,0,2,0,0,0,0,0
administrative,3,0,0,0,0,0,0,0,0,0,0,0
skill,0,0,0,0,0,0,2,0,0,0,0,0
instrumental,1,0,0,0,0,0,0,0,0,0,0,0
survival,0,0,0,0,0,0,2,0,0,0,0,0
beginning,0,0,0,0,0,0,2,0,0,0,0,0
encounter,0,0,0,0,0,0,1,0,0,0,4,0
legend,0,0,0,0,0,0,5,0,0,0,0,0
fact,0,0,0,0,0,0,2,0,0,0,0,0
distinguish,0,0,0,0,0,0,0,0,0,0,2,0
try,0,0,0,0,0,0,0,0,0,0,9,0
cultivate,0,0,0,0,0,0,0,0,0,0,2,0
constructive,1,0,0,0,0,0,0,0,0,0,0,0
tribe,0,0,0,0,0,0,12,0,0,0,0,0
simply,0,0,1,0,0,0,0,0,0,0,0,0
force,0,0,0,0,0,0,8,0,0,0,12,0
adventurer,0,0,0,0,0,0,14,0,0,0,0,0
turn,0,0,0,0,0,0,2,0,0,0,20,0
attention,0,0,0,0,0,0,4,0,0,0,0,0
east,5,0,2,0,0,0,5,0,0,0,0,0
instead,0,0,6,0,0,0,0,0,0,0,0,0
missionary,3,0,0,0,0,0,7,0,0,0,0,0
work,0,0,0,0,0,0,13,0,0,0,9,0
emerge,0,0,0,0,0,0,0,0,0,0,2,0
motivation,0,0,0,0,0,0,2,0,0,0,0,0
alongside,0,2,0,0,0,0,0,0,0,0,0,0
territorial,1,0,0,0,0,0,0,0,0,0,0,0
thoroughly,0,0,1,0,0,0,0,0,0,0,0,0
expand,0,0,0,0,0,0,0,0,0,0,6,0
extensive,4,0,0,0,0,0,0,0,0,0,0,0
holding,0,0,0,0,0,0,2,0,0,0,0,0
include,0,0,0,0,0,0,0,0,0,0,26,0
part,0,0,0,0,0,0,3,0,0,0,1,0
reason,0,0,0,0,0,0,4,0,0,0,0,0
conduct,0,0,0,0,0,0,1,0,0,0,7,0
behalf,0,0,0,0,0,0,6,0,0,0,0,0
grant,0,0,0,0,0,0,2,0,0,0,9,0
trading,0,0,0,0,0,0,21,0,0,0,0,0
monopoly,0,0,0,0,0,0,7,0,0,0,0,0
region,0,0,0,0,0,0,20,0,0,0,0,0
government,0,0,0,0,0,0,15,0,0,0,0,0
function,0,0,0,0,0,0,0,0,0,0,1,0
facto,0,0,0,0,0,0,0,0,0,0,0,1
navy,0,0,0,0,0,0,10,0,0,0,0,0
base,0,0,0,0,0,0,2,0,0,0,10,0
firm,1,0,0,0,0,0,1,0,0,0,0,0
presence,0,0,0,0,0,0,2,0,0,0,0,0
inland,0,0,1,0,0,0,0,0,0,0,0,0
upper,5,0,0,0,0,0,0,0,0,0,0,0
later,5,0,42,0,0,0,0,0,0,0,0,0
sieur,0,0,0,0,0,0,0,0,0,0,0,8
continue,0,0,0,0,0,0,0,0,0,0,24,0
initial,1,0,0,0,0,0,0,0,0,0,0,0
french,54,0,0,0,0,0,0,0,0,0,0,0
expansion,0,0,0,0,0,0,3,0,0,0,0,0
primarily,0,0,2,0,0,0,0,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,0,0,5,0
strong,4,0,0,0,0,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,0,19,0
approach,0,0,0,0,0,0,2,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,0,0,4,0
forge,0,0,0,0,0,0,0,0,0,0,1,0
understanding,0,0,0,0,0,0,2,0,0,0,0,0
form,0,0,0,0,0,0,1,0,0,0,3,0
alliance,0,0,0,0,0,0,1,0,0,0,0,0
indian,18,0,0,0,0,0,0,0,0,0,0,0
enlist,0,0,0,0,0,0,0,0,0,0,2,0
fight,0,0,0,0,0,0,2,0,0,0,10,0
english,71,0,0,0,0,0,0,0,0,0,0,0
rival,1,0,0,0,0,0,3,0,0,0,1,0
hostile,6,0,0,0,0,0,0,0,0,0,0,0
religious,14,0,0,0,0,0,0,0,0,0,0,0
come,0,0,0,0,0,0,0,0,0,0,17,0
group,0,0,0,0,0,0,11,0,0,0,0,0
dissent,0,0,0,0,0,0,0,0,0,0,1,0
freedom,0,0,0,0,0,0,6,0,0,0,0,0
have,0,0,0,0,0,0,0,0,0,0,20,0
spend,0,0,0,0,0,0,0,0,0,0,16,0
imprison,0,0,0,0,0,0,0,0,0,0,9,0
publicize,0,0,0,0,0,0,0,0,0,0,1,0
controversial,3,0,0,0,0,0,0,0,0,0,0,0
belief,0,0,0,0,0,0,3,0,0,0,0,0
found,0,0,0,0,0,0,0,0,0,0,6,0
governor,0,0,0,0,0,0,16,0,0,0,0,0
constitution,0,0,0,0,0,0,3,0,0,0,0,0
provision,0,0,0,0,0,0,5,0,0,0,0,0
passage,0,0,0,0,0,0,8,0,0,0,0,0
future,3,0,0,0,0,0,1,0,0,0,0,0
amendment,0,0,0,0,0,0,1,0,0,0,0,0
mean,0,0,0,0,0,0,2,0,0,0,2,0
significant,5,0,0,0,0,0,0,0,0,0,0,0
foundation,0,0,0,0,0,0,4,0,0,0,0,0
emanate,0,0,0,0,0,0,0,0,0,0,1,0
flag,0,0,0,0,0,0,2,0,0,0,0,0
strait,0,0,0,0,0,0,11,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,0,0,13,0
alaskan,1,0,0,0,0,0,0,0,0,0,0,0
coastline,0,0,0,0,0,0,4,0,0,0,0,0
purchase,0,0,0,0,0,0,0,0,0,0,2,0
press,0,0,0,0,0,0,0,0,0,0,2,0
interior,1,0,0,0,0,0,7,0,0,0,0,0
continent,0,0,0,0,0,0,13,0,0,0,0,0
remain,0,0,0,0,0,0,0,0,0,0,11,0
vast,5,0,0,0,0,0,0,0,0,0,0,0
expanse,0,0,0,0,0,0,1,0,0,0,0,0
individual,0,0,0,0,0,0,3,0,0,0,0,0
tackle,0,0,0,0,0,0,0,0,0,0,1,0
challenge,0,0,0,0,0,0,1,0,0,0,0,0
island,0,0,0,0,0,0,18,0,0,0,0,0
detailed,3,0,0,0,0,0,0,0,0,0,0,0
chart,0,0,0,0,0,0,4,0,0,0,7,0
vaguely,0,0,1,0,0,0,0,0,0,0,0,0
activity,0,0,0,0,0,0,5,0,0,0,0,0
spot,0,0,0,0,0,0,0,0,0,0,1,0
icy,1,0,0,0,0,0,0,0,0,0,0,0
yield,0,0,0,0,0,0,0,0,0,0,1,0
geographic,5,0,0,0,0,0,0,0,0,0,0,0
navigational,4,0,0,0,0,0,0,0,0,0,0,0
information,0,0,0,0,0,0,3,0,0,0,0,0
broad,2,0,0,0,0,0,0,0,0,0,0,0
scientific,21,0,0,0,0,0,0,0,0,0,0,0
benefit,0,0,0,0,0,0,1,0,0,0,2,0
command,0,0,0,0,0,0,19,0,0,0,16,0
mission,0,0,0,0,0,0,7,0,0,0,0,0
botanist,0,0,0,0,0,0,3,0,0,0,0,0
astronomer,0,0,0,0,0,0,2,0,0,0,0,0
practical,4,0,0,0,0,0,0,0,0,0,0,0
note,0,0,0,0,0,0,2,0,0,0,3,0
recognize,0,0,0,0,0,0,0,0,0,0,1,0
naval,15,0,0,0,0,0,0,0,0,0,0,0
systematically,0,0,1,0,0,0,0,0,0,0,0,0
avoid,0,0,0,0,0,0,0,0,0,0,3,0
outbreak,0,0,0,0,0,0,1,0,0,0,0,0
scurvy,0,0,0,0,0,0,8,0,0,0,0,0
crew,0,0,0,0,0,0,22,0,0,0,0,0
accomplish,0,0,0,0,0,0,0,0,0,0,4,0
insist,0,0,0,0,0,0,0,0,0,0,2,0
specially,0,0,1,0,0,0,0,0,0,0,0,0
design,0,0,0,0,0,0,1,0,0,0,1,0
diet,0,0,0,0,0,0,2,0,0,0,0,0
lime,0,0,0,0,0,0,1,0,0,0,0,0
citrus,0,0,0,0,0,0,2,0,0,0,0,0
fruit,0,0,0,0,0,0,2,0,0,0,0,0
feature,0,0,0,0,0,0,4,0,0,0,1,0
scientist,0,0,0,0,0,0,11,0,0,0,0,0
regularly,0,0,3,0,0,0,0,0,0,0,0,0
join,0,0,0,0,0,0,0,0,0,0,21,0
keep,0,0,0,0,0,0,0,0,0,0,4,0
spirit,0,0,0,0,0,0,4,0,0,0,0,0
treasure,0,0,0,0,0,0,6,0,0,0,0,0
knowledge,0,0,0,0,0,0,16,0,0,0,0,0
detail,0,0,0,0,0,0,9,0,0,0,0,0
record,0,0,0,0,0,0,6,0,0,0,3,0
focus,0,0,0,0,0,0,3,0,0,0,0,0
previously,0,0,5,0,0,0,0,0,0,0,0,0
visit,0,0,0,0,0,0,6,0,0,0,9,0
briefly,0,0,3,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,0,1,0,0,0,0,0
clear,2,0,0,0,0,0,0,0,0,0,2,0
increase,0,0,0,0,0,0,0,0,0,0,4,0
travel,0,0,0,0,0,0,6,0,0,0,13,0
eventually,0,0,14,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,1,0,0,0,0,0
tale,0,0,0,0,0,0,1,0,0,0,0,0
adventure,0,0,0,0,0,0,5,0,0,0,0,0
book,0,0,0,0,0,0,16,0,0,0,0,0
popular,7,0,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,28,0,0,0,2,0
fuel,0,0,0,0,0,0,0,0,0,0,1,0
purpose,0,0,0,0,0,0,2,0,0,0,0,0
permanent,7,0,0,0,0,0,0,0,0,0,0,0
house,0,0,0,0,0,0,5,0,0,0,1,0
convict,0,0,0,0,0,0,4,0,0,0,2,0
deport,0,0,0,0,0,0,0,0,0,0,1,0
prison,0,0,0,0,0,0,6,0,0,0,0,0
colony,0,0,0,0,0,0,36,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,1,0
rid,0,0,0,0,0,0,0,0,0,0,1,0
problem,0,0,0,0,0,0,2,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,0,21,0
halfway,0,0,1,0,0,0,0,0,0,0,0,0
remote,3,0,0,0,0,0,0,0,0,0,0,0
location,0,0,0,0,0,0,1,0,0,0,0,0
cover,0,0,0,0,0,0,0,0,0,0,2,0
literal,1,0,0,0,0,0,0,0,0,0,0,0
sense,0,0,0,0,0,0,2,0,0,0,0,0
add,0,0,0,0,0,0,0,0,0,0,2,0
far,0,0,13,0,0,0,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,26,0
vague,1,0,0,0,0,0,0,0,0,0,0,0
blotch,0,0,0,0,0,0,1,0,0,0,0,0
blank,1,0,0,0,0,0,0,0,0,0,0,0
space,0,0,0,0,0,0,2,0,0,0,0,0
clearly,0,0,2,0,0,0,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,0,0,1,0
shape,0,0,0,0,0,0,1,0,0,0,0,0
recognizable,1,0,0,0,0,0,0,0,0,0,0,0
wide,2,0,1,0,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,0,3,0,0,0,0,0
custom,0,0,0,0,0,0,2,0,0,0,0,0
fur,0,0,0,0,0,0,19,0,0,0,0,0
trader,0,0,0,0,0,0,16,0,0,0,0,0
different,1,0,0,0,0,0,0,0,0,0,0,0
modern,9,0,0,0,0,0,0,0,0,0,0,0
standard,0,0,0,0,0,0,2,0,0,0,0,0
shocking,1,0,0,0,0,0,0,0,0,0,0,0
act,0,0,0,0,0,0,1,0,0,0,2,0
behave,0,0,0,0,0,0,0,0,0,0,1,0
greedy,1,0,0,0,0,0,0,0,0,0,0,0
vain,4,0,0,0,0,0,0,0,0,0,0,0
true,4,0,0,0,0,0,0,0,0,0,0,0
daring,2,0,0,0,0,0,1,0,0,0,0,0
sadly,0,0,1,0,0,0,0,0,0,0,0,0
lack,0,0,0,0,0,0,4,0,0,0,3,0
exist,0,0,0,0,0,0,0,0,0,0,7,0
nobleman,0,0,0,0,0,0,2,0,0,0,0,0
seaman,0,0,0,0,0,0,12,0,0,0,0,0
continually,0,0,1,0,0,0,0,0,0,0,0,0
classic,1,0,0,0,0,0,0,0,0,0,0,0
conquistador,0,0,0,0,0,0,2,0,0,0,0,0
energetic,1,0,0,0,0,0,0,0,0,0,0,0
loyal,4,0,0,0,0,0,0,0,0,0,0,0
gentry,0,0,0,0,0,0,1,0,0,0,0,0
run,0,0,0,0,0,0,1,0,0,0,4,0
away,0,1,2,0,0,0,0,0,0,0,0,0
age,0,0,0,0,0,0,14,0,0,0,0,0
commission,0,0,0,0,0,0,2,0,0,0,7,0
emperor,0,0,0,0,0,0,1,0,0,0,0,0
year,0,0,0,0,0,0,88,0,0,0,0,0
appoint,0,0,0,0,0,0,0,0,0,0,10,0
impatient,1,0,0,0,0,0,0,0,0,0,0,0
dispatch,0,0,0,0,0,0,2,0,0,0,1,0
reluctantly,0,0,1,0,0,0,0,0,0,0,0,0
concern,0,0,0,0,0,0,0,0,0,0,1,0
numerous,5,0,0,0,0,0,0,0,0,0,0,0
imprisonment,0,0,0,0,0,0,2,0,0,0,0,0
free,1,0,0,0,0,0,0,0,0,0,3,0
regain,0,0,0,0,0,0,0,0,0,0,2,0
royal,7,0,0,0,0,0,0,0,0,0,0,0
favour,0,0,0,0,0,0,1,0,0,0,3,0
son,0,0,0,0,0,0,30,0,0,0,0,0
successor,0,0,0,0,0,0,4,0,0,0,0,0
disturb,0,0,0,0,0,0,0,0,0,0,1,0
threat,0,0,0,0,0,0,4,0,0,0,0,0
protestant,6,0,0,0,0,0,1,0,0,0,0,0
strategic,1,0,0,0,0,0,0,0,0,0,0,0
deal,0,0,0,0,0,0,2,0,0,0,2,0
enter,0,0,0,0,0,0,0,0,0,0,19,0
name,0,0,0,0,0,0,2,0,0,0,25,0
bay,0,0,0,0,0,0,8,0,0,0,0,0
build,0,0,0,0,0,0,0,0,0,0,17,0
fort,0,0,0,0,0,0,10,0,0,0,0,0
nearby,2,0,0,0,0,0,0,0,0,0,0,0
massacre,0,0,0,0,0,0,3,0,0,0,2,0
entire,2,0,0,0,0,0,0,0,0,0,0,0
population,0,0,0,0,0,0,1,0,0,0,0,0
hang,0,0,0,0,0,0,0,0,0,0,1,0
body,0,0,0,0,0,0,2,0,0,0,0,0
tree,0,0,0,0,0,0,1,0,0,0,0,0
inscription,0,0,0,0,0,0,1,0,0,0,0,0
