word,ADJ,ADP,ADV,DET,NOUN,NUM,VERB
ground,0,0,0,0,5,0,0
suitable,3,0,0,0,0,0,0
utility,0,0,0,0,2,0,0
scale,0,0,0,0,3,0,0
generation,0,0,0,0,7,0,0
site,0,0,0,0,3,0,1
find,0,0,0,0,0,0,5
substantial,2,0,0,0,0,0,0
region,0,0,0,0,5,0,0
offshore,2,0,0,0,0,0,0
location,0,0,0,0,6,0,0
term,0,0,0,0,3,0,0
typically,0,0,1,0,0,0,0
refer,0,0,0,0,0,0,1
conversion,0,0,0,0,1,0,0
milling,0,0,0,0,2,0,0
pumping,0,0,0,0,1,0,0
describe,0,0,0,0,0,0,3
coal,0,0,0,0,5,0,0
oil,0,0,0,0,5,0,0
nuclear,1,0,0,0,0,0,0
reaction,0,0,0,0,2,0,0
fossil,15,0,0,0,1,0,0
fuel,0,0,0,0,13,0,0
natural,5,0,0,0,0,0,0
gas,0,0,0,0,7,0,0
available,3,0,0,0,0,0,0
limited,1,0,0,0,0,0,0
supply,0,0,0,0,2,0,0
run,0,0,0,0,0,0,2
day,0,0,0,0,6,0,0
add,0,0,0,0,0,0,3
carbon,0,0,0,0,4,0,0
dioxide,0,0,0,0,4,0,0
atmosphere,0,0,0,0,5,0,0
burn,0,0,0,0,0,0,5
scientist,0,0,0,0,2,0,0
believe,0,0,0,0,0,0,1
contribute,0,0,0,0,0,0,2
global,6,0,0,0,0,0,0
warming,0,0,0,0,5,0,0
pollutant,0,0,0,0,3,0,0
monoxide,0,0,0,0,2,0,0
nitrogen,0,0,0,0,3,0,0
unlike,0,1,0,0,0,0,0
renewable,2,0,0,0,0,0,0
deplete,0,0,0,0,0,0,1
benefit,0,0,0,0,1,0,0
virtually,0,0,1,0,0,0,0
pollution,0,0,0,0,2,0,0
free,3,0,0,0,0,0,0
challenge,0,0,0,0,1,0,0
implementation,0,0,0,0,2,0,0
include,0,0,0,0,0,0,2
siting,0,0,0,0,2,0,0
requirement,0,0,0,0,1,0,0
availability,0,0,0,0,2,0,0
aesthetic,2,0,0,0,1,0,0
environmental,4,0,0,0,0,0,0
concern,0,0,0,0,7,0,0
land,0,0,0,0,13,0,0
public,2,0,0,0,0,0,0
advocacy,0,0,0,0,1,0,0
raise,0,0,0,0,0,0,1
potential,2,0,0,0,0,0,0
disruption,0,0,0,0,1,0,0
wildlife,0,0,0,0,5,0,0
overall,1,0,0,0,0,0,0
example,0,0,0,0,5,0,0
blame,0,0,0,0,0,0,1
injure,0,0,0,0,0,0,1
kill,0,0,0,0,0,0,5
bird,0,0,0,0,7,0,0
expert,0,0,0,0,1,0,0
show,0,0,0,0,0,0,4
effect,0,0,0,0,6,0,0
population,0,0,0,0,3,0,0
familiar,1,0,0,0,0,0,0
element,0,0,0,0,2,0,0
weather,0,0,0,0,3,0,0
pretty,0,0,1,0,0,0,0
experience,0,0,0,0,2,0,3
people,0,0,0,0,3,0,0
define,0,0,0,0,0,0,1
cause,0,0,0,0,4,0,11
simply,0,0,1,0,0,0,0
movement,0,0,0,0,6,0,0
air,0,0,0,0,44,0,0
surface,0,0,0,0,9,0,0
local,5,0,0,0,0,0,0
gentle,1,0,0,0,0,0,0
breeze,0,0,0,0,9,0,0
rage,0,0,0,0,0,0,1
hurricane,0,0,0,0,1,0,0
difference,0,0,0,0,2,0,0
temperature,0,0,0,0,7,0,0
rotation,0,0,0,0,5,0,0
unequal,1,0,0,0,0,0,0
heating,0,0,0,0,6,0,0
continent,0,0,0,0,1,0,0
ocean,0,0,0,0,2,0,0
simple,1,0,0,0,0,0,0
sea,0,0,0,0,8,0,0
sun,0,0,0,0,7,0,0
heat,0,0,0,0,8,0,4
differently,0,0,1,0,0,0,0
lake,0,0,0,0,2,0,0
consume,0,0,0,0,0,0,1
evaporation,0,0,0,0,2,0,0
absorb,0,0,0,0,0,0,3
tenth,0,0,0,0,1,0,0
tend,0,0,0,0,0,0,3
receive,0,0,0,0,0,0,1
warm,11,0,0,0,0,0,3
cool,5,0,0,0,0,0,2
rise,0,0,0,0,1,0,3
descend,0,0,0,0,0,0,2
night,0,0,0,0,7,0,0
heated,3,0,0,0,0,0,0
expand,0,0,0,0,0,0,4
light,8,0,0,0,1,0,0
start,0,0,0,0,1,0,3
soon,0,0,2,0,0,0,0
sunrise,0,0,0,0,1,0,0
rapidly,0,0,3,0,0,0,0
remain,0,0,0,0,0,0,1
dense,1,0,0,0,0,0,0
heavy,8,0,0,0,0,0,0
pressure,0,0,0,0,13,0,0
near,0,10,0,0,0,0,0
great,3,0,0,0,0,0,0
extra,1,0,0,0,0,0,0
flow,0,0,0,0,1,0,3
landward,0,0,1,0,0,0,0
push,0,0,0,0,0,0,4
way,0,0,0,0,4,0,0
opposite,2,0,0,0,0,0,0
action,0,0,0,0,2,0,0
time,0,0,0,0,3,0,0
reverse,0,0,0,0,0,0,3
blow,0,0,0,0,0,0,6
change,0,0,0,0,3,0,1
mountain,0,0,0,0,3,0,0
slope,0,0,0,0,1,0,0
valley,0,0,0,0,4,0,0
circulation,0,0,0,0,2,0,0
similar,3,0,0,0,0,0,0
mountainside,0,0,0,0,1,0,0
head,0,0,0,0,1,0,0
low,5,0,0,0,0,0,0
level,0,0,0,0,2,0,0
atmospheric,3,0,0,0,0,0,0
general,2,0,0,0,0,0,0
earth,0,0,0,0,1,0,0
bring,0,0,0,0,0,0,2
uneven,2,0,0,0,0,0,0
high,4,0,0,0,0,0,0
map,0,0,0,0,2,0,0
plain,1,0,0,0,0,0,0
label,0,0,0,0,1,0,0
notion,0,0,0,0,1,0,0
make,0,0,0,0,0,0,1
decrease,0,0,0,0,0,0,3
contrary,1,0,0,0,0,0,0
compress,0,0,0,0,0,0,1
tire,0,0,0,0,1,0,0
cork,0,0,0,0,1,0,1
bottle,0,0,0,0,1,0,0
increase,0,0,0,0,1,0,3
case,0,0,0,0,3,0,0
close,1,0,0,0,0,0,1
container,0,0,0,0,1,0,0
cubic,1,0,0,0,0,0,0
point,0,0,0,0,2,0,0
depend,0,0,0,0,0,0,2
weight,0,0,0,0,2,0,0
cold,8,0,0,0,0,0,0
common,3,0,0,0,0,0,0
type,0,0,0,0,13,0,0
isobar,0,0,0,0,1,0,0
line,0,0,0,0,3,0,0
constant,4,0,0,0,0,0,0
front,0,0,0,0,1,0,0
naturally,0,0,1,0,0,0,0
upward,1,0,3,0,0,0,0
float,0,0,0,0,0,0,1
force,0,0,0,0,4,0,1
surround,0,0,0,0,0,0,2
thing,0,0,0,0,1,0,0
updraft,0,0,0,0,1,0,0
strictly,0,0,1,0,0,0,0
speak,0,0,0,0,0,0,1
incoming,1,0,0,0,0,0,0
side,0,0,0,0,2,0,0
mass,0,0,0,0,1,0,0
outward,0,0,1,0,0,0,0
center,0,0,0,0,2,0,1
planetary,3,0,0,0,0,0,0
see,0,0,0,0,0,0,1
worldwide,3,0,1,0,0,0,0
response,0,0,0,0,1,0,0
variation,0,0,0,0,3,0,0
vast,1,0,0,0,0,0,0
unit,0,0,0,0,5,0,0
cell,0,0,0,0,2,0,0
northern,1,0,0,0,0,0,0
mirror,0,0,0,0,0,0,1
latitude,0,0,0,0,2,0,0
equator,0,0,0,0,3,0,0
hot,1,0,0,0,0,0,0
tropic,0,0,0,0,2,0,0
pole,0,0,0,0,3,0,0
move,0,0,0,0,0,0,4
arise,0,0,0,0,0,0,1
important,3,0,0,0,0,0,0
different,1,0,0,0,0,0,0
polar,1,0,0,0,0,0,0
year,0,0,0,0,4,0,0
intensely,0,0,1,0,0,0,0
tropical,3,0,0,0,0,0,0
zone,0,0,0,0,4,0,0
extend,0,0,0,0,0,0,1
continuous,1,0,0,0,0,0,0
keep,0,0,0,0,0,0,2
continually,0,0,2,0,0,0,0
north,0,0,0,0,1,0,0
south,0,0,0,0,1,0,0
current,0,0,0,0,2,0,0
middle,0,0,0,0,3,0,0
belt,0,0,0,0,1,0,0
little,2,0,0,0,0,0,0
ascend,0,0,0,0,0,0,1
moisture,0,0,0,0,1,0,0
condense,0,0,0,0,0,0,1
drench,0,0,0,0,0,0,1
shower,0,0,0,0,1,0,0
sail,0,0,0,0,26,0,2
vessel,0,0,0,0,1,0,0
becalm,0,0,0,0,0,0,1
week,0,0,0,0,1,0,0
prompt,0,0,0,0,0,0,1
sailor,0,0,0,0,1,0,0
doldrum,0,0,0,0,1,0,0
stem,0,0,0,0,0,0,1
old,3,0,0,0,0,0,0
word,0,0,0,0,1,0,0
dull,1,0,0,0,0,0,0
stupid,1,0,0,0,0,0,0
proof,0,0,0,0,1,0,0
reason,0,0,0,0,1,0,0
masse,0,0,0,0,1,0,0
face,0,0,0,0,1,0,2
like,2,5,0,0,0,0,0
constantly,0,0,1,0,0,0,0
wear,0,0,0,0,0,0,1
rock,0,0,0,0,1,0,0
scoop,0,0,0,0,0,0,1
canyon,0,0,0,0,1,0,0
powerful,1,0,0,0,0,0,0
blast,0,0,0,0,1,0,0
carry,0,0,0,0,0,0,3
away,0,0,1,0,0,0,0
sand,0,0,0,0,2,0,0
soil,0,0,0,0,2,0,0
erosion,0,0,0,0,1,0,0
bury,0,0,0,0,0,0,1
fertile,1,0,0,0,0,0,0
bear,0,0,0,0,0,0,1
lay,0,0,0,0,0,0,1
rich,1,0,0,0,0,0,0
deposit,0,0,0,0,1,0,0
waterwheel,0,0,0,0,1,0,0
widely,0,0,3,0,0,0,0
nineteenth,1,0,0,0,0,0,0
course,0,0,0,0,1,0,0
supplant,0,0,0,0,0,0,1
steam,0,0,0,0,2,0,0
engine,0,0,0,0,2,0,0
tap,0,0,0,0,0,0,1
mount,0,0,0,0,0,0,5
rotate,0,0,0,0,0,0,3
shaft,0,0,0,0,4,0,0
angle,0,0,0,0,5,0,0
give,0,0,0,0,0,0,2
slight,1,0,0,0,0,0,0
twist,0,0,0,0,2,0,1
divide,0,0,0,0,0,0,2
component,0,0,0,0,3,0,0
plane,0,0,0,0,2,0,0
impart,0,0,0,0,0,0,1
continue,0,0,0,0,0,0,2
rural,2,0,0,0,0,0,0
practically,0,0,1,0,0,0,0
disappear,0,0,0,0,0,0,1
twentieth,2,0,0,0,0,0,0
internal,1,0,0,0,0,0,0
combustion,0,0,0,0,4,0,0
reliable,3,0,0,0,0,0,0
usually,0,0,2,0,0,0,0
expensive,1,0,0,0,0,0,0
late,2,0,0,0,0,0,0
come,0,0,0,0,0,0,2
use,0,0,0,0,4,0,2
annular,3,0,1,0,0,0,0
sailed,2,0,0,0,0,0,0
style,0,0,0,0,1,0,0
american,2,0,0,0,0,0,0
particularly,0,0,1,0,0,0,0
early,8,0,2,0,0,0,0
reference,0,0,0,0,1,0,0
persian,2,0,0,0,0,0,0
millwright,0,0,0,0,2,0,0
horizontal,7,0,0,0,0,0,0
mill,1,0,0,0,22,0,0
radiate,0,0,0,0,0,0,1
vertical,7,0,0,0,0,0,0
axis,0,0,0,0,9,0,0
stand,0,0,0,0,0,0,2
fix,0,0,0,0,0,0,2
building,0,0,0,0,2,0,0
opening,0,0,0,0,1,0,0
inlet,0,0,0,0,1,0,0
outlet,0,0,0,0,1,0,0
diametrically,0,0,1,0,0,0,0
single,3,0,0,0,0,0,0
pair,0,0,0,0,2,0,0
stone,0,0,0,0,3,0,0
directly,0,0,2,0,0,0,0
gear,0,0,0,0,3,0,1
design,0,0,0,0,6,0,0
derive,0,0,0,0,0,0,3
take,0,0,0,0,0,0,1
prisoner,0,0,0,0,1,0,0
send,0,0,0,0,0,0,1
instruct,0,0,0,0,0,0,1
irrigation,0,0,0,0,1,0,0
last,0,0,0,0,0,0,1
post,1,0,0,0,5,0,0
plantation,0,0,0,0,1,0,0
originally,0,0,1,0,0,0,0
locate,0,0,0,0,0,0,3
roman,1,0,0,0,0,0,0
right,2,0,0,0,0,0,0
boxlike,1,0,0,0,0,0,0
body,0,0,0,0,4,0,0
gearing,0,0,0,0,3,0,0
millstone,0,0,0,0,1,0,0
machinery,0,0,0,0,1,0,0
support,0,0,0,0,1,0,1
wooden,2,0,0,0,0,0,0
sockete,0,0,0,0,0,0,1
beam,0,0,0,0,1,0,0
floor,0,0,0,0,1,0,0
turn,0,0,0,0,0,0,5
development,0,0,0,0,5,0,0
movable,1,0,0,0,0,0,0
cap,0,0,0,0,3,0,0
track,0,0,0,0,3,0,0
curb,0,0,0,0,2,0,0
illustration,0,0,0,0,1,0,0
date,0,0,0,0,0,0,1
build,0,0,0,0,0,0,5
settler,0,0,0,0,1,0,0
work,0,0,0,0,1,0,5
efficiently,0,0,1,0,0,0,0
squarely,0,0,1,0,0,0,0
turning,0,0,0,0,1,0,0
hand,0,0,0,0,1,0,0
tailpole,0,0,0,0,2,0,0
stretch,0,0,0,0,0,0,1
invent,0,0,0,0,0,0,5
automatic,3,0,0,0,0,0,0
fantail,0,0,0,0,4,0,0
consist,0,0,0,0,0,0,5
set,0,0,0,0,3,0,3
vane,0,0,0,0,3,0,0
ladder,0,0,0,0,1,0,0
connect,0,0,0,0,0,0,3
wheel,0,0,0,0,4,0,0
veer,0,0,0,0,0,0,1
strike,0,0,0,0,0,0,1
fit,0,0,0,0,0,0,1
rack,0,0,0,0,1,0,0
axle,0,0,0,0,1,0,0
windshaft,0,0,0,0,2,0,0
incline,0,0,0,0,0,0,2
frame,0,0,0,0,1,0,0
sailcloth,0,0,0,0,2,0,0
spread,0,0,0,0,0,0,2
individually,0,0,2,0,0,0,0
rest,0,0,0,0,2,0,0
flat,1,0,0,0,0,0,0
direction,0,0,0,0,3,0,0
later,0,0,2,0,0,0,0
airplane,0,0,0,0,2,0,0
propeller,0,0,0,0,10,0,0
spring,0,0,0,0,3,0,0
substitute,0,0,0,0,0,0,1
hinged,1,0,0,0,0,0,0
shutter,0,0,0,0,3,0,0
venetian,1,0,0,0,0,0,0
blind,0,0,0,0,3,0,0
control,0,0,0,0,2,0,1
bar,0,0,0,0,1,0,0
adjust,0,0,0,0,0,0,2
accord,0,0,0,0,0,0,1
require,0,0,0,0,0,0,4
limit,0,0,0,0,1,0,0
self,0,0,0,0,3,0,0
regulate,0,0,0,0,0,0,2
feature,0,0,0,0,0,0,1
patent,0,0,0,0,3,0,1
utilize,0,0,0,0,0,0,1
roller,0,0,0,0,1,0,0
instead,0,0,1,0,0,0,0
devise,0,0,0,0,0,0,1
remote,3,0,0,0,0,0,0
enable,0,0,0,0,0,0,1
simultaneously,0,0,1,0,0,0,0
combine,0,0,0,0,0,0,1
hinge,0,0,0,0,0,0,1
chain,0,0,0,0,2,0,0
rod,0,0,0,0,1,0,0
pass,0,0,0,0,1,0,1
hole,0,0,0,0,1,0,0
drill,0,0,0,0,0,0,1
operation,0,0,0,0,2,0,0
comparable,3,0,0,0,0,0,0
operate,0,0,0,0,0,0,2
umbrella,0,0,0,0,1,0,0
vary,0,0,0,0,0,0,2
hang,0,0,0,0,0,0,1
image,0,0,0,0,2,0,0
install,0,0,0,0,0,0,1
unusual,1,0,0,0,0,0,0
generate,0,0,0,0,0,0,8
arouse,0,0,0,0,0,0,1
interest,0,0,0,0,2,0,0
twin,2,0,0,0,0,0,0
steel,0,0,0,0,2,0,0
adopt,0,0,0,0,0,0,1
idea,0,0,0,0,1,0,0
gain,0,0,0,0,0,0,1
airfoil,0,0,0,0,1,0,0
aircraft,0,0,0,0,1,0,0
designer,0,0,0,0,1,0,0
manufacturer,0,0,0,0,1,0,0
begin,0,0,0,0,0,0,1
replace,0,0,0,0,0,0,1
broad,1,0,0,0,0,0,0
slender,1,0,0,0,0,0,0
erect,0,0,0,0,0,0,3
experimental,1,0,0,0,0,0,0
construct,0,0,0,0,0,0,2
fashioned,1,0,0,0,0,0,0
adapt,0,0,0,0,0,0,1
rekindle,0,0,0,0,0,0,1
crisis,0,0,0,0,1,0,0
initial,1,0,0,0,0,0,0
cost,0,0,0,0,7,0,0
intermittent,2,0,0,0,0,0,0
maintenance,0,0,0,0,1,0,0
prevent,0,0,0,0,0,0,1
significant,2,0,0,0,0,0,0
factor,0,0,0,0,2,0,0
production,0,0,0,0,5,0,0
commonly,0,0,3,0,0,0,0
lead,0,0,0,0,0,0,4
adoption,0,0,0,0,1,0,0
inefficient,1,0,0,0,0,0,0
cheap,1,0,0,0,0,0,0
radially,0,0,1,0,0,0,0
governing,0,0,0,0,1,0,0
overspeeding,0,0,0,0,1,0,0
avoid,0,0,0,0,0,0,1
reduce,0,0,0,0,0,0,2
effective,2,0,0,0,0,0,0
typical,3,0,0,0,0,0,0
deliver,0,0,0,0,0,0,2
gallon,0,0,0,0,1,0,0
liter,0,0,0,0,1,0,0
minute,0,0,0,0,1,0,0
velocity,0,0,0,0,6,0,0
well,0,0,1,0,0,0,0
wide,1,0,0,0,0,0,0
extract,0,0,0,0,0,0,4
appropriate,1,0,0,0,0,0,0
device,0,0,0,0,3,0,0
primary,2,0,0,0,0,0,0
application,0,0,0,0,2,0,0
system,0,0,0,0,2,0,0
possess,0,0,0,0,0,0,2
attach,0,0,0,0,0,0,1
vawt,0,0,0,0,1,0,0
able,1,0,0,0,0,0,0
transformation,0,0,0,0,1,0,0
transform,0,0,0,0,0,0,1
mechanical,4,0,0,0,0,0,0
electrical,2,0,0,0,0,0,0
metal,0,0,0,0,3,0,0
governor,0,0,0,0,1,0,0
maintain,0,0,0,0,0,0,1
bladed,3,0,0,0,0,0,0
kilowatt,0,0,0,0,12,0,0
recently,0,0,1,0,0,0,0
big,1,0,0,0,0,0,0
develop,0,0,0,0,0,0,1
equip,0,0,0,0,0,0,1
measure,0,0,0,0,0,0,1
diameter,0,0,0,0,4,0,0
instal,0,0,0,0,0,0,4
output,0,0,0,0,6,0,0
rate,0,0,0,0,0,0,1
recent,3,0,0,0,0,0,0
island,0,0,0,0,1,0,0
rating,0,0,0,0,1,0,0
kind,0,0,0,0,2,0,0
new,2,0,0,0,0,0,0
finnish,1,0,0,0,0,0,0
engineer,0,0,0,0,3,0,0
semicircular,1,0,0,0,0,0,0
section,0,0,0,0,1,0,0
drum,0,0,0,0,1,0,0
cut,0,0,0,0,0,0,1
half,0,0,0,1,0,0,0
weld,0,0,0,0,0,0,1
offset,0,0,0,0,1,0,0
open,1,0,0,0,0,0,0
advanced,1,0,0,0,0,0,0
version,0,0,0,0,1,0,0
curved,2,0,0,0,0,0,0
arch,0,0,0,0,1,0,0
french,1,0,0,0,0,0,0
twisted,1,0,0,0,0,0,0
strip,0,0,0,0,1,0,0
tie,0,0,0,0,0,0,1
bow,0,0,0,0,0,0,1
food,0,0,0,0,1,0,0
mixer,0,0,0,0,1,0,0
aluminum,0,0,0,0,1,0,0
variety,0,0,0,0,1,0,0
external,1,0,0,0,0,0,0
motor,0,0,0,0,1,0,0
model,0,0,0,0,1,0,0
construction,0,0,0,0,1,0,0
limitation,0,0,0,0,2,0,0
finite,2,0,0,0,0,0,0
leave,0,0,0,0,0,0,1
blading,0,0,0,0,1,0,0
maximum,3,0,0,0,1,0,0
efficiency,0,0,0,0,3,0,0
capture,0,0,0,0,0,0,1
obtainable,4,0,0,0,0,0,0
percent,0,0,0,0,8,0,0
actual,1,0,0,0,0,0,0
portion,0,0,0,0,1,0,0
currently,0,0,2,0,0,0,0
roughly,0,0,1,0,0,0,0
tip,0,0,0,0,1,0,0
drop,0,0,0,0,0,0,2
cube,0,0,0,0,1,0,0
theoretical,2,0,0,0,0,0,0
match,0,0,0,0,0,0,1
million,0,0,0,0,0,2,0
central,1,0,0,0,0,0,0
station,0,0,0,0,1,0,0
couple,0,0,0,0,0,0,1
need,0,0,0,0,1,0,2
steady,2,0,0,0,0,0,0
apparent,1,0,0,0,0,0,0
play,0,0,0,0,0,0,1
major,2,0,0,0,0,0,0
role,0,0,0,0,1,0,0
meet,0,0,0,0,0,0,3
demand,0,0,0,0,2,0,0
industrialize,0,0,0,0,0,0,1
nation,0,0,0,0,1,0,0
cluster,0,0,0,0,1,0,0
nearly,0,0,1,0,0,0,0
prevalent,1,0,0,0,0,0,0
generally,0,0,1,0,0,0,0
comprise,0,0,0,0,0,0,1
capacity,0,0,0,0,3,0,0
exceed,0,0,0,0,0,0,1
entire,1,0,0,0,0,0,0
feed,0,0,0,0,0,0,1
network,0,0,0,0,2,0,0
seemingly,0,0,1,0,0,0,0
amount,0,0,0,0,1,0,1
valuable,1,0,0,0,0,0,0
climate,0,0,0,0,3,0,0
favorable,1,0,0,0,0,0,0
slightly,0,0,1,0,0,0,0
dramatically,0,0,1,0,0,0,0
petroleum,0,0,0,0,2,0,0
environment,0,0,0,0,1,0,0
follow,0,0,0,0,0,0,2
percentage,0,0,0,0,1,0,0
industry,0,0,0,0,1,0,0
estimate,0,0,0,0,2,0,4
feasibly,0,0,1,0,0,0,0
cent,0,0,0,0,2,0,0
fact,0,0,0,0,1,0,0
hydropower,0,0,0,0,1,0,0
state,0,0,0,0,1,0,0
acre,0,0,0,0,1,0,0
hectare,0,0,0,0,1,0,0
advantage,0,0,0,0,1,0,0
disadvantage,0,0,0,0,1,0,0
offer,0,0,0,0,0,0,1
readily,0,0,1,0,0,0,0
lot,0,0,0,0,1,0,0
space,0,0,0,0,1,0,0
resistance,0,0,0,0,1,0,0
resident,0,0,0,0,1,0,0
beginning,0,0,0,0,1,0,0
suggest,0,0,0,0,0,0,1
prove,0,0,0,0,0,0,1
reserve,0,0,0,0,1,0,0
negative,3,0,0,0,0,0,0
consequence,0,0,0,0,1,0,0
fueled,2,0,0,0,0,0,0
plant,0,0,0,0,2,0,0
emit,0,0,0,0,0,0,3
sulfur,0,0,0,0,1,0,0
particulate,0,0,0,0,2,0,0
matter,0,0,0,0,2,0,0
oxide,0,0,0,0,2,0,0
toxic,1,0,0,0,0,0,0
chemical,0,0,0,0,2,0,0
mercury,0,0,0,0,1,0,0
chromium,0,0,0,0,1,0,0
arsenic,0,0,0,0,1,0,0
mobile,0,0,0,0,1,0,0
vehicle,0,0,0,0,1,0,0
exposure,0,0,0,0,1,0,0
heart,0,0,0,0,1,0,0
disease,0,0,0,0,1,0,0
asthma,0,0,0,0,1,0,0
human,2,0,0,0,0,0,0
health,0,0,0,0,1,0,0
problem,0,0,0,0,1,0,0
addition,0,0,0,0,2,0,0
emission,0,0,0,0,1,0,0
responsible,1,0,0,0,0,0,0
acid,0,0,0,0,1,0,0
rain,0,0,0,0,1,0,0
acidification,0,0,0,0,1,0,0
consequent,1,0,0,0,0,0,0
damage,0,0,0,0,2,0,0
aquatic,1,0,0,0,0,0,0
life,0,0,0,0,1,0,0
leaf,0,0,0,0,1,0,0
forest,0,0,0,0,1,0,0
smog,0,0,0,0,1,0,0
urban,1,0,0,0,0,0,0
furthermore,0,0,1,0,0,0,0
burning,0,0,0,0,1,0,0
release,0,0,0,0,1,0,1
main,1,0,0,0,0,0,0
greenhouse,0,0,0,0,3,0,0
country,0,0,0,0,1,0,0
dependence,0,0,0,0,1,0,0
basic,1,0,0,0,0,0,0
formation,0,0,0,0,1,0,0
shine,0,0,0,0,0,0,1
behavior,0,0,0,0,2,0,0
go,0,0,0,0,0,0,1
cease,0,0,0,0,0,0,1
exist,0,0,0,0,0,0,1
inconvenient,1,0,0,0,0,0,0
product,0,0,0,0,1,0,0
deal,0,0,0,0,0,0,1
downside,0,0,0,0,1,0,0
consistent,1,0,0,0,0,0,0
strong,1,0,0,0,0,0,0
necessarily,0,0,1,0,0,0,0
transmit,0,0,0,0,0,0,1
consumer,0,0,0,0,1,0,0
inconsistent,1,0,0,0,0,0,0
store,0,0,0,0,0,0,1
necessary,1,0,0,0,0,0,0
relate,0,0,0,0,0,0,1
impact,0,0,0,0,6,0,0
associate,0,0,0,0,0,0,3
noise,0,0,0,0,8,0,0
visual,3,0,0,0,0,0,0
disturbance,0,0,0,0,1,0,0
equipment,0,0,0,0,1,0,0
gearbox,0,0,0,0,1,0,0
aerodynamic,2,0,0,0,0,0,0
dampen,0,0,0,0,0,0,1
alter,0,0,0,0,0,0,1
swish,0,0,0,0,0,0,1
sound,0,0,0,0,1,0,0
decibel,0,0,0,0,1,0,0
loud,1,0,0,0,0,0,0
travel,0,0,0,0,0,0,1
car,0,0,0,0,1,0,0
nighttime,1,0,0,0,0,0,0
background,0,0,0,0,1,0,0
involve,0,0,0,0,0,0,1
flicker,0,0,0,0,1,0,0
reflect,0,0,0,0,0,0,1
spin,0,0,0,0,0,0,1
pocket,0,0,0,0,1,0,0
electromagnetic,1,0,0,0,0,0,0
interference,0,0,0,0,1,0,0
affect,0,0,0,0,0,0,1
television,0,0,0,0,1,0,0
radio,0,0,0,0,1,0,0
signal,0,0,0,0,1,0,0
proximity,0,0,0,0,1,0,0
somewhat,0,0,1,0,0,0,0
grid,0,0,0,0,1,0,0
placement,0,0,0,0,1,0,0
perception,0,0,0,0,1,0,0
return,0,0,0,0,1,0,0
investment,0,0,0,0,1,0,0
controversy,0,0,0,0,1,0,0
project,0,0,0,0,2,0,0
coast,0,0,0,0,1,0,0
approve,0,0,0,0,0,0,1
federal,1,0,0,0,0,0,0
