word,ADJ,ADP,ADV,AUX,CCONJ,NOUN,NUM,PRON,SCONJ,VERB,X
acrostic,0,0,0,0,0,1,0,0,0,0,0
biographical,3,0,0,0,0,0,0,0,0,0,0
information,0,0,0,0,0,4,0,0,0,0,0
section,0,0,0,0,0,4,0,0,0,0,0
insight,0,0,0,0,0,7,0,0,0,0,0
instruct,0,0,0,0,0,0,0,0,0,3,0
spread,0,0,0,0,0,0,0,0,0,3,0
orthodox,3,0,0,0,0,0,0,0,0,0,0
sermon,0,0,0,0,0,7,0,0,0,0,0
nickname,0,0,0,0,0,2,0,0,0,0,0
peasant,0,0,0,0,0,3,0,0,0,0,0
harvest,0,0,0,0,0,0,0,0,0,1,0
crop,0,0,0,0,0,1,0,0,0,0,0
adorn,0,0,0,0,0,0,0,0,0,1,0
rewrite,0,0,0,0,0,0,0,0,0,1,0
reserve,0,0,0,0,0,1,0,0,0,3,0
symbol,0,0,0,0,0,5,0,0,0,0,0
adaptation,0,0,0,0,0,5,0,0,0,0,0
aristocratic,13,0,0,0,0,0,0,0,0,0,0
illiterate,2,0,0,0,0,0,0,0,0,0,0
herdsman,0,0,0,0,0,2,0,0,0,0,0
retire,0,0,0,0,0,0,0,0,0,3,0
company,0,0,0,0,0,14,0,0,0,0,0
night,0,0,0,0,0,4,0,0,0,0,0
shame,0,0,0,0,0,2,0,0,0,1,0
comply,0,0,0,0,0,0,0,0,0,1,0
demand,0,0,0,0,0,3,0,0,0,4,0
guest,0,0,0,0,0,2,0,0,0,0,0
stranger,0,0,0,0,0,1,0,0,0,0,0
command,0,0,0,0,0,2,0,0,0,4,0
utter,0,0,0,0,0,0,0,0,0,1,0
hear,0,0,0,0,0,0,0,0,0,4,0
awake,0,0,0,0,0,0,0,0,0,1,0
farm,0,0,0,0,0,1,0,0,0,0,0
bailiff,0,0,0,0,0,3,0,0,0,0,0
conduct,0,0,0,0,0,4,0,0,0,1,0
monastery,0,0,0,0,0,3,0,0,0,0,0
abbess,0,0,0,0,0,3,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,12,0
divinely,0,0,2,0,0,0,0,0,0,0,0
test,0,0,0,0,0,0,0,0,0,8,0
propose,0,0,0,0,0,0,0,0,0,5,0
render,0,0,0,0,0,0,0,0,0,6,0
portion,0,0,0,0,0,2,0,0,0,0,0
sacred,6,0,0,0,0,0,0,0,0,0,0
explain,0,0,0,0,0,0,0,0,0,5,0
morning,0,0,0,0,0,2,0,0,0,0,0
fulfil,0,0,0,0,0,0,0,0,0,2,0
task,0,0,0,0,0,2,0,0,0,0,0
request,0,0,0,0,0,2,0,0,0,0,0
inmate,0,0,0,0,0,1,0,0,0,0,0
remainder,0,0,0,0,0,1,0,0,0,0,0
learned,5,0,0,0,0,0,0,0,0,0,0
brother,0,0,0,0,0,18,0,0,0,0,0
expound,0,0,0,0,0,0,0,0,0,2,0
reproduce,0,0,0,0,0,0,0,0,0,2,0
unvarying,1,0,0,0,0,0,0,0,0,0,0
aim,0,0,0,0,0,6,0,0,0,3,0
righteousness,0,0,0,0,0,1,0,0,0,0,0
spite,0,0,0,0,0,4,0,0,0,0,0
supposedly,0,0,4,0,0,0,0,0,0,0,0
precious,2,0,0,0,0,0,0,0,0,0,0
poetically,0,0,3,0,0,0,0,0,0,0,0
uninspired,1,0,0,0,0,0,0,0,0,0,0
confidence,0,0,0,0,0,6,0,0,0,0,0
northumbrian,2,0,0,0,0,0,0,0,0,0,0
spell,0,0,0,0,0,0,0,0,0,4,0
trilogy,0,0,0,0,0,2,0,0,0,0,0
ask,0,0,0,0,0,0,0,0,0,4,0
prayer,0,0,0,0,0,2,0,0,0,0,0
rhymed,5,0,0,0,0,0,0,0,0,0,0
mercian,1,0,0,0,0,0,0,0,0,0,0
reason,0,0,0,0,0,14,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,9,0
person,0,0,0,0,0,18,0,0,0,0,0
cleric,0,0,0,0,0,3,0,0,0,0,0
finding,0,0,0,0,0,1,0,0,0,0,0
versified,2,0,0,0,0,0,0,0,0,0,0
retelling,0,0,0,0,0,1,0,0,0,0,0
maiden,0,0,0,0,0,3,0,0,0,0,0
reject,0,0,0,0,0,0,0,0,0,6,0
suit,0,0,0,0,0,2,0,0,0,4,0
prefect,0,0,0,0,0,1,0,0,0,0,0
faith,0,0,0,0,0,8,0,0,0,0,0
consequently,0,0,3,0,0,0,0,0,0,0,0
suffer,0,0,0,0,0,0,0,0,0,14,0
torment,0,0,0,0,0,5,0,0,0,2,0
mere,3,0,0,0,0,0,0,0,0,0,0
everyday,2,0,0,0,0,1,0,0,0,0,0
enliven,0,0,0,0,0,0,0,0,0,3,0
careful,2,0,0,0,0,0,0,0,0,0,0
skillful,1,0,0,0,0,0,0,0,0,0,0
craftsman,0,0,0,0,0,1,0,0,0,0,0
consciously,0,0,4,0,0,0,0,0,0,0,0
principle,0,0,0,0,0,5,0,0,0,0,0
rhetoric,0,0,0,0,0,8,0,0,0,0,0
clarity,0,0,0,0,0,6,0,0,0,0,0
orderly,1,0,0,0,0,0,0,0,0,0,0
progress,0,0,0,0,0,6,0,0,0,0,0
unlike,3,4,0,0,0,0,0,0,0,0,0
confusion,0,0,0,0,0,3,0,0,0,0,0
circumlocution,0,0,0,0,0,1,0,0,0,0,0
traditionally,0,0,4,0,0,0,0,0,0,0,0
canonize,0,0,0,0,0,0,0,0,0,1,0
chronologist,0,0,0,0,0,1,0,0,0,0,0
vital,1,0,0,0,0,0,0,0,0,0,0
conversion,0,0,0,0,0,2,0,0,0,0,0
lifetime,0,0,0,0,0,5,0,0,0,0,0
reputation,0,0,0,0,0,14,0,0,0,0,0
scriptural,8,0,0,0,0,0,0,0,0,0,0
copy,0,0,0,0,0,2,0,0,0,8,0
western,1,0,0,0,0,0,0,0,0,0,0
method,0,0,0,0,0,4,0,0,0,0,0
incarnation,0,0,0,0,0,1,0,0,0,0,0
chronology,0,0,0,0,0,4,0,0,0,0,0
perpetuate,0,0,0,0,0,0,0,0,0,1,0
home,0,0,4,0,0,7,0,0,0,0,0
school,0,0,0,0,0,9,0,0,0,0,0
transmit,0,0,0,0,0,0,0,0,0,3,0
continent,0,0,0,0,0,4,0,0,0,0,0
palace,0,0,0,0,0,2,0,0,0,0,0
parentage,0,0,0,0,0,1,0,0,0,0,0
near,3,7,0,0,0,0,0,0,0,1,0
care,0,0,0,0,0,2,0,0,0,1,0
entrust,0,0,0,0,0,0,0,0,0,3,0
ordain,0,0,0,0,0,0,0,0,0,1,0
deacon,0,0,0,0,0,1,0,0,0,0,0
priest,0,0,0,0,0,8,0,0,0,0,0
apart,0,1,9,0,0,0,0,0,0,0,0
visit,0,0,0,0,0,2,0,0,0,7,0
bury,0,0,0,0,0,0,0,0,0,7,0
remove,0,0,0,0,0,0,0,0,0,4,0
entomb,0,0,0,0,0,0,0,0,0,1,0
renowned,3,0,0,0,0,0,0,0,0,0,0
crucial,7,0,0,0,0,0,0,0,0,0,0
grammatical,1,0,0,0,0,0,0,0,0,0,0
scientific,6,0,0,0,0,0,0,0,0,0,0
spelling,0,0,0,0,0,4,0,0,0,0,0
speech,0,0,0,0,0,13,0,0,0,0,0
epigram,0,0,0,0,0,5,0,0,0,0,0
temporibus,0,0,0,0,0,0,0,0,0,0,1
brief,10,0,0,0,0,0,0,0,0,0,0
chronicle,0,0,0,0,0,9,0,0,0,0,0
attach,0,0,0,0,0,0,0,0,0,1,0
complete,7,0,0,0,0,0,0,0,0,11,0
greatly,0,0,4,0,0,0,0,0,0,0,0
amplify,0,0,0,0,0,0,0,0,0,1,0
temporum,0,0,0,0,0,0,0,0,0,0,1
ratione,0,0,0,0,0,0,0,0,0,0,1
reckoning,0,0,0,0,0,2,0,0,0,0,0
concern,0,0,0,0,0,10,0,0,0,16,0
relevant,1,0,0,0,0,0,0,0,0,0,0
interpretation,0,0,0,0,0,3,0,0,0,0,0
allegorical,10,0,0,0,0,0,0,0,0,0,0
symbolic,2,0,0,0,0,0,0,0,0,0,0
deep,5,0,0,0,0,0,0,0,0,0,0
judgment,0,0,0,0,0,3,0,0,0,0,0
rationalize,0,0,0,0,0,0,0,0,0,1,0
discrepancy,0,0,0,0,0,2,0,0,0,0,0
uncritical,1,0,0,0,0,0,0,0,0,0,0
abound,0,0,0,0,0,0,0,0,0,2,0
miracle,0,0,0,0,0,8,0,0,0,0,0
exclusively,0,0,1,0,0,0,0,0,0,0,0
divide,0,0,0,0,0,0,0,0,0,1,0
raid,0,0,0,0,0,1,0,0,0,0,0
bce,0,0,0,0,0,1,0,0,0,0,0
claim,0,0,0,0,0,4,0,0,0,10,0
authority,0,0,0,0,0,21,0,0,0,0,0
ancient,7,0,0,0,0,0,0,0,0,0,0
forefather,0,0,0,0,0,1,0,0,0,0,0
knowledge,0,0,0,0,0,14,0,0,0,0,0
tantalizing,1,0,0,0,0,0,0,0,0,0,0
overload,0,0,0,0,0,0,0,0,0,1,0
miraculous,3,0,0,0,0,0,0,0,0,0,0
anxious,3,0,0,0,0,0,0,0,0,0,0
assess,0,0,0,0,0,0,0,0,0,1,0
accuracy,0,0,0,0,0,1,0,0,0,0,0
trustworthy,1,0,0,0,0,0,0,0,0,0,0
indispensable,1,0,0,0,0,0,0,0,0,0,0
feel,0,0,0,0,0,1,0,0,0,4,0
monument,0,0,0,0,0,5,0,0,0,0,0
captivate,0,0,0,0,0,0,0,0,0,1,0
reader,0,0,0,0,0,21,0,0,0,0,0
modern,16,0,0,0,0,0,0,0,0,0,0
irish,2,0,0,0,0,0,0,0,0,0,0
international,2,0,0,0,0,0,0,0,0,0,0
seller,0,0,0,0,0,2,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,0,9,0
chronological,3,0,0,0,0,0,0,0,0,0,0
compilation,0,0,0,0,0,3,0,0,0,0,0
interrelated,1,0,0,0,0,0,0,0,0,0,0
primary,1,0,0,0,0,0,0,0,0,0,0
assemble,0,0,0,0,0,0,0,0,0,1,0
material,0,0,0,0,0,12,0,0,0,0,0
epitome,0,0,0,0,0,2,0,0,0,0,0
genealogy,0,0,0,0,0,2,0,0,0,0,0
regnal,1,0,0,0,0,0,0,0,0,0,0
episcopal,3,0,0,0,0,0,0,0,0,0,0
compiler,0,0,0,0,0,1,0,0,0,0,0
access,0,0,0,0,0,3,0,0,0,0,0
frankish,1,0,0,0,0,0,0,0,0,0,0
circulate,0,0,0,0,0,0,0,0,0,5,0
available,7,0,0,0,0,0,0,0,0,0,0
chronicler,0,0,0,0,0,2,0,0,0,0,0
eventually,0,0,13,0,0,0,0,0,0,0,0
north,0,0,0,0,0,5,0,0,0,0,0
stop,0,0,0,0,0,0,0,0,0,2,0
house,0,0,0,0,0,11,0,0,0,1,0
occur,0,0,0,0,0,0,0,0,0,5,0
local,4,0,0,0,0,0,0,0,0,0,0
confine,0,0,0,0,0,1,0,0,0,3,0
fullness,0,0,0,0,0,1,0,0,0,0,0
barren,1,0,0,0,0,0,0,0,0,0,0
document,0,0,0,0,0,8,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,7,0
destroy,0,0,0,0,0,0,0,0,0,6,0
fragment,0,0,0,0,0,8,0,0,0,0,0
generally,0,0,11,0,0,0,0,0,0,0,0
alphabet,0,0,0,0,0,2,0,0,0,0,0
previously,0,0,3,0,0,0,0,0,0,0,0
mention,0,0,0,0,0,2,0,0,0,4,0
ally,0,0,0,0,0,1,0,0,0,2,0
leadership,0,0,0,0,0,2,0,0,0,0,0
claimant,0,0,0,0,0,3,0,0,0,0,0
throne,0,0,0,0,0,8,0,0,0,0,0
count,0,0,0,0,0,2,0,0,0,1,0
earl,0,0,0,0,0,14,0,0,0,0,0
battlefield,0,0,0,0,0,3,0,0,0,0,0
picture,0,0,0,0,0,3,0,0,0,2,0
slink,0,0,0,0,0,0,0,0,0,1,0
ship,0,0,0,0,0,1,0,0,0,0,0
son,0,0,0,0,0,44,0,0,0,0,0
devour,0,0,0,0,0,0,0,0,0,4,0
raven,0,0,0,0,0,1,0,0,0,0,0
fight,0,0,0,0,0,2,0,0,0,2,0
skirmish,0,0,0,0,0,1,0,0,0,0,0
norwegian,1,0,0,0,0,0,0,0,0,0,0
raider,0,0,0,0,0,1,0,0,0,0,0
incomplete,5,0,0,0,0,0,0,0,0,0,0
ending,0,0,0,0,0,7,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,0,18,0
vivid,7,0,0,0,0,0,0,0,0,0,0
combat,0,0,0,0,0,1,0,0,0,2,0
ethos,0,0,0,0,0,2,0,0,0,0,0
loyalty,0,0,0,0,0,7,0,0,0,0,0
open,3,1,0,0,0,0,0,0,0,7,0
party,0,0,0,0,0,3,0,0,0,0,0
align,0,0,0,0,0,0,0,0,0,2,0
stream,0,0,0,0,0,2,0,0,0,0,0
offer,0,0,0,0,0,0,0,0,0,11,0
cynical,4,0,0,0,0,0,0,0,0,0,0
suggestion,0,0,0,0,0,2,0,0,0,0,0
buy,0,0,0,0,0,0,0,0,0,4,0
peace,0,0,0,0,0,6,0,0,0,0,0
golden,3,0,0,0,0,0,0,0,0,0,0
ring,0,0,0,0,0,1,0,0,0,0,0
commander,0,0,0,0,0,1,0,0,0,0,0
reply,0,0,0,0,0,2,0,0,0,4,0
pay,0,0,0,0,0,0,0,0,0,10,0
tribute,0,0,0,0,0,3,0,0,0,0,0
spear,0,0,0,0,0,3,0,0,0,0,0
dart,0,0,0,0,0,1,0,0,0,0,0
advance,0,0,0,0,0,2,0,0,0,6,0
recklessly,0,0,1,0,0,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,6,0
safe,2,0,0,0,0,0,0,0,0,0,0
feat,0,0,0,0,0,2,0,0,0,0,0
courage,0,0,0,0,0,1,0,0,0,1,0
slay,0,0,0,0,0,0,0,0,0,1,0
panic,0,0,0,0,0,1,0,0,0,0,0
warrior,0,0,0,0,0,9,0,0,0,0,0
desert,0,0,0,0,0,0,0,0,0,2,0
deserter,0,0,0,0,0,2,0,0,0,0,0
carefully,0,0,4,0,0,0,0,0,0,0,0
retainer,0,0,0,0,0,3,0,0,0,0,0
rallying,0,0,0,0,0,1,0,0,0,0,0
mind,0,0,0,0,0,15,0,0,0,1,0
firm,3,0,0,0,0,0,0,0,0,0,0
heart,0,0,0,0,0,11,0,0,0,0,0
fierce,2,0,0,0,0,0,0,0,0,0,0
strength,0,0,0,0,0,12,0,0,0,0,0
diminish,0,0,0,0,0,0,0,0,0,1,0
print,0,0,0,0,0,3,0,0,0,12,0
untitled,1,0,0,0,0,0,0,0,0,0,0
scandinavian,1,0,0,0,0,0,0,0,0,0,0
connect,0,0,0,0,0,0,0,0,0,3,0
site,0,0,0,0,0,1,0,0,0,0,0
verify,0,0,0,0,0,0,0,0,0,1,0
part,0,0,0,0,0,9,0,0,0,0,0
splendid,6,0,0,0,0,0,0,0,0,0,0
mead,0,0,0,0,0,1,0,0,0,0,0
hall,0,0,0,0,0,1,0,0,0,0,0
ravage,0,0,0,0,0,0,0,0,0,2,0
nightly,1,0,0,0,0,0,0,0,0,0,0
unexpectedly,0,0,2,0,0,0,0,0,0,0,0
young,50,0,0,0,0,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,3,0
small,4,0,0,0,0,0,0,0,0,0,0
band,0,0,0,0,0,1,0,0,0,0,0
cleanse,0,0,0,0,0,0,0,0,0,1,0
astonish,0,0,0,0,0,0,0,0,0,1,0
daring,0,0,0,0,0,2,0,0,0,0,0
welcome,0,0,0,0,0,1,0,0,0,1,0
evening,0,0,0,0,0,2,0,0,0,0,0
feasting,0,0,0,0,0,1,0,0,0,0,0
courtesy,0,0,0,0,0,2,0,0,0,0,0
discourtesy,0,0,0,0,0,1,0,0,0,0,0
moor,0,0,0,0,0,1,0,0,0,0,0
tear,0,0,0,0,0,0,0,0,0,5,0
heavy,1,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,2,0,0,0,0,0
sleep,0,0,0,0,0,1,0,0,0,3,0
geat,0,0,0,0,0,1,0,0,0,0,0
grip,0,0,0,0,0,1,0,0,0,0,0
escape,0,0,0,0,0,1,0,0,0,2,0
wrench,0,0,0,0,0,0,0,0,0,1,0
free,11,0,0,0,0,0,0,0,0,2,0
arm,0,0,0,0,0,4,0,0,0,1,0
mortally,0,0,3,0,0,0,0,0,0,0,0
wound,0,0,0,0,0,1,0,0,0,3,0
rejoice,0,0,0,0,0,0,0,0,0,2,0
kill,0,0,0,0,0,0,0,0,0,17,0
cave,0,0,0,0,0,1,0,0,0,0,0
cut,0,0,0,0,0,1,0,0,0,5,0
head,0,0,0,0,0,4,0,0,0,2,0
corpse,0,0,0,0,0,1,0,0,0,0,0
return,0,0,0,0,0,13,0,0,0,19,0
make,0,0,0,0,0,0,0,0,0,22,0
farewell,0,0,0,0,0,3,0,0,0,0,0
honour,0,0,0,0,0,3,0,0,0,1,0
princely,4,0,0,0,0,0,0,0,0,0,0
gift,0,0,0,0,0,6,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,5,0
succession,0,0,0,0,0,3,0,0,0,0,0
kingship,0,0,0,0,0,5,0,0,0,0,0
peaceful,1,0,0,0,0,0,0,0,0,0,0
land,0,0,0,0,0,8,0,0,0,0,0
doughty,1,0,0,0,0,0,0,0,0,0,0
engage,0,0,0,0,0,0,0,0,0,13,0
terrible,5,0,0,0,0,0,0,0,0,0,0
painful,3,0,0,0,0,0,0,0,0,0,0
youth,0,0,0,0,0,4,0,0,0,0,0
desertion,0,0,0,0,0,2,0,0,0,0,0
funeral,0,0,0,0,0,1,0,0,0,0,0
rite,0,0,0,0,0,1,0,0,0,0,0
metrically,0,0,3,0,0,0,0,0,0,0,0
inherit,0,0,0,0,0,0,0,0,0,4,0
incident,0,0,0,0,0,2,0,0,0,0,0
descent,0,0,0,0,0,6,0,0,0,0,0
familiar,5,0,0,0,0,0,0,0,0,0,0
folklore,0,0,0,0,0,2,0,0,0,0,0
ethical,7,0,0,0,0,0,0,0,0,0,0
manifestly,0,0,2,0,0,0,0,0,0,0,0
chief,9,0,0,0,0,2,0,0,0,0,0
vengeance,0,0,0,0,0,2,0,0,0,0,0
lack,0,0,0,0,0,4,0,0,0,6,0
grim,2,0,0,0,0,0,0,0,0,0,0
fatality,0,0,0,0,0,1,0,0,0,0,0
eddic,1,0,0,0,0,0,0,0,0,0,0
lay,1,0,0,0,0,3,0,0,0,7,1
icelandic,1,0,0,0,0,0,0,0,0,0,0
saga,0,0,0,0,0,4,0,0,0,0,0
altruistic,1,0,0,0,0,0,0,0,0,0,0
entail,0,0,0,0,0,0,0,0,0,3,0
retaliation,0,0,0,0,0,1,0,0,0,0,0
blood,0,0,0,0,0,8,0,0,0,0,0
community,0,0,0,0,0,4,0,0,0,0,0
civilization,0,0,0,0,0,2,0,0,0,0,0
critic,0,0,0,0,0,5,0,0,0,0,0
allegory,0,0,0,0,0,9,0,0,0,0,0
goodness,0,0,0,0,0,4,0,0,0,0,0
force,0,0,0,0,0,7,0,0,0,8,0
darkness,0,0,0,0,0,5,0,0,0,0,0
sacrificial,1,0,0,0,0,0,0,0,0,0,0
fitting,2,0,0,0,0,0,0,0,0,0,0
optimistic,1,0,0,0,0,0,0,0,0,0,0
total,4,0,0,0,0,0,0,0,0,0,0
happy,5,0,0,0,0,0,0,0,0,0,0
ominous,1,0,0,0,0,0,0,0,0,0,0
allusion,0,0,0,0,0,6,0,0,0,0,0
audience,0,0,0,0,0,26,0,0,0,0,0
sanguinely,0,0,1,0,0,0,0,0,0,0,0
future,2,0,0,0,0,2,0,0,0,0,0
destruction,0,0,0,0,0,7,0,0,0,0,0
burning,0,0,0,0,0,1,0,0,0,0,0
slow,1,0,2,0,0,0,0,0,0,0,0
funereal,1,0,0,0,0,0,0,0,0,0,0
replay,0,0,0,0,0,0,0,0,0,1,0
key,1,0,0,0,0,2,0,0,0,0,0
counterpoint,0,0,0,0,0,1,0,0,0,0,0
mood,0,0,0,0,0,7,0,0,0,0,0
increasingly,0,0,9,0,0,0,0,0,0,0,0
sombre,6,0,0,0,0,0,0,0,0,0,0
wyrd,0,0,0,0,0,1,0,0,0,0,0
close,11,0,2,0,0,0,0,0,0,4,0
scop,0,0,0,0,0,1,0,0,0,0,0
minstrel,0,0,0,0,0,2,0,0,0,0,0
refrain,0,0,0,0,0,4,0,0,0,0,0
complaint,0,0,0,0,0,4,0,0,0,0,0
lord,0,0,0,0,0,3,0,0,0,0,0
favour,0,0,0,0,0,4,0,0,0,1,0
recall,0,0,0,0,0,0,0,0,0,2,0
irregular,1,0,0,0,0,0,0,0,0,0,0
stanza,0,0,0,0,0,11,0,0,0,0,0
suffering,0,0,0,0,0,8,0,0,0,0,0
trouble,0,0,0,0,0,4,0,0,0,1,0
merely,0,0,8,0,0,0,0,0,0,0,0
pretext,0,0,0,0,0,1,0,0,0,0,0
intensely,0,0,2,0,0,0,0,0,0,0,0
personal,21,0,0,0,0,0,0,0,0,0,0
fine,11,0,0,0,0,1,0,0,0,1,0
unknown,8,0,0,0,0,0,0,0,0,0,0
behold,0,0,0,0,0,0,0,0,0,1,0
tree,0,0,0,0,0,3,0,0,0,0,0
saviour,0,0,0,0,0,2,0,0,0,0,0
nail,0,0,0,0,0,1,0,0,0,0,0
shaft,0,0,0,0,0,1,0,0,0,0,0
insult,0,0,0,0,0,1,0,0,0,2,0
fulfill,0,0,0,0,0,0,0,0,0,3,0
stain,0,0,0,0,0,0,0,0,0,1,0
resplendent,1,0,0,0,0,0,0,0,0,0,0
sign,0,0,0,0,0,5,0,0,0,1,0
mankind,0,0,0,0,0,2,0,0,0,0,0
inscription,0,0,0,0,0,1,0,0,0,0,0
parish,0,0,0,0,0,4,0,0,0,0,0
church,0,0,0,0,0,17,0,0,0,0,0
discovery,0,0,0,0,0,4,0,0,0,0,0
large,13,0,1,0,0,0,0,0,0,0,0
collection,0,0,0,0,0,18,0,0,0,0,0
intermingle,0,0,0,0,0,0,0,0,0,3,0
type,0,0,0,0,0,9,0,0,0,0,0
codex,0,0,0,0,0,1,0,0,0,0,0
ruin,0,0,0,0,0,1,0,0,0,0,0
evoke,0,0,0,0,0,0,0,0,0,4,0
poignant,2,0,0,0,0,0,0,0,0,0,0
sense,0,0,0,0,0,27,0,0,0,3,0
desolation,0,0,0,0,0,2,0,0,0,0,0
loneliness,0,0,0,0,0,1,0,0,0,0,0
lover,0,0,0,0,0,17,0,0,0,0,0
terror,0,0,0,0,0,3,0,0,0,0,0
weight,0,0,0,0,0,4,0,0,0,0,0
solitary,1,0,0,0,0,0,0,0,0,0,0
kind,0,0,0,0,0,25,0,0,0,0,0
gnomic,1,0,0,0,0,0,0,0,0,0,0
fictitious,3,0,0,0,0,0,0,0,0,0,0
bard,0,0,0,0,0,1,0,0,0,0,0
arrangement,0,0,0,0,0,4,0,0,0,0,0
haphazard,2,0,0,0,0,0,0,0,0,0,0
ingenious,3,0,0,0,0,0,0,0,0,0,0
emotive,1,0,0,0,0,0,0,0,0,0,0
wooden,1,0,0,0,0,0,0,0,0,0,0
staff,0,0,0,0,0,3,0,0,0,0,0
sapling,0,0,0,0,0,1,0,0,0,0,0
secret,4,0,0,0,0,4,0,0,0,0,0
flee,0,0,0,0,0,0,0,0,0,4,0
wealth,0,0,0,0,0,4,0,0,0,0,0
implore,0,0,0,0,0,0,0,0,0,1,0
sail,0,0,0,0,0,2,0,0,0,0,0
join,0,0,0,0,0,0,0,0,0,3,0
correspond,0,0,0,0,0,0,0,0,0,7,0
roughly,0,0,3,0,0,0,0,0,0,0,0
doubtful,1,0,0,0,0,0,0,0,0,0,0
angel,0,0,0,0,0,16,0,0,0,0,0
superior,3,0,0,0,0,0,0,0,0,0,0
reveal,0,0,0,0,0,0,0,0,0,5,0
interpolate,0,0,0,0,0,0,0,0,0,1,0
striking,2,0,0,0,0,0,0,0,0,0,0
resemblance,0,0,0,0,0,5,0,0,0,0,0
sacrifice,0,0,0,0,0,4,0,0,0,1,0
flight,0,0,0,0,0,4,0,0,0,0,0
inferior,1,0,0,0,0,0,0,0,0,0,0
fallen,10,0,0,0,0,0,0,0,0,0,0
harrowing,1,0,0,0,0,0,0,0,0,0,0
hell,0,0,0,0,0,6,0,0,0,0,0
temptation,0,0,0,0,0,12,0,0,0,0,0
anachronistic,1,0,0,0,0,0,0,0,0,0,0
unifying,1,0,0,0,0,0,0,0,0,0,0
rude,1,0,0,0,0,0,0,0,0,0,0
polish,0,0,0,0,0,2,0,0,0,0,0
drawing,0,0,0,0,0,1,0,0,0,0,0
address,0,0,0,0,0,1,0,0,0,13,0
save,0,0,0,0,0,0,0,0,0,4,0
homiletic,2,0,0,0,0,0,0,0,0,0,0
northwestern,2,0,0,0,0,0,0,0,0,0,0
marginalia,0,0,0,0,0,1,0,0,0,0,0
pilgrim,0,0,0,0,0,9,0,0,0,0,0
establish,0,0,0,0,0,0,0,0,0,24,0
versatility,0,0,0,0,0,3,0,0,0,0,0
unequaled,2,0,0,0,0,0,0,0,0,0,0
immediate,4,0,0,0,0,0,0,0,0,0,0
transformation,0,0,0,0,0,2,0,0,0,0,0
praise,0,0,0,0,0,6,0,0,0,11,0
city,0,0,0,0,0,18,0,0,0,0,0
relic,0,0,0,0,0,2,0,0,0,0,0
correct,1,0,0,0,0,0,0,0,0,0,0
conquest,0,0,0,0,0,3,0,0,0,0,0
rhyme,0,0,0,0,0,10,0,0,0,5,0
supplant,0,0,0,0,0,0,0,0,0,1,0
supplement,0,0,0,0,0,0,0,0,0,2,0
postconquest,1,0,0,0,0,0,0,0,0,0,0
grave,2,0,0,0,0,2,0,0,0,0,0
cruelty,0,0,0,0,0,2,0,0,0,0,0
model,0,0,0,0,0,11,0,0,0,2,0
archaic,4,0,0,0,0,0,0,0,0,0,0
mix,0,0,0,0,0,3,0,0,0,4,0
couplet,0,0,0,0,0,16,0,0,0,0,0
eschew,0,0,0,0,0,0,0,0,0,3,0
vocabulary,0,0,0,0,0,2,0,0,0,0,0
regum,0,0,0,0,0,0,0,0,0,0,1
flavour,0,0,0,0,0,2,0,0,0,0,0
miss,0,0,0,0,0,0,0,0,0,1,0
shortly,0,0,1,0,0,0,0,0,0,0,0
modernize,0,0,0,0,0,0,0,0,0,1,0
abridge,0,0,0,0,0,0,0,0,0,1,0
speed,0,0,0,0,0,1,0,0,0,0,0
proverb,0,0,0,0,0,2,0,0,0,0,0
deliver,0,0,0,0,0,0,0,0,0,6,0
wisdom,0,0,0,0,0,6,0,0,0,0,0
mixture,0,0,0,0,0,3,0,0,0,0,0
hardly,0,0,5,0,0,0,0,0,0,0,0
threeand,0,0,0,0,0,0,1,0,0,0,0
septenary,2,0,0,0,0,0,0,0,0,0,0
heptameter,0,0,0,0,0,1,0,0,0,0,0
logic,0,0,0,0,0,3,0,0,0,0,0
obvious,3,0,0,0,0,0,0,0,0,0,0
varied,5,0,0,0,0,0,0,0,0,0,0
regular,4,0,0,0,0,0,0,0,0,0,0
morale,0,0,0,0,0,2,0,0,0,0,0
dose,0,0,0,0,0,1,0,0,0,0,0
advice,0,0,0,0,0,4,0,0,0,0,0
brilliant,11,0,0,0,0,0,0,0,0,0,0
bird,0,0,0,0,0,4,0,0,0,0,0
range,0,0,0,0,0,4,0,0,0,3,0
hygienic,1,0,0,0,0,0,0,0,0,0,0
habit,0,0,0,0,0,4,0,0,0,0,0
song,0,0,0,0,0,16,0,0,0,0,0
marriage,0,0,0,0,0,45,0,0,0,0,0
prognostication,0,0,0,0,0,1,0,0,0,0,0
mode,0,0,0,0,0,5,0,0,0,0,0
worship,0,0,0,0,0,3,0,0,0,1,0
nightingale,0,0,0,0,0,1,0,0,0,0,0
joyous,2,0,0,0,0,0,0,0,0,0,0
owl,0,0,0,0,0,1,0,0,0,0,0
clear,8,0,0,0,0,0,0,0,0,0,0
