word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,SCONJ,VERB,X
blending,0,0,0,0,0,1,0,0,0,0
arthurian,1,0,0,0,0,0,0,0,0,0
carolingian,1,0,0,0,0,0,0,0,0,0
inspire,0,0,0,0,0,0,0,0,8,0
ability,0,0,0,0,0,2,0,0,0,0
sophisticated,1,0,0,0,0,0,0,0,0,0
notwithstanding,0,2,0,0,0,0,0,0,0,0
cut,0,0,0,0,0,0,0,0,1,0
key,1,0,0,0,0,0,0,0,0,0
figure,0,0,0,0,0,4,0,0,0,0
fascination,0,0,0,0,0,1,0,0,0,0
convinced,2,0,0,0,0,0,0,0,0,0
weave,0,0,0,0,0,0,0,0,1,0
founder,0,0,0,0,0,2,0,0,0,0
bear,0,0,0,0,0,0,0,0,1,0
temporary,1,0,0,0,0,0,0,0,0,0
site,0,0,0,0,0,1,0,0,0,0
court,0,0,0,0,0,1,0,0,0,0
valuable,1,0,0,0,0,0,0,0,0,0
nearby,2,0,0,0,0,0,0,0,0,0
settle,0,0,0,0,0,0,0,0,2,0
abandon,0,0,0,0,0,0,0,0,2,0
legal,1,0,0,0,0,0,0,0,0,0
fascinated,1,0,0,0,0,0,0,0,0,0
survive,0,0,0,0,0,0,0,0,1,0
mother,0,0,0,0,0,2,0,0,0,0
relentless,1,0,0,0,0,0,0,0,0,0
collection,0,0,0,0,0,1,0,0,0,0
sizable,1,0,0,0,0,0,0,0,0,0
celebrated,3,0,0,0,0,0,0,0,0,0
collectively,0,0,1,0,0,0,0,0,0,0
rhyme,0,0,0,0,0,1,0,0,0,0
tell,0,0,0,0,0,0,0,0,2,0
identify,0,0,0,0,0,0,0,0,1,0
viris,0,0,0,0,0,0,0,0,0,1
illustribus,0,0,0,0,0,0,0,0,0,1
illustrious,1,0,0,0,0,0,0,0,0,0
biography,0,0,0,0,0,1,0,0,0,0
secretum,0,0,0,0,0,0,0,0,0,1
meum,0,0,0,0,0,0,0,0,0,2
autobiographical,1,0,0,0,0,0,0,0,0,0
vita,0,0,0,0,0,0,0,0,0,1
solitaria,0,0,0,0,0,0,0,0,0,1
epistolae,0,0,0,0,0,1,0,0,0,0
metricae,0,0,0,0,0,0,0,0,0,1
soul,0,0,0,0,0,2,0,0,0,0
heaven,0,0,0,0,0,2,0,0,0,0
permanently,0,0,1,0,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,1,0
single,4,0,0,0,0,0,0,0,0,0
deal,0,0,0,0,0,1,0,0,0,0
tool,0,0,0,0,0,1,0,0,0,0
accurate,1,0,0,0,0,0,0,0,0,0
translation,0,0,0,0,0,6,0,0,0,0
commentary,0,0,0,0,0,1,0,0,0,0
broad,1,0,0,0,0,0,0,0,0,0
standard,1,0,0,0,0,1,0,0,0,0
preeminent,1,0,0,0,0,0,0,0,0,0
logic,0,0,0,0,0,1,0,0,0,0
physics,0,0,0,0,0,2,0,0,0,0
instrumental,1,0,0,0,0,0,0,0,0,0
scientist,0,0,0,0,0,5,0,0,0,0
stoicism,0,0,0,0,0,1,0,0,0,0
skepticism,0,0,0,0,0,1,0,0,0,0
eclectic,1,0,0,0,0,0,0,0,0,0
neoplatonist,2,0,0,0,0,0,0,0,0,0
gnostic,1,0,0,0,0,0,0,0,0,0
doctrine,0,0,0,0,0,4,0,0,0,0
alexandrian,1,0,0,0,0,0,0,0,0,0
hermetic,1,0,0,0,0,0,0,0,0,0
subsequent,1,0,0,0,0,0,0,0,0,0
european,6,0,0,0,0,0,0,0,0,0
aim,0,0,0,0,0,2,0,0,0,0
prefer,0,0,0,0,0,0,0,0,2,0
metaphysics,0,0,0,0,0,1,0,0,0,0
faith,0,0,0,0,0,6,0,0,0,0
benefit,0,0,0,0,0,2,0,0,0,0
educator,0,0,0,0,0,1,0,0,0,0
emphasis,0,0,0,0,0,3,0,0,0,0
worldly,2,0,0,0,0,0,0,0,0,0
fame,0,0,0,0,0,3,0,0,0,0
reader,0,0,0,0,0,2,0,0,0,0
prince,0,0,0,0,0,4,0,0,0,0
employment,0,0,0,0,0,1,0,0,0,0
chancellery,0,0,0,0,0,2,0,0,0,0
embassy,0,0,0,0,0,1,0,0,0,0
secularist,0,0,0,0,0,1,0,0,0,0
sacred,2,0,0,0,0,0,0,0,0,0
defend,0,0,0,0,0,0,0,0,3,0
charge,0,0,0,0,0,1,0,0,0,0
preference,0,0,0,0,0,1,0,0,0,0
ruin,0,0,0,0,0,0,0,0,1,0
christian,14,0,0,0,0,0,0,0,0,0
solid,1,0,0,0,0,0,0,0,0,0
grounding,0,0,0,0,0,1,0,0,0,0
classic,1,0,0,0,0,2,0,0,0,0
preparation,0,0,0,0,0,1,0,0,0,0
perennial,1,0,0,0,0,0,0,0,0,0
atheism,0,0,0,0,0,1,0,0,0,0
dechristianization,0,0,0,0,0,1,0,0,0,0
pupil,0,0,0,0,0,2,0,0,0,0
effort,0,0,0,0,0,5,0,0,0,0
redefine,0,0,0,0,0,0,0,0,1,0
relationship,0,0,0,0,0,1,0,0,0,0
revise,0,0,0,0,0,0,0,0,1,0
imagine,0,0,0,0,0,0,0,0,2,0
chastise,0,0,0,0,0,0,0,0,1,0
pursuit,0,0,0,0,0,1,0,0,0,0
likeness,0,0,0,0,0,1,0,0,0,0
destiny,0,0,0,0,0,4,0,0,0,0
human,14,0,0,0,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,1,0
neoplatonic,1,0,0,0,0,0,0,0,0,0
contemplative,3,0,0,0,0,0,0,0,0,0
innovative,1,0,0,0,0,0,0,0,0,0
tension,0,0,0,0,0,1,0,0,0,0
actual,1,0,0,0,0,0,0,0,0,0
behaviour,0,0,0,0,0,1,0,0,0,0
frankly,0,0,1,0,0,0,0,0,0,0
acknowledge,0,0,0,0,0,0,0,0,1,0
spokesman,0,0,0,0,0,2,0,0,0,0
approach,0,0,0,0,0,2,0,0,0,0
dare,0,0,0,0,0,0,0,0,1,0
success,0,0,0,0,0,1,0,0,0,0
shock,0,0,0,0,0,0,0,0,1,0
synonym,0,0,0,0,0,1,0,0,0,0
crafty,1,0,0,0,0,0,0,0,0,0
unscrupulous,2,0,0,0,0,0,0,0,0,0
tactic,0,0,0,0,0,1,0,0,0,0
machiavellian,2,0,0,0,0,0,0,0,0,0
readily,0,0,1,0,0,0,0,0,0,0
wicked,1,0,0,0,0,0,0,0,0,0
unchristian,1,0,0,0,0,0,0,0,0,0
axiom,0,0,0,0,0,1,0,0,0,0
immoderate,1,0,0,0,0,0,0,0,0,0
oppress,0,0,0,0,0,0,0,0,1,0
selfishness,0,0,0,0,0,1,0,0,0,0
act,0,0,0,0,0,0,0,0,2,0
lofty,1,0,0,0,0,0,0,0,0,0
acute,2,0,0,0,0,0,0,0,0,0
twin,1,0,0,0,0,0,0,0,0,0
disaster,0,0,0,0,0,1,0,0,0,0
overrunning,0,0,0,0,0,1,0,0,0,0
french,11,0,0,0,0,0,0,0,0,0
spanish,12,0,0,0,0,0,0,0,0,0
army,0,0,0,0,0,7,0,0,0,0
advocate,0,0,0,0,0,0,0,0,2,0
unify,0,0,0,0,0,0,0,0,2,0
drive,0,0,0,0,0,0,0,0,1,0
barbarian,0,0,0,0,0,1,0,0,0,0
reestablish,0,0,0,0,0,0,0,0,2,0
detached,1,0,0,0,0,0,0,0,0,0
extended,1,0,0,0,0,0,0,0,0,0
analyze,0,0,0,0,0,0,0,0,3,0
foundation,0,0,0,0,0,1,0,0,0,0
stubborn,1,0,0,0,0,0,0,0,0,0
defective,1,0,0,0,0,0,0,0,0,0
statesman,0,0,0,0,0,1,0,0,0,0
reputation,0,0,0,0,0,1,0,0,0,0
atheist,0,0,0,0,0,1,0,0,0,0
immoral,1,0,0,0,0,0,0,0,0,0
cynic,0,0,0,0,0,1,0,0,0,0
reverence,0,0,0,0,0,1,0,0,0,0
evaluate,0,0,0,0,0,0,0,0,1,0
impact,0,0,0,0,0,2,0,0,0,0
fortune,0,0,0,0,0,5,0,0,0,0
path,0,0,0,0,0,1,0,0,0,0
announce,0,0,0,0,0,0,0,0,1,0
guide,0,0,0,0,0,1,0,0,0,0
experience,0,0,0,0,0,6,0,0,1,0
secretary,0,0,0,0,0,1,0,0,0,0
passionate,1,0,0,0,0,0,0,0,0,0
heir,0,0,0,0,0,2,0,0,0,0
expound,0,0,0,0,0,0,0,0,1,0
explore,0,0,0,0,0,0,0,0,1,0
anniversary,0,0,0,0,0,1,0,0,0,0
publication,0,0,0,0,0,2,0,0,0,0
celebrate,0,0,0,0,0,0,0,0,1,0
threaten,0,0,0,0,0,0,0,0,1,0
chancellor,0,0,0,0,0,2,0,0,0,0
rally,0,0,0,0,0,0,0,0,1,0
remind,0,0,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,1,0,0,0,0
florentini,0,0,0,0,0,0,0,0,0,1
populi,0,0,0,0,0,0,0,0,0,1
libri,0,0,0,0,0,0,0,0,0,3
xii,0,0,0,0,0,0,1,0,0,0
equality,0,0,0,0,0,1,0,0,0,0
reward,0,0,0,0,0,0,0,0,1,0
honour,0,0,0,0,0,2,0,0,0,0
superiority,0,0,0,0,0,3,0,0,0,0
seat,0,0,0,0,0,2,0,0,0,0
version,0,0,0,0,0,3,0,0,0,0
magnificent,1,0,0,0,0,0,0,0,0,0
doubt,0,0,1,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,0,0,5,0
aggression,0,0,0,0,0,1,0,0,0,0
reshape,0,0,0,0,0,0,0,0,1,0
identity,0,0,0,0,0,1,0,0,0,0
champion,0,0,0,0,0,2,0,0,0,0
theory,0,0,0,0,0,4,0,0,0,0
grip,0,0,0,0,0,2,0,0,0,0
active,1,0,0,0,0,0,0,0,0,0
idealism,0,0,0,0,0,2,0,0,0,0
utopian,1,0,0,0,0,0,0,0,0,0
mysticism,0,0,0,0,0,4,0,0,0,0
millennialist,1,0,0,0,0,0,0,0,0,0
dominican,2,0,0,0,0,0,0,0,0,0
preacher,0,0,0,0,0,1,0,0,0,0
envision,0,0,0,0,0,0,0,0,1,0
reincarnation,0,0,0,0,0,1,0,0,0,0
bridge,0,0,0,0,0,1,0,0,0,0
crisis,0,0,0,0,0,1,0,0,0,0
midto,1,0,0,0,0,0,0,0,0,0
get,0,0,0,0,0,0,0,0,1,0
job,0,0,0,0,0,1,0,0,0,0
dismiss,0,0,0,0,0,0,0,0,1,0
friar,0,0,0,0,0,2,0,0,0,0
unarmed,1,0,0,0,0,0,0,0,0,0
prophet,0,0,0,0,0,1,0,0,0,0
bind,0,0,0,0,0,0,0,0,1,0
fail,0,0,0,0,0,0,0,0,1,0
principle,0,0,0,0,0,2,0,0,0,0
sluggish,1,0,0,0,0,0,0,0,0,0
religion,0,0,0,0,0,2,0,0,0,0
indispensable,2,0,0,0,0,0,0,0,0,0
component,0,0,0,0,0,1,0,0,0,0
statecraft,0,0,0,0,0,1,0,0,0,0
subordinate,0,0,0,0,0,0,0,0,1,0
jurisprudence,0,0,0,0,0,1,0,0,0,0
morality,0,0,0,0,0,3,0,0,0,0
deception,0,0,0,0,0,1,0,0,0,0
detestable,1,0,0,0,0,0,0,0,0,0
necessary,2,0,0,0,0,0,0,0,0,0
praiseworthy,1,0,0,0,0,0,0,0,0,0
glorious,1,0,0,0,0,0,0,0,0,0
defeat,0,0,0,0,0,1,0,0,0,0
worth,1,0,0,0,0,0,0,0,0,0
counsel,0,0,0,0,0,1,0,0,0,0
country,0,0,0,0,0,6,0,0,0,0
safety,0,0,0,0,0,1,0,0,0,0
stake,0,0,0,0,0,1,0,0,0,0
injustice,0,0,0,0,0,1,0,0,0,0
mercy,0,0,0,0,0,1,0,0,0,0
cruelty,0,0,0,0,0,1,0,0,0,0
disgrace,0,0,0,0,0,1,0,0,0,0
put,0,0,0,0,0,0,0,0,1,0
consideration,0,0,0,0,0,1,0,0,0,0
aside,0,0,1,0,0,0,0,0,0,0
further,0,0,0,0,0,0,0,0,1,0
consciously,0,0,1,0,0,0,0,0,0,0
forsake,0,0,0,0,0,0,0,0,1,0
ethic,0,0,0,0,0,1,0,0,0,0
countryman,0,0,0,0,0,3,0,0,0,0
share,0,0,0,0,0,1,0,0,2,0
redeem,0,0,0,0,0,0,0,0,1,0
upper,1,0,0,0,0,0,0,0,0,0
career,0,0,0,0,0,3,0,0,0,0
leisure,0,0,0,0,0,2,0,0,0,0
steep,0,0,0,0,0,0,0,0,1,0
dedicated,1,0,0,0,0,0,0,0,0,0
service,0,0,0,0,0,4,0,0,0,0
high,2,0,0,0,0,0,0,0,0,0
position,0,0,0,0,0,4,0,0,0,0
skeptical,2,0,0,0,0,0,0,0,0,0
aristocratic,1,0,0,0,0,0,0,0,0,0
half,0,0,0,0,1,2,0,0,0,0
second,5,0,0,0,0,0,0,0,0,0
confidant,0,0,0,0,0,1,0,0,0,0
retire,0,0,0,0,0,0,0,0,2,0
estate,0,0,0,0,0,2,0,0,0,0
fruit,0,0,0,0,0,1,0,0,0,0
enforce,0,0,0,0,0,0,0,0,1,0
unfinished,2,0,0,0,0,0,0,0,0,0
generally,0,0,2,0,0,0,0,0,0,0
fragment,0,0,0,0,0,1,0,0,0,0
departure,0,0,0,0,0,1,0,0,0,0
isolation,0,0,0,0,0,1,0,0,0,0
aware,1,0,0,0,0,0,0,0,0,0
interweave,0,0,0,0,0,0,0,0,1,0
invasion,0,0,0,0,0,3,0,0,0,0
turning,0,0,0,0,0,1,0,0,0,0
tightening,0,0,0,0,0,1,0,0,0,0
humbling,0,0,0,0,0,1,0,0,0,0
dukedom,0,0,0,0,0,2,0,0,0,0
frustrated,1,0,0,0,0,0,0,0,0,0
villa,0,0,0,0,0,1,0,0,0,0
instead,0,0,1,0,0,0,0,0,0,0
match,0,0,0,0,0,4,0,0,1,0
perspective,0,0,0,0,0,2,0,0,0,0
fulfillment,0,0,0,0,0,1,0,0,0,0
evident,1,0,0,0,0,0,0,0,0,0
criticism,0,0,0,0,0,2,0,0,0,0
attention,0,0,0,0,0,2,0,0,0,0
detail,0,0,0,0,0,1,0,0,0,0
avoidance,0,0,0,0,0,1,0,0,0,0
generalization,0,0,0,0,0,1,0,0,0,0
shrewd,1,0,0,0,0,0,0,0,0,0
analysis,0,0,0,0,0,1,0,0,0,0
character,0,0,0,0,0,3,0,0,0,0
motive,0,0,0,0,0,1,0,0,0,0
rightly,0,0,1,0,0,0,0,0,0,0
american,4,0,0,0,0,0,0,0,0,0
stupidity,0,0,0,0,0,1,0,0,0,0
weakness,0,0,0,0,0,2,0,0,0,0
mistake,0,0,0,0,0,1,0,0,0,0
gradually,0,0,2,0,0,0,0,0,0,0
narrow,0,0,0,0,0,0,0,0,1,0
range,0,0,0,0,0,1,0,0,0,0
alternative,2,0,0,0,0,0,0,0,0,0
finally,0,0,3,0,0,0,0,0,0,0
trap,0,0,0,0,0,0,0,0,1,0
web,0,0,0,0,0,1,0,0,0,0
mention,0,0,0,0,0,0,0,0,1,0
virtù,0,0,0,0,0,0,0,0,0,1
bold,2,0,0,0,0,0,0,0,0,0
intelligent,1,0,0,0,0,0,0,0,0,0
totally,0,0,2,0,0,0,0,0,0,0
fortuna,0,0,0,0,0,0,0,0,0,1
external,1,0,0,0,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,0,2,0
pessimistic,1,0,0,0,0,0,0,0,0,0
circumstance,0,0,0,0,0,3,0,0,0,0
exercise,0,0,0,0,0,1,0,0,0,0
reason,0,0,0,0,0,1,0,0,0,0
contemplate,0,0,0,0,0,0,0,0,1,0
tolerate,0,0,0,0,0,0,0,0,1,0
fate,0,0,0,0,0,1,0,0,0,0
hard,1,0,0,0,0,0,0,0,0,0
look,0,0,0,0,0,1,0,0,1,0
condition,0,0,0,0,0,3,0,0,0,0
optimism,0,0,0,0,0,1,0,0,0,0
assess,0,0,0,0,0,0,0,0,1,0
cunning,1,0,0,0,0,1,0,0,0,0
cynical,1,0,0,0,0,0,0,0,0,0
unprincipled,1,0,0,0,0,0,0,0,0,0
adjective,0,0,0,0,0,1,0,0,0,0
dismay,0,0,0,0,0,0,0,0,1,0
bright,1,0,0,0,0,0,0,0,0,0
light,0,0,0,0,0,1,0,0,1,0
influential,2,0,0,0,0,0,0,0,0,0
thoughtful,1,0,0,0,0,0,0,0,0,0
interpret,0,0,0,0,0,0,0,0,2,0
maneuver,0,0,0,0,0,1,0,0,0,0
mark,0,0,0,0,0,0,0,0,2,0
duplicity,0,0,0,0,0,1,0,0,0,0
bad,1,0,0,0,0,0,0,0,0,0
english,5,0,0,0,0,0,0,0,0,0
discuss,0,0,0,0,0,0,0,0,1,0
boldness,0,0,0,0,0,1,0,0,0,0
speak,0,0,0,0,0,0,0,0,2,0
admiringly,0,0,1,0,0,0,0,0,0,0
disciple,0,0,0,0,0,2,0,0,0,0
prudence,0,0,0,0,0,1,0,0,0,0
dutch,1,0,0,0,0,0,0,0,0,0
jewish,1,0,0,0,0,0,0,0,0,0
intention,0,0,0,0,0,1,0,0,0,0
tyrant,0,0,0,0,0,1,0,0,0,0
likewise,0,0,1,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,3,0,0
appearance,0,0,0,0,0,1,0,0,0,0
honest,1,0,0,0,0,0,0,0,0,0
fundamental,2,0,0,0,0,0,0,0,0,0
despise,0,0,0,0,0,0,0,0,2,0
day,0,0,0,0,0,7,0,0,0,0
forth,0,1,0,0,0,0,0,0,0,0
possibility,0,0,0,0,0,3,0,0,0,0
perpetual,1,0,0,0,0,0,0,0,0,0
remedy,0,0,0,0,0,0,0,0,1,0
error,0,0,0,0,0,1,0,0,0,0
allude,0,0,0,0,0,0,0,0,1,0
irreversible,1,0,0,0,0,0,0,0,0,0
secularism,0,0,0,0,0,1,0,0,0,0
obtain,0,0,0,0,0,0,0,0,1,0
neapolitan,1,0,0,0,0,0,0,0,0,0
crown,0,0,0,0,0,4,0,0,0,0
glory,0,0,0,0,0,3,0,0,0,0
easy,2,0,0,0,0,0,0,0,0,0
impossible,2,0,0,0,0,0,0,0,0,0
frighten,0,0,0,0,0,0,0,0,1,0
uprising,0,0,0,0,0,1,0,0,0,0
coalition,0,0,0,0,0,1,0,0,0,0
massing,0,0,0,0,0,1,0,0,0,0
dream,0,0,0,0,0,2,0,0,0,0
chivalric,1,0,0,0,0,0,0,0,0,0
crusade,0,0,0,0,0,1,0,0,2,0
venture,0,0,0,0,0,1,0,0,0,0
romantic,1,0,0,0,0,0,0,0,0,0
poorly,0,0,2,0,0,0,0,0,0,0
plan,0,0,0,0,0,1,0,0,1,0
irrelevant,1,0,0,0,0,0,0,0,0,0
real,2,0,0,0,0,0,0,0,0,0
phase,0,0,0,0,0,1,0,0,0,0
reluctant,2,0,0,0,0,0,0,0,0,0
pawn,0,0,0,0,0,1,0,0,0,0
conquest,0,0,0,0,0,1,0,0,0,0
have,0,0,0,0,0,0,0,0,1,0
misadventure,0,0,0,0,0,1,0,0,0,0
road,0,0,0,0,0,1,0,0,0,0
pave,0,0,0,0,0,0,0,0,1,0
keystone,0,0,0,0,0,1,0,0,0,0
erect,0,0,0,0,0,0,0,0,1,0
link,0,0,0,0,0,0,0,0,2,0
destroy,0,0,0,0,0,0,0,0,2,0
resident,1,0,0,0,0,0,0,0,0,0
ambassador,0,0,0,0,0,1,0,0,0,0
gathering,0,0,0,0,0,2,0,0,0,0
intelligence,0,0,0,0,0,1,0,0,0,0
foul,1,0,0,0,0,0,0,0,0,0
cannonry,0,0,0,0,0,1,0,0,0,0
bastioned,1,0,0,0,0,0,0,0,0,0
fortress,0,0,0,0,0,1,0,0,0,0
fortification,0,0,0,0,0,3,0,0,0,0
artillery,0,0,0,0,0,4,0,0,0,0
tercio,0,0,0,0,0,0,0,0,0,1
infantry,0,0,0,0,0,1,0,0,0,0
unit,0,0,0,0,0,1,0,0,0,0
weaponry,0,0,0,0,0,2,0,0,0,0
fuse,0,0,0,0,0,0,0,0,1,0
crucible,0,0,0,0,0,1,0,0,0,0
code,0,0,0,0,0,1,0,0,0,0
chivalry,0,0,0,0,0,1,0,0,0,0
satisfy,0,0,0,0,0,0,0,0,1,0
lust,0,0,0,0,0,1,0,0,0,0
dynastic,1,0,0,0,0,0,0,0,0,0
lure,0,0,0,0,0,1,0,0,0,0
obsession,0,0,0,0,0,1,0,0,0,0
vigour,0,0,0,0,0,1,0,0,0,0
quantity,0,0,0,0,0,4,0,0,0,0
domain,0,0,0,0,0,1,0,0,0,0
kingship,0,0,0,0,0,1,0,0,0,0
dominant,1,0,0,0,0,0,0,0,0,0
floundering,0,0,0,0,0,1,0,0,0,0
uncertainty,0,0,0,0,0,1,0,0,0,0
capture,0,0,0,0,0,0,0,0,1,0
expel,0,0,0,0,0,0,0,0,1,0
soil,0,0,0,0,0,1,0,0,0,0
port,0,0,0,0,0,3,0,0,0,0
conclude,0,0,0,0,0,0,0,0,1,0
incorporate,0,0,0,0,0,0,0,0,2,0
fertile,1,0,0,0,0,0,0,0,0,0
duchy,0,0,0,0,0,2,0,0,0,0
east,0,0,0,0,0,1,0,0,0,0
north,0,0,1,0,0,3,0,0,0,0
extend,0,0,0,0,0,0,0,0,2,0
machinery,0,0,0,0,0,1,0,0,0,0
convert,0,0,0,0,0,0,0,0,1,0
wartime,1,0,0,0,0,0,0,0,0,0
taxing,0,0,0,0,0,1,0,0,0,0
royal,3,0,0,0,0,0,0,0,0,0
supervision,0,0,0,0,0,1,0,0,0,0
appoint,0,0,0,0,0,0,0,0,2,0
host,0,0,0,0,0,2,0,0,0,0
crisscross,0,0,0,0,0,0,0,0,1,0
tax,0,0,0,0,0,0,0,0,2,0
clergy,0,0,0,0,0,2,0,0,0,0
centralization,0,0,0,0,0,1,0,0,0,0
absolute,2,0,0,0,0,0,0,0,0,0
unto,0,1,0,0,0,0,0,0,0,0
particular,1,0,0,0,0,0,0,0,0,0
decisive,1,0,0,0,0,0,0,0,0,0
engagement,0,0,0,0,0,1,0,0,0,0
annihilate,0,0,0,0,0,0,0,0,1,0
centralized,2,0,0,0,0,0,0,0,0,0
founding,0,0,0,0,0,1,0,0,0,0
mighty,1,0,0,0,0,0,0,0,0,0
hispanic,1,0,0,0,0,0,0,0,0,0
arid,1,0,0,0,0,0,0,0,0,0
sheepherder,0,0,0,0,0,1,0,0,0,0
landowne,0,0,0,0,0,0,0,0,1,0
catalan,1,0,0,0,0,0,0,0,0,0
miner,0,0,0,0,0,1,0,0,0,0
uneasy,1,0,0,0,0,0,0,0,0,0
partner,0,0,0,0,0,1,0,0,0,0
rapid,2,0,0,0,0,0,0,0,0,0
energetic,1,0,0,0,0,0,0,0,0,0
consolidation,0,0,0,0,0,2,0,0,0,0
catapult,0,0,0,0,0,0,0,0,1,0
nation,0,0,0,0,0,2,0,0,0,0
prominence,0,0,0,0,0,1,0,0,0,0
prepare,0,0,0,0,0,0,0,0,1,0
decade,0,0,0,0,0,2,0,0,0,0
storm,0,0,0,0,0,0,0,0,1,0
muslim,1,0,0,0,0,0,0,0,0,0
launch,0,0,0,0,0,0,0,0,1,0
campaign,0,0,0,0,0,1,0,0,0,0
unification,0,0,0,0,0,1,0,0,0,0
press,0,0,0,0,0,3,0,0,1,0
ten,0,0,0,0,0,1,0,0,0,0
thousand,0,0,0,0,0,1,0,0,0,0
baptism,0,0,0,0,0,2,0,0,0,0
expulsion,0,0,0,0,0,1,0,0,0,0
voyage,0,0,0,0,0,1,0,0,0,0
frontier,0,0,0,0,0,2,0,0,0,0
reconquest,0,0,0,0,0,1,0,0,0,0
double,1,0,0,0,0,0,0,0,2,0
marriage,0,0,0,0,0,1,0,0,0,0
project,0,0,0,0,0,0,0,0,1,0
heart,0,0,0,0,0,1,0,0,0,0
wood,0,0,0,0,0,2,0,0,0,0
castilian,1,0,0,0,0,0,0,0,0,0
hidalgos,0,0,0,0,0,0,0,0,0,1
low,1,0,0,0,0,0,0,0,0,0
stream,0,0,0,0,0,0,0,0,1,0
sweat,0,0,0,0,0,1,0,0,0,0
sail,0,0,0,0,0,0,0,0,1,0
ship,0,0,0,0,0,3,0,0,0,0
dual,1,0,0,0,0,0,0,0,0,0
habsburg,1,0,0,0,0,0,0,0,0,0
grandson,0,0,0,0,0,1,0,0,0,0
austrian,2,0,0,0,0,0,0,0,0,0
cede,0,0,0,0,0,0,0,0,1,0
legacy,0,0,0,0,0,1,0,0,0,0
preside,0,0,0,0,0,0,0,0,1,0
bureaucracy,0,0,0,0,0,1,0,0,0,0
viceroy,0,0,0,0,0,1,0,0,0,0
governor,0,0,0,0,0,1,0,0,0,0
judge,0,0,0,0,0,1,0,0,0,0
clerk,0,0,0,0,0,1,0,0,0,0
govern,0,0,0,0,0,0,0,0,1,0
legislative,1,0,0,0,0,0,0,0,0,0
fiscal,1,0,0,0,0,0,0,0,0,0
yield,0,0,0,0,0,1,0,0,0,0
treasure,0,0,0,0,0,1,0,0,0,0
opening,0,0,0,0,0,1,0,0,0,0
silver,0,0,0,0,0,4,0,0,0,0
mine,0,0,0,0,0,1,0,0,0,0
halfway,0,0,1,0,0,0,0,0,0,0
skim,0,0,0,0,0,0,0,0,1,0
lion,0,0,0,0,0,1,0,0,0,0
fifth,1,0,0,0,0,0,0,0,0,0
pay,0,0,0,0,0,0,0,0,2,0
creditor,0,0,0,0,0,1,0,0,0,0
raise,0,0,0,0,0,0,0,0,2,0
suck,0,0,0,0,0,0,0,0,1,0
protestant,2,0,0,0,0,0,0,0,0,0
border,0,0,0,0,0,1,0,0,0,0
barbary,1,0,0,0,0,0,0,0,0,0
pirate,0,0,0,0,0,1,0,0,0,0
exhaust,0,0,0,0,0,0,0,0,1,0
title,0,0,0,0,0,2,0,0,0,0
son,0,0,0,0,0,1,0,0,0,0
wage,0,0,0,0,0,1,0,0,0,0
soldier,0,0,0,0,0,1,0,0,0,0
sailor,0,0,0,0,0,1,0,0,0,0
keep,0,0,0,0,0,0,0,0,1,0
afloat,0,0,1,0,0,0,0,0,0,0
largely,0,0,1,0,0,0,0,0,0,0
supply,0,0,0,0,0,0,0,0,2,0
foreigner,0,0,0,0,0,1,0,0,0,0
reap,0,0,0,0,0,0,0,0,1,0
dazzle,0,0,0,0,0,0,0,0,1,0
chink,0,0,0,0,0,1,0,0,0,0
armour,0,0,0,0,0,2,0,0,0,0
deed,0,0,0,0,0,1,0,0,0,0
sheet,0,0,0,0,0,1,0,0,0,0
portrait,0,0,0,0,0,2,0,0,0,0
silk,0,0,0,0,0,3,0,0,0,0
maker,0,0,0,0,0,1,0,0,0,0
manufacturing,0,0,0,0,0,2,0,0,0,0
observe,0,0,0,0,0,0,0,0,1,0
muscovite,1,0,0,0,0,0,0,0,0,0
tsardom,0,0,0,0,0,1,0,0,0,0
aspect,0,0,0,0,0,1,0,0,0,0
phenomenon,0,0,0,0,0,4,0,0,0,0
recovery,0,0,0,0,0,2,0,0,0,0
surge,0,0,0,0,0,0,0,0,1,0
determine,0,0,0,0,0,0,0,0,2,0
simply,0,0,1,0,0,0,0,0,0,0
upturn,0,0,0,0,0,1,0,0,0,0
cycle,0,0,0,0,0,2,0,0,0,0
boom,0,0,0,0,0,1,0,0,1,0
overextend,0,0,0,0,0,0,0,0,1,0
productive,1,0,0,0,0,0,0,0,0,0
capacity,0,0,0,0,0,1,0,0,0,0
depression,0,0,0,0,0,1,0,0,0,0
famine,0,0,0,0,0,1,0,0,0,0
epidemic,0,0,0,0,0,1,0,0,0,0
depopulation,0,0,0,0,0,1,0,0,0,0
grow,0,0,0,0,0,0,0,0,3,0
food,0,0,0,0,0,1,0,0,0,0
production,0,0,0,0,0,1,0,0,0,0
factor,0,0,0,0,0,3,0,0,0,0
agricultural,1,0,0,0,0,0,0,0,0,0
manor,0,0,0,0,0,1,0,0,0,0
crop,0,0,0,0,0,1,0,0,0,0
wool,0,0,0,0,0,1,0,0,0,0
grain,0,0,0,0,0,2,0,0,0,0
