word,ADJ,ADP,ADV,DET,INTJ,NOUN,VERB,X
microorganism,0,0,0,0,0,1,0,0
warm,1,0,0,0,0,0,0,0
climate,0,0,0,0,0,1,0,0
swimmer,0,0,0,0,0,1,0,0
greenish,1,0,0,0,0,0,0,0
brownish,1,0,0,0,0,0,0,0
musty,1,0,0,0,0,0,0,0
foul,0,0,1,0,0,0,0,0
smell,0,0,0,0,0,0,1,0
discharge,0,0,0,0,0,1,0,0
develop,0,0,0,0,0,0,6,0
thick,1,0,0,0,0,0,0,0
usual,2,0,0,0,0,0,0,0
colorized,1,0,0,0,0,0,0,0
micrograph,0,0,0,0,0,1,0,0
mark,0,0,0,0,0,0,1,0
starting,0,0,0,0,0,1,0,0
point,0,0,0,0,0,2,0,0
secretory,1,0,0,0,0,0,0,0
media,0,0,0,0,0,1,0,0
cavity,0,0,0,0,0,2,0,0
clear,1,0,0,0,0,0,0,0
pale,1,0,0,0,0,0,0,0
yellowish,1,0,0,0,0,0,0,0
noninfected,1,0,0,0,0,0,0,0
eustachian,2,0,0,0,0,0,0,0
painless,1,0,0,0,0,0,0,0
impairment,0,0,0,0,0,3,0,0
cold,0,0,0,0,0,1,0,0
allergic,1,0,0,0,0,0,0,0
reaction,0,0,0,0,0,2,0,0
enlarged,1,0,0,0,0,0,0,0
adenoid,0,0,0,0,0,1,0,0
depict,0,0,0,0,0,0,1,0
inflict,0,0,0,0,0,0,1,0
congenital,1,0,0,0,0,0,0,0
deafness,0,0,0,0,0,10,0,0
defect,0,0,0,0,0,1,0,0
birth,0,0,0,0,0,2,0,0
soon,0,0,1,0,0,0,0,0
similar,3,0,0,0,0,0,0,0
severe,3,0,0,0,0,0,0,0
generally,0,0,3,0,0,0,0,0
ototoxic,1,0,0,0,0,0,0,0
poison,0,0,0,0,0,0,1,0
drug,0,0,0,0,0,2,0,0
permanent,4,0,0,0,0,0,0,0
dose,0,0,0,0,0,1,0,0
salicylate,0,0,0,0,0,1,0,0
aspirin,0,0,0,0,0,1,0,0
ringing,0,0,0,0,0,1,0,0
follow,0,0,0,0,0,0,1,0
decrease,0,0,0,0,0,1,0,0
stop,0,0,0,0,0,0,1,0
return,0,0,0,0,0,0,1,0
antibiotic,0,0,0,0,0,1,0,0
explosion,0,0,0,0,0,1,0,0
repeat,0,0,0,0,0,0,1,0
gradual,1,0,0,0,0,0,0,0
fiber,0,0,0,0,0,1,0,0
destroy,0,0,0,0,0,0,2,0
rock,0,0,0,0,0,1,0,0
music,0,0,0,0,0,3,0,0
frequently,0,0,2,0,0,0,0,0
law,0,0,0,0,0,2,0,0
require,0,0,0,0,0,0,2,0
worker,0,0,0,0,0,2,0,0
wear,0,0,0,0,0,0,5,0
protection,0,0,0,0,0,2,0,0
earplug,0,0,0,0,0,1,0,0
earmuff,0,0,0,0,0,1,0,0
australian,1,0,0,0,0,0,0,0
rugby,0,0,0,0,0,1,0,0
player,0,0,0,0,0,1,0,0
display,0,0,0,0,0,0,2,0
game,0,0,0,0,0,1,0,0
bleed,0,0,0,0,0,0,1,0
responsible,1,0,0,0,0,0,0,0
discoloration,0,0,0,0,0,1,0,0
member,0,0,0,0,0,1,0,0
airline,0,0,0,0,0,1,0,0
ground,0,0,0,0,0,1,0,0
crew,0,0,0,0,0,1,0,0
earphone,0,0,0,0,0,2,0,0
protect,0,0,0,0,0,0,2,0
aircraft,0,0,0,0,0,1,0,0
severely,0,0,1,0,0,0,0,0
unit,0,0,0,0,0,2,0,0
related,1,0,0,0,0,0,0,0
bel,0,0,0,0,0,0,0,2
tenfold,2,0,0,0,0,0,0,0
power,0,0,0,0,0,1,0,0
register,0,0,0,0,0,0,1,0
logarithmic,1,0,0,0,0,0,0,0
threshold,0,0,0,0,0,2,0,0
assign,0,0,0,0,0,0,1,0
value,0,0,0,0,0,1,0,0
doubling,0,0,0,0,0,1,0,0
pain,0,0,0,0,0,1,0,0
individual,0,0,0,0,0,7,0,0
practice,0,0,0,0,0,1,0,0
acoustimeter,0,0,0,0,0,1,0,0
numerous,1,0,0,0,0,0,0,0
circuit,0,0,0,0,0,1,0,0
aggregate,1,0,0,0,0,0,0,0
sensitivity,0,0,0,0,0,1,0,0
possible,2,0,0,0,0,0,0,0
few,1,0,0,0,0,0,0,0
khz,0,0,0,0,0,5,0,0
kilohertz,0,0,0,0,0,1,0,0
rarely,0,0,1,0,0,0,0,0
make,0,0,0,0,0,0,1,0
range,0,0,0,0,0,3,1,0
modulation,0,0,0,0,0,1,0,0
broadcast,0,0,0,0,0,0,1,0
ultrasonic,8,0,0,0,0,2,0,0
silent,1,0,0,0,0,0,0,0
physical,3,0,0,0,0,0,0,0
chemical,1,0,0,0,0,0,0,0
force,0,0,0,0,0,0,1,0
oil,0,0,0,0,0,1,0,0
emulsify,0,0,0,0,0,0,1,0
dust,0,0,0,0,0,1,0,0
molten,1,0,0,0,0,0,0,0
bubble,0,0,0,0,0,0,1,0
type,0,0,0,0,0,4,0,0
bacteria,0,0,0,0,0,1,0,0
noticeable,1,0,0,0,0,0,0,0
apparatus,0,0,0,0,0,3,0,0
mechanical,1,0,0,0,0,0,0,0
neural,1,0,0,0,0,0,0,0
component,0,0,0,0,0,9,0,0
partial,3,0,0,0,0,0,0,0
commonly,0,0,2,0,0,0,0,0
total,1,0,0,0,0,0,0,0
inability,0,0,0,0,0,1,0,0
major,3,0,0,0,0,0,0,0
category,0,0,0,0,0,1,0,0
conduction,0,0,0,0,0,4,0,0
obstruction,0,0,0,0,0,1,0,0
conduct,0,0,0,0,0,0,1,0
sensory,2,0,0,0,0,0,0,0
connect,0,0,0,0,0,0,3,0
pathway,0,0,0,0,0,1,0,0
cortex,0,0,0,0,0,1,0,0
infant,0,0,0,0,0,2,0,0
heredity,0,0,0,0,0,2,0,0
child,0,0,0,0,0,5,0,0
inherit,0,0,0,0,0,0,2,0
failure,0,0,0,0,0,3,0,0
development,0,0,0,0,0,3,0,0
deformity,0,0,0,0,0,1,0,0
closure,0,0,0,0,0,1,0,0
problem,0,0,0,0,0,5,0,0
baby,0,0,0,0,0,1,0,0
mother,0,0,0,0,0,1,0,0
pregnancy,0,0,0,0,0,1,0,0
measles,0,0,0,0,0,1,0,0
chicken,0,0,0,0,0,1,0,0
pox,0,0,0,0,0,1,0,0
contract,0,0,0,0,0,0,1,0
pregnant,2,0,0,0,0,0,0,0
fetus,0,0,0,0,0,2,0,0
viral,1,0,0,0,0,0,0,0
year,0,0,0,0,0,2,0,0
inflammation,0,0,0,0,0,1,0,0
frequent,1,0,0,0,0,0,0,0
otosclerosis,0,0,0,0,0,1,0,0
growth,0,0,0,0,0,1,0,0
passage,0,0,0,0,0,1,0,0
delicate,1,0,0,0,0,0,0,0
gradually,0,0,1,0,0,0,0,0
advance,0,0,0,0,0,0,1,0
presbycusis,0,0,0,0,0,1,0,0
natural,1,0,0,0,0,0,0,0
variety,0,0,0,0,0,1,0,0
aging,0,0,0,0,0,1,0,0
surgery,0,0,0,0,0,4,0,0
restore,0,0,0,0,0,0,2,0
option,0,0,0,0,0,2,0,0
objective,0,0,0,0,0,1,0,0
open,0,0,0,0,0,0,1,0
repair,0,0,0,0,0,0,1,0
replace,0,0,0,0,0,0,1,0
eliminate,0,0,0,0,0,0,1,0
chronic,1,0,0,0,0,0,0,0
reestablish,0,0,0,0,0,0,1,0
connection,0,0,0,0,0,1,0,0
chain,0,0,0,0,0,1,0,0
aid,0,0,0,0,0,4,0,0
picture,0,0,0,0,0,3,0,0
outside,0,1,0,0,0,0,0,0
fit,0,0,0,0,0,0,2,0
retain,0,0,0,0,0,0,1,0
ability,0,0,0,0,0,3,0,0
amplify,0,0,0,0,0,0,1,0
optimize,0,0,0,0,0,0,1,0
residual,1,0,0,0,0,0,0,0
electromechanical,1,0,0,0,0,0,0,0
battery,0,0,0,0,0,1,0,0
operate,0,0,0,0,0,0,1,0
mild,1,0,0,0,0,0,0,0
extreme,1,0,0,0,0,0,0,0
style,0,0,0,0,0,1,0,0
attach,0,0,0,0,0,0,2,0
insert,0,0,0,0,0,0,2,0
convert,0,0,0,0,0,0,3,0
current,0,0,0,0,0,3,0,0
amplifier,0,0,0,0,0,1,0,0
late,1,0,0,0,0,0,0,0
century,0,0,0,0,0,3,0,0
implant,0,0,0,0,0,8,1,0
introduce,0,0,0,0,0,0,1,0
respond,0,0,0,0,0,0,1,0
trigger,0,0,0,0,0,0,1,0
consist,0,0,0,0,0,0,2,0
synthetic,2,0,0,0,0,0,0,0
wire,0,0,0,0,0,1,0,0
surgically,0,0,2,0,0,0,0,0
plug,0,0,0,0,0,2,0,0
microprocessor,0,0,0,0,0,1,0,0
belt,0,0,0,0,0,1,0,0
young,3,0,0,0,0,0,0,0
boy,0,0,0,0,0,1,0,0
get,0,0,0,0,0,0,1,0
place,0,0,0,0,0,2,2,0
deep,0,0,1,0,0,0,0,0
patient,0,0,0,0,0,2,0,0
intensive,1,0,0,0,0,0,0,0
postoperative,1,0,0,0,0,0,0,0
training,0,0,0,0,0,1,0,0
learn,0,0,0,0,0,0,5,0
provide,0,0,0,0,0,0,6,0
deaf,1,0,0,0,0,0,0,0
environment,0,0,0,0,0,4,0,0
communicate,0,0,0,0,0,0,2,0
language,0,0,0,0,0,2,0,0
effective,1,0,0,0,0,0,0,0
adult,0,0,0,0,0,1,0,0
seemingly,0,0,1,0,0,0,0,0
expert,0,0,0,0,0,1,0,0
scientist,0,0,0,0,0,3,0,0
transmission,0,0,0,0,0,2,0,0
physician,0,0,0,0,0,1,0,0
unborn,2,0,0,0,0,0,0,0
engineer,0,0,0,0,0,6,0,0
technique,0,0,0,0,0,4,0,0
noisy,1,0,0,0,0,0,0,0
truck,0,0,0,0,0,2,0,0
listening,0,0,0,0,0,1,0,0
concert,0,0,0,0,0,2,0,0
hall,0,0,0,0,0,2,0,0
audiologist,0,0,0,0,0,2,0,0
evaluate,0,0,0,0,0,0,1,0
involve,0,0,0,0,0,0,3,0
interdisciplinary,1,0,0,0,0,0,0,0
deal,0,0,0,0,0,0,1,0
production,0,0,0,0,0,1,0,0
control,0,0,0,0,0,2,1,0
reception,0,0,0,0,0,1,0,0
prominent,1,0,0,0,0,0,0,0
publish,0,0,0,0,0,0,1,0
wheel,0,0,0,0,0,1,0,0
outline,0,0,0,0,0,1,0,0
demonstrate,0,0,0,0,0,0,1,0
application,0,0,0,0,0,7,0,0
life,0,0,0,0,0,3,0,0
earth,0,0,0,0,0,1,0,0
engineering,0,0,0,0,0,1,0,0
art,0,0,0,0,0,2,0,0
check,0,0,0,0,0,0,2,0
acoustical,6,0,0,0,0,0,0,0
everyday,1,0,0,0,0,0,0,0
reduction,0,0,0,0,0,1,0,0
tire,0,0,0,0,0,1,0,0
garbage,0,0,0,0,0,1,0,0
disposal,0,0,0,0,0,1,0,0
microwave,0,0,0,0,0,1,0,0
oven,0,0,0,0,0,1,0,0
office,0,0,0,0,0,2,0,0
copying,0,0,0,0,0,1,0,0
machine,0,0,0,0,0,1,0,0
dentist,0,0,0,0,0,1,0,0
drill,0,0,0,0,0,1,0,0
attempt,0,0,0,0,0,0,2,0
solve,0,0,0,0,0,0,1,0
utilize,0,0,0,0,0,0,3,0
include,0,0,0,0,0,0,3,0
identity,0,0,0,0,0,1,0,0
product,0,0,0,0,0,1,0,0
acoustician,0,0,0,0,0,1,0,0
elect,0,0,0,0,0,0,1,0
reduce,0,0,0,0,0,0,1,0
generate,0,0,0,0,0,0,2,0
modify,0,0,0,0,0,0,1,0
instal,0,0,0,0,0,0,1,0
barrier,0,0,0,0,0,1,0,0
method,0,0,0,0,0,1,0,0
misunderstand,0,0,0,0,0,0,1,0
architectural,4,0,0,0,0,0,0,0
appreciate,0,0,0,0,0,0,1,0
television,0,0,0,0,0,1,0,0
studio,0,0,0,0,0,1,0,0
purpose,0,0,0,0,0,3,0,0
classroom,0,0,0,0,0,1,0,0
shopping,0,0,0,0,0,1,0,0
center,0,0,0,0,0,1,0,0
mall,0,0,0,0,0,1,0,0
apartment,0,0,0,0,0,1,0,0
general,1,0,0,0,0,0,0,0
home,0,0,0,0,0,1,0,0
consideration,0,0,0,0,0,1,0,0
neglect,0,0,0,0,0,0,1,0
diagram,0,0,0,0,0,1,0,0
illustrate,0,0,0,0,0,0,1,0
radiation,0,0,0,0,0,2,0,0
characteristic,1,0,0,0,0,1,0,0
treatment,0,0,0,0,0,2,0,0
plan,0,0,0,0,0,0,1,0
host,0,0,0,0,0,1,0,0
intend,0,0,0,0,0,0,1,0
principle,0,0,0,0,0,1,0,0
initial,1,0,0,0,0,0,0,0
optimally,0,0,1,0,0,0,0,0
bad,1,0,0,0,0,0,0,0
completion,0,0,0,0,0,1,0,0
project,0,0,0,0,0,1,0,0
cost,0,0,0,0,0,0,1,0
have,0,0,0,0,0,0,1,0
job,0,0,0,0,0,1,0,0
correctly,0,0,1,0,0,0,0,0
matter,0,0,0,0,0,1,0,0
impurity,0,0,0,0,0,1,0,0
hide,0,0,0,0,0,0,2,0
submerge,0,0,0,0,0,0,1,0
detection,0,0,0,0,0,3,0,0
identification,0,0,0,0,0,2,0,0
eye,0,0,0,0,0,2,0,0
importance,0,0,0,0,0,1,0,0
medicine,0,0,0,0,0,4,0,0
internal,1,0,0,0,0,0,0,0
assess,0,0,0,0,0,0,1,0
foreign,1,0,0,0,0,0,0,0
removal,0,0,0,0,0,1,0,0
bumper,0,0,0,0,0,1,0,0
bus,0,0,0,0,0,1,0,0
equip,0,0,0,0,0,0,1,0
sensor,0,0,0,0,0,2,0,0
driver,0,0,0,0,0,1,0,0
avoid,0,0,0,0,0,0,1,0
encounter,0,0,0,0,0,0,1,0
robot,0,0,0,0,0,1,0,0
undersea,1,0,0,0,0,0,0,0
work,0,0,0,0,0,1,0,0
technology,0,0,0,0,0,3,0,0
nondestructive,1,0,0,0,0,0,0,0
evaluation,0,0,0,0,0,2,0,0
critical,2,0,0,0,0,0,0,0
machinery,0,0,0,0,0,1,0,0
continuous,1,0,0,0,0,0,0,0
reliability,0,0,0,0,0,1,0,0
jet,0,0,0,0,0,1,0,0
automotive,1,0,0,0,0,0,0,0
turbine,0,0,0,0,0,2,0,0
nuclear,1,0,0,0,0,0,0,0
steam,0,0,0,0,0,1,0,0
generator,0,0,0,0,0,1,0,0
safety,0,0,0,0,0,1,0,0
performance,0,0,0,0,0,2,0,0
standpoint,0,0,0,0,0,1,0,0
ensure,0,0,0,0,0,0,1,0
reliable,1,0,0,0,0,0,0,0
necessary,1,0,0,0,0,0,0,0
system,0,0,0,0,0,5,0,0
actual,1,0,0,0,0,0,0,0
emission,0,0,0,0,0,1,0,0
stress,0,0,0,0,0,1,1,0
operation,0,0,0,0,0,1,0,0
blade,0,0,0,0,0,1,0,0
shaft,0,0,0,0,0,1,0,0
strain,0,0,0,0,0,0,1,0
signature,0,0,0,0,0,2,0,0
pattern,0,0,0,0,0,2,0,0
procedure,0,0,0,0,0,3,0,0
fail,0,0,0,0,0,0,1,0
replacement,0,0,0,0,0,1,0,0
entire,1,0,0,0,0,0,0,0
piece,0,0,0,0,0,1,0,0
ultrasound,0,0,0,0,0,9,0,0
stimulation,0,0,0,0,0,1,0,0
piezoelectric,1,0,0,0,0,0,0,0
crystal,0,0,0,0,0,3,0,0
aim,0,0,0,0,0,0,1,0
piezolectric,1,0,0,0,0,0,0,0
electric,1,0,0,0,0,0,0,0
charge,0,0,0,0,0,1,0,0
purposefully,0,0,1,0,0,0,0,0
misshapen,1,0,0,0,0,0,0,0
bodily,1,0,0,0,0,0,0,0
density,0,0,0,0,0,2,0,0
border,0,0,0,0,0,1,0,0
position,0,0,0,0,0,2,0,0
static,1,0,0,0,0,0,0,0
rapid,1,0,0,0,0,0,0,0
multiple,1,0,0,0,0,0,0,0
scan,0,0,0,0,0,1,0,0
usefulness,0,0,0,0,0,1,0,0
derive,0,0,0,0,0,0,1,0
fact,0,0,0,0,0,2,0,0
potentially,0,0,1,0,0,0,0,0
harmful,1,0,0,0,0,0,0,0
ray,0,0,0,0,0,1,0,0
ionize,0,0,0,0,0,0,1,0
examine,0,0,0,0,0,0,1,0
utero,0,0,0,0,0,1,0,0
order,0,0,0,0,0,1,0,0
ascertain,0,0,0,0,0,0,1,0
size,0,0,0,0,0,1,0,0
abnormality,0,0,0,0,0,1,0,0
heart,0,0,0,0,0,1,0,0
liver,0,0,0,0,0,1,0,0
kidney,0,0,0,0,0,1,0,0
gallbladder,0,0,0,0,0,1,0,0
breast,0,0,0,0,0,1,0,0
blood,0,0,0,0,0,1,0,0
vessel,0,0,0,0,0,1,0,0
diagnose,0,0,0,0,0,0,1,0
guide,0,0,0,0,0,0,1,0
needle,0,0,0,0,0,1,0,0
biopsy,0,0,0,0,0,1,0,0
introduction,0,0,0,0,0,1,0,0
drainage,0,0,0,0,0,1,0,0
intrauterine,1,0,0,0,0,0,0,0
corrective,1,0,0,0,0,0,0,0
technician,0,0,0,0,0,1,0,0
exam,0,0,0,0,0,1,0,0
medical,1,0,0,0,0,0,0,0
accurate,1,0,0,0,0,0,0,0
precise,1,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,2,0
computerized,1,0,0,0,0,0,0,0
axial,1,0,0,0,0,0,0,0
tomography,0,0,0,0,0,1,0,0
magnetic,1,0,0,0,0,0,0,0
imaging,0,0,0,0,0,1,0,0
quick,1,0,0,0,0,0,0,0
inexpensive,1,0,0,0,0,0,0,0
biological,2,0,0,0,0,0,0,0
hazard,0,0,0,0,0,1,0,0
diagnostic,1,0,0,0,0,0,0,0
research,0,0,0,0,0,2,0,0
pulse,0,0,0,0,0,0,1,0
facilitate,0,0,0,0,0,0,1,0
healing,0,0,0,0,0,1,0,0
fracture,0,0,0,0,0,3,0,0
delay,0,0,0,0,0,0,1,0
union,0,0,0,0,0,1,0,0
unusually,0,0,1,0,0,0,0,0
heal,0,0,0,0,0,0,1,0
speech,0,0,0,0,0,1,0,0
busy,1,0,0,0,0,0,0,0
road,0,0,0,0,0,1,0,0
unusual,1,0,0,0,0,0,0,0
indication,0,0,0,0,0,1,0,0
sudden,1,0,0,0,0,0,0,0
essential,1,0,0,0,0,0,0,0
survival,0,0,0,0,0,1,0,0
unique,1,0,0,0,0,0,0,0
day,0,0,0,0,0,2,0,0
pick,0,0,0,0,0,0,1,0
telephone,0,0,0,0,0,2,0,0
information,0,0,0,0,0,2,0,0
assignment,0,0,0,0,0,1,0,0
date,0,0,0,0,0,2,0,0
movie,0,0,0,0,0,1,0,0
phone,0,0,0,0,0,1,0,0
caller,0,0,0,0,0,1,0,0
receiving,0,0,0,0,0,1,0,0
deeply,0,0,1,0,0,0,0,0
involved,1,0,0,0,0,0,0,0
improve,0,0,0,0,0,0,1,0
communication,0,0,0,0,0,1,0,0
world,0,0,0,0,0,1,0,0
sight,0,0,0,0,0,1,0,0
ancient,1,0,0,0,0,1,0,0
naturally,0,0,1,0,0,0,0,0
interested,1,0,0,0,0,0,0,0
discover,0,0,0,0,0,0,1,0
early,1,0,0,0,0,0,0,0
build,0,0,0,0,0,0,1,0
slow,1,0,0,0,0,0,0,0
mathematician,0,0,0,0,0,1,0,0
regard,0,0,0,0,0,0,1,0
founder,0,0,0,0,0,1,0,0
investigate,0,0,0,0,0,0,1,0
bce,0,0,0,0,0,1,0,0
later,0,0,2,0,0,0,0,0
roman,1,0,0,0,0,0,0,0
write,0,0,0,0,0,0,1,0
concentric,1,0,0,0,0,0,0,0
today,0,0,0,0,0,2,0,0
widen,0,0,0,0,0,0,1,0
sphere,0,0,0,0,0,1,0,0
region,0,0,0,0,0,2,0,0
grow,0,0,0,0,0,0,1,0
experimentation,0,0,0,0,0,1,0,0
artist,0,0,0,0,0,1,0,0
trial,0,0,0,0,0,1,0,0
error,0,0,0,0,0,1,0,0
experience,0,0,0,0,0,1,0,0
recently,0,0,2,0,0,0,0,0
formalize,0,0,0,0,0,0,1,0
geologic,1,0,0,0,0,0,0,0
atmospheric,1,0,0,0,0,0,0,0
psychoacoustic,0,0,0,0,0,1,0,0
interest,0,0,0,0,0,1,0,0
exciting,1,0,0,0,0,0,0,0
aspect,0,0,0,0,0,1,0,0
