word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,SCONJ,VERB,X
sack,0,0,0,0,3,0,0,2,0
siege,0,0,0,0,2,0,0,0,0
horror,0,0,0,0,2,0,0,0,0
pontificate,0,0,0,0,2,0,0,0,0
christian,7,0,0,0,0,0,0,0,0
saviour,0,0,0,0,1,0,0,0,0
thunder,0,0,0,0,0,0,0,1,0
god,0,0,0,0,4,0,0,0,0
pagan,4,0,0,0,0,0,0,0,0
supreme,4,0,0,0,0,0,0,0,0
damn,0,0,0,0,0,0,0,1,0
race,0,0,0,0,2,0,0,0,0
welcome,0,0,0,0,0,0,0,1,0
blessed,2,0,0,0,0,0,0,0,0
hell,0,0,0,0,2,0,0,0,0
torment,0,0,0,0,1,0,0,0,0
damned,1,0,0,0,0,0,0,0,0
brush,0,0,0,0,4,0,0,0,0
pen,0,0,0,0,2,0,0,0,0
mixed,1,0,0,0,0,0,0,0,0
reaction,0,0,0,0,4,0,0,0,0
unveil,0,0,0,0,0,0,0,2,0
pleased,2,0,0,0,0,0,0,0,0
private,8,0,0,0,0,0,0,0,0
independently,0,0,1,0,0,0,0,0,0
idiom,0,0,0,0,7,0,0,0,0
prefigure,0,0,0,0,0,0,0,3,0
love,0,0,0,0,16,0,0,0,0
flavour,0,0,0,0,1,0,0,0,0
inasmuch,0,0,1,0,0,0,0,0,0
receptive,2,0,0,0,0,0,0,0,0
inventive,3,0,0,0,0,0,0,0,0
dominance,0,0,0,0,4,0,0,0,0
have,0,0,0,0,0,0,0,13,0
poetry,0,0,0,0,6,0,0,0,0
teach,0,0,0,0,0,0,0,4,0
air,0,0,0,0,2,0,0,0,0
mature,17,0,0,0,2,0,0,1,0
pass,0,0,0,0,0,0,0,5,0
turbulence,0,0,0,0,1,0,0,0,0
cloud,0,0,0,0,6,0,0,0,0
dreamy,4,0,0,0,0,0,0,0,0
carefully,0,0,6,0,0,0,0,0,0
flesh,0,0,0,0,2,0,0,0,0
wood,0,0,0,0,9,0,0,0,0
stone,0,0,0,0,3,0,0,0,0
foliage,0,0,0,0,1,0,0,0,0
hill,0,0,0,0,3,0,0,0,0
stretch,0,0,0,0,0,0,0,2,0
harsh,1,0,0,0,0,0,0,0,0
sharp,3,0,0,0,0,0,0,0,0
remove,0,0,0,0,0,0,0,3,0
intensify,0,0,0,0,0,0,0,2,0
importance,0,0,0,0,8,0,0,0,0
dispute,0,0,0,0,2,0,0,3,0
significance,0,0,0,0,3,0,0,0,0
soon,0,0,15,0,0,0,0,0,0
regard,0,0,0,0,1,0,0,2,0
merely,0,0,3,0,0,0,0,0,0
sort,0,0,0,0,2,0,0,0,0
material,0,0,0,0,3,0,0,0,0
specialization,0,0,0,0,1,0,0,0,0
trial,0,0,0,0,2,0,0,0,0
capable,2,0,0,0,0,0,0,0,0
teacher,0,0,0,0,5,0,0,0,0
establish,0,0,0,0,0,0,0,20,0
earth,0,0,0,0,3,0,0,0,0
typify,0,0,0,0,0,0,0,1,0
completion,0,0,0,0,5,0,0,0,0
join,0,0,0,0,0,0,0,4,0
treat,0,0,0,0,0,0,0,6,0
bacchant,0,0,0,0,1,0,0,0,0
dispose,0,0,0,0,0,0,0,4,0
miraculous,4,0,0,0,0,0,0,0,0
stream,0,0,0,0,1,0,0,0,0
wine,0,0,0,0,1,0,0,0,0
island,0,0,0,0,1,0,0,0,0
dance,0,0,0,0,2,0,0,1,0
singe,0,0,0,0,0,0,0,1,0
drink,0,0,0,0,0,0,0,1,0
nude,6,0,0,0,7,0,0,0,0
clothed,1,0,0,0,0,0,0,0,0
female,9,0,0,0,1,0,0,0,0
revel,0,0,0,0,1,0,0,0,0
earthy,1,0,0,0,0,0,0,0,0
hedonistic,1,0,0,0,0,0,0,0,0
glorification,0,0,0,0,1,0,0,0,0
trip,0,0,0,0,11,0,0,0,0
grandson,0,0,0,0,8,0,0,0,0
variation,0,0,0,0,1,0,0,0,0
narrative,9,0,0,0,15,0,0,0,0
compelling,3,0,0,0,0,0,0,0,0
colourism,0,0,0,0,1,0,0,0,0
sensuousness,0,0,0,0,1,0,0,0,0
restrained,2,0,0,0,0,0,0,0,0
juxtapose,0,0,0,0,0,0,0,4,0
patch,0,0,0,0,1,0,0,0,0
freely,0,0,1,0,0,0,0,0,0
rework,0,0,0,0,0,0,0,2,0
finger,0,0,0,0,1,0,0,0,0
fresh,2,0,0,0,0,0,0,0,0
quickly,0,0,4,0,0,0,0,0,0
heat,0,0,0,0,2,0,0,0,0
inspiration,0,0,0,0,8,0,0,0,0
biographer,0,0,0,0,8,0,0,0,0
criticize,0,0,0,0,0,0,0,1,0
satisfy,0,0,0,0,0,0,0,1,0
scope,0,0,0,0,5,0,0,0,0
emperor,0,0,0,0,6,0,0,0,0
nearly,0,0,2,0,0,0,0,0,0
enthusiasm,0,0,0,0,1,0,0,0,0
foreshortening,0,0,0,0,6,0,0,0,0
exaggeration,0,0,0,0,1,0,0,0,0
vocabulary,0,0,0,0,5,0,0,0,0
content,2,0,0,0,7,0,0,0,0
rape,0,0,0,0,1,0,0,0,0
rein,0,0,0,0,1,0,0,0,0
productive,3,0,0,0,0,0,0,0,0
outstanding,5,0,0,0,0,0,0,0,0
northwest,0,0,2,0,0,0,0,0,0
mythology,0,0,0,0,3,0,0,0,0
chamber,0,0,0,0,4,0,0,0,0
supplant,0,0,0,0,0,0,0,2,0
busy,4,0,0,0,0,0,0,1,0
official,6,0,0,0,2,0,0,0,0
vigour,0,0,0,0,2,0,0,0,0
vibrancy,0,0,0,0,1,0,0,0,0
splendid,7,0,0,0,0,0,0,0,0
feast,0,0,0,0,3,0,0,0,0
heightened,1,0,0,0,0,0,0,0,0
crowning,2,0,0,0,1,0,0,0,0
rapidly,0,0,4,0,0,0,0,0,0
recede,0,0,0,0,0,0,0,6,0
diagonal,1,0,0,0,1,0,0,0,0
repeat,0,0,0,0,0,0,0,6,0
smoky,1,0,0,0,0,0,0,0,0
lamp,0,0,0,0,1,0,0,0,0
pick,0,0,0,0,0,0,0,1,0
throw,0,0,0,0,0,0,0,2,0
darkness,0,0,0,0,1,0,0,0,0
comparison,0,0,0,0,4,0,0,0,0
difference,0,0,0,0,5,0,0,0,0
mannerism,0,0,0,0,5,0,0,0,0
decisively,0,0,3,0,0,0,0,0,0
naturalism,0,0,0,0,10,0,0,0,0
anarchy,0,0,0,0,2,0,0,0,0
sympathetic,5,0,0,0,0,0,0,0,0
attention,0,0,0,0,10,0,0,0,0
affinity,0,0,0,0,4,0,0,0,0
book,0,0,0,0,17,0,0,0,0
und,0,0,0,1,0,0,0,0,0
nonconformist,0,0,0,0,1,0,0,0,0
ultimately,0,0,2,0,0,0,0,0,0
maniera,0,0,0,0,6,0,0,0,3
literally,0,0,1,0,0,0,0,0,0
consistently,0,0,2,0,0,0,0,0,0
criticism,0,0,0,0,1,0,0,0,0
definable,1,0,0,0,0,0,0,0,0
stylishness,0,0,0,0,2,0,0,0,0
biography,0,0,0,0,10,0,0,0,0
attribute,0,0,0,0,1,0,0,11,0
absolute,2,0,0,0,0,0,0,0,0
enormous,5,0,0,0,0,0,0,0,0
representational,1,0,0,0,0,0,0,0,0
convince,0,0,0,0,0,0,0,1,0
secret,3,0,0,0,2,0,0,0,0
formal,7,0,0,0,0,0,0,0,0
complexity,0,0,0,0,3,0,0,0,0
obsession,0,0,0,0,1,0,0,0,0
outweigh,0,0,0,0,0,0,0,1,0
value,0,0,0,0,5,0,0,1,0
effortless,1,0,0,0,0,0,0,0,0
solution,0,0,0,0,3,0,0,0,0
problem,0,0,0,0,8,0,0,0,0
portrayal,0,0,0,0,5,0,0,0,0
complex,12,0,0,0,1,0,0,0,0
specifically,0,0,6,0,0,0,0,0,0
sign,0,0,0,0,1,0,0,10,0
labour,0,0,0,0,4,0,0,0,0
lie,0,0,0,0,0,0,0,4,0
motif,0,0,0,0,7,0,0,0,0
commonly,0,0,2,0,0,0,0,0,0
license,0,0,0,0,1,0,0,0,0
departure,0,0,0,0,3,0,0,0,0
normal,3,0,0,0,0,0,0,0,0
usage,0,0,0,0,1,0,0,0,0
intellectualize,0,0,0,0,0,0,0,1,0
intricacy,0,0,0,0,2,0,0,0,0
eloquent,2,0,0,0,0,0,0,0,0
quotation,0,0,0,0,1,0,0,0,0
display,0,0,0,0,1,0,0,19,0
analogous,2,0,0,0,0,0,0,0,0
foremost,4,0,1,0,0,0,0,0,0
appeal,0,0,0,0,0,0,0,1,0
churchman,0,0,0,0,3,0,0,0,0
surprising,3,0,0,0,0,0,0,0,0
censure,0,0,0,0,0,0,0,1,0
intend,0,0,0,0,0,0,0,11,0
virtuosity,0,0,0,0,3,0,0,0,0
story,0,0,0,0,13,0,0,0,0
attack,0,0,0,0,0,0,0,2,0
critic,0,0,0,0,8,0,0,0,0
inventor,0,0,0,0,2,0,0,0,0
obscenity,0,0,0,0,2,0,0,0,0
cultivate,0,0,0,0,0,0,0,1,0
devotion,0,0,0,0,6,0,0,0,0
cause,0,0,0,0,2,0,0,4,0
disrepute,0,0,0,0,1,0,0,0,0
coin,0,0,0,0,0,0,0,2,0
english,4,0,0,0,0,0,0,0,0
diarist,0,0,0,0,1,0,0,0,0
disparaging,2,0,0,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,10,0
historically,0,0,1,0,0,0,0,0,0
strictly,0,0,3,0,0,0,0,0,0
firm,2,0,0,0,0,0,0,0,0
grounding,0,0,0,0,1,0,0,0,0
ambiguous,1,0,0,0,0,0,0,0,0
beneath,0,4,0,0,0,0,0,0,0
accentuate,0,0,0,0,0,0,0,2,0
pupil,0,0,0,0,26,0,0,0,0
breaking,0,0,0,0,1,0,0,0,0
lack,0,0,0,0,1,0,0,2,0
clashing,1,0,0,0,0,0,0,0,0
persist,0,0,0,0,0,0,0,1,0
angular,1,0,0,0,0,0,0,0,0
tortured,2,0,0,0,0,0,0,0,0
dissimilar,1,0,0,0,0,0,0,0,0
spirit,0,0,0,0,9,0,0,0,0
unconventional,2,0,0,0,0,0,0,0,0
savage,1,0,0,0,0,0,0,0,0
emotionality,0,0,0,0,1,0,0,0,0
overwhelm,0,0,0,0,0,0,0,1,0
newly,0,0,5,0,0,0,0,0,0
sample,0,0,0,0,1,0,0,0,0
possess,0,0,0,0,0,0,0,5,0
attenuated,2,0,0,0,0,0,0,0,0
hail,0,0,0,0,0,0,0,1,0
reproduce,0,0,0,0,0,0,0,3,0
sophisticated,6,0,0,0,0,0,0,0,0
authoritative,1,0,0,0,0,0,0,0,0
stanze,0,0,0,0,0,0,0,0,1
refined,2,0,0,0,0,0,0,0,0
ingenious,4,0,0,0,0,0,0,0,0
exploitation,0,0,0,0,2,0,0,0,0
pictorial,13,0,0,0,0,0,0,0,0
reality,0,0,0,0,6,0,0,0,0
underlie,0,0,0,0,0,0,0,2,0
artificiality,0,0,0,0,1,0,0,0,0
latent,2,0,0,0,0,0,0,0,0
academicism,0,0,0,0,1,0,0,0,0
encounter,0,0,0,0,2,0,0,1,0
radical,2,0,0,0,0,0,0,0,0
realignment,0,0,0,0,1,0,0,0,0
dead,4,0,0,0,0,0,0,0,0
incline,0,0,0,0,0,0,0,2,0
exceptional,5,0,0,0,0,0,0,0,0
angularity,0,0,0,0,1,0,0,0,0
rarefied,1,0,0,0,0,0,0,0,0
overtly,0,0,1,0,0,0,0,0,0
handling,0,0,0,0,8,0,0,0,0
aggressive,1,0,0,0,0,0,0,0,0
scattered,1,0,0,0,0,0,0,0,0
flee,0,0,0,0,0,0,0,1,0
mannered,1,0,0,0,0,0,0,0,0
employment,0,0,0,0,1,0,0,0,0
settle,0,0,0,0,0,0,0,6,0
chief,7,0,0,0,0,0,0,0,0
formative,3,0,0,0,0,0,0,0,0
apprenticeship,0,0,0,0,7,0,0,0,0
resume,0,0,0,0,0,0,0,2,0
acquaintance,0,0,0,0,2,0,0,0,0
artifice,0,0,0,0,1,0,0,0,0
undeniably,0,0,1,0,0,0,0,0,0
eclectic,3,0,0,0,0,0,0,0,0
facility,0,0,0,0,1,0,0,0,0
inventiveness,0,0,0,0,3,0,0,0,0
raphaelesque,2,0,0,0,0,0,0,0,0
unsettled,1,0,0,0,0,0,0,0,0
replace,0,0,0,0,0,0,0,4,0
unpopular,1,0,0,0,0,0,0,0,0
assassinate,0,0,0,0,0,0,0,1,0
iberian,1,0,0,0,0,0,0,0,0
taste,0,0,0,0,5,0,0,0,0
shrewdly,0,0,1,0,0,0,0,0,0
embark,0,0,0,0,0,0,0,2,0
ambitious,3,0,0,0,0,0,0,0,0
propagandistic,1,0,0,0,0,0,0,0,0
consolidate,0,0,0,0,0,0,0,2,0
stage,0,0,0,0,9,0,0,0,0
manager,0,0,0,0,1,0,0,0,0
medicean,3,0,0,0,0,0,0,0,0
propaganda,0,0,0,0,2,0,0,0,0
success,0,0,0,0,4,0,0,0,0
advocacy,0,0,0,0,1,0,0,0,0
realize,0,0,0,0,0,0,0,6,0
reduce,0,0,0,0,0,0,0,4,0
aloofly,0,0,1,0,0,0,0,0,0
etiquette,0,0,0,0,1,0,0,0,0
favourite,3,0,0,0,1,0,0,0,0
spiritually,0,0,2,0,0,0,0,0,0
brilliantly,0,0,4,0,0,0,0,0,0
stylish,2,0,0,0,0,0,0,0,0
erudition,0,0,0,0,2,0,0,0,0
teaching,0,0,0,0,2,0,0,0,0
respond,0,0,0,0,0,0,0,1,0
similarly,0,0,1,0,0,0,0,0,0
abandon,0,0,0,0,1,0,0,6,0
pervasive,2,0,0,0,0,0,0,0,0
piety,0,0,0,0,1,0,0,0,0
attractively,0,0,1,0,0,0,0,0,0
fluent,2,0,0,0,0,0,0,0,0
precursor,0,0,0,0,1,0,0,0,0
majority,0,0,0,0,3,0,0,0,0
original,8,0,0,0,3,0,0,0,0
explicitly,0,0,1,0,0,0,0,0,0
michelangelesque,4,0,0,0,0,0,0,0,0
investigate,0,0,0,0,0,0,0,2,0
conceit,0,0,0,0,1,0,0,0,0
studio,0,0,0,0,15,0,0,0,0
designer,0,0,0,0,4,0,0,0,0
representative,4,0,0,0,3,0,0,0,0
underline,0,0,0,0,0,0,0,2,0
internationalism,0,0,0,0,2,0,0,0,0
succumb,0,0,0,0,0,0,0,2,0
bizarre,3,0,0,0,0,0,0,0,0
steady,3,0,0,0,0,0,0,0,0
exception,0,0,0,0,4,0,0,0,0
non,1,0,0,0,0,0,0,0,0
colouring,0,0,0,0,2,0,0,0,0
expression,0,0,0,0,26,0,0,0,0
remark,0,0,0,0,1,0,0,0,0
romano,1,0,0,0,0,0,0,0,0
fundamental,5,0,0,0,0,0,0,0,0
immediately,0,0,3,0,0,0,0,0,0
piecemeal,1,0,0,0,0,0,0,0,0
comprehension,0,0,0,0,1,0,0,0,0
regional,1,0,0,0,0,0,0,0,0
flamboyance,0,0,0,0,1,0,0,0,0
fusion,0,0,0,0,2,0,0,0,0
gothic,14,0,0,0,0,0,0,0,0
fuel,0,0,0,0,0,0,0,1,0
rate,0,0,0,0,1,0,0,0,0
netherlandish,9,0,0,0,0,0,0,0,0
military,4,0,0,0,0,0,0,0,0
enamoured,1,0,0,0,0,0,0,0,0
celebrated,8,0,0,0,0,0,0,0,0
tableware,0,0,0,0,1,0,0,0,0
friendly,2,0,0,0,0,0,0,0,0
send,0,0,0,0,0,0,0,7,0
cast,0,0,0,0,2,0,0,2,0
import,0,0,0,0,0,0,0,1,0
build,0,0,0,0,0,0,0,9,0
palace,0,0,0,0,12,0,0,0,0
gallery,0,0,0,0,4,0,0,0,0
intricate,3,0,0,0,0,0,0,0,0
stucco,0,0,0,0,2,0,0,0,0
richly,0,0,6,0,0,0,0,0,0
luxuriant,1,0,0,0,0,0,0,0,0
plastic,3,0,0,0,0,0,0,0,0
realization,0,0,0,0,2,0,0,0,0
leading,1,0,0,0,0,0,0,0,0
elaborate,5,0,0,0,0,0,0,1,0
strapwork,0,0,0,0,1,0,0,0,0
narrow,6,0,0,0,0,0,0,0,0
fillet,0,0,0,0,1,0,0,0,0
band,0,0,0,0,1,0,0,0,0
cross,0,0,0,0,1,0,0,1,0
interlace,0,0,0,0,0,0,0,1,0
swag,0,0,0,0,1,0,0,0,0
mimic,0,0,0,0,0,0,0,1,0
recall,0,0,0,0,0,0,0,6,0
assist,0,0,0,0,0,0,0,5,0
italianate,4,0,0,0,0,0,0,0,0
valencian,1,0,0,0,0,0,0,0,0
fledged,1,0,0,0,0,0,0,0,0
subsequently,0,0,4,0,0,0,0,0,0
royal,4,0,0,0,0,0,0,0,0
reminiscent,7,0,0,0,0,0,0,0,0
foreshadow,0,0,0,0,0,0,0,3,0
expressiveness,0,0,0,0,2,0,0,0,0
exclusively,0,0,1,0,0,0,0,0,0
provincial,2,0,0,0,0,0,0,0,0
isolation,0,0,0,0,2,0,0,0,0
spiritual,6,0,0,0,0,0,0,0,0
intensity,0,0,0,0,7,0,0,0,0
mainstream,0,0,0,0,1,0,0,0,0
conversant,1,0,0,0,0,0,0,0,0
anatomical,1,0,0,0,0,0,0,0,0
attenuation,0,0,0,0,2,0,0,0,0
vividly,0,0,1,0,0,0,0,0,0
precedent,0,0,0,0,1,0,0,0,0
mysticism,0,0,0,0,2,0,0,0,0
nonrealistic,1,0,0,0,0,0,0,0,0
indulge,0,0,0,0,0,0,0,1,0
supernatural,5,0,0,0,0,0,0,0,0
fervour,0,0,0,0,1,0,0,0,0
contrast,0,0,0,0,9,0,0,7,0
formalism,0,0,0,0,3,0,0,0,0
international,8,0,0,0,0,0,0,0,0
profound,4,0,0,0,0,0,0,0,0
understanding,0,0,0,0,3,0,0,0,0
ambition,0,0,0,0,1,0,0,0,0
confine,0,0,0,0,1,0,0,0,0
shortly,0,0,8,0,0,0,0,0,0
intimate,7,0,0,0,0,0,0,0,0
northerner,0,0,0,0,1,0,0,0,0
meticulously,0,0,2,0,0,0,0,0,0
broadly,0,0,2,0,0,0,0,0,0
scroll,0,0,0,0,1,0,0,0,0
heraldic,2,0,0,0,0,0,0,0,0
adoration,0,0,0,0,7,0,0,0,0
conception,0,0,0,0,10,0,0,0,0
association,0,0,0,0,7,0,0,0,0
admiration,0,0,0,0,2,0,0,0,0
national,1,0,0,0,0,0,0,0,0
elector,0,0,0,0,3,0,0,0,0
epitomize,0,0,0,0,0,0,0,2,0
dichotomy,0,0,0,0,1,0,0,0,0
length,1,0,0,0,8,0,0,0,0
fidelity,0,0,0,0,1,0,0,0,0
probably,0,0,40,0,0,0,0,0,0
recline,0,0,0,0,0,0,0,3,0
erotic,2,0,0,0,0,0,0,0,0
residence,0,0,0,0,4,0,0,0,0
seek,0,0,0,0,0,0,0,10,0
burgher,0,0,0,0,5,0,0,0,0
characterization,0,0,0,0,5,0,0,0,0
household,0,0,0,0,3,0,0,0,0
trouble,0,0,0,0,2,0,0,1,0
intense,5,0,0,0,0,0,0,0,0
forever,0,0,1,0,0,0,0,0,0
bride,0,0,0,0,2,0,0,0,0
ambassador,0,0,0,0,2,0,0,0,0
tour,0,0,0,0,1,0,0,0,3
force,0,0,0,0,5,0,0,3,4
faithfully,0,0,1,0,0,0,0,0,0
trapping,0,0,0,0,1,0,0,0,0
globe,0,0,0,0,1,0,0,0,0
musical,2,0,0,0,0,0,0,0,0
instrument,0,0,0,0,1,0,0,0,0
hard,2,0,0,0,0,0,0,0,0
expansiveness,0,0,0,0,1,0,0,0,0
positioning,0,0,0,0,1,0,0,0,0
frame,0,0,0,0,9,0,0,2,0
popularity,0,0,0,0,1,0,0,0,0
miniature,1,0,0,0,3,0,0,0,0
country,0,0,0,0,6,0,0,0,0
low,8,0,1,0,0,0,0,0,0
burgundian,4,0,0,0,0,0,0,0,0
coastal,1,0,0,0,0,0,0,0,0
northwestern,1,0,0,0,0,0,0,0,0
surname,0,0,0,0,1,0,0,1,0
heiress,0,0,0,0,1,0,0,0,0
duchy,0,0,0,0,4,0,0,0,0
countship,0,0,0,0,1,0,0,0,0
alliance,0,0,0,0,2,0,0,0,0
intact,1,0,0,0,0,0,0,0,0
granddaughter,0,0,0,0,1,0,0,0,0
capital,0,0,0,0,1,0,0,0,0
embellish,0,0,0,0,0,0,0,2,0
carthusian,1,0,0,0,0,0,0,0,0
monastery,0,0,0,0,10,0,0,0,0
dynastic,1,0,0,0,0,0,0,0,0
necropolis,0,0,0,0,1,0,0,0,0
flourished,1,0,0,0,0,0,0,0,0
disguise,0,0,0,0,0,0,0,4,0
symbolism,0,0,0,0,3,0,0,0,0
ultra,1,0,0,0,0,0,0,0,0
meaning,0,0,0,0,7,0,0,0,0
namesake,0,0,0,0,1,0,0,0,0
reign,0,0,0,0,1,0,0,1,0
patronage,0,0,0,0,7,0,0,0,0
library,0,0,0,0,2,0,0,0,0
illuminate,0,0,0,0,0,0,0,8,0
manuscript,0,0,0,0,6,0,0,0,0
fill,0,0,0,0,0,0,0,6,0
lavish,1,0,0,0,0,0,0,0,0
spectacle,0,0,0,0,1,0,0,0,0
triumphal,6,0,0,0,0,0,0,0,0
state,0,0,0,0,8,0,0,2,0
banquet,0,0,0,0,1,0,0,0,0
portion,0,0,0,0,1,0,0,0,0
temporary,2,0,0,0,0,0,0,0,0
ducal,1,0,0,0,0,0,0,0,0
account,0,0,0,0,4,0,0,1,0
foreign,2,0,0,0,0,0,0,0,0
presumably,0,0,3,0,0,0,0,0,0
reconnaissance,0,0,0,0,1,0,0,0,0
approve,0,0,0,0,0,0,0,1,0
marry,0,0,0,0,0,0,0,21,0
princess,0,0,0,0,1,0,0,0,0
perfect,8,0,0,0,0,0,0,2,0
varnish,0,0,0,0,1,0,0,0,0
brilliant,13,0,0,0,0,0,0,0,0
unchanged,2,0,0,0,0,0,0,0,0
celebrate,0,0,0,0,0,0,0,7,0
wealth,0,0,0,0,3,0,0,0,0
intellectuality,0,0,0,0,2,0,0,0,0
linearity,0,0,0,0,1,0,0,0,0
reticent,1,0,0,0,0,0,0,0,0
sentiment,0,0,0,0,4,0,0,0,0
neighbouring,1,0,0,0,0,0,0,0,0
meticulousness,0,0,0,0,1,0,0,0,0
innate,1,0,0,0,0,0,0,0,0
compressed,3,0,0,0,0,0,0,0,0
flower,0,0,0,0,2,0,0,0,0
pottery,0,0,0,0,1,0,0,0,0
jar,0,0,0,0,1,0,0,0,0
israelite,1,0,0,0,0,0,0,0,0
misleadingly,0,0,1,0,0,0,0,0,0
lump,0,0,0,0,0,0,0,1,0
exaggerated,1,0,0,0,0,0,0,0,0
fanciful,4,0,0,0,0,0,0,0,0
excess,0,0,0,0,1,0,0,0,0
ornate,1,0,0,0,0,0,0,0,0
able,4,0,0,0,0,0,0,0,0
superficiality,0,0,0,0,1,0,0,0,0
motivation,0,0,0,0,1,0,0,0,0
weave,0,0,0,0,0,0,0,2,0
knight,0,0,0,0,2,0,0,1,0
alpine,3,0,0,0,0,0,0,0,0
print,0,0,0,0,2,0,0,1,0
fantasy,0,0,0,0,3,0,0,0,0
peasant,1,0,0,0,9,0,0,0,0
adult,0,0,0,0,1,0,0,0,0
company,0,0,0,0,1,0,0,0,0
learned,2,0,0,0,0,0,0,0,0
proverb,0,0,0,0,2,0,0,0,0
game,0,0,0,0,1,0,0,0,0
romanizing,1,0,0,0,0,0,0,0,0
choice,0,0,0,0,2,0,0,0,0
month,0,0,0,0,9,0,0,0,0
revival,0,0,0,0,5,0,0,0,0
portal,0,0,0,0,1,0,0,0,0
hour,0,0,0,0,3,0,0,0,0
rural,1,0,0,0,0,0,0,0,0
sensitivity,0,0,0,0,4,0,0,0,0
yellow,2,0,0,0,2,0,0,0,0
ripe,1,0,0,0,0,0,0,0,0
wheat,0,0,0,0,2,0,0,0,0
blue,3,0,0,0,2,0,0,0,0
limitless,1,0,0,0,0,0,0,0,0
plain,1,0,0,0,1,0,0,0,0
lane,0,0,0,0,1,0,0,0,0
sleep,0,0,0,0,0,0,0,3,0
noon,0,0,0,0,1,0,0,0,0
meal,0,0,0,0,1,0,0,0,0
summer,0,0,0,0,7,0,0,0,0
run,0,0,0,0,0,0,0,1,0
eld,2,0,0,0,0,0,0,0,0
notable,11,0,0,0,0,0,0,0,0
dutch,3,0,0,0,0,0,0,0,0
collaborate,0,0,0,0,0,0,0,2,0
colleague,0,0,0,0,1,0,0,0,0
flowering,0,0,0,0,1,0,0,0,0
found,0,0,0,0,0,0,0,3,0
vasarian,1,0,0,0,0,0,0,0,0
academy,0,0,0,0,1,0,0,0,0
emulation,0,0,0,0,1,0,0,0,0
pivotal,1,0,0,0,0,0,0,0,0
instrumental,1,0,0,0,0,0,0,0,0
profile,0,0,0,0,4,0,0,1,0
near,0,23,0,0,0,0,0,0,0
workshop,0,0,0,0,22,0,0,0,0
bronze,0,0,0,0,1,0,0,0,0
confraternity,0,0,0,0,1,0,0,0,0
member,0,0,0,0,13,0,0,0,0
definite,4,0,0,0,0,0,0,0,0
badly,0,0,1,0,0,0,0,0,0
damage,0,0,0,0,0,0,0,2,0
episode,0,0,0,0,5,0,0,0,0
insistent,1,0,0,0,0,0,0,0,0
stylized,1,0,0,0,0,0,0,0,0
patterning,0,0,0,0,1,0,0,0,0
consistent,4,0,0,0,0,0,0,0,0
predominant,1,0,0,0,0,0,0,0,0
mosaicist,0,0,0,0,3,0,0,0,0
induce,0,0,0,0,0,0,0,3,0
cloister,0,0,0,0,3,0,0,0,0
monastic,3,0,0,0,0,0,0,0,0
legend,0,0,0,0,7,0,0,0,0
figural,1,0,0,0,0,0,0,0,0
formulation,0,0,0,0,2,0,0,0,0
ruinous,1,0,0,0,0,0,0,0,0
approximate,1,0,0,0,0,0,0,2,0
novel,3,0,0,0,0,0,0,0,0
sojourn,0,0,0,0,1,0,0,0,0
simplified,1,0,0,0,0,0,0,0,0
recent,5,0,0,0,0,0,0,0,0
monochrome,0,0,0,0,1,0,0,0,0
equestrian,2,0,0,0,0,0,0,0,0
monument,0,0,0,0,4,0,0,0,0
mercenary,0,0,0,0,1,0,0,0,0
command,0,0,0,0,2,0,0,1,0
troop,0,0,0,0,4,0,0,0,0
horse,0,0,0,0,3,0,0,0,0
rider,0,0,0,0,1,0,0,0,0
controlled,3,0,0,0,0,0,0,0,0
blossom,0,0,0,0,0,0,0,1,0
prophet,0,0,0,0,7,0,0,0,0
colossal,2,0,0,0,0,0,0,0,0
clock,0,0,0,0,1,0,0,0,0
facade,0,0,0,0,3,0,0,0,0
stain,0,0,0,0,0,0,0,1,0
cupola,0,0,0,0,1,0,0,0,0
recession,0,0,0,0,1,0,0,0,0
relief,0,0,0,0,4,0,0,0,0
victory,0,0,0,0,4,0,0,0,0
archrival,0,0,0,0,1,0,0,0,0
fragment,0,0,0,0,4,0,0,0,0
broken,1,0,0,0,0,0,0,0,0
bright,4,0,0,0,0,0,0,0,0
indebted,3,0,0,0,0,0,0,0,0
prince,0,0,0,0,3,0,0,0,0
justly,0,0,1,0,0,0,0,0,0
visible,6,0,0,0,0,0,0,0,0
underdrawing,0,0,0,0,1,0,0,0,0
sinopia,0,0,0,0,1,0,0,0,0
reddish,1,0,0,0,0,0,0,0,0
brown,2,0,0,0,0,0,0,0,0
pigment,0,0,0,0,4,0,0,0,0
universally,0,0,4,0,0,0,0,0,0
meticulous,1,0,0,0,0,0,0,0,0
analytic,1,0,0,0,0,0,0,0,0
mind,0,0,0,0,4,0,0,0,0
keenly,0,0,1,0,0,0,0,0,0
scientific,7,0,0,0,0,0,0,0,0
reconstruction,0,0,0,0,3,0,0,0,0
reclusive,1,0,0,0,0,0,0,0,0
existence,0,0,0,0,2,0,0,0,0
republic,0,0,0,0,4,0,0,0,0
baptize,0,0,0,0,0,0,0,1,0
document,0,0,0,0,10,0,0,6,0
priory,0,0,0,0,10,0,0,0,0
militant,1,0,0,0,0,0,0,0,0
reform,0,0,0,0,0,0,0,1,0
defend,0,0,0,0,0,0,0,3,0
spirituality,0,0,0,0,3,0,0,0,0
