word,ADJ,ADP,ADV,DET,NOUN,NUM,VERB
draw,0,0,0,0,0,0,5
soil,0,0,0,0,37,0,0
interior,0,0,0,0,1,0,0
high,5,0,0,0,0,0,0
level,0,0,0,0,3,0,0
salt,0,0,0,0,3,0,0
sugar,0,0,0,0,11,0,0
plentiful,1,0,0,0,0,0,0
outside,0,1,0,0,2,0,0
membrane,0,0,0,0,3,0,0
short,9,0,0,0,0,0,0
supply,0,0,0,0,5,0,1
inside,0,7,0,0,1,0,0
discussion,0,0,0,0,1,0,0
complete,2,0,0,0,0,0,1
mention,0,0,0,0,1,0,0
photosynthesis,0,0,0,0,27,0,0
use,0,0,0,0,1,0,10
sunlight,0,0,0,0,8,0,0
carbon,0,0,0,0,15,0,0
dioxide,0,0,0,0,12,0,0
mineral,0,0,0,0,16,0,0
food,0,0,0,0,33,0,0
benefit,0,0,0,0,1,0,1
creature,0,0,0,0,2,0,0
include,0,0,0,0,0,0,12
eat,0,0,0,0,0,0,9
absorb,0,0,0,0,0,0,3
extend,0,0,0,0,0,0,3
eater,0,0,0,0,1,0,0
know,0,0,0,0,0,0,12
chain,0,0,0,0,3,0,0
result,0,0,0,0,5,0,5
release,0,0,0,0,0,0,11
oxygen,0,0,0,0,23,0,0
atmosphere,0,0,0,0,2,0,0
need,0,0,0,0,0,0,10
lavender,0,0,0,0,1,0,0
bloom,0,0,0,0,0,0,8
foot,0,0,0,0,2,0,0
tree,0,0,0,0,29,0,0
important,3,0,0,0,0,0,0
ecosystem,0,0,0,0,23,0,0
natural,1,0,0,0,0,0,0
dead,2,0,0,0,0,0,0
make,0,0,0,0,0,0,6
rich,2,0,0,0,0,0,0
robust,1,0,0,0,0,0,0
typically,0,0,3,0,0,0,0
care,0,0,0,0,1,0,1
vegetation,0,0,0,0,4,0,0
source,0,0,0,0,8,0,0
likewise,0,0,1,0,0,0,0
people,0,0,0,0,2,0,0
overlook,0,0,0,0,0,0,1
flower,0,0,0,0,25,0,7
young,5,0,0,0,0,0,0
day,0,0,0,0,9,0,0
truth,0,0,0,0,1,0,0
valuable,1,0,0,0,0,0,0
wondrous,1,0,0,0,0,0,0
worthy,1,0,0,0,0,0,0
careful,1,0,0,0,0,0,0
consideration,0,0,0,0,1,0,0
continue,0,0,0,0,0,0,2
produce,0,0,0,0,0,0,62
call,0,0,0,0,0,0,39
sexual,6,0,0,0,0,0,0
asexual,5,0,0,0,0,0,0
involve,0,0,0,0,0,0,6
union,0,0,0,0,3,0,0
different,4,0,0,0,0,0,0
occur,0,0,0,0,0,0,9
type,0,0,0,0,7,0,0
moss,0,0,0,0,4,0,0
liverwort,0,0,0,0,1,0,0
example,0,0,0,0,20,0,0
contain,0,0,0,0,0,0,12
fragment,0,0,0,0,1,0,0
gemmae,0,0,0,0,1,0,0
cuplike,1,0,0,0,0,0,0
structure,0,0,0,0,10,0,0
gemma,0,0,0,0,1,0,0
loose,0,0,1,0,0,0,0
germinate,0,0,0,0,0,0,17
establish,0,0,0,0,0,0,10
genetically,0,0,1,0,0,0,0
identical,3,0,0,0,0,0,0
vascular,1,0,0,0,0,0,0
specialized,5,0,0,0,0,0,0
tissue,0,0,0,0,21,0,0
form,0,0,0,0,13,0,22
vegetative,4,0,0,0,0,0,0
proper,1,0,0,0,0,0,0
condition,0,0,0,0,9,0,0
piece,0,0,0,0,1,0,0
individual,0,0,0,0,1,0,0
runner,0,0,0,0,6,0,0
stolon,0,0,0,0,2,0,0
vegetatively,0,0,1,0,0,0,0
run,0,0,0,0,0,0,1
ground,0,0,0,0,6,0,0
erect,2,0,0,0,0,0,0
curve,0,0,0,0,0,0,1
touch,0,0,0,0,0,0,3
tip,0,0,0,0,9,0,0
strawberry,0,0,0,0,2,0,0
disturb,0,0,0,0,0,0,2
offshoot,1,0,0,0,0,0,0
garden,0,0,0,0,2,0,0
efficiently,0,0,1,0,0,0,0
seed,0,0,0,0,65,0,0
advantage,0,0,0,0,3,0,0
large,9,0,0,0,0,0,0
rapidly,0,0,4,0,0,0,0
potato,0,0,0,0,2,0,0
small,13,0,0,0,0,0,0
weak,1,0,0,0,0,0,0
actually,0,0,5,0,0,0,0
fleshy,3,0,0,0,0,0,0
reserve,0,0,0,0,5,0,0
starch,0,0,0,0,4,0,0
strong,2,0,0,0,0,0,0
fast,0,0,3,0,0,0,0
enable,0,0,0,0,0,0,3
spread,0,0,0,0,1,0,3
quickly,0,0,9,0,0,0,0
area,0,0,0,0,8,0,0
surround,0,0,0,0,0,0,5
weed,0,0,0,0,5,0,0
difficult,2,0,0,0,0,0,0
control,0,0,0,0,1,0,2
addition,0,0,0,0,4,0,0
bud,0,0,0,0,27,0,0
corm,0,0,0,0,1,0,0
vertical,1,0,0,0,0,0,0
rhizome,0,0,0,0,1,0,0
horizontal,1,0,0,0,0,0,0
part,0,0,0,0,10,0,0
cutting,0,0,0,0,2,0,0
slip,0,0,0,0,1,0,0
twig,0,0,0,0,5,0,0
branch,0,0,0,0,11,0,0
place,0,0,0,0,4,0,1
sand,0,0,0,0,5,0,0
time,0,0,0,0,3,0,0
willow,0,0,0,0,2,0,0
geranium,0,0,0,0,1,0,0
begonia,0,0,0,0,1,0,0
african,1,0,0,0,0,0,0
violet,0,0,0,0,1,0,0
layering,0,0,0,0,1,0,0
certain,7,0,0,0,0,0,0
shrub,0,0,0,0,8,0,0
bend,0,0,0,0,0,0,3
send,0,0,0,0,0,0,2
gooseberry,0,0,0,0,1,0,0
blackberry,0,0,0,0,1,0,0
grapevine,0,0,0,0,1,0,0
forsythia,0,0,0,0,1,0,0
improved,1,0,0,0,0,0,0
variety,0,0,0,0,3,0,0
fruit,0,0,0,0,7,0,0
obtain,0,0,0,0,0,0,7
grafting,0,0,0,0,1,0,0
superior,1,0,0,0,0,0,0
stock,0,0,0,0,1,0,0
hardy,2,0,0,0,0,0,0
inferior,1,0,0,0,0,0,0
quality,0,0,0,0,1,0,0
cambium,0,0,0,0,2,0,0
layer,0,0,0,0,8,0,0
growth,0,0,0,0,49,0,0
contact,0,0,0,0,2,0,0
tie,0,0,0,0,0,0,1
cover,0,0,0,0,0,0,4
cloth,0,0,0,0,1,0,0
special,3,0,0,0,0,0,0
wax,0,0,0,0,1,0,0
budding,0,0,0,0,1,0,0
remove,0,0,0,0,0,0,4
bark,0,0,0,0,1,0,0
usually,0,0,5,0,0,0,0
seedling,0,0,0,0,6,0,0
gamete,0,0,0,0,11,0,0
unite,0,0,0,0,0,0,6
single,4,0,0,0,0,0,0
zygote,0,0,0,0,7,0,0
undergo,0,0,0,0,0,0,3
division,0,0,0,0,9,0,0
ultimately,0,0,2,0,0,0,0
rise,0,0,0,0,2,0,0
body,0,0,0,0,4,0,0
offspring,0,0,0,0,5,0,0
sexually,0,0,2,0,0,0,0
certainly,0,0,1,0,0,0,0
resemble,0,0,0,0,0,0,2
necessarily,0,0,2,0,0,0,0
consequently,0,0,5,0,0,0,0
increase,0,0,0,0,1,0,9
variation,0,0,0,0,1,0,0
take,0,0,0,0,0,0,5
distinct,1,0,0,0,0,0,0
phase,0,0,0,0,2,0,0
generation,0,0,0,0,4,0,0
mean,0,0,0,0,6,0,6
spore,0,0,0,0,6,0,0
reproductive,1,0,0,0,0,0,0
pattern,0,0,0,0,3,0,0
alternation,0,0,0,0,2,0,0
sporophyte,0,0,0,0,6,0,0
meiosis,0,0,0,0,1,0,0
gametophyte,0,0,0,0,8,0,0
sperm,0,0,0,0,8,0,0
egg,0,0,0,0,7,0,0
clearly,0,0,2,0,0,0,0
see,0,0,0,0,0,0,2
fern,0,0,0,0,7,0,0
common,5,0,0,0,0,0,0
frond,0,0,0,0,1,0,0
stream,0,0,0,0,2,0,0
bank,0,0,0,0,2,0,0
sorus,0,0,0,0,1,0,0
find,0,0,0,0,0,0,6
underside,0,0,0,0,1,0,0
land,0,0,0,0,1,0,1
favorable,5,0,0,0,0,0,0
germination,0,0,0,0,16,0,0
shaped,1,0,0,0,0,0,0
inch,0,0,0,0,3,0,0
moist,4,0,0,0,0,0,0
habitat,0,0,0,0,10,0,0
require,0,0,0,0,0,0,7
moisture,0,0,0,0,8,0,0
order,0,0,0,0,7,0,0
location,0,0,0,0,3,0,0
responsible,2,0,0,0,0,0,0
production,0,0,0,0,2,0,0
chromosome,0,0,0,0,1,0,0
highly,0,0,2,0,0,0,0
dominant,1,0,0,0,0,0,0
microscopic,1,0,0,0,0,0,0
cone,0,0,0,0,5,0,0
development,0,0,0,0,5,0,0
propagate,0,0,0,0,0,0,1
unlike,0,1,0,0,0,0,0
dry,10,0,0,0,0,0,0
early,5,0,1,0,0,0,0
extinct,1,0,0,0,0,0,0
conifer,0,0,0,0,1,0,0
relative,1,0,0,0,3,0,0
evolve,0,0,0,0,0,0,1
scale,0,0,0,0,9,0,0
microstroboli,0,0,0,0,1,0,0
pollination,0,0,0,0,11,0,0
billion,0,0,0,0,1,0,0
pollen,0,0,0,0,13,0,0
grain,0,0,0,0,5,0,0
wind,0,0,0,0,2,0,0
fall,0,0,0,0,2,0,5
waste,0,0,0,0,6,0,1
lodge,0,0,0,0,1,0,0
ovule,0,0,0,0,5,0,0
tube,0,0,0,0,3,0,0
divide,0,0,0,0,0,0,2
normal,3,0,0,0,0,0,0
embryonic,3,0,0,0,0,0,0
embryo,0,0,0,0,7,0,0
pine,0,0,0,0,7,0,0
pinecone,0,0,0,0,1,0,0
fertilized,1,0,0,0,0,0,0
drop,0,0,0,0,1,0,5
diagram,0,0,0,0,3,0,0
show,0,0,0,0,0,0,2
self,0,0,0,0,5,0,0
cross,0,0,0,0,4,0,0
pollinate,0,0,0,0,0,0,2
fertilize,0,0,0,0,0,0,2
come,0,0,0,0,0,0,4
nature,0,0,0,0,2,0,0
great,3,0,0,0,0,0,0
prevent,0,0,0,0,0,0,7
healthy,1,0,0,0,0,0,0
transfer,0,0,0,0,1,0,1
stigma,0,0,0,0,3,0,0
species,0,0,0,0,2,0,0
evolutionary,1,0,0,0,0,0,0
specie,0,0,0,0,12,0,0
combine,0,0,0,0,0,0,7
hereditary,1,0,0,0,0,0,0
trait,0,0,0,0,1,0,0
generally,0,0,2,0,0,0,0
varied,1,0,0,0,0,0,0
change,0,0,0,0,5,0,4
well,0,0,7,0,0,0,0
able,9,0,0,0,0,0,0
adapt,0,0,0,0,0,0,1
situation,0,0,0,0,1,0,0
ensure,0,0,0,0,0,0,1
avoid,0,0,0,0,0,0,2
stamen,0,0,0,0,5,0,0
pistil,0,0,0,0,5,0,0
mature,1,0,0,0,0,0,5
deposit,0,0,0,0,0,0,2
separate,1,0,0,0,0,0,0
alder,0,0,0,0,2,0,0
birch,0,0,0,0,1,0,0
walnut,0,0,0,0,2,0,0
hickory,0,0,0,0,2,0,0
catkin,0,0,0,0,2,0,0
cluster,0,0,0,0,5,0,0
unisex,1,0,0,0,0,0,0
pistillate,0,0,0,0,3,0,0
staminate,0,0,0,0,3,0,0
corn,0,0,0,0,4,0,0
tassel,0,0,0,0,2,0,0
ear,0,0,0,0,2,0,0
monoecious,1,0,0,0,0,0,0
household,0,0,0,0,2,0,0
cottonwood,0,0,0,0,1,0,0
separation,0,0,0,0,2,0,0
dioecious,1,0,0,0,0,0,0
far,0,0,1,0,0,0,0
efficient,1,0,0,0,0,0,0
brilliant,1,0,0,0,0,0,0
color,0,0,0,0,8,0,0
delicate,1,0,0,0,0,0,0
perfume,0,0,0,0,1,0,0
sweet,1,0,0,0,0,0,0
nectar,0,0,0,0,1,0,0
attract,0,0,0,0,0,0,2
insect,0,0,0,0,20,0,0
visitor,0,0,0,0,1,0,0
pick,0,0,0,0,0,0,1
hair,0,0,0,0,6,0,0
rub,0,0,0,0,0,0,2
ovary,0,0,0,0,2,0,0
nucleus,0,0,0,0,5,0,0
pass,0,0,0,0,0,0,3
polar,1,0,0,0,0,0,0
endosperm,0,0,0,0,7,0,0
provide,0,0,0,0,0,0,9
begin,0,0,0,0,0,0,12
moment,0,0,0,0,1,0,0
coat,0,0,0,0,3,0,0
emerge,0,0,0,0,0,0,2
essential,4,0,0,0,0,0,0
bring,0,0,0,0,0,0,1
respiration,0,0,0,0,9,0,0
energy,0,0,0,0,17,0,0
activity,0,0,0,0,2,0,0
necessary,4,0,0,0,0,0,0
basic,1,0,0,0,0,0,0
epicotyl,0,0,0,0,2,0,0
plumule,0,0,0,0,2,0,0
shoot,0,0,0,0,4,0,0
cotyledon,0,0,0,0,7,0,0
unfold,0,0,0,0,0,0,2
radicle,0,0,0,0,4,0,0
region,0,0,0,0,3,0,0
connect,0,0,0,0,0,0,1
hypocotyl,0,0,0,0,2,0,0
coconut,0,0,0,0,4,0,0
palm,0,0,0,0,1,0,0
white,2,0,0,0,0,0,0
meat,0,0,0,0,1,0,0
milk,0,0,0,0,2,0,0
nutrition,0,0,0,0,1,0,0
nutritive,1,0,0,0,0,0,0
fertilization,0,0,0,0,1,0,0
amount,0,0,0,0,2,0,0
castor,0,0,0,0,1,0,0
bean,0,0,0,0,5,0,0
pumpkin,0,0,0,0,1,0,0
pea,0,0,0,0,2,0,0
little,1,0,0,0,0,0,0
nourishment,0,0,0,0,1,0,0
suitable,3,0,0,0,0,0,0
temperature,0,0,0,0,9,0,0
sufficient,3,0,0,0,0,0,0
store,0,0,0,0,0,0,15
factor,0,0,0,0,5,0,0
stage,0,0,0,0,4,0,0
dark,0,0,0,0,1,0,0
initially,0,0,3,0,0,0,0
light,3,0,0,0,14,0,0
manufacture,0,0,0,0,0,0,2
inner,1,0,0,0,0,0,0
swell,0,0,0,0,0,0,1
rupture,0,0,0,0,0,0,1
hasten,0,0,0,0,0,0,1
chemical,3,0,0,0,9,0,0
reaction,0,0,0,0,4,0,0
slowly,0,0,4,0,0,0,0
dormant,11,0,0,0,0,0,0
directly,0,0,3,0,0,0,0
rapid,2,0,0,0,0,0,0
rate,0,0,0,0,5,0,0
deprive,0,0,0,0,0,0,1
soon,0,0,2,0,0,0,0
die,0,0,0,0,0,0,8
happen,0,0,0,0,0,0,6
receive,0,0,0,0,0,0,1
diffuse,0,0,0,0,0,0,6
easily,0,0,2,0,0,0,0
wet,5,0,0,0,0,0,0
depict,0,0,0,0,0,0,1
downward,1,0,1,0,0,0,0
stretch,0,0,0,0,1,0,0
push,0,0,0,0,0,0,1
remain,0,0,0,0,1,0,5
resistant,3,0,0,0,0,0,0
environmental,4,0,0,0,0,0,0
stress,0,0,0,0,1,0,0
drought,0,0,0,0,3,0,0
unfavorable,2,0,0,0,0,0,0
portion,0,0,0,0,1,0,0
cycle,0,0,0,0,5,0,1
survive,0,0,0,0,0,0,9
period,0,0,0,0,5,0,0
impossible,1,0,0,0,0,0,0
afterripen,0,0,0,0,0,0,1
week,0,0,0,0,2,0,0
month,0,0,0,0,3,0,0
normally,0,0,1,0,0,0,0
cold,7,0,0,0,1,0,0
winter,0,0,0,0,14,0,0
spring,0,0,0,0,7,0,0
expose,0,0,0,0,0,0,5
purple,1,0,0,0,0,0,0
crocus,0,0,0,0,2,0,0
amid,0,2,0,0,0,0,0
snowy,1,0,0,0,0,0,0
remnant,0,0,0,0,1,0,0
late,1,0,1,0,0,0,0
air,0,0,0,0,15,0,0
requirement,0,0,0,0,1,0,0
guarantee,0,0,0,0,0,0,1
pin,0,0,0,0,2,0,0
cherry,0,0,0,0,2,0,0
forest,0,0,0,0,5,0,0
decade,0,0,0,0,1,0,0
likely,2,0,0,0,0,0,0
greenery,0,0,0,0,1,0,0
blossom,0,0,0,0,1,0,3
charred,1,0,0,0,0,0,0
scrubland,0,0,0,0,2,0,0
fire,0,0,0,0,6,0,0
awaken,0,0,0,0,0,0,1
dormancy,0,0,0,0,6,0,0
intense,1,0,0,0,0,0,0
heat,0,0,0,0,4,0,0
wildfire,0,0,0,0,3,0,0
desert,0,0,0,0,13,0,0
follow,0,0,0,0,0,0,3
heavy,4,0,0,0,0,0,0
rain,0,0,0,0,7,0,1
available,2,0,0,0,0,0,0
inhibitor,0,0,0,0,3,0,0
permit,0,0,0,0,0,0,1
recently,0,0,1,0,0,0,0
burn,0,0,0,0,0,0,4
stimulus,0,0,0,0,1,0,0
quantity,0,0,0,0,6,0,0
crucial,2,0,0,0,0,0,0
liquid,0,0,0,0,2,0,0
transport,0,0,0,0,0,0,3
pressure,0,0,0,0,4,0,0
turgor,0,0,0,0,6,0,0
maintain,0,0,0,0,0,0,1
pump,0,0,0,0,1,0,0
comparable,1,0,0,0,0,0,0
serve,0,0,0,0,0,0,3
movement,0,0,0,0,2,0,0
osmosis,0,0,0,0,1,0,0
semipermeable,1,0,0,0,0,0,0
jellylike,1,0,0,0,0,0,0
substance,0,0,0,0,6,0,0
cytoplasm,0,0,0,0,2,0,0
difference,0,0,0,0,1,0,0
move,0,0,0,0,0,0,1
expansion,0,0,0,0,2,0,0
stimulate,0,0,0,0,0,0,6
lack,0,0,0,0,1,0,0
stop,0,0,0,0,0,0,4
wilt,0,0,0,0,0,0,4
eventually,0,0,4,0,0,0,0
wall,0,0,0,0,3,0,0
keep,0,0,0,0,0,0,2
rigid,1,0,0,0,0,0,0
upright,1,0,0,0,0,0,0
loss,0,0,0,0,7,0,0
entire,2,0,0,0,0,0,0
fertilizer,0,0,0,0,2,0,0
add,0,0,0,0,0,0,1
decrease,0,0,0,0,1,0,3
feel,0,0,0,0,0,0,1
enter,0,0,0,0,0,0,3
evaporate,0,0,0,0,0,0,1
stomata,0,0,0,0,5,0,0
particularly,0,0,1,0,0,0,0
daytime,0,0,0,0,3,0,0
stoma,0,0,0,0,1,0,0
open,1,0,0,0,0,0,0
warm,2,0,0,0,0,0,0
estimate,0,0,0,0,0,0,1
oak,0,0,0,0,3,0,0
gallon,0,0,0,0,1,0,0
liter,0,0,0,0,1,0,0
lower,0,0,0,0,0,0,3
xylem,0,0,0,0,6,0,0
vein,0,0,0,0,2,0,0
pull,0,0,0,0,0,0,1
surface,0,0,0,0,10,0,0
hot,3,0,0,0,0,0,0
adaptation,0,0,0,0,4,0,0
cuticle,0,0,0,0,2,0,0
outer,3,0,0,0,0,0,0
thick,5,0,0,0,0,0,0
waxy,4,0,0,0,0,0,0
excessive,1,0,0,0,0,0,0
succulent,2,0,0,0,0,0,0
cacti,0,0,0,0,1,0,0
abundant,5,0,0,0,0,0,0
ideal,1,0,0,0,0,0,0
dweller,0,0,0,0,1,0,0
cactus,0,0,0,0,9,0,0
suited,1,0,0,0,0,0,0
unique,1,0,0,0,0,0,0
ability,0,0,0,0,2,0,0
flourish,0,0,0,0,0,0,1
arid,2,0,0,0,0,0,0
characterize,0,0,0,0,0,0,1
harsh,1,0,0,0,0,0,0
ordinary,1,0,0,0,0,0,0
nondesert,1,0,0,0,0,0,0
one,0,0,0,0,2,0,0
huge,1,0,0,0,0,0,0
tough,1,0,0,0,0,0,0
skin,0,0,0,0,2,0,0
safely,0,0,1,0,0,0,0
hoard,0,0,0,0,0,0,1
green,8,0,0,0,0,0,0
southwestern,3,0,0,0,0,0,0
prickly,1,0,0,0,0,0,0
pear,0,0,0,0,1,0,0
ornamental,1,0,0,0,1,0,0
deep,0,0,1,0,0,0,0
near,0,3,0,0,0,0,0
wide,2,0,0,0,0,0,0
infrequent,1,0,0,0,0,0,0
choloroplast,0,0,0,0,1,0,0
chloroplast,0,0,0,0,2,0,0
compound,0,0,0,0,5,0,0
chlorophyll,0,0,0,0,10,0,0
vast,1,0,0,0,0,0,0
array,0,0,0,0,1,0,0
protein,0,0,0,0,5,0,0
enzyme,0,0,0,0,3,0,0
capture,0,0,0,0,0,0,3
transform,0,0,0,0,0,0,1
trap,0,0,0,0,3,0,5
pigment,0,0,0,0,8,0,0
travel,0,0,0,0,0,0,1
hydrogen,0,0,0,0,2,0,0
atom,0,0,0,0,2,0,0
join,0,0,0,0,0,0,1
product,0,0,0,0,2,0,0
glucose,0,0,0,0,10,0,0
simple,2,0,0,0,0,0,0
enormous,1,0,0,0,0,0,0
second,1,0,0,0,2,0,0
generate,0,0,0,0,0,0,1
convert,0,0,0,0,0,0,6
sucrose,0,0,0,0,1,0,0
refine,0,0,0,0,0,0,1
sugarcane,0,0,0,0,1,0,0
beet,0,0,0,0,2,0,0
table,0,0,0,0,1,0,0
long,6,0,3,0,0,0,0
polymer,0,0,0,0,1,0,0
cellulose,0,0,0,0,4,0,0
main,1,0,0,0,0,0,0
component,0,0,0,0,3,0,0
belong,0,0,0,0,0,0,1
general,1,0,0,0,0,0,0
class,0,0,0,0,1,0,0
organic,7,0,0,0,0,0,0
carbohydrate,0,0,0,0,4,0,0
lipid,0,0,0,0,1,0,0
fat,0,0,0,0,1,0,0
nucleic,1,0,0,0,0,0,0
acid,0,0,0,0,3,0,0
element,0,0,0,0,4,0,0
nitrogen,0,0,0,0,20,0,0
sulfur,0,0,0,0,1,0,0
phosphorus,0,0,0,0,3,0,0
potassium,0,0,0,0,1,0,0
iron,0,0,0,0,1,0,0
calcium,0,0,0,0,1,0,0
magnesium,0,0,0,0,1,0,0
build,0,0,0,0,0,0,3
coal,0,0,0,0,2,0,0
presence,0,0,0,0,4,0,0
furnace,0,0,0,0,1,0,0
similar,2,0,0,0,0,0,0
go,0,0,0,0,0,0,2
night,0,0,0,0,8,0,0
reverse,0,0,0,0,1,0,0
space,0,0,0,0,1,0,0
solution,0,0,0,0,1,0,0
turn,0,0,0,0,1,0,2
vapor,0,0,0,0,2,0,0
proceed,0,0,0,0,0,0,2
absence,0,0,0,0,1,0,0
consequence,0,0,0,0,1,0,0
mitosis,0,0,0,0,1,0,0
enlargement,0,0,0,0,4,0,0
differentiation,0,0,0,0,3,0,0
meristem,0,0,0,0,1,0,0
primarily,0,0,1,0,0,0,0
length,0,0,0,0,4,0,0
diameter,0,0,0,0,2,0,0
lengthy,1,0,0,0,0,0,0
climb,0,0,0,0,0,0,1
right,0,0,1,0,0,0,0
expand,0,0,0,0,0,0,3
center,0,0,0,0,2,0,0
pot,0,0,0,0,1,0,0
size,0,0,0,0,1,0,0
elastic,1,0,0,0,0,0,0
differentiate,0,0,0,0,0,0,1
fiber,0,0,0,0,1,0,0
speed,0,0,0,0,1,0,1
influence,0,0,0,0,0,0,2
regulator,0,0,0,0,6,0,0
heredity,0,0,0,0,1,0,0
relate,0,0,0,0,0,0,1
availability,0,0,0,0,3,0,0
affect,0,0,0,0,0,0,3
force,0,0,0,0,2,0,0
thrive,0,0,0,0,0,0,2
ruin,0,0,0,0,1,0,0
slow,1,0,0,0,0,0,1
hormone,0,0,0,0,1,0,0
discover,0,0,0,0,0,0,1
auxin,0,0,0,0,14,0,0
term,0,0,0,0,2,0,0
greek,2,0,0,0,0,0,0
word,0,0,0,0,2,0,0
demonstrate,0,0,0,0,0,0,1
dutch,1,0,0,0,0,0,0
physiologist,0,0,0,0,1,0,0
key,1,0,0,0,0,0,0
function,0,0,0,0,2,0,0
prove,0,0,0,0,0,0,1
botanist,0,0,0,0,1,0,0
oat,0,0,0,0,1,0,0
start,0,0,0,0,0,0,2
juice,0,0,0,0,1,0,0
end,0,0,0,0,3,0,1
central,2,0,0,0,0,0,0
tropism,0,0,0,0,1,0,0
phototropism,0,0,0,0,1,0,0
turning,0,0,0,0,2,0,0
direction,0,0,0,0,2,0,0
response,0,0,0,0,2,0,0
unlighted,1,0,0,0,0,0,0
lighted,1,0,0,0,0,0,0
gardener,0,0,0,0,2,0,0
prune,0,0,0,0,0,0,1
bush,0,0,0,0,1,0,0
hedge,0,0,0,0,1,0,0
removal,0,0,0,0,1,0,0
hinder,0,0,0,0,0,0,1
geotropism,0,0,0,0,1,0,0
earth,0,0,0,0,1,0,0
away,0,0,1,0,0,0,0
gravity,0,0,0,0,2,0,0
lay,0,0,0,0,0,0,1
sidewise,0,0,1,0,0,0,0
accumulate,0,0,0,0,0,0,2
accelerate,0,0,0,0,0,0,1
upward,0,0,1,0,0,0,0
accumulation,0,0,0,0,1,0,0
gibberellin,0,0,0,0,2,0,0
cytokinin,0,0,0,0,2,0,0
abscisic,2,0,0,0,0,0,0
ethylene,0,0,0,0,3,0,0
promote,0,0,0,0,0,0,6
flowering,0,0,0,0,2,0,0
breaking,0,0,0,0,1,0,0
delay,0,0,0,0,0,0,1
senescence,0,0,0,0,1,0,0
yellowing,0,0,0,0,1,0,0
abscission,0,0,0,0,4,0,0
ripening,0,0,0,0,2,0,0
terminal,4,0,0,0,0,0,0
shrubby,1,0,0,0,0,0,0
reason,0,0,0,0,1,0,0
task,0,0,0,0,1,0,0
check,0,0,0,0,0,0,2
upper,4,0,0,0,0,0,0
foliage,0,0,0,0,1,0,0
shade,0,0,0,0,2,0,1
arrest,0,0,0,0,0,0,1
destroy,0,0,0,0,0,0,1
frost,0,0,0,0,1,0,0
disease,0,0,0,0,1,0,0
work,0,0,0,0,1,0,0
vary,0,0,0,0,0,0,1
