word,ADJ,ADP,ADV,CCONJ,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
quality,0,0,0,0,0,0,23,0,0,0,0
presentation,0,0,0,0,0,0,3,0,0,0,0
execution,0,0,0,0,0,0,5,0,0,0,0
feeling,0,0,0,0,0,0,10,0,0,0,0
demeanor,0,0,0,0,0,0,1,0,0,0,0
stunning,2,0,0,0,0,0,0,0,0,0,0
street,0,0,0,0,0,0,2,0,0,0,0
busk,0,0,0,0,0,0,0,0,0,1,0
sidewalk,0,0,0,0,0,0,1,0,0,0,0
donation,0,0,0,0,0,0,1,0,0,0,0
master,0,0,0,0,0,0,8,0,0,2,0
bouzouki,0,0,0,0,0,0,0,0,0,0,1
string,0,0,0,0,0,0,76,0,0,0,0
variation,0,0,0,0,0,0,35,0,0,0,0
ancient,23,0,0,0,0,0,0,0,0,0,0
greek,17,0,0,0,0,0,0,0,0,0,0
instrument,0,0,0,0,0,0,424,0,0,0,0
repertoire,0,0,0,0,0,0,10,0,0,0,0
diverse,9,0,0,0,0,0,0,0,0,0,0
range,0,0,0,0,0,0,32,0,0,8,0
wild,1,0,0,0,0,0,0,0,0,0,0
east,1,0,0,0,0,0,0,0,0,0,0
european,23,0,0,0,0,0,0,0,0,0,0
gypsy,0,0,0,0,0,0,1,0,0,0,0
scottish,1,0,0,0,0,0,0,0,0,0,0
reel,0,0,0,0,0,0,1,0,0,0,0
citizen,0,0,0,0,0,0,1,0,0,0,0
tourist,0,0,0,0,0,0,1,0,0,0,0
stop,0,0,0,0,0,0,3,0,0,4,0
listen,0,0,0,0,0,0,0,0,0,5,0
place,0,0,0,0,0,0,19,0,0,15,0
handsome,1,0,0,0,0,0,0,0,0,0,0
tip,0,0,0,0,0,0,1,0,0,0,0
case,0,0,0,0,0,0,19,0,0,0,0
appreciation,0,0,0,0,0,0,1,0,0,0,0
performance,0,0,0,0,0,0,127,0,0,0,0
strikingly,0,0,1,0,0,0,0,0,0,0,0
share,0,0,0,0,0,0,0,0,0,10,0
feature,0,0,0,0,0,0,18,0,0,11,0
common,38,0,0,0,0,0,2,0,0,0,0
form,0,0,0,0,0,0,192,0,0,15,0
represent,0,0,0,0,0,0,0,0,0,25,0
particular,22,0,0,0,0,0,0,0,0,0,0
style,0,0,0,0,0,0,120,0,0,0,0
certain,28,0,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,0,116,0,0,0,0
instance,0,0,0,0,0,0,21,0,0,0,0
involve,0,0,0,0,0,0,0,0,0,21,0
symphonic,17,0,0,0,0,0,0,0,0,0,0
wooden,4,0,0,0,0,0,0,0,0,0,0
bow,0,0,0,0,0,0,10,0,0,10,0
pluck,0,0,0,0,0,0,0,0,0,27,0
strum,0,0,0,0,0,0,0,0,0,2,0
voice,0,0,0,0,0,0,47,0,0,0,0
primary,13,0,0,0,0,0,0,0,0,0,0
combination,0,0,0,0,0,0,23,0,0,0,0
technique,0,0,0,0,0,0,69,0,0,0,0
arrangement,0,0,0,0,0,0,31,0,0,0,0
define,0,0,0,0,0,0,0,0,0,16,0
establish,0,0,0,0,0,0,0,0,0,37,0
fascinating,2,0,0,0,0,0,0,0,0,0,0
expand,0,0,0,0,0,0,0,0,0,17,0
practice,0,0,0,0,0,0,51,0,0,5,0
worldwide,2,0,1,0,0,0,0,0,0,0,0
hear,0,0,0,0,0,0,0,0,0,14,0
country,0,0,0,0,0,0,11,0,0,0,0
culture,0,0,0,0,0,0,49,0,0,0,0
community,0,0,0,0,0,0,2,0,0,0,0
make,0,0,0,0,0,0,0,0,0,14,0
sense,0,0,0,0,0,0,26,0,0,1,0
pleasing,1,0,0,0,0,0,0,0,0,0,0
person,0,0,0,0,0,0,7,0,0,0,0
alien,2,0,0,0,0,0,0,0,0,0,0
meaningless,1,0,0,0,0,0,0,0,0,0,0
annoying,1,0,0,0,0,0,0,0,0,0,0
essence,0,0,0,0,0,0,4,0,0,0,0
art,0,0,0,0,0,0,63,0,0,0,0
use,0,0,0,0,0,0,63,0,0,19,0
instrumental,105,0,0,0,0,0,0,0,0,0,0
express,0,0,0,0,0,0,0,0,0,11,0
emotion,0,0,0,0,0,0,4,0,0,0,0
audible,6,0,0,0,0,0,0,0,0,0,0
beauty,0,0,0,0,0,0,5,0,0,0,0
convey,0,0,0,0,0,0,0,0,0,5,0
sequence,0,0,0,0,0,0,11,0,0,0,0
arrange,0,0,0,0,0,0,0,0,0,14,0
way,0,0,0,0,0,0,45,0,0,0,0
please,0,0,0,0,0,0,0,0,0,1,0
simple,26,0,0,0,0,0,0,0,0,0,0
individual,19,0,0,0,0,0,3,0,0,0,0
tap,0,0,0,0,0,0,0,0,0,3,0
rhythmic,51,0,0,0,0,0,0,0,0,0,0
beat,0,0,0,0,0,0,25,0,0,4,0
hollow,1,0,0,0,0,0,0,0,0,0,0
stick,0,0,0,0,0,0,2,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,21,0
dancing,0,0,0,0,0,0,6,0,0,0,0
mother,0,0,0,0,0,0,2,0,0,0,0
hum,0,0,0,0,0,0,0,0,0,1,0
nursery,0,0,0,0,0,0,1,0,0,0,0
lullaby,0,0,0,0,0,0,1,0,0,0,0
singe,0,0,0,0,0,0,0,0,0,7,0
song,0,0,0,0,0,0,61,0,0,0,0
wander,0,0,0,0,0,0,0,0,0,2,0
minstrel,0,0,0,0,0,0,3,0,0,0,0
ballad,0,0,0,0,0,0,7,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,4,0
story,0,0,0,0,0,0,5,0,0,0,0
hand,0,0,0,0,0,0,31,0,0,1,0
choral,10,0,0,0,0,0,0,0,0,0,0
orchestral,31,0,0,0,0,0,0,0,0,0,0
score,0,0,0,0,0,0,10,0,0,2,0
require,0,0,0,0,0,0,0,0,0,17,0
take,0,0,0,0,0,0,0,0,0,22,0
hour,0,0,0,0,0,0,2,0,0,0,0
consist,0,0,0,0,0,0,0,0,0,62,0
experiment,0,0,0,0,0,0,8,0,0,5,0
abstract,2,0,0,0,0,0,0,0,0,3,0
recording,0,0,0,0,0,0,13,0,0,0,0
today,0,0,0,0,0,0,16,0,0,0,0
hundred,0,0,0,0,0,0,5,0,0,0,0
vocal,51,0,0,0,0,0,0,0,0,0,0
track,0,0,0,0,0,0,2,0,0,0,0
record,0,0,0,0,0,0,6,0,0,17,0
time,0,0,0,0,0,0,107,0,0,0,0
far,1,0,17,0,0,0,0,0,0,0,0
flung,2,0,0,0,0,0,0,0,0,0,0
studio,0,0,0,0,0,0,2,0,0,0,0
mix,0,0,0,0,0,0,0,0,0,3,0
protean,1,0,0,0,0,0,0,0,0,0,0
mean,0,0,0,0,0,0,19,0,0,13,0
encompass,0,0,0,0,0,0,0,0,0,5,0
great,52,0,1,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,0,29,0,0,0,0
meaning,0,0,0,0,0,0,7,0,0,0,0
easily,0,0,7,0,0,0,0,0,0,0,0
word,0,0,0,0,0,0,29,0,0,0,0
physical,6,0,0,0,0,0,0,0,0,0,0
movement,0,0,0,0,0,0,90,0,0,0,0
relevant,4,0,0,0,0,0,0,0,0,0,0
interesting,5,0,0,0,0,0,0,0,0,0,0
history,0,0,0,0,0,0,31,0,0,0,0
important,53,0,0,0,0,0,0,0,0,0,0
accompaniment,0,0,0,0,0,0,25,0,0,0,0
notably,0,0,10,0,0,0,0,0,0,0,0
drama,0,0,0,0,0,0,12,0,0,0,0
traditional,36,0,0,0,0,0,0,0,0,0,0
ritual,2,0,0,0,0,0,7,0,0,0,0
past,4,0,0,0,0,0,12,0,0,0,0
theatre,0,0,0,0,0,0,8,0,0,0,0
acrobatics,0,0,0,0,0,0,1,0,0,0,0
magic,2,0,0,0,0,0,2,0,0,0,0
sport,0,0,0,0,0,0,0,0,0,1,0
contest,0,0,0,0,0,0,1,0,0,0,0
provide,0,0,0,0,0,0,0,0,0,47,0
live,6,0,1,0,0,0,0,0,0,4,0
entertainment,0,0,0,0,0,0,9,0,0,0,0
royalty,0,0,0,0,0,0,1,0,0,0,0
masse,0,0,0,0,0,0,7,0,0,0,0
popular,49,0,0,0,0,0,0,0,0,0,0
exploit,0,0,0,0,0,0,0,0,0,5,0
possibility,0,0,0,0,0,0,14,0,0,0,0
dominate,0,0,0,0,0,0,0,0,0,19,0
broadcast,0,0,0,0,0,0,0,0,0,1,0
farth,1,0,0,0,0,0,0,0,0,0,0
corner,0,0,0,0,0,0,1,0,0,0,0
radio,0,0,0,0,0,0,4,0,0,0,0
film,0,0,0,0,0,0,3,0,0,0,0
television,0,0,0,0,0,0,2,0,0,0,0
musical,347,0,0,0,0,0,1,0,0,0,0
internet,0,0,0,0,0,0,3,0,0,0,0
cease,0,0,0,0,0,0,0,0,0,5,0
entertain,0,0,0,0,0,0,0,0,0,1,0
inform,0,0,0,0,0,0,0,0,0,2,0
impact,0,0,0,0,0,0,12,0,0,2,0
contemporary,14,0,0,0,0,0,9,0,0,0,0
society,0,0,0,0,0,0,15,0,0,0,0
human,11,0,0,0,0,0,1,0,0,0,0
profoundly,0,0,2,0,0,0,0,0,0,0,0
compel,0,0,0,0,0,0,0,0,0,2,0
cry,0,0,0,0,0,0,1,0,0,1,0
laugh,0,0,0,0,0,0,0,0,0,2,0
feel,0,0,0,0,0,0,0,0,0,7,0
happy,1,0,0,0,0,0,0,0,0,0,0
sad,1,0,0,0,0,0,0,0,0,0,0
excited,1,0,0,0,0,0,0,0,0,0,0
motivated,1,0,0,0,0,0,0,0,0,0,0
calm,1,0,0,0,0,0,0,0,0,0,0
psychotherapy,0,0,0,0,0,0,1,0,0,0,0
geriatric,0,0,0,0,0,0,1,0,0,0,0
advertising,0,0,0,0,0,0,1,0,0,0,0
testify,0,0,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,9,0,0,1,0
affect,0,0,0,0,0,0,1,0,0,12,0
behaviour,0,0,0,0,0,0,1,0,0,0,0
publication,0,0,0,0,0,0,3,0,0,0,0
effectively,0,0,4,0,0,0,0,0,0,0,0
internationalize,0,0,0,0,0,0,0,0,0,1,0
search,0,0,0,0,0,0,2,0,0,2,0
quickly,0,0,7,0,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,11,0
example,0,0,0,0,0,0,62,0,0,0,0
practically,0,0,3,0,0,0,0,0,0,0,0
broaden,0,0,0,0,0,0,0,0,0,2,0
familiarity,0,0,0,0,0,0,1,0,0,0,0
significant,15,0,0,0,0,0,0,0,0,0,0
trivial,1,0,0,0,0,0,0,0,0,0,0
short,29,0,1,0,0,0,0,0,0,0,0
teaching,0,0,0,0,0,0,5,0,0,0,0
secondary,2,0,0,0,0,0,0,0,0,0,0
school,0,0,0,0,0,0,19,0,0,0,0
attain,0,0,0,0,0,0,0,0,0,4,0
virtually,0,0,8,0,0,0,0,0,0,0,0
acceptance,0,0,0,0,0,0,3,0,0,0,0
undeniably,0,0,1,0,0,0,0,0,0,0,0
coexist,0,0,0,0,0,0,0,0,0,1,0
underscore,0,0,0,0,0,0,0,0,0,1,0
importance,0,0,0,0,0,0,11,0,0,0,0
expression,0,0,0,0,0,0,27,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,0,5,0
thousand,0,0,0,0,0,0,3,2,0,0,0
year,0,0,0,0,0,0,27,0,0,0,0
go,0,0,0,0,0,0,0,0,0,12,0
religious,12,0,0,0,0,0,0,0,0,0,0
observance,0,0,0,0,0,0,2,0,0,0,0
everyday,1,0,0,0,0,0,0,0,0,0,0
life,0,0,0,0,0,0,13,0,0,0,0
generation,0,0,0,0,0,0,6,0,0,0,0
basically,0,0,6,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,10,0
originally,0,0,13,0,0,0,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,44,0
call,0,0,0,0,0,0,0,0,0,81,0
folk,0,0,0,0,0,0,15,0,0,0,0
distinct,9,0,0,0,0,0,0,0,0,0,0
western,81,0,0,0,0,0,0,0,0,0,0
civilization,0,0,0,0,0,0,11,0,0,0,0
classical,64,0,0,0,0,0,0,0,0,0,0
formal,18,0,0,0,0,0,0,0,0,0,0
artistic,20,0,0,0,0,0,0,0,0,0,0
develop,0,0,0,0,0,0,0,0,0,41,0
choir,0,0,0,0,0,0,11,0,0,0,0
chamber,2,0,0,0,0,0,25,0,0,0,0
ensemble,0,0,0,0,0,0,55,0,0,0,0
small,40,0,0,0,0,0,0,0,0,0,0
group,0,0,0,0,0,0,83,0,0,6,0
opera,0,0,0,0,0,0,105,0,0,0,2
singing,0,0,0,0,0,0,22,0,0,0,0
include,0,0,0,0,0,0,0,0,0,69,0
lengthy,2,0,0,0,0,0,0,0,0,0,0
concerto,0,0,0,0,0,0,23,0,0,0,1
solo,29,0,0,0,0,0,18,0,0,0,0
acapella,0,0,0,0,0,0,1,0,0,0,0
large,63,0,2,0,0,0,0,0,0,0,0
number,0,0,0,0,0,0,39,0,0,0,0
generally,0,0,13,0,0,0,0,0,0,0,0
buy,0,0,0,0,0,0,0,0,0,1,0
computer,0,0,0,0,0,0,10,0,0,0,0
basic,47,0,0,0,0,0,0,0,0,0,0
blue,0,0,0,0,0,0,2,0,0,0,0
jazz,0,0,0,0,0,0,31,0,0,0,0
rap,0,0,0,0,0,0,1,0,0,0,0
hip,0,0,0,0,0,0,2,0,0,0,0
hop,0,0,0,0,0,0,2,0,0,0,0
innovative,1,0,0,0,0,0,0,0,0,0,0
new,98,0,0,0,0,0,0,0,0,0,0
alternative,3,0,0,0,0,0,2,0,0,0,0
indie,1,0,0,0,0,0,0,0,0,0,0
independent,13,0,0,0,0,0,0,0,0,0,0
pop,0,0,0,0,0,0,5,0,0,0,0
old,30,0,0,0,0,0,0,0,0,0,0
intrigued,1,0,0,0,0,0,0,0,0,0,0
experimentally,0,0,1,0,0,0,0,0,0,0,0
fuse,0,0,0,0,0,0,0,0,0,4,0
kind,0,0,0,0,0,0,23,0,0,0,0
stringed,32,0,0,0,0,0,0,0,0,0,0
wind,0,0,0,0,0,0,45,0,0,1,0
percussion,1,0,0,0,0,0,37,0,0,0,0
mandolin,0,0,0,0,0,0,3,0,0,0,0
harp,0,0,0,0,0,0,14,0,0,0,0
similar,27,0,0,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,1,0,0,12,0
fibre,0,0,0,0,0,0,1,0,0,0,0
usually,0,0,43,0,0,0,0,0,0,0,0
synthetic,1,0,0,0,0,0,1,0,0,0,0
tone,0,0,0,0,0,0,151,0,0,1,0
finger,0,0,0,0,0,0,6,0,0,0,0
plastic,0,0,0,0,0,0,4,0,0,0,0
pick,0,0,0,0,0,0,1,0,0,0,0
banjo,0,0,0,0,0,0,3,0,0,0,0
acoustic,3,0,0,0,0,0,2,0,0,0,0
sitar,0,0,0,0,0,0,2,0,0,0,0
ukulele,0,0,0,0,0,0,1,0,0,0,0
air,0,0,0,0,0,0,31,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,7,0
woodwind,0,0,0,0,0,0,22,0,0,0,0
flute,0,0,0,0,0,0,40,0,0,0,0
brass,0,0,0,0,0,0,26,0,0,0,0
horn,0,0,0,0,0,0,29,0,0,0,0
trumpet,0,0,0,0,0,0,33,0,0,0,0
seat,0,0,0,0,0,0,1,0,0,2,0
separate,12,0,0,0,0,0,0,0,0,7,0
section,0,0,0,0,0,0,43,0,0,0,0
harmonica,0,0,0,0,0,0,4,0,0,0,0
accordion,0,0,0,0,0,0,3,0,0,0,0
tin,0,0,0,0,0,0,2,0,0,0,0
whistle,0,0,0,0,0,0,3,0,0,0,0
fife,0,0,0,0,0,0,1,0,0,0,0
clarinet,0,0,0,0,0,0,30,0,0,0,0
oboe,0,0,0,0,0,0,25,0,0,0,0
trombone,0,0,0,0,0,0,18,0,0,0,0
kazoo,0,0,0,0,0,0,2,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,25,0
shake,0,0,0,0,0,0,0,0,0,6,0
skin,0,0,0,0,0,0,7,0,0,0,0
head,0,0,0,0,0,0,7,0,0,0,0
tightly,0,0,1,0,0,0,0,0,0,0,0
open,4,0,1,0,0,0,0,0,0,5,0
cylinder,0,0,0,0,0,0,1,0,0,0,0
maraca,0,0,0,0,0,0,2,0,0,0,0
rattle,0,0,0,0,0,0,3,0,0,1,0
dry,1,0,0,0,0,0,0,0,0,1,0
enclose,0,0,0,0,0,0,0,0,0,6,0
gourd,0,0,0,0,0,0,4,0,0,0,0
fill,0,0,0,0,0,0,0,0,0,3,0
seed,0,0,0,0,0,0,1,0,0,0,0
pebble,0,0,0,0,0,0,1,0,0,0,0
wood,0,0,0,0,0,0,16,0,0,0,0
block,0,0,0,0,0,0,4,0,0,0,0
triangle,0,0,0,0,0,0,6,0,0,0,0
tambourine,0,0,0,0,0,0,3,0,0,0,0
castanet,0,0,0,0,0,0,4,0,0,0,0
bagpipe,0,0,0,0,0,0,3,0,0,0,0
clapper,0,0,0,0,0,0,1,0,0,0,0
piano,0,0,0,0,0,0,78,0,0,0,0
organ,0,0,0,0,0,0,35,0,0,0,0
press,0,0,0,0,0,0,0,0,0,5,0
button,0,0,0,0,0,0,1,0,0,0,0
lever,0,0,0,0,0,0,3,0,0,0,0
board,0,0,0,0,0,0,3,0,0,0,0
mechanism,0,0,0,0,0,0,5,0,0,0,0
harpsichord,0,0,0,0,0,0,20,0,0,0,0
early,94,0,12,0,0,0,0,0,0,0,0
synthesizer,0,0,0,0,0,0,8,0,0,0,0
definition,0,0,0,0,0,0,5,0,0,0,0
exist,0,0,0,0,0,0,0,0,0,20,0
deep,1,0,0,0,0,0,0,0,0,0,0
wide,21,0,0,0,0,0,0,0,0,0,0
ancestry,0,0,0,0,0,0,1,0,0,0,0
span,0,0,0,0,0,0,1,0,0,1,0
continent,0,0,0,0,0,0,3,0,0,0,0
viola,0,0,0,0,0,0,17,0,0,0,1
cello,0,0,0,0,0,0,6,0,0,0,0
double,29,0,0,0,0,0,0,0,0,8,0
base,0,0,0,0,0,0,2,0,0,55,0
bowed,5,0,0,0,0,0,0,0,0,0,0
rebab,0,0,0,0,0,0,1,0,0,0,0
orutu,0,0,0,0,0,0,1,0,0,0,0
mainly,0,0,5,0,0,0,0,0,0,0,0
bluegrass,0,0,0,0,0,0,1,0,0,0,0
african,4,0,0,0,0,0,0,0,0,0,0
kora,0,0,0,0,0,0,1,0,0,0,0
bear,0,0,0,0,0,0,0,0,0,12,0
resemblance,0,0,0,0,0,0,2,0,0,0,0
tuba,0,0,0,0,0,0,9,0,0,0,0
cornet,0,0,0,0,0,0,5,0,0,0,0
euphonium,0,0,0,0,0,0,2,0,0,0,0
flugelhorn,0,0,0,0,0,0,1,0,0,0,0
refer,0,0,0,0,0,0,0,0,0,22,0
characterize,0,0,0,0,0,0,0,0,0,15,0
melody,0,0,0,0,0,0,124,0,0,0,0
harmony,0,0,0,0,0,0,49,0,0,0,0
counterpoint,0,0,0,0,0,0,14,0,0,0,0
dynamic,9,0,0,0,0,0,10,0,0,0,0
element,0,0,0,0,0,0,43,0,0,0,0
overall,4,0,0,0,0,0,0,0,0,0,0
thematic,7,0,0,0,0,0,0,0,0,0,0
development,0,0,0,0,0,0,90,0,0,0,0
fundamental,20,0,0,0,0,0,0,0,0,0,0
lute,0,0,0,0,0,0,26,0,0,0,0
blow,0,0,0,0,0,0,0,0,0,11,0
subtlety,0,0,0,0,0,0,4,0,0,0,0
sustained,7,0,0,0,0,0,0,0,0,0,0
note,0,0,0,0,0,0,137,0,0,4,0
ornamental,2,0,0,0,0,0,0,0,0,0,0
accented,3,0,0,0,0,0,0,0,0,0,0
etc,0,0,0,0,0,0,0,0,0,0,11
evolve,0,0,0,0,0,0,0,0,0,27,0
characteristic,15,0,0,0,0,0,13,0,0,0,0
resonation,0,0,0,0,0,0,1,0,0,0,0
articulation,0,0,0,0,0,0,3,0,0,0,0
breath,0,0,0,0,0,0,3,0,0,0,0
control,0,0,0,0,0,0,3,0,0,9,0
learn,0,0,0,0,0,0,0,0,0,3,0
beginning,0,0,0,0,0,0,32,0,0,0,0
lifelong,2,0,0,0,0,0,0,0,0,0,0
endeavour,0,0,0,0,0,0,1,0,0,0,0
drummer,0,0,0,0,0,0,3,0,0,0,0
train,0,0,0,0,0,0,0,0,0,5,0
consider,0,0,0,0,0,0,0,0,0,11,0
djembefolas,0,0,0,0,0,0,0,0,0,0,1
complete,11,0,0,0,0,0,0,0,0,9,0
