word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,SCONJ,VERB
conduct,0,0,0,0,0,0,0,0,6
research,0,0,0,0,0,15,0,0,0
study,0,0,0,0,0,9,0,0,9
climate,0,0,0,0,0,9,0,0,0
mineral,0,0,0,0,0,11,0,0,0
resource,0,0,0,0,0,12,0,0,0
read,0,0,0,0,0,0,0,0,2
come,0,0,0,0,0,0,0,0,9
fascinate,0,0,0,0,0,0,0,0,1
icy,5,0,0,0,0,0,0,0,0
vital,2,0,0,0,0,0,0,0,0
zone,0,0,0,0,0,1,0,0,0
northernmost,1,0,0,0,0,0,0,0,0
consist,0,0,0,0,0,0,0,0,2
trader,0,0,0,0,0,1,0,0,0
hunter,0,0,0,0,0,3,0,0,0
interested,6,0,0,0,0,0,0,0,0
vast,3,0,0,0,0,0,0,0,0
today,0,0,0,0,0,5,0,0,0
strategic,1,0,0,0,0,0,0,0,0
location,0,0,0,0,0,4,0,0,0
value,0,0,0,0,0,1,0,0,0
scene,0,0,0,0,0,1,0,0,0
activity,0,0,0,0,0,6,0,0,0
round,2,0,1,0,0,0,0,0,0
scientific,15,0,0,0,0,0,0,0,0
station,0,0,0,0,0,9,0,0,1
maintain,0,0,0,0,0,0,0,0,2
addition,0,0,0,0,0,5,0,0,0
stud,0,0,0,0,0,0,0,0,1
air,0,0,0,0,0,10,0,0,0
basis,0,0,0,0,0,2,0,0,0
constant,1,0,0,0,0,0,0,0,0
reminder,0,0,0,0,0,1,0,0,0
short,9,0,0,0,0,0,0,0,0
route,0,0,0,0,0,3,0,0,0
narrow,1,0,0,0,0,0,0,0,0
channel,0,0,0,0,0,1,0,0,0
separate,0,0,0,0,0,0,0,0,1
russian,3,0,0,0,0,0,0,0,0
territory,0,0,0,0,0,3,0,0,0
technological,1,0,0,0,0,0,0,0,0
advance,0,0,0,0,0,2,0,0,0
icebreaker,0,0,0,0,0,2,0,0,0
ship,0,0,0,0,0,24,0,0,0
nuclear,4,0,0,0,0,2,0,0,0
power,0,0,0,0,0,4,0,0,2
submarine,0,0,0,0,0,2,0,0,0
distance,0,0,0,0,0,4,0,0,0
country,0,0,0,0,0,7,0,0,0
isotherm,0,0,0,0,0,2,0,0,0
climatological,1,0,0,0,0,0,0,0,0
limit,0,0,0,0,0,2,0,0,2
line,0,0,0,0,0,3,0,0,0
draw,0,0,0,0,0,0,0,0,3
map,0,0,0,0,0,4,0,0,2
chart,0,0,0,0,0,1,0,0,0
join,0,0,0,0,0,0,0,0,3
lie,0,0,0,0,0,0,0,0,3
parallel,0,0,0,0,0,1,0,0,0
latitude,0,0,0,0,0,4,0,0,0
axis,0,0,0,0,0,2,0,0,0
actually,0,0,1,0,0,0,0,0,0
enclose,0,0,0,0,0,0,0,0,1
arctic,5,0,0,0,0,0,0,0,0
true,1,0,0,0,0,0,0,0,0
segment,0,0,0,0,0,1,0,0,0
freezing,0,0,0,0,0,1,0,0,0
subarctic,1,0,0,0,0,0,0,0,0
boundary,0,0,0,0,0,1,0,0,0
say,0,0,0,0,0,0,0,0,1
tree,0,0,0,0,0,4,0,0,0
grow,0,0,0,0,0,0,0,0,10
base,0,0,0,0,0,3,0,0,1
theory,0,0,0,0,0,3,0,0,0
exist,0,0,0,0,0,0,0,0,8
great,7,0,0,0,0,0,0,0,0
million,0,0,0,0,0,2,6,0,0
square,4,0,0,0,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,2
foot,0,0,0,0,0,22,0,0,0
meter,0,0,0,0,0,18,0,0,0
island,0,0,0,0,0,13,0,0,0
dot,0,0,0,0,0,0,0,0,1
southern,5,0,0,0,0,0,0,0,0
third,0,0,0,0,0,2,0,0,0
rim,0,0,0,0,0,2,0,0,0
provide,0,0,0,0,0,0,0,0,7
colorful,1,0,0,0,0,0,0,0,0
house,0,0,0,0,0,1,0,0,0
landscape,0,0,0,0,0,1,0,0,0
important,6,0,0,0,0,0,0,0,0
north,0,0,9,0,0,6,0,0,0
belong,0,0,0,0,0,0,0,0,3
group,0,0,0,0,0,5,0,0,0
near,0,10,0,0,0,0,0,0,0
form,0,0,0,0,0,1,0,0,5
east,0,0,2,0,0,3,0,0,0
danish,1,0,0,0,0,0,0,0,0
kingdom,0,0,0,0,0,1,0,0,0
highlight,0,0,0,0,0,0,0,0,1
human,5,0,0,0,0,2,0,0,0
settlement,0,0,0,0,0,4,0,0,0
western,6,0,0,0,0,0,0,0,0
jut,0,0,0,0,0,0,0,0,1
eastward,0,0,3,0,0,0,0,0,0
stretch,0,0,0,0,0,0,0,0,4
earth,0,0,0,0,0,1,0,0,0
rock,0,0,0,0,0,4,0,0,0
freeze,0,0,0,0,0,0,0,0,4
solid,4,0,0,0,0,0,0,0,0
mass,0,0,0,0,0,3,0,0,0
call,0,0,0,0,0,0,0,0,16
layer,0,0,0,0,0,12,0,0,0
snow,0,0,0,0,0,8,0,0,0
melt,0,0,0,0,0,0,0,0,10
crust,0,0,0,0,0,1,0,0,0
place,0,0,0,0,0,14,0,0,1
warming,0,0,0,0,0,9,0,0,0
recent,5,0,0,0,0,0,0,0,0
cause,0,0,0,0,0,0,0,0,6
upper,1,0,0,0,0,0,0,0,0
result,0,0,0,0,0,5,0,0,2
swampy,1,0,0,0,0,0,0,0,0
building,0,0,0,0,0,2,0,0,0
sink,0,0,0,0,0,0,0,0,1
store,0,0,0,0,0,1,0,0,2
carbon,0,0,0,0,0,1,0,0,0
gas,0,0,0,0,0,7,0,0,0
release,0,0,0,0,0,1,0,0,1
soil,0,0,0,0,0,2,0,0,0
contribute,0,0,0,0,0,0,0,0,1
global,11,0,0,0,0,0,0,0,0
drunken,2,0,0,0,0,0,0,0,0
black,3,0,0,0,0,0,0,0,0
spruce,0,0,0,0,0,1,0,0,0
originally,0,0,1,0,0,0,0,0,0
straight,1,0,0,0,0,0,0,0,0
tall,2,0,1,0,0,0,0,0,0
start,0,0,0,0,0,0,0,0,2
tilt,0,0,0,0,0,0,0,0,1
loose,1,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,0,0,2
root,0,0,0,0,0,1,0,0,0
firmly,0,0,1,0,0,0,0,0,0
extreme,2,0,0,0,0,2,0,0,0
heat,0,0,0,0,0,6,0,0,0
prevent,0,0,0,0,0,0,0,0,5
absorb,0,0,0,0,0,0,0,0,2
give,0,0,0,0,0,0,0,0,1
occur,0,0,0,0,0,0,0,0,4
effective,1,0,0,0,0,0,0,0,0
bearable,1,0,0,0,0,0,0,0,0
gale,0,0,0,0,0,1,0,0,0
flow,0,0,0,0,0,0,0,0,2
strongly,0,0,1,0,0,0,0,0,0
outward,0,0,2,0,0,0,0,0,0
break,0,0,0,0,0,1,0,0,5
level,0,0,0,0,0,6,0,0,0
disturb,0,0,0,0,0,0,0,0,2
circulation,0,0,0,0,0,2,0,0,0
dry,3,0,0,0,0,0,0,0,0
moisture,0,0,0,0,0,1,0,0,0
determine,0,0,0,0,0,0,0,0,1
light,0,0,0,0,0,1,0,0,0
receive,0,0,0,0,0,0,0,0,2
sun,0,0,0,0,0,10,0,0,0
slant,0,0,0,0,0,2,0,0,0
relation,0,0,0,0,0,1,0,0,0
ray,0,0,0,0,0,2,0,0,0
direct,1,0,0,0,0,0,0,0,1
sunlight,0,0,0,0,0,3,0,0,0
long,12,0,2,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,1
south,4,0,4,0,0,1,0,0,0
floe,0,0,0,0,0,5,0,0,0
half,1,0,0,0,3,0,0,0,0
time,0,0,0,0,0,13,0,0,0
stay,0,0,0,0,0,0,0,0,4
jumbled,1,0,0,0,0,0,0,0,0
pack,0,0,0,0,0,9,0,0,0
drastic,1,0,0,0,0,0,0,0,0
thinning,0,0,0,0,0,1,0,0,0
reduction,0,0,0,0,0,3,0,0,0
cite,0,0,0,0,0,0,0,0,1
factor,0,0,0,0,0,1,0,0,0
lead,0,0,0,0,0,0,0,0,8
international,7,0,0,0,0,0,0,0,0
organization,0,0,0,0,0,1,0,0,0
project,0,0,0,0,0,1,0,0,2
virtually,0,0,1,0,0,0,0,0,0
free,6,0,0,0,0,0,0,0,0
sea,0,0,0,0,0,26,0,0,0
decade,0,0,0,0,0,3,0,0,0
soon,0,0,1,0,0,0,0,0,0
thing,0,0,0,0,0,1,0,0,0
numerous,3,0,0,0,0,0,0,0,0
countless,2,0,0,0,0,0,0,0,0
microscopic,1,0,0,0,0,0,0,0,0
plant,0,0,0,0,0,5,0,0,0
diatom,0,0,0,0,0,1,0,0,0
furnish,0,0,0,0,0,0,0,0,1
food,0,0,0,0,0,10,0,0,0
shrimp,0,0,0,0,0,2,0,0,0
crustacean,0,0,0,0,0,5,0,0,0
turn,0,0,0,0,0,4,0,0,2
eat,0,0,0,0,0,0,0,0,9
walrus,0,0,0,0,0,2,0,0,0
treeless,1,0,0,0,0,0,0,0,0
grassy,1,0,0,0,0,0,0,0,0
carpet,0,0,0,0,0,1,0,0,0
tundra,0,0,0,0,0,5,0,0,0
flower,0,0,0,0,0,1,0,0,1
grass,0,0,0,0,0,2,0,0,0
spring,0,0,0,0,0,2,0,0,1
musk,0,0,0,0,0,1,0,0,0
oxen,0,0,0,0,0,1,0,0,0
paw,0,0,0,0,0,0,0,0,1
moss,0,0,0,0,0,3,0,0,0
lichen,0,0,0,0,0,4,0,0,0
environmental,6,0,0,0,0,0,0,0,0
threat,0,0,0,0,0,2,0,0,0
increased,1,0,0,0,0,0,0,0,0
economic,4,0,0,0,0,0,0,0,0
considerable,2,0,0,0,0,0,0,0,0
concern,0,0,0,0,0,3,0,0,0
habitat,0,0,0,0,0,4,0,0,0
living,0,0,0,0,0,2,0,0,0
pattern,0,0,0,0,0,1,0,0,0
wildlife,0,0,0,0,0,1,0,0,0
potential,3,0,0,0,0,0,0,0,0
oil,0,0,0,0,0,11,0,0,0
spill,0,0,0,0,0,3,0,0,0
pollution,0,0,0,0,0,1,0,0,0
immense,2,0,0,0,0,0,0,0,0
harsh,2,0,0,0,0,0,0,0,0
border,0,0,0,0,0,1,0,0,1
open,1,0,0,0,0,0,0,0,1
shipping,0,0,0,0,0,1,0,0,0
construction,0,0,0,0,0,2,0,0,0
drilling,0,0,0,0,0,1,0,0,0
platform,0,0,0,0,0,1,0,0,0
week,0,0,0,0,0,3,0,0,0
impassable,1,0,0,0,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,3
leak,0,0,0,0,0,1,0,0,0
stop,0,0,0,0,0,0,0,0,2
clean,0,0,0,0,0,0,0,0,2
rate,0,0,0,0,0,2,0,0,0
crude,2,0,0,0,0,0,0,0,0
petroleum,0,0,0,0,0,3,0,0,0
pollutant,0,0,0,0,0,1,0,0,0
decompose,0,0,0,0,0,0,0,0,1
environmentally,0,0,2,0,0,0,0,0,0
harmless,2,0,0,0,0,0,0,0,0
component,0,0,0,0,0,2,0,0,0
slow,1,0,0,0,0,0,0,0,0
reduce,0,0,0,0,0,0,0,0,5
accord,0,0,0,0,0,0,0,0,2
animal,0,0,0,0,0,17,0,0,0
slowly,0,0,3,0,0,0,0,0,0
dwindle,0,0,0,0,0,0,0,0,1
loss,0,0,0,0,0,2,0,0,0
threaten,0,0,0,0,0,0,0,0,3
traditional,3,0,0,0,0,0,0,0,0
lifestyle,0,0,0,0,0,1,0,0,0
indigenous,1,0,0,0,0,0,0,0,0
increase,0,0,0,0,0,1,0,0,6
interference,0,0,0,0,0,1,0,0,0
seek,0,0,0,0,0,0,0,0,3
exploit,0,0,0,0,0,0,0,0,4
abundant,3,0,0,0,0,0,0,0,0
damage,0,0,0,0,0,0,0,0,1
fragile,1,0,0,0,0,0,0,0,0
environment,0,0,0,0,0,6,0,0,0
bear,0,0,0,0,0,18,0,0,3
wolf,0,0,0,0,0,2,0,0,0
prey,0,0,0,0,0,1,0,0,1
small,14,0,0,0,0,0,0,0,0
meat,0,0,0,0,0,3,0,0,0
eater,0,0,0,0,0,1,0,0,0
mainly,0,0,2,0,0,0,0,0,0
fox,0,0,0,0,0,1,0,0,0
ermine,0,0,0,0,0,1,0,0,0
muskrat,0,0,0,0,0,1,0,0,0
beaver,0,0,0,0,0,1,0,0,0
marten,0,0,0,0,0,1,0,0,0
mink,0,0,0,0,0,1,0,0,0
rich,2,0,0,0,0,1,0,0,0
fur,0,0,0,0,0,9,0,0,0
lengthy,1,0,0,0,0,0,0,0,0
day,0,0,0,0,0,6,0,0,0
specie,0,0,0,0,0,12,0,0,0
migrate,0,0,0,0,0,0,0,0,2
bird,0,0,0,0,0,12,0,0,0
redpoll,0,0,0,0,0,1,0,0,0
snowbird,0,0,0,0,0,1,0,0,0
pipit,0,0,0,0,0,1,0,0,0
ptarmigan,0,0,0,0,0,1,0,0,0
fatten,0,0,0,0,0,0,0,0,1
swarm,0,0,0,0,0,1,0,0,1
insect,0,0,0,0,0,2,0,0,0
seabird,0,0,0,0,0,1,0,0,0
snowy,1,0,0,0,0,0,0,0,0
owl,0,0,0,0,0,1,0,0,0
raven,0,0,0,0,0,1,0,0,0
graze,0,0,0,0,0,0,0,0,2
potentially,0,0,1,0,0,0,0,0,0
dangerous,1,0,0,0,0,0,0,0,0
stocky,1,0,0,0,0,0,0,0,0
neck,0,0,0,0,0,1,0,0,0
relatively,0,0,2,0,0,0,0,0,0
head,0,0,0,0,0,2,0,0,3
rounded,1,0,0,0,0,0,0,0,0
ear,0,0,0,0,0,1,0,0,0
tail,0,0,0,0,0,2,0,0,0
male,1,0,0,0,0,6,0,0,0
female,0,0,0,0,0,5,0,0,0
weigh,0,0,0,0,0,0,0,0,2
pound,0,0,0,0,0,2,0,0,0
kilogram,0,0,0,0,0,2,0,0,0
shoulder,0,0,0,0,0,1,0,0,0
length,0,0,0,0,0,2,0,0,0
pass,0,0,0,0,0,0,0,0,1
skin,0,0,0,0,0,6,0,0,0
insulate,0,0,0,0,0,0,0,0,3
fat,0,0,0,0,0,2,0,0,0
broad,2,0,0,0,0,0,0,0,0
hairy,1,0,0,0,0,0,0,0,0
sol,0,0,0,0,0,2,0,0,0
protect,0,0,0,0,0,0,0,0,4
facilitate,0,0,0,0,0,0,0,0,2
movement,0,0,0,0,0,3,0,0,0
uneven,1,0,0,0,0,0,0,0,0
help,0,0,0,0,0,1,0,0,3
slip,0,0,0,0,0,0,0,0,1
strong,1,0,0,0,0,0,0,0,0
sharp,1,0,0,0,0,0,0,0,0
claw,0,0,0,0,0,1,0,0,0
gain,0,0,0,0,0,0,0,0,1
traction,0,0,0,0,0,1,0,0,0
dig,0,0,0,0,0,0,0,0,1
kill,0,0,0,0,0,0,0,0,3
carnivorous,1,0,0,0,0,0,0,0,0
coastal,2,0,0,0,0,0,0,0,0
adult,1,0,0,0,0,0,0,0,0
natural,14,0,0,0,0,0,0,0,0
predator,0,0,0,0,0,1,0,0,0
longevity,0,0,0,0,0,1,0,0,0
wild,1,0,0,0,0,2,0,0,0
captivity,0,0,0,0,0,1,0,0,0
old,2,0,0,0,0,0,0,0,0
probably,0,0,3,0,0,0,0,0,0
destruction,0,0,0,0,0,1,0,0,0
problem,0,0,0,0,0,4,0,0,0
know,0,0,0,0,0,0,0,0,9
especially,0,0,2,0,0,0,0,0,0
hide,0,0,0,0,0,1,0,0,1
tendon,0,0,0,0,0,1,0,0,0
flesh,0,0,0,0,0,1,0,0,0
consume,0,0,0,0,0,0,0,0,1
aboriginal,0,0,0,0,0,1,0,0,0
liver,0,0,0,0,0,1,0,0,0
inedible,1,0,0,0,0,0,0,0,0
poisonous,1,0,0,0,0,0,0,0,0
high,11,0,1,0,0,0,0,0,0
vitamin,0,0,0,0,0,1,0,0,0
content,0,0,0,0,0,1,0,0,0
walk,0,0,0,0,0,1,0,0,2
century,0,0,0,0,0,11,0,0,0
estimate,0,0,0,0,0,0,0,0,4
substantial,1,0,0,0,0,0,0,0,0
coverage,0,0,0,0,0,1,0,0,0
prime,1,0,0,0,0,0,0,0,0
expect,0,0,0,0,0,0,0,0,1
middle,1,0,0,0,0,1,0,0,0
model,0,0,0,0,0,2,0,0,0
develop,0,0,0,0,0,0,0,0,5
predict,0,0,0,0,0,0,0,0,1
starvation,0,0,0,0,0,2,0,0,0
decline,0,0,0,0,0,1,0,0,3
mating,0,0,0,0,0,1,0,0,0
success,0,0,0,0,0,2,0,0,0
fragmentation,0,0,0,0,0,1,0,0,0
encounter,0,0,0,0,0,1,0,0,0
forecast,0,0,0,0,0,1,0,0,0
suggest,0,0,0,0,0,0,0,0,2
population,0,0,0,0,0,5,0,0,0
government,0,0,0,0,0,2,0,0,0
list,0,0,0,0,0,0,0,0,1
species,0,0,0,0,0,3,0,0,0
plain,0,0,0,0,0,1,0,0,0
sparse,1,0,0,0,0,0,0,0,0
scatter,0,0,0,0,0,0,0,0,2
dwell,0,0,0,0,0,0,0,0,1
depend,0,0,0,0,0,0,0,0,1
hunting,0,0,0,0,0,3,0,0,0
fishing,0,0,0,0,0,5,0,0,0
permanent,4,0,0,0,0,0,0,0,0
sod,0,0,0,0,0,1,0,0,0
stone,0,0,0,0,0,1,0,0,0
driftwood,0,0,0,0,0,2,0,0,0
igloo,0,0,0,0,0,1,0,0,0
tent,0,0,0,0,0,3,0,0,0
temporary,1,0,0,0,0,0,0,0,0
shelter,0,0,0,0,0,1,0,0,0
increasingly,0,0,3,0,0,0,0,0,0
influence,0,0,0,0,0,0,0,0,1
society,0,0,0,0,0,1,0,0,0
modern,3,0,0,0,0,0,0,0,0
manufacture,0,0,0,0,0,1,0,0,1
good,1,0,0,0,0,1,0,0,0
snowmobile,0,0,0,0,0,2,0,0,0
rifle,0,0,0,0,0,1,0,0,0
buy,0,0,0,0,0,0,0,0,1
clothing,0,0,0,0,0,1,0,0,0
enter,0,0,0,0,0,0,0,0,1
culture,0,0,0,0,0,2,0,0,0
abandon,0,0,0,0,0,0,0,0,2
nomadic,4,0,0,0,0,0,0,0,0
pursuit,0,0,0,0,0,2,0,0,0
town,0,0,0,0,0,2,0,0,0
work,0,0,0,0,0,2,0,0,5
mine,0,0,0,0,0,2,0,0,0
field,0,0,0,0,0,3,0,0,0
particularly,0,0,1,0,0,0,0,0,0
cooperative,0,0,0,0,0,1,0,0,0
market,0,0,0,0,0,2,0,0,1
handicraft,0,0,0,0,0,1,0,0,0
catch,0,0,0,0,0,3,0,0,10
venture,0,0,0,0,0,2,0,0,0
tourism,0,0,0,0,0,1,0,0,0
roam,0,0,0,0,0,0,0,0,1
tribe,0,0,0,0,0,3,0,0,0
bound,0,0,0,0,0,0,0,0,1
west,0,0,1,0,0,2,0,0,0
mountain,0,0,0,0,0,7,0,0,0
deeply,0,0,1,0,0,0,0,0,0
erode,0,0,0,0,0,0,0,0,1
fjord,0,0,0,0,0,1,0,0,0
headland,0,0,0,0,0,1,0,0,0
peak,0,0,0,0,0,6,0,0,0
slope,0,0,0,0,0,0,0,0,1
downward,0,0,3,0,0,0,0,0,0
marshy,1,0,0,0,0,0,0,0,0
sheltered,1,0,0,0,0,0,0,0,0
swampland,0,0,0,0,0,1,0,0,0
river,0,0,0,0,0,2,0,0,0
valley,0,0,0,0,0,4,0,0,0
support,0,0,0,0,0,1,0,0,5
meadowland,0,0,0,0,0,1,0,0,0
game,0,0,0,0,0,1,0,0,0
waterway,0,0,0,0,0,1,0,0,0
stock,0,0,0,0,0,0,0,0,1
citizen,0,0,0,0,0,1,0,0,0
village,0,0,0,0,0,1,0,0,0
origin,0,0,0,0,0,1,0,0,0
uncertain,1,0,0,0,0,0,0,0,0
descendant,0,0,0,0,0,2,0,0,0
original,1,0,0,0,0,0,0,0,0
finnic,1,0,0,0,0,0,0,0,0
baltic,2,0,0,0,0,0,0,0,0
immigrant,1,0,0,0,0,0,0,0,0
siberian,2,0,0,0,0,0,0,0,0
case,0,0,0,0,0,1,0,0,0
present,2,0,0,0,0,0,0,0,0
sami,3,0,0,0,0,0,0,0,0
language,0,0,0,0,0,5,0,0,0
finno,1,0,0,0,0,0,0,0,0
ugric,1,0,0,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,2
speaker,0,0,0,0,0,1,0,0,0
normally,0,0,1,0,0,0,0,0,0
dialect,0,0,0,0,0,1,0,0,0
herding,0,0,0,0,0,1,0,0,0
late,2,0,0,0,0,0,0,0,0
largely,0,0,2,0,0,0,0,0,0
domesticate,0,0,0,0,0,0,0,0,1
go,0,0,0,0,0,0,0,0,5
find,0,0,0,0,0,0,0,0,23
milk,0,0,0,0,0,1,0,0,0
cheese,0,0,0,0,0,1,0,0,0
blanket,0,0,0,0,0,1,0,0,0
moccasin,0,0,0,0,0,1,0,0,0
legging,0,0,0,0,0,1,0,0,0
