word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,VERB,X
caption,0,0,0,0,0,25,0,0,3
image,0,0,0,0,0,27,0,0,0
result,0,0,0,0,0,18,0,12,0
day,0,0,0,0,0,7,0,0,0
observation,0,0,0,0,0,5,0,0,0
show,0,0,0,0,0,0,0,17,0
different,36,0,0,0,0,0,0,0,0
stage,0,0,0,0,0,5,0,0,0
evolution,0,0,0,0,0,11,0,0,0
vary,0,0,0,0,0,0,0,9,0
greatly,0,0,5,0,0,0,0,0,0
size,0,0,0,0,0,26,0,0,0
grow,0,0,0,0,0,0,0,4,0
collide,0,0,0,0,0,0,0,6,0
merge,0,0,0,0,0,0,0,11,0
extreme,8,0,0,0,0,0,0,0,0
dwarf,5,0,0,0,0,13,0,0,0
near,7,18,1,0,0,0,0,1,0
typically,0,0,4,0,0,0,0,0,0
hand,0,0,0,0,0,4,0,0,0
giant,27,0,0,0,0,3,0,0,0
radio,3,0,0,0,0,68,0,0,0
strong,19,0,0,0,0,0,0,0,0
source,0,0,0,0,0,36,0,0,0
wave,0,0,0,0,0,7,0,0,0
extend,0,0,0,0,0,0,0,15,0
cluster,0,0,0,0,0,147,0,1,0
group,0,0,0,0,0,25,0,1,0
enormous,5,0,0,0,0,0,0,0,0
complex,1,0,0,0,0,7,0,0,0
isolated,2,0,0,0,0,0,0,0,0
rare,5,0,0,0,0,0,0,0,0
evidence,0,0,0,0,0,15,0,1,0
lie,0,0,0,0,0,0,0,20,0
supermassive,12,0,0,0,0,0,0,0,0
black,41,0,0,0,0,0,0,0,0
hole,0,0,0,0,0,42,0,0,0
region,0,0,0,0,0,28,0,0,0
intense,4,0,0,0,0,0,0,0,0
gravity,0,0,0,0,0,8,0,0,0
escape,0,0,0,0,0,0,0,2,0
additionally,0,0,1,0,0,0,0,0,0
generate,0,0,0,0,0,0,0,5,0
energy,0,0,0,0,0,21,0,0,0
massive,23,0,0,0,0,0,0,0,0
name,0,0,0,0,0,1,0,6,0
mass,0,0,0,0,0,50,0,0,0
time,0,0,0,0,0,51,0,0,0
late,4,0,0,0,0,0,0,0,0
century,0,0,0,0,0,12,0,0,0
surprising,1,0,0,0,0,0,0,0,0
finding,0,0,0,0,0,3,0,0,0
visible,14,0,0,0,0,0,0,0,0
account,0,0,0,0,0,1,0,7,0
mean,1,0,0,0,0,3,0,3,0
dark,17,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,20,0,0,0
know,0,0,0,0,0,0,0,40,0
text,0,0,0,0,0,1,0,0,0
study,0,0,0,0,0,19,0,11,0
type,0,0,0,0,0,46,0,0,0
scientist,0,0,0,0,0,5,0,0,0
understand,0,0,0,0,0,0,0,8,0
complexity,0,0,0,0,0,1,0,0,0
celestial,2,0,0,0,0,0,0,0,0
network,0,0,0,0,0,3,0,0,0
home,0,0,0,0,0,1,0,0,0
astronomer,0,0,0,0,0,61,0,0,0
complete,7,0,0,0,0,0,0,2,0
understanding,0,0,0,0,0,11,0,0,0
external,14,0,0,0,0,0,0,0,0
thick,8,0,0,0,0,0,0,0,0
layer,0,0,0,0,0,2,0,0,0
obscure,0,0,0,0,0,0,0,10,0
scrutiny,0,0,0,0,0,1,0,0,0
optical,23,0,0,0,0,0,0,0,0
determine,0,0,0,0,0,0,0,22,0
scale,0,0,0,0,0,19,0,0,0
structure,0,0,0,0,0,46,0,3,0
aid,0,0,0,0,0,1,0,0,0
infrared,10,0,0,0,0,3,0,0,0
detect,0,0,0,0,0,0,0,34,0
radiation,0,0,0,0,0,28,0,0,0
artist,0,0,0,0,0,1,0,0,0
rendition,0,0,0,0,0,1,0,0,0
exist,0,0,0,0,0,0,0,18,0
single,4,0,0,0,0,0,0,0,0
double,3,0,0,0,0,0,0,0,0
conspicuous,9,0,0,0,0,0,0,0,0
ten,0,0,0,0,0,3,0,0,0
thousand,0,0,0,0,0,7,6,0,0
member,0,0,0,0,0,12,0,0,0
object,0,0,0,0,0,80,0,0,0
subdivide,0,0,0,0,0,0,0,3,0
globular,36,0,0,0,0,0,0,0,0
open,26,0,0,0,0,0,0,0,0
stellar,40,0,0,0,0,0,0,0,0
association,0,0,0,0,0,10,0,0,0
differ,0,0,0,0,0,0,0,3,0
primarily,0,0,4,0,0,0,0,0,0
number,0,0,0,0,0,20,0,0,0
call,0,0,0,0,0,0,0,26,0
spherical,14,0,0,0,0,1,0,0,0
appearance,0,0,0,0,0,7,0,0,0
exact,2,0,0,0,0,0,0,0,0
uncertain,2,0,0,0,0,0,0,0,0
obscuration,0,0,0,0,0,2,0,0,0
probably,0,0,9,0,0,0,0,0,0
prevent,0,0,0,0,0,0,0,2,0
arrange,0,0,0,0,0,0,0,6,0
halo,0,0,0,0,0,9,0,0,0
relatively,0,0,13,0,0,0,0,0,0
galactic,41,0,0,0,0,0,0,0,0
plane,0,0,0,0,0,18,0,0,0
heavy,15,0,0,0,0,0,0,0,0
concentration,0,0,0,0,0,8,0,0,0
radial,7,0,0,0,0,0,0,0,0
distribution,0,0,0,0,0,21,0,0,0
plot,0,0,0,0,0,0,0,3,0
function,0,0,0,0,0,4,0,0,0
distance,0,0,0,0,0,51,0,0,0
fit,0,0,0,0,0,0,0,5,0
mathematical,5,0,0,0,0,0,0,0,0
expression,0,0,0,0,0,3,0,0,0
identical,1,0,0,0,0,0,0,0,0
describe,0,0,0,0,0,0,0,3,0
elliptical,32,0,0,0,0,15,0,0,0
extremely,0,0,13,0,0,0,0,0,0
luminosity,0,0,0,0,0,28,0,0,0
equivalent,2,0,0,0,0,2,0,0,0
bright,49,0,0,0,0,0,0,0,0
masse,0,0,0,0,0,20,0,0,0
measure,0,0,0,0,0,1,0,24,0
dispersion,0,0,0,0,0,4,0,0,0
velocity,0,0,0,0,0,39,0,0,0
individual,5,0,0,0,0,0,0,0,0
range,0,0,0,0,0,6,0,10,0
highly,0,0,10,0,0,0,0,0,0
concentrated,3,0,0,0,0,0,0,0,0
have,0,0,0,0,0,0,0,10,0
resemble,0,0,0,0,0,0,0,11,0
isothermal,1,0,0,0,0,0,0,0,0
sphere,0,0,0,0,0,1,0,0,0
cutoff,0,0,0,0,0,2,0,0,0
correspond,0,0,0,0,0,0,0,4,0
tidal,11,0,0,0,0,0,0,0,0
effect,0,0,0,0,0,22,0,0,0
precise,2,0,0,0,0,0,0,0,0
model,0,0,0,0,0,20,0,1,0
derive,0,0,0,0,0,0,0,6,0
dynamic,0,0,0,0,0,5,0,0,0
kind,0,0,0,0,0,8,0,0,0
encounter,0,0,0,0,0,8,0,0,0
exterior,4,0,0,0,0,0,0,0,0
influence,0,0,0,0,0,1,0,3,0
american,12,0,0,0,0,0,0,0,0
instance,0,0,0,0,0,3,0,0,0
dynamical,4,0,0,0,0,0,0,0,0
observe,0,0,0,0,0,0,0,33,0
closely,0,0,5,0,0,0,0,0,0
term,0,0,0,0,0,7,0,0,0
core,0,0,0,0,0,5,0,0,0
radius,0,0,0,0,0,6,0,0,0
degree,0,0,0,0,0,2,0,0,0
density,0,0,0,0,0,19,0,0,0
key,1,0,0,0,0,0,0,0,0
distinguish,0,0,0,0,0,0,0,3,0
feature,0,0,0,0,0,11,0,3,0
uniformly,0,0,1,0,0,0,0,0,0
old,18,0,0,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,9,0
population,0,0,0,0,0,13,0,0,0
evolutionary,3,0,0,0,0,0,0,0,0
far,0,0,14,0,0,0,0,0,0
case,0,0,0,0,0,28,0,0,0
indicate,0,0,0,0,0,0,0,20,0
fact,0,0,0,0,0,13,0,0,0
amount,0,0,0,0,0,11,0,2,0
element,0,0,0,0,0,18,0,0,0
compose,0,0,0,0,0,0,0,5,0
high,20,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,3,0,0,0
assemblage,0,0,0,0,0,4,0,0,0
apparently,0,0,12,0,0,0,0,0,0
material,0,0,0,0,0,21,0,0,0
flatten,0,0,0,0,0,0,0,2,0
present,4,0,0,0,0,1,0,0,0
thin,9,0,0,0,0,0,0,0,0
component,0,0,0,0,0,25,0,0,0
evolve,0,0,0,0,0,0,0,7,0
give,0,0,0,0,0,0,0,9,0
enrich,0,0,0,0,0,0,0,1,0
helium,0,0,0,0,0,7,0,0,0
produce,0,0,0,0,0,0,0,6,0
later,2,0,10,0,0,0,0,0,0
continually,0,0,1,0,0,0,0,0,0
change,0,0,0,0,0,2,0,4,0
hydrogen,0,0,0,0,0,32,0,0,0
major,7,0,0,0,0,0,0,0,0
constituent,1,0,0,0,0,5,0,0,0
gradually,0,0,7,0,0,0,0,0,0
importance,0,0,0,0,0,2,0,0,0
level,0,0,0,0,0,4,0,0,0
percent,0,0,0,0,0,8,0,0,0
little,3,0,0,0,0,0,0,0,0
intermix,0,0,0,0,0,0,0,2,0
majority,0,0,0,0,0,4,0,0,0
generally,0,0,8,0,0,0,0,0,0
loose,3,0,0,0,0,0,0,0,0
typical,4,0,0,0,0,0,0,0,0
distribute,0,0,0,0,0,0,0,4,0
similarly,0,0,2,0,0,0,0,0,0
young,27,0,0,0,0,0,0,0,0
slowly,0,0,8,0,0,0,0,0,0
decrease,0,0,0,0,0,2,0,4,0
outward,1,0,9,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,2,0
directly,0,0,1,0,0,0,0,0,0
existence,0,0,0,0,0,9,0,0,0
analogy,0,0,0,0,0,1,0,0,0
similar,19,0,0,0,0,0,0,0,0
surmise,0,0,0,0,0,0,0,2,0
follow,0,0,0,0,0,0,0,6,0
general,13,0,0,0,0,0,0,0,0
integrate,0,0,0,0,0,0,0,1,0
few,1,0,0,0,0,0,0,0,0
central,23,0,0,0,0,0,0,0,0
area,0,0,0,0,0,17,0,0,0
densely,0,0,1,0,0,0,0,0,0
neighbourhood,0,0,0,0,0,3,0,0,0
discern,0,0,0,0,0,0,0,3,0
considerably,0,0,5,0,0,0,0,0,0
faint,24,0,0,0,0,0,0,0,0
peak,1,0,0,0,0,1,0,0,0
absolute,4,0,0,0,0,0,0,0,0
percentage,0,0,0,0,0,2,0,0,0
brightness,0,0,0,0,0,10,0,0,0
order,0,0,0,0,0,5,0,0,0
total,18,0,0,0,0,1,0,1,0
look,0,0,0,0,0,0,0,11,0
important,6,0,0,0,0,0,0,0,0
structural,1,0,0,0,0,0,0,0,0
difference,0,0,0,0,0,10,0,0,0
relative,3,0,0,0,0,0,0,0,0
looseness,0,0,0,0,0,1,0,0,0
comparatively,0,0,2,0,0,0,0,0,0
disastrous,1,0,0,0,0,0,0,0,0
consequence,0,0,0,0,0,2,0,0,0
ultimate,1,0,0,0,0,0,0,0,0
fate,0,0,0,0,0,1,0,0,0
concern,0,0,0,0,0,0,0,2,0
sufficiently,0,0,2,0,0,0,0,0,0
gravitationally,0,0,4,0,0,0,0,0,0
bind,0,0,0,0,0,0,0,5,0
able,2,0,0,0,0,0,0,0,0
withstand,0,0,0,0,0,0,0,2,0
disruptive,1,0,0,0,0,0,0,0,0
judge,0,0,0,0,0,0,0,1,0
sample,0,0,0,0,0,2,0,0,0
half,0,0,0,0,2,2,0,0,0
force,0,0,0,0,0,6,0,0,0
mere,2,0,0,0,0,0,0,0,0
life,0,0,0,0,0,9,0,0,0
expectancy,0,0,0,0,0,2,0,0,0
agree,0,0,0,0,0,0,0,3,0
conclusion,0,0,0,0,0,4,0,0,0
exceed,0,0,0,0,0,0,0,2,0
membership,0,0,0,0,0,1,0,0,0
theoretical,6,0,0,0,0,0,0,0,0
chemical,5,0,0,0,0,0,0,0,0
composition,0,0,0,0,0,3,0,0,0
entirely,0,0,5,0,0,0,0,0,0
progress,0,0,0,0,0,4,0,2,0
formation,0,0,0,0,0,21,0,0,0
fast,0,0,2,0,0,0,0,0,0
disappear,0,0,0,0,0,0,0,2,0
white,4,0,0,0,0,0,0,0,0
underluminous,1,0,0,0,0,0,0,0,0
remnant,1,0,0,0,0,9,0,0,0
content,0,0,0,0,0,1,0,0,0
direct,2,0,0,0,0,0,0,0,0
comparison,0,0,0,0,0,4,0,0,0
real,1,0,0,0,0,0,0,0,0
reliable,2,0,0,0,0,0,0,0,0
use,0,0,0,0,0,0,0,1,0
diagram,0,0,0,0,0,3,0,0,0
colour,0,0,0,0,0,6,0,0,0
magnitude,0,0,0,0,0,3,0,0,0
temperature,0,0,0,0,0,7,0,0,0
obtain,0,0,0,0,0,0,0,6,0
enriched,1,0,0,0,0,0,0,0,0
environment,0,0,0,0,0,3,0,0,0
abundance,0,0,0,0,0,5,0,0,0
rich,5,0,0,0,0,0,0,0,0
twice,0,0,0,0,2,0,0,0,0
possible,11,0,0,0,0,0,0,0,0
discover,0,0,0,0,0,0,0,12,0
previously,0,0,6,0,0,0,0,0,0
hide,0,0,0,0,0,0,0,1,0
deep,6,0,0,0,0,0,0,0,0
dusty,1,0,0,0,0,0,0,0,0
array,0,0,0,0,0,4,0,0,0
detector,0,0,0,0,0,2,0,0,0
molecular,6,0,0,0,0,0,0,0,0
grouping,0,0,0,0,0,3,0,0,0
share,0,0,0,0,0,0,0,4,0
common,12,0,0,0,0,0,0,0,0
place,0,0,0,0,0,3,0,1,0
origin,0,0,0,0,0,3,0,0,0
tie,0,0,0,0,0,0,0,1,0
stable,1,0,0,0,0,0,0,0,0
limit,0,0,0,0,0,1,0,2,0
strictly,0,0,1,0,0,0,0,0,0
occur,0,0,0,0,0,0,0,10,0
notably,0,0,2,0,0,0,0,0,0
instead,0,0,7,0,0,0,0,0,0
constitute,0,0,0,0,0,0,0,3,0
spectral,3,0,0,0,0,0,0,0,0
short,11,0,0,0,0,0,0,0,0
lifetime,0,0,0,0,0,3,0,0,0
last,0,0,0,0,0,0,0,1,0
need,0,0,0,1,0,0,0,1,0
hundred,0,0,0,0,0,4,0,0,0
average,4,0,0,0,0,1,0,0,0
loosely,0,0,2,0,0,0,0,0,0
self,0,0,0,0,0,1,0,0,0
gravitation,0,0,0,0,0,1,0,0,0
insufficient,1,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,0,4,0
disperse,0,0,0,0,0,0,0,3,0
surround,0,0,0,0,0,0,0,15,0
separate,6,0,0,0,0,0,0,1,0
unconnected,1,0,0,0,0,0,0,0,0
field,0,0,0,0,0,27,0,0,0
move,0,0,0,0,0,0,0,12,0
organization,0,0,0,0,0,3,0,0,0
measurable,1,0,0,0,0,0,0,0,0
motion,0,0,0,0,0,18,0,0,0
noticeable,2,0,0,0,0,0,0,0,0
definition,0,0,0,0,0,1,0,0,0
allow,0,0,0,0,0,0,0,6,0
apply,0,0,0,0,0,0,0,3,0
widely,0,0,4,0,0,0,0,0,0
spread,1,0,0,0,0,0,0,5,0
apparent,8,0,0,0,0,0,0,0,0
gravitational,16,0,0,0,0,0,0,0,0
identity,0,0,0,0,0,1,0,0,0
search,0,0,0,0,0,3,0,3,0
catalog,0,0,0,0,0,2,0,1,0
nebulosity,0,0,0,0,0,1,0,0,0
provide,0,0,0,0,0,0,0,8,0
reflect,0,0,0,0,0,0,0,1,0
scatter,0,0,0,0,0,0,0,2,0
ray,0,0,0,0,0,32,0,0,0
well,2,0,4,0,0,0,0,0,0
constellation,0,0,0,0,0,9,0,0,0
stream,0,0,0,0,0,4,0,0,0
comprise,0,0,0,0,0,0,0,3,0
dense,11,0,0,0,0,0,0,0,0
distant,29,0,2,0,0,0,0,0,0
away,0,0,13,0,0,0,0,0,0
notable,6,0,0,0,0,0,0,0,0
remote,2,0,0,0,0,0,0,0,0
investigator,0,0,0,0,0,5,0,0,0
subdwarf,0,0,0,0,0,1,0,0,0
variable,1,0,0,0,0,9,0,0,0
collection,0,0,0,0,0,1,0,0,0
diffuse,7,0,0,0,0,0,0,0,0
gaseous,13,0,0,0,0,0,0,0,0
nebula,0,0,0,0,0,31,0,0,0
cloudlike,2,0,0,0,0,0,0,0,0
emission,0,0,0,0,0,12,0,0,0
ionize,0,0,0,0,0,0,0,4,0
excite,0,0,0,0,0,0,0,3,0
state,0,0,0,0,0,2,0,0,0
electron,0,0,0,0,0,5,0,0,0
atom,0,0,0,0,0,6,0,0,0
normal,20,0,0,0,0,0,0,0,0
condition,0,0,0,0,0,5,0,0,0
ultraviolet,1,0,0,0,0,5,0,0,0
emit,0,0,0,0,0,0,0,22,0
hot,11,0,0,0,0,0,0,0,0
embed,0,0,0,0,0,0,0,1,0
usually,0,0,6,0,0,0,0,0,0
refer,0,0,0,0,0,0,0,4,0
recently,0,0,1,0,0,0,0,0,0
uncondensed,1,0,0,0,0,0,0,0,0
commonly,0,0,4,0,0,0,0,0,0
associate,0,0,0,0,0,0,0,6,0
ongoing,1,0,0,0,0,0,0,0,0
concentrate,0,0,0,0,0,0,0,4,0
intermediate,6,0,0,0,0,0,0,0,0
ascertain,0,0,0,0,0,0,0,2,0
clearly,0,0,4,0,0,0,0,0,0
characteristic,5,0,0,0,0,8,0,0,0
thermal,2,0,0,0,0,0,0,0,0
spectrum,0,0,0,0,0,10,0,0,0
kelvin,0,0,0,0,0,1,0,0,0
enable,0,0,0,0,0,0,0,3,0
map,0,0,0,0,0,2,0,2,0
part,0,0,0,0,0,23,0,0,0
planetary,7,0,0,0,0,0,0,0,0
superficially,0,0,1,0,0,0,0,0,0
nebulae,0,0,0,0,0,3,0,0,0
variety,0,0,0,0,0,6,0,0,0
view,0,0,0,0,0,5,0,3,0
represent,0,0,0,0,0,0,0,5,0
end,0,0,0,0,0,6,0,0,0
cycle,0,0,0,0,0,1,0,0,0
beginning,0,0,0,0,0,2,0,0,0
overlook,0,0,0,0,0,0,0,1,0
composite,1,0,0,0,0,0,0,0,0
nebulous,1,0,0,0,0,0,0,0,0
blow,0,0,0,0,0,0,0,1,0
explode,0,0,0,0,0,0,0,2,0
supernova,1,0,0,0,0,5,0,0,0
occasionally,0,0,2,0,0,0,0,0,0
way,0,0,0,0,0,17,0,0,0
involve,0,0,0,0,0,0,0,7,0
essentially,0,0,1,0,0,0,0,0,0
kinematic,1,0,0,0,0,2,0,0,0
expand,0,0,0,0,0,0,0,6,0
historically,0,0,1,0,0,0,0,0,0
wavelength,0,0,0,0,0,24,0,0,0
release,0,0,0,0,0,0,0,6,0
flat,9,0,0,0,0,0,0,0,0
charge,0,0,0,0,0,0,0,3,0
spirally,0,0,1,0,0,0,0,0,0
speed,0,0,0,0,0,15,0,0,0
magnetic,10,0,0,0,0,0,0,0,0
enmesh,0,0,0,0,0,0,0,1,0
synchrotron,0,0,0,0,0,8,0,0,0
violent,2,0,0,0,0,0,0,0,0
cosmic,4,0,0,0,0,0,0,0,0
phenomenon,0,0,0,0,0,4,0,0,0
narrowly,0,0,1,0,0,0,0,0,0
low,9,0,0,0,0,0,0,0,0
pole,0,0,0,0,0,2,0,0,0
optically,0,0,7,0,0,0,0,0,0
intervene,0,0,0,0,0,0,0,3,0
base,0,0,0,0,0,0,0,5,0
conclude,0,0,0,0,0,0,0,2,0
especially,0,0,12,0,0,0,0,0,0
define,0,0,0,0,0,0,0,8,0
one,0,0,0,0,0,2,0,0,0
maximum,1,0,0,0,0,3,0,0,0
fraction,0,0,0,0,0,4,0,0,0
possibly,0,0,8,0,0,0,0,0,0
partly,0,0,3,0,0,0,0,0,0
contract,0,0,0,0,0,0,0,1,0
opaque,1,0,0,0,0,0,0,0,0
globule,0,0,0,0,0,1,0,0,0
dutch,3,0,0,0,0,0,0,0,0
information,0,0,0,0,0,1,0,0,0
come,0,0,0,0,0,0,0,9,0
instrument,0,0,0,0,0,2,0,0,0
illuminate,0,0,0,0,0,0,0,2,0
nearby,13,0,1,0,0,0,0,0,0
register,0,0,0,0,0,0,0,1,0
long,8,0,5,0,0,0,0,0,0
cool,5,0,0,0,0,0,0,2,0
survey,0,0,0,0,0,8,0,1,0
early,17,0,3,0,0,0,0,0,0
unmanned,1,0,0,0,0,0,0,0,0
observatory,0,0,0,0,0,5,0,0,0
reveal,0,0,0,0,0,0,0,7,0
great,15,0,0,0,0,0,0,0,0
sensitivity,0,0,0,0,0,1,0,0,0
coverage,0,0,0,0,0,1,0,0,0
resolution,0,0,0,0,0,1,0,0,0
process,0,0,0,0,0,9,0,0,0
column,0,0,0,0,0,1,0,0,0
cold,2,0,0,0,0,0,0,0,0
length,0,0,0,0,0,1,0,0,0
means,0,0,0,0,0,1,0,0,0
detectable,4,0,0,0,0,0,0,0,0
molecule,0,0,0,0,0,3,0,0,0
identify,0,0,0,0,0,0,0,9,0
analyze,0,0,0,0,0,0,0,2,0
carbon,0,0,0,0,0,3,0,0,0
monoxide,0,0,0,0,0,2,0,0,0
formaldehyde,0,0,0,0,0,1,0,0,0
radical,0,0,0,0,0,1,0,0,0
medium,0,0,1,0,0,3,0,0,0
presence,0,0,0,0,0,12,0,0,0
pervasive,1,0,0,0,0,0,0,0,0
fade,0,0,0,0,0,0,0,2,0
redden,0,0,0,0,0,0,0,1,0
starlight,0,0,0,0,0,3,0,0,0
dim,1,0,0,0,0,0,0,1,0
factor,0,0,0,0,0,3,0,0,0
polarization,0,0,0,0,0,5,0,0,0
background,0,0,0,0,0,7,0,0,0
align,0,0,0,0,0,0,0,4,0
extent,0,0,0,0,0,3,0,0,0
selective,1,0,0,0,0,0,0,0,0
absorption,0,0,0,0,0,3,0,0,0
prefer,0,0,0,0,0,0,0,2,0
vibration,0,0,0,0,0,1,0,0,0
electric,1,0,0,0,0,0,0,0,0
vector,0,0,0,0,0,1,0,0,0
preferentially,0,0,1,0,0,0,0,0,0
complicated,3,0,0,0,0,0,0,0,0
likely,4,0,1,0,0,0,0,0,0
arise,0,0,0,0,0,0,0,1,0
grain,0,0,0,0,0,5,0,0,0
partially,0,0,1,0,0,0,0,0,0
paramagnetic,1,0,0,0,0,0,0,0,0
act,0,0,0,0,0,0,0,3,0
somewhat,0,0,9,0,0,0,0,0,0
magnet,0,0,0,0,0,1,0,0,0
weak,2,0,0,0,0,0,0,0,0
line,0,0,0,0,0,10,0,3,0
axis,0,0,0,0,0,16,0,0,0
direction,0,0,0,0,0,10,0,0,0
accompany,0,0,0,0,0,0,0,5,0
thinly,0,0,2,0,0,0,0,0,0
fill,0,0,0,0,0,0,0,4,0
neutral,15,0,0,0,0,0,0,0,0
easily,0,0,4,0,0,0,0,0,0
statistical,3,0,0,0,0,0,0,0,0
argument,0,0,0,0,0,5,0,0,0
anticipate,0,0,0,0,0,0,0,1,0
basis,0,0,0,0,0,6,0,0,0
useful,3,0,0,0,0,0,0,0,0
clue,0,0,0,0,0,2,0,0,0
location,0,0,0,0,0,3,0,0,0
cubic,1,0,0,0,0,0,0,0,0
centimetre,0,0,0,0,0,1,0,0,0
aware,2,0,0,0,0,0,0,0,0
minor,4,0,0,0,0,0,0,0,0
sodium,0,0,0,0,0,1,0,0,0
calcium,0,0,0,0,0,1,0,0,0
absorb,0,0,0,0,0,0,0,5,0
specific,1,0,0,0,0,0,0,0,0
cause,0,0,0,0,0,3,0,7,0
spectra,0,0,0,0,0,1,0,0,0
originate,0,0,0,0,0,0,0,2,0
frequently,0,0,4,0,0,0,0,0,0
companion,1,0,0,0,0,11,0,0,0
recognize,0,0,0,0,0,0,0,10,0
establish,0,0,0,0,0,0,0,8,0
extragalactic,7,0,0,0,0,0,0,0,0
plain,1,0,0,0,0,0,0,0,0
class,0,0,0,0,0,19,0,0,0
current,5,0,0,0,0,0,0,0,0
good,2,0,0,0,0,0,0,0,0
value,0,0,0,0,0,8,0,0,0
respectively,0,0,3,0,0,0,0,0,0
additional,1,0,0,0,0,0,0,0,0
close,9,0,3,0,0,0,0,0,0
inconspicuous,2,0,0,0,0,0,0,0,0
fall,0,0,0,0,0,0,0,6,0
capture,0,0,0,0,0,3,0,7,0
tidally,0,0,2,0,0,0,0,0,0
mimic,0,0,0,0,0,0,0,2,0
concept,0,0,0,0,0,2,0,0,0
undergo,0,0,0,0,0,0,0,1,0
considerable,3,0,0,0,0,0,0,0,0
decade,0,0,0,0,0,2,0,0,0
largely,0,0,4,0,0,0,0,0,0
orbital,3,0,0,0,0,0,0,0,0
achieve,0,0,0,0,0,0,0,2,0
significance,0,0,0,0,0,1,0,0,0
comprehend,0,0,0,0,0,0,0,3,0
juncture,0,0,0,0,0,1,0,0,0
exceptional,1,0,0,0,0,0,0,0,0
erratic,1,0,0,0,0,0,0,0,0
remain,0,0,0,0,0,1,0,13,0
uncorrelated,1,0,0,0,0,0,0,0,0
property,0,0,0,0,0,12,0,0,0
systematic,3,0,0,0,0,0,0,0,0
division,0,0,0,0,0,1,0,0,0
family,0,0,0,0,0,2,0,0,0
spite,0,0,0,0,0,1,0,0,0
advance,0,0,0,0,0,2,0,1,0
work,0,0,0,0,0,3,0,1,0
arrive,0,0,0,0,0,0,0,1,0
determination,0,0,0,0,0,3,0,0,0
spatial,2,0,0,0,0,0,0,0,0
think,0,0,0,0,0,0,0,16,0
nearer,0,1,0,0,0,0,0,0,0
assume,0,0,0,0,0,0,0,3,0
outline,0,0,0,0,0,0,0,1,0
remarkably,0,0,3,0,0,0,0,0,0
