word,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,PRON,SCONJ,VERB,X
monk,0,0,0,0,0,0,5,0,0,0,0,0
theorist,0,0,0,0,0,0,14,0,0,0,0,0
caption,0,0,0,0,0,0,19,0,0,0,0,6
hand,0,0,0,0,0,0,10,0,0,0,1,0
colour,0,0,0,0,0,0,5,0,0,0,1,0
illustration,0,0,0,0,0,0,3,0,0,0,0,0
early,94,0,11,0,0,0,0,0,0,0,0,0
edition,0,0,0,0,0,0,6,0,0,0,0,0
german,29,0,0,0,0,0,0,0,0,0,0,0
encyclopedist,0,0,0,0,0,0,1,0,0,0,0,0
main,7,0,0,0,0,0,0,0,0,0,0,0
thrust,0,0,0,0,0,0,1,0,0,0,0,0
innovation,0,0,0,0,0,0,11,0,0,0,0,0
shift,0,0,0,0,0,0,0,0,0,0,2,0
place,0,0,0,0,0,0,8,0,0,0,10,0
cathedral,0,0,0,0,0,0,12,0,0,0,0,0
feature,0,0,0,0,0,0,6,0,0,0,10,0
multiple,1,0,0,0,0,0,0,0,0,0,0,0
melody,0,0,0,0,0,0,63,0,0,0,0,0
wove,0,0,0,0,0,0,0,0,0,0,1,0
play,0,0,0,0,0,0,6,0,0,0,30,0
plainsong,4,0,0,0,0,0,16,0,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,0,35,0
later,10,0,41,0,0,0,0,0,0,0,0,0
secular,71,0,0,0,0,0,0,0,0,0,0,0
direction,0,0,0,0,0,0,5,0,0,0,0,0
french,52,0,0,0,0,0,0,0,0,0,0,0
composer,0,0,0,0,0,0,201,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,0,76,0
harmony,0,0,0,0,0,0,21,0,0,0,0,0
label,0,0,0,0,0,0,1,0,0,0,0,0
come,0,0,0,0,0,0,0,0,0,0,25,0
apply,0,0,0,0,0,0,0,0,0,0,8,0
foreshadow,0,0,0,0,0,0,0,0,0,0,1,0
roughly,0,0,2,0,0,0,0,0,0,0,0,0
forward,0,0,4,0,0,0,0,0,0,0,0,0
royal,10,0,0,0,0,0,0,0,0,0,0,0
shape,0,0,0,0,0,0,8,0,0,0,5,0
proportion,0,0,0,0,0,0,4,0,0,0,0,0
crème,0,0,0,0,0,0,0,0,0,0,0,2
european,14,0,0,0,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,0,6,0
burgundian,8,0,0,0,0,0,0,0,0,0,0,0
court,0,0,0,0,0,0,48,0,0,0,0,0
attract,0,0,0,0,0,0,0,0,0,0,6,0
wealth,0,0,0,0,0,0,2,0,0,0,0,0
aristocracy,0,0,0,0,0,0,4,0,0,0,0,0
promise,0,0,0,0,0,0,2,0,0,0,1,0
find,0,0,0,0,0,0,0,0,0,0,18,0
religious,16,0,0,0,0,0,0,0,0,0,0,0
realm,0,0,0,0,0,0,1,0,0,0,0,0
improvisational,1,0,0,0,0,0,0,0,0,0,0,0
see,0,0,0,0,0,0,0,0,0,0,10,0
centre,0,0,0,0,0,0,10,0,0,0,2,0
voice,0,0,0,0,0,0,90,0,0,0,0,0
low,10,0,0,0,0,0,0,0,0,0,0,0
part,0,0,0,0,0,0,59,0,0,0,0,0
instrument,0,0,0,0,0,0,116,0,0,0,0,0
noble,4,0,0,0,0,0,3,0,0,0,0,0
travel,0,0,0,0,0,0,7,0,0,0,19,0
perform,0,0,0,0,0,0,0,0,0,0,15,0
call,0,0,0,0,0,0,0,0,0,0,37,0
troubadour,0,0,0,0,0,0,6,0,0,0,0,0
collection,0,0,0,0,0,0,37,0,0,0,0,0
performer,0,0,0,0,0,0,7,0,0,0,0,0
innovative,1,0,0,0,0,0,0,0,0,0,0,0
chord,0,0,0,0,0,0,7,0,0,0,0,0
progression,0,0,0,0,0,0,2,0,0,0,0,0
remain,0,0,0,0,0,0,2,0,0,0,25,0
demand,0,0,0,0,0,0,2,0,0,0,1,0
evolve,0,0,0,0,0,0,0,0,0,0,7,0
secularization,0,0,0,0,0,0,2,0,0,0,0,0
encourage,0,0,0,0,0,0,0,0,0,0,2,0
development,0,0,0,0,0,0,24,0,0,0,0,0
vocal,29,0,0,0,0,0,0,0,0,0,0,0
reinvent,0,0,0,0,0,0,0,0,0,0,1,0
madrigal,6,0,0,0,0,0,98,0,0,0,0,0
dramatic,14,0,0,0,0,0,0,0,0,0,0,0
fiveor,1,0,0,0,0,0,0,0,0,0,0,0
harmonic,12,0,0,0,0,0,0,0,0,0,0,0
piece,0,0,0,0,0,0,40,0,0,0,0,0
complex,6,0,0,0,0,0,0,0,0,0,0,0
text,0,0,0,0,0,0,51,0,0,0,0,0
counterpoint,0,0,0,0,0,0,19,0,0,0,1,0
independent,3,0,0,0,0,0,0,0,0,0,0,0
complement,0,0,0,0,0,0,0,0,0,0,3,0
enrich,0,0,0,0,0,0,0,0,0,0,2,0
simple,17,0,0,0,0,0,0,0,0,0,0,0
canzonetta,0,0,0,0,0,0,2,0,0,0,0,2
balletto,0,0,0,0,0,0,4,0,0,0,0,2
emerge,0,0,0,0,0,0,0,0,0,0,8,0
response,0,0,0,0,0,0,2,0,0,0,0,0
complexity,0,0,0,0,0,0,2,0,0,0,0,0
counterpart,0,0,0,0,0,0,6,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,78,0
chanson,0,0,0,0,0,0,61,0,0,0,0,1
elizabethan,5,0,0,0,0,0,0,0,0,0,0,0
italian,52,0,0,0,0,0,0,0,0,0,0,0
champion,0,0,0,0,0,0,0,0,0,0,1,0
popular,27,0,0,0,0,0,0,0,0,0,0,0
ayre,0,0,0,0,0,0,7,0,0,0,0,3
spring,0,0,0,0,0,0,0,0,0,0,1,0
country,0,0,0,0,0,0,8,0,0,0,0,0
home,0,0,0,0,0,0,6,0,0,0,0,0
lied,0,0,0,0,0,0,3,0,0,0,0,4
straightforward,2,0,0,0,0,0,0,0,0,0,0,0
spanish,12,0,0,0,0,0,0,0,0,0,0,0
villancico,0,0,0,0,0,0,0,0,0,0,0,6
match,0,0,0,0,0,0,0,0,0,0,6,0
stylistic,3,0,0,0,0,0,0,0,0,0,0,0
importance,0,0,0,0,0,0,4,0,0,0,0,0
primarily,0,0,12,0,0,0,0,0,0,0,0,0
serve,0,0,0,0,0,0,0,0,0,0,29,0
double,15,0,0,0,0,0,0,0,0,0,5,0
accompany,0,0,0,0,0,0,0,0,0,0,19,0
dancer,0,0,0,0,0,0,1,0,0,0,0,0
specifically,0,0,2,0,0,0,0,0,0,0,0,0
explode,0,0,0,0,0,0,0,0,0,0,1,0
popularity,0,0,0,0,0,0,7,0,0,0,0,0
dance,0,0,0,0,0,0,15,0,0,0,1,0
pavane,0,0,0,0,0,0,1,0,0,0,0,2
courante,0,0,0,0,0,0,1,0,0,0,0,1
prelude,0,0,0,0,0,0,4,0,0,0,0,0
particularly,0,0,23,0,0,0,0,0,0,0,0,0
organ,0,0,0,0,0,0,47,0,0,0,0,0
fugue,0,0,0,0,0,0,3,0,0,0,0,0
like,1,15,0,0,0,0,2,0,0,0,0,0
imitate,0,0,0,0,0,0,0,0,0,0,11,0
ricercari,0,0,0,0,0,0,0,0,0,0,0,4
canzoni,0,0,0,0,0,0,0,0,0,0,0,2
long,20,0,9,0,0,0,0,0,0,0,0,0
relegate,0,0,0,0,0,0,0,0,0,0,1,0
role,0,0,0,0,0,0,7,0,0,0,0,0
mere,3,0,0,0,0,0,0,0,0,0,0,0
accompaniment,0,0,0,0,0,0,14,0,0,0,0,0
instrumentalist,0,0,0,0,0,0,2,0,0,0,0,0
begin,0,0,0,0,0,0,0,0,0,0,24,0
showcase,0,0,0,0,0,0,0,0,0,0,1,0
technical,5,0,0,0,0,0,0,0,0,0,0,0
skill,0,0,0,0,0,0,3,0,0,0,0,0
lute,0,0,0,0,0,0,52,0,0,0,0,0
particular,14,0,0,0,0,0,0,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,0,0,2,0
string,0,0,0,0,0,0,59,0,0,0,3,0
vary,0,0,0,0,0,0,0,0,0,0,8,0
settle,0,0,0,0,0,0,0,0,0,0,6,0
pluck,0,0,0,0,0,0,0,0,0,0,16,0
finger,0,0,0,0,0,0,11,0,0,0,0,0
sound,0,0,0,0,0,0,21,0,0,0,13,0
carry,0,0,0,0,0,0,0,0,0,0,8,0
hole,0,0,0,0,0,0,7,0,0,0,0,0
reverberate,0,0,0,0,0,0,0,0,0,0,1,0
hollow,2,0,0,0,0,0,0,0,0,0,1,0
pear,0,0,0,0,0,0,3,0,0,0,0,0
shaped,8,0,0,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,0,6,0,0,0,0,0
modified,1,0,0,0,0,0,0,0,0,0,0,0
tuning,0,0,0,0,0,0,6,0,0,0,0,0
produce,0,0,0,0,0,0,0,0,0,0,28,0
large,30,0,0,0,0,0,0,0,0,0,0,0
assortment,0,0,0,0,0,0,1,0,0,0,0,0
variation,0,0,0,0,0,0,16,0,0,0,0,0
keyboard,0,0,0,0,0,0,48,0,0,0,0,0
favour,0,0,0,0,0,0,5,0,0,0,4,0
renaissance,0,0,0,0,0,0,4,0,0,0,0,0
pipe,0,0,0,0,0,0,8,0,0,0,0,0
staple,0,0,0,0,0,0,1,0,0,0,0,0
day,0,0,0,0,0,0,13,0,0,0,0,0
region,0,0,0,0,0,0,4,0,0,0,0,0
result,0,0,0,0,0,0,8,0,0,0,12,0
great,54,0,0,0,0,0,0,0,0,0,0,0
stop,0,0,0,0,0,0,1,0,0,0,3,0
manual,1,0,0,0,0,0,2,0,0,0,0,0
control,0,0,0,0,0,0,2,0,0,0,6,0
chromatic,4,0,0,0,0,0,1,0,0,0,0,0
clavichord,0,0,0,0,0,0,18,0,0,0,0,0
harpsichord,0,0,0,0,0,0,25,0,0,0,0,0
design,0,0,0,0,0,0,1,0,0,0,8,0
small,31,0,0,0,0,0,0,0,0,0,0,0
venue,0,0,0,0,0,0,1,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,5,0
player,0,0,0,0,0,0,18,0,0,0,0,0
dynamic,2,0,0,0,0,0,1,0,0,0,0,0
solely,0,0,1,0,0,0,0,0,0,0,0,0
keystroke,0,0,0,0,0,0,1,0,0,0,0,0
typically,0,0,7,0,0,0,0,0,0,0,0,0
rectangular,5,0,0,0,0,0,0,0,0,0,0,0
left,5,0,2,0,0,0,1,0,0,0,0,0
right,2,0,0,0,0,0,3,0,0,0,0,0
range,0,0,0,0,0,0,22,0,0,0,1,0
half,4,0,0,0,0,1,14,0,0,0,0,0
octave,0,0,0,0,0,0,13,0,0,0,0,0
outwardly,0,0,1,0,0,0,0,0,0,0,0,0
resemble,0,0,0,0,0,0,0,0,0,0,4,0
modern,23,0,0,0,0,0,0,0,0,0,0,0
piano,0,0,0,0,0,0,8,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,8,0,0
frequent,4,0,0,0,0,0,0,0,0,0,0,0
presence,0,0,0,0,0,0,3,0,0,0,0,0
set,0,0,0,0,0,0,26,0,0,0,18,0
unlike,0,5,0,0,0,0,0,0,0,0,0,0
hammer,0,0,0,0,0,0,1,0,0,0,1,0
make,0,0,0,0,0,0,0,0,0,0,5,0
mechanism,0,0,0,0,0,0,4,0,0,0,0,0
jack,0,0,0,0,0,0,3,0,0,0,0,0
version,0,0,0,0,0,0,11,0,0,0,0,0
spinet,0,0,0,0,0,0,9,0,0,0,0,0
refer,0,0,0,0,0,0,0,0,0,0,16,0
type,0,0,0,0,0,0,36,0,0,0,0,0
upright,2,0,0,0,0,0,0,0,0,0,0,0
virginal,6,0,0,0,0,0,13,0,0,0,0,0
single,18,0,1,0,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,1,0,0,0,5,0
nearly,0,0,7,0,0,0,0,0,0,0,0,0
parallel,4,0,2,0,0,0,0,0,0,0,0,0
perpendicular,1,0,0,0,0,0,0,0,0,0,0,0
arrangement,0,0,0,0,0,0,5,0,0,0,0,0
wind,0,0,0,0,0,0,13,0,0,0,0,0
relatively,0,0,5,0,0,0,0,0,0,0,0,0
limited,5,0,0,0,0,0,0,0,0,0,0,0
increase,0,0,0,0,0,0,1,0,0,0,7,0
instrumental,45,0,0,0,0,0,0,0,0,0,0,0
ensemble,0,0,0,0,0,0,18,0,0,0,0,0
necessity,0,0,0,0,0,0,1,0,0,0,0,0
size,0,0,0,0,0,0,13,0,0,0,0,0
recorder,0,0,0,0,0,0,5,0,0,0,0,0
cornet,0,0,0,0,0,0,3,0,0,0,0,0
colourfully,0,0,1,0,0,0,0,0,0,0,0,0
name,0,0,0,0,0,0,2,0,0,0,6,0
device,0,0,0,0,0,0,11,0,0,0,0,0
shawm,0,0,0,0,0,0,10,0,0,0,0,0
sackbut,0,0,0,0,0,0,4,0,0,0,0,0
crumhorn,0,0,0,0,0,0,3,0,0,0,0,0
hoboy,0,0,0,0,0,0,1,0,0,0,0,0
oboe,0,0,0,0,0,0,3,0,0,0,0,0
craftsman,0,0,0,0,0,0,2,0,0,0,0,0
refine,0,0,0,0,0,0,0,0,0,0,1,0
respond,0,0,0,0,0,0,0,0,0,0,1,0
need,0,0,0,0,0,0,4,0,0,0,1,0
pioneer,0,0,0,0,0,0,1,0,0,0,2,0
rich,8,0,0,0,0,0,0,0,0,0,0,0
layered,1,0,0,0,0,0,0,0,0,0,0,0
previously,0,0,2,0,0,0,0,0,0,0,0,0
unknown,2,0,0,0,0,0,0,0,0,0,0,0
describe,0,0,0,0,0,0,0,0,0,0,10,0
graceful,5,0,0,0,0,0,0,0,0,0,0,0
expressive,9,0,0,0,0,0,0,0,0,0,0,0
group,0,0,0,0,0,0,12,0,0,0,0,0
franco,16,0,0,0,0,0,0,0,0,0,0,0
flemish,34,0,0,0,0,0,0,0,0,0,0,0
school,0,0,0,0,0,0,22,0,0,0,0,0
mark,0,0,0,0,0,0,2,0,0,0,5,0
transition,0,0,0,0,0,0,4,0,0,0,0,0
monophonic,7,0,0,0,0,0,0,0,0,0,0,0
patronage,0,0,0,0,0,0,6,0,0,0,0,0
man,0,0,0,0,0,0,10,0,0,0,0,0
provide,0,0,0,0,0,0,0,0,0,0,16,0
nobility,0,0,0,0,0,0,5,0,0,0,0,0
different,18,0,0,0,0,0,0,0,0,0,0,0
point,0,0,0,0,0,0,7,0,0,0,2,0
life,0,0,0,0,0,0,34,0,0,0,0,0
impressive,3,0,0,0,0,0,0,0,0,0,0,0
lot,0,0,0,0,0,0,1,0,0,0,0,0
hail,0,0,0,0,0,0,0,0,0,0,1,0
area,0,0,0,0,0,0,4,0,0,0,0,0
contribute,0,0,0,0,0,0,0,0,0,0,10,0
instrumentation,0,0,0,0,0,0,1,0,0,0,0,0
employ,0,0,0,0,0,0,2,0,0,0,15,0
king,0,0,0,0,0,0,9,0,0,0,0,0
career,0,0,0,0,0,0,9,0,0,0,0,0
singer,0,0,0,0,0,0,33,0,0,0,0,0
mastery,0,0,0,0,0,0,8,0,0,0,0,0
praise,0,0,0,0,0,0,3,0,0,0,2,0
theologian,0,0,0,0,0,0,3,0,0,0,0,0
reformer,0,0,0,0,0,0,3,0,0,0,0,0
attach,0,0,0,0,0,0,0,0,0,0,4,0
common,11,0,0,0,0,0,0,0,0,0,0,0
service,0,0,0,0,0,0,34,0,0,0,0,0
aristocrat,0,0,0,0,0,0,2,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,3,0
company,0,0,0,0,0,0,3,0,0,0,0,0
poet,0,0,0,0,0,0,20,0,0,0,0,0
painter,0,0,0,0,0,0,3,0,0,0,0,0
comingling,0,0,0,0,0,0,1,0,0,0,0,0
artistic,5,0,0,0,0,0,0,0,0,0,0,0
sensibility,0,0,0,0,0,0,1,0,0,0,0,0
frequently,0,0,12,0,0,0,0,0,0,0,0,0
yield,0,0,0,0,0,0,0,0,0,0,2,0
regard,0,0,0,0,0,0,0,0,0,0,3,0
innovator,0,0,0,0,0,0,4,0,0,0,0,0
exert,0,0,0,0,0,0,0,0,0,0,3,0
poetry,0,0,0,0,0,0,14,0,0,0,0,0
contemporary,6,0,0,0,0,0,20,0,0,0,0,0
assume,0,0,0,0,0,0,0,0,0,0,6,0
geographic,1,0,0,0,0,0,0,0,0,0,0,0
connection,0,0,0,0,0,0,7,0,0,0,0,0
papacy,0,0,0,0,0,0,1,0,0,0,0,0
predominantly,0,0,1,0,0,0,0,0,0,0,0,0
sacred,36,0,0,0,0,0,0,0,0,0,0,0
humanist,0,0,0,0,0,0,3,0,0,0,0,0
prize,0,0,0,0,0,0,0,0,0,0,2,0
ability,0,0,0,0,0,0,6,0,0,0,0,0
mood,0,0,0,0,0,0,9,0,0,0,0,0
unresolved,2,0,0,0,0,0,0,0,0,0,0,0
dissonance,0,0,0,0,0,0,10,0,0,0,0,0
effect,0,0,0,0,0,0,11,0,0,0,0,0
intriguing,1,0,0,0,0,0,0,0,0,0,0,0
personal,7,0,0,0,0,0,0,0,0,0,0,0
threaten,0,0,0,0,0,0,0,0,0,0,1,0
overshadow,0,0,0,0,0,0,0,0,0,0,1,0
prince,0,0,0,0,0,0,5,0,0,0,0,0
murder,0,0,0,0,0,0,2,0,0,0,3,0
wife,0,0,0,0,0,0,14,0,0,0,0,0
lover,0,0,0,0,0,0,3,0,0,0,0,0
second,12,0,2,0,0,0,1,0,0,0,0,0
claim,0,0,0,0,0,0,0,0,0,0,4,0
witchcraft,0,0,0,0,0,0,2,0,0,0,0,0
create,0,0,0,0,0,0,0,0,0,0,14,0
unusual,5,0,0,0,0,0,0,0,0,0,0,0
experimental,2,0,0,0,0,0,0,0,0,0,0,0
choirboy,0,0,0,0,0,0,9,0,0,0,0,0
exceptionally,0,0,2,0,0,0,0,0,0,0,0,0
fine,11,0,0,0,0,0,0,0,0,0,0,0
kidnap,0,0,0,0,0,0,0,0,0,0,2,0
press,0,0,0,0,0,0,3,0,0,0,1,0
choir,0,0,0,0,0,0,33,0,0,0,0,0
separate,5,0,0,0,0,0,0,0,0,0,3,0
occasion,0,0,0,0,0,0,6,0,0,0,0,0
adulthood,0,0,0,0,0,0,2,0,0,0,0,0
adept,1,0,0,0,0,0,0,0,0,0,0,0
help,0,0,0,0,0,0,1,0,0,0,10,0
earn,0,0,0,0,0,0,0,0,0,0,4,0
rank,0,0,0,0,0,0,3,0,0,0,0,0
grant,0,0,0,0,0,0,0,0,0,0,10,0
high,16,0,0,0,0,0,0,0,0,0,0,0
pontifical,3,0,0,0,0,0,0,0,0,0,0,0
honour,0,0,0,0,0,0,7,0,0,0,2,0
inspiration,0,0,0,0,0,0,2,0,0,0,0,0
unconventional,1,0,0,0,0,0,0,0,0,0,0,0
circumstance,0,0,0,0,0,0,2,0,0,0,0,0
leave,0,0,0,0,0,0,1,0,0,0,22,0
drama,0,0,0,0,0,0,4,0,0,0,0,0
theatre,0,0,0,0,0,0,1,0,0,0,0,0
door,0,0,0,0,0,0,2,0,0,0,0,0
occasionally,0,0,6,0,0,0,0,0,0,0,0,0
stage,0,0,0,0,0,0,3,0,0,0,0,0
master,0,0,0,0,0,0,23,0,0,0,2,0
operatic,4,0,0,0,0,0,0,0,0,0,0,0
score,0,0,0,0,0,0,6,0,0,0,0,0
attempt,0,0,0,0,0,0,9,0,0,0,2,0
emotion,0,0,0,0,0,0,6,0,0,0,0,0
exhibit,0,0,0,0,0,0,0,0,0,0,2,0
onstage,0,0,1,0,0,0,0,0,0,0,0,0
tempo,0,0,0,0,0,0,5,0,0,0,0,0
experimentation,0,0,0,0,0,0,2,0,0,0,0,0
recitative,2,0,0,0,0,0,3,0,0,0,0,0
free,16,0,0,0,0,0,0,0,0,0,0,0
rhythm,0,0,0,0,0,0,22,0,0,0,0,0
natural,5,0,0,0,0,0,0,0,0,0,0,0
speech,0,0,0,0,0,0,3,0,0,0,0,0
burgeon,0,0,0,0,0,0,0,0,0,0,2,0
opera,0,0,0,0,0,0,19,0,0,0,0,0
feel,0,0,0,0,0,0,1,0,0,0,2,0
today,0,0,0,0,0,0,3,0,0,0,0,0
extremely,0,0,4,0,0,0,0,0,0,0,0,0
important,27,0,0,0,0,0,0,0,0,0,0,0
dedicate,0,0,0,0,0,0,0,0,0,0,8,0
nobleman,0,0,0,0,0,0,3,0,0,0,0,0
elder,0,0,0,0,0,0,1,0,0,0,0,0
financing,0,0,0,0,0,0,1,0,0,0,0,0
completion,0,0,0,0,0,0,1,0,0,0,0,0
possible,9,0,0,0,0,0,0,0,0,0,0,0
succeed,0,0,0,0,0,0,0,0,0,0,8,0
lack,0,0,0,0,0,0,2,0,0,0,1,0
privilege,0,0,0,0,0,0,1,0,0,0,0,0
hold,0,0,0,0,0,0,0,0,0,0,23,0
nonmusical,1,0,0,0,0,0,0,0,0,0,0,0
position,0,0,0,0,0,0,19,0,0,0,0,0
bishop,0,0,0,0,0,0,8,0,0,0,0,0
native,5,0,0,0,0,0,0,0,0,0,0,0
receive,0,0,0,0,0,0,0,0,0,0,17,0
support,0,0,0,0,0,0,5,0,0,0,5,0
publish,0,0,0,0,0,0,0,0,0,0,68,0
swiss,2,0,0,0,0,0,0,0,0,0,0,0
endure,0,0,0,0,0,0,0,0,0,0,1,0
essentially,0,0,4,0,0,0,0,0,0,0,0,0
amount,0,0,0,0,0,0,0,0,0,0,1,0
unemployment,0,0,0,0,0,0,1,0,0,0,0,0
death,0,0,0,0,0,0,31,0,0,0,0,0
patron,0,0,0,0,0,0,14,0,0,0,0,0
able,3,0,0,0,0,0,0,0,0,0,0,0
regain,0,0,0,0,0,0,0,0,0,0,1,0
status,0,0,0,0,0,0,2,0,0,0,0,0
affiliation,0,0,0,0,0,0,1,0,0,0,0,0
crucial,4,0,0,0,0,0,0,0,0,0,0,0
division,0,0,0,0,0,0,6,0,0,0,0,0
productivity,0,0,0,0,0,0,3,0,0,0,0,0
greatly,0,0,2,0,0,0,0,0,0,0,0,0
influential,10,0,0,0,0,0,0,0,0,0,0,0
adhere,0,0,0,0,0,0,0,0,0,0,3,0
dictate,0,0,0,0,0,0,1,0,0,0,2,0
decree,0,0,0,0,0,0,1,0,0,0,1,0
syllable,0,0,0,0,0,0,13,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,0,28,0
mantle,0,0,0,0,0,0,1,0,0,0,0,0
leadership,0,0,0,0,0,0,1,0,0,0,0,0
creation,0,0,0,0,0,0,4,0,0,0,0,0
setting,0,0,0,0,0,0,46,0,0,0,0,0
liturgy,0,0,0,0,0,0,9,0,0,0,0,0
analogous,1,0,0,0,0,0,0,0,0,0,0,0
latin,19,0,0,0,0,0,0,0,0,0,0,0
