word,ADJ,ADP,ADV,DET,NOUN,NUM,SCONJ,VERB
smoothly,0,0,1,0,0,0,0,0
distort,0,0,0,0,0,0,0,1
tension,0,0,0,0,3,0,0,0
finally,0,0,2,0,0,0,0,0
lurch,0,0,0,0,0,0,0,2
suddenly,0,0,2,0,0,0,0,0
yard,0,0,0,0,1,0,0,0
release,0,0,0,0,0,0,0,2
foreshock,0,0,0,0,3,0,0,0
tremor,0,0,0,0,5,0,0,0
aftershock,0,0,0,0,7,0,0,0
day,0,0,0,0,5,0,0,0
month,0,0,0,0,2,0,0,0
later,0,0,3,0,0,0,0,0
focus,0,0,0,0,6,0,0,0
aboveground,0,0,1,0,0,0,0,0
epicenter,0,0,0,0,7,0,0,0
effect,0,0,0,0,3,0,0,0
distance,0,0,0,0,4,0,0,0
point,0,0,0,0,1,0,0,0
close,0,0,2,0,0,0,0,0
kilometer,0,0,0,0,4,0,0,0
energy,0,0,0,0,2,0,0,0
seismic,3,0,0,0,0,0,0,0
include,0,0,0,0,0,0,0,3
look,0,0,0,0,0,0,0,3
turn,0,0,0,0,0,0,0,1
reach,0,0,0,0,0,0,0,4
origin,0,0,0,0,1,0,0,0
body,0,0,0,0,5,0,0,0
spring,0,0,0,0,1,0,0,0
damaging,1,0,0,0,0,0,0,0
sideways,0,0,2,0,0,0,0,0
rip,0,0,0,0,0,0,0,1
write,0,0,0,0,0,0,0,1
remain,0,0,0,0,0,0,0,1
present,1,0,0,0,0,0,0,0
crowd,0,0,0,0,1,0,0,0
celebrate,0,0,0,0,0,0,0,1
religious,1,0,0,0,0,0,0,0
festival,0,0,0,0,1,0,0,0
oil,0,0,0,0,1,0,0,0
lamp,0,0,0,0,1,0,0,0
spark,0,0,0,0,0,0,0,1
ruin,0,0,0,0,3,0,0,0
survive,0,0,0,0,0,0,0,3
suggest,0,0,0,0,0,0,0,1
surround,0,0,0,0,0,0,0,2
seaquake,0,0,0,0,1,0,0,0
inland,0,0,4,0,0,0,0,0
strong,1,0,0,0,0,0,0,0
feel,0,0,0,0,0,0,0,5
aerial,1,0,0,0,0,0,0,0
photograph,0,0,0,0,1,0,0,0
scene,0,0,0,0,3,0,0,0
frequently,0,0,1,0,0,0,0,0
lake,0,0,0,0,2,0,0,0
river,0,0,0,0,1,0,0,0
drop,0,0,0,0,0,0,0,2
gigantic,1,0,0,0,0,0,0,0
approach,0,0,0,0,0,0,0,2
shallow,1,0,0,0,0,0,0,0
foot,0,0,0,0,1,0,0,0
meter,0,0,0,0,1,0,0,0
rush,0,0,0,0,0,0,0,2
terrible,1,0,0,0,0,0,0,0
retreat,0,0,0,0,0,0,0,1
drag,0,0,0,0,0,0,0,1
wreckage,0,0,0,0,5,0,0,0
horse,0,0,0,0,2,0,0,0
capture,0,0,0,0,0,0,0,1
refer,0,0,0,0,0,0,0,1
symbol,0,0,0,0,1,0,0,0
bad,2,0,0,0,0,0,0,0
seabed,0,0,0,0,1,0,0,0
thrust,0,0,0,0,0,0,0,1
cubic,1,0,0,0,0,0,0,0
displace,0,0,0,0,0,0,0,1
outward,0,0,1,0,0,0,0,0
hour,0,0,0,0,4,0,0,0
interval,0,0,0,0,3,0,0,0
minute,0,0,0,0,2,0,0,0
sweep,0,0,0,0,0,0,0,1
half,0,0,0,1,0,0,0,0
path,0,0,0,0,1,0,0,0
past,0,0,0,0,2,0,0,0
warning,0,0,0,0,7,0,0,0
nowadays,0,0,1,0,0,0,0,0
watch,0,0,0,0,0,0,0,2
possible,4,0,0,0,0,0,0,0
surprise,0,0,0,0,1,0,0,1
give,0,0,0,0,0,0,0,3
mechanical,1,0,0,0,0,0,0,0
seismograph,0,0,0,0,9,0,0,0
monitor,0,0,0,0,0,0,0,1
pick,0,0,0,0,0,0,0,1
slight,1,0,0,0,0,0,0,0
simple,1,0,0,0,0,0,0,0
suspend,0,0,0,0,0,0,0,1
pen,0,0,0,0,1,0,0,0
draw,0,0,0,0,0,0,0,3
paper,0,0,0,0,2,0,0,0
shaking,0,0,0,0,3,0,0,0
wobble,0,0,0,0,0,0,0,1
spike,0,0,0,0,1,0,0,0
significant,1,0,0,0,0,0,0,0
modern,2,0,0,0,0,0,0,0
use,0,0,0,0,0,0,0,3
computer,0,0,0,0,1,0,0,0
immediately,0,0,1,0,0,0,0,0
calculation,0,0,0,0,1,0,0,0
recording,0,0,0,0,1,0,0,0
exactly,0,0,1,0,0,0,0,0
epicentre,0,0,0,0,1,0,0,0
circle,0,0,0,0,2,0,0,0
radius,0,0,0,0,1,0,0,0
information,0,0,0,0,3,0,0,0
share,0,0,0,0,0,0,0,1
pinpoint,0,0,0,0,0,0,0,1
cross,0,0,0,0,0,0,0,1
seismologist,0,0,0,0,4,0,0,0
study,0,0,0,0,0,0,0,3
satellite,0,0,0,0,2,0,0,0
orbit,0,0,0,0,0,0,0,1
accurate,2,0,0,0,0,0,0,0
measurement,0,0,0,0,2,0,0,0
tell,0,0,0,0,0,0,0,1
bulge,0,0,0,0,0,0,0,1
obtain,0,0,0,0,0,0,0,1
survey,0,0,0,0,0,0,0,1
laser,0,0,0,0,1,0,0,0
surveying,0,0,0,0,1,0,0,0
child,0,0,0,0,2,0,0,0
shelter,0,0,0,0,4,0,0,1
table,0,0,0,0,2,0,0,0
drill,0,0,0,0,2,0,0,0
practice,0,0,0,0,1,0,0,1
help,0,0,0,0,2,0,0,9
thing,0,0,0,0,1,0,0,0
animal,0,0,0,0,6,0,0,0
tale,0,0,0,0,1,0,0,0
react,0,0,0,0,0,0,0,1
snake,0,0,0,0,1,0,0,0
dog,0,0,0,0,2,0,0,0
howl,0,0,0,0,0,0,0,1
cock,0,0,0,0,1,0,0,0
crow,0,0,0,0,0,0,0,1
panda,0,0,0,0,1,0,0,0
head,0,0,0,0,1,0,0,1
paw,0,0,0,0,1,0,0,0
elephant,0,0,0,0,1,0,0,0
forest,0,0,0,0,1,0,0,0
appear,0,0,0,0,0,0,0,1
behavior,0,0,0,0,2,0,0,0
save,0,0,0,0,0,0,0,1
life,0,0,0,0,7,0,0,0
chinese,1,0,0,0,0,0,0,0
evacuate,0,0,0,0,0,0,0,2
unusual,1,0,0,0,0,0,0,0
catch,0,0,0,0,0,0,0,3
catastrophic,2,0,0,0,0,0,0,0
window,0,0,0,0,1,0,0,0
rattle,0,0,0,0,0,0,0,1
object,0,0,0,0,1,0,0,0
dramatically,0,0,1,0,0,0,0,0
crack,0,0,0,0,0,0,0,1
damaged,1,0,0,0,0,0,0,0
structure,0,0,0,0,6,0,0,0
continue,0,0,0,0,0,0,0,1
stop,0,0,0,0,0,0,0,1
house,0,0,0,0,3,0,0,1
usually,0,0,2,0,0,0,0,0
mainland,0,0,0,0,1,0,0,0
dip,0,0,0,0,1,0,0,0
sparsely,0,0,1,0,0,0,0,0
populated,2,0,0,0,0,0,0,0
order,0,0,0,0,2,0,0,0
compare,0,0,0,0,0,0,0,2
develop,0,0,0,0,0,0,0,1
method,0,0,0,0,3,0,0,0
intensity,0,0,0,0,1,0,0,0
severity,0,0,0,0,1,0,0,0
scale,0,0,0,0,7,0,0,0
apply,0,0,0,0,0,0,0,1
number,0,0,0,0,1,0,0,0
depend,0,0,0,0,0,0,0,1
register,0,0,0,0,0,0,0,3
severe,4,0,0,0,0,0,0,0
level,0,0,0,0,1,0,0,0
instrumental,1,0,0,0,0,0,0,0
scientific,1,0,0,0,0,0,0,0
xii,0,0,0,0,1,0,0,0
debris,0,0,0,0,5,0,0,0
bury,0,0,0,0,0,0,0,2
town,0,0,0,0,4,0,0,0
inhabitant,0,0,0,0,1,0,0,0
catastrophe,0,0,0,0,1,0,0,0
follow,0,0,0,0,0,0,0,3
main,3,0,0,0,0,0,0,0
trap,0,0,0,0,0,0,0,6
rubble,0,0,0,0,6,0,0,0
glass,0,0,0,0,1,0,0,0
masonry,0,0,0,0,1,0,0,0
pose,0,0,0,0,0,0,0,1
threat,0,0,0,0,1,0,0,0
outside,0,0,1,0,0,0,0,0
crush,0,0,0,0,1,0,0,1
network,0,0,0,0,3,0,0,0
rail,0,0,0,0,2,0,0,0
flimsy,1,0,0,0,0,0,0,0
overpopulated,1,0,0,0,0,0,0,0
lead,0,0,0,0,0,0,0,3
toll,0,0,0,0,1,0,0,0
particular,1,0,0,0,0,0,0,0
indian,1,0,0,0,0,0,0,0
subcontinent,0,0,0,0,1,0,0,0
tangled,1,0,0,0,0,0,0,0
system,0,0,0,0,2,0,0,0
magnitude,0,0,0,0,1,0,0,0
unsafe,2,0,0,0,0,0,0,0
worker,0,0,0,0,7,0,0,0
injure,0,0,0,0,0,0,0,2
await,0,0,0,0,0,0,0,1
disaster,0,0,0,0,7,0,0,0
gas,0,0,0,0,1,0,0,0
electricity,0,0,0,0,2,0,0,0
supply,0,0,0,0,7,0,0,0
easily,0,0,3,0,0,0,0,0
service,0,0,0,0,2,0,0,0
fight,0,0,0,0,0,0,0,1
impassable,1,0,0,0,0,0,0,0
slide,0,0,0,0,3,0,0,0
common,1,0,0,0,0,0,0,0
unstable,1,0,0,0,0,0,0,0
snow,0,0,0,0,2,0,0,0
wet,1,0,0,0,0,0,0,0
wall,0,0,0,0,2,0,0,0
levee,0,0,0,0,1,0,0,0
reservoir,0,0,0,0,1,0,0,0
add,0,0,0,0,0,0,0,1
chaos,0,0,0,0,3,0,0,0
deluge,0,0,0,0,0,0,0,1
lie,0,0,0,0,0,0,0,2
rupture,0,0,0,0,0,0,0,1
devastation,0,0,0,0,2,0,0,0
engulf,0,0,0,0,0,0,0,1
unstoppable,1,0,0,0,0,0,0,0
raze,0,0,0,0,0,0,0,1
historian,0,0,0,0,1,0,0,0
aftereffect,0,0,0,0,1,0,0,0
decade,0,0,0,0,1,0,0,0
especially,0,0,1,0,0,0,0,0
lose,0,0,0,0,0,0,0,3
family,0,0,0,0,1,0,0,0
member,0,0,0,0,1,0,0,0
home,0,0,0,0,3,0,0,0
livelihood,0,0,0,0,1,0,0,0
immediate,2,0,0,0,0,0,0,0
aftermath,0,0,0,0,1,0,0,0
communication,0,0,0,0,2,0,0,0
telephone,0,0,0,0,1,0,0,0
link,0,0,0,0,1,0,0,0
hospital,0,0,0,0,4,0,0,0
emergency,0,0,0,0,4,0,0,0
get,0,0,0,0,0,0,0,1
basic,1,0,0,0,0,0,0,0
medical,4,0,0,0,0,0,0,0
food,0,0,0,0,4,0,0,0
exposure,0,0,0,0,2,0,0,0
protection,0,0,0,0,1,0,0,0
weather,0,0,0,0,1,0,0,0
appropriate,1,0,0,0,0,0,0,0
clothing,0,0,0,0,2,0,0,0
boy,0,0,0,0,1,0,0,0
safety,0,0,0,0,2,0,0,0
powerful,2,0,0,0,0,0,0,0
public,2,0,0,0,0,0,0,0
health,0,0,0,0,1,0,0,0
pollute,0,0,0,0,0,0,0,1
spill,0,0,0,0,0,0,0,1
chemical,0,0,0,0,1,0,0,0
rot,0,0,0,0,0,0,0,1
clean,3,0,0,0,0,0,0,0
drink,0,0,0,0,0,0,0,1
disease,0,0,0,0,2,0,0,0
lack,0,0,0,0,1,0,0,0
sanitation,0,0,0,0,1,0,0,0
rapidly,0,0,2,0,0,0,0,0
camp,0,0,0,0,2,0,0,0
set,0,0,0,0,0,0,0,2
impossible,2,0,0,0,0,0,0,0
illness,0,0,0,0,1,0,0,0
combat,0,0,0,0,0,0,0,1
receive,0,0,0,0,0,0,0,1
treatment,0,0,0,0,2,0,0,0
untreated,1,0,0,0,0,0,0,0
wound,0,0,0,0,1,0,0,0
infected,1,0,0,0,0,0,0,0
wreck,0,0,0,0,0,0,0,1
bereave,0,0,0,0,0,0,0,1
local,3,0,0,0,0,0,0,0
rob,0,0,0,0,0,0,0,1
school,0,0,0,0,3,0,0,0
workplace,0,0,0,0,1,0,0,0
infrastructure,0,0,0,0,2,0,0,0
normal,2,0,0,0,0,0,0,0
individual,0,0,0,0,2,0,0,0
maim,0,0,0,0,0,0,0,1
sustain,0,0,0,0,0,0,0,1
traumatize,0,0,0,0,0,0,0,1
loss,0,0,0,0,2,0,0,0
face,0,0,0,0,0,0,0,2
struggle,0,0,0,0,0,0,0,2
cope,0,0,0,0,0,0,0,1
pray,0,0,0,0,0,0,0,1
mosque,0,0,0,0,1,0,0,0
village,0,0,0,0,3,0,0,0
extensive,1,0,0,0,0,0,0,0
pakistani,1,0,0,0,0,0,0,0
capital,0,0,0,0,1,0,0,0
complicate,0,0,0,0,0,0,0,1
situation,0,0,0,0,1,0,0,0
block,0,0,0,0,0,0,0,2
cut,0,0,0,0,0,0,0,3
source,0,0,0,0,1,0,0,0
aid,0,0,0,0,3,0,0,0
winter,0,0,0,0,1,0,0,0
strand,0,0,0,0,0,0,0,1
rain,0,0,0,0,1,0,0,0
starvation,0,0,0,0,1,0,0,0
loom,0,0,0,0,0,0,0,1
priority,0,0,0,0,1,0,0,0
wake,0,0,0,0,1,0,0,0
need,0,0,0,0,0,0,0,2
attention,0,0,0,0,1,0,0,0
national,1,0,0,0,0,0,0,0
international,3,0,0,0,0,0,0,0
team,0,0,0,0,2,0,0,0
work,0,0,0,0,1,0,0,4
relief,0,0,0,0,2,0,0,0
effort,0,0,0,0,2,0,0,0
task,0,0,0,0,3,0,0,0
stay,0,0,0,0,0,0,0,1
important,1,0,0,0,0,0,0,0
escape,0,0,0,0,0,0,0,1
case,0,0,0,0,1,0,0,0
poor,1,0,0,0,0,0,0,0
remote,1,0,0,0,0,0,0,0
helicopter,0,0,0,0,1,0,0,0
plane,0,0,0,0,1,0,0,0
temporary,2,0,0,0,0,0,0,0
housing,0,0,0,0,2,0,0,0
tent,0,0,0,0,1,0,0,0
provide,0,0,0,0,0,0,0,1
refugee,0,0,0,0,1,0,0,0
organization,0,0,0,0,1,0,0,0
charity,0,0,0,0,1,0,0,0
raise,0,0,0,0,0,0,0,1
fund,0,0,0,0,1,0,0,0
expert,0,0,0,0,1,0,0,0
remove,0,0,0,0,0,0,0,5
search,0,0,0,0,1,0,0,2
wounded,1,0,0,0,0,0,0,0
carefully,0,0,2,0,0,0,0,0
avoid,0,0,0,0,0,0,0,1
grim,1,0,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,1
blue,1,0,0,0,0,0,0,0
dragon,0,0,0,0,1,0,0,0
robot,0,0,0,0,1,0,0,0
weaken,0,0,0,0,0,0,0,1
victim,0,0,0,0,1,0,0,0
specially,0,0,1,0,0,0,0,0
train,0,0,0,0,0,0,0,1
sniff,0,0,0,0,0,0,0,1
detector,0,0,0,0,1,0,0,0
trace,0,0,0,0,0,0,0,1
hide,0,0,0,0,0,0,0,1
robotic,1,0,0,0,0,0,0,0
equipment,0,0,0,0,1,0,0,0
enter,0,0,0,0,0,0,0,1
pull,0,0,0,0,0,0,0,2
alive,1,0,0,0,0,0,0,0
rebuild,0,0,0,0,0,0,0,4
impact,0,0,0,0,1,0,0,0
return,0,0,0,0,0,0,0,1
rebuilding,0,0,0,0,2,0,0,0
clear,0,0,0,0,0,0,0,1
office,0,0,0,0,1,0,0,0
store,0,0,0,0,1,0,0,0
amenity,0,0,0,0,1,0,0,0
function,0,0,0,0,0,0,0,1
properly,0,0,1,0,0,0,0,0
withstand,0,0,0,0,0,0,0,1
want,0,0,0,0,0,0,0,1
future,1,0,0,0,1,0,0,0
stretch,0,0,0,0,0,0,0,1
safe,4,0,0,0,0,0,0,0
traditional,4,0,0,0,0,0,0,0
style,0,0,0,0,1,0,0,0
material,0,0,0,0,1,0,0,0
