word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PUNCT,SCONJ,VERB,X
essential,2,0,0,0,0,0,0,0,0,0,0
form,0,0,0,0,0,5,0,0,0,29,0
abundance,0,0,0,0,0,1,0,0,0,0,0
salty,3,0,0,0,0,0,0,0,0,0,0
cover,0,0,0,0,0,1,0,0,0,8,0
third,0,0,0,0,0,1,0,0,0,0,0
addition,0,0,0,0,0,5,0,0,0,0,0
oxygen,0,0,0,0,0,10,0,0,0,0,0
rich,3,0,0,0,0,0,0,0,0,0,0
unique,3,0,0,0,0,0,0,0,0,0,0
surprising,3,0,0,0,0,0,0,0,0,0,0
large,20,0,0,0,0,0,0,0,0,0,0
amount,0,0,0,0,0,9,0,0,0,1,0
exist,0,0,0,0,0,0,0,0,0,6,0
thing,0,0,0,0,0,3,0,0,0,0,0
constantly,0,0,2,0,0,0,0,0,0,0,0
supply,0,0,0,0,0,0,0,0,0,2,0
green,3,0,0,0,0,0,0,0,0,0,0
plant,0,0,0,0,0,14,0,0,0,0,0
carbon,0,0,0,0,0,41,0,0,0,0,0
dioxide,0,0,0,0,0,10,0,0,0,0,0
human,1,0,0,0,0,11,0,0,0,0,0
animal,0,0,0,0,0,9,0,0,0,0,0
need,0,0,0,0,0,0,0,0,0,3,0
breathe,0,0,0,0,0,0,0,0,0,1,0
example,0,0,0,0,0,6,0,0,0,0,0
alter,0,0,0,0,0,0,0,0,0,3,0
generally,0,0,14,0,0,0,0,0,0,0,0
help,0,0,0,0,0,0,0,0,0,4,0
maintain,0,0,0,0,0,0,0,0,0,2,0
condition,0,0,0,0,0,5,0,0,0,0,0
come,0,0,0,0,0,0,0,0,0,5,0
view,0,0,0,0,0,2,0,0,0,1,0
dynamic,1,0,0,0,0,0,0,0,0,0,0
world,0,0,0,0,0,11,0,0,0,0,0
interact,0,0,0,0,0,0,0,0,0,2,0
understand,0,0,0,0,0,0,0,0,0,6,0
relationship,0,0,0,0,0,1,0,0,0,0,0
surely,0,0,1,0,0,0,0,0,0,0,0
important,8,0,0,0,0,0,0,0,0,0,0
activity,0,0,0,0,0,4,0,0,0,0,0
increasingly,0,0,1,0,0,0,0,0,0,0,0
affect,0,0,0,0,0,0,0,0,0,4,0
culture,0,0,0,0,0,1,0,0,0,0,0
one,0,0,0,0,0,2,0,0,0,0,0
picture,0,0,0,0,0,7,0,0,0,1,0
flat,2,0,0,0,0,0,0,0,0,0,0
sky,0,0,0,0,0,19,0,0,0,0,0
separate,2,0,0,0,0,0,0,0,0,0,0
abode,0,0,0,0,0,1,0,0,0,0,0
heavenly,2,0,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,18,0,0,0,0,0
star,0,0,0,0,0,15,0,0,0,0,0
correctly,0,0,3,0,0,0,0,0,0,0,0
roughly,0,0,14,0,0,0,0,0,0,0,0
spherical,6,0,0,0,0,0,0,0,0,0,0
greek,5,0,0,0,0,0,0,0,0,0,0
mathematician,0,0,0,0,0,1,0,0,0,0,0
widely,0,0,2,0,0,0,0,0,0,0,0
credit,0,0,0,0,0,0,0,0,0,1,0
reach,0,0,0,0,0,1,0,0,0,13,0
conclusion,0,0,0,0,0,1,0,0,0,0,0
century,0,0,0,0,0,20,0,0,0,0,0
later,1,0,7,0,0,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,9,0
specific,2,0,0,0,0,0,0,0,0,0,0
reason,0,0,0,0,0,4,0,0,0,0,0
round,1,0,0,0,0,0,0,0,0,0,0
matter,0,0,0,0,0,6,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,3,0
naturally,0,0,3,0,0,0,0,0,0,0,0
compress,0,0,0,0,0,0,0,0,0,3,0
travel,0,0,0,0,0,0,0,0,0,18,0
south,1,0,1,0,0,4,0,0,0,0,0
new,13,0,0,0,0,0,0,0,0,0,0
rise,0,0,0,0,0,1,0,0,0,10,0
southern,2,0,0,0,0,0,0,0,0,0,0
horizon,0,0,0,0,0,6,0,0,0,0,0
lunar,13,0,0,0,0,0,0,0,0,0,0
eclipse,0,0,0,0,0,11,0,0,0,0,0
circular,2,0,0,0,0,0,0,0,0,0,0
caption,0,0,0,0,0,18,0,0,0,0,11
astronaut,0,0,0,0,0,8,0,0,0,0,0
aboard,0,2,0,0,0,0,0,0,0,0,0
spacecraft,0,0,0,0,0,6,0,0,0,0,0
capture,0,0,0,0,0,0,0,0,0,3,0
stunning,1,0,0,0,0,0,0,0,0,0,0
image,0,0,0,0,0,5,0,0,0,0,0
head,0,0,0,0,0,0,0,0,0,1,0
vast,6,0,0,0,0,0,0,0,0,0,0
sea,0,0,0,0,0,13,0,0,0,0,0
continent,0,0,0,0,0,7,0,0,0,0,0
island,0,0,0,0,0,1,0,0,0,0,0
visible,16,0,0,0,0,0,0,0,0,0,0
cloud,0,0,0,0,0,4,0,0,0,0,0
polar,4,0,0,0,0,0,0,0,0,0,0
ice,0,0,0,0,0,6,0,0,0,0,0
cap,0,0,0,0,0,2,0,0,0,0,0
teaching,0,0,0,0,0,1,0,0,0,0,0
persist,0,0,0,0,0,0,0,0,0,1,0
debate,0,0,0,0,0,1,0,0,0,1,0
issue,0,0,0,0,0,1,0,0,0,0,0
knowledge,0,0,0,0,0,3,0,0,0,0,0
widespread,1,0,0,0,0,0,0,0,0,0,0
indian,3,0,0,0,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,0,6,0
concept,0,0,0,0,0,1,0,0,0,0,0
islamic,1,0,0,0,0,0,0,0,0,0,0
christian,1,0,0,0,0,0,0,0,0,0,0
idea,0,0,0,0,0,1,0,0,0,0,0
field,0,0,0,0,0,12,0,0,0,0,0
call,0,0,0,0,0,0,0,0,0,47,0
geodesy,0,0,0,0,0,1,0,0,0,0,0
early,13,0,1,0,0,0,0,0,0,0,0
attempt,0,0,0,0,0,2,0,0,0,0,0
calculate,0,0,0,0,0,0,0,0,0,4,0
librarian,0,0,0,0,0,1,0,0,0,0,0
library,0,0,0,0,0,1,0,0,0,0,0
noon,0,0,0,0,0,4,0,0,0,0,0
day,0,0,0,0,0,21,0,0,0,0,0
summer,0,0,0,0,0,5,0,0,0,0,0
solstice,0,0,0,0,0,2,0,0,0,0,0
high,17,0,3,0,0,0,0,0,0,0,0
vertical,3,0,0,0,0,0,0,0,0,0,0
stick,0,0,0,0,0,2,0,0,0,0,0
cast,0,0,0,0,0,0,0,0,0,5,0
angle,0,0,0,0,0,3,0,0,0,0,0
degree,0,0,0,0,0,7,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,5,0
directly,0,0,5,0,0,0,0,0,0,0,0
overhead,0,0,1,0,0,0,0,0,0,0,0
shine,0,0,0,0,0,0,0,0,0,1,0
north,0,0,1,0,0,4,0,0,0,0,0
assume,0,0,0,0,0,0,0,0,0,2,0
far,7,0,8,0,0,0,0,0,0,0,0
away,0,2,4,0,0,0,0,0,0,0,0
able,6,0,0,0,0,0,0,0,0,0,0
relatively,0,0,11,0,0,0,0,0,0,0,0
small,18,0,0,0,0,0,0,0,0,0,0
percentage,0,0,0,0,0,4,0,0,0,0,0
value,0,0,0,0,0,6,0,0,0,0,0
mile,0,0,0,0,0,48,0,0,0,0,0
kilometer,0,0,0,0,0,44,0,0,0,0,0
diameter,0,0,0,0,0,11,0,0,0,0,0
oblate,1,0,0,0,0,0,0,0,0,0,0
spheroid,0,0,0,0,0,1,0,0,0,0,0
squash,0,0,0,0,0,0,0,0,0,1,0
direction,0,0,0,0,0,9,0,0,0,0,0
pole,0,0,0,0,0,14,0,0,0,0,0
meter,0,0,0,0,0,9,0,0,0,0,0
originally,0,0,3,0,0,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,0,3,0
millionth,0,0,0,0,0,2,0,0,0,0,0
explain,0,0,0,0,0,0,0,0,0,3,0
exactly,0,0,2,0,0,0,0,0,0,0,0
million,0,0,0,0,0,3,12,0,0,0,0
scale,0,0,0,0,0,4,0,0,0,2,0
simply,0,0,4,0,0,0,0,0,0,0,0
believer,0,0,0,0,0,1,0,0,0,0,0
kind,0,0,0,0,0,5,0,0,0,0,0
object,0,0,0,0,0,13,0,0,0,0,0
different,7,0,0,0,0,0,0,0,0,0,0
propose,0,0,0,0,0,0,0,0,0,6,0
fifth,1,0,0,0,0,1,0,0,0,0,0
element,0,0,0,0,0,8,0,0,0,0,0
quintessence,0,0,0,0,0,1,0,0,0,0,0
suppose,0,0,0,0,0,0,0,0,0,2,0
earthly,2,0,0,0,0,0,0,0,0,0,0
earth,0,0,0,0,0,2,0,0,0,0,0
air,0,0,0,0,0,28,0,0,0,0,0
fire,0,0,0,0,0,1,0,0,0,0,0
plus,0,0,0,1,0,0,0,0,0,0,0
easily,0,0,1,0,0,0,0,0,0,0,0
naked,5,0,0,0,0,0,0,0,0,0,0
eye,0,0,0,0,0,6,0,0,0,0,0
see,0,0,0,0,0,0,0,0,0,12,0
gradually,0,0,3,0,0,0,0,0,0,0,0
change,0,0,0,0,0,4,0,0,0,9,0
position,0,0,0,0,0,3,0,0,0,0,0
relative,8,0,1,0,0,0,0,0,0,0,0
earn,0,0,0,0,0,0,0,0,0,1,0
mean,3,0,0,0,0,1,0,0,0,9,0
wanderer,0,0,0,0,0,3,0,0,0,0,0
thinker,0,0,0,0,0,1,0,0,0,0,0
motionless,1,0,0,0,0,0,0,0,0,0,0
geocentric,1,0,0,0,0,0,0,0,0,0,0
theory,0,0,0,0,0,9,0,0,0,0,0
develop,0,0,0,0,0,0,0,0,0,3,0
detail,0,0,0,0,0,3,0,0,0,0,0
certainly,0,0,2,0,0,0,0,0,0,0,0
obviously,0,0,2,0,0,0,0,0,0,0,0
wander,0,0,0,0,0,0,0,0,0,1,0
light,5,0,2,0,0,9,0,0,0,3,0
rotate,0,0,0,0,0,0,0,0,0,4,0
axis,0,0,0,0,0,10,0,0,0,0,0
sidereal,3,0,0,0,0,0,0,0,0,0,0
distant,3,0,0,0,0,0,0,0,0,0,0
reference,0,0,0,0,0,1,0,0,0,0,0
frame,0,0,0,0,0,1,0,0,0,0,0
instead,0,0,2,0,0,0,0,0,0,0,0
hour,0,0,0,0,0,3,0,0,0,0,0
minute,0,0,0,0,0,3,0,0,0,0,0
second,1,0,0,0,0,3,0,0,0,0,0
short,4,0,0,0,0,0,0,0,0,0,0
say,0,0,0,0,0,0,0,0,0,2,0
orbit,0,0,0,0,0,13,0,0,0,15,0
revolve,0,0,0,0,0,0,0,0,0,4,0
like,0,9,0,0,0,0,0,0,0,0,0
heliocentric,3,0,0,0,0,0,0,0,0,0,0
sun,0,0,0,0,0,4,0,0,0,0,0
slow,1,0,1,0,0,0,0,0,0,0,0
basic,2,0,0,0,0,0,0,0,0,0,0
law,0,0,0,0,0,3,0,0,0,0,0
planetary,2,0,0,0,0,0,0,0,0,0,0
motion,0,0,0,0,0,11,0,0,0,0,0
state,0,0,0,0,0,2,0,0,0,1,0
path,0,0,0,0,0,9,0,0,0,0,0
ellipse,0,0,0,0,0,1,0,0,0,0,0
exact,1,0,0,0,0,0,0,0,0,0,0
point,0,0,0,0,0,7,0,0,0,2,0
focus,0,0,0,0,0,1,0,0,0,0,0
turn,0,0,0,0,0,3,0,0,0,4,0
nearly,0,0,8,0,0,0,0,0,0,0,0
circle,0,0,0,0,0,3,0,0,0,1,0
vary,0,0,0,0,0,0,0,0,0,11,0
publish,0,0,0,0,0,0,0,0,0,1,0
universal,1,0,0,0,0,0,0,0,0,0,0
gravitation,0,0,0,0,0,4,0,0,0,0,0
major,3,0,0,0,0,0,0,0,0,0,0
cause,0,0,0,0,0,3,0,0,0,10,0
show,0,0,0,0,0,0,0,0,0,9,0
attract,0,0,0,0,0,0,0,0,0,4,0
force,0,0,0,0,0,14,0,0,0,2,0
strength,0,0,0,0,0,3,0,0,0,0,0
proportional,1,0,0,0,0,0,0,0,0,0,0
mass,0,0,0,0,0,16,0,0,0,0,0
weak,5,0,0,0,0,0,0,0,0,0,0
increase,0,0,0,0,0,0,0,0,0,6,0
weight,0,0,0,0,0,4,0,0,0,0,0
exert,0,0,0,0,0,0,0,0,0,3,0
tend,0,0,0,0,0,0,0,0,0,5,0
fly,0,0,0,0,0,0,0,0,0,2,0
straight,1,0,0,0,0,0,0,0,0,0,0
line,0,0,0,0,0,7,0,0,0,0,0
constant,1,0,0,0,0,0,0,0,0,0,0
speed,0,0,0,0,0,1,0,0,0,0,0
curve,0,0,0,0,0,0,0,0,0,2,0
close,5,0,4,0,0,0,0,0,0,2,0
drop,0,0,0,0,0,0,0,0,0,6,0
run,0,0,0,0,0,0,0,0,0,2,0
downhill,0,0,1,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,0,0,0,8,0
keep,0,0,0,0,0,0,0,0,0,3,0
artificial,1,0,0,0,0,0,0,0,0,0,0
attraction,0,0,0,0,0,2,0,0,0,0,0
familiar,3,0,0,0,0,0,0,0,0,0,0
gravity,0,0,0,0,0,5,0,0,0,0,0
currently,0,0,2,0,0,0,0,0,0,0,0
govern,0,0,0,0,0,0,0,0,0,2,0
behave,0,0,0,0,0,0,0,0,0,1,0
electromagnetism,0,0,0,0,0,1,0,0,0,0,0
phenomenon,0,0,0,0,0,2,0,0,0,0,0
electricity,0,0,0,0,0,1,0,0,0,0,0
magnetism,0,0,0,0,0,2,0,0,0,0,0
strong,3,0,0,0,0,0,0,0,0,0,0
responsible,2,0,0,0,0,0,0,0,0,0,0
event,0,0,0,0,0,5,0,0,0,0,0
nuclear,3,0,0,0,0,0,0,0,0,0,0
reactor,0,0,0,0,0,1,0,0,0,0,0
hydrogen,0,0,0,0,0,6,0,0,0,0,0
bomb,0,0,0,0,0,1,0,0,0,0,0
involved,1,0,0,0,0,0,0,0,0,0,0
radioactivity,0,0,0,0,0,1,0,0,0,0,0
weakness,0,0,0,0,0,2,0,0,0,0,0
difficult,1,0,0,0,0,0,0,0,0,0,0
laboratory,0,0,0,0,0,2,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,2,0,0
unlike,0,1,0,0,0,0,0,0,0,0,0
universally,0,0,1,0,0,0,0,0,0,0,0
attractive,1,0,0,0,0,0,0,0,0,0,0
act,0,0,0,0,0,0,0,0,0,2,0
infinite,1,0,0,0,0,0,0,0,0,0,0
range,0,0,0,0,0,3,0,0,0,6,0
measurable,1,0,0,0,0,0,0,0,0,0,0
farth,1,0,0,0,0,0,0,0,0,0,0
part,0,0,0,0,0,12,0,0,0,0,0
significant,4,0,0,0,0,0,0,0,0,0,0
case,0,0,0,0,0,3,0,0,0,0,0
dominant,1,0,0,0,0,0,0,0,0,0,0
initiate,0,0,0,0,0,0,0,0,0,1,0
revolution,0,0,0,0,0,2,0,0,0,0,0
today,0,0,0,0,0,3,0,0,0,0,0
forefront,0,0,0,0,0,1,0,0,0,0,0
theoretical,1,0,0,0,0,0,0,0,0,0,0
physics,0,0,0,0,0,1,0,0,0,0,0
astronomy,0,0,0,0,0,2,0,0,0,0,0
spin,0,0,0,0,0,3,0,0,0,0,0
tilt,0,0,0,0,0,1,0,0,0,2,0
respect,0,0,0,0,0,1,0,0,0,0,0
sunlight,0,0,0,0,0,8,0,0,0,0,0
tip,0,0,0,0,0,0,0,0,0,2,0
opposite,3,1,0,0,0,0,0,0,0,0,0
get,0,0,0,0,0,0,0,0,0,1,0
sunshine,0,0,0,0,0,2,0,0,0,0,0
time,0,0,0,0,0,28,0,0,0,0,0
date,0,0,0,0,0,1,0,0,0,0,0
equinox,0,0,0,0,0,2,0,0,0,0,0
night,0,0,0,0,0,12,0,0,0,0,0
equal,2,0,0,0,0,0,0,0,0,1,0
worldwide,0,0,2,0,0,0,0,0,0,0,0
occur,0,0,0,0,0,0,0,0,0,11,0
season,0,0,0,0,0,3,0,0,0,0,0
control,0,0,0,0,0,0,0,0,0,2,0
variation,0,0,0,0,0,1,0,0,0,0,0
wobble,0,0,0,0,0,1,0,0,0,1,0
slowly,0,0,8,0,0,0,0,0,0,0,0
main,3,0,0,0,0,0,0,0,0,0,0
precession,0,0,0,0,0,1,0,0,0,0,0
cycle,0,0,0,0,0,19,0,0,0,1,0
trace,0,0,0,0,0,2,0,0,0,2,0
wide,3,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,7,0
candidate,0,0,0,0,0,1,0,0,0,0,0
present,7,0,0,0,0,0,0,0,0,0,0
bright,6,0,0,0,0,0,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,0,1,0
subtle,1,0,0,0,0,0,0,0,0,0,0
hundred,0,0,0,0,0,5,0,0,0,0,0
curious,1,0,0,0,0,0,0,0,0,0,0
metallic,3,0,0,0,0,0,0,0,0,0,0
float,0,0,0,0,0,0,0,0,0,2,0
piece,0,0,0,0,0,2,0,0,0,0,0
wood,0,0,0,0,0,1,0,0,0,0,0
similarly,0,0,1,0,0,0,0,0,0,0,0
magnetize,0,0,0,0,0,0,0,0,0,1,0
iron,0,0,0,0,0,10,0,0,0,0,0
needle,0,0,0,0,0,2,0,0,0,0,0
orientation,0,0,0,0,0,1,0,0,0,0,0
ability,0,0,0,0,0,1,0,0,0,0,0
bit,0,0,0,0,0,3,0,0,0,0,0
discovery,0,0,0,0,0,2,0,0,0,0,0
invention,0,0,0,0,0,1,0,0,0,0,0
compass,0,0,0,0,0,2,0,0,0,0,0
giant,4,0,0,0,0,0,0,0,0,0,0
magnet,0,0,0,0,0,2,0,0,0,0,0
invisible,2,0,0,0,0,0,0,0,0,0,0
describe,0,0,0,0,0,0,0,0,0,1,0
magnetic,12,0,0,0,0,0,0,0,0,0,0
region,0,0,0,0,0,12,0,0,0,0,0
actual,1,0,0,0,0,0,0,0,0,0,0
geographic,1,0,0,0,0,0,0,0,0,0,0
illustrate,0,0,0,0,0,0,0,0,0,1,0
connect,0,0,0,0,0,0,0,0,0,1,0
edge,0,0,0,0,0,3,0,0,0,0,0
loop,0,0,0,0,0,1,0,0,0,0,0
generate,0,0,0,0,0,0,0,0,0,1,0
huge,4,0,0,0,0,0,0,0,0,0,0
current,1,0,0,0,0,5,0,0,0,0,0
molten,8,0,0,0,0,0,0,0,0,0,0
metal,0,0,0,0,0,3,0,0,0,0,0
flow,0,0,0,0,0,1,0,0,0,9,0
outer,12,0,0,0,0,0,0,0,0,0,0
deflect,0,0,0,0,0,0,0,0,0,3,0
shield,0,0,0,0,0,0,0,0,0,1,0
steer,0,0,0,0,0,0,0,0,0,1,0
trap,0,0,0,0,0,0,0,0,0,7,0
electrically,0,0,3,0,0,0,0,0,0,0,0
charge,0,0,0,0,0,0,0,0,0,4,0
particle,0,0,0,0,0,16,0,0,0,0,0
proton,0,0,0,0,0,1,0,0,0,0,0
electron,0,0,0,0,0,1,0,0,0,0,0
eject,0,0,0,0,0,0,0,0,0,3,0
stream,0,0,0,0,0,5,0,0,0,0,0
wind,0,0,0,0,0,18,0,0,0,0,0
corkscrew,0,0,0,0,0,1,0,0,0,0,0
pattern,0,0,0,0,0,4,0,0,0,1,0
effectively,0,0,2,0,0,0,0,0,0,0,0
bounce,0,0,0,0,0,0,0,0,0,2,0
forth,0,0,1,0,0,0,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,0,1,0
magnetosphere,0,0,0,0,0,3,0,0,0,0,0
remain,0,0,0,0,0,2,0,0,0,9,0
concentration,0,0,0,0,0,4,0,0,0,0,0
radiation,0,0,0,0,0,4,0,0,0,0,0
belt,0,0,0,0,0,3,0,0,0,0,0
locate,0,0,0,0,0,0,0,0,0,3,0
ground,0,0,0,0,0,8,0,0,0,0,0
cross,0,0,0,0,0,3,0,0,0,0,0
section,0,0,0,0,0,4,0,0,0,0,0
pressure,0,0,0,0,0,23,0,0,0,0,0
asymmetrical,1,0,0,0,0,0,0,0,0,0,0
prevent,0,0,0,0,0,0,0,0,0,1,0
strike,0,0,0,0,0,0,0,0,0,3,0
erode,0,0,0,0,0,0,0,0,0,4,0
devoid,1,0,0,0,0,0,0,0,0,0,0
hundredth,0,0,0,0,0,1,0,0,0,0,0
dense,15,0,0,0,0,0,0,0,0,0,0
probably,0,0,5,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,1,0,0,0,5,0
exposure,0,0,0,0,0,1,0,0,0,0,0
