word,ADJ,ADP,ADV,AUX,NOUN,NUM,PRON,SCONJ,VERB,X
equipment,0,0,0,0,10,0,0,0,0,0
nearly,0,0,4,0,0,0,0,0,0,0
double,1,0,0,0,0,0,0,0,1,0
span,0,0,0,0,2,0,0,0,0,0
person,0,0,0,0,1,0,0,0,0,0
live,1,0,0,0,0,0,0,0,6,0
industrialized,2,0,0,0,0,0,0,0,0,0
country,0,0,0,0,17,0,0,0,0,0
compare,0,0,0,0,0,0,0,0,1,0
year,0,0,0,0,26,0,0,0,0,0
biology,0,0,0,0,1,0,0,0,0,0
lead,0,0,0,0,1,0,0,0,15,0
genetic,1,0,0,0,0,0,0,0,0,0
engineering,0,0,0,0,13,0,0,0,0,0
cell,0,0,0,0,3,0,0,0,0,0
alter,0,0,0,0,0,0,0,0,3,0
weaponry,0,0,0,0,2,0,0,0,0,0
tank,0,0,0,0,2,0,0,0,0,0
perfection,0,0,0,0,1,0,0,0,0,0
airplane,0,0,0,0,14,0,0,0,0,0
finally,0,0,2,0,0,0,0,0,0,0
atomic,11,0,0,0,0,0,0,0,0,0
bomb,0,0,0,0,14,0,0,0,0,0
warfare,0,0,0,0,1,0,0,0,0,0
primarily,0,0,4,0,0,0,0,0,0,0
encounter,0,0,0,0,1,0,0,0,0,0
military,10,0,0,0,0,0,0,0,0,0
personnel,0,0,0,0,1,0,0,0,0,0
put,0,0,0,0,0,0,0,0,2,0
people,0,0,0,0,8,0,0,0,0,0
world,0,0,0,0,34,0,0,0,0,0
risk,0,0,0,0,1,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,3,0
rate,0,0,0,0,3,0,0,0,0,0
guess,0,0,0,0,0,0,0,0,1,0
information,0,0,0,0,7,0,0,0,0,0
revolution,0,0,0,0,9,0,0,0,0,0
late,3,0,0,0,0,0,0,0,0,0
major,11,0,0,0,0,0,0,0,0,0
step,0,0,0,0,4,0,0,0,0,0
forward,0,0,2,0,0,0,0,0,0,0
internet,0,0,0,0,2,0,0,0,0,0
powerful,9,0,0,0,0,0,0,0,0,0
microchip,0,0,0,0,1,0,0,0,0,0
small,12,0,0,0,0,0,0,0,0,0
affordable,1,0,0,0,0,0,0,0,0,0
large,18,0,0,0,0,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,5,0
shift,0,0,0,0,2,0,0,0,0,0
exchange,0,0,0,0,0,0,0,0,1,0
quarter,0,0,0,0,1,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,15,0
evolve,0,0,0,0,0,0,0,0,4,0
fast,4,0,1,0,0,0,0,0,0,0
processor,0,0,0,0,1,0,0,0,0,0
portable,2,0,0,0,0,0,0,0,0,0
device,0,0,0,0,9,0,0,0,0,0
smartphone,0,0,0,0,1,0,0,0,0,0
wearable,1,0,0,0,0,0,0,0,0,0
wireless,2,0,0,0,0,0,0,0,0,0
network,0,0,0,0,2,0,0,0,0,0
possible,13,0,0,0,0,0,0,0,0,0
rise,0,0,0,0,2,0,0,0,6,0
fossil,2,0,0,0,1,0,0,0,0,0
fuel,0,0,0,0,10,0,0,0,2,0
price,0,0,0,0,2,0,0,0,0,0
concern,0,0,0,0,5,0,0,0,2,0
global,3,0,0,0,0,0,0,0,0,0
warming,0,0,0,0,2,0,0,0,0,0
increase,0,0,0,0,2,0,0,0,19,0
interest,0,0,0,0,3,0,0,0,0,0
develop,0,0,0,0,0,0,0,0,18,0
renewable,1,0,0,0,0,0,0,0,0,0
source,0,0,0,0,8,0,0,0,0,0
modernize,0,0,0,0,0,0,0,0,1,0
grid,0,0,0,0,2,0,0,0,0,0
efficiency,0,0,0,0,3,0,0,0,0,0
solar,5,0,0,0,1,0,0,0,0,0
wind,0,0,0,0,3,0,0,0,0,0
energy,0,0,0,0,15,0,0,0,0,0
significant,12,0,0,0,0,0,0,0,0,0
contributor,0,0,0,0,1,0,0,0,0,0
supply,0,0,0,0,3,0,0,0,0,0
company,0,0,0,0,2,0,0,0,0,0
invest,0,0,0,0,0,0,0,0,1,0
improve,0,0,0,0,0,0,0,0,8,0
car,0,0,0,0,1,0,0,0,0,0
hybrid,1,0,0,0,0,0,0,0,0,0
vehicle,0,0,0,0,9,0,0,0,0,0
human,18,0,0,0,1,0,0,0,0,0
ingenuity,0,0,0,0,1,0,0,0,0,0
drive,0,0,0,0,3,0,0,0,5,0
innovation,0,0,0,0,27,0,0,0,0,0
advanced,9,0,0,0,0,0,0,0,0,0
strive,0,0,0,0,0,0,0,0,2,0
find,0,0,0,0,0,0,0,0,7,0
solve,0,0,0,0,0,0,0,0,6,0
problem,0,0,0,0,24,0,0,0,0,0
easy,1,0,0,0,0,0,0,0,0,0
sure,1,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,6,0,0,0,0,0
want,0,0,0,0,0,0,0,0,1,0
need,0,0,0,1,9,0,0,0,3,0
ahead,0,0,4,0,0,0,0,0,0,0
great,17,0,0,0,0,0,0,0,0,0
inventor,0,0,0,0,4,0,0,0,0,0
advise,0,0,0,0,0,0,0,0,1,0
offer,0,0,0,0,0,0,0,0,2,0
brief,1,0,0,0,0,0,0,0,0,0
insightful,1,0,0,0,0,0,0,0,0,0
glance,0,0,0,0,1,0,0,0,0,0
remarkable,5,0,0,0,0,0,0,0,0,0
chapter,0,0,0,0,2,0,0,0,0,1
history,0,0,0,0,15,0,0,0,0,0
notoriously,0,0,1,0,0,0,0,0,0,0
write,0,0,0,0,0,0,0,0,2,0
mass,3,0,0,0,6,0,0,0,1,0
distinguish,0,0,0,0,0,0,0,0,2,0
insignificant,1,0,0,0,0,0,0,0,0,0
event,0,0,0,0,4,0,0,0,0,0
virtually,0,0,3,0,0,0,0,0,0,0
contemporary,3,0,0,0,1,0,0,0,0,0
experience,0,0,0,0,5,0,0,0,1,0
respect,0,0,0,0,4,0,0,0,0,0
fact,0,0,0,0,6,0,0,0,0,0
stand,0,0,0,0,0,0,0,0,5,0
clearly,0,0,2,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,7,0,0
immense,3,0,0,0,0,0,0,0,0,0
achievement,0,0,0,0,14,0,0,0,0,0
witness,0,0,0,0,0,0,0,0,1,0
wide,4,0,0,0,0,0,0,0,0,0
activity,0,0,0,0,2,0,0,0,0,0
previously,0,0,2,0,0,0,0,0,0,0
record,0,0,0,0,0,0,0,0,3,0
rocket,0,0,0,0,11,0,0,0,0,0
interplanetary,4,0,0,0,0,0,0,0,0,0
probe,0,0,0,0,12,0,0,0,1,0
antibiotic,0,0,0,0,1,0,0,0,0,0
insecticide,0,0,0,0,2,0,0,0,0,0
host,0,0,0,0,1,0,0,0,0,0
invent,0,0,0,0,0,0,0,0,4,0
create,0,0,0,0,0,0,0,0,14,0
unparalleled,1,0,0,0,0,0,0,0,0,0
social,14,0,0,0,0,0,0,0,0,0
situation,0,0,0,0,3,0,0,0,0,0
possibility,0,0,0,0,12,0,0,0,0,0
danger,0,0,0,0,1,0,0,0,0,0
unimaginable,1,0,0,0,0,0,0,0,0,0
venture,0,0,0,0,0,0,0,0,2,0
interpret,0,0,0,0,0,0,0,0,3,0
previous,5,0,0,0,0,0,0,0,0,0
convenient,1,0,0,0,0,0,0,0,0,0
separate,1,0,0,0,0,0,0,0,2,0
dominate,0,0,0,0,0,0,0,0,3,0
war,0,0,0,0,25,0,0,0,0,0
preoccupy,0,0,0,0,0,0,0,0,1,0
avoid,0,0,0,0,0,0,0,0,2,0
divide,0,0,0,0,0,0,0,0,2,0
point,0,0,0,0,8,0,0,0,3,0
outstanding,6,0,0,0,0,0,0,0,0,0
significance,0,0,0,0,4,0,0,0,0,0
detonation,0,0,0,0,2,0,0,0,0,0
profound,2,0,0,0,0,0,0,0,0,0
political,8,0,0,0,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,2,0
capacity,0,0,0,0,4,0,0,0,0,0
leadership,0,0,0,0,2,0,0,0,0,0
exaggeration,0,0,0,0,1,0,0,0,0,0
regard,0,0,0,0,0,0,0,0,5,0
american,2,0,0,0,0,0,0,0,0,0
superstate,0,0,0,0,1,0,0,0,0,0
sufficiently,0,0,2,0,0,0,0,0,0,0
dramatic,4,0,0,0,0,0,0,0,0,0
excuse,0,0,0,0,0,0,0,0,1,0
hyperbole,0,0,0,0,1,0,0,0,0,0
base,0,0,0,0,1,0,0,0,3,0
tremendous,3,0,0,0,0,0,0,0,0,0
natural,3,0,0,0,0,0,0,0,0,0
resource,0,0,0,0,9,0,0,0,0,0
exploit,0,0,0,0,0,0,0,0,3,0
secure,0,0,0,0,0,0,0,0,3,0
productivity,0,0,0,0,4,0,0,0,0,0
widespread,6,0,0,0,0,0,0,0,0,0
industrialization,0,0,0,0,2,0,0,0,0,0
success,0,0,0,0,5,0,0,0,0,0
achieve,0,0,0,0,0,0,0,0,10,0
objective,0,0,0,0,4,0,0,0,0,0
test,0,0,0,0,2,0,0,0,1,0
demonstrate,0,0,0,0,0,0,0,0,9,0
pass,0,0,0,0,0,0,0,0,2,0
european,5,0,0,0,0,0,0,0,0,0
course,0,0,0,0,4,0,0,0,0,0
spring,0,0,0,0,1,0,0,0,1,0
go,0,0,0,0,0,0,0,0,6,0
dry,2,0,0,0,0,0,0,0,0,0
important,17,0,0,0,0,0,0,0,0,0
originate,0,0,0,0,0,0,0,0,2,0
assimilate,0,0,0,0,0,0,0,0,2,0
advantage,0,0,0,0,3,0,0,0,0,0
time,0,0,0,0,14,0,0,0,0,0
deficient,1,0,0,0,0,0,0,0,0,0
vital,4,0,0,0,0,0,0,0,0,0
brilliant,2,0,0,0,0,0,0,0,0,0
convert,0,0,0,0,0,0,0,0,5,0
commercial,5,0,0,0,0,0,0,0,0,0
vitality,0,0,0,0,1,0,0,0,0,0
particular,5,0,0,0,0,0,0,0,0,0
ability,0,0,0,0,3,0,0,0,0,0
adopt,0,0,0,0,0,0,0,0,2,0
idea,0,0,0,0,3,0,0,0,0,0
come,0,0,0,0,0,0,0,0,4,0
instrument,0,0,0,0,4,0,0,0,0,0
evolution,0,0,0,0,2,0,0,0,0,0
striking,5,0,0,0,0,0,0,0,0,0
illustration,0,0,0,0,1,0,0,0,0,0
process,0,0,0,0,16,0,0,0,0,0
appearance,0,0,0,0,1,0,0,0,0,0
conflict,0,0,0,0,1,0,0,0,0,0
second,6,0,0,0,1,0,0,0,0,1
sign,0,0,0,0,1,0,0,0,0,0
response,0,0,0,0,5,0,0,0,0,0
urgent,1,0,0,0,0,0,0,0,0,0
stimulus,0,0,0,0,4,0,0,0,0,0
say,0,0,0,0,0,0,0,0,2,0
chemist,0,0,0,0,1,0,0,0,0,0
basis,0,0,0,0,1,0,0,0,0,0
importance,0,0,0,0,4,0,0,0,0,0
high,19,0,1,0,0,0,0,0,0,0
explosive,0,0,0,0,2,0,0,0,0,0
poison,0,0,0,0,1,0,0,0,0,0
gas,0,0,0,0,7,0,0,0,0,0
hasten,0,0,0,0,0,0,0,0,1,0
institutional,1,0,0,0,0,0,0,0,0,0
apparatus,0,0,0,0,1,0,0,0,0,0
encouragement,0,0,0,0,1,0,0,0,0,0
state,0,0,0,0,5,0,0,0,0,0
private,1,0,0,0,0,0,0,0,0,0
belligerent,2,0,0,0,0,0,0,0,0,0
resist,0,0,0,0,0,0,0,0,1,0
entirely,0,0,4,0,0,0,0,0,0,0
support,0,0,0,0,1,0,0,0,2,0
coordinate,0,0,0,0,0,0,0,0,1,0
scientifictechnological,1,0,0,0,0,0,0,0,0,0
effort,0,0,0,0,5,0,0,0,0,0
responsible,1,0,0,0,0,0,0,0,0,0
speed,0,0,0,0,6,0,0,0,1,0
transformation,0,0,0,0,3,0,0,0,0,0
little,5,0,0,0,0,0,0,0,0,0
research,0,0,0,0,15,0,0,0,0,0
largely,0,0,1,0,0,0,0,0,0,0
restrict,0,0,0,0,0,0,0,0,1,0
scale,0,0,0,0,8,0,0,0,0,0
isolate,0,0,0,0,0,0,0,0,2,0
scientist,0,0,0,0,11,0,0,0,0,0
big,2,0,0,0,0,0,0,0,0,0
emphasis,0,0,0,0,2,0,0,0,0,0
team,0,0,0,0,4,0,0,0,0,0
sponsor,0,0,0,0,0,0,0,0,1,0
government,0,0,0,0,4,0,0,0,0,0
corporation,0,0,0,0,1,0,0,0,0,0
work,0,0,0,0,6,0,0,0,7,0
collectively,0,0,1,0,0,0,0,0,0,0
application,0,0,0,0,14,0,0,0,0,0
technique,0,0,0,0,32,0,0,0,0,0
extent,0,0,0,0,1,0,0,0,0,0
overstate,0,0,0,0,0,0,0,0,1,0
tend,0,0,0,0,0,0,0,0,2,0
stress,0,0,0,0,2,0,0,0,2,0
independent,1,0,0,0,0,0,0,0,0,0
stimulation,0,0,0,0,1,0,0,0,0,0
doubt,0,0,0,0,6,0,0,0,0,0
enterprise,0,0,0,0,2,0,0,0,0,0
far,1,0,7,0,0,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,6,0
consequence,0,0,0,0,2,0,0,0,0,0
momentous,2,0,0,0,0,0,0,0,0,0
quality,0,0,0,0,9,0,0,0,0,0
industrial,14,0,0,0,0,0,0,0,0,0
organization,0,0,0,0,7,0,0,0,0,0
assure,0,0,0,0,0,0,0,0,1,0
long,13,0,3,0,0,0,0,0,0,0
position,0,0,0,0,1,0,0,0,0,0
honor,0,0,0,0,1,0,0,0,0,0
esteem,0,0,0,0,1,0,0,0,0,0
fundamental,2,0,0,0,0,0,0,0,0,0
breakthrough,0,0,0,0,2,0,0,0,0,0
type,0,0,0,0,9,0,0,0,0,0
internal,6,0,0,0,0,0,0,0,0,0
combustion,0,0,0,0,6,0,0,0,0,0
engine,0,0,0,0,25,0,0,0,0,0
continuously,0,0,1,0,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,0,2,0
road,0,0,0,0,2,0,0,0,0,0
compression,0,0,0,0,1,0,0,0,0,0
burn,0,0,0,0,0,0,0,0,3,0
heavyoil,0,0,0,0,1,0,0,0,0,0
serve,0,0,0,0,0,0,0,0,4,0
submarine,1,0,0,0,2,0,0,0,0,0
unit,0,0,0,0,3,0,0,0,0,0
subsequently,0,0,1,0,0,0,0,0,0,0
adapt,0,0,0,0,0,0,0,0,2,0
heavy,6,0,0,0,0,0,0,0,0,0
haulage,0,0,0,0,1,0,0,0,0,0
duty,0,0,0,0,1,0,0,0,0,0
agricultural,1,0,0,0,0,0,0,0,0,0
tractor,0,0,0,0,13,0,0,0,0,0
sort,0,0,0,0,1,0,0,0,0,0
transform,0,0,0,0,0,0,0,0,5,0
reciprocate,0,0,0,0,0,0,0,0,2,0
steam,0,0,0,0,9,0,0,0,0,0
turbine,0,0,0,0,8,0,0,0,0,0
occur,0,0,0,0,0,0,0,0,3,0
replace,0,0,0,0,0,0,0,0,3,0
specialized,2,0,0,0,0,0,0,0,0,0
purpose,0,0,0,0,4,0,0,0,0,0
aero,0,0,0,0,1,0,0,0,0,0
weight,0,0,0,0,2,0,0,0,0,0
ratio,0,0,0,0,1,0,0,0,0,0
admittedly,0,0,2,0,0,0,0,0,0,0
proceed,0,0,0,0,0,0,0,0,3,0
jet,0,0,0,0,5,0,0,0,0,0
service,0,0,0,0,5,0,0,0,0,0
end,0,0,0,0,11,0,0,0,3,0
theory,0,0,0,0,2,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,6,0
fly,0,0,0,0,0,0,0,0,5,0
instructor,0,0,0,0,1,0,0,0,0,0
combine,1,0,0,0,0,0,0,0,2,0
principle,0,0,0,0,8,0,0,0,0,0
propulsion,0,0,0,0,5,0,0,0,0,0
patent,0,0,0,0,1,0,0,0,0,0
following,1,0,0,0,0,0,0,0,0,0
construction,0,0,0,0,12,0,0,0,0,0
satisfactory,3,0,0,0,0,0,0,0,0,0
delay,0,0,0,0,0,0,0,0,2,0
lack,0,0,0,0,3,0,0,0,0,0
particularly,0,0,9,0,0,0,0,0,0,0
metal,0,0,0,0,9,0,0,0,0,0
alloy,0,0,0,0,4,0,0,0,0,0
withstand,0,0,0,0,0,0,0,0,2,0
temperature,0,0,0,0,4,0,0,0,0,0
generate,0,0,0,0,0,0,0,0,5,0
nickel,0,0,0,0,1,0,0,0,0,0
chromium,0,0,0,0,1,0,0,0,0,0
gradual,1,0,0,0,0,0,0,0,0,0
solution,0,0,0,0,4,0,0,0,0,0
seize,0,0,0,0,0,0,0,0,1,0
apply,0,0,0,0,0,0,0,0,7,0
combat,1,0,0,0,0,0,0,0,0,0
german,5,0,0,0,0,0,0,0,0,0
diesel,1,0,0,0,4,0,0,0,0,0
travel,0,0,0,0,2,0,0,0,0,0
ship,0,0,0,0,6,0,0,0,0,0
railroad,0,0,0,0,3,0,0,0,0,0
train,0,0,0,0,1,0,0,0,1,0
electricity,0,0,0,0,8,0,0,0,0,0
internalcombustion,0,0,0,0,2,0,0,0,0,0
dominant,4,0,0,0,0,0,0,0,0,0
transport,0,0,0,0,16,0,0,0,0,0
part,0,0,0,0,3,0,0,0,0,0
old,4,0,0,0,0,0,0,0,0,0
prime,1,0,0,0,0,0,0,0,0,0
mover,0,0,0,0,1,0,0,0,0,0
remain,0,0,0,0,1,0,0,0,11,0
physics,0,0,0,0,3,0,0,0,0,0
scientific,11,0,0,0,0,0,0,0,0,0
stir,0,0,0,0,0,0,0,0,1,0
general,4,0,0,0,0,0,0,0,0,0
successful,11,0,0,0,0,0,0,0,0,0
experiment,0,0,0,0,8,0,0,0,0,0
split,0,0,0,0,0,0,0,0,1,0
atom,0,0,0,0,3,0,0,0,0,0
thought,0,0,0,0,1,0,0,0,0,0
give,0,0,0,0,0,0,0,0,8,0
potential,0,0,0,0,5,0,0,0,0,0
produce,0,0,0,0,0,0,0,0,15,0
fission,0,0,0,0,6,0,0,0,0,0
explode,0,0,0,0,0,0,0,0,2,0
final,2,0,0,0,0,0,0,0,0,0
stage,0,0,0,0,8,0,0,0,0,0
program,0,0,0,0,11,0,0,0,0,0
matter,0,0,0,0,6,0,0,0,0,0
build,0,0,0,0,0,0,0,0,13,0
reactor,0,0,0,0,1,0,0,0,0,0
handle,0,0,0,0,0,0,0,0,2,0
radioactive,4,0,0,0,0,0,0,0,0,0
economic,3,0,0,0,3,0,0,0,0,0
capital,0,0,0,0,2,0,0,0,0,0
expenditure,0,0,0,0,2,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,2,0
crucial,3,0,0,0,0,0,0,0,0,0
convergence,0,0,0,0,3,0,0,0,0,0
politic,0,0,0,0,2,0,0,0,0,0
place,0,0,0,0,6,0,0,0,3,0
aspect,0,0,0,0,2,0,0,0,0,0
production,0,0,0,0,17,0,0,0,0,0
worth,2,0,0,0,0,0,0,0,0,0
observe,0,0,0,0,0,0,0,0,4,0
basic,2,0,0,0,0,0,0,0,0,0
self,0,0,0,0,9,0,0,0,0,0
conscious,1,0,0,0,0,0,0,0,0,0
set,0,0,0,0,1,0,0,0,5,0
method,0,0,0,0,7,0,0,0,0,0
study,0,0,0,0,8,0,0,0,2,0
systematically,0,0,1,0,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,0,1,0
widely,0,0,4,0,0,0,0,0,0,0
half,0,0,0,0,5,0,0,0,0,0
rapidly,0,0,5,0,0,0,0,0,0,0
management,0,0,0,0,1,0,0,0,0,0
administration,0,0,0,0,1,0,0,0,0,0
managerial,1,0,0,0,0,0,0,0,0,0
object,0,0,0,0,3,0,0,0,0,0
exercise,0,0,0,0,1,0,0,0,0,0
efficient,4,0,0,0,0,0,0,0,0,0
profit,0,0,0,0,1,0,0,0,0,0
remarkably,0,0,1,0,0,0,0,0,0,0
advocate,0,0,0,0,1,0,0,0,1,0
maintain,0,0,0,0,0,0,0,0,2,0
superior,1,0,0,0,0,0,0,0,0,0
comparatively,0,0,3,0,0,0,0,0,0,0
workshop,0,0,0,0,1,0,0,0,0,0
giant,2,0,0,0,0,0,0,0,0,0
rationalization,0,0,0,0,1,0,0,0,0,0
characteristic,2,0,0,0,2,0,0,0,0,0
legitimately,0,0,1,0,0,0,0,0,0,0
result,0,0,0,0,7,0,0,0,1,0
form,0,0,0,0,10,0,0,0,3,0
multiple,1,0,0,0,0,0,0,0,0,0
field,0,0,0,0,9,0,0,0,0,0
volume,0,0,0,0,1,0,0,0,0,0
consumption,0,0,0,0,2,0,0,0,0,0
humankind,0,0,0,0,4,0,0,0,0,0
utilization,0,0,0,0,2,0,0,0,0,0
iron,0,0,0,0,3,0,0,0,0,0
exceed,0,0,0,0,0,0,0,0,2,0
steel,0,0,0,0,5,0,0,0,0,0
multiply,0,0,0,0,0,0,0,0,1,0
food,0,0,0,0,14,0,0,0,0,0
agriculture,0,0,0,0,2,0,0,0,0,0
chemical,3,0,0,0,6,0,0,0,0,0
understanding,0,0,0,0,3,0,0,0,0,0
drug,0,0,0,0,1,0,0,0,0,0
microorganism,0,0,0,0,1,0,0,0,0,0
analysis,0,0,0,0,2,0,0,0,0,0
relationship,0,0,0,0,5,0,0,0,0,0
certain,3,0,0,0,0,0,0,0,0,0
physical,4,0,0,0,0,0,0,0,0,0
performance,0,0,0,0,3,0,0,0,0,0
identification,0,0,0,0,2,0,0,0,0,0
vitamin,0,0,0,0,1,0,0,0,0,0
classification,0,0,0,0,2,0,0,0,0,0
subsequent,2,0,0,0,0,0,0,0,0,0
addition,0,0,0,0,2,0,0,0,0,0
subdivision,0,0,0,0,1,0,0,0,0,0
realize,0,0,0,0,0,0,0,0,2,0
presence,0,0,0,0,3,0,0,0,0,0
necessary,4,0,0,0,0,0,0,0,0,0
healthy,2,0,0,0,0,0,0,0,0,0
diet,0,0,0,0,1,0,0,0,0,0
eating,0,0,0,0,1,0,0,0,0,0
public,2,0,0,0,0,0,0,0,0,0
health,0,0,0,0,2,0,0,0,0,0
adjust,0,0,0,0,0,0,0,0,1,0
accordingly,0,0,3,0,0,0,0,0,0,0
trace,0,0,0,0,1,0,0,0,0,0
element,0,0,0,0,2,0,0,0,0,0
minor,2,0,0,0,0,0,0,0,0,0
constituent,0,0,0,0,1,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,5,0
investigate,0,0,0,0,0,0,0,0,1,0
realization,0,0,0,0,2,0,0,0,0,0
goitre,0,0,0,0,1,0,0,0,0,0
cause,0,0,0,0,2,0,0,0,7,0
deficiency,0,0,0,0,1,0,0,0,0,0
iodine,0,0,0,0,1,0,0,0,0,0
quantity,0,0,0,0,2,0,0,0,0,0
intensive,2,0,0,0,0,0,0,0,0,0
complexity,0,0,0,0,2,0,0,0,0,0
urban,3,0,0,0,0,0,0,0,0,0
pressure,0,0,0,0,1,0,0,0,0,0
variety,0,0,0,0,5,0,0,0,0,0
foodstuff,0,0,0,0,1,0,0,0,0,0
call,0,0,0,0,0,0,0,0,5,0
utilize,0,0,0,0,0,0,0,0,1,0
universal,3,0,0,0,0,0,0,0,0,0
agent,0,0,0,0,2,0,0,0,0,0
mobile,1,0,0,0,0,0,0,0,0,0
farm,0,0,0,0,2,0,0,0,2,0
harvester,0,0,0,0,1,0,0,0,0,0
common,1,0,0,0,0,0,0,0,0,0
labour,0,0,0,0,2,0,0,0,0,0
especially,0,0,7,0,0,0,0,0,0,0
fertilizer,0,0,0,0,2,0,0,0,0,0
product,0,0,0,0,3,0,0,0,0,0
