word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
recipient,0,0,0,0,0,0,0,1,0,0,0,0,0,0
soldier,0,0,0,0,0,0,0,5,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,0,0,0,0,0,5,0
brazen,2,0,0,0,0,0,0,0,0,0,0,0,0,0
battering,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ram,0,0,0,0,0,0,0,3,0,0,0,0,0,0
say,0,0,0,0,0,0,0,0,0,0,0,0,277,0
tower,0,0,0,0,0,0,0,26,0,0,0,0,0,0
crumble,0,0,0,0,0,0,0,0,0,0,0,0,2,0
signify,0,0,0,0,0,0,0,0,0,0,0,0,3,0
power,0,0,0,0,0,0,0,12,0,0,0,0,0,0
succeed,0,0,0,0,0,0,0,0,0,0,0,0,12,0
mean,0,0,0,0,0,0,0,1,0,0,0,0,8,0
church,0,0,0,0,0,0,0,24,0,0,0,0,0,0
underlie,0,0,0,0,0,0,0,0,0,0,0,0,1,0
simple,18,0,0,0,0,0,0,0,0,0,0,0,0,0
doubt,0,0,15,0,0,0,0,5,0,0,0,0,5,0
corollary,0,0,0,0,0,0,0,1,0,0,0,0,0,0
easy,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perceive,0,0,0,0,0,0,0,0,0,0,0,0,21,0
contest,0,0,0,0,0,0,0,0,0,0,0,0,1,0
view,0,0,0,0,0,0,0,6,0,0,0,0,2,0
philosophical,2,0,0,0,0,0,0,0,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,0,0,0,15,0
long,29,0,77,0,0,0,0,0,0,0,0,0,0,0
savant,0,0,0,0,0,0,0,1,0,0,0,0,0,0
artist,0,0,0,0,0,0,0,6,0,0,0,0,0,0
presentiment,0,0,0,0,0,0,0,2,0,0,0,0,0,0
change,0,0,0,0,0,0,0,3,0,0,0,0,8,0
form,0,0,0,0,0,0,0,34,0,0,0,0,14,0
mode,0,0,0,0,0,0,0,6,0,0,0,0,0,0
expression,0,0,0,0,0,0,0,17,0,0,0,0,0,0
dominant,1,0,0,0,0,0,0,0,0,0,0,0,0,0
idea,0,0,0,0,0,0,0,29,0,0,0,0,0,0
generation,0,0,0,0,0,0,0,2,0,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,0,0,0,32,0
matter,0,0,1,0,0,0,0,11,0,0,0,0,5,0
manner,0,0,0,0,0,0,0,16,0,0,0,0,0,0
stone,0,0,0,0,0,0,0,55,0,0,0,0,1,0
solid,6,0,0,0,0,0,0,0,0,0,0,0,0,0
durable,5,0,0,0,0,0,0,0,0,0,0,0,0,0
way,0,0,0,0,0,0,0,38,0,0,0,0,0,0
paper,0,0,0,0,0,0,0,5,0,0,0,0,0,0
connection,0,0,0,0,0,0,0,2,0,0,0,0,0,0
vague,8,0,0,0,0,0,0,0,0,0,0,0,0,0
formula,0,0,0,0,0,0,0,2,0,0,0,0,0,0
second,12,0,0,0,0,0,0,0,0,0,0,0,0,0
sense,0,0,0,0,0,0,0,8,0,0,0,0,0,0
printing,0,0,0,0,0,0,0,14,0,0,0,0,0,0
architecture,0,0,0,0,0,0,0,68,0,0,0,0,0,0
fact,0,0,0,0,0,0,0,33,0,0,0,0,0,0
origin,0,0,0,0,0,0,0,1,0,0,0,0,0,0
thing,0,0,0,0,0,0,0,45,0,0,0,0,0,0
fifteenth,4,0,0,0,0,0,0,1,0,0,0,0,0,0
century,0,0,0,0,0,0,0,30,0,0,0,0,0,0
christian,2,0,0,0,0,0,0,0,0,0,0,0,0,0
era,0,0,0,0,0,0,0,1,0,0,0,0,0,0
inclusive,1,0,0,0,0,0,0,0,0,0,0,0,0,0
great,60,0,0,0,0,0,0,0,0,0,0,0,0,0
principal,3,0,0,0,0,0,0,0,0,0,0,0,0,0
different,2,0,0,0,0,0,0,0,0,0,0,0,0,0
stage,0,0,0,0,0,0,0,3,0,0,0,0,0,0
development,0,0,0,0,0,0,0,1,0,0,0,0,0,0
force,0,0,0,0,0,0,0,9,0,0,0,0,8,0
memory,0,0,0,0,0,0,0,10,0,0,0,0,0,0
race,0,0,0,0,0,0,0,11,0,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,0,0,39,0
overloaded,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mass,0,0,0,0,0,0,0,7,0,0,0,0,0,0
reminiscence,0,0,0,0,0,0,0,1,0,0,0,0,0,0
heavy,6,0,0,0,0,0,0,0,0,0,0,0,0,0
confused,11,0,0,0,0,0,0,0,0,0,0,0,0,0
speech,0,0,0,0,0,0,0,3,0,0,0,0,0,0
naked,6,0,0,0,0,0,0,0,0,0,0,0,0,0
fly,0,0,0,0,0,0,0,10,0,0,0,0,8,0
run,0,0,0,0,0,0,0,1,0,0,0,0,22,0
risk,0,0,0,0,0,0,0,1,0,0,0,0,3,0
lose,0,0,0,0,0,0,0,0,0,0,0,0,23,0
transcribe,0,0,0,0,0,0,0,0,0,0,0,0,1,0
soil,0,0,0,0,0,0,0,5,0,0,0,0,1,0
visible,15,0,0,0,0,0,0,0,0,0,0,0,0,0
natural,2,0,0,0,0,0,0,0,0,0,0,0,0,0
seal,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tradition,0,0,0,0,0,0,0,5,0,0,0,0,0,0
monument,0,0,0,0,0,0,0,12,0,0,0,0,0,0
masse,0,0,0,0,0,0,0,3,0,0,0,0,0,0
rock,0,0,0,0,0,0,0,2,0,0,0,0,0,0
iron,0,0,0,0,0,0,0,20,0,0,0,0,0,0
touch,0,0,0,0,0,0,0,3,0,0,0,0,13,0
begin,0,0,0,0,0,0,0,0,0,0,0,0,45,0
like,6,118,0,0,0,0,0,0,0,0,0,0,10,0
writing,0,0,0,0,0,0,0,5,0,0,0,0,0,0
alphabet,0,0,0,0,0,0,0,4,0,0,0,0,0,0
plant,0,0,0,0,0,0,0,0,0,0,0,0,2,0
upright,0,0,4,0,0,0,0,0,0,0,0,0,0,0
letter,0,0,0,0,0,0,0,25,0,0,0,0,0,0
hieroglyph,0,0,0,0,0,0,0,6,0,0,0,0,0,0
rest,0,0,0,0,0,0,0,7,0,0,0,0,7,0
group,0,0,0,0,0,0,0,8,0,0,0,0,1,0
capital,0,0,0,0,0,0,0,6,0,0,0,0,0,0
column,0,0,0,0,0,0,0,6,0,0,0,0,0,0
early,2,0,1,0,0,0,0,0,0,0,0,0,0,0
surface,0,0,0,0,0,0,0,5,0,0,0,0,0,0
entire,5,0,0,0,0,0,0,0,0,0,0,0,0,0
find,0,0,0,0,0,0,0,0,0,0,0,0,37,0
stand,0,0,0,0,0,0,0,0,0,0,0,0,34,0
asian,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pampa,0,0,0,0,0,0,0,1,0,0,0,0,0,0
later,0,0,7,0,0,0,0,0,0,0,0,0,0,0
couple,0,0,0,0,0,0,0,1,0,0,0,0,2,0
syllable,0,0,0,0,0,0,0,3,0,0,0,0,0,0
granite,0,0,0,0,0,0,0,6,0,0,0,0,0,0
attempt,0,0,0,0,0,0,0,3,0,0,0,0,4,0
combination,0,0,0,0,0,0,0,2,0,0,0,0,0,0
celtic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dolman,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cromlech,0,0,0,0,0,0,0,1,0,0,0,0,0,0
etruscan,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tumulus,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hebrew,3,0,0,0,0,0,0,0,0,0,0,0,0,0
galgal,0,0,0,0,0,0,0,1,0,0,0,0,0,0
especially,0,0,8,0,0,0,0,0,0,0,0,0,0,0
proper,2,0,0,0,0,0,0,0,0,0,0,0,0,0
name,0,0,0,0,0,0,0,6,0,0,0,0,2,0
deal,0,0,0,0,0,0,0,2,0,0,0,0,3,0
vast,5,0,0,0,0,0,0,0,0,0,0,0,0,0
plain,1,0,0,0,0,0,0,1,0,0,0,0,0,0
phrase,0,0,0,0,0,0,0,5,0,0,0,0,0,0
immense,6,0,0,0,0,0,0,0,0,0,0,0,0,0
pile,0,0,0,0,0,0,0,7,0,0,0,0,7,0
complete,4,0,0,0,0,0,0,0,0,0,0,0,0,0
sentence,0,0,0,0,0,0,0,9,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,0,0,0,21,0
forth,0,7,12,0,0,0,0,0,0,0,0,0,0,0
symbol,0,0,0,0,0,0,0,13,0,0,0,0,0,0
disappear,0,0,0,0,0,0,0,0,0,0,0,0,14,0
trunk,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tree,0,0,0,0,0,0,0,4,0,0,0,0,0,0
foliage,0,0,0,0,0,0,0,3,0,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,0,0,0,26,0
grow,0,0,0,0,0,0,0,0,0,0,0,0,23,0
multiply,0,0,0,0,0,0,0,0,0,0,0,0,1,0
intersect,0,0,0,0,0,0,0,0,0,0,0,0,4,0
complicated,4,0,0,0,0,0,0,0,0,0,0,0,0,0
suffice,0,0,0,0,0,0,0,0,0,0,0,0,11,0
contain,0,0,0,0,0,0,0,0,0,0,0,0,4,0
overflow,0,0,0,0,0,0,0,2,0,0,0,0,4,0
hardly,0,0,12,0,0,0,0,0,0,0,0,0,0,0
express,0,0,0,0,0,0,0,0,0,0,0,0,7,0
primitive,5,0,0,0,0,0,0,0,0,0,0,0,0,0
prone,1,0,0,0,0,0,0,0,0,0,0,0,0,0
earth,0,0,0,0,0,0,0,16,0,0,0,0,0,0
need,0,0,0,1,0,0,0,8,0,0,0,0,4,0
expansion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
develop,0,0,0,0,0,0,0,0,0,0,0,0,4,0
proportion,0,0,0,0,0,0,0,5,0,0,0,0,0,0
giant,3,0,0,0,0,0,0,1,0,0,0,0,0,0
thousand,0,0,0,0,0,0,0,1,30,0,0,0,0,0
head,0,0,0,0,0,0,0,105,0,0,0,0,0,0
arm,0,0,0,0,0,0,0,48,0,0,0,0,2,0
fix,0,0,0,0,0,0,0,0,0,0,0,0,20,0
float,0,0,0,0,0,0,0,0,0,0,0,0,4,0
symbolism,0,0,0,0,0,0,0,2,0,0,0,0,0,0
eternal,9,0,0,0,0,0,0,0,0,0,0,0,0,0
palpable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
measure,0,0,0,0,0,0,0,1,0,0,0,0,2,0
sing,0,0,0,0,0,0,0,0,0,0,0,0,6,0
pillar,0,0,0,0,0,0,0,4,0,0,0,0,0,0
arcade,0,0,0,0,0,0,0,3,0,0,0,0,0,0
pyramid,0,0,0,0,0,0,0,3,0,0,0,0,0,0
set,1,0,0,0,0,0,0,0,0,0,0,0,32,0
movement,0,0,0,0,0,0,0,13,0,0,0,0,0,0
law,0,0,0,0,0,0,0,17,0,0,0,0,0,0
geometry,0,0,0,0,0,0,0,2,0,0,0,0,0,0
poetry,0,0,0,0,0,0,0,4,0,0,0,0,0,0
combine,0,0,0,0,0,0,0,0,0,0,0,0,2,0
amalgamate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
descend,0,0,0,0,0,0,0,0,0,0,0,0,21,0
ascend,0,0,0,0,0,0,0,0,0,0,0,0,12,0
range,0,0,0,0,0,0,0,0,0,0,0,0,2,0
story,0,0,0,0,0,0,0,9,0,0,0,0,0,0
sky,0,0,0,0,0,0,0,8,0,0,0,0,0,0
dictation,0,0,0,0,0,0,0,2,0,0,0,0,0,0
general,11,0,0,0,0,0,0,1,0,0,0,0,0,0
epoch,0,0,0,0,0,0,0,9,0,0,0,0,0,0
marvellous,9,0,0,0,0,0,0,0,0,0,0,0,0,0
generate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
foundation,0,0,0,0,0,0,0,3,0,0,0,0,0,0
temple,0,0,0,0,0,0,0,6,0,0,0,0,0,0
example,0,0,0,0,0,0,0,3,0,0,0,0,0,0
binding,0,0,0,0,0,0,0,1,0,0,0,0,0,0
holy,4,0,0,0,0,0,0,0,0,0,0,0,0,0
concentric,2,0,0,0,0,0,0,0,0,0,0,0,0,0
wall,0,0,0,0,0,0,0,36,0,0,0,0,1,0
read,0,0,0,0,0,0,0,0,0,0,0,0,14,0
translate,0,0,0,0,0,0,0,0,0,0,0,0,4,0
manifest,1,0,0,0,0,0,0,0,0,0,0,0,2,0
eye,0,0,0,0,0,0,0,125,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,0,0,32,0
transformation,0,0,0,0,0,0,0,2,0,0,0,0,0,0
seize,0,0,0,0,0,0,0,0,0,0,0,0,12,0
tabernacle,0,0,0,0,0,0,0,1,0,0,0,0,0,0
concrete,2,0,0,0,0,0,0,0,0,0,0,0,0,0
arch,1,0,0,0,0,0,0,5,0,0,0,0,0,0
enclose,0,0,0,0,0,0,0,0,0,0,0,0,2,0
image,0,0,0,0,0,0,0,8,0,0,0,0,0,0
envelope,0,0,0,0,0,0,0,4,0,0,0,0,0,0
coffin,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mummy,0,0,0,0,0,0,0,1,0,0,0,0,0,0
site,0,0,0,0,0,0,0,1,0,0,0,0,0,0
select,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reveal,0,0,0,0,0,0,0,0,0,0,0,0,2,0
represent,0,0,0,0,0,0,0,0,0,0,0,0,8,0
accord,0,0,0,0,0,0,0,0,0,0,0,0,8,0
graceful,7,0,0,0,0,0,0,0,0,0,0,0,0,0
grave,5,0,0,0,0,0,0,1,0,0,0,0,1,0
crown,0,0,0,0,0,0,0,22,0,0,0,0,2,0
mountain,0,0,0,0,0,0,0,8,0,0,0,0,0,0
harmonious,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disembowel,0,0,0,0,0,0,0,0,0,0,0,0,1,0
chisel,0,0,0,0,0,0,0,0,0,0,0,0,1,0
monstrous,4,0,0,0,0,0,0,0,0,0,0,0,0,0
subterranean,4,0,0,0,0,0,0,0,0,0,0,0,0,0
pagoda,0,0,0,0,0,0,0,3,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,1,0,0,0,0,21,0
gigantic,3,0,0,0,0,0,0,0,0,0,0,0,0,0
row,0,0,0,0,0,0,0,3,0,0,0,0,0,0
elephant,0,0,0,0,0,0,0,1,0,0,0,0,0,0
year,0,0,0,0,0,0,0,40,0,0,0,0,0,0
immemorial,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cathedral,0,0,0,0,0,0,0,18,0,0,0,0,0,0
handwriting,0,0,0,0,0,0,0,1,0,0,0,0,0,0
true,15,0,0,0,0,0,0,0,0,0,0,0,0,0
religious,5,0,0,0,0,0,0,0,0,0,0,0,0,0
page,0,0,0,0,0,0,0,9,0,0,0,0,0,0
civilization,0,0,0,0,0,0,0,4,0,0,0,0,0,0
theocracy,0,0,0,0,0,0,0,4,0,0,0,0,0,0
end,0,0,0,0,0,0,0,31,0,0,0,0,5,0
democracy,0,0,0,0,0,0,0,1,0,0,0,0,0,0
liberty,0,0,0,0,0,0,0,11,0,0,0,0,0,0
unity,0,0,0,0,0,0,0,6,0,0,0,0,0,0
let,0,0,0,0,0,0,0,0,0,0,0,0,36,0
insist,0,0,0,0,0,0,0,0,0,0,0,0,3,0
point,0,0,0,0,0,0,0,32,0,0,0,0,4,0
masonry,0,0,0,0,0,0,0,7,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,0,0,0,50,0
powerful,7,0,0,0,0,0,0,0,0,0,0,0,0,0
erect,2,0,0,0,0,0,0,0,0,0,0,0,2,0
myth,0,0,0,0,0,0,0,3,0,0,0,0,0,0
sacerdotal,2,0,0,0,0,0,0,0,0,0,0,0,0,0
inscribe,0,0,0,0,0,0,0,0,0,0,0,0,5,0
mysterious,10,0,0,0,0,0,0,0,0,0,0,0,0,0
table,0,0,0,0,0,0,0,23,0,0,0,0,0,0
come,0,0,0,0,0,0,0,0,0,0,0,0,88,0
society,0,0,0,0,0,0,0,9,0,0,0,0,0,0
sacred,5,0,0,0,0,0,0,0,0,0,0,0,0,0
wear,0,0,0,0,0,0,0,0,0,0,0,0,23,0
obliterate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
freedom,0,0,0,0,0,0,0,1,0,0,0,0,0,0
escape,0,0,0,0,0,0,0,1,0,0,0,0,11,0
excrescence,0,0,0,0,0,0,0,1,0,0,0,0,0,0
philosophy,0,0,0,0,0,0,0,4,0,0,0,0,0,0
system,0,0,0,0,0,0,0,3,0,0,0,0,0,0
devour,0,0,0,0,0,0,0,0,0,0,0,0,14,0
religion,0,0,0,0,0,0,0,10,0,0,0,0,0,0
reproduce,0,0,0,0,0,0,0,0,0,0,0,0,3,0
state,0,0,0,0,0,0,0,9,0,0,0,0,1,0
leave,0,0,0,0,0,0,0,6,0,0,0,0,31,0
crowded,2,0,0,0,0,0,0,0,0,0,0,0,0,0
work,0,0,0,0,0,0,0,24,0,0,0,0,10,0
mutilate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
incomplete,3,0,0,0,0,0,0,0,0,0,0,0,0,0
clearly,0,0,3,0,0,0,0,0,0,0,0,0,0,0
near,1,14,6,0,0,0,0,0,0,0,0,0,1,0
period,0,0,0,0,0,0,0,3,0,0,0,0,0,0
organize,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rally,0,0,0,0,0,0,0,0,0,0,0,0,2,0
reclasse,0,0,0,0,0,0,0,0,0,0,0,0,1,0
element,0,0,0,0,0,0,0,2,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,0,0,0,14,0
ruin,0,0,0,0,0,0,0,4,0,0,0,0,5,0
amid,0,9,0,0,0,0,0,0,0,0,0,0,0,0
rubbish,0,0,0,0,0,0,0,4,0,0,0,0,0,0
anterior,2,0,0,0,0,0,0,0,0,0,0,0,0,0
rebuild,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hierarchic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
universe,0,0,0,0,0,0,0,3,0,0,0,0,0,0
keystone,0,0,0,0,0,0,0,3,0,0,0,0,0,0
vault,0,0,0,0,0,0,0,8,0,0,0,0,0,0
dull,5,0,0,0,0,0,0,0,0,0,0,0,0,0
echo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chaos,0,0,0,0,0,0,0,2,0,0,0,0,0,0
little,137,0,9,0,0,0,0,0,0,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,0,0,0,0,3,0
breath,0,0,0,0,0,0,0,13,0,0,0,0,0,0
hand,0,0,0,0,0,0,0,99,0,0,0,0,4,0
barbarian,0,0,0,0,0,0,0,3,0,0,0,0,0,0
fragment,0,0,0,0,0,0,0,2,0,0,0,0,0,0
dead,16,0,0,0,0,0,0,0,0,0,0,0,0,0
greek,12,0,0,0,0,0,0,0,0,0,0,0,0,0
roman,9,0,0,0,0,0,0,0,0,0,0,0,0,0
romanesque,11,0,0,0,0,0,0,0,0,0,0,0,0,0
sister,0,0,0,0,0,0,0,10,0,0,0,0,0,0
inalterable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
emblem,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pure,8,0,0,0,0,0,0,0,0,0,0,0,0,0
catholicism,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unchangeable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
papal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
day,0,0,1,0,0,0,0,97,0,0,0,0,0,0
sombre,10,0,0,0,0,0,0,0,0,0,0,0,0,0
style,0,0,0,0,0,0,0,4,0,0,0,0,1,0
authority,0,0,0,0,0,0,0,2,0,0,0,0,0,0
impenetrable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
absolute,2,0,0,0,0,0,0,0,0,0,0,0,0,0
caste,0,0,0,0,0,0,0,3,0,0,0,0,0,0
people,0,0,0,0,0,0,0,30,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,0,0,0,23,0
popular,8,0,0,0,0,0,0,0,0,0,0,0,0,0
cause,0,0,0,0,0,0,0,1,0,0,0,0,17,0
object,0,0,0,0,0,0,0,7,0,0,0,0,0,0
free,2,0,0,0,0,0,0,0,0,0,0,0,1,0
spirit,0,0,0,0,0,0,0,5,0,0,0,0,0,0
final,1,0,0,0,0,0,0,0,0,0,0,0,0,0
precipitate,0,0,0,0,0,0,0,1,0,0,0,0,1,0
spring,0,0,0,0,0,0,0,4,0,0,0,0,4,0
life,0,0,0,0,0,0,0,23,0,0,0,0,0,0
open,14,1,0,0,0,0,0,0,0,0,0,0,33,0
stormy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
league,0,0,0,0,0,0,0,7,0,0,0,0,0,0
waver,0,0,0,0,0,0,0,0,0,0,0,0,2,0
divide,0,0,0,0,0,0,0,0,0,0,0,0,2,0
feudalism,0,0,0,0,0,0,0,3,0,0,0,0,0,0
demand,0,0,0,0,0,0,0,0,0,0,0,0,12,0
share,0,0,0,0,0,0,0,1,0,0,0,0,2,0
await,0,0,0,0,0,0,0,0,0,0,0,0,4,0
inevitable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
arrival,0,0,0,0,0,0,0,4,0,0,0,0,0,0
assume,0,0,0,0,0,0,0,0,0,0,0,0,10,0
lion,0,0,0,0,0,0,0,3,0,0,0,0,0,0
quia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nominor,0,0,0,0,0,0,0,0,0,0,0,0,0,1
seignory,0,0,0,0,0,0,0,2,0,0,0,0,0,0
pierce,0,0,0,0,0,0,0,0,0,0,0,0,8,0
sacerdotalism,0,0,0,0,0,0,0,1,0,0,0,0,0,0
commonality,0,0,0,0,0,0,0,1,0,0,0,0,0,0
turn,0,0,0,0,0,0,0,15,0,0,0,0,49,0
time,0,0,0,0,0,0,0,92,0,0,0,0,0,0
ready,8,0,0,0,0,0,0,0,0,0,0,0,0,0
return,0,0,0,0,0,0,0,2,0,0,0,0,20,0
crusade,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pointed,6,0,0,0,0,0,0,0,0,0,0,0,0,0
nation,0,0,0,0,0,0,0,2,0,0,0,0,0,0
undergo,0,0,0,0,0,0,0,0,0,0,0,0,2,0
gradual,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dismemberment,0,0,0,0,0,0,0,1,0,0,0,0,0,0
die,0,0,0,0,0,0,0,0,0,0,0,0,24,0
desert,0,0,0,0,0,0,0,0,0,0,0,0,3,0
betake,0,0,0,0,0,0,0,0,0,0,0,0,2,0
blazon,0,0,0,0,0,0,0,0,0,0,0,0,2,0
donjon,0,0,0,0,0,0,0,0,0,0,0,0,0,1
order,0,0,0,0,0,0,0,29,0,0,0,0,1,0
lend,0,0,0,0,0,0,0,0,0,0,0,0,4,0
prestige,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dogmatic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
invade,0,0,0,0,0,0,0,0,0,0,0,0,1,0
henceforth,0,0,3,0,0,0,0,0,0,0,0,0,0,0
bourgeoisie,0,0,0,0,0,0,0,1,0,0,0,0,0,0
community,0,0,0,0,0,0,0,4,0,0,0,0,0,0
fall,0,0,0,0,0,0,0,2,0,0,0,0,43,0
build,0,0,0,0,0,0,0,0,0,0,0,0,6,0
fashion,0,0,0,0,0,0,0,9,0,0,0,0,1,0
farewell,0,0,0,0,0,0,3,0,0,0,0,0,0,0
mystery,0,0,0,0,0,0,0,1,0,0,0,0,0,0
