word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
value,0,0,0,0,0,14,0,0,0,0
caption,0,0,0,0,0,31,0,0,0,1
view,0,0,0,0,0,11,0,0,4,0
composite,0,0,0,0,0,3,0,0,0,0
image,0,0,0,0,0,39,0,0,4,0
current,3,0,0,0,0,11,0,0,0,0
model,0,0,0,0,0,14,0,0,0,0
origin,0,0,0,0,0,9,0,0,0,0
suggest,0,0,0,0,0,0,0,0,16,0
instead,0,0,5,0,0,0,0,0,0,0
core,0,0,0,0,0,21,0,0,0,0
result,0,0,0,0,0,12,0,0,9,0
develop,0,0,0,0,0,0,0,0,4,0
release,0,0,0,0,0,2,0,0,5,0
increase,0,0,0,0,0,2,0,0,14,0
capable,1,0,0,0,0,0,0,0,0,0
attract,0,0,0,0,0,0,0,0,1,0
accumulate,0,0,0,0,0,0,0,0,4,0
envelope,0,0,0,0,0,3,0,0,0,0
constitute,0,0,0,0,0,0,0,0,7,0
fluid,14,0,0,0,0,9,0,0,0,0
mantle,0,0,0,0,0,2,0,0,0,0
mix,0,0,0,0,0,0,0,0,8,0
outgas,0,0,0,0,0,0,0,0,1,0
presently,0,0,2,0,0,0,0,0,0,0
observe,0,0,0,0,0,0,0,0,31,0
enrichment,0,0,0,0,0,2,0,0,0,0
heavy,7,0,0,0,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,0,12,0
reflect,0,0,0,0,0,0,0,0,12,0
concentration,0,0,0,0,0,3,0,0,0,0
internal,24,0,0,0,0,0,0,0,0,0
heat,0,0,0,0,0,26,0,0,3,0
source,0,0,0,0,0,18,0,0,0,0
emit,0,0,0,0,0,0,0,0,2,0
energy,0,0,0,0,0,28,0,0,0,0
pressure,0,0,0,0,0,40,0,0,0,0
interior,2,0,0,0,0,46,0,0,0,0
exist,0,0,0,0,0,0,0,0,11,0
metallic,13,0,0,0,0,0,0,0,0,0
state,0,0,0,0,0,6,0,0,0,0
magnetosphere,0,0,0,0,0,28,0,0,0,0
apparent,3,0,0,0,0,0,0,0,0,0
exceed,0,0,0,0,0,0,0,0,7,0
burst,0,0,0,0,0,2,0,0,0,0
radio,0,0,0,0,0,12,0,0,0,0
noise,0,0,0,0,0,1,0,0,0,0
frequency,0,0,0,0,0,1,0,0,0,0
occasionally,0,0,2,0,0,0,0,0,0,0
radiate,0,0,0,0,0,0,0,0,9,0
despite,0,0,0,0,0,0,0,3,0,0
superlative,0,0,0,0,0,1,0,0,0,0
entirely,0,0,2,0,0,0,0,0,0,0
mean,25,0,0,0,0,1,0,0,4,0
knowledge,0,0,0,0,0,4,0,0,0,0
dramatically,0,0,1,0,0,0,0,0,0,0
exploration,0,0,0,0,0,4,0,0,0,0
spacecraft,0,0,0,0,0,41,0,0,0,0
mission,0,0,0,0,0,9,0,0,0,0
orbiter,0,0,0,0,0,4,0,0,0,0
probe,0,0,0,0,0,17,0,0,0,0
arrive,0,0,0,0,0,0,0,0,3,0
serve,0,0,0,0,0,0,0,0,1,0
scout,0,0,0,0,0,1,0,0,0,0
show,0,0,0,0,0,0,0,0,28,0
radiation,0,0,0,0,0,9,0,0,0,0
tolerable,1,0,0,0,0,0,0,0,0,0
map,0,0,0,0,0,0,0,0,1,0
main,14,0,0,0,0,0,0,0,0,0
great,23,0,0,0,0,0,0,0,0,0
number,0,0,0,0,0,12,0,0,0,0
increased,1,0,0,0,0,0,0,0,0,0
sophistication,0,0,0,0,0,1,0,0,0,0
instrument,0,0,0,0,0,4,0,0,0,0
provide,0,0,0,0,0,0,0,0,9,0
new,10,0,0,0,0,0,0,0,0,0
information,0,0,0,0,0,4,0,0,0,0
analyze,0,0,0,0,0,0,0,0,2,0
begin,0,0,0,0,0,0,0,0,6,0
previous,2,0,0,0,0,0,0,0,0,0
flyby,0,0,0,0,0,5,0,0,0,0
go,0,0,0,0,0,0,0,0,3,0
intensive,1,0,0,0,0,0,0,0,0,0
investigation,0,0,0,0,0,2,0,0,0,0
entire,4,0,0,0,0,0,0,0,0,0
expect,0,0,0,0,0,0,0,0,15,0
complete,1,0,0,0,0,0,0,0,2,0
tenth,1,0,0,0,0,1,0,0,0,0
south,9,0,1,0,0,8,0,0,0,0
pole,0,0,0,0,0,27,0,0,0,0
cyclone,0,0,0,0,0,2,0,0,0,0
unlike,2,9,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,0,1,0
look,0,0,0,0,0,1,0,0,4,0
late,4,0,0,0,0,0,0,0,0,0
early,6,0,0,0,0,0,0,0,0,0
way,0,0,0,0,0,7,0,0,0,0
observation,0,0,0,0,0,25,0,0,0,0
impact,0,0,0,0,0,22,0,0,2,0
fragment,0,0,0,0,0,8,0,0,1,0
nucleus,0,0,0,0,0,3,0,0,0,0
yield,0,0,0,0,0,0,0,0,1,0
structure,0,0,0,0,0,17,0,0,0,0
equatorial,23,0,0,0,0,0,0,0,0,0
kilometre,0,0,0,0,0,3,0,0,0,0
mile,0,0,0,0,0,77,0,0,0,0
million,0,0,0,0,0,0,27,0,0,0
special,2,0,0,0,0,0,0,0,0,0
interest,0,0,0,0,0,3,0,0,0,0
gram,0,0,0,0,0,10,0,0,0,0
cubic,10,0,0,0,0,0,0,0,0,0
couple,0,0,0,0,0,0,0,0,1,0
short,7,0,1,0,0,0,0,0,0,0
rotation,0,0,0,0,0,50,0,0,0,0
period,0,0,0,0,0,37,0,0,0,0
minute,0,0,0,0,0,10,0,0,0,0
establish,0,0,0,0,0,0,0,0,5,0
second,3,0,3,0,0,15,0,0,0,0
refer,0,0,0,0,0,0,0,0,3,0
speed,0,0,0,0,0,3,0,0,2,0
equator,0,0,0,0,0,19,0,0,0,0
latitude,0,0,0,0,0,19,0,0,0,0
respectively,0,0,5,0,0,0,0,0,0,0
layer,0,0,0,0,0,23,0,0,1,0
transition,0,0,0,0,0,5,0,0,0,0
gradually,0,0,2,0,0,0,0,0,0,0
depth,0,0,0,0,0,10,0,0,0,0
variation,0,0,0,0,0,4,0,0,0,0
different,15,0,0,0,0,0,0,0,0,0
velocity,0,0,0,0,0,7,0,0,0,0
iii,0,0,0,0,0,0,1,0,0,0
deduce,0,0,0,0,0,0,0,0,5,0
base,0,0,0,0,0,0,0,0,15,0
wavelength,0,0,0,0,0,7,0,0,0,0
confirm,0,0,0,0,0,0,0,0,3,0
direct,7,0,0,0,0,0,0,0,1,0
measurement,0,0,0,0,0,7,0,0,0,0
constant,3,0,0,0,0,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,3,0
generate,0,0,0,0,0,0,0,0,16,0
spot,0,0,0,0,0,18,0,0,0,0
modest,1,0,0,0,0,0,0,0,0,0
detail,0,0,0,0,0,3,0,0,0,0
region,0,0,0,0,0,32,0,0,0,0
contain,0,0,0,0,0,0,0,0,10,0
type,0,0,0,0,0,1,0,0,0,0
separate,1,0,0,0,0,0,0,0,2,0
vertically,0,0,2,0,0,0,0,0,0,0
horizontally,0,0,1,0,0,0,0,0,0,0
change,0,0,0,0,0,2,0,0,2,0
underlie,0,0,0,0,0,0,0,0,3,0
latitudinal,2,0,0,0,0,0,0,0,0,0
maintain,0,0,0,0,0,0,0,0,4,0
stability,0,0,0,0,0,2,0,0,0,0
decade,0,0,0,0,0,1,0,0,0,0
describe,0,0,0,0,0,0,0,0,2,0
appearance,0,0,0,0,0,7,0,0,0,0
term,0,0,0,0,0,8,0,0,0,0
standard,1,0,0,0,0,0,0,0,0,0
nomenclature,0,0,0,0,0,3,0,0,0,0
alternate,1,0,0,0,0,0,0,0,1,0
dark,20,0,0,0,0,0,0,0,0,0
belt,0,0,0,0,0,8,0,0,0,0
zone,0,0,0,0,0,4,0,0,0,0
persistence,0,0,0,0,0,2,0,0,0,0
example,0,0,0,0,0,4,0,0,0,0
fade,0,0,0,0,0,0,0,0,3,0
away,0,0,3,0,0,0,0,0,0,0
totally,0,0,3,0,0,0,0,0,0,0
disappear,0,0,0,0,0,0,0,0,3,0
recently,0,0,1,0,0,0,0,0,0,0
reappear,0,0,0,0,0,0,0,0,1,0
month,0,0,0,0,0,2,0,0,0,0
later,1,0,8,0,0,0,0,0,0,0
computer,0,0,0,0,0,1,0,0,0,0
visualization,0,0,0,0,0,1,0,0,0,0
portion,0,0,0,0,0,7,0,0,0,0
simulate,0,0,0,0,0,0,0,0,1,0
close,16,0,4,0,0,0,0,0,0,0
transmit,0,0,0,0,0,0,0,0,1,0
reveal,0,0,0,0,0,0,0,0,21,0
variety,0,0,0,0,0,5,0,0,0,0
elliptical,3,0,0,0,0,0,0,0,0,0
reminiscent,2,0,0,0,0,0,0,0,0,0
cyclonic,1,0,0,0,0,0,0,0,0,0
anticyclonic,1,0,0,0,0,0,0,0,0,0
motion,0,0,0,0,0,21,0,0,0,0
appear,0,0,0,0,0,0,0,0,19,0
scale,0,0,0,0,0,7,0,0,0,0
vary,0,0,0,0,0,0,0,0,4,0
size,0,0,0,0,0,34,0,0,0,0
location,0,0,0,0,0,2,0,0,0,0
pastel,1,0,0,0,0,0,0,0,0,0
shade,0,0,0,0,0,1,0,0,0,0
colour,0,0,0,0,0,15,0,0,2,0
tawny,2,0,0,0,0,0,0,0,0,0
yellow,2,0,0,0,0,1,0,0,0,0
characterize,0,0,0,0,0,0,0,0,1,0
brown,2,0,0,0,0,1,0,0,0,0
gray,3,0,0,0,0,1,0,0,0,0
salmon,0,0,0,0,0,1,0,0,0,0
coloured,4,0,0,0,0,0,0,0,0,0
prominent,1,0,0,0,0,0,0,0,0,0
live,0,0,0,0,0,0,0,0,6,0
topographic,1,0,0,0,0,0,0,0,0,0
circulation,0,0,0,0,0,5,0,0,0,0
dominate,0,0,0,0,0,0,0,0,10,0
lack,0,0,0,0,0,2,0,0,3,0
physical,2,0,0,0,0,0,0,0,0,0
boundary,0,0,0,0,0,5,0,0,0,0
capacity,0,0,0,0,0,1,0,0,0,0
make,0,0,0,0,0,0,0,0,15,0
associate,0,0,0,0,0,0,0,0,6,0
remarkable,2,0,0,0,0,0,0,0,0,0
longitude,0,0,0,0,0,2,0,0,0,0
respect,0,0,0,0,0,6,0,0,0,0
thermal,5,0,0,0,0,0,0,0,0,0
emission,0,0,0,0,0,8,0,0,0,0
detect,0,0,0,0,0,0,0,0,23,0
purple,1,0,0,0,0,0,0,0,0,0
area,0,0,0,0,0,9,0,0,0,0
cover,0,0,0,0,0,0,0,0,4,0
swirl,0,0,0,0,0,0,0,0,1,0
sized,7,0,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,4,0,0,0,0
unknown,4,0,0,0,0,0,0,0,0,0
start,0,0,0,0,0,1,0,0,1,0
century,0,0,0,0,0,10,0,0,0,0
extensive,3,0,0,0,0,0,0,0,0,0
lifetime,0,0,0,0,0,5,0,0,0,0
count,0,0,0,0,0,0,0,0,1,0
day,0,0,0,0,0,2,0,0,0,0
continuously,0,0,1,0,0,0,0,0,0,0
maximum,2,0,0,0,0,0,0,0,0,0
extent,0,0,0,0,0,1,0,0,0,0
shrink,0,0,0,0,0,0,0,0,3,0
decidedly,0,0,1,0,0,0,0,0,0,0
circular,4,0,0,0,0,0,0,0,0,0
accelerated,1,0,0,0,0,0,0,0,0,0
rate,0,0,0,0,0,4,0,0,0,0
accommodate,0,0,0,0,0,0,0,0,1,0
probably,0,0,16,0,0,0,0,0,0,0
responsible,5,0,0,0,0,0,0,0,0,0
longevity,0,0,0,0,0,1,0,0,0,0
distinct,5,0,0,0,0,0,0,0,0,0
false,1,0,0,0,0,0,0,0,0,0
mosaic,0,0,0,0,0,1,0,0,0,0
white,7,0,0,0,0,0,0,0,0,0
match,0,0,0,0,0,0,0,0,2,0
variability,0,0,0,0,0,1,0,0,0,0
successfully,0,0,1,0,0,0,0,0,0,0
correlate,0,0,0,0,0,0,0,0,1,0
phenomenon,0,0,0,0,0,3,0,0,0,0
voyager,1,0,0,0,0,3,0,0,0,0
circulate,0,0,0,0,0,0,0,0,1,0
counterclockwise,3,0,2,0,0,0,0,0,0,0
seven,0,0,0,0,0,0,5,0,0,0
correspond,0,0,0,0,0,0,0,0,6,0
superhurricane,1,0,0,0,0,0,0,0,0,0
force,0,0,0,0,0,7,0,0,0,0
periphery,0,0,0,0,0,1,0,0,0,0
remarkably,0,0,4,0,0,0,0,0,0,0
tranquil,1,0,0,0,0,0,0,0,0,0
clear,6,0,0,0,0,0,0,0,0,0
upwelling,0,0,0,0,0,2,0,0,0,0
divergence,0,0,0,0,0,1,0,0,0,0
anticyclone,0,0,0,0,0,1,0,0,0,0
vortex,0,0,0,0,0,4,0,0,0,0
eddy,0,0,0,0,0,2,0,0,0,0
presumably,0,0,3,0,0,0,0,0,0,0
accompany,0,0,0,0,0,0,0,0,5,0
reach,0,0,0,0,0,0,0,0,6,0
upper,8,0,0,0,0,0,0,0,0,0
hundred,0,0,0,0,0,2,0,0,0,0
degree,0,0,0,0,0,3,0,0,0,0
hot,9,0,0,0,0,0,0,0,0,0
heating,0,0,0,0,0,5,0,0,0,0
extend,0,0,0,0,0,0,0,0,12,0
jupiter,0,0,0,0,0,2,0,0,0,0
altitude,0,0,0,0,0,8,0,0,0,0
kelvin,0,0,0,0,0,5,0,0,0,0
frozen,4,0,0,0,0,0,0,0,0,0
crystal,0,0,0,0,0,6,0,0,0,0
analogous,3,0,0,0,0,0,0,0,0,0
cirrus,0,0,0,0,0,1,0,0,0,0
widely,0,0,2,0,0,0,0,0,0,0
distribute,0,0,0,0,0,0,0,0,2,0
level,0,0,0,0,0,21,0,0,0,0
ammonium,0,0,0,0,0,4,0,0,0,0
hydrosulfide,0,0,0,0,0,2,0,0,0,0
sulfur,0,0,0,0,0,16,0,0,0,0
compound,0,0,0,0,0,19,0,0,0,0
polysulfide,0,0,0,0,0,1,0,0,0,0
invoke,0,0,0,0,0,0,0,0,2,0
colouring,0,0,0,0,0,1,0,0,0,0
agent,0,0,0,0,0,1,0,0,0,0
relatively,0,0,17,0,0,0,0,0,0,0
cosmos,0,0,0,0,0,1,0,0,0,0
sulfide,0,0,0,0,0,9,0,0,0,0
notably,0,0,2,0,0,0,0,0,0,0
absent,1,0,0,0,0,0,0,0,0,0
left,4,0,2,0,0,2,0,0,0,0
tropical,2,0,0,0,0,0,0,0,0,0
right,4,0,1,0,0,2,0,0,0,0
wave,0,0,0,0,0,6,0,0,0,0
primarily,0,0,6,0,0,0,0,0,0,0
equilibrium,0,0,0,0,0,3,0,0,0,0
condition,0,0,0,0,0,4,0,0,0,0
react,0,0,0,0,0,0,0,0,1,0
average,5,0,0,0,0,0,0,0,0,0
chemically,0,0,1,0,0,0,0,0,0,0
surmise,0,0,0,0,0,0,0,0,1,0
find,0,0,0,0,0,1,0,0,23,0
spectroscopic,5,0,0,0,0,0,0,0,0,0
absence,0,0,0,0,0,5,0,0,0,0
understand,0,0,0,0,0,0,0,0,4,0
postulate,0,0,0,0,0,0,0,0,2,0
detectable,4,0,0,0,0,0,0,0,0,0
chemistry,0,0,0,0,0,1,0,0,0,0
drive,0,0,0,0,0,0,0,0,5,0
local,1,0,0,0,0,0,0,0,0,0
lightning,0,0,0,0,0,3,0,0,0,0
discharge,0,0,0,0,0,1,0,0,0,0
ultraviolet,8,0,0,0,0,3,0,0,0,0
undetermined,1,0,0,0,0,0,0,0,0,0
investigator,0,0,0,0,0,1,0,0,0,0
viable,1,0,0,0,0,0,0,0,0,0
droplet,0,0,0,0,0,4,0,0,0,0
dilute,1,0,0,0,0,0,0,0,0,0
solution,0,0,0,0,0,4,0,0,0,0
hydroxide,0,0,0,0,0,1,0,0,0,0
enter,0,0,0,0,0,0,0,0,2,0
fail,0,0,0,0,0,0,0,0,2,0
presence,0,0,0,0,0,10,0,0,0,0
absorption,0,0,0,0,0,6,0,0,0,0
spectroscopy,0,0,0,0,0,2,0,0,0,0
molecular,11,0,0,0,0,0,0,0,0,0
weak,4,0,0,0,0,0,0,0,0,0
interact,0,0,0,0,0,0,0,0,9,0
weakly,0,0,1,0,0,0,0,0,0,0
electromagnetic,1,0,0,0,0,0,0,0,0,0
subsequent,4,0,0,0,0,0,0,0,0,0
study,0,0,0,0,0,7,0,0,4,0
lead,0,0,0,0,0,0,0,0,10,0
list,0,0,0,0,0,1,0,0,0,0
constituent,1,0,0,0,0,5,0,0,0,0
discovery,0,0,0,0,0,9,0,0,0,0
arsenic,0,0,0,0,0,2,0,0,0,0
arsine,0,0,0,0,0,1,0,0,0,0
carry,0,0,0,0,0,0,0,0,3,0
spectrometer,0,0,0,0,0,3,0,0,0,0
atom,0,0,0,0,0,3,0,0,0,0
molecule,0,0,0,0,0,12,0,0,0,0
charge,0,0,0,0,0,1,0,0,19,0
spread,0,0,0,0,0,1,0,0,8,0
accord,0,0,0,0,0,0,0,0,4,0
technique,0,0,0,0,0,1,0,0,0,0
advantage,0,0,0,0,0,1,0,0,0,0
measure,0,0,0,0,0,1,0,0,21,0
noble,1,0,0,0,0,0,0,0,0,0
neon,0,0,0,0,0,2,0,0,0,0
infrared,12,0,0,0,0,1,0,0,0,0
descend,0,0,0,0,0,0,0,0,3,0
parachute,0,0,0,0,0,1,0,0,1,0
abundance,0,0,0,0,0,7,0,0,0,0
