word,ADJ,ADP,ADV,DET,INTJ,NOUN,NUM,PUNCT,SCONJ,VERB,X
admission,0,0,0,0,0,3,0,0,0,0,0
collect,0,0,0,0,0,0,0,0,0,2,0
sift,0,0,0,0,0,0,0,0,0,1,0
geographical,7,0,0,0,0,0,0,0,0,0,0
datum,0,0,0,0,0,2,0,0,0,0,0
instead,0,0,8,0,0,0,0,0,0,0,0
writing,0,0,0,0,0,3,0,0,0,0,0
selectively,0,0,1,0,0,0,0,0,0,0,0
introduce,0,0,0,0,0,0,0,0,0,1,0
current,3,0,0,0,0,3,0,0,0,0,0
chiefly,0,0,4,0,0,0,0,0,0,0,0
asian,2,0,0,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,2,0
substance,0,0,0,0,0,1,0,0,0,0,0
cartographical,1,0,0,0,0,0,0,0,0,0,0
innovation,0,0,0,0,0,1,0,0,0,0,0
degree,0,0,0,0,0,6,0,0,0,0,0
roughly,0,0,1,0,0,0,0,0,0,0,0
make,0,0,0,0,0,0,0,0,0,10,0
exact,3,0,0,0,0,0,0,0,0,0,0
duplicate,0,0,0,0,0,1,0,0,0,0,0
resident,0,0,0,0,0,3,0,0,0,0,0
possess,0,0,0,0,0,0,0,0,0,2,0
detailed,4,0,0,0,0,0,0,0,0,0,0
image,0,0,0,0,0,4,0,0,0,0,0
inhabited,1,0,0,0,0,0,0,0,0,0,0
height,0,0,0,0,0,6,0,0,0,0,0
source,0,0,0,0,0,13,0,0,0,0,0
seriously,0,0,1,0,0,0,0,0,0,0,0
distorted,2,0,0,0,0,0,0,0,0,0,0
size,0,0,0,0,0,1,0,0,0,0,0
orientation,0,0,0,0,0,1,0,0,0,0,0
compare,0,0,0,0,0,1,0,0,0,3,0
reflection,0,0,0,0,0,1,0,0,0,0,0
incomplete,2,0,0,0,0,0,0,0,0,0,0
inaccurate,2,0,0,0,0,0,0,0,0,0,0
description,0,0,0,0,0,11,0,0,0,0,0
system,0,0,0,0,0,4,0,0,0,0,0
disposal,0,0,0,0,0,1,0,0,0,0,0
byzantine,4,0,0,0,0,0,0,0,0,0,0
copy,0,0,0,0,0,9,0,0,0,0,0
illustrate,0,0,0,0,0,0,0,0,0,2,0
expert,1,0,0,0,0,1,0,0,0,0,0
reconstruction,0,0,0,0,0,1,0,0,0,0,0
numerous,6,0,0,0,0,0,0,0,0,0,0
print,0,0,0,0,0,1,0,0,0,5,0
edition,0,0,0,0,0,3,0,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,13,0
attest,0,0,0,0,0,0,0,0,0,1,0
profound,3,0,0,0,0,0,0,0,0,0,0
impression,0,0,0,0,0,4,0,0,0,0,0
rediscovery,0,0,0,0,0,1,0,0,0,0,0
humanist,0,0,0,0,0,2,0,0,0,0,0
maritime,3,0,0,0,0,0,0,0,0,0,0
shore,0,0,0,0,0,9,0,0,0,0,0
economic,3,0,0,0,0,0,0,0,0,0,0
military,10,0,0,0,0,0,0,0,0,0,0
ready,5,0,0,0,0,0,0,0,0,0,0
overseas,2,0,1,0,0,0,0,0,0,0,0
flawed,1,0,0,0,0,0,0,0,0,0,0
shape,0,0,0,0,0,2,0,0,0,2,0
create,0,0,0,0,0,0,0,0,0,3,0
reckoning,0,0,0,0,0,2,0,0,0,0,0
broad,2,0,0,0,0,0,0,0,0,0,0
half,2,0,0,1,0,1,0,0,0,0,0
true,10,0,0,0,0,0,0,0,0,0,0
extent,0,0,0,0,0,8,0,0,0,0,0
calculate,0,0,0,0,0,0,0,0,0,1,0
peninsula,0,0,0,0,0,7,0,0,0,0,0
sweep,0,0,0,0,0,0,0,0,0,2,0
southwestward,0,0,4,0,0,0,0,0,0,0,0
join,0,0,0,0,0,0,0,0,0,11,0
effect,0,0,0,0,0,4,0,0,0,1,0
enclosed,1,0,0,0,0,0,0,0,0,0,0
inland,1,0,0,0,0,1,0,0,0,0,0
chance,0,0,0,0,0,6,0,0,0,0,0
success,0,0,0,0,0,7,0,0,0,0,0
short,8,0,1,0,0,0,0,0,0,0,0
process,0,0,0,0,0,3,0,0,0,0,0
navigator,0,0,0,0,0,36,0,0,0,0,0
prelude,0,0,0,0,0,1,0,0,0,0,0
italian,18,0,0,0,0,0,0,0,0,0,0
missionary,2,0,0,0,0,6,0,0,0,0,0
link,0,0,0,0,0,0,0,0,0,2,0
alexandrian,1,0,0,0,0,0,0,0,0,0,0
add,0,0,0,0,0,0,0,0,0,7,0
cut,0,0,0,0,0,1,0,0,0,0,0
certainly,0,0,7,0,0,0,0,0,0,0,0
usually,0,0,5,0,0,0,0,0,0,0,0
change,0,0,0,0,0,4,0,0,0,3,0
mart,0,0,0,0,0,1,0,0,0,0,0
disorganized,1,0,0,0,0,0,0,0,0,0,0
war,0,0,0,0,0,14,0,0,0,1,0
tribe,0,0,0,0,0,1,0,0,0,0,0
chief,7,0,0,0,0,4,0,0,0,0,0
assume,0,0,0,0,0,0,0,0,0,5,0
title,0,0,0,0,0,14,0,0,0,2,0
campaign,0,0,0,0,0,5,0,0,0,0,0
control,0,0,0,0,0,6,0,0,0,3,0
army,0,0,0,0,0,5,0,0,0,0,0
successor,0,0,0,0,0,3,0,0,0,0,0
build,0,0,0,0,0,0,0,0,0,9,0
enormous,3,0,0,0,0,0,0,0,0,0,0
supreme,6,0,1,0,0,0,0,0,0,0,0
perspicacity,0,0,0,0,0,1,0,0,0,0,0
friendship,0,0,0,0,0,3,0,0,0,0,0
heavily,0,0,2,0,0,0,0,0,0,0,0
scale,0,0,0,0,0,1,0,0,0,0,0
favour,0,0,0,0,0,6,0,0,0,3,0
protection,0,0,0,0,0,2,0,0,0,0,0
silk,0,0,0,0,0,4,0,0,0,0,0
legendary,8,0,0,0,0,0,0,0,0,0,0
friar,0,0,0,0,0,18,0,0,0,0,0
diligently,0,0,1,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,4,0,0,0,0,0
state,0,0,0,0,0,8,0,0,0,4,0
exhort,0,0,0,0,0,0,0,0,0,1,0
bloody,1,0,0,0,0,0,0,0,0,0,0
slaughter,0,0,0,0,0,1,0,0,0,0,0
mankind,0,0,0,0,0,1,0,0,0,0,0
faith,0,0,0,0,0,5,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,23,0
forth,0,0,4,0,0,0,0,0,0,0,0
caravan,0,0,0,0,0,5,0,0,0,0,0
confident,1,0,0,0,0,0,0,0,0,0,0
city,0,0,0,0,0,29,0,0,0,0,0
have,0,0,0,0,0,0,0,0,0,14,0
wall,0,0,0,0,0,1,0,0,0,1,0
silver,0,0,0,0,0,2,0,0,0,0,0
tower,0,0,0,0,0,3,0,0,0,0,0
credibly,0,0,1,0,0,0,0,0,0,0,0
informed,1,0,0,0,0,0,0,0,0,0,0
wealthy,3,0,0,0,0,0,0,0,0,0,0
home,0,0,11,0,0,2,0,0,0,0,0
spend,0,0,0,0,0,0,0,0,0,12,0
accept,0,0,0,0,0,0,0,0,0,9,0
invitation,0,0,0,0,0,2,0,0,0,0,0
party,0,0,0,0,0,5,0,0,0,0,0
envoy,0,0,0,0,0,4,0,0,0,0,0
khan,0,0,0,0,0,13,0,0,0,0,0
tablet,0,0,0,0,0,1,0,0,0,0,0
conduct,0,0,0,0,0,3,0,0,0,2,0
beg,0,0,0,0,0,0,0,0,0,1,0
pope,0,0,0,0,0,11,0,0,0,0,0
wise,2,0,0,0,0,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,0,0,9,0
law,0,0,0,0,0,2,0,0,0,0,0
conversant,1,0,0,0,0,0,0,0,0,0,0
seven,0,0,0,0,0,0,4,0,0,0,0
art,0,0,0,0,0,4,0,0,0,0,0
preach,0,0,0,0,0,0,0,0,0,1,0
people,0,0,0,0,0,17,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,17,0
toil,0,0,0,0,0,0,0,0,0,1,0
dead,5,0,0,0,0,0,0,0,0,0,0
son,0,0,0,0,0,31,0,0,0,0,0
youth,0,0,0,0,0,2,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,4,0
note,0,0,0,0,0,1,0,0,0,3,0
life,0,0,0,0,0,29,0,0,0,0,0
dictate,0,0,0,0,0,0,0,0,0,4,0
fellow,1,0,0,0,0,1,0,0,0,0,0
prisoner,0,0,0,0,0,3,0,0,0,0,0
different,7,0,0,0,0,0,0,0,0,0,0
port,0,0,0,0,0,23,0,0,0,0,0
cross,0,0,1,0,0,1,0,0,0,16,0
edge,0,0,0,0,0,1,0,0,0,0,0
illustration,0,0,0,0,0,4,0,0,0,0,0
bind,0,0,0,0,0,0,0,0,0,2,0
interesting,2,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,12,0
appreciate,0,0,0,0,0,0,0,0,0,2,0
service,0,0,0,0,0,12,0,0,0,0,0
administrator,0,0,0,0,0,2,0,0,0,0,0
busy,3,0,0,0,0,0,0,0,0,0,0
remote,3,0,0,0,0,0,0,0,0,0,0
province,0,0,0,0,0,10,0,0,0,0,0
report,0,0,0,0,0,6,0,0,0,9,0
describe,0,0,0,0,0,0,0,0,0,14,0
main,5,0,0,0,0,0,0,0,0,0,0
highroad,0,0,0,0,0,1,0,0,0,0,0
apart,0,0,2,0,0,0,0,0,0,0,0
station,0,0,0,0,0,2,0,0,0,0,0
accommodation,0,0,0,0,0,1,0,0,0,0,0
horse,0,0,0,0,0,6,0,0,0,0,0
readiness,0,0,0,0,0,1,0,0,0,0,0
cause,0,0,0,0,0,1,0,0,0,8,0
tree,0,0,0,0,0,2,0,0,0,0,0
plant,0,0,0,0,0,0,0,0,0,4,0
shade,0,0,0,0,0,1,0,0,0,0,0
summer,0,0,0,0,0,4,0,0,0,0,0
mark,0,0,0,0,0,1,0,0,0,7,0
winter,0,0,0,0,0,5,0,0,0,0,0
ground,0,0,0,0,0,4,0,0,0,0,0
cover,0,0,0,0,0,0,0,0,0,5,0
snow,0,0,0,0,0,1,0,0,0,0,0
border,0,0,0,0,0,3,0,0,0,0,0
noble,4,0,0,0,0,3,0,0,0,0,0
magnificent,3,0,0,0,0,0,0,0,0,0,0
signify,0,0,0,0,0,0,0,0,0,1,0
merit,0,0,0,0,0,1,0,0,0,1,0
pre,0,0,0,0,0,1,0,0,0,0,0
eminence,0,0,0,0,0,1,0,0,0,0,0
point,0,0,0,0,0,18,0,0,0,0,0
grandeur,0,0,0,0,0,1,0,0,0,0,0
beauty,0,0,0,0,0,1,0,0,0,0,0
hear,0,0,0,0,0,0,0,0,0,8,0
situate,0,0,0,0,0,0,0,0,0,1,0
abundance,0,0,0,0,0,1,0,0,0,0,0
inexhaustible,1,0,0,0,0,0,0,0,0,0,0
superlative,0,0,0,0,0,1,0,0,0,0,0
reserve,0,0,0,0,0,1,0,0,0,2,0
capital,0,0,0,0,0,7,0,0,0,0,0
splendour,0,0,0,0,0,2,0,0,0,0,0
rare,1,0,0,0,0,0,0,0,0,0,0
part,0,0,0,0,0,13,0,0,0,1,0
few,1,0,0,0,0,0,0,0,0,0,0
carriage,0,0,0,0,0,1,0,0,0,0,0
pack,0,0,0,0,0,1,0,0,0,0,0
load,0,0,0,0,0,0,0,0,0,2,0
raw,1,0,0,0,0,0,0,0,0,0,0
daily,1,0,1,0,0,0,0,0,0,0,0
entry,0,0,0,0,0,4,0,0,0,0,0
tissue,0,0,0,0,0,1,0,0,0,0,0
manufacture,0,0,0,0,0,0,0,0,0,1,0
immense,1,0,0,0,0,0,0,0,0,0,0
wonder,0,0,0,0,0,1,0,0,0,0,0
enthralled,1,0,0,0,0,0,0,0,0,0,0
permit,0,0,0,0,0,0,0,0,0,2,0
depart,0,0,0,0,0,0,0,0,0,7,0
franciscan,16,0,0,0,0,0,0,0,0,0,0
archbishop,0,0,0,0,0,8,0,0,0,0,0
monk,0,0,0,0,0,2,0,0,0,0,0
considerable,4,0,0,0,0,0,0,0,0,0,0
influence,0,0,0,0,0,4,0,0,0,1,0
day,0,0,0,0,0,31,0,0,0,0,0
spurious,1,0,0,0,0,0,0,0,0,0,0
english,15,0,0,0,0,0,0,0,0,0,0
quarry,0,0,0,0,0,0,0,0,0,1,0
medieval,8,0,0,0,0,0,0,0,0,0,0
traditional,7,0,0,0,0,0,0,0,0,0,0
pilgrimage,0,0,0,0,0,6,0,0,0,0,0
extensively,0,0,2,0,0,0,0,0,0,0,0
northernmost,1,0,0,0,0,0,0,0,0,0,0
astonish,0,0,0,0,0,0,0,0,0,1,0
huge,2,0,0,0,0,0,0,0,0,0,0
hippopotamus,0,0,0,0,0,1,0,0,0,0,0
elephant,0,0,0,0,0,1,0,0,0,0,0
kiss,0,0,0,0,0,0,0,0,0,2,0
settle,0,0,0,0,0,0,0,0,0,5,0
wing,0,0,0,0,0,1,0,0,0,0,0
bounty,0,0,0,0,0,1,0,0,0,0,0
perspicacious,1,0,0,0,0,0,0,0,0,0,0
survive,0,0,0,0,0,0,0,0,0,12,0
translation,0,0,0,0,0,3,0,0,0,0,0
publish,0,0,0,0,0,0,0,0,0,4,0
german,4,0,0,0,0,0,0,0,0,0,0
maker,0,0,0,0,0,2,0,0,0,0,0
recently,0,0,4,0,0,0,0,0,0,0,0
navigate,0,0,0,0,0,0,0,0,0,4,0
moroccan,5,0,0,0,0,0,0,0,0,0,0
site,0,0,0,0,0,2,0,0,0,0,0
annotate,0,0,0,0,0,0,0,0,0,1,0
latin,3,0,0,0,0,0,0,0,0,0,0
journal,0,0,0,0,0,3,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,7,0
promise,0,0,0,0,0,2,0,0,0,7,0
reward,0,0,0,0,0,5,0,0,0,2,0
prince,0,0,0,0,0,10,0,0,0,0,0
initiate,0,0,0,0,0,0,0,0,0,4,0
enterprise,0,0,0,0,0,6,0,0,0,0,0
mixed,1,0,0,0,0,0,0,0,0,0,0
curious,2,0,0,0,0,0,0,0,0,0,0
interested,7,0,0,0,0,0,0,0,0,0,0
aid,0,0,0,0,0,3,0,0,0,1,0
well,4,0,3,0,0,0,0,0,0,0,0
design,0,0,0,0,0,3,0,0,0,2,0
eager,2,0,0,0,0,0,0,0,0,0,0
test,0,0,0,0,0,0,0,0,0,1,0
crusader,0,0,0,0,0,1,0,0,0,0,0
hope,0,0,0,0,0,12,0,0,0,8,0
attack,0,0,0,0,0,1,0,0,0,5,0
rear,0,0,0,0,0,1,0,0,0,0,0
promotion,0,0,0,0,0,1,0,0,0,0,0
profitable,2,0,0,0,0,0,0,0,0,0,0
divert,0,0,0,0,0,0,0,0,0,3,0
ivory,0,0,0,0,0,1,0,0,0,0,0
away,0,0,8,0,0,0,0,0,0,0,0
channel,0,0,0,0,0,0,0,0,0,1,0
mouth,0,0,0,0,0,15,0,0,0,0,0
form,0,0,0,0,0,1,0,0,0,5,0
glorious,1,0,0,0,0,0,0,0,0,0,0
river,0,0,0,0,0,6,0,0,0,0,0
flow,0,0,0,0,0,1,0,0,0,2,0
earthly,1,0,0,0,0,0,0,0,0,0,0
paradise,0,0,0,0,0,1,0,0,0,0,0
desert,0,0,0,0,0,3,0,0,0,2,0
push,0,0,0,0,0,0,0,0,0,3,0
die,0,0,0,0,0,0,0,0,0,37,0
career,0,0,0,0,0,3,0,0,0,0,0
traversal,0,0,0,0,0,1,0,0,0,0,0
captain,0,0,0,0,0,15,0,0,0,0,0
promising,2,0,0,0,0,0,0,0,0,0,0
riverine,1,0,0,0,0,0,0,0,0,0,0
trend,0,0,0,0,0,0,0,0,0,2,0
hopefully,0,0,1,0,0,0,0,0,0,0,0
disappointing,2,0,0,0,0,0,0,0,0,0,0
realize,0,0,0,0,0,0,0,0,0,1,0
head,0,0,0,0,0,7,0,0,0,3,0
gulf,0,0,0,0,0,2,0,0,0,0,0
stretch,0,0,0,0,0,0,0,0,0,2,0
endlessly,0,0,1,0,0,0,0,0,0,0,0
backing,0,0,0,0,0,2,0,0,0,0,0
plan,0,0,0,0,0,15,0,0,0,0,0
refuse,0,0,0,0,0,0,0,0,0,8,0
order,0,0,0,0,0,22,0,0,0,15,0
intention,0,0,0,0,0,1,0,0,0,0,0
act,0,0,0,0,0,3,0,0,0,3,0
landlocked,2,0,0,0,0,0,0,0,0,0,0
successfully,0,0,7,0,0,0,0,0,0,0,0
encouraging,1,0,0,0,0,0,0,0,0,0,0
evidence,0,0,0,0,0,11,0,0,0,0,0
bad,4,0,0,0,0,0,0,0,0,0,0
weather,0,0,0,0,0,5,0,0,0,0,0
satisfy,0,0,0,0,0,0,0,0,0,1,0
northeastward,0,0,1,0,0,0,0,0,0,0,0
sight,0,0,0,0,0,2,0,0,0,14,0
pillar,0,0,0,0,0,6,0,0,0,0,0
seaway,0,0,0,0,0,2,0,0,0,0,0
open,6,0,0,0,0,0,0,0,0,6,0
elapse,0,0,0,0,0,0,0,0,0,1,0
exploit,0,0,0,0,0,0,0,0,0,5,0
apparently,0,0,10,0,0,0,0,0,0,0,0
easy,5,0,0,0,0,0,0,0,0,0,0
decade,0,0,0,0,0,5,0,0,0,0,0
doubt,0,0,1,0,0,7,0,0,0,1,0
validity,0,0,0,0,0,1,0,0,0,0,0
renew,0,0,0,0,0,0,0,0,0,2,0
rich,4,0,0,0,0,3,0,0,0,0,0
command,0,0,0,0,0,19,0,0,0,6,0
fleet,0,0,0,0,0,45,0,0,0,0,0
advice,0,0,0,0,0,1,0,0,0,0,0
steer,0,0,0,0,0,0,0,0,0,2,0
avoid,0,0,0,0,0,0,0,0,0,4,0
calm,3,0,0,0,0,1,0,0,0,0,0
soon,0,0,19,0,0,0,0,0,0,0,0
depot,0,0,0,0,0,1,0,0,0,0,0
factory,0,0,0,0,0,1,0,0,0,0,0
strategic,1,0,0,0,0,0,0,0,0,0,0
entrance,0,0,0,0,0,2,0,0,0,0,0
indian,10,0,0,0,0,0,0,0,0,0,0
strait,0,0,0,0,0,14,0,0,0,0,0
found,0,0,0,0,0,0,0,0,0,7,0
stand,0,0,0,0,0,0,0,0,0,7,0
castle,0,0,0,0,0,4,0,0,0,0,0
post,0,0,0,0,0,10,0,0,0,1,0
slave,0,0,0,0,0,9,0,0,0,0,0
store,0,0,0,0,0,1,0,0,0,0,0
gain,0,0,0,0,0,1,0,0,0,16,0
study,0,0,0,0,0,4,0,0,0,1,0
correctly,0,0,2,0,0,0,0,0,0,0,0
probably,0,0,20,0,0,0,0,0,0,0,0
chart,0,0,0,0,0,6,0,0,0,1,0
delineation,0,0,0,0,0,2,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,0,9,0
coastline,0,0,0,0,0,3,0,0,0,0,0
ptolemaic,1,0,0,0,0,0,0,0,0,0,0
exception,0,0,0,0,0,2,0,0,0,0,0
twice,0,0,2,0,0,0,0,0,0,0,0
presumably,0,0,2,0,0,0,0,0,0,0,0
generally,0,0,9,0,0,0,0,0,0,0,0
accurate,2,0,0,0,0,0,0,0,0,0,0
curiously,0,0,1,0,0,0,0,0,0,0,0
treat,0,0,0,0,0,0,0,0,0,3,0
peninsular,1,0,0,0,0,0,0,0,0,0,0
small,15,0,0,0,0,0,0,0,0,0,0
indication,0,0,0,0,0,2,0,0,0,0,0
run,0,0,0,0,0,1,0,0,0,5,0
muddled,1,0,0,0,0,0,0,0,0,0,0
representation,0,0,0,0,0,1,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,19,0
bond,0,0,0,0,0,1,0,0,0,0,0
hard,5,0,2,0,0,0,0,0,0,0,0
originate,0,0,0,0,0,0,0,0,0,3,0
commonplace,0,0,0,0,0,1,0,0,0,0,0
scientist,0,0,0,0,0,3,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,17,0
practicable,1,0,0,0,0,0,0,0,0,0,0
argue,0,0,0,0,0,0,0,0,0,5,0
mere,1,0,0,0,0,0,0,0,0,0,0
nautical,5,0,0,0,0,0,0,0,0,0,0
value,0,0,0,0,0,2,0,0,0,0,0
exaggerated,2,0,0,0,0,0,0,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0,4,0
convince,0,0,0,0,0,0,0,0,0,8,0
worth,1,0,0,0,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,0,9,0
sovereign,0,0,0,0,0,17,0,0,0,0,0
cost,0,0,0,0,0,1,0,0,0,0,0
equip,0,0,0,0,0,0,0,0,0,3,0
loss,0,0,0,0,0,2,0,0,0,0,0
fail,0,0,0,0,0,0,0,0,0,8,0
succeed,0,0,0,0,0,0,0,0,0,11,0
incalculable,1,0,0,0,0,0,0,0,0,0,0
miss,0,0,0,0,0,0,0,0,0,3,0
adopt,0,0,0,0,0,0,0,0,0,3,0
fair,2,0,0,0,0,0,0,0,0,0,0
landfall,0,0,0,0,0,10,0,0,0,0,0
local,8,0,0,0,0,0,0,0,0,0,0
sign,0,0,0,0,0,7,0,0,0,2,0
convinced,3,0,0,0,0,0,0,0,0,0,0
fruitlessly,0,0,1,0,0,0,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,0,4,0
colonist,0,0,0,0,0,3,0,0,0,0,0
identity,0,0,0,0,0,1,0,0,0,0,0
demand,0,0,0,0,0,1,0,0,0,2,0
oath,0,0,0,0,0,2,0,0,0,0,0
southeast,1,0,0,0,0,0,0,0,0,0,0
promontory,0,0,0,0,0,2,0,0,0,0,0
golden,2,0,0,0,0,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,0,10,0
annex,0,0,0,0,0,0,0,0,0,3,0
fourth,6,0,0,0,0,0,0,0,0,0,0
navigable,1,0,0,0,0,0,0,0,0,0,0
obscure,2,0,0,0,0,0,0,0,0,0,0
conceivable,1,0,0,0,0,0,0,0,0,0,0
tenacity,0,0,0,0,0,1,0,0,0,0,0
skill,0,0,0,0,0,2,0,0,0,0,0
substantially,0,0,1,0,0,0,0,0,0,0,0
effort,0,0,0,0,0,8,0,0,0,0,0
ill,3,0,3,0,0,0,0,0,0,0,0
precious,2,0,0,0,0,0,0,0,0,0,0
stone,0,0,0,0,0,5,0,0,0,0,0
contend,0,0,0,0,0,0,0,0,0,1,0
mutinous,2,0,0,0,0,0,0,0,0,0,0
dissident,1,0,0,0,0,0,0,0,0,0,0
disappointed,2,0,0,0,0,0,0,0,0,0,0
dimly,0,0,1,0,0,0,0,0,0,0,0
perceive,0,0,0,0,0,0,0,0,0,1,0
investigate,0,0,0,0,0,0,0,0,0,3,0
group,0,0,0,0,0,9,0,0,0,0,0
congregate,0,0,0,0,0,0,0,0,0,1,0
outlook,0,0,0,0,0,1,0,0,0,0,0
icelandic,1,0,0,0,0,0,0,0,0,0,0
nurture,0,0,0,0,0,0,0,0,0,1,0
wife,0,0,0,0,0,19,0,0,0,0,0
project,0,0,0,0,0,4,0,0,0,0,0
northern,13,0,0,0,0,0,0,0,0,0,0
encourage,0,0,0,0,0,0,0,0,0,5,0
ice,0,0,0,0,0,1,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,0,7,0
feat,0,0,0,0,0,3,0,0,0,0,0
quarter,0,0,0,0,0,2,0,0,0,0,0
french,6,0,0,0,0,0,0,0,0,0,0
reputation,0,0,0,0,0,6,0,0,0,0,0
promoter,0,0,0,0,0,2,0,0,0,0,0
uncertain,8,0,0,0,0,0,0,0,0,0,0
lively,2,0,0,0,0,0,0,0,0,0,0
embellish,0,0,0,0,0,0,0,0,0,3,0
cartographer,0,0,0,0,0,5,0,0,0,0,0
artist,0,0,0,0,0,3,0,0,0,0,0
depiction,0,0,0,0,0,2,0,0,0,0,0
bow,0,0,0,0,0,2,0,0,0,0,0
british,4,0,0,0,0,0,0,0,0,0,0
brave,1,0,0,0,0,0,0,0,0,0,0
collate,0,0,0,0,0,0,0,0,0,1,0
false,2,0,0,0,0,0,0,0,0,0,0
accrue,0,0,0,0,0,0,0,0,0,1,0
left,1,0,1,0,0,0,0,0,0,0,0
bulge,0,0,0,0,0,1,0,0,0,0,0
northeast,5,0,0,0,0,1,0,0,0,0,0
pull,0,0,0,0,0,0,0,0,0,1,0
big,1,0,0,0,0,0,0,0,0,0,0
mountain,0,0,0,0,0,2,0,0,0,0,0
concept,0,0,0,0,0,1,0,0,0,0,0
wide,4,0,0,0,0,0,0,0,0,0,0
separate,1,0,0,0,0,0,0,0,0,5,0
halfway,0,0,1,0,0,0,0,0,0,0,0
legend,0,0,0,0,0,3,0,0,0,0,0
reveal,0,0,0,0,0,0,0,0,0,2,0
opinion,0,0,0,0,0,4,0,0,0,0,0
refer,0,0,0,0,0,0,0,0,0,5,0
westwards,0,0,1,0,0,0,0,0,0,0,0
hardship,0,0,0,0,0,1,0,0,0,0,0
danger,0,0,0,0,0,6,0,0,0,0,0
weigh,0,0,0,0,0,0,0,0,0,1,0
anchor,0,0,0,0,0,4,0,0,0,4,0
adjoin,0,0,0,0,0,0,0,0,0,1,0
interpretation,0,0,0,0,0,4,0,0,0,0,0
plain,1,0,0,0,0,1,0,0,0,0,0
inclination,0,0,0,0,0,1,0,0,0,0,0
determination,0,0,0,0,0,3,0,0,0,0,0
past,0,5,0,0,0,0,0,0,0,0,0
dispel,0,0,0,0,0,0,0,0,0,2,0
cherish,0,0,0,0,0,0,0,0,0,1,0
illusion,0,0,0,0,0,1,0,0,0,0,0
barrier,0,0,0,0,0,2,0,0,0,0,0
serve,0,0,0,0,0,0,0,0,0,9,0
young,11,0,0,0,0,0,0,0,0,0,0
familiar,2,0,0,0,0,0,0,0,0,0,0
fit,0,0,0,0,0,0,0,0,0,8,0
estuary,0,0,0,0,0,3,0,0,0,0,0
vain,1,0,0,0,0,0,0,0,0,0,0
doubtless,0,0,2,0,0,0,0,0,0,0,0
embayment,0,0,0,0,0,1,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,1,0
dash,0,0,0,0,0,0,0,0,0,1,0
extremely,0,0,5,0,0,0,0,0,0,0,0
difficult,7,0,0,0,0,0,0,0,0,0,0
deep,1,0,0,0,0,0,0,0,0,0,0
tortuous,1,0,0,0,0,0,0,0,0,0,0
rock,0,0,0,0,0,1,0,0,0,0,0
bedevil,0,0,0,0,0,0,0,0,0,1,0
icy,1,0,0,0,0,0,0,0,0,0,0
squall,0,0,0,0,0,1,0,0,0,0,0
dense,1,0,0,0,0,0,0,0,0,0,0
fog,0,0,0,0,0,1,0,0,0,0,0
miracle,0,0,0,0,0,1,0,0,0,0,0
get,0,0,0,0,0,0,0,0,0,1,0
length,0,0,0,0,0,3,0,0,0,0,0
consequently,0,0,2,0,0,0,0,0,0,0,0
week,0,0,0,0,0,4,0,0,0,0,0
northwesterly,1,0,0,0,0,0,0,0,0,0,0
encounter,0,0,0,0,0,1,0,0,0,3,0
food,0,0,0,0,0,4,0,0,0,0,0
water,0,0,0,0,0,7,0,0,0,0,0
eat,0,0,0,0,0,0,0,0,0,2,0
sawdust,0,0,0,0,0,1,0,0,0,0,0
mix,0,0,0,0,0,0,0,0,0,2,0
biscuit,0,0,0,0,0,2,0,0,0,0,0
chew,0,0,0,0,0,0,0,0,0,1,0
leather,0,0,0,0,0,2,0,0,0,0,0
gear,0,0,0,0,0,1,0,0,0,0,0
alive,2,0,0,0,0,0,0,0,0,0,0
exhausted,1,0,0,0,0,0,0,0,0,0,0
scurvy,0,0,0,0,0,5,0,0,0,0,0
ride,0,0,0,0,0,2,0,0,0,3,0
quarrel,0,0,0,0,0,1,0,0,0,0,0
survivor,0,0,0,0,0,4,0,0,0,0,0
remain,0,0,0,0,0,1,0,0,0,30,0
laden,2,0,0,0,0,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,8,0
greatly,0,0,4,0,0,0,0,0,0,0,0
carefully,0,0,2,0,0,0,0,0,0,0,0
log,0,0,0,0,0,1,0,0,0,0,0
delighted,1,0,0,0,0,0,0,0,0,0,0
pay,0,0,0,0,0,0,0,0,0,2,0
expense,0,0,0,0,0,2,0,0,0,0,0
