word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
law,0,0,0,0,0,0,12,0,0,0,0,0,0
soon,0,0,16,0,0,0,0,0,0,0,0,0,0
later,0,0,29,0,0,0,0,0,0,0,0,0,0
inevitable,9,0,0,0,0,0,0,0,0,0,0,0,0
necessity,0,0,0,0,0,0,5,0,0,0,0,0,0
shatter,0,0,0,0,0,0,0,0,0,0,0,6,0
obstacle,0,0,0,0,0,0,9,0,0,0,0,0,0
oppose,0,0,0,0,0,0,0,0,0,0,0,2,0
destroy,0,0,0,0,0,0,0,0,0,0,0,9,0
work,0,0,0,0,0,0,23,0,0,0,0,13,0
adversary,0,0,0,0,0,0,8,0,0,0,0,0,0
say,0,0,0,0,0,0,0,0,0,0,0,272,0
print,0,0,0,0,0,0,1,0,0,0,0,1,0
repeat,0,0,0,0,0,0,0,0,0,0,0,21,0
discuss,0,0,0,0,0,0,0,0,0,0,0,3,0
nauseam,0,0,0,0,0,0,0,0,0,0,0,0,1
prefect,0,0,0,0,0,0,2,0,0,0,0,0,0
create,0,0,0,0,0,0,0,0,0,0,0,4,0
commander,0,0,0,0,0,0,1,0,0,0,0,0,0
officer,0,0,0,0,0,0,15,0,0,0,0,0,0
skill,0,0,0,0,0,0,5,0,0,0,0,0,0
courage,0,0,0,0,0,0,3,0,0,0,0,0,0
humble,4,0,0,0,0,0,0,0,0,0,0,0,0
coadjutor,0,0,0,0,0,0,1,0,0,0,0,0,0
extoll,0,0,0,0,0,0,0,0,0,0,0,1,0
sky,0,0,0,0,0,0,6,0,0,0,0,0,0
cheer,0,0,0,0,0,0,1,0,0,0,0,1,0
raise,0,0,0,0,0,0,0,0,0,0,0,12,0
paean,0,0,0,0,0,0,1,0,0,0,0,0,0
victory,0,0,0,0,0,0,3,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,0,0,36,0
article,0,0,0,0,0,0,4,0,0,0,0,0,0
write,0,0,0,0,0,0,1,0,0,0,0,42,0
speech,0,0,0,0,0,0,2,0,0,0,0,0,0
thing,0,0,0,0,0,0,48,0,0,0,0,0,0
rise,0,0,0,0,0,0,0,0,0,0,0,16,0
wonderful,2,0,0,0,0,0,0,0,0,0,0,0,0
concert,0,0,0,0,0,0,1,0,0,0,0,0,0
noisy,1,0,0,0,0,0,0,0,0,0,0,0,0
demonstration,0,0,0,0,0,0,1,0,0,0,0,0,0
satisfaction,0,0,0,0,0,0,3,0,0,0,0,0,0
immense,6,0,0,0,0,0,0,0,0,0,0,0,0
spontaneous,1,0,0,0,0,0,0,0,0,0,0,0,0
inextinguishable,1,0,0,0,0,0,0,0,0,0,0,0,0
tumultuous,1,0,0,0,0,0,0,0,0,0,0,0,0
roar,0,0,0,0,0,0,4,0,0,0,0,4,0
chief,5,0,0,0,0,0,20,0,0,0,0,0,0
detective,0,0,0,0,0,0,23,0,0,0,0,0,0
service,0,0,0,0,0,0,20,0,0,0,0,0,0
year,0,0,0,0,0,0,24,0,0,0,0,0,0
legally,0,0,1,0,0,0,0,0,0,0,0,0,0
right,30,0,8,0,0,0,15,0,0,0,0,0,0
title,0,0,0,0,0,0,6,0,0,0,0,0,0
confer,0,0,0,0,0,0,0,0,0,0,0,1,0
enjoy,0,0,0,0,0,0,0,0,0,0,0,8,0
esteem,0,0,0,0,0,0,4,0,0,0,0,0,0
favor,0,0,0,0,0,0,3,0,0,0,0,1,0
government,0,0,0,0,0,0,3,0,0,0,0,0,0
admiration,0,0,0,0,0,0,8,0,0,0,0,0,0
peace,0,0,0,0,0,0,8,0,0,0,0,0,0
defence,0,0,0,0,0,0,4,0,0,0,0,0,0
property,0,0,0,0,0,0,2,0,0,0,0,0,0
entrust,0,0,0,0,0,0,0,0,0,0,0,6,0
see,0,0,0,0,0,0,0,0,0,0,0,96,0
carry,0,0,0,0,0,0,0,0,0,0,0,25,0
protect,0,0,0,0,0,0,0,0,0,0,0,9,0
innocent,8,0,0,0,0,0,1,0,0,0,0,0,0
pursue,0,0,0,0,0,0,0,0,0,0,0,12,0
guilty,1,0,0,0,0,0,0,0,0,0,0,0,0
render,0,0,0,0,0,0,0,0,0,0,0,1,0
order,0,0,0,0,0,0,31,0,0,0,0,7,0
disturb,0,0,0,0,0,0,0,0,0,0,0,5,0
crime,0,0,0,0,0,0,7,0,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,0,0,0,28,0
certainty,0,0,0,0,0,0,9,0,0,0,0,0,0
rapidity,0,0,0,0,0,0,1,0,0,0,0,0,0
reader,0,0,0,0,0,0,3,0,0,0,0,0,0
need,0,0,0,2,0,0,5,0,0,0,0,13,0
mind,0,0,0,0,0,0,24,0,0,0,0,13,0
case,0,0,0,0,0,0,38,0,0,0,0,0,0
robbery,0,0,0,0,0,0,1,0,0,0,0,0,0
attack,0,0,0,0,0,0,9,0,0,0,0,6,0
express,1,0,0,0,0,0,3,0,0,0,0,4,0
murder,0,0,0,0,0,0,13,0,0,0,0,4,0
form,0,0,0,0,0,0,7,0,0,0,0,7,0
series,0,0,0,0,0,0,12,0,0,0,0,0,0
unforeseen,3,0,0,0,0,0,0,0,0,0,0,0,0
overwhelming,1,0,0,0,0,0,0,0,0,0,0,0,0
triumph,0,0,0,0,0,0,5,0,0,0,0,2,0
magnificent,3,0,0,0,0,0,0,0,0,0,0,0,0
feat,0,0,0,0,0,0,2,0,0,0,0,0,0
prowess,0,0,0,0,0,0,1,0,0,0,0,0,0
fit,3,0,0,0,0,0,7,0,0,0,0,3,0
compare,0,0,0,0,0,0,0,0,0,0,0,1,0
famous,10,0,0,0,0,0,0,0,0,0,0,0,0
renowned,1,0,0,0,0,0,0,0,0,0,0,0,0
mysterious,13,0,0,0,0,0,0,0,0,0,0,0,0
disconcerting,2,0,0,0,0,0,0,0,0,0,0,0,0
affair,0,0,0,0,0,0,5,0,0,0,0,0,0
day,2,0,0,0,0,0,97,0,0,0,0,0,0
subject,0,0,0,0,0,0,8,0,0,0,0,4,0
story,0,0,0,0,0,0,13,0,0,0,0,0,0
idea,0,0,0,0,0,0,21,0,0,0,0,0,0
astonishing,2,0,0,0,0,0,0,0,0,0,0,0,0
quality,0,0,0,0,0,0,4,0,0,0,0,0,0
deliver,0,0,0,0,0,0,0,0,0,0,0,8,0
time,0,0,0,0,0,0,110,0,0,0,0,0,0
fire,0,0,0,0,0,0,8,0,0,0,0,3,0
incendiary,0,0,0,0,0,0,1,0,0,0,0,0,0
prime,3,0,0,0,0,0,0,0,0,0,0,0,0
minister,0,0,0,0,0,0,4,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,0,0,61,0
somewhat,0,0,1,0,0,0,0,0,0,0,0,0,0
arbitrary,1,0,0,0,0,0,0,0,0,0,0,0,0
manner,0,0,0,0,0,0,10,0,0,0,0,0,0
act,0,0,0,0,0,0,8,0,0,0,0,14,0
occasion,0,0,0,0,0,0,3,0,0,0,0,0,0
discernment,0,0,0,0,0,0,1,0,0,0,0,0,0
energy,0,0,0,0,0,0,4,0,0,0,0,0,0
decision,0,0,0,0,0,0,4,0,0,0,0,0,0
execution,0,0,0,0,0,0,8,0,0,0,0,0,0
unexpected,2,0,0,0,0,0,0,0,0,0,0,0,0
method,0,0,0,0,0,0,6,0,0,0,0,0,0
inexhaustible,3,0,0,0,0,0,0,0,0,0,0,0,0
resource,0,0,0,0,0,0,3,0,0,0,0,0,0
remind,0,0,0,0,0,0,0,0,0,0,0,1,0
man,0,0,0,0,0,0,236,0,0,0,0,0,0
alive,5,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,4,0,0,0,0,24,0
mean,0,0,0,0,0,0,14,0,0,0,0,28,0
society,0,0,0,0,0,0,3,0,0,0,0,0,0
behold,0,0,1,0,0,0,0,0,0,0,0,1,0
russian,1,0,0,0,0,0,0,0,0,0,0,0,0
prince,0,0,0,0,0,0,4,0,0,0,0,0,0
care,0,0,0,0,0,0,6,0,0,0,0,13,0
old,87,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,0,0,0,0,0,111,0,0,0,0,22,0
change,0,0,0,0,0,0,2,0,0,0,0,5,0
personality,0,0,0,0,0,0,7,0,0,0,0,0,0
delicious,3,0,0,0,0,0,0,0,0,0,0,0,0
irony,0,0,0,0,0,0,1,0,0,0,0,0,0
whimsical,1,0,0,0,0,0,0,0,0,0,0,0,0
humor,0,0,0,0,0,0,2,0,0,0,0,0,0
conduct,0,0,0,0,0,0,5,0,0,0,0,3,0
life,0,0,0,0,0,0,55,0,0,0,0,0,0
people,0,0,0,0,0,0,27,0,0,0,0,0,0
able,22,0,0,0,0,0,0,0,0,0,0,0,0
explain,0,0,0,0,0,0,0,0,0,0,0,6,0
apparently,0,0,3,0,0,0,0,0,0,0,0,0,0
miraculous,3,0,0,0,0,0,0,0,0,0,0,0,0
intelligence,0,0,0,0,0,0,4,0,0,0,0,0,0
recently,0,0,2,0,0,0,0,0,0,0,0,0,0
bewilder,0,0,0,0,0,0,0,0,0,0,0,1,0
crowd,0,0,0,0,0,0,4,0,0,0,0,3,0
baffle,0,0,0,0,0,0,0,0,0,0,0,2,0
understand,0,0,0,0,0,0,0,0,0,0,0,32,0
accomplice,0,0,0,0,0,0,23,0,0,0,0,0,0
juggle,0,0,0,0,0,0,0,0,0,0,0,1,0
away,0,9,53,0,0,0,0,0,0,0,0,0,0
middle,3,0,0,0,0,0,7,0,0,0,0,0,0
broad,2,0,0,0,0,0,0,0,0,0,0,0,0
daylight,0,0,0,0,0,0,4,0,0,0,0,0,0
appoint,0,0,0,0,0,0,0,0,0,0,0,2,0
process,0,0,0,0,0,0,1,0,0,0,0,0,0
ingenious,5,0,0,0,0,0,0,0,0,0,0,0,0
simple,7,0,0,0,0,0,0,0,0,0,0,0,0
surprised,6,0,0,0,0,0,0,0,0,0,0,0,0
free,25,0,1,0,0,0,0,0,0,0,0,0,0
shall,0,0,0,117,0,0,0,0,0,0,0,0,0
ask,0,0,0,0,0,0,0,0,0,0,0,92,0
think,0,0,0,0,0,0,0,0,0,0,0,89,0
childishly,0,0,1,0,0,0,0,0,0,0,0,0,0
obey,0,0,0,0,0,0,0,0,0,0,0,4,0
involuntary,1,0,0,0,0,0,0,0,0,0,0,0,0
unconscious,4,0,0,0,0,0,0,0,0,0,0,0,0
comedy,0,0,0,0,0,0,2,0,0,0,0,0,0
admirable,3,0,0,0,0,0,0,0,0,0,0,0,0
bluff,0,0,0,0,0,0,1,0,0,0,0,1,0
monumental,2,0,0,0,0,0,0,0,0,0,0,0,0
consoling,1,0,0,0,0,0,0,0,0,0,0,0,0
farce,0,0,0,0,0,0,1,0,0,0,0,0,0
drab,1,0,0,0,0,0,0,0,0,0,0,0,0
irretrievably,0,0,2,0,0,0,0,0,0,0,0,0,0
conquer,0,0,0,0,0,0,0,0,0,0,0,3,0
spite,0,0,0,0,0,0,12,0,0,0,0,0,0
conqueror,0,0,0,0,0,0,1,0,0,0,0,0,0
shine,0,0,0,0,0,0,0,0,0,0,0,2,0
idol,0,0,0,0,0,0,1,0,0,0,0,0,0
master,0,0,0,0,0,0,20,0,0,0,0,5,0
awake,2,0,0,0,0,0,0,0,0,0,0,1,0
morning,0,0,0,0,0,0,27,0,0,0,0,0,0
room,0,0,0,0,0,0,90,0,0,0,0,0,0
nickname,0,0,0,0,0,0,0,0,0,0,0,2,0
clear,9,0,0,0,0,0,0,0,0,0,0,5,0
vision,0,0,0,0,0,0,8,0,0,0,0,0,0
enormous,7,0,0,0,0,0,0,0,0,0,0,0,0
produce,0,0,0,0,0,0,0,0,0,0,0,7,0
arrest,0,0,0,0,0,0,3,0,0,0,0,4,0
double,4,0,0,0,1,0,0,0,0,0,0,0,0
rub,0,0,0,0,0,0,0,0,0,0,0,2,0
give,0,0,0,0,0,0,0,0,0,0,0,70,0
vent,0,0,0,0,0,0,1,0,0,0,0,0,0
thought,0,0,0,0,0,0,23,0,0,0,0,0,0
well,17,0,9,0,0,0,0,0,0,0,0,1,0
companion,0,0,0,0,0,0,10,0,0,0,0,0,0
loneliness,0,0,0,0,0,0,1,0,0,0,0,0,0
approval,0,0,0,0,0,0,2,0,0,0,0,0,0
contemporary,0,0,0,0,0,0,1,0,0,0,0,0,0
fame,0,0,0,0,0,0,2,0,0,0,0,0,0
sun,0,0,0,0,0,0,1,0,0,0,0,0,0
live,2,0,0,0,0,0,0,0,0,0,0,29,0
please,0,0,0,0,0,0,0,0,0,0,0,5,0
night,0,0,0,0,0,0,59,0,0,0,0,0,0
window,0,0,0,0,0,0,38,0,0,0,0,0,0
place,0,0,0,0,0,0,52,0,0,0,0,12,0
high,6,0,2,0,0,0,0,0,0,0,0,0,0
afford,0,0,0,0,0,0,0,0,0,0,0,3,0
glimpse,0,0,0,0,0,0,1,0,0,0,0,0,0
branch,0,0,0,0,0,0,3,0,0,0,0,1,0
tree,0,0,0,0,0,0,11,0,0,0,0,0,0
peep,0,0,0,0,0,0,0,0,0,0,0,1,0
blue,3,0,0,0,0,0,2,0,0,0,0,0,0
white,13,0,0,0,0,0,1,0,0,0,0,0,0
table,0,0,0,0,0,0,23,0,0,0,0,0,0
chair,0,0,0,0,0,0,20,0,0,0,0,0,0
fasten,0,0,0,0,0,0,0,0,0,0,0,4,0
floor,0,0,0,0,0,0,30,0,0,0,0,0,0
nice,4,0,0,0,0,0,0,0,0,0,0,0,0
clean,2,0,0,0,0,0,0,0,0,0,0,0,0
come,0,0,0,0,0,0,0,0,0,0,0,142,0
little,70,0,5,0,0,0,0,0,0,0,0,0,0
rest,0,0,0,0,0,0,12,0,0,0,0,1,0
cure,0,0,0,0,0,0,2,0,0,0,0,0,0
charming,1,0,0,0,0,0,0,0,0,0,0,0,0
let,0,0,0,0,0,0,0,0,0,0,0,52,0
toilet,0,0,0,0,0,0,2,0,0,0,0,0,0
want,0,0,0,0,0,0,1,0,0,0,0,43,0
ring,0,0,0,0,0,0,0,0,0,0,0,7,0
twice,0,0,5,0,1,0,0,0,0,0,0,0,0
chambermaid,0,0,0,0,0,0,1,0,0,0,0,0,0
press,0,0,0,0,0,0,4,0,0,0,0,10,0
button,0,0,0,0,0,0,2,0,0,0,0,0,0
apparatus,0,0,0,0,0,0,1,0,0,0,0,0,0
door,0,0,0,0,0,0,60,0,0,0,0,0,0
release,0,0,0,0,0,0,5,0,0,0,0,7,0
signaling,0,0,0,0,0,0,1,0,0,0,0,0,0
disc,0,0,0,0,0,0,1,0,0,0,0,0,0
corridor,0,0,0,0,0,0,7,0,0,0,0,0,0
moment,0,0,0,0,0,0,60,0,0,0,0,0,0
bolt,0,0,0,0,0,0,3,0,0,0,0,2,0
bar,0,0,0,0,0,0,2,0,0,0,0,1,0
draw,0,0,0,0,0,0,0,0,0,0,0,19,0
outside,2,5,20,0,0,0,2,0,0,1,0,0,0
key,0,0,0,0,0,0,8,0,0,0,0,0,0
lock,0,0,0,0,0,0,9,0,0,0,0,11,0
warder,0,0,0,0,0,0,9,0,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,0,0,21,0
hot,3,0,0,0,0,0,0,0,0,0,0,0,0
water,0,0,0,0,0,0,3,0,0,0,0,1,0
look,0,0,0,0,0,0,15,0,0,0,0,98,0
air,0,0,0,0,0,0,15,0,0,0,0,0,0
mingled,1,0,0,0,0,0,0,0,0,0,0,0,0
amazement,0,0,0,0,0,0,3,0,0,0,0,0,0
rage,0,0,0,0,0,0,16,0,0,0,0,0,0
bath,0,0,0,0,0,0,3,0,0,0,0,0,0
towel,0,0,0,0,0,0,2,0,0,0,0,0,0
growl,0,0,0,0,0,0,0,0,0,0,0,5,0
get,0,0,0,0,0,0,0,0,0,0,0,19,0
careful,2,0,0,0,0,0,0,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,0,142,0
roughly,0,0,2,0,0,0,0,0,0,0,0,0,0
arm,0,0,0,0,0,0,34,0,0,0,0,1,0
franc,0,0,0,0,0,0,13,0,0,0,0,0,0
post,0,0,0,0,0,0,4,0,0,0,0,4,0
letter,0,0,0,0,0,0,97,0,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,0,0,107,0
note,0,0,0,0,0,0,30,0,0,0,0,0,0
conceal,0,0,0,0,0,0,0,0,0,0,0,8,0
search,0,0,0,0,0,0,12,0,0,0,0,6,0
offer,0,0,0,0,0,0,0,0,0,0,0,5,0
money,0,0,0,0,0,0,17,0,0,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,0,0,29,0
scribble,0,0,0,0,0,0,0,0,0,0,0,2,0
word,0,0,0,0,0,0,69,0,0,0,0,1,0
pencil,0,0,0,0,0,0,7,0,0,0,0,0,0
sheet,0,0,0,0,0,0,21,0,0,0,0,0,0
paper,0,0,0,0,0,0,56,0,0,0,0,0,0
envelope,0,0,0,0,0,0,11,0,0,0,0,0,0
address,0,0,0,0,0,0,6,0,0,0,0,8,0
walk,0,0,0,0,0,0,2,0,0,0,0,47,0
reach,0,0,0,0,0,0,2,0,0,0,0,15,0
destination,0,0,0,0,0,0,1,0,0,0,0,0,0
safely,0,0,1,0,0,0,0,0,0,0,0,0,0
reply,0,0,0,0,0,0,5,0,0,0,0,16,0
hour,0,0,0,0,0,0,58,0,0,0,0,0,0
late,5,0,3,0,0,0,0,0,0,0,0,0,0
good,53,0,1,0,0,5,6,0,0,0,0,0,0
position,0,0,0,0,0,0,9,0,0,0,0,0,0
undertone,0,0,0,0,0,0,1,0,0,0,0,0,0
sum,0,0,0,0,0,0,1,0,0,0,0,1,0
situation,0,0,0,0,0,0,4,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,0,31,0
fight,0,0,0,0,0,0,7,0,0,0,0,6,0
present,6,0,0,0,0,0,3,0,0,0,0,3,0
laugh,0,0,0,0,0,0,3,0,0,0,0,24,0
secondly,0,0,4,0,0,0,0,0,0,0,0,0,0
person,0,0,0,0,0,0,12,0,0,0,0,0,0
unknown,9,0,0,0,0,0,0,0,0,0,0,0,0
inclined,1,0,0,0,0,0,0,0,0,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,0,0,61,0
guess,0,0,0,0,0,0,1,0,0,0,0,12,0
underground,7,0,0,0,0,0,0,0,0,0,0,0,0
passage,0,0,0,0,0,0,20,0,0,0,0,0,0
clap,0,0,0,0,0,0,1,0,0,0,0,1,0
reflect,0,0,0,0,0,0,0,0,0,0,0,6,0
second,14,0,0,0,0,0,26,0,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,0,0,20,0
struggle,0,0,0,0,0,0,14,0,0,0,0,3,0
lie,0,0,0,0,0,0,1,0,0,0,0,32,0
prisoner,0,0,0,0,0,0,30,0,0,0,0,0,0
inaccessible,1,0,0,0,0,0,0,0,0,0,0,0,0
trump,0,0,0,0,0,0,3,0,0,0,0,0,0
card,0,0,0,0,0,0,6,0,0,0,0,0,0
consider,0,0,0,0,0,0,0,0,0,0,0,8,0
short,14,0,2,0,0,0,0,0,0,0,0,0,0
near,0,9,3,0,0,0,0,0,0,0,0,1,0
goal,0,0,0,0,0,0,3,0,0,0,0,0,0
finally,0,0,1,0,0,0,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,0,0,0,9,0
fresh,11,0,0,0,0,0,0,0,0,0,0,0,0
contemplative,1,0,0,0,0,0,0,0,0,0,0,0,0
pause,0,0,0,0,0,0,4,0,0,0,0,0,0
soliloquy,0,0,0,0,0,0,1,0,0,0,0,0,0
far,0,0,19,0,0,0,0,0,0,0,0,0,0
brilliant,2,0,0,0,0,0,0,0,0,0,0,0,0
opposite,0,9,0,0,0,0,0,0,0,0,0,0,0
strength,0,0,0,0,0,0,10,0,0,0,0,0,0
strong,8,0,0,0,0,0,0,0,0,0,0,0,0
scruple,0,0,0,0,0,0,3,0,0,0,0,0,0
hamper,0,0,0,0,0,0,0,0,0,0,0,1,0
weapon,0,0,0,0,0,0,8,0,0,0,0,0,0
sentence,0,0,0,0,0,0,12,0,0,0,0,5,0
mechanical,3,0,0,0,0,0,0,0,0,0,0,0,0
voice,0,0,0,0,0,0,38,0,0,0,0,0,0
stop,0,0,0,0,0,0,0,0,0,0,0,38,0
forehead,0,0,0,0,0,0,10,0,0,0,0,0,0
wrap,0,0,0,0,0,0,0,0,0,0,0,5,0
open,21,1,0,0,0,0,0,0,0,0,0,40,0
expect,0,0,0,0,0,0,0,0,0,0,0,12,0
feel,0,0,0,0,0,0,0,0,0,0,0,48,0
certain,27,0,0,0,0,0,0,0,0,0,0,0,0
initial,0,0,0,0,0,0,6,0,0,0,0,0,0
age,0,0,0,0,0,0,5,0,0,0,0,0,0
governor,0,0,0,0,0,0,24,0,0,0,0,0,0
point,0,0,0,0,0,0,22,0,0,0,0,10,0
fact,0,0,0,0,0,0,30,0,0,0,0,0,0
pleasant,2,0,0,0,0,0,0,0,0,0,0,0,0
looking,1,0,0,0,0,0,1,0,0,0,0,0,0
gentle,4,0,0,0,0,0,0,0,0,0,0,0,0
character,0,0,0,0,0,0,4,0,0,0,0,0,0
treat,0,0,0,0,0,0,1,0,0,0,0,5,0
indulgence,0,0,0,0,0,0,2,0,0,0,0,0,0
possible,17,0,0,0,0,0,0,0,0,0,0,0,0
opinion,0,0,0,0,0,0,2,0,0,0,0,0,0
subordinate,0,0,0,0,0,0,1,0,0,0,0,0,0
integrity,0,0,0,0,0,0,1,0,0,0,0,0,0
correct,3,0,0,0,0,0,0,0,0,0,0,1,0
searching,0,0,0,0,0,0,2,0,0,0,0,0,0
reserve,0,0,0,0,0,0,1,0,0,0,0,2,0
purpose,0,0,0,0,0,0,5,0,0,0,0,0,0
undress,0,0,0,0,0,0,0,0,0,0,0,2,0
clothe,0,0,0,0,0,0,13,0,0,0,0,1,0
inspect,0,0,0,0,0,0,0,0,0,0,0,2,0
justifiable,1,0,0,0,0,0,0,0,0,0,0,0,0
suspicion,0,0,0,0,0,0,3,0,0,0,0,0,0
undergo,0,0,0,0,0,0,0,0,0,0,0,6,0
fastidious,1,0,0,0,0,0,0,0,0,0,0,0,0
examination,0,0,0,0,0,0,7,0,0,0,0,0,0
easy,13,0,0,0,0,0,0,0,0,0,0,0,0
perform,0,0,0,0,0,0,0,0,0,0,0,5,0
sort,0,0,0,0,0,0,23,0,0,0,0,0,0
duty,0,0,0,0,0,0,10,0,0,0,0,0,0
delicacy,0,0,0,0,0,0,1,0,0,0,0,0,0
thank,0,0,0,0,0,0,5,0,0,0,0,12,0
small,13,0,0,0,0,0,0,0,0,0,0,0,0
token,0,0,0,0,0,0,1,0,0,0,0,0,0
jump,0,0,0,0,0,0,1,0,0,0,0,9,0
shoot,0,0,0,0,0,0,0,0,0,0,0,4,0
rack,0,0,0,0,0,0,0,0,0,0,0,1,0
brain,0,0,0,0,0,0,23,0,0,0,0,0,0
lead,0,0,0,0,0,0,1,0,0,0,0,21,0
prepared,1,0,0,0,0,0,0,0,0,0,0,0,0
eventuality,0,0,0,0,0,0,2,0,0,0,0,0,0
mishap,0,0,0,0,0,0,1,0,0,0,0,0,0
painful,3,0,0,0,0,0,0,0,0,0,0,0,0
imprisonment,0,0,0,0,0,0,2,0,0,0,0,0,0
unawares,0,0,1,0,0,0,0,0,0,0,0,0,0
seize,0,0,0,0,0,0,0,0,0,0,0,7,0
finger,0,0,0,0,0,0,21,0,0,0,0,0,0
left,6,0,1,0,0,0,10,0,0,0,0,0,0
thumb,0,0,0,0,0,0,2,0,0,0,0,0,0
forefinger,0,0,0,0,0,0,3,0,0,0,0,0,0
pull,0,0,0,0,0,0,0,0,0,0,0,17,0
smartly,0,0,1,0,0,0,0,0,0,0,0,0,0
calmly,0,0,6,0,0,0,0,0,0,0,0,0,0
start,0,0,0,0,0,0,11,0,0,0,0,10,0
tube,0,0,0,0,0,0,1,0,0,0,0,0,0
gold,1,0,0,0,0,0,8,0,0,0,0,0,0
beater,0,0,0,0,0,0,1,0,0,0,0,0,0
skin,0,0,0,0,0,0,5,0,0,0,0,0,0
cleverly,0,0,2,0,0,0,0,0,0,0,0,0,0
color,0,0,0,0,0,0,1,0,0,0,0,1,0
exactly,0,0,11,0,0,0,0,0,0,0,0,0,0
illusion,0,0,0,0,0,0,1,0,0,0,0,0,0
real,23,0,0,0,0,0,0,0,0,0,0,0,0
add,0,0,0,0,0,0,0,0,0,0,0,10,0
way,0,0,0,0,0,0,43,0,0,0,0,0,0
course,0,0,2,0,0,0,22,0,0,0,0,0,0
poor,21,0,0,0,0,0,0,0,0,0,0,0,0
purse,0,0,0,0,0,0,2,0,0,0,0,0,0
needs,0,0,0,0,0,0,0,0,0,0,0,0,1
use,0,0,0,0,0,0,10,0,0,0,0,2,0
sight,0,0,0,0,0,0,21,0,0,0,0,0,0
startled,1,0,0,0,0,0,0,0,0,0,0,0,0
wish,0,0,0,0,0,0,4,0,0,0,0,29,0
dazzle,0,0,0,0,0,0,0,0,0,0,0,6,0
parlor,0,0,0,0,0,0,1,0,0,0,0,0,0
trick,0,0,0,0,0,0,4,0,0,0,0,1,0
client,0,0,0,0,0,0,2,0,0,0,0,0,0
special,4,0,0,0,0,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,0,3,0,0,0,0,0,0
venture,0,0,0,0,0,0,1,0,0,0,0,3,0
break,1,0,0,0,0,0,2,0,0,0,0,13,0
rule,0,0,0,0,0,0,2,0,0,0,0,0,0
regulation,0,0,0,0,0,0,1,0,0,0,0,0,0
establishment,0,0,0,0,0,0,1,0,0,0,0,0,0
