word,ADJ,ADP,ADV,DET,NOUN,NUM,VERB,X
datum,0,0,0,0,4,0,0,0
monthly,4,0,0,0,0,0,0,0
amount,0,0,0,0,4,0,1,0
liquid,1,0,0,0,0,0,0,0
equivalent,1,0,0,0,2,0,0,0
evaporation,0,0,0,0,4,0,0,0
speed,0,0,0,0,1,0,0,0
prevail,0,0,0,0,0,0,8,0
direction,0,0,0,0,1,0,0,0
sunshine,0,0,0,0,1,0,0,0
complete,0,0,0,0,0,0,2,0
annual,15,0,0,0,0,0,0,0
equal,1,0,0,0,0,0,2,0
precisely,0,0,1,0,0,0,0,0
useful,1,0,0,0,0,0,0,0
ancient,1,0,0,0,0,0,0,0
devise,0,0,0,0,0,0,1,0
simple,2,0,0,0,0,0,0,0
note,0,0,0,0,0,0,1,0
relationship,0,0,0,0,2,0,0,0
broad,4,0,0,0,0,0,0,0
east,1,0,0,0,5,0,0,0
west,2,0,0,0,6,0,0,0
klima,0,0,0,0,0,0,0,1
frigid,3,0,0,0,0,0,0,0
polar,21,0,0,0,0,0,0,0
temperate,3,0,0,0,0,0,0,0
midlatitude,2,0,0,0,1,0,0,0
torrid,2,0,0,0,0,0,0,0
tropical,40,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,14,0
straddle,0,0,0,0,0,0,1,0
tropic,0,0,0,0,10,0,0,0
grouping,0,0,0,0,1,0,0,0
ignore,0,0,0,0,0,0,1,0
subtropical,15,0,0,0,0,0,0,0
cyclonic,17,0,0,0,0,0,0,0
highland,1,0,0,0,5,0,0,0
widely,0,0,2,0,0,0,0,0
today,0,0,0,0,3,0,0,0
german,2,0,0,0,0,0,0,0
climatologist,0,0,0,0,2,0,0,0
correspond,0,0,0,0,0,0,1,0
find,0,0,0,0,0,0,8,0
boundary,0,0,0,0,2,0,0,0
define,0,0,0,0,0,0,1,0
precise,1,0,0,0,0,0,0,0
letter,0,0,0,0,2,0,0,0
major,8,0,0,0,0,0,0,0
group,0,0,0,0,1,0,0,0
rainy,8,0,0,0,0,0,0,0
dry,28,0,0,0,0,0,0,0
humid,14,0,0,0,0,0,0,0
moderate,3,0,0,0,0,0,4,0
subdivide,0,0,0,0,0,0,2,0
additional,2,0,0,0,0,0,0,0
refer,0,0,0,0,0,0,2,0
seasonal,4,0,0,0,0,0,0,0
role,0,0,0,0,1,0,0,0
achievement,0,0,0,0,2,0,0,0
greatly,0,0,3,0,0,0,0,0
bear,0,0,0,0,1,0,2,0
enter,0,0,0,0,0,0,1,0
specialize,0,0,0,0,0,0,1,0
botany,0,0,0,0,1,0,0,0
transfer,0,0,0,0,1,0,1,0
relation,0,0,0,0,1,0,0,0
plant,0,0,0,0,15,0,0,0
growth,0,0,0,0,4,0,0,0
name,0,0,0,0,1,0,1,0
head,1,0,0,0,0,0,0,0
meteorologist,0,0,0,0,1,0,0,0
produce,0,0,0,0,0,0,3,0
belt,0,0,0,0,10,0,0,0
reach,0,0,0,0,0,0,13,0
mathematical,2,0,0,0,0,0,0,0
type,0,0,0,0,6,0,0,0
assign,0,0,0,0,0,0,1,0
accord,0,0,0,0,0,0,1,0
rainfall,0,0,0,0,8,0,0,0
scholar,0,0,0,0,1,0,0,0
work,0,0,0,0,2,0,0,0
retire,0,0,0,0,0,0,1,0
position,0,0,0,0,1,0,0,0
observatory,0,0,0,0,1,0,0,0
move,0,0,0,0,0,0,5,0
begin,0,0,0,0,0,0,3,0
edit,0,0,0,0,0,0,1,0
handbook,0,0,0,0,1,0,0,0
nearly,0,0,3,0,0,0,0,0
die,0,0,0,0,0,0,1,0
wet,9,0,0,0,0,0,0,0
rainforest,0,0,0,0,7,0,0,0
forest,0,0,0,0,12,0,0,0
subhumid,1,0,0,0,0,0,0,0
grassland,0,0,0,0,2,0,0,0
semiarid,3,0,0,0,0,0,0,0
steppe,0,0,0,0,5,0,0,0
taiga,1,0,0,0,14,0,0,0
tundra,0,0,0,0,11,0,0,0
use,0,0,0,0,1,0,2,0
modification,0,0,0,0,1,0,0,0
middle,4,0,0,0,0,0,0,0
oceanic,7,0,0,0,0,0,0,0
discuss,0,0,0,0,0,0,1,0
effectiveness,0,0,0,0,1,0,0,0
total,5,0,0,0,0,0,0,0
moisture,0,0,0,0,7,0,0,0
vapor,0,0,0,0,2,0,0,0
actually,0,0,1,0,0,0,0,0
available,2,0,0,0,0,0,0,0
order,0,0,0,0,1,0,0,0
class,0,0,0,0,0,0,1,0
rate,0,0,0,0,1,0,0,0
coniferous,4,0,0,0,0,0,0,0
tree,0,0,0,0,15,0,0,0
evergreen,1,0,0,0,2,0,0,0
spruce,0,0,0,0,2,0,0,0
fir,0,0,0,0,2,0,0,0
pine,0,0,0,0,2,0,0,0
cool,16,0,0,0,0,0,4,0
shrub,0,0,0,0,4,0,0,0
warm,32,0,0,0,0,0,4,0
call,0,0,0,0,0,0,11,0
topography,0,0,0,0,2,0,0,0
cloud,0,0,0,0,7,0,0,0
energy,0,0,0,0,8,0,0,0
require,0,0,0,0,0,0,3,0
massive,1,0,0,0,0,0,0,0
movement,0,0,0,0,3,0,0,0
exchange,0,0,0,0,1,0,0,0
heat,0,0,0,0,10,0,1,0
essence,0,0,0,0,1,0,0,0
income,0,0,0,0,0,0,1,0
solar,4,0,0,0,0,0,0,0
radiation,0,0,0,0,3,0,0,0
insolation,0,0,0,0,4,0,0,0
evenly,0,0,1,0,0,0,0,0
distribute,0,0,0,0,0,0,1,0
receive,0,0,0,0,0,0,10,0
pole,0,0,0,0,7,0,0,0
mainly,0,0,9,0,0,0,0,0
primary,2,0,0,0,0,0,0,0
angle,0,0,0,0,4,0,0,0
ray,0,0,0,0,4,0,0,0
strike,0,0,0,0,0,0,2,0
length,0,0,0,0,7,0,0,0
daylight,0,0,0,0,11,0,0,0
appear,0,0,0,0,0,0,3,0
overhead,0,0,4,0,0,0,0,0
reason,0,0,0,0,2,0,0,0
vertically,0,0,1,0,0,0,0,0
decrease,0,0,0,0,2,0,4,0
result,0,0,0,0,6,0,4,0
spread,0,0,0,0,0,0,1,0
absorb,0,0,0,0,0,0,2,0
equinox,0,0,0,0,1,0,0,0
case,0,0,0,0,2,0,0,0
round,2,0,7,0,0,0,0,0
spin,0,0,0,0,1,0,0,0
axis,0,0,0,0,1,0,0,0
tilt,0,0,0,0,1,0,1,0
increase,0,0,0,0,4,0,7,0
summer,0,0,0,0,39,0,0,0
solstice,0,0,0,0,4,0,0,0
likewise,0,0,2,0,0,0,0,0
noon,0,0,0,0,2,0,0,0
shift,0,0,0,0,0,0,2,0
south,0,0,2,0,5,0,0,0
orbit,0,0,0,0,1,0,1,0
swing,0,0,0,0,0,0,1,0
forth,0,0,1,0,0,0,0,0
concentrated,1,0,0,0,0,0,0,0
pass,0,0,0,0,0,0,3,0
gain,0,0,0,0,0,0,1,0
lose,0,0,0,0,0,0,3,0
space,0,0,0,0,4,0,0,0
unequal,1,0,0,0,0,0,0,0
cooling,0,0,0,0,1,0,0,0
continuous,3,0,0,0,0,0,0,0
last,0,0,0,0,0,0,1,0
percent,0,0,0,0,9,0,0,0
irregular,1,0,0,0,0,0,0,0
cold,22,0,0,0,0,0,0,0
rapidly,0,0,2,0,0,0,0,0
body,0,0,0,0,3,0,0,0
tend,0,0,0,0,0,0,6,0
nearby,1,0,0,0,0,0,0,0
interior,0,0,0,0,6,0,0,0
coastal,2,0,0,0,0,0,0,0
small,9,0,0,0,0,0,0,0
permanent,4,0,0,0,0,0,0,0
away,0,1,1,0,0,0,0,0
chill,0,0,0,0,0,0,1,0
surround,0,0,0,0,0,0,4,0
intertropical,1,0,0,0,0,0,0,0
convergence,0,0,0,0,1,0,0,0
equatorial,9,0,0,0,0,0,0,0
hemisphere,0,0,0,0,4,0,0,0
center,0,0,0,0,8,0,0,0
hawaiian,1,0,0,0,0,0,0,0
blow,0,0,0,0,0,0,5,0
moist,3,0,0,0,0,0,0,0
easterly,2,0,0,0,1,0,0,0
trade,0,0,0,0,2,0,0,0
general,2,0,0,0,0,0,0,0
circulation,0,0,0,0,2,0,0,0
idealized,1,0,0,0,0,0,0,0
uniform,1,0,0,0,0,0,0,0
actual,2,0,0,0,0,0,0,0
horizontal,1,0,0,0,0,0,0,0
vertical,1,0,0,0,0,0,0,0
diagram,0,0,0,0,1,0,0,0
westerly,1,0,0,0,2,0,0,0
subpolar,1,0,0,0,0,0,0,0
aleutian,1,0,0,0,0,0,0,0
locate,0,0,0,0,0,0,3,0
alignment,0,0,0,0,1,0,0,0
modify,0,0,0,0,0,0,1,0
arrangement,0,0,0,0,1,0,0,0
notable,1,0,0,0,0,0,0,0
intense,1,0,0,0,0,0,0,0
southwestern,4,0,0,0,0,0,0,0
monsoon,0,0,0,0,2,0,0,0
follow,0,0,0,0,0,0,1,0
circle,0,0,0,0,0,0,1,0
clockwise,0,0,1,0,0,0,0,0
counterclockwise,0,0,1,0,0,0,0,0
flow,0,0,0,0,2,0,3,0
western,4,0,0,0,0,0,0,0
side,0,0,0,0,5,0,0,0
carry,0,0,0,0,0,0,4,0
eastern,8,0,0,0,0,0,0,0
northward,0,0,1,0,0,0,0,0
eastward,0,0,1,0,0,0,0,0
similar,3,0,0,0,0,0,0,0
indian,1,0,0,0,0,0,0,0
elevation,0,0,0,0,7,0,0,0
gradual,1,0,0,0,0,0,0,0
mountain,0,0,0,0,17,0,0,0
basis,0,0,0,0,2,0,0,0
summit,0,0,0,0,1,0,0,0
somewhat,0,0,2,0,0,0,0,0
oppose,0,0,0,0,0,0,1,0
elevated,1,0,0,0,0,0,0,0
plateau,0,0,0,0,3,0,0,0
expose,0,0,0,0,0,0,2,0
far,0,0,10,0,0,0,0,0
lowland,0,0,0,0,5,0,0,0
little,4,0,0,0,0,0,0,0
ground,0,0,0,0,5,0,0,0
foot,0,0,0,0,5,0,0,0
meter,0,0,0,0,5,0,0,0
effectively,0,0,1,0,0,0,0,0
trap,0,0,0,0,0,0,2,0
later,0,0,1,0,0,0,0,0
consider,0,0,0,0,0,0,4,0
relief,0,0,0,0,1,0,0,0
windward,4,0,0,0,0,0,0,0
slope,0,0,0,0,7,0,0,0
face,0,0,0,0,0,0,2,0
lee,0,0,0,0,2,0,0,0
sheltered,1,0,0,0,0,0,0,0
expand,0,0,0,0,0,0,1,0
reduce,0,0,0,0,0,0,7,0
need,0,0,0,0,0,0,2,0
saturation,0,0,0,0,1,0,0,0
condensation,0,0,0,0,1,0,0,0
compress,0,0,0,0,0,0,1,0
possible,1,0,0,0,0,0,0,0
likelihood,0,0,0,0,1,0,0,0
explain,0,0,0,0,0,0,1,0
heavy,8,0,0,0,0,0,0,0
serve,0,0,0,0,0,0,1,0
barrier,0,0,0,0,1,0,0,0
outbreak,0,0,0,0,1,0,0,0
protect,0,0,0,0,0,0,2,0
similarly,0,0,1,0,0,0,0,0
city,0,0,0,0,3,0,0,0
mild,8,0,0,0,0,0,0,0
variable,5,0,0,0,0,0,0,0
interesting,1,0,0,0,0,0,0,0
certain,3,0,0,0,0,0,0,0
characteristic,0,0,0,0,1,0,0,0
southeastern,9,0,0,0,0,0,0,0
opposite,1,0,0,0,0,0,0,0
section,0,0,0,0,1,0,0,0
immediate,1,0,0,0,0,0,0,0
partly,0,0,3,0,0,0,0,0
allow,0,0,0,0,0,0,4,0
maritime,6,0,0,0,0,0,0,0
hot,5,0,0,0,0,0,0,0
poleward,3,0,5,0,0,0,0,0
rarely,0,0,2,0,0,0,0,0
see,0,0,0,0,0,0,1,0
expanse,0,0,0,0,1,0,0,0
open,2,0,0,0,0,0,1,0
drop,0,0,0,0,0,0,3,0
hand,0,0,0,0,2,0,0,0
occasion,0,0,0,0,1,0,0,0
soar,0,0,0,0,0,0,1,0
arrive,0,0,0,0,0,0,1,0
short,9,0,0,0,0,0,0,0
monotonous,2,0,0,0,0,0,0,0
relatively,0,0,3,0,0,0,0,0
potentially,0,0,2,0,0,0,0,0
mere,1,0,0,0,0,0,0,0
exert,0,0,0,0,0,0,1,0
significant,2,0,0,0,0,0,0,0
associate,0,0,0,0,0,0,2,0
night,0,0,0,0,4,0,0,0
fall,0,0,0,0,1,0,5,0
radiate,0,0,0,0,0,0,2,0
travel,0,0,0,0,1,0,2,0
frontal,3,0,0,0,0,0,0,0
wave,0,0,0,0,3,0,0,0
cyclone,0,0,0,0,5,0,0,0
front,0,0,0,0,1,0,0,0
form,0,0,0,0,2,0,3,0
undulating,1,0,0,0,0,0,0,0
masse,0,0,0,0,7,0,0,0
strong,3,0,0,0,0,0,0,0
dominate,0,0,0,0,0,0,4,0
minor,1,0,0,0,0,0,0,0
season,0,0,0,0,7,0,0,0
distinguish,0,0,0,0,0,0,3,0
typically,0,0,4,0,0,0,0,0
mediterranean,7,0,0,0,0,0,0,0
occur,0,0,0,0,0,0,9,0
close,1,0,1,0,0,0,0,0
consist,0,0,0,0,0,0,1,0
dense,4,0,0,0,0,0,0,0
leaved,2,0,0,0,0,0,0,0
poorly,0,0,1,0,0,0,0,0
drain,0,0,0,0,0,0,1,0
mangrove,0,0,0,0,1,0,0,0
swamp,0,0,0,0,1,0,0,0
thin,1,0,0,0,0,0,0,0
sunlight,0,0,0,0,3,0,0,0
undergrowth,0,0,0,0,1,0,0,0
jungle,0,0,0,0,1,0,0,0
abundant,2,0,0,0,0,0,0,0
lush,1,0,0,0,0,0,0,0
mountainous,1,0,0,0,0,0,0,0
island,0,0,0,0,4,0,0,0
boat,0,0,0,0,1,0,0,0
traffic,0,0,0,0,2,0,0,0
occupy,0,0,0,0,0,0,1,0
stretch,0,0,0,0,0,0,1,0
make,0,0,0,0,0,0,1,0
huge,3,0,0,0,0,0,0,0
extent,0,0,0,0,1,0,0,0
reflection,0,0,0,0,1,0,0,0
run,0,0,0,0,0,0,1,0
slightly,0,0,2,0,0,0,0,0
river,0,0,0,0,1,0,0,0
clear,1,0,0,0,0,0,0,0
daytime,0,0,0,0,1,0,0,0
midnight,0,0,0,0,1,0,0,0
brazilian,1,0,0,0,0,0,0,0
heart,0,0,0,0,1,0,0,0
upper,5,0,0,0,0,0,0,0
consistently,0,0,1,0,0,0,0,0
oppressive,1,0,0,0,0,0,0,0
annually,0,0,1,0,0,0,0,0
consecutive,1,0,0,0,0,0,0,0
northwestern,4,0,0,0,0,0,0,0
edge,0,0,0,0,3,0,0,0
tributary,0,0,0,0,1,0,0,0
remarkably,0,0,1,0,0,0,0,0
rich,1,0,0,0,0,0,0,0
diverse,1,0,0,0,0,0,0,0
animal,0,0,0,0,8,0,0,0
resource,0,0,0,0,1,0,0,0
contain,0,0,0,0,0,0,1,0
million,0,0,0,0,2,5,0,0
specie,0,0,0,0,5,0,0,0
insect,0,0,0,0,2,0,0,0
bird,0,0,0,0,2,0,0,0
fish,0,0,0,0,2,0,0,0
unrecorded,1,0,0,0,0,0,0,0
science,0,0,0,0,1,0,0,0
savanna,0,0,0,0,3,0,0,0
sky,0,0,0,0,1,0,0,0
tall,2,0,0,0,0,0,0,0
grass,0,0,0,0,4,0,0,0
scatter,0,0,0,0,0,0,1,0
principal,2,0,0,0,0,0,0,0
merge,0,0,0,0,0,0,5,0
survive,0,0,0,0,0,0,3,0
continental,12,0,0,0,0,0,0,0
vast,1,0,0,0,0,0,0,0
scarce,1,0,0,0,0,0,0,0
part,0,0,0,0,5,0,0,0
occasional,3,0,0,0,0,0,0,0
freezing,2,0,0,0,3,0,0,0
characterize,0,0,0,0,0,0,1,0
exist,0,0,0,0,0,0,1,0
distance,0,0,0,0,1,0,0,0
primarily,0,0,1,0,0,0,0,0
storm,0,0,0,0,9,0,0,0
invasion,0,0,0,0,1,0,0,0
northeastern,4,0,0,0,0,0,0,0
conflict,0,0,0,0,1,0,0,0
overwhelmingly,0,0,1,0,0,0,0,0
confine,0,0,0,0,0,0,2,0
extend,0,0,0,0,0,0,3,0
subarctic,6,0,0,0,0,0,0,0
damage,0,0,0,0,1,0,0,0
hurricane,0,0,0,0,2,0,0,0
especially,0,0,3,0,0,0,0,0
native,1,0,0,0,0,0,0,0
prairie,0,0,0,0,1,0,0,0
margin,0,0,0,0,2,0,0,0
deciduous,2,0,0,0,0,0,0,0
leave,0,0,0,0,2,0,0,0
baltic,1,0,0,0,0,0,0,0
country,0,0,0,0,1,0,0,0
source,0,0,0,0,1,0,0,0
bitterly,0,0,2,0,0,0,0,0
boreal,3,0,0,0,0,0,0,0
exhibit,0,0,0,0,0,0,1,0
autumn,0,0,0,0,2,0,0,0
snowfall,0,0,0,0,3,0,0,0
portion,0,0,0,0,1,0,0,0
permanently,0,0,2,0,0,0,0,0
frozen,3,0,0,0,0,0,0,0
subsoil,0,0,0,0,1,0,0,0
permafrost,0,0,0,0,3,0,0,0
coincide,0,0,0,0,0,0,1,0
inland,0,0,1,0,0,0,0,0
main,1,0,0,0,0,0,0,0
moderately,0,0,1,0,0,0,0,0
moose,0,0,0,0,2,0,0,0
home,0,0,0,0,1,0,0,0
environmental,2,0,0,0,0,0,0,0
suitable,1,0,0,0,0,0,0,0
organism,0,0,0,0,3,0,0,0
conifer,0,0,0,0,1,0,0,0
needle,0,0,0,0,1,0,0,0
hardwood,0,0,0,0,1,0,0,0
birch,0,0,0,0,1,0,0,0
aspen,0,0,0,0,1,0,0,0
