word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PART,PRON,PUNCT,SCONJ,VERB,X
evident,5,0,0,0,0,0,0,0,0,0,0,0,0,0
satisfaction,0,0,0,0,0,0,4,0,0,0,0,0,0,0
free,24,0,0,0,0,0,0,0,0,0,0,0,0,0
easy,18,0,8,0,0,0,0,0,0,0,0,0,0,0
defiance,0,0,0,0,0,0,2,0,0,0,0,0,0,0
garnish,0,0,0,0,0,0,0,0,0,0,0,0,1,0
convenient,2,0,0,0,0,0,0,0,0,0,0,0,0,0
interval,0,0,0,0,0,0,4,0,0,0,0,0,0,0
profane,2,0,0,0,0,0,0,0,0,0,0,0,0,0
expression,0,0,0,0,0,0,16,0,0,0,0,0,0,0
desire,0,0,0,0,0,0,1,0,0,0,0,0,2,0
graphic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
account,0,0,0,0,0,0,11,0,0,0,0,0,0,0
shall,0,0,0,53,0,0,0,0,0,0,0,0,1,0
induce,0,0,0,0,0,0,0,0,0,0,0,0,4,0
transcribe,0,0,0,0,0,0,0,0,0,0,0,0,1,0
companion,0,0,0,0,0,0,6,0,0,0,0,0,0,0
appearance,0,0,0,0,0,0,14,0,0,0,0,0,0,0
arrangement,0,0,0,0,0,0,9,0,0,0,0,0,0,0
house,0,0,0,0,0,0,32,0,0,0,0,0,0,0
housekeeping,0,0,0,0,0,0,1,0,0,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,0,0,0,3,0
opulent,1,0,0,0,0,0,0,0,0,0,0,0,0,0
circumstance,0,0,0,0,0,0,11,0,0,0,0,0,0,0
state,0,0,0,0,0,0,24,0,0,0,0,0,4,0
midst,0,0,0,0,0,0,1,0,0,0,0,0,0,0
earnest,6,0,0,0,0,0,2,0,0,0,0,0,0,0
matter,0,0,4,0,0,0,33,0,0,0,0,0,0,0
trade,0,0,0,0,0,0,17,0,0,0,0,0,12,0
positively,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,6,0,0,0,0,0,37,0
glass,0,0,0,0,0,0,10,0,0,0,0,0,0,0
eye,0,0,0,0,0,0,94,0,0,0,0,0,2,0
light,2,0,0,0,0,0,8,0,0,0,0,0,7,0
fact,0,0,0,0,0,0,29,0,0,0,0,0,0,0
uncommon,7,0,0,0,0,0,0,0,0,0,0,0,0,0
fellow,0,0,0,0,0,0,59,0,0,0,0,0,0,0
certainly,0,0,14,0,0,0,0,0,0,0,0,0,0,0
worth,10,0,0,0,0,0,1,0,0,0,0,0,0,0
sum,0,0,0,0,0,0,5,0,0,0,0,0,0,0
honest,20,0,0,0,0,0,0,0,0,0,0,0,0,0
capable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
manage,0,0,0,0,0,0,0,0,0,0,0,0,9,0
farm,0,0,0,0,0,0,10,0,0,0,0,0,0,0
like,3,110,2,0,0,0,1,0,0,0,0,0,17,0
clock,0,0,0,0,0,0,2,0,0,0,0,0,0,0
mean,8,0,0,0,0,0,4,0,0,0,0,0,32,0
nigger,0,0,0,0,0,0,49,0,0,0,0,0,0,0
help,0,0,0,0,0,0,6,0,0,0,0,0,62,0
brandy,0,0,0,0,0,0,3,0,0,0,0,0,0,0
good,168,0,4,0,0,1,8,0,0,0,0,0,0,0
steady,4,0,0,0,0,0,0,0,0,0,0,0,0,0
sensible,5,0,0,0,0,0,0,0,0,0,0,0,0,0
pious,15,0,0,0,0,0,0,0,0,0,0,0,0,0
get,0,0,0,0,0,0,0,0,0,0,0,0,119,0
religion,0,0,0,0,0,0,12,0,0,0,0,0,0,0
camp,0,0,0,0,0,0,4,0,0,0,0,0,0,0
meeting,0,0,0,0,0,0,6,0,0,0,0,0,0,0
year,0,0,0,0,0,0,29,0,0,0,0,0,0,0
ago,0,0,6,0,0,0,0,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,0,0,0,28,0
trust,0,0,0,0,0,0,3,0,0,0,0,0,19,0
let,0,0,0,0,0,0,0,0,0,0,0,0,62,0
round,10,25,21,0,0,0,1,0,0,0,0,0,0,0
country,0,0,0,0,0,0,31,0,0,0,0,0,0,0
find,0,0,0,0,0,0,0,0,0,0,0,0,47,0
true,21,0,0,0,0,0,0,0,0,0,0,0,0,0
square,3,0,2,0,0,0,0,0,0,0,0,0,0,0
folk,0,0,0,0,0,0,22,0,0,0,0,0,0,0
candid,2,0,0,0,0,0,0,0,0,0,0,0,0,0
yer,0,0,0,0,0,0,0,0,0,164,0,0,1,0
lot,0,0,0,0,0,0,8,0,0,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,0,0,0,94,0
meetin,0,0,0,0,0,0,5,0,0,0,0,0,0,1
hear,0,0,0,0,0,0,0,0,0,0,0,0,85,0
critter,0,0,0,0,0,0,7,0,0,0,0,0,0,0
pray,0,0,0,0,0,0,0,0,0,0,0,0,12,0
gentle,19,0,0,0,0,0,0,0,0,0,0,0,0,0
quiet,21,0,0,0,0,0,0,0,0,0,0,0,1,0
fetch,0,0,0,0,0,0,0,0,0,0,0,0,5,0
buy,0,0,0,0,0,0,0,0,0,0,0,0,33,0
cheap,5,0,2,0,0,0,0,0,0,0,0,0,0,0
blige,1,0,0,0,0,0,0,0,0,0,0,0,2,0
sell,0,0,0,0,0,0,0,0,0,0,0,0,90,0
realize,0,0,0,0,0,0,0,0,0,0,0,0,3,0
yes,0,0,0,0,0,58,0,0,0,0,0,0,0,0
consider,0,0,0,0,0,0,0,0,0,0,0,0,18,0
valeyable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,97,0,0,0,0,0,0,0
genuine,1,0,0,0,0,0,0,0,0,0,0,0,0,0
article,0,0,0,0,0,0,16,0,0,0,0,0,0,0
mistake,0,0,0,0,0,0,8,0,0,0,0,0,1,0
real,12,0,8,0,0,0,0,0,0,0,0,0,0,0
rejoin,0,0,0,0,0,0,0,0,0,0,0,0,2,0
fall,0,0,0,0,0,0,2,0,0,0,0,0,23,0
business,0,0,0,0,0,0,53,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,0,0,0,61,0
home,0,0,8,0,0,0,19,0,0,0,0,0,0,0
dollar,0,0,0,0,0,0,18,0,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,0,0,0,157,0
know,0,0,0,0,0,0,0,0,0,0,0,0,215,0
cheat,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sure,23,0,5,0,0,1,0,0,0,0,0,0,0,0
track,0,0,0,0,0,0,5,0,0,0,0,0,0,0
master,0,0,0,0,0,0,64,0,0,0,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,0,0,0,128,0
sorry,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ought,0,0,0,11,0,0,0,0,0,0,0,0,0,0
cover,0,0,0,0,0,0,2,0,0,0,0,0,12,0
balance,0,0,0,0,0,0,7,0,0,0,0,0,1,0
debt,0,0,0,0,0,0,6,0,0,0,0,0,0,0
conscience,0,0,0,0,0,0,9,0,0,0,0,0,0,0
afford,0,0,0,0,0,0,0,0,0,0,0,0,5,0
little,154,0,3,0,0,0,0,0,0,0,0,0,0,0
swear,0,0,0,0,0,0,0,0,0,0,0,0,8,0
trader,0,0,0,0,0,0,74,0,0,0,0,0,0,0
jocularly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ready,19,0,0,0,0,0,0,0,0,0,0,0,0,0
reason,0,0,0,0,0,0,11,0,0,0,0,0,3,0
friend,0,0,0,0,0,0,31,0,0,0,0,0,0,0
leetle,0,0,0,0,0,0,5,0,0,0,0,0,0,0
hard,25,0,15,0,0,0,0,0,0,0,0,0,0,0
sigh,0,0,0,0,0,0,4,0,0,0,0,0,4,0
contemplatively,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pour,0,0,0,0,0,0,0,0,0,0,0,0,8,0
uneasy,7,0,0,0,0,0,0,0,0,0,0,0,0,0
silence,0,0,0,0,0,0,11,0,0,0,0,0,0,0
boy,0,0,0,0,0,0,126,0,0,0,0,0,0,0
gal,0,0,0,0,0,0,47,0,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,0,20,0
spare,0,0,0,0,0,0,0,0,0,0,0,0,1,0
truth,0,0,0,0,0,0,7,0,0,0,0,0,0,0
necessity,0,0,0,0,0,0,8,0,0,0,0,0,0,0
make,0,0,0,0,0,0,0,0,0,0,0,0,34,0
willing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
part,0,0,0,0,0,0,5,0,0,0,0,0,5,0
door,0,0,0,0,0,0,73,0,0,0,0,0,0,0
open,18,2,1,0,0,0,0,0,0,0,0,0,21,0
small,30,0,0,0,0,0,0,0,0,0,0,0,0,0
quadroon,0,0,0,0,0,0,4,0,0,0,0,0,0,0
age,0,0,0,0,0,0,7,0,0,0,0,0,6,0
enter,0,0,0,0,0,0,0,0,0,0,0,0,15,0
room,0,0,0,0,0,0,42,0,0,0,0,0,0,0
remarkably,0,0,4,0,0,0,0,0,0,0,0,0,0,0
beautiful,18,0,0,0,0,0,0,0,0,0,0,0,0,0
engaging,1,0,0,0,0,0,0,0,0,0,0,0,0,0
black,27,0,0,0,0,0,2,0,0,0,0,0,2,0
hair,0,0,0,0,0,0,22,0,0,0,0,0,0,0
fine,16,0,0,0,0,0,1,0,0,0,0,0,0,0
floss,0,0,0,0,0,0,1,0,0,0,0,0,0,0
silk,0,0,0,0,0,0,5,0,0,0,0,0,0,0
hang,0,0,0,0,0,0,1,0,0,0,0,0,14,0
glossy,6,0,0,0,0,0,0,0,0,0,0,0,0,0
curl,0,0,0,0,0,0,9,0,0,0,0,0,2,0
dimpled,1,0,0,0,0,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,0,69,0,0,0,0,0,2,0
pair,0,0,0,0,0,0,7,0,0,0,0,0,0,0
dark,22,0,0,0,0,0,1,0,0,0,0,0,0,0
fire,0,0,0,0,0,0,22,0,0,0,0,0,3,0
softness,0,0,0,0,0,0,5,0,0,0,0,0,0,0
look,0,0,0,0,0,0,11,0,0,0,0,0,150,0
beneath,0,3,0,0,0,0,0,0,0,0,0,0,0,0
rich,8,0,0,0,0,0,0,0,0,0,0,0,0,0
long,37,0,25,0,0,0,0,0,0,0,0,0,0,0
lash,0,0,0,0,0,0,2,0,0,0,0,0,0,0
peer,0,0,0,0,0,0,0,0,0,0,0,0,2,0
curiously,0,0,1,0,0,0,0,0,0,0,0,0,0,0
apartment,0,0,0,0,0,0,7,0,0,0,0,0,0,0
gay,3,0,0,0,0,0,0,0,0,0,0,0,0,0
robe,0,0,0,0,0,0,2,0,0,0,0,0,0,0
scarlet,3,0,0,0,0,0,0,0,0,0,0,0,0,0
plaid,0,0,0,0,0,0,1,0,0,0,0,0,0,0
carefully,0,0,10,0,0,0,0,0,0,0,0,0,0,0
neatly,0,0,7,0,0,0,0,0,0,0,0,0,0,0
fit,2,0,0,0,0,0,1,0,0,0,0,0,1,0
advantage,0,0,0,0,0,0,5,0,0,0,0,0,2,0
style,0,0,0,0,0,0,12,0,0,0,0,0,0,0
beauty,0,0,0,0,0,0,9,0,0,0,0,0,0,0
certain,22,0,0,0,0,0,0,0,0,0,0,0,0,0
comic,3,0,0,0,0,0,0,0,0,0,0,0,0,0
assurance,0,0,0,0,0,0,2,0,0,0,0,0,0,0
blend,0,0,0,0,0,0,0,0,0,0,0,0,2,0
bashfulness,0,0,0,0,0,0,2,0,0,0,0,0,0,0
show,0,0,0,0,0,0,0,0,0,0,0,0,16,0
unused,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pet,0,0,0,0,0,0,1,0,0,0,0,0,2,0
notice,0,0,0,0,0,0,0,0,0,0,0,0,8,0
whistle,0,0,0,0,0,0,2,0,0,0,0,0,4,0
snap,0,0,0,0,0,0,0,0,0,0,0,0,5,0
bunch,0,0,0,0,0,0,1,0,0,0,0,0,0,0
raisin,0,0,0,0,0,0,1,0,0,0,0,0,3,0
pick,0,0,0,0,0,0,0,0,0,0,0,0,7,0
child,0,0,0,0,0,0,117,0,0,0,0,0,0,0
scamper,0,0,0,0,0,0,1,0,0,0,0,0,1,0
strength,0,0,0,0,0,0,4,0,0,0,0,0,0,0
prize,0,0,0,0,0,0,1,0,0,0,0,0,0,0
laugh,0,0,0,0,0,0,9,0,0,0,0,0,20,0
pat,0,0,0,0,0,0,0,0,0,0,0,0,4,0
curly,4,0,0,0,0,0,0,0,0,0,0,0,0,0
head,0,0,0,0,0,0,85,0,0,0,0,0,0,0
chuck,0,0,0,0,0,0,0,0,0,0,0,0,1,0
chin,0,0,0,0,0,0,3,0,0,0,0,0,0,0
dance,0,0,0,0,0,0,0,0,0,0,0,0,4,0
sing,0,0,0,0,0,0,0,0,0,0,0,0,7,0
commence,0,0,0,0,0,0,0,0,0,0,0,0,8,0
wild,8,0,0,0,0,0,0,0,0,0,0,0,0,0
grotesque,2,0,0,0,0,0,0,0,0,0,0,0,0,0
song,0,0,0,0,0,0,1,0,0,0,0,0,0,0
common,7,0,0,0,0,0,0,0,0,0,0,0,0,0
negro,2,0,0,0,0,0,17,0,0,0,0,0,0,0
clear,10,0,1,0,0,0,0,0,0,0,0,0,6,0
voice,0,0,0,0,0,0,28,0,0,0,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,0,0,0,3,0
singing,0,0,0,0,0,0,5,0,0,0,0,0,0,0
evolution,0,0,0,0,0,0,4,0,0,0,0,0,0,0
foot,0,0,0,0,0,0,30,0,0,0,0,0,0,0
body,0,0,0,0,0,0,15,0,0,0,0,0,0,0
perfect,5,0,0,0,0,0,0,0,0,0,0,0,0,0
time,0,0,0,0,0,0,99,0,0,0,0,0,0,0
music,0,0,0,0,0,0,2,0,0,0,0,0,0,0
bravo,0,0,0,0,0,2,0,0,0,0,0,0,0,0
quarter,0,0,0,0,0,0,7,0,0,0,0,0,0,0
orange,0,0,0,0,0,0,4,0,0,0,0,0,0,0
walk,0,0,0,0,0,0,3,0,0,0,0,0,40,0
old,121,0,0,0,0,0,0,0,0,0,0,0,0,0
rheumatism,0,0,0,0,0,0,2,0,0,0,0,0,0,0
instantly,0,0,6,0,0,0,0,0,0,0,0,0,0,0
flexible,1,0,0,0,0,0,0,0,0,0,0,0,0,0
limb,0,0,0,0,0,0,8,0,0,0,0,0,0,0
assume,0,0,0,0,0,0,0,0,0,0,0,0,3,0
deformity,0,0,0,0,0,0,1,0,0,0,0,0,0,0
distortion,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hump,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stick,0,0,0,0,0,0,5,0,0,0,0,0,9,0
hobble,0,0,0,0,0,0,1,0,0,0,0,0,1,0
childish,3,0,0,0,0,0,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,0,0,0,35,0
doleful,3,0,0,0,0,0,0,0,0,0,0,0,0,0
pucker,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spit,0,0,0,0,0,0,0,0,0,0,0,0,7,0
right,28,0,31,0,0,0,9,0,0,0,0,0,1,0
left,0,0,2,0,0,0,0,0,0,0,0,0,0,0
imitation,0,0,0,0,0,0,2,0,0,0,0,0,0,0
uproariously,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lead,0,0,0,0,0,0,0,0,0,0,0,0,8,0
psalm,0,0,0,0,0,0,2,0,0,0,0,0,0,0
chubby,1,0,0,0,0,0,0,0,0,0,0,0,0,0
formidable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
length,0,0,0,0,0,0,7,0,0,0,0,0,0,0
tone,0,0,0,0,0,0,26,0,0,0,0,0,2,0
tune,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nose,0,0,0,0,0,0,13,0,0,0,0,0,0,0
imperturbable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,0,0,0,0,0,0,8,0,0,0,0,0,0,0
hurrah,0,0,0,0,0,1,0,0,0,0,0,0,0,0
young,79,0,0,0,0,0,0,0,0,0,0,0,0,0
chap,0,0,0,0,0,0,8,0,0,0,0,0,0,0
case,0,0,0,0,0,0,33,0,0,0,0,0,0,0
promise,0,0,0,0,0,0,2,0,0,0,0,0,7,0
suddenly,0,0,28,0,0,0,0,0,0,0,0,0,0,0
clap,0,0,0,0,0,0,0,0,0,0,0,0,6,0
shoulder,0,0,0,0,0,0,12,0,0,0,0,0,0,0
fle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
settle,0,0,0,0,0,0,3,0,0,0,0,0,8,0
moment,0,0,0,0,0,0,43,0,0,0,0,0,0,0
push,0,0,0,0,0,0,1,0,0,0,0,0,15,0
gently,0,0,12,0,0,0,0,0,0,0,0,0,0,0
woman,0,0,0,0,0,0,113,0,0,0,0,0,0,0
apparently,0,0,7,0,0,0,0,0,0,0,0,0,0,0
need,0,0,0,7,0,0,3,0,0,0,0,0,16,0
glance,0,0,0,0,0,0,9,0,0,0,0,0,3,0
identify,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mother,0,0,0,0,0,0,82,0,0,0,0,0,0,0
ripple,0,0,0,0,0,0,3,0,0,0,0,0,1,0
silky,1,0,0,0,0,0,0,0,0,0,0,0,0,0
brown,7,0,0,0,0,0,4,0,0,0,0,0,1,0
complexion,0,0,0,0,0,0,5,0,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,0,0,44,0
cheek,0,0,0,0,0,0,11,0,0,0,0,0,0,0
perceptible,4,0,0,0,0,0,0,0,0,0,0,0,0,0
flush,0,0,0,0,0,0,1,0,0,0,0,0,2,0
deepen,0,0,0,0,0,0,0,0,0,0,0,0,1,0
see,0,0,0,0,0,0,0,0,0,0,0,0,94,0
gaze,0,0,0,0,0,0,1,0,0,0,0,0,6,0
strange,9,0,0,0,0,0,0,0,0,0,0,0,0,0
fix,0,0,0,0,0,0,1,0,0,0,0,0,11,0
bold,7,0,0,0,0,0,0,0,0,0,0,0,0,0
undisguised,1,0,0,0,0,0,0,0,0,0,0,0,0,0
admiration,0,0,0,0,0,0,4,0,0,0,0,0,0,0
neat,7,0,0,0,0,0,0,0,0,0,0,0,0,0
possible,12,0,0,0,0,0,0,0,0,0,0,0,0,0
finely,0,0,2,0,0,0,0,0,0,0,0,0,0,0
mould,0,0,0,0,0,0,0,0,0,0,0,0,2,0
shape,0,0,0,0,0,0,6,0,0,0,0,0,0,0
delicately,0,0,1,0,0,0,0,0,0,0,0,0,0,0
form,0,0,0,0,0,0,11,0,0,0,0,0,9,0
trim,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ankle,0,0,0,0,0,0,2,0,0,0,0,0,0,0
item,0,0,0,0,0,0,2,0,0,0,0,0,0,0
escape,0,0,0,0,0,0,4,0,0,0,0,0,8,0
quick,5,0,1,0,0,0,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,2,0,0,0,0,0,50,0
point,0,0,0,0,0,0,8,0,0,0,0,0,8,0
female,7,0,0,0,0,0,0,0,0,0,0,0,0,0
stop,0,0,0,0,0,0,1,0,0,0,0,0,34,0
hesitatingly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sir,0,0,0,0,0,0,55,0,0,0,0,0,0,0
bound,0,0,0,0,0,0,3,0,0,0,0,0,3,0
spoil,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gather,0,0,0,0,0,0,0,0,0,0,0,0,7,0
skirt,0,0,0,0,0,0,3,0,0,0,0,0,0,0
away,0,8,64,0,0,0,0,0,0,0,0,0,0,0
hastily,0,0,10,0,0,0,0,0,0,0,0,0,0,0
withdraw,0,0,0,0,0,0,0,0,0,0,0,0,2,0
carry,0,0,0,0,0,0,0,0,0,0,0,0,22,0
arm,0,0,0,0,0,0,46,0,0,0,0,0,0,0
turn,0,0,0,0,0,0,9,0,0,0,0,0,51,0
fortune,0,0,0,0,0,0,4,0,0,0,0,0,0,0
thousand,0,0,0,0,0,0,0,10,0,0,0,0,0,0
pay,0,0,0,0,0,0,1,0,0,0,0,0,18,0
bit,0,0,0,0,0,0,10,0,0,0,0,0,0,0
handsome,19,0,0,0,0,0,0,0,0,0,0,0,0,0
want,0,0,0,0,0,0,2,0,0,0,0,0,71,0
dryly,0,0,5,0,0,0,0,0,0,0,0,0,0,0
seek,0,0,0,0,0,0,0,0,0,0,0,0,5,0
uncork,0,0,0,0,0,0,0,0,0,0,0,0,2,0
bottle,0,0,0,0,0,0,3,0,0,0,0,0,0,0
fresh,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ask,0,0,0,0,0,0,0,0,0,0,0,0,17,0
opinion,0,0,0,0,0,0,5,0,0,0,0,0,0,0
capital,0,0,0,0,0,0,3,0,0,0,0,0,0,0
chop,0,0,0,0,0,0,3,0,0,0,0,0,0,0
slap,0,0,0,0,0,0,1,0,0,0,0,0,3,0
familiarly,0,0,2,0,0,0,0,0,0,0,0,0,0,0
add,0,0,0,0,0,0,0,0,0,0,0,0,30,0
wife,0,0,0,0,0,0,52,0,0,0,0,0,0,0
weight,0,0,0,0,0,0,5,0,0,0,0,0,0,0
cause,0,0,0,0,0,0,5,0,0,0,0,5,2,0
sort,0,0,1,0,0,0,38,0,0,0,0,0,2,0
calculation,0,0,0,0,0,0,1,0,0,0,0,0,0,0
feather,0,0,0,0,0,0,5,0,0,0,0,0,0,0
trinket,0,0,0,0,0,0,1,0,0,0,0,0,0,0
alter,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reckon,0,0,0,0,0,0,0,0,0,0,0,0,12,0
decidedly,0,0,18,0,0,0,0,0,0,0,0,0,0,0
pretty,7,0,17,0,0,0,0,0,0,0,0,0,0,0
handsomely,0,0,3,0,0,0,0,0,0,0,0,0,0,0
earth,0,0,0,0,0,0,8,0,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,0,0,137,0
branch,0,0,0,0,0,0,2,0,0,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,0,0,0,24,0
market,0,0,0,0,0,0,9,0,0,0,0,0,0,0
fancy,3,0,0,0,0,0,0,0,0,0,0,0,6,0
entirely,0,0,14,0,0,0,0,0,0,0,0,0,0,0
waiter,0,0,0,0,0,0,3,0,0,0,0,0,0,0
un,0,0,0,0,0,0,10,0,0,0,0,0,0,0
place,0,0,0,0,0,0,57,0,0,0,0,0,3,0
wait,0,0,0,0,0,0,0,0,0,0,0,0,6,0
tend,0,0,0,0,0,0,0,0,0,0,0,0,5,0
