word,ADJ,ADP,ADV,AUX,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
basement,0,0,0,0,0,5,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,23,0
bath,0,0,0,0,0,1,0,0,0,0,0
everybody,0,0,0,0,0,0,0,15,0,0,0
white,18,0,0,0,0,0,0,0,0,0,0
tree,0,0,0,0,0,15,0,0,0,0,0
great,9,0,0,0,0,0,0,0,0,0,0
big,31,0,0,0,0,0,0,0,0,0,0
grass,0,0,0,0,0,1,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,0,7,0
fence,0,0,0,0,0,3,0,0,0,0,0
talk,0,0,0,0,0,0,0,0,0,22,0
hold,0,0,0,0,0,0,0,0,0,23,0
lottery,0,0,0,0,0,2,0,0,0,0,0
ticket,0,0,0,0,0,1,0,0,0,0,0
dream,0,0,0,0,0,2,0,0,0,6,0
story,0,0,0,0,0,13,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,55,0
bed,0,0,0,0,0,4,0,0,0,0,0
way,0,0,0,0,0,32,0,0,0,0,0
small,8,0,0,0,0,0,0,0,0,0,0
red,21,0,0,0,0,0,0,0,0,0,0
tight,3,0,3,0,0,0,0,0,0,0,0
step,0,0,0,0,0,8,0,0,0,1,0
window,0,0,0,0,0,25,0,0,0,0,0
breath,0,0,0,0,0,5,0,0,0,0,0
brick,0,0,0,0,0,5,0,0,0,0,0
crumble,0,0,0,0,0,0,0,0,0,1,0
place,0,0,0,0,0,9,0,0,0,0,0
swollen,2,0,0,0,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,0,5,0
hard,6,0,8,0,0,0,0,0,0,0,0
little,55,0,0,0,0,0,0,0,0,0,0
elm,0,0,0,0,0,1,0,0,0,0,0
city,0,0,0,0,0,4,0,0,0,0,0
plant,0,0,0,0,0,0,0,0,0,2,0
curb,0,0,0,0,0,2,0,0,0,0,0
garage,0,0,0,0,0,2,0,0,0,0,0
car,0,0,0,0,0,28,0,0,0,0,0
building,0,0,0,0,0,5,0,0,0,0,0
ordinary,5,0,0,0,0,0,0,0,0,0,0
bedroom,0,0,0,0,0,1,0,0,0,0,0
nun,0,0,0,0,0,3,0,0,0,0,0
school,0,0,0,0,0,20,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,5,0
see,0,0,0,0,0,0,0,0,0,22,0
play,0,0,0,0,0,1,0,0,0,18,0
laundromat,0,0,0,0,0,3,0,0,0,0,0
board,0,0,0,0,0,1,0,0,0,1,0
rob,0,0,0,0,0,0,0,0,0,1,0
owner,0,0,0,0,0,3,0,0,0,0,0
paint,0,0,0,0,0,3,0,0,0,6,0
wood,0,0,0,0,0,3,0,0,0,0,0
yes,0,0,0,0,37,0,0,0,0,0,0
open,6,0,0,0,0,0,0,0,0,13,0
lose,0,0,0,0,0,0,0,0,0,5,0
business,0,0,0,0,0,1,0,0,0,0,0
ask,0,0,0,0,0,0,0,0,0,28,0
say,0,0,0,0,0,0,0,0,0,172,0
point,0,0,0,0,0,1,0,0,0,13,0
peel,0,0,0,0,0,0,0,0,0,1,0
wooden,8,0,0,0,0,0,0,0,0,0,0
bar,0,0,0,0,0,3,0,0,0,0,0
nail,0,0,0,0,0,0,0,0,0,1,0
fall,0,0,0,0,0,0,0,0,0,12,0
feel,0,0,0,0,0,0,0,0,0,14,0
nod,0,0,0,0,0,0,0,0,0,2,0
know,0,0,0,0,0,0,0,0,0,93,0
mama,0,0,0,0,0,21,0,0,0,0,0
temporary,1,0,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,29,0,0,0,0,0
family,0,0,0,0,0,15,0,0,0,0,0
different,8,0,0,0,0,0,0,0,0,0,0
hair,0,0,0,0,0,17,0,0,0,0,0
air,0,0,0,0,0,5,0,0,0,0,0
lazy,1,0,0,0,0,0,0,0,0,0,0
obey,0,0,0,0,0,0,0,0,0,2,0
barrette,0,0,0,0,0,1,0,0,0,0,0
band,0,0,0,0,0,1,0,0,0,0,0
thick,10,0,0,0,0,0,0,0,0,0,0
straight,4,0,4,0,0,0,0,0,0,0,0
need,0,0,0,0,0,0,0,0,0,9,0
comb,0,0,0,0,0,1,0,0,0,3,0
slippery,1,0,0,0,0,0,0,0,0,0,0
slide,0,0,0,0,0,0,0,0,0,2,0
hand,0,0,0,0,0,24,0,0,0,0,0
young,9,0,1,0,0,0,0,0,0,0,0
fur,0,0,0,0,0,4,0,0,0,0,0
mother,0,0,0,0,0,35,0,0,0,0,0
rosette,0,0,0,0,0,1,0,0,0,0,0
candy,0,0,0,0,0,4,0,0,0,0,0
circle,0,0,0,0,0,3,0,0,0,0,0
curly,1,0,0,0,0,0,0,0,0,0,0
pretty,18,0,0,0,0,0,0,0,0,0,0
pin,0,0,0,0,0,3,0,0,0,1,0
curl,0,0,0,0,0,1,0,0,0,0,0
sweet,8,0,0,0,0,0,0,0,0,0,0
nose,0,0,0,0,0,4,0,0,0,0,0
safe,3,0,0,0,0,0,0,0,0,0,0
warm,3,0,0,0,0,0,0,0,0,0,0
smell,0,0,0,0,0,7,0,0,0,7,0
bread,0,0,0,0,0,4,0,0,0,0,0
bake,0,0,0,0,0,0,0,0,0,1,0
make,0,0,0,0,0,0,0,0,0,9,0
room,0,0,0,0,0,16,0,0,0,0,0
skin,0,0,0,0,0,5,0,0,0,0,0
sleep,0,0,0,0,0,2,0,0,0,8,0
near,1,1,0,0,0,0,0,0,0,0,0
rain,0,0,0,0,0,6,0,0,0,2,0
outside,0,1,4,0,0,0,0,0,0,0,0
snore,0,0,0,0,0,0,0,0,0,2,0
snoring,0,0,0,0,0,1,0,0,0,0,0
boy,0,0,0,0,0,33,0,0,0,0,0
girl,0,0,0,0,0,25,0,0,0,0,0
separate,1,0,0,0,0,0,0,0,0,0,0
world,0,0,0,0,0,4,0,0,0,0,0
universe,0,0,0,0,0,1,0,0,0,0,0
brother,0,0,0,0,0,5,0,0,0,0,0
example,0,0,0,0,0,2,0,0,0,0,0
plenty,0,0,0,0,0,2,0,0,0,0,0
good,26,0,0,0,2,0,0,0,0,0,0
friend,0,0,0,0,0,25,0,0,0,0,0
fault,0,0,0,0,0,3,0,0,0,0,0
pick,0,0,0,0,0,0,0,0,0,11,0
come,0,0,0,0,0,0,0,0,0,90,0
kid,0,0,0,0,0,26,0,0,0,0,0
turn,0,0,0,0,0,7,0,0,0,18,0
right,6,0,10,0,0,0,0,0,0,0,0
responsibility,0,0,0,0,0,1,0,0,0,0,0
someday,0,0,3,0,0,0,0,0,0,0,0
secret,1,0,0,0,0,1,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,0,6,0
joke,0,0,0,0,0,3,0,0,0,0,0
have,0,0,0,0,0,0,0,0,0,5,0
explain,0,0,0,0,0,0,0,0,0,6,0
balloon,0,0,0,0,0,4,0,0,0,0,0
tie,0,0,0,0,0,0,0,0,0,6,0
anchor,0,0,0,0,0,3,0,0,0,0,0
mean,1,0,0,0,0,0,0,0,0,12,0
hope,0,0,0,0,0,1,0,0,0,1,0
letter,0,0,0,0,0,6,0,0,0,0,0
sadness,0,0,0,0,0,4,0,0,0,0,0
waiting,0,0,0,0,0,2,0,0,0,0,0
number,0,0,0,0,0,3,0,0,0,0,0
muddy,3,0,0,0,0,0,0,0,0,0,0
color,0,0,0,0,0,10,0,0,0,0,0
mexican,1,0,0,0,0,0,0,0,0,0,0
record,0,0,0,0,0,6,0,0,0,0,0
father,0,0,0,0,0,13,0,0,0,0,0
morning,0,0,0,0,0,8,0,0,0,0,0
shave,0,0,0,0,0,0,0,0,0,1,0
song,0,0,0,0,0,6,0,0,0,0,0
sob,0,0,0,0,0,0,0,0,0,1,0
grandmother,0,0,0,0,0,2,0,0,0,0,0
horse,0,0,0,0,0,5,0,0,0,0,0
woman,0,0,0,0,0,10,0,0,0,0,0
bear,0,0,0,0,0,1,0,0,0,4,0
chinese,2,0,0,0,0,0,0,0,0,0,0
suppose,0,0,0,0,0,0,0,0,0,5,0
bad,11,0,1,0,0,0,0,0,0,0,0
luck,0,0,0,0,0,2,0,0,0,0,0
female,1,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,2,0,0,0,8,0
strong,4,0,0,0,0,0,0,0,0,0,0
wild,5,0,0,0,0,0,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,9,0
grandfather,0,0,0,0,0,1,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,10,0
sack,0,0,0,0,0,2,0,0,0,0,0
head,0,0,0,0,0,15,0,0,0,0,0
fancy,2,0,0,0,0,0,0,0,0,0,0
chandelier,0,0,0,0,0,1,0,0,0,0,0
forgive,0,0,0,0,0,0,0,0,0,1,0
life,0,0,0,0,0,8,0,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,19,0
elbow,0,0,0,0,0,3,0,0,0,0,0
wonder,0,0,0,0,0,1,0,0,0,5,0
sorry,4,0,0,0,0,0,0,0,0,0,0
want,0,0,0,0,0,0,0,0,0,57,0
inherit,0,0,0,0,0,0,0,0,0,4,0
funny,4,0,1,0,0,0,0,0,0,0,0
syllable,0,0,0,0,0,1,0,0,0,0,0
tin,0,0,0,0,0,4,0,0,0,0,0
hurt,0,0,0,0,0,0,0,0,0,5,0
roof,0,0,0,0,0,4,0,0,0,0,0
mouth,0,0,0,0,0,6,0,0,0,0,0
soft,5,0,0,0,0,0,0,0,0,0,0
silver,1,0,0,0,0,1,0,0,0,0,0
ugly,12,0,0,0,0,0,0,0,0,0,0
home,0,0,18,0,0,15,0,0,0,0,0
baptize,0,0,0,0,0,0,0,0,0,1,0
new,14,0,0,0,0,0,0,0,0,0,0
grand,2,0,0,0,0,0,0,0,0,0,0
cousin,0,0,0,0,0,21,0,0,0,0,0
queen,0,0,0,0,0,2,0,0,0,0,0
upstairs,0,0,5,0,0,0,0,0,0,0,0
baby,0,0,0,0,0,28,0,0,0,1,0
grabber,0,0,0,0,0,1,0,0,0,0,0
danger,0,0,0,0,0,1,0,0,0,0,0
corner,1,0,0,0,0,8,0,0,0,0,0
store,0,0,0,0,0,9,0,0,0,0,0
okay,5,0,0,0,3,1,0,0,0,0,0
lean,0,0,0,0,0,0,0,0,0,9,0
counter,0,0,0,0,0,1,0,0,0,0,0
raggedy,3,0,0,0,0,0,0,0,0,0,0
rat,0,0,0,0,0,4,0,0,0,0,0
street,0,0,0,0,0,10,0,0,0,0,0
lady,0,0,0,0,0,14,0,0,0,0,0
own,0,0,0,0,0,0,0,0,0,5,0
whale,0,0,0,0,0,1,0,0,0,0,0
sell,0,0,0,0,0,0,0,0,0,6,0
close,1,0,4,0,0,0,0,0,0,11,0
eye,0,0,0,0,0,36,0,0,0,0,0
stick,0,0,0,0,0,6,0,0,0,5,0
college,0,0,0,0,0,1,0,0,0,0,0
cat,0,0,0,0,0,19,0,0,0,0,0
skinny,14,0,0,0,0,0,0,0,0,0,0
sick,6,0,0,0,0,0,0,0,0,0,0
asleep,6,0,0,0,0,0,0,0,0,0,0
donut,0,0,0,0,0,2,0,0,0,0,0
refrigerator,0,0,0,0,0,4,0,0,0,0,0
walk,0,0,0,0,0,3,0,0,0,15,0
dinner,0,0,0,0,0,4,0,0,0,0,0
table,0,0,0,0,0,8,0,0,0,0,0
heaven,0,0,0,0,0,2,0,0,0,0,0
till,0,0,0,0,0,0,0,0,5,0,0
forget,0,0,0,0,0,0,0,0,0,15,0
neighborhood,0,0,0,0,0,4,0,0,0,0,0
fly,0,0,0,0,0,2,0,0,0,3,0
find,0,0,0,0,0,0,0,0,0,6,0
distant,1,0,0,0,0,0,0,0,0,0,0
meantime,0,0,0,0,0,1,0,0,0,0,0
north,0,0,2,0,0,0,0,0,0,0,0
dollar,0,0,0,0,0,19,0,0,0,0,0
forever,0,0,6,0,0,0,0,0,0,0,0
cheap,1,0,0,0,0,0,0,0,0,0,0
try,0,0,0,0,0,0,0,0,0,5,0
somebody,0,0,0,0,0,0,0,22,0,0,0
chip,0,0,0,0,0,0,0,0,0,2,0
buy,0,0,0,0,0,0,0,0,0,12,0
bicycle,0,0,0,0,0,3,0,0,0,0,0
name,0,0,0,0,0,10,0,0,0,1,0
clothe,0,0,0,0,0,9,0,0,0,0,0
crooked,5,0,0,0,0,0,0,0,0,0,0
wear,0,0,0,0,0,0,0,0,0,16,0
shiny,5,0,0,0,0,0,0,0,0,0,0
shoe,0,0,0,0,0,41,0,0,0,0,0
sock,0,0,0,0,0,8,0,0,0,0,0
bald,1,0,0,0,0,0,0,0,0,0,0
ankle,0,0,0,0,0,3,0,0,0,0,0
especially,0,0,4,0,0,0,0,0,0,0,0
laugh,0,0,0,0,0,3,0,0,0,25,0
tooth,0,0,0,0,0,9,0,0,0,0,0
let,0,0,0,0,0,0,0,0,0,23,0
talking,0,0,0,0,0,1,0,0,0,0,0
tug,0,0,0,0,0,0,0,0,0,1,0
arm,0,0,0,0,0,18,0,0,0,0,0
mad,3,0,0,0,0,0,0,0,0,0,0
wait,0,0,0,0,0,0,0,0,0,23,0
minute,0,0,0,0,0,3,0,0,0,0,0
save,0,0,0,0,0,0,0,0,0,6,0
sure,3,0,2,0,1,0,0,0,0,0,0
glad,3,0,0,0,0,0,0,0,0,0,0
bike,0,0,0,0,0,9,0,0,0,0,0
care,0,0,0,0,0,2,0,0,0,4,0
wish,0,0,0,0,0,4,0,0,0,10,0
grin,0,0,0,0,0,0,0,0,0,2,0
ahead,0,0,2,0,0,0,0,0,0,0,0
today,0,0,0,0,0,14,0,0,0,0,0
tomorrow,0,0,0,0,0,6,0,0,0,0,0
ride,0,0,0,0,0,2,0,0,0,7,0
decide,0,0,0,0,0,0,0,0,0,4,0
belong,0,0,0,0,0,0,0,0,0,9,0
complicated,1,0,0,0,0,0,0,0,0,0,0
finally,0,0,6,0,0,0,0,0,0,0,0
agree,0,0,0,0,0,0,0,0,0,2,0
long,16,0,7,0,0,0,0,0,0,0,0
leg,0,0,0,0,0,9,0,0,0,0,0
pedal,0,0,0,0,0,0,0,0,0,1,0
seat,0,0,0,0,0,4,0,0,0,0,0
handlebar,0,0,0,0,0,1,0,0,0,0,0
wobbly,1,0,0,0,0,0,0,0,0,0,0
wheel,0,0,0,0,0,1,0,0,0,0,0
spaghetti,0,0,0,0,0,1,0,0,0,0,0
bit,0,0,0,0,0,4,0,0,0,0,0
past,1,6,1,0,0,0,0,0,0,0,0
sad,11,0,0,0,0,0,0,0,0,0,0
crumbly,1,0,0,0,0,0,0,0,0,0,0
grocery,0,0,0,0,0,4,0,0,0,0,0
avenue,0,0,0,0,0,4,0,0,0,0,0
dangerous,4,0,0,0,0,0,0,0,0,0,0
junk,0,0,0,0,0,2,0,0,0,0,0
drugstore,0,0,0,0,0,1,0,0,0,0,0
block,0,0,0,0,0,10,0,0,0,0,0
bus,0,0,0,0,0,3,0,0,0,0,0
wave,0,0,0,0,0,1,0,0,0,4,0
fat,14,0,0,0,0,0,0,0,0,0,0
cross,0,0,0,0,0,2,0,0,0,3,0
load,0,0,0,0,0,2,0,0,0,0,0
shout,0,0,0,0,0,0,0,0,0,1,0
sassy,1,0,0,0,0,0,0,0,0,0,0
popsicle,0,0,0,0,0,1,0,0,0,0,0
lip,0,0,0,0,0,9,0,0,0,0,0
alike,2,0,0,0,0,0,0,0,0,0,0
laughter,0,0,0,0,0,2,0,0,0,0,0
shy,2,0,0,0,0,0,0,0,0,0,0
ice,0,0,0,0,0,1,0,0,0,0,0
cream,0,0,0,0,0,3,0,0,0,0,0
bell,0,0,0,0,0,2,0,0,0,0,0
giggle,0,0,0,0,0,1,0,0,0,0,0
sudden,1,0,2,0,0,0,0,0,0,0,0
surprise,0,0,0,0,0,0,0,0,0,2,0
pile,0,0,0,0,0,1,0,0,0,0,0
dish,0,0,0,0,0,5,0,0,0,0,0
mind,0,0,0,0,0,2,0,0,0,2,0
exactly,0,0,4,0,0,0,0,0,0,0,0
crazy,10,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,34,0,0,0,0,0
box,0,0,0,0,0,14,0,0,0,0,0
magazine,0,0,0,0,0,2,0,0,0,0,0
dirty,5,0,0,0,0,0,0,0,0,0,0
light,3,0,0,0,0,6,0,0,0,5,0
money,0,0,0,0,0,11,0,0,0,0,0
dark,6,0,0,0,0,6,0,0,0,0,0
kind,0,0,0,0,0,19,0,0,0,0,0
foot,0,0,0,0,0,25,0,0,0,0,0
upside,0,0,2,0,0,0,0,0,0,0,0
row,0,0,0,0,0,3,0,0,0,0,0
round,3,0,0,0,0,0,0,0,0,0,0
couch,0,0,0,0,0,4,0,0,0,0,0
spin,0,0,0,0,0,0,0,0,0,4,0
dust,0,0,0,0,0,1,0,0,0,0,0
punch,0,0,0,0,0,0,0,0,0,4,0
tv,0,0,0,0,0,1,0,0,0,0,0
probably,0,0,1,0,0,0,0,0,0,0,0
aisle,0,0,0,0,0,1,0,0,0,0,0
easy,4,0,1,0,0,0,0,0,0,0,0
black,13,0,0,0,0,0,0,0,0,0,0
well,3,0,11,0,0,0,0,0,0,0,0
notice,0,0,0,0,0,0,0,0,0,2,0
pair,0,0,0,0,0,4,0,0,0,0,0
gold,2,0,0,0,0,0,0,0,0,0,0
glass,0,0,0,0,0,7,0,0,0,0,0
float,0,0,0,0,0,0,0,0,0,1,0
smart,3,0,0,0,0,0,0,0,0,0,0
question,0,0,0,0,0,1,0,0,0,0,0
dime,0,0,0,0,0,3,0,0,0,0,0
hear,0,0,0,0,0,0,0,0,0,18,0
music,0,0,0,0,0,4,0,0,0,0,0
flower,0,0,0,0,0,9,0,0,0,0,0
ballerina,0,0,0,0,0,1,0,0,0,0,0
brass,0,0,0,0,0,1,0,0,0,0,0
hole,0,0,0,0,0,2,0,0,0,0,0
start,0,0,0,0,0,0,0,0,0,14,0
sort,0,0,1,0,0,1,0,0,0,0,0
happen,0,0,0,0,0,0,0,0,0,3,0
million,0,0,0,0,0,0,2,0,0,0,0
moth,0,0,0,0,0,1,0,0,0,0,0
dusty,7,0,0,0,0,0,0,0,0,0,0
furniture,0,0,0,0,0,2,0,0,0,0,0
swan,0,0,0,0,0,1,0,0,0,0,0
neck,0,0,0,0,0,5,0,0,0,0,0
shadow,0,0,0,0,0,2,0,0,0,0,0
bone,0,0,0,0,0,10,0,0,0,0,0
drop,0,0,0,0,0,1,0,0,0,1,0
marimba,0,0,0,0,0,1,0,0,0,0,0
plucked,1,0,0,0,0,0,0,0,0,0,0
sound,0,0,0,0,0,1,0,0,0,3,0
finger,0,0,0,0,0,5,0,0,0,0,0
metal,0,0,0,0,0,4,0,0,0,0,0
pretend,0,0,0,0,0,0,0,0,0,7,0
stupid,9,0,0,0,0,0,0,0,0,0,0
quarter,0,0,0,0,0,1,0,0,0,0,0
pant,0,0,0,0,0,5,0,0,0,0,0
pocket,0,0,0,0,0,3,0,0,0,0,0
shut,0,0,0,0,0,0,0,0,0,3,0
lid,0,0,0,0,0,1,0,0,0,0,0
sale,0,0,0,0,0,1,0,0,0,0,0
call,0,0,0,0,0,0,0,0,0,8,0
dog,0,0,0,0,0,12,0,0,0,0,0
gray,3,0,0,0,0,0,0,0,0,0,0
sheepdog,0,0,0,0,0,1,0,0,0,0,0
dress,0,0,0,0,0,9,0,0,0,3,0
suit,0,0,0,0,0,1,0,0,0,0,0
clumsy,1,0,0,0,0,0,0,0,0,0,0
limb,0,0,0,0,0,1,0,0,0,0,0
flop,0,0,0,0,0,0,0,0,0,1,0
untied,1,0,0,0,0,0,0,0,0,0,0
build,0,0,0,0,0,0,0,0,0,1,0
slant,0,0,0,0,0,0,0,0,0,1,0
uphill,0,0,1,0,0,0,0,0,0,0,0
closet,0,0,0,0,0,1,0,0,0,0,0
lopsided,1,0,0,0,0,0,0,0,0,0,0
jut,0,0,0,0,0,0,0,0,0,1,0
purpose,0,0,0,0,0,1,0,0,0,0,0
doorway,0,0,0,0,0,2,0,0,0,0,0
scramble,0,0,0,0,0,0,0,0,0,2,0
dirt,0,0,0,0,0,1,0,0,0,0,0
greasy,2,0,0,0,0,0,0,0,0,0,0
bunch,0,0,0,0,0,1,0,0,0,1,0
huge,2,0,0,0,0,0,0,0,0,0,0
mighty,1,0,0,0,0,0,0,0,0,0,0
squirrel,0,0,0,0,0,1,0,0,0,0,0
high,12,0,0,0,0,0,0,0,0,0,0
branch,0,0,0,0,0,1,0,0,0,0,0
tarred,1,0,0,0,0,0,0,0,0,0,0
framed,1,0,0,0,0,0,0,0,0,0,0
gutter,0,0,0,0,0,1,0,0,0,0,0
ball,0,0,0,0,0,2,0,0,0,0,0
earth,0,0,0,0,0,5,0,0,0,0,0
base,0,0,0,0,0,1,0,0,0,0,0
bark,0,0,0,0,0,0,0,0,0,1,0
end,0,0,0,0,0,5,0,0,0,0,0
tuck,0,0,0,0,0,0,0,0,0,2,0
choose,0,0,0,0,0,0,0,0,0,3,0
win,0,0,0,0,0,0,0,0,0,2,0
apartment,0,0,0,0,0,11,0,0,0,0,0
puerto,1,0,0,0,0,0,0,0,0,0,0
rican,1,0,0,0,0,0,0,0,0,0,0
shirt,0,0,0,0,0,5,0,0,0,0,0
stay,0,0,0,0,0,0,0,0,0,15,0
nylon,0,0,0,0,0,3,0,0,0,0,0
makeup,0,0,0,0,0,2,0,0,0,0,0
free,3,0,0,0,0,0,0,0,0,0,0
stand,0,0,0,0,0,1,0,0,0,9,0
singe,0,0,0,0,0,0,0,0,0,5,0
click,0,0,0,0,0,1,0,0,0,1,0
apple,0,0,0,0,0,3,0,0,0,0,0
peach,0,0,0,0,0,2,0,0,0,0,0
pumpkin,0,0,0,0,0,1,0,0,0,0,0
pah,0,0,0,0,0,1,0,0,0,0,0
love,0,0,0,0,0,3,0,0,0,9,0
important,4,0,0,0,0,0,0,0,0,0,0
volleyball,0,0,0,0,0,1,0,0,0,0,0
alley,0,0,0,0,0,6,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,0,5,0
yellow,14,0,0,0,0,0,0,0,0,0,0
whitewall,0,0,0,0,0,1,0,0,0,0,0
scarf,0,0,0,0,0,1,0,0,0,0,0
mirror,0,0,0,0,0,1,0,0,0,0,0
honk,0,0,0,0,0,0,0,0,0,1,0
couple,0,0,0,0,0,1,0,0,0,0,0
face,0,0,0,0,0,16,0,0,0,0,0
rug,0,0,0,0,0,1,0,0,0,0,0
leather,0,0,0,0,0,3,0,0,0,0,0
lap,0,0,0,0,0,1,0,0,0,0,0
sofa,0,0,0,0,0,1,0,0,0,0,0
stop,0,0,0,0,0,0,0,0,0,16,0
roll,0,0,0,0,0,0,0,0,0,6,0
instead,0,0,3,0,0,0,0,0,0,0,0
button,0,0,0,0,0,1,0,0,0,1,0
automatically,0,0,1,0,0,0,0,0,0,0,0
touch,0,0,0,0,0,0,0,0,0,3,0
radio,0,0,0,0,0,4,0,0,0,0,0
seventh,1,0,0,0,0,0,0,0,0,0,0
siren,0,0,0,0,0,2,0,0,0,0,0
quiet,5,0,0,0,0,0,0,0,0,0,0
loud,1,0,1,0,0,0,0,0,0,0,0
blur,0,0,0,0,0,1,0,0,0,0,0
hardly,0,0,1,0,0,0,0,0,0,0,0
cop,0,0,0,0,0,5,0,0,0,0,0
pull,0,0,0,0,0,0,0,0,0,7,0
left,2,0,0,0,0,0,0,0,0,0,0
crash,0,0,0,0,0,0,0,0,0,1,0
lamppost,0,0,0,0,0,1,0,0,0,0,0
scream,0,0,0,0,0,0,0,0,0,7,0
dizzy,5,0,0,0,0,0,0,0,0,0,0
blue,20,0,0,0,0,2,0,0,0,0,0
pleated,1,0,0,0,0,0,0,0,0,0,0
alligator,0,0,0,0,0,1,0,0,0,0,0
bloody,1,0,0,0,0,0,0,0,0,0,0
bruise,0,0,0,0,0,0,0,0,0,1,0
forehead,0,0,0,0,0,1,0,0,0,0,0
handcuff,0,0,0,0,0,1,0,0,0,0,0
backseat,0,0,0,0,0,1,0,0,0,0,0
boyfriend,0,0,0,0,0,2,0,0,0,0,0
show,0,0,0,0,0,0,0,0,0,3,0
promise,0,0,0,0,0,0,0,0,0,3,0
job,0,0,0,0,0,8,0,0,0,0,0
downtown,0,0,0,0,0,2,0,0,0,0,0
beautiful,13,0,0,0,0,0,0,0,0,0,0
nice,6,0,0,0,0,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,0,0,6,0
subway,0,0,0,0,0,2,0,0,0,0,0
parent,0,0,0,0,0,1,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,9,0
trouble,0,0,0,0,0,5,0,0,0,0,0
pregnant,2,0,0,0,0,0,0,0,0,0,0
moustache,0,0,0,0,0,1,0,0,0,0,0
count,0,0,0,0,0,0,0,0,0,2,0
fleck,0,0,0,0,0,1,0,0,0,0,0
fingernail,0,0,0,0,0,2,0,0,0,0,0
aunt,0,0,0,0,0,10,0,0,0,0,0
night,0,0,0,0,0,16,0,0,0,0,0
cigarette,0,0,0,0,0,2,0,0,0,0,0
matter,0,0,1,0,0,0,0,0,0,8,0
cold,5,0,0,0,0,2,0,0,0,0,0
skirt,0,0,0,0,0,3,0,0,0,0,0
short,1,0,0,0,0,0,0,0,0,0,0
green,14,0,0,0,0,0,0,0,0,0,0
blink,0,0,0,0,0,0,0,0,0,1,0
afraid,10,0,0,0,0,0,0,0,0,0,0
