word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
brown,3,0,0,0,0,0,1,0,0,0,0,0,0
pull,0,0,0,0,0,0,0,0,0,0,0,4,0
tail,0,0,0,0,0,0,19,0,0,0,0,0,0
shiver,0,0,0,0,0,0,2,0,0,0,0,2,0
worse,0,0,1,0,0,0,0,0,0,0,0,0,0
year,0,0,0,0,0,0,7,0,0,0,0,0,0
ague,0,0,0,0,0,0,1,0,0,0,0,0,0
plenty,0,0,0,0,0,0,2,0,0,0,0,0,0
accomplish,0,0,0,0,0,0,0,0,0,0,0,8,0
task,0,0,0,0,0,0,4,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,0,43,0
village,0,0,0,0,0,0,7,0,0,0,0,0,0
buy,0,0,0,0,0,0,0,0,0,0,0,3,0
grocery,0,0,0,0,0,0,1,0,0,0,0,0,0
journey,0,0,0,0,0,0,22,0,0,0,0,2,0
axe,0,0,0,0,0,0,18,0,0,0,0,0,0
stout,4,0,0,0,0,0,0,0,0,0,0,0,0
straight,4,0,3,0,0,0,0,0,0,0,0,0,0
sapling,0,0,0,0,0,0,1,0,0,0,0,0,0
trim,0,0,0,0,0,0,0,0,0,0,0,2,0
twig,0,0,0,0,0,0,1,0,0,0,0,0,0
leave,0,0,0,0,0,0,10,0,0,0,0,21,0
arm,0,0,0,0,0,0,19,0,0,0,0,0,0
leg,0,0,0,0,0,0,66,0,0,0,0,0,0
foot,0,0,0,0,0,0,28,0,0,0,0,0,0
body,0,0,0,0,0,0,47,0,0,0,0,0,0
strip,0,0,0,0,0,0,4,0,0,0,0,1,0
sheet,0,0,0,0,0,0,2,0,0,0,0,0,0
thick,5,0,1,0,0,0,0,0,0,0,0,0,0
bark,0,0,0,0,0,0,2,0,0,0,0,1,0
labor,0,0,0,0,0,0,2,0,0,0,0,0,0
fashion,0,0,0,0,0,0,4,0,0,0,0,2,0
cylinder,0,0,0,0,0,0,1,0,0,0,0,0,0
right,23,0,5,0,0,0,3,0,0,0,0,0,0
size,0,0,0,0,0,0,6,0,0,0,0,0,0
edge,0,0,0,0,0,0,10,0,0,0,0,1,0
wooden,23,0,0,0,0,0,0,0,0,0,0,0,0
peg,0,0,0,0,0,0,6,0,0,0,0,0,0
whistle,0,0,0,0,0,0,1,0,0,0,0,4,0
happily,0,0,2,0,0,0,0,0,0,0,0,0,0
joint,0,0,0,0,0,0,12,0,0,0,0,2,0
limb,0,0,0,0,0,0,9,0,0,0,0,0,0
fasten,0,0,0,0,0,0,0,0,0,0,0,16,0
whittle,0,0,0,0,0,0,0,0,0,0,0,5,0
feat,0,0,0,0,0,0,2,0,0,0,0,0,0
dark,12,0,0,0,0,0,0,0,0,0,0,0,0
pick,0,0,0,0,0,0,0,0,0,0,0,7,0
house,0,0,0,0,0,0,23,0,0,0,0,0,0
evening,0,0,0,0,0,0,2,0,0,0,0,0,0
fire,0,0,0,0,0,0,14,0,0,0,0,0,0
kitchen,0,0,0,0,0,0,6,0,0,0,0,0,0
smooth,2,0,0,0,0,0,0,0,0,0,0,2,0
rough,1,0,0,0,0,0,0,0,0,0,0,0,0
neat,2,0,0,0,0,0,0,0,0,0,0,0,0
workmanlike,1,0,0,0,0,0,0,0,0,0,0,0,0
manner,0,0,0,0,0,0,12,0,0,0,0,0,0
figure,0,0,0,0,0,0,5,0,0,0,0,1,0
wall,0,0,0,0,0,0,23,0,0,0,0,0,0
admire,0,0,0,0,0,0,0,0,0,0,0,5,0
remarkably,0,0,5,0,0,0,0,0,0,0,0,0,0
grown,1,0,0,0,0,0,0,0,0,0,0,0,0
small,17,0,0,0,0,0,0,0,0,0,0,0,0
object,0,0,0,0,0,0,2,0,0,0,0,4,0
creation,0,0,0,0,0,0,2,0,0,0,0,0,0
morning,0,0,0,0,0,0,18,0,0,0,0,0,0
see,0,0,0,0,0,0,0,0,0,0,0,28,0
forget,0,0,0,0,0,0,0,0,0,0,0,11,0
dummy,0,0,0,0,0,0,4,0,0,0,0,0,0
neck,0,0,0,0,0,0,22,0,0,0,0,0,0
mean,0,0,0,0,0,0,9,0,0,0,0,24,0
pumpkinhead,0,0,0,0,0,0,4,0,0,0,0,0,0
far,1,0,24,0,0,0,0,0,0,0,0,0,0
away,0,0,38,0,0,0,0,0,0,0,0,0,0
chop,0,0,0,0,0,0,0,0,0,0,0,7,0
piece,0,0,0,0,0,0,14,0,0,0,0,0,0
return,0,0,0,0,0,0,4,0,0,0,0,71,0
cross,1,0,0,0,0,0,1,0,0,0,0,2,0
upper,4,0,0,0,0,0,0,0,0,0,0,0,0
end,0,0,0,0,0,0,34,0,0,0,0,9,0
make,0,0,0,0,0,0,0,0,0,0,0,15,0
center,0,0,0,0,0,0,10,0,0,0,0,0,0
hold,0,0,0,0,0,0,0,0,0,0,0,22,0
upright,1,0,7,0,0,0,0,0,0,0,0,0,0
bit,0,0,0,0,0,0,3,0,0,0,0,0,0
sharpen,0,0,0,0,0,0,0,0,0,0,0,3,0
ready,8,0,0,0,0,0,0,0,0,0,0,0,0
press,0,0,0,0,0,0,0,0,0,0,0,2,0
find,0,0,0,0,0,0,0,0,0,0,0,63,0
fit,4,0,0,0,0,0,0,0,0,0,0,11,0
turn,0,0,0,0,0,0,1,0,0,0,0,57,0
please,0,0,0,0,0,0,0,0,0,0,0,10,0
hinge,0,0,0,0,0,0,1,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,0,8,0
position,0,0,0,0,0,0,8,0,0,0,0,0,0
desire,0,0,0,0,0,0,0,0,0,0,0,1,0
proudly,0,0,4,0,0,0,0,0,0,0,0,0,0
ought,0,0,0,10,0,0,0,0,0,0,0,0,0
screech,0,0,0,0,0,0,1,0,0,0,0,0,0
lifelike,1,0,0,0,0,0,0,0,0,0,0,0,0
properly,0,0,2,0,0,0,0,0,0,0,0,0,0
dress,0,0,0,0,0,0,2,0,0,0,0,7,0
clothing,0,0,0,0,0,0,8,0,0,0,0,0,0
easy,8,0,0,0,0,0,0,0,0,0,0,0,0
boldly,0,0,2,0,0,0,0,0,0,0,0,0,0
ransack,0,0,0,0,0,0,0,0,0,0,0,1,0
great,53,0,0,0,0,0,0,0,0,0,0,0,0
chest,0,0,0,0,0,0,1,0,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,0,5,0
keepsake,0,0,0,0,0,0,1,0,0,0,0,0,0
treasure,0,0,0,0,0,0,3,0,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,0,0,0,31,0
purple,12,0,0,0,0,0,2,0,0,0,0,0,0
trouser,0,0,0,0,0,0,4,0,0,0,0,0,0
shirt,0,0,0,0,0,0,3,0,0,0,0,0,0
pink,5,0,0,0,0,0,0,0,0,0,0,0,0
vest,0,0,0,0,0,0,2,0,0,0,0,0,0
dot,0,0,0,0,0,0,0,0,0,0,0,2,0
spot,0,0,0,0,0,0,1,0,0,0,0,0,0
succeed,0,0,0,0,0,0,0,0,0,0,0,3,0
garment,0,0,0,0,0,0,1,0,0,0,0,0,0
creature,0,0,0,0,0,0,29,0,0,0,0,0,0
jaunty,3,0,0,0,0,0,0,0,0,0,0,0,0
knit,0,0,0,0,0,0,1,0,0,0,0,0,0
stocking,0,0,0,0,0,0,2,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,0,0,7,0
pair,0,0,0,0,0,0,4,0,0,0,0,0,0
shoe,0,0,0,0,0,0,4,0,0,0,0,2,0
apparel,0,0,0,0,0,0,1,0,0,0,0,0,0
delighted,5,0,0,0,0,0,0,0,0,0,0,0,0
dance,0,0,0,0,0,0,0,0,0,0,0,4,0
aloud,0,0,4,0,0,0,0,0,0,0,0,0,0
boyish,1,0,0,0,0,0,0,0,0,0,0,0,0
ecstacy,0,0,0,0,0,0,1,0,0,0,0,0,0
cry,0,0,0,0,0,0,3,0,0,0,0,48,0
surely,0,0,16,0,0,0,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,0,0,19,0
add,0,0,0,0,0,0,0,0,0,0,0,21,0
moment,0,0,0,0,0,0,23,0,0,0,0,0,0
thought,0,0,0,0,0,0,14,0,0,0,0,0,0
fellow,0,0,0,0,0,0,5,0,0,0,0,0,0
matter,0,0,3,0,0,0,6,0,0,0,0,5,0
locate,0,0,0,0,0,0,0,0,0,0,0,2,0
bend,0,0,0,0,0,0,3,0,0,0,0,11,0
road,0,0,0,0,0,0,20,0,0,0,0,0,0
little,43,0,1,0,0,0,0,0,0,0,0,0,0
way,0,0,0,0,0,0,59,0,0,0,0,0,0
start,0,0,0,0,0,0,1,0,0,0,0,17,0
heavy,8,0,0,0,0,0,0,0,0,0,0,0,0
awkward,7,0,0,0,0,0,0,0,0,0,0,0,0
handle,0,0,0,0,0,0,1,0,0,0,0,1,0
drag,0,0,0,0,0,0,0,0,0,0,0,2,0
short,9,0,2,0,0,0,0,0,0,0,0,0,0
distance,0,0,0,0,0,0,10,0,0,0,0,0,0
push,0,0,0,0,0,0,1,0,0,0,0,3,0
manage,0,0,0,0,0,0,0,0,0,0,0,14,0
induce,0,0,0,0,0,0,0,0,0,0,0,3,0
walk,0,0,0,0,0,0,0,0,0,0,0,31,0
tumble,0,0,0,0,0,0,3,0,0,0,0,8,0
hard,9,0,2,0,0,0,0,0,0,0,0,0,0
love,0,0,0,0,0,0,1,0,0,0,0,0,0
mischief,0,0,0,0,0,0,3,0,0,0,0,0,0
urge,0,0,0,0,0,0,0,0,0,0,0,1,0
test,0,0,0,0,0,0,0,0,0,0,0,2,0
cleverness,0,0,0,0,0,0,2,0,0,0,0,0,0
workmanship,0,0,0,0,0,0,1,0,0,0,0,0,0
pant,0,0,0,0,0,0,0,0,0,0,0,3,0
unusual,8,0,0,0,0,0,0,0,0,0,0,0,0
exertion,0,0,0,0,0,0,2,0,0,0,0,0,0
left,14,0,1,0,0,0,0,0,0,0,0,0,0
fall,0,0,0,0,0,0,2,0,0,0,0,26,0
afterward,0,0,10,0,0,0,0,0,0,0,0,0,0
shoulder,0,0,0,0,0,0,4,0,0,0,0,0,0
repair,0,0,0,0,0,0,1,0,0,0,0,5,0
injury,0,0,0,0,0,0,3,0,0,0,0,0,0
successfully,0,0,3,0,0,0,0,0,0,0,0,0,0
notice,0,0,0,0,0,0,1,0,0,0,0,14,0
twist,0,0,0,0,0,0,0,0,0,0,0,2,0
easily,0,0,15,0,0,0,0,0,0,0,0,0,0
remedie,0,0,0,0,0,0,0,0,0,0,0,1,0
set,0,0,0,0,0,0,1,0,0,0,0,11,0
path,0,0,0,0,0,0,4,0,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,0,0,12,0
natural,4,0,0,0,0,0,0,0,0,0,0,0,0
fair,3,0,0,0,0,0,0,0,0,0,0,0,0
imitation,0,0,0,0,0,0,2,0,0,0,0,0,0
farmer,0,0,0,0,0,0,1,0,0,0,0,0,0
unnatural,2,0,0,0,0,0,0,0,0,0,0,0,0
startle,0,0,0,0,0,0,0,0,0,0,0,7,0
come,0,0,0,0,0,0,0,0,0,0,0,76,0
unawares,0,0,1,0,0,0,0,0,0,0,0,0,0
early,1,0,2,0,0,0,0,0,0,0,0,0,0
valley,0,0,0,0,0,0,1,0,0,0,0,0,0
farm,0,0,0,0,0,0,3,0,0,0,0,0,0
nut,0,0,0,0,0,0,3,0,0,0,0,0,0
usual,4,0,0,0,0,0,0,0,0,0,0,0,0
crooked,4,0,0,0,0,0,0,0,0,0,0,0,0
wizard,0,0,0,0,0,0,4,0,0,0,0,0,0
reside,0,0,0,0,0,0,0,0,0,0,0,1,0
lonely,1,0,0,0,0,0,0,0,0,0,0,0,0
cave,0,0,0,0,0,0,1,0,0,0,0,0,0
mountain,0,0,0,0,0,0,5,0,0,0,0,0,0
trade,0,0,0,0,0,0,0,0,0,0,0,2,0
important,5,0,0,0,0,0,0,0,0,0,0,0,0
secret,4,0,0,0,0,0,4,0,0,0,0,0,0
have,0,0,0,0,0,0,0,0,0,0,0,22,0
secure,0,0,0,0,0,0,0,0,0,0,0,3,0
recipe,0,0,0,0,0,0,2,0,0,0,0,0,0
powder,0,0,0,0,0,0,20,0,0,0,0,0,0
selection,0,0,0,0,0,0,1,0,0,0,0,0,0
herb,0,0,0,0,0,0,3,0,0,0,0,0,0
wonderful,12,0,0,0,0,0,0,0,0,0,0,0,0
potency,0,0,0,0,0,0,1,0,0,0,0,0,0
hobble,0,0,0,0,0,0,0,0,0,0,0,4,0
fast,2,0,24,0,0,0,0,0,0,0,0,0,0
order,0,0,0,0,0,0,7,0,0,0,0,6,0
sorcery,0,0,0,0,0,0,1,0,0,0,0,0,0
intent,3,0,0,0,0,0,0,0,0,0,0,0,0
gain,0,0,0,0,0,0,0,0,0,0,0,4,0
catch,0,0,0,0,0,0,0,0,0,0,0,11,0
glimpse,0,0,0,0,0,0,2,0,0,0,0,0,0
merely,0,0,8,0,0,0,0,0,0,0,0,0,0
nod,0,0,0,0,0,0,0,0,0,0,0,8,0
sir,0,0,0,0,0,0,5,0,0,0,0,0,0
note,0,0,0,0,0,0,1,0,0,0,0,9,0
person,0,0,0,0,0,0,18,0,0,0,0,0,0
reply,0,0,0,0,0,0,13,0,0,0,0,57,0
cast,0,0,0,0,0,0,0,0,0,0,0,10,0
shrewd,1,0,0,0,0,0,0,0,0,0,0,0,0
glance,0,0,0,0,0,0,3,0,0,0,0,3,0
elaborately,0,0,1,0,0,0,0,0,0,0,0,0,0
heh,0,0,0,0,0,1,0,0,0,0,0,0,0
ejaculate,0,0,0,0,0,0,0,0,0,0,0,2,0
give,0,0,0,0,0,0,0,0,0,0,0,28,0
sort,0,0,0,0,0,0,7,0,0,0,0,0,0
grunt,0,0,0,0,0,0,1,0,0,0,0,0,0
rascally,1,0,0,0,0,0,0,0,0,0,0,0,0
play,0,0,0,0,0,0,1,0,0,0,0,9,0
trick,0,0,0,0,0,0,10,0,0,0,0,0,0
beat,0,0,0,0,0,0,0,0,0,0,0,3,0
blue,7,0,0,0,0,0,1,0,0,0,0,0,0
scare,0,0,0,0,0,0,0,0,0,0,0,2,0
angrily,0,0,5,0,0,0,0,0,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,0,0,9,0
stick,0,0,0,0,0,0,6,0,0,0,0,7,0
smash,0,0,0,0,0,0,0,0,0,0,0,3,0
grin,0,0,0,0,0,0,0,0,0,0,0,2,0
sudden,5,0,0,0,0,0,0,0,0,0,0,0,0
pause,0,0,0,0,0,0,4,0,0,0,0,9,0
uplift,0,0,0,0,0,0,0,0,0,0,0,1,0
motionless,2,0,0,0,0,0,0,0,0,0,0,0,0
air,0,0,0,0,0,0,31,0,0,0,0,0,0
chance,0,0,0,0,0,0,6,0,0,0,0,2,0
eagerly,0,0,6,0,0,0,0,0,0,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,0,0,34,0
fairly,0,0,6,0,0,0,0,0,0,0,0,0,0
fool,0,0,0,0,0,0,3,0,0,0,0,2,0
wickedly,0,0,1,0,0,0,0,0,0,0,0,0,0
basket,0,0,0,0,0,0,11,0,0,0,0,0,0
fumble,0,0,0,0,0,0,0,0,0,0,0,1,0
precious,10,0,0,0,0,0,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,0,0,0,2,0
occupy,0,0,0,0,0,0,0,0,0,0,0,4,0
stroll,0,0,0,0,0,0,0,0,0,0,0,1,0
pocket,0,0,0,0,0,0,15,0,0,0,0,0,0
apparently,0,0,1,0,0,0,0,0,0,0,0,0,0
frightened,6,0,0,0,0,0,0,0,0,0,0,0,0
generally,0,0,1,0,0,0,0,0,0,0,0,0,0
disappoint,0,0,0,0,0,0,0,0,0,0,0,1,0
hedge,0,0,0,0,0,0,3,0,0,0,0,0,0
prepare,0,0,0,0,0,0,0,0,0,0,0,4,0
watch,0,0,0,0,0,0,1,0,0,0,0,11,0
search,0,0,0,0,0,0,4,0,0,0,0,9,0
draw,0,0,0,0,0,0,0,0,0,0,0,14,0
pepper,0,0,0,0,0,0,13,0,0,0,0,1,0
box,0,0,0,0,0,0,30,0,0,0,0,0,0
faded,2,0,0,0,0,0,0,0,0,0,0,0,0
label,0,0,0,0,0,0,1,0,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,0,0,2,0
lead,0,0,0,0,0,0,2,0,0,0,0,16,0
pencil,0,0,0,0,0,0,1,0,0,0,0,0,0
joyfully,0,0,3,0,0,0,0,0,0,0,0,0,0
let,0,0,0,0,0,0,0,0,0,0,0,43,0
potent,2,0,0,0,0,0,0,0,0,0,0,0,0
stingy,1,0,0,0,0,0,0,0,0,0,0,0,0
guess,0,0,0,0,0,0,0,0,0,0,0,8,0
dose,0,0,0,0,0,0,2,0,0,0,0,0,0
surprised,8,0,0,0,0,0,0,0,0,0,0,0,0
overhear,0,0,0,0,0,0,0,0,0,0,0,1,0
speech,0,0,0,0,0,0,17,0,0,0,0,0,0
sprinkle,0,0,0,0,0,0,0,0,0,0,0,6,0
bake,0,0,0,0,0,0,0,0,0,0,0,3,0
potato,0,0,0,0,0,0,1,0,0,0,0,0,0
