word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
escape,0,0,0,0,0,0,0,0,4,0
wash,0,0,0,0,0,1,0,0,4,0
capsular,5,0,0,0,0,0,0,0,0,0
secrete,0,0,0,0,0,0,0,0,6,0
attach,0,0,0,0,0,0,0,0,15,0
tightly,0,0,8,0,0,0,0,0,0,0
surround,0,0,0,0,0,0,0,0,20,0
capsule,0,0,0,0,0,22,0,0,0,0
aid,0,0,0,0,0,3,0,0,6,0
prevent,0,0,0,0,0,0,0,0,31,0
dehydration,0,0,0,0,0,5,0,0,0,0
addition,0,0,0,0,0,28,0,0,0,0
infect,0,0,0,0,0,0,0,0,96,0
destroy,0,0,0,0,0,0,0,0,12,0
white,10,0,0,0,0,0,0,0,0,0
blood,0,0,0,0,0,43,0,0,0,0
mutant,4,0,0,0,0,0,0,0,0,0
strain,0,0,0,0,0,47,0,0,0,0
naturally,0,0,10,0,0,0,0,0,0,0
dna,0,0,0,0,0,130,0,0,0,0
information,0,0,0,0,0,42,0,0,0,0
cytoplasm,0,0,0,0,0,25,0,0,0,0
semifluid,0,0,0,0,0,2,0,0,0,0
substance,0,0,0,0,0,19,0,0,0,0
fill,0,0,0,0,0,0,0,0,3,0
enzyme,0,0,0,0,0,65,0,0,0,0
metabolite,0,0,0,0,0,2,0,0,0,0
salt,0,0,0,0,0,16,0,0,1,0
storage,0,0,0,0,0,7,0,0,0,0
vessel,0,0,0,0,0,4,0,0,0,0
granule,0,0,0,0,0,5,0,0,0,0
carbohydrate,0,0,0,0,0,10,0,0,0,0
inorganic,23,0,0,0,0,0,0,0,0,0
phosphate,0,0,0,0,0,12,0,0,0,0
reproductive,8,0,0,0,0,0,0,0,0,0
process,0,0,0,0,0,75,0,0,2,0
binary,6,0,0,0,0,0,0,0,0,0
fission,0,0,0,0,0,7,0,0,0,0
asexual,3,0,0,0,0,0,0,0,0,0
increase,0,0,0,0,0,6,0,0,20,0
half,0,0,0,0,1,2,0,0,0,0
identical,8,0,0,0,0,0,0,0,0,0
budding,0,0,0,0,0,7,0,0,0,0
mother,0,0,0,0,0,11,0,0,0,0
bud,0,0,0,0,0,9,0,0,4,0
end,1,0,0,0,0,26,0,0,0,0
sporulation,0,0,0,0,0,3,0,0,0,0
rely,0,0,0,0,0,0,0,0,5,0
release,0,0,0,0,0,4,0,0,16,0
dormant,18,0,0,0,0,0,0,0,0,0
spore,0,0,0,0,0,26,0,0,0,0
arise,0,0,0,0,0,0,0,0,11,0
viable,3,0,0,0,0,0,0,0,0,0
active,14,0,0,0,0,0,0,0,0,0
transfer,0,0,0,0,0,21,0,0,23,0
true,11,0,0,0,0,0,0,0,0,0
exchange,0,0,0,0,0,8,0,0,3,0
partner,0,0,0,0,0,3,0,0,0,0
accept,0,0,0,0,0,0,0,0,2,0
new,47,0,0,0,0,0,0,0,0,0
mechanism,0,0,0,0,0,19,0,0,0,0
transformation,0,0,0,0,0,18,0,0,0,0
transduction,0,0,0,0,0,9,0,0,0,0
conjugation,0,0,0,0,0,10,0,0,0,0
absorb,0,0,0,0,0,0,0,0,9,0
free,16,0,6,0,0,0,0,0,2,0
float,0,0,0,0,0,0,0,0,5,0
direct,10,0,0,0,0,0,0,0,6,0
contact,0,0,0,0,0,17,0,0,1,0
discuss,0,0,0,0,0,0,0,0,1,0
growth,0,0,0,0,0,91,0,0,0,0
number,0,0,0,0,0,62,0,0,1,0
phase,0,0,0,0,0,22,0,0,0,0
lag,0,0,0,0,0,2,0,0,0,0
log,0,0,0,0,0,7,0,0,0,0
stationary,4,0,0,0,0,0,0,0,0,0
death,0,0,0,0,0,32,0,0,0,0
exponentially,0,0,1,0,0,0,0,0,0,0
time,0,0,0,0,0,52,0,0,0,0
take,0,0,0,0,0,0,0,0,17,0
generation,0,0,0,0,0,24,0,0,0,0
type,0,0,0,0,0,89,0,0,0,0
range,0,0,0,0,0,20,0,0,11,0
minute,4,0,0,0,0,5,0,0,0,0
hour,0,0,0,0,0,8,0,0,0,0
depend,0,0,0,0,0,0,0,0,19,0
colony,0,0,0,0,0,11,0,0,0,0
environmental,19,0,0,0,0,0,0,0,0,0
factor,0,0,0,0,0,31,0,0,0,0
medium,1,0,0,0,0,15,0,0,0,0
require,0,0,0,0,0,0,0,0,34,0
certain,61,0,0,0,0,0,0,0,0,0
element,0,0,0,0,0,10,0,0,0,0
fulfill,0,0,0,0,0,0,0,0,5,0
nutritional,8,0,0,0,0,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,62,0
potassium,0,0,0,0,0,2,0,0,0,0
iron,0,0,0,0,0,31,0,0,0,0
micronutrient,0,0,0,0,0,2,0,0,0,0
zinc,0,0,0,0,0,3,0,0,0,0
carbon,0,0,0,0,0,55,0,0,0,0
categorize,0,0,0,0,0,0,0,0,4,0
source,0,0,0,0,0,44,0,0,0,0
fuel,0,0,0,0,0,2,0,0,3,0
metabolism,0,0,0,0,0,27,0,0,0,0
light,13,0,0,0,0,12,0,0,0,0
organic,40,0,0,0,0,0,0,0,0,0
compound,0,0,0,0,0,37,0,0,0,0
impressive,1,0,0,0,0,0,0,0,0,0
ability,0,0,0,0,0,45,0,0,0,0
thrive,0,0,0,0,0,0,0,0,14,0
obligate,13,0,0,0,0,0,0,0,0,0
aerobic,22,0,0,0,0,0,0,0,0,0
oxygen,0,0,0,0,0,59,0,0,0,0
anaerobic,38,0,0,0,0,0,0,0,0,0
hand,0,0,0,0,0,5,0,0,0,0
adapt,0,0,0,0,0,0,0,0,21,0
available,20,0,0,0,0,0,0,0,0,0
facultative,9,0,0,0,0,0,0,0,0,0
anaerobe,0,0,0,0,0,13,0,0,0,0
respiration,0,0,0,0,0,14,0,0,0,0
fermentation,0,0,0,0,0,14,0,0,0,0
inhabit,0,0,0,0,0,0,0,0,12,0
affect,0,0,0,0,0,1,0,0,13,0
temperature,0,0,0,0,0,36,0,0,0,0
level,0,0,0,0,0,15,0,0,0,0
noteworthy,1,0,0,0,0,0,0,0,0,0
cow,0,0,0,0,0,9,0,0,0,0
milk,0,0,0,0,0,26,0,0,0,0
stomach,0,0,0,0,0,4,0,0,0,0
chamber,0,0,0,0,0,2,0,0,0,0
convert,0,0,0,0,0,0,0,0,26,0
cellulose,0,0,0,0,0,5,0,0,0,0
grass,0,0,0,0,0,3,0,0,0,0
fatty,9,0,0,0,0,0,0,0,0,0
acid,1,0,0,0,0,140,0,0,0,0
amino,12,0,0,0,0,6,0,0,0,0
helpful,4,0,0,0,0,0,0,0,0,0
gaseous,5,0,0,0,0,0,0,0,0,0
usable,1,0,0,0,0,0,0,0,0,0
nitrogen,0,0,0,0,0,32,0,0,0,0
presence,0,0,0,0,0,30,0,0,0,0
toxic,14,0,0,0,0,0,0,0,0,0
purification,0,0,0,0,0,2,0,0,0,0
sewage,0,0,0,0,0,10,0,0,0,0
treatment,0,0,0,0,0,27,0,0,0,0
careful,1,0,0,0,0,0,0,0,0,0
monitor,0,0,0,0,0,0,0,0,1,0
procedure,0,0,0,0,0,10,0,0,0,0
order,0,0,0,0,0,18,0,0,0,0
ensure,0,0,0,0,0,0,0,0,1,0
safety,0,0,0,0,0,1,0,0,0,0
supply,0,0,0,0,0,5,0,0,1,0
useful,10,0,0,0,0,0,0,0,0,0
industry,0,0,0,0,0,4,0,0,0,0
manufacturing,0,0,0,0,0,1,0,0,0,0
person,0,0,0,0,0,11,0,0,0,0
gastrointestinal,10,0,0,0,0,0,0,0,0,0
disorder,0,0,0,0,0,3,0,0,0,0
doctor,0,0,0,0,0,3,0,0,0,0
prescribe,0,0,0,0,0,0,0,0,2,0
probiotic,0,0,0,0,0,4,0,0,0,0
harmless,5,0,0,0,0,0,0,0,0,0
disrupt,0,0,0,0,0,0,0,0,4,0
patient,0,0,0,0,0,16,0,0,0,0
digestive,6,0,0,0,0,0,0,0,0,0
tract,0,0,0,0,0,34,0,0,0,0
limit,0,0,0,0,0,3,0,0,13,0
effect,0,0,0,0,0,13,0,0,3,0
pathogenic,30,0,0,0,0,0,0,0,0,0
industrial,7,0,0,0,0,0,0,0,0,0
spray,0,0,0,0,0,1,0,0,2,0
hydrocarbon,0,0,0,0,0,5,0,0,0,0
oxidize,0,0,0,0,0,0,0,0,20,0
oil,0,0,0,0,0,9,0,0,0,0
spill,0,0,0,0,0,3,0,0,0,0
decompose,0,0,0,0,0,0,0,0,2,0
dioxide,0,0,0,0,0,23,0,0,0,0
damage,0,0,0,0,0,5,0,0,3,0
conversion,0,0,0,0,0,11,0,0,0,0
dairy,0,0,0,0,0,2,0,0,0,0
product,0,0,0,0,0,39,0,0,0,0
yogurt,0,0,0,0,0,4,0,0,0,0
cheese,0,0,0,0,0,8,0,0,0,0
speculate,0,0,0,0,0,0,0,0,3,0
exist,0,0,0,0,0,0,0,0,19,0
early,23,0,3,0,0,0,0,0,0,0
precambrian,2,0,0,0,0,0,0,0,0,0
billion,0,0,0,0,0,1,7,0,0,0
year,0,0,0,0,0,33,0,0,0,0
ago,0,0,8,0,0,0,0,0,0,0
medical,12,0,0,0,0,0,0,0,0,0
advancement,0,0,0,0,0,4,0,0,0,0
suspect,0,0,0,0,0,0,0,0,7,0
accelerate,0,0,0,0,0,0,0,0,3,0
evolution,0,0,0,0,0,19,0,0,0,0
introduction,0,0,0,0,0,2,0,0,0,0
initially,0,0,8,0,0,0,0,0,0,0
overpower,0,0,0,0,0,0,0,0,1,0
target,0,0,0,0,0,2,0,0,2,0
adjust,0,0,0,0,0,0,0,0,3,0
resistance,0,0,0,0,0,21,0,0,0,0
multiple,19,0,0,0,0,1,0,0,0,0
render,0,0,0,0,0,0,0,0,6,0
previously,0,0,5,0,0,0,0,0,0,0
potent,3,0,0,0,0,0,0,0,0,0
drug,1,0,0,0,0,27,0,0,0,0
ineffective,2,0,0,0,0,0,0,0,0,0
change,0,0,0,0,0,30,0,0,10,0
mutate,0,0,0,0,0,0,0,0,4,0
gene,0,0,0,0,0,65,0,0,0,0
way,0,0,0,0,0,19,0,0,0,0
classify,0,0,0,0,0,0,0,0,24,0
try,0,0,0,0,0,0,0,0,1,0
identify,0,0,0,0,0,0,0,0,27,0
recent,2,0,0,0,0,0,0,0,0,0
common,41,0,0,0,0,0,0,0,0,0
ancestor,0,0,0,0,0,3,0,0,0,0
degree,0,0,0,0,0,11,0,0,0,0
relatedness,0,0,0,0,0,3,0,0,0,0
classification,0,0,0,0,0,26,0,0,0,0
motility,0,0,0,0,0,6,0,0,0,0
formation,0,0,0,0,0,21,0,0,0,0
kind,0,0,0,0,0,12,0,0,0,0
morphology,0,0,0,0,0,2,0,0,0,0
test,0,0,0,0,0,6,0,0,0,0
important,38,0,0,0,0,0,0,0,0,0
chemical,9,0,0,0,0,13,0,0,0,0
response,0,0,0,0,0,21,0,0,0,0
consideration,0,0,0,0,0,2,0,0,0,0
major,34,0,0,0,0,0,0,0,0,0
property,0,0,0,0,0,18,0,0,0,0
pathway,0,0,0,0,0,20,0,0,0,0
love,0,0,0,0,0,0,0,0,4,0
hot,17,0,0,0,0,0,0,0,0,0
currently,0,0,3,0,0,0,0,0,0,0
infectious,34,0,0,0,0,0,0,0,0,0
agent,0,0,0,0,0,66,0,0,0,0
multiply,0,0,0,0,0,0,0,0,12,0
discover,0,0,0,0,0,0,0,0,32,0
late,7,0,0,0,0,0,0,0,0,0
difficult,11,0,0,0,0,0,0,0,0,0
unable,8,0,0,0,0,0,0,0,0,0
artificial,4,0,0,0,0,0,0,0,0,0
host,0,0,0,0,0,137,0,0,0,0
team,0,0,0,0,0,1,0,0,0,0
british,4,0,0,0,0,0,0,0,0,0
successfully,0,0,1,0,0,0,0,0,0,0
transmit,0,0,0,0,0,0,0,0,54,0
ferret,0,0,0,0,0,2,0,0,0,0
mouse,0,0,0,0,0,12,0,0,0,0
culture,0,0,0,0,0,24,0,0,12,0
facilitate,0,0,0,0,0,0,0,0,8,0
lead,0,0,0,0,0,0,0,0,22,0
molecular,9,0,0,0,0,0,0,0,0,0
biology,0,0,0,0,0,8,0,0,0,0
decode,0,0,0,0,0,0,0,0,1,0
parasite,0,0,0,0,0,10,0,0,0,0
sustain,0,0,0,0,0,0,0,0,3,0
rna,0,0,0,0,0,142,0,0,0,0
synthesize,0,0,0,0,0,0,0,0,39,0
nucleic,43,0,0,0,0,15,0,0,0,0
nucleotide,0,0,0,0,0,13,0,0,0,0
accord,0,0,0,0,0,0,0,0,3,0
celled,5,0,0,0,0,0,0,0,0,0
specialize,0,0,0,0,0,0,0,0,1,0
vertebrate,4,0,0,0,0,10,0,0,0,0
invertebrate,3,0,0,0,0,2,0,0,0,0
insect,0,0,0,0,0,14,0,0,0,0
eat,0,0,0,0,0,0,0,0,4,0
arrangement,0,0,0,0,0,5,0,0,0,0
one,0,0,0,0,0,3,0,0,0,0
see,0,0,0,0,0,0,0,0,11,0
appear,0,0,0,0,0,0,0,0,35,0
rod,0,0,0,0,0,32,0,0,0,0
arrange,0,0,0,0,0,0,0,0,5,0
linearly,0,0,1,0,0,0,0,0,0,0
sphere,0,0,0,0,0,2,0,0,0,0
sided,2,0,0,0,0,0,0,0,0,0
polygon,0,0,0,0,0,5,0,0,0,0
family,0,0,0,0,0,92,0,0,0,0
viral,95,0,0,0,0,1,0,0,0,0
capsid,1,0,0,0,0,32,0,0,0,0
lipid,0,0,0,0,0,29,0,0,0,0
present,32,0,0,0,0,0,0,0,3,0
believe,0,0,0,0,0,0,0,0,17,0
primordial,4,0,0,0,0,0,0,0,0,0
representative,1,0,0,0,0,3,0,0,0,0
survive,0,0,0,0,0,0,0,0,12,0
reproduce,0,0,0,0,0,0,0,0,18,0
theory,0,0,0,0,0,8,0,0,0,0
reconsider,0,0,0,0,0,0,0,0,1,0
contend,0,0,0,0,0,0,0,0,1,0
jump,0,0,0,0,0,2,0,0,6,0
severe,24,0,0,0,0,0,0,0,0,0
acute,28,0,0,0,0,0,0,0,0,0
respiratory,34,0,0,0,0,0,0,0,0,0
syndrome,0,0,0,0,0,12,0,0,0,0
undergo,0,0,0,0,0,0,0,0,10,0
mutation,0,0,0,0,0,20,0,0,0,0
immunological,2,0,0,0,0,0,0,0,0,0
protection,0,0,0,0,0,4,0,0,0,0
specie,0,0,0,0,0,129,0,0,0,0
relatively,0,0,8,0,0,0,0,0,0,0
low,21,0,0,0,0,0,0,0,0,0
nonexistent,1,0,0,0,0,0,0,0,0,0
immunity,0,0,0,0,0,12,0,0,0,0
cycle,0,0,0,0,0,30,0,0,0,0
infection,0,0,0,0,0,176,0,0,0,0
step,0,0,0,0,0,19,0,0,0,0
parental,4,0,0,0,0,0,0,0,0,0
penetrate,0,0,0,0,0,0,0,0,12,0
outer,14,0,0,0,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,15,0
inject,0,0,0,0,0,0,0,0,8,0
leave,0,0,0,0,0,2,0,0,5,0
exit,0,0,0,0,0,0,0,0,1,0
seek,0,0,0,0,0,0,0,0,2,0
antiviral,6,0,0,0,0,0,0,0,0,0
treat,0,0,0,0,0,0,0,0,13,0
progress,0,0,0,0,0,2,0,0,1,0
fight,0,0,0,0,0,0,0,0,3,0
continue,0,0,0,0,0,0,0,0,14,0
strong,2,0,0,0,0,0,0,0,0,0
make,0,0,0,0,0,0,0,0,12,0
microbiology,0,0,0,0,0,6,0,0,0,0
challenging,1,0,0,0,0,0,0,0,0,0
volume,0,0,0,0,0,2,0,0,0,0
reader,0,0,0,0,0,1,0,0,0,0
venture,0,0,0,0,0,0,0,0,1,0
realm,0,0,0,0,0,1,0,0,0,0
explore,0,0,0,0,0,0,0,0,1,0
constantly,0,0,6,0,0,0,0,0,0,0
fascinating,1,0,0,0,0,0,0,0,0,0
hidden,1,0,0,0,0,0,0,0,0,0
microscopic,7,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,1,0,0,0,0
amazing,2,0,0,0,0,0,0,0,0,0
mysterious,1,0,0,0,0,0,0,0,0,0
knowledge,0,0,0,0,0,5,0,0,0,0
existence,0,0,0,0,0,5,0,0,0,0
invisible,3,0,0,0,0,0,0,0,0,0
naked,2,0,0,0,0,0,0,0,0,0
eye,0,0,0,0,0,8,0,0,0,0
emerge,0,0,0,0,0,0,0,0,8,0
