word,ADJ,ADP,ADV,DET,NOUN,NUM,VERB
grind,0,0,0,0,0,0,1
pressure,0,0,0,0,7,0,0
build,0,0,0,0,0,0,5
century,0,0,0,0,2,0,0
tension,0,0,0,0,1,0,0
slip,0,0,0,0,0,0,2
jolt,0,0,0,0,1,0,0
carry,0,0,0,0,0,0,4
dense,1,0,0,0,0,0,0
continental,1,0,0,0,0,0,0
oceanic,2,0,0,0,0,0,0
force,0,0,0,0,3,0,4
downward,0,0,3,0,0,0,0
melt,0,0,0,0,0,0,2
go,0,0,0,0,0,0,2
reabsorb,0,0,0,0,0,0,1
mantle,0,0,0,0,1,0,0
rise,0,0,0,0,3,0,3
feed,0,0,0,0,0,0,1
volcano,0,0,0,0,15,0,0
piece,0,0,0,0,1,0,0
snap,0,0,0,0,0,0,1
flick,0,0,0,0,0,0,1
upward,0,0,4,0,0,0,0
percent,0,0,0,0,2,0,0
continent,0,0,0,0,1,0,0
fill,0,0,0,0,0,0,3
gap,0,0,0,0,2,0,0
massive,3,0,0,0,0,0,0
column,0,0,0,0,2,0,0
rush,0,0,0,0,0,0,4
rapidly,0,0,1,0,0,0,0
thrust,0,0,0,0,0,0,1
gravity,0,0,0,0,1,0,0
immediately,0,0,2,0,0,0,0
even,0,0,0,0,0,0,1
correct,0,0,0,0,0,0,1
regain,0,0,0,0,0,0,1
smooth,1,0,0,0,0,0,0
series,0,0,0,0,2,0,0
throw,0,0,0,0,0,0,3
energy,0,0,0,0,5,0,0
solid,1,0,0,0,0,0,0
meet,0,0,0,0,0,0,3
transfer,0,0,0,0,0,0,1
translate,0,0,0,0,0,0,1
dangerous,2,0,0,0,0,0,0
powerful,1,0,0,0,0,0,0
record,0,0,0,0,0,0,4
last,0,0,0,0,0,0,1
measure,0,0,0,0,0,0,2
scale,0,0,0,0,2,0,0
intensity,0,0,0,0,1,0,0
demolish,0,0,0,0,0,0,1
flee,0,0,0,0,0,0,1
beach,0,0,0,0,3,0,0
escape,0,0,0,0,0,0,2
building,0,0,0,0,10,0,0
part,0,0,0,0,1,0,0
population,0,0,0,0,4,0,0
die,0,0,0,0,0,0,3
total,1,0,0,0,2,0,0
research,0,0,0,0,1,0,0
begin,0,0,0,0,0,0,2
disaster,0,0,0,0,6,0,0
plague,0,0,0,0,0,0,1
suffer,0,0,0,0,0,0,2
underground,0,0,1,0,0,0,0
upper,1,0,0,0,0,0,0
layer,0,0,0,0,1,0,0
swell,0,0,0,0,0,0,2
magma,0,0,0,0,5,0,0
chamber,0,0,0,0,4,0,0
beneath,0,2,0,0,0,0,0
hurl,0,0,0,0,0,0,1
scald,0,0,0,0,0,0,1
molten,3,0,0,0,0,0,0
explode,0,0,0,0,0,0,3
air,0,0,0,0,1,0,0
blow,0,0,0,0,0,0,3
away,0,1,9,0,0,0,0
empty,0,0,0,0,0,0,2
weight,0,0,0,0,1,0,0
mountain,0,0,0,0,1,0,0
space,0,0,0,0,3,0,0
collapse,0,0,0,0,0,0,3
inward,0,0,1,0,0,0,0
fire,0,0,0,0,2,0,0
island,0,0,0,0,7,0,0
explosive,1,0,0,0,0,0,0
mixture,0,0,0,0,1,0,0
explosion,0,0,0,0,1,0,0
violent,1,0,0,0,0,0,0
sudden,2,0,0,0,0,0,0
movement,0,0,0,0,2,0,0
completely,0,0,1,0,0,0,0
undersea,1,0,0,0,0,0,0
seafloor,0,0,0,0,3,0,0
start,0,0,0,0,0,0,9
combine,0,0,0,0,0,0,1
assault,0,0,0,0,1,0,0
tremor,0,0,0,0,2,0,0
minor,1,0,0,0,0,0,0
sign,0,0,0,0,2,0,0
erupt,0,0,0,0,0,0,2
devastate,0,0,0,0,0,0,4
short,1,0,0,0,0,0,0
look,0,0,0,0,0,0,4
indonesian,2,0,0,0,0,0,0
month,0,0,0,0,4,0,0
fissure,0,0,0,0,1,0,0
open,0,0,0,0,0,0,1
seawater,0,0,0,0,1,0,0
pour,0,0,0,0,0,0,1
gape,0,0,0,0,0,0,1
hole,0,0,0,0,1,0,0
see,0,0,0,0,0,0,2
surround,0,0,0,0,0,0,1
boat,0,0,0,0,1,0,0
inshore,0,0,1,0,0,0,0
raft,0,0,0,0,2,0,0
rip,0,0,0,0,0,0,1
tree,0,0,0,0,5,0,0
debris,0,0,0,0,8,0,0
dead,4,0,0,0,0,0,0
float,0,0,0,0,0,0,2
travel,0,0,0,0,0,0,5
watery,1,0,0,0,0,0,0
outwards,0,0,1,0,0,0,0
epicenter,0,0,0,0,1,0,0
starting,0,0,0,0,1,0,0
quake,0,0,0,0,3,0,0
submarine,0,0,0,0,1,0,0
warn,0,0,0,0,0,0,4
local,12,0,0,0,0,0,0
direction,0,0,0,0,2,0,0
cross,0,0,0,0,0,0,2
hundred,0,0,0,0,1,0,0
distant,1,0,0,0,0,0,0
tiny,1,0,0,0,0,0,0
fast,0,0,2,0,0,0,0
commercial,1,0,0,0,0,0,0
jet,0,0,0,0,1,0,0
height,0,0,0,0,1,0,0
foot,0,0,0,0,6,0,0
meter,0,0,0,0,5,0,0
unnoticed,1,0,0,0,0,0,0
ship,0,0,0,0,1,0,0
approach,0,0,0,0,0,0,4
get,0,0,0,0,0,0,1
shallow,3,0,0,0,0,0,0
slow,2,0,0,0,0,0,2
tall,4,0,1,0,0,0,0
ton,0,0,0,0,2,0,0
yard,0,0,0,0,1,0,0
coastline,0,0,0,0,4,0,0
spot,0,0,0,0,0,0,4
normal,4,0,0,0,0,0,0
period,0,0,0,0,1,0,0
second,1,0,0,0,1,0,0
length,0,0,0,0,1,0,0
distance,0,0,0,0,1,0,0
remain,0,0,0,0,0,0,1
slightly,0,0,1,0,0,0,0
friction,0,0,0,0,1,0,0
seabed,0,0,0,0,3,0,0
disperse,0,0,0,0,0,0,1
depth,0,0,0,0,1,0,0
compress,0,0,0,0,0,0,1
terrifying,1,0,0,0,0,0,0
need,0,0,0,0,1,0,7
safety,0,0,0,0,3,0,0
know,0,0,0,0,0,0,5
draw,0,0,0,0,0,0,1
visible,2,0,0,0,0,0,0
pull,0,0,0,0,0,0,1
old,1,0,0,0,0,0,0
shipwreck,0,0,0,0,1,0,0
reveal,0,0,0,0,0,0,1
fish,0,0,0,0,4,0,0
strand,0,0,0,0,0,0,1
pick,0,0,0,0,0,0,2
hiss,0,0,0,0,0,0,1
crack,0,0,0,0,0,0,1
sound,0,0,0,0,1,0,0
rumble,0,0,0,0,1,0,0
thunder,0,0,0,0,1,0,0
recede,0,0,0,0,0,0,3
flooding,0,0,0,0,3,0,0
rarely,0,0,2,0,0,0,0
big,3,0,0,0,0,0,0
break,0,0,0,0,0,0,4
instead,0,0,1,0,0,0,0
level,0,0,0,0,3,0,0
wash,0,0,0,0,0,0,4
froth,1,0,0,0,0,0,0
feature,0,0,0,0,2,0,0
landscape,0,0,0,0,1,0,0
wall,0,0,0,0,8,0,0
window,0,0,0,0,1,0,0
behavior,0,0,0,0,1,0,0
depend,0,0,0,0,0,0,1
shape,0,0,0,0,2,0,0
geographical,1,0,0,0,0,0,0
lot,0,0,0,0,1,0,0
expose,0,0,0,0,0,0,1
inlet,0,0,0,0,1,0,0
promontory,0,0,0,0,1,0,0
complex,1,0,0,0,0,0,0
pattern,0,0,0,0,1,0,0
funnel,0,0,0,0,0,0,1
trap,0,0,0,0,0,0,3
bounce,0,0,0,0,0,0,1
backward,0,0,1,0,0,0,0
forward,0,0,1,0,0,0,0
south,0,0,1,0,0,0,0
train,0,0,0,0,1,0,0
follow,0,0,0,0,0,0,3
interval,0,0,0,0,1,0,0
think,0,0,0,0,0,0,2
arrive,0,0,0,0,0,0,3
bore,0,0,0,0,3,0,0
vertical,1,0,0,0,0,0,0
churn,0,0,0,0,0,0,1
extremely,0,0,1,0,0,0,0
pound,0,0,0,0,0,0,1
deep,1,0,0,0,0,0,0
bay,0,0,0,0,2,0,0
human,2,0,0,0,2,0,0
catastrophe,0,0,0,0,1,0,0
wreak,0,0,0,0,0,0,1
terrible,3,0,0,0,0,0,0
populated,1,0,0,0,0,0,0
frequently,0,0,1,0,0,0,0
fishing,0,0,0,0,4,0,0
spend,0,0,0,0,0,0,1
life,0,0,0,0,6,0,0
danger,0,0,0,0,8,0,0
tourist,1,0,0,0,1,0,0
cluster,0,0,0,0,0,0,1
death,0,0,0,0,2,0,0
destruction,0,0,0,0,2,0,0
drowning,0,0,0,0,1,0,0
risk,0,0,0,0,1,0,0
hard,1,0,0,0,0,0,0
object,0,0,0,0,2,0,0
crush,0,0,0,0,0,0,2
survivor,0,0,0,0,8,0,0
consequence,0,0,0,0,1,0,0
home,0,0,0,0,9,0,0
livelihood,0,0,0,0,2,0,0
wreck,0,0,0,0,0,0,2
community,0,0,0,0,11,0,0
country,0,0,0,0,2,0,0
tropical,2,0,0,0,0,0,0
disease,0,0,0,0,3,0,0
wet,1,0,0,0,0,0,0
condition,0,0,0,0,1,0,0
sanitation,0,0,0,0,1,0,0
clean,1,0,0,0,0,0,2
unburied,1,0,0,0,0,0,0
cholera,0,0,0,0,1,0,0
diphtheria,0,0,0,0,1,0,0
typhoid,0,0,0,0,1,0,0
dysentery,0,0,0,0,1,0,0
deadly,1,0,0,0,0,0,0
view,0,0,0,0,1,0,1
wreckage,0,0,0,0,2,0,0
cut,0,0,0,0,0,0,3
road,0,0,0,0,3,0,0
runway,0,0,0,0,1,0,0
render,0,0,0,0,0,0,1
useless,1,0,0,0,0,0,0
difficult,3,0,0,0,0,0,0
aid,0,0,0,0,7,0,1
stricken,0,0,0,0,0,0,1
injure,0,0,0,0,0,0,2
take,0,0,0,0,0,0,5
drinking,0,0,0,0,1,0,0
food,0,0,0,0,5,0,0
emergency,0,0,0,0,6,0,0
shelter,0,0,0,0,3,0,0
medical,3,0,0,0,0,0,0
supply,0,0,0,0,2,0,0
day,0,0,0,0,1,0,0
especially,0,0,3,0,0,0,0
remote,2,0,0,0,0,0,0
ruin,0,0,0,0,1,0,0
northwest,1,0,0,0,0,0,0
release,0,0,0,0,0,0,1
atomic,1,0,0,0,0,0,0
bomb,0,0,0,0,1,0,0
nearly,0,0,1,0,0,0,0
report,0,0,0,0,0,0,1
missing,1,0,0,0,0,0,0
million,0,0,0,0,0,1,0
homeless,1,0,0,0,0,0,0
scatter,0,0,0,0,0,0,1
strip,0,0,0,0,0,0,1
vegetation,0,0,0,0,1,0,0
detect,0,0,0,0,0,0,2
help,0,0,0,0,4,0,8
afterward,0,0,1,0,0,0,0
service,0,0,0,0,4,0,0
rescue,0,0,0,0,1,0,3
drift,0,0,0,0,0,0,1
job,0,0,0,0,1,0,0
provide,0,0,0,0,0,0,5
rebuild,0,0,0,0,0,0,11
police,0,0,0,0,1,0,0
guard,0,0,0,0,1,0,0
ambulance,0,0,0,0,1,0,0
involve,0,0,0,0,0,0,1
relief,0,0,0,0,2,0,0
rooftop,0,0,0,0,1,0,0
refuge,0,0,0,0,1,0,0
inside,0,1,0,0,0,0,0
grim,1,0,0,0,0,0,0
task,0,0,0,0,1,0,0
remove,0,0,0,0,0,0,2
wide,2,0,0,0,0,0,0
able,3,0,0,0,0,0,0
cope,0,0,0,0,0,0,1
action,0,0,0,0,1,0,0
international,5,0,0,0,0,0,0
step,0,0,0,0,0,0,1
expert,2,0,0,0,2,0,0
team,0,0,0,0,2,0,0
assistance,0,0,0,0,1,0,0
armed,1,0,0,0,0,0,0
charity,0,0,0,0,2,0,0
worker,0,0,0,0,2,0,0
pile,0,0,0,0,1,0,0
clear,0,0,0,0,0,0,1
route,0,0,0,0,1,0,0
crucial,3,0,0,0,0,0,0
stage,0,0,0,0,1,0,0
ordinary,1,0,0,0,0,0,0
effort,0,0,0,0,2,0,0
knowledge,0,0,0,0,1,0,0
find,0,0,0,0,0,0,1
injured,1,0,0,0,0,0,0
victim,0,0,0,0,4,0,0
helicopter,0,0,0,0,1,0,0
hospital,0,0,0,0,3,0,0
keep,0,0,0,0,0,0,4
touch,0,0,0,0,2,0,0
communication,0,0,0,0,2,0,0
radio,0,0,0,0,3,0,0
mobile,2,0,0,0,0,0,0
phone,0,0,0,0,3,0,0
computer,0,0,0,0,2,0,0
wireless,1,0,0,0,0,0,0
internet,0,0,0,0,1,0,0
mean,0,0,0,0,1,0,1
volunteer,0,0,0,0,2,0,0
helper,0,0,0,0,1,0,0
text,0,0,0,0,2,0,0
message,0,0,0,0,3,0,0
guide,0,0,0,0,0,0,1
rescuer,0,0,0,0,1,0,0
blog,0,0,0,0,1,0,0
diary,0,0,0,0,1,0,0
website,0,0,0,0,1,0,0
outside,1,0,0,0,0,0,0
world,0,0,0,0,2,0,0
update,0,0,0,0,0,0,1
temporary,3,0,0,0,0,0,0
stilt,0,0,0,0,2,0,0
rebuilding,0,0,0,0,1,0,0
immediate,3,0,0,0,0,0,0
purification,0,0,0,0,1,0,0
unit,0,0,0,0,1,0,0
tent,0,0,0,0,1,0,0
medicine,0,0,0,0,2,0,0
baby,0,0,0,0,1,0,0
skilled,1,0,0,0,0,0,0
staff,0,0,0,0,1,0,0
money,0,0,0,0,1,0,0
donate,0,0,0,0,0,0,1
individual,0,0,0,0,1,0,0
give,0,0,0,0,0,0,1
organization,0,0,0,0,1,0,0
billion,0,0,0,0,0,3,0
promise,0,0,0,0,0,0,1
estimate,0,0,0,0,0,0,1
cost,0,0,0,0,2,0,0
major,2,0,0,0,0,0,0
decade,0,0,0,0,1,0,0
lose,0,0,0,0,0,0,5
family,0,0,0,0,3,0,0
member,0,0,0,0,3,0,0
lifetime,0,0,0,0,1,0,0
addition,0,0,0,0,1,0,0
personal,2,0,0,0,0,0,0
tragedy,0,0,0,0,2,0,0
loss,0,0,0,0,1,0,0
farmland,0,0,0,0,2,0,0
forest,0,0,0,0,6,0,0
change,0,0,0,0,1,0,0
financial,4,0,0,0,0,0,0
increase,0,0,0,0,0,0,2
trauma,0,0,0,0,1,0,0
proportion,0,0,0,0,1,0,0
number,0,0,0,0,1,0,0
friend,0,0,0,0,1,0,0
miss,0,0,0,0,0,0,1
recover,0,0,0,0,0,0,5
identifiable,1,0,0,0,0,0,0
orphan,0,0,0,0,0,0,1
child,0,0,0,0,4,0,0
separate,0,0,0,0,0,0,1
parent,0,0,0,0,1,0,0
reunite,0,0,0,0,0,0,1
traumatize,0,0,0,0,0,0,1
communicate,0,0,0,0,0,0,2
photo,0,0,0,0,2,0,0
digital,1,0,0,0,0,0,0
camera,0,0,0,0,1,0,0
post,0,0,0,0,0,0,1
web,0,0,0,0,1,0,0
display,0,0,0,0,2,0,0
identify,0,0,0,0,0,0,4
chaos,0,0,0,0,1,0,0
broken,1,0,0,0,0,0,0
place,0,0,0,0,4,0,0
alive,1,0,0,0,0,0,0
woman,0,0,0,0,1,0,0
man,0,0,0,0,2,0,0
adapt,0,0,0,0,0,0,1
different,4,0,0,0,0,0,0
social,1,0,0,0,0,0,0
structure,0,0,0,0,1,0,0
commonly,0,0,1,0,0,0,0
farm,0,0,0,0,1,0,0
amenity,0,0,0,0,1,0,0
natural,2,0,0,0,0,0,0
vital,2,0,0,0,0,0,0
aftermath,0,0,0,0,1,0,0
living,0,0,0,0,1,0,0
impact,0,0,0,0,5,0,0
national,2,0,0,0,0,0,0
establish,0,0,0,0,0,0,1
environment,0,0,0,0,4,0,0
photograph,0,0,0,0,1,0,0
spit,0,0,0,0,1,0,0
result,0,0,0,0,1,0,0
play,0,0,0,0,0,0,1
school,0,0,0,0,5,0,0
vacation,0,0,0,0,1,0,0
face,0,0,0,0,0,0,1
future,1,0,0,0,1,0,0
generation,0,0,0,0,1,0,0
dark,1,0,0,0,0,0,0
hear,0,0,0,0,0,0,1
try,0,0,0,0,0,0,2
late,1,0,0,0,0,0,0
environmental,1,0,0,0,0,0,0
concern,0,0,0,0,1,0,0
usually,0,0,1,0,0,0,0
secondary,1,0,0,0,0,0,0
worry,0,0,0,0,1,0,0
closely,0,0,1,0,0,0,0
bind,0,0,0,0,0,0,1
farming,0,0,0,0,2,0,0
soon,0,0,2,0,0,0,0
calm,1,0,0,0,0,0,0
hide,0,0,0,0,0,0,1
smash,0,0,0,0,0,0,2
coral,1,0,0,0,4,0,0
reef,0,0,0,0,5,0,0
marine,2,0,0,0,0,0,0
habitat,0,0,0,0,1,0,0
displaced,1,0,0,0,0,0,0
peril,0,0,0,0,1,0,0
fisherman,0,0,0,0,1,0,0
clog,0,0,0,0,0,0,1
block,0,0,0,0,0,0,1
decay,0,0,0,0,0,0,1
pollute,0,0,0,0,0,0,1
poison,0,0,0,0,0,0,1
pollution,0,0,0,0,2,0,0
industrial,1,0,0,0,0,0,0
site,0,0,0,0,1,0,0
pose,0,0,0,0,0,0,1
seabird,0,0,0,0,1,0,0
nature,0,0,0,0,1,0,0
remarkably,0,0,1,0,0,0,0
resilient,1,0,0,0,0,0,0
plant,0,0,0,0,1,0,0
reappear,0,0,0,0,0,0,1
repair,0,0,0,0,1,0,1
regrowth,0,0,0,0,1,0,0
inhabit,0,0,0,0,0,0,1
artificial,1,0,0,0,0,0,0
eventually,0,0,1,0,0,0,0
obvious,1,0,0,0,0,0,0
litter,0,0,0,0,0,0,1
flatten,0,0,0,0,0,0,1
harm,0,0,0,0,1,0,0
salt,1,0,0,0,0,0,0
field,0,0,0,0,1,0,0
unusable,2,0,0,0,0,0,0
soil,0,0,0,0,1,0,0
erode,0,0,0,0,0,0,1
fell,0,0,0,0,0,0,1
matter,0,0,0,0,1,0,0
bad,1,0,0,0,0,0,0
mangrove,0,0,0,0,1,0,0
barrier,0,0,0,0,1,0,0
protect,0,0,0,0,0,0,1
likely,4,0,0,0,0,0,0
unhampered,1,0,0,0,0,0,0
defense,0,0,0,0,1,0,0
address,0,0,0,0,1,0,1
put,0,0,0,0,0,0,1
resettle,0,0,0,0,0,0,1
emotional,1,0,0,0,0,0,0
psychological,1,0,0,0,0,0,0
important,1,0,0,0,0,0,0
kind,0,0,0,0,1,0,0
possible,3,0,0,0,0,0,0
priority,0,0,0,0,2,0,0
conflict,0,0,0,0,1,0,0
desire,0,0,0,0,1,0,0
traditional,2,0,0,0,0,0,0
advice,0,0,0,0,1,0,0
engineer,0,0,0,0,1,0,0
avoid,0,0,0,0,0,0,1
method,0,0,0,0,1,0,0
sensitive,1,0,0,0,0,0,0
issue,0,0,0,0,1,0,1
careful,1,0,0,0,0,0,0
handling,0,0,0,0,1,0,0
mend,0,0,0,0,0,0,1
roof,0,0,0,0,1,0,0
business,0,0,0,0,1,0,0
public,2,0,0,0,0,0,0
facility,0,0,0,0,1,0,0
electricity,0,0,0,0,1,0,0
network,0,0,0,0,1,0,0
restore,0,0,0,0,0,0,2
resume,0,0,0,0,0,0,1
create,0,0,0,0,0,0,1
immense,1,0,0,0,0,0,0
continue,0,0,0,0,0,0,1
support,0,0,0,0,0,0,2
seafront,0,0,0,0,1,0,0
fully,0,0,1,0,0,0,0
industry,0,0,0,0,1,0,0
set,0,0,0,0,0,0,1
regular,1,0,0,0,0,0,0
center,0,0,0,0,1,0,1
ninety,0,0,0,0,0,1,0
wood,0,0,0,0,1,0,0
vulnerable,1,0,0,0,0,0,0
eye,0,0,0,0,1,0,0
thing,0,0,0,0,1,0,0
predict,0,0,0,0,0,0,3
independently,0,0,1,0,0,0,0
system,0,0,0,0,8,0,0
shift,0,0,0,0,0,0,1
siren,0,0,0,0,1,0,0
false,2,0,0,0,0,0,0
alarm,0,0,0,0,2,0,0
actually,0,0,1,0,0,0,0
accurate,2,0,0,0,0,0,0
use,0,0,0,0,0,0,2
gauge,0,0,0,0,2,0,0
model,0,0,0,0,0,0,1
prediction,0,0,0,0,1,0,0
encourage,0,0,0,0,0,0,1
adopt,0,0,0,0,0,0,1
climb,0,0,0,0,0,0,1
toehold,0,0,0,0,1,0,0
trunk,0,0,0,0,1,0,0
safe,1,0,0,0,0,0,0
necessary,1,0,0,0,0,0,0
watch,0,0,0,0,0,0,1
satellite,0,0,0,0,5,0,0
register,0,0,0,0,0,0,1
information,0,0,0,0,2,0,0
useful,1,0,0,0,0,0,0
process,0,0,0,0,0,0,1
chance,0,0,0,0,2,0,0
pass,0,0,0,0,0,0,1
usefully,0,0,1,0,0,0,0
monitor,0,0,0,0,0,0,1
telltale,1,0,0,0,0,0,0
bulging,0,0,0,0,1,0,0
strong,2,0,0,0,0,0,0
hope,0,0,0,0,1,0,0
simply,0,0,1,0,0,0,0
possibility,0,0,0,0,1,0,0
backwash,0,0,0,0,1,0,0
test,0,0,0,0,0,0,1
sensor,0,0,0,0,2,0,0
send,0,0,0,0,0,0,3
sonar,0,0,0,0,1,0,0
buoy,0,0,0,0,2,0,0
coordinator,0,0,0,0,1,0,0
fax,0,0,0,0,1,0,0
mail,0,0,0,0,1,0,0
freak,0,0,0,0,1,0,0
expect,0,0,0,0,0,0,1
ahead,0,0,1,0,0,0,0
example,0,0,0,0,1,0,0
past,0,0,0,0,2,0,0
fault,0,0,0,0,1,0,0
line,0,0,0,0,1,0,0
west,1,0,0,0,0,0,0
outer,1,0,0,0,0,0,0
mega,0,0,0,0,4,0,0
geological,1,0,0,0,0,0,0
suggest,0,0,0,0,0,0,1
