word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,SCONJ,VERB
construction,0,0,0,0,6,0,0,0
transportation,0,0,0,0,2,0,0,0
limited,4,0,0,0,0,0,0,0
supply,0,0,0,0,12,0,0,1
absolute,1,0,0,0,0,0,0,0
endangered,3,0,0,0,0,0,0,0
extinct,9,0,0,0,0,0,0,0
play,0,0,0,0,0,0,0,2
role,0,0,0,0,3,0,0,0
planet,0,0,0,0,2,0,0,0
alive,1,0,0,0,0,0,0,0
simply,0,0,3,0,0,0,0,0
design,0,0,0,0,0,0,0,4
wild,6,0,0,0,2,0,0,0
scientist,0,0,0,0,5,0,0,0
ecological,2,0,0,0,0,0,0,0
service,0,0,0,0,1,0,0,0
air,0,0,0,0,10,0,0,0
enrich,0,0,0,0,0,0,0,1
pollinate,0,0,0,0,0,0,0,1
harmful,3,0,0,0,0,0,0,0
specie,0,0,0,0,50,0,0,0
climate,0,0,0,0,3,0,0,0
stable,1,0,0,0,0,0,0,0
definitely,0,0,1,0,0,0,0,0
balance,0,0,0,0,2,0,0,2
act,0,0,0,0,2,0,0,2
order,0,0,0,0,2,0,0,0
entire,2,0,0,0,0,0,0,0
totally,0,0,1,0,0,0,0,0
worthwhile,1,0,0,0,0,0,0,0
responsible,3,0,0,0,0,0,0,0
stewardship,0,0,0,0,1,0,0,0
management,0,0,0,0,5,0,0,0
try,0,0,0,0,0,0,0,2
preserve,0,0,0,0,1,0,0,11
product,0,0,0,0,14,0,0,0
recreation,0,0,0,0,3,0,0,0
vary,0,0,0,0,0,0,0,1
opinion,0,0,0,0,1,0,0,0
importance,0,0,0,0,1,0,0,0
component,0,0,0,0,1,0,0,0
emphasis,0,0,0,0,3,0,0,0
place,0,0,0,0,7,0,0,2
view,0,0,0,0,1,0,0,2
primary,3,0,0,0,0,0,0,0
function,0,0,0,0,2,0,0,0
mechanism,0,0,0,0,1,0,0,0
habitat,0,0,0,0,20,0,0,0
mean,0,0,0,0,1,0,0,1
assure,0,0,0,0,0,0,0,5
persistence,0,0,0,0,1,0,0,0
economically,0,0,2,0,0,0,0,0
direct,8,0,0,0,0,0,0,0
benefit,0,0,0,0,3,0,0,2
agree,0,0,0,0,0,0,0,2
major,17,0,0,0,0,0,0,0
goal,0,0,0,0,2,0,0,0
today,0,0,0,0,4,0,0,0
reasonable,1,0,0,0,0,0,0,0
use,0,0,0,0,18,0,0,12
broad,2,0,0,0,0,0,0,0
sense,0,0,0,0,2,0,0,0
great,6,0,0,0,0,0,0,0
egret,0,0,0,0,1,0,0,0
wade,0,0,0,0,0,0,0,1
amid,0,2,0,0,0,0,0,0
cypress,0,0,0,0,1,0,0,0
large,10,0,0,0,0,0,0,0
subtropical,1,0,0,0,0,0,0,0
wilderness,0,0,0,0,1,0,0,0
leave,0,0,0,0,5,0,0,6
roughly,0,0,2,0,0,0,0,0
half,0,0,0,0,3,0,0,0
original,3,0,0,0,0,0,0,0
destroy,0,0,0,0,0,0,0,6
land,0,0,0,0,34,0,0,0
development,0,0,0,0,8,0,0,0
freshwater,1,0,0,0,2,0,0,0
recreational,6,0,0,0,0,0,0,0
activity,0,0,0,0,12,0,0,0
fertile,5,0,0,0,0,0,0,0
accumulation,0,0,0,0,2,0,0,0
toxic,5,0,0,0,0,0,0,0
chemical,1,0,0,0,5,0,0,0
pesticide,0,0,0,0,7,0,0,0
herbicide,0,0,0,0,4,0,0,0
fruit,0,0,0,0,2,0,0,0
vegetable,0,0,0,0,1,0,0,0
prevent,0,0,0,0,0,0,0,12
poisoning,0,0,0,0,1,0,0,0
manage,0,0,0,0,0,0,0,5
lumber,0,0,0,0,2,0,0,0
pulpwood,0,0,0,0,1,0,0,0
paper,0,0,0,0,3,0,0,0
native,11,0,0,0,0,0,0,0
industrial,8,0,0,0,0,0,0,0
society,0,0,0,0,3,0,0,0
monitor,0,0,0,0,0,0,0,2
certain,6,0,0,0,0,0,0,0
dwindle,0,0,0,0,0,0,0,2
rapidly,0,0,1,0,0,0,0,0
degrade,0,0,0,0,0,0,0,1
process,0,0,0,0,6,0,0,1
produce,0,0,0,0,0,0,0,7
classify,0,0,0,0,0,0,0,1
grassland,0,0,0,0,4,0,0,0
example,0,0,0,0,16,0,0,0
regenerate,0,0,0,0,0,0,0,1
prudent,1,0,0,0,0,0,0,0
steady,1,0,0,0,0,0,0,0
consumption,0,0,0,0,3,0,0,0
limit,0,0,0,0,0,0,0,2
petroleum,0,0,0,0,9,0,0,0
wasteful,1,0,0,0,0,0,0,0
speed,0,0,0,0,0,0,0,1
depletion,0,0,0,0,2,0,0,0
measure,0,0,0,0,10,0,0,0
usage,0,0,0,0,2,0,0,0
likewise,0,0,1,0,0,0,0,0
critical,2,0,0,0,0,0,0,0
ore,0,0,0,0,2,0,0,0
metal,0,0,0,0,7,0,0,0
iron,0,0,0,0,2,0,0,0
aluminum,0,0,0,0,2,0,0,0
bauxite,0,0,0,0,1,0,0,0
copper,0,0,0,0,2,0,0,0
finite,1,0,0,0,0,0,0,0
controlled,2,0,0,0,0,0,0,0
accessibility,0,0,0,0,1,0,0,0
recycle,0,0,0,0,0,0,0,4
program,0,0,0,0,18,0,0,1
continued,2,0,0,0,0,0,0,0
production,0,0,0,0,3,0,0,0
beauty,0,0,0,0,1,0,0,0
community,0,0,0,0,8,0,0,0
mistreat,0,0,0,0,0,0,0,1
countryside,0,0,0,0,2,0,0,0
aesthetically,0,0,1,0,0,0,0,0
unpleasant,1,0,0,0,0,0,0,0
vacant,1,0,0,0,0,0,0,0
lot,0,0,0,0,2,0,0,0
cover,0,0,0,0,9,0,0,6
trash,0,0,0,0,2,0,0,0
bare,2,0,0,0,0,0,0,0
roadside,0,0,0,0,1,0,0,0
stream,0,0,0,0,20,0,0,0
unregulated,2,0,0,0,0,0,0,0
sprawl,0,0,0,0,1,0,0,0
strip,0,0,0,0,13,0,0,3
mall,0,0,0,0,1,0,0,0
ugly,1,0,0,0,0,0,0,0
suitable,3,0,0,0,0,0,0,0
city,0,0,0,0,3,0,0,0
crowded,1,0,0,0,0,0,0,0
scarce,2,0,0,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,1
leisure,0,0,0,0,2,0,0,0
greatly,0,0,4,0,0,0,0,0
park,0,0,0,0,3,0,0,0
national,4,0,0,0,0,0,0,0
grass,0,0,0,0,11,0,0,0
border,0,0,0,0,0,0,0,1
road,0,0,0,0,2,0,0,0
highway,0,0,0,0,5,0,0,0
clear,2,0,1,0,0,0,0,0
river,0,0,0,0,13,0,0,0
duck,0,0,0,0,2,0,0,0
swim,0,0,0,0,0,0,0,1
garbage,0,0,0,0,3,0,0,0
polluted,2,0,0,0,0,0,0,0
waterway,0,0,0,0,6,0,0,0
refuse,0,0,1,0,0,0,0,0
clog,0,0,0,0,0,0,0,1
canal,0,0,0,0,1,0,0,0
unsightly,1,0,0,0,0,0,0,0
pose,0,0,0,0,0,0,0,1
sustain,0,0,0,0,0,0,0,1
control,0,0,0,0,1,0,0,3
appreciate,0,0,0,0,0,0,0,1
full,1,0,0,0,0,0,0,0
proper,4,0,0,0,0,0,0,0
incorporate,0,0,0,0,0,0,0,1
effective,5,0,0,0,0,0,0,0
interest,0,0,0,0,1,0,0,0
settlement,0,0,0,0,1,0,0,0
dramatic,2,0,0,0,0,0,0,0
unsustainable,3,0,0,0,0,0,0,0
european,1,0,0,0,0,0,0,0
settler,0,0,0,0,2,0,0,0
arrive,0,0,0,0,0,0,0,1
continent,0,0,0,0,2,0,0,0
rich,3,0,0,0,0,0,0,0
abound,0,0,0,0,0,0,0,1
herd,0,0,0,0,1,0,0,0
bison,0,0,0,0,1,0,0,0
roam,0,0,0,0,0,0,0,1
lake,0,0,0,0,4,0,0,0
unpollute,0,0,0,0,0,0,0,1
silt,0,0,0,0,7,0,0,0
waste,0,0,0,0,12,0,0,2
hold,0,0,0,0,0,0,0,9
wealth,0,0,0,0,1,0,0,0
fish,0,0,0,0,10,0,0,0
surround,0,0,0,0,0,0,0,2
unending,1,0,0,0,0,0,0,0
struggle,0,0,0,0,1,0,0,0
obtain,0,0,0,0,0,0,0,1
clothing,0,0,0,0,2,0,0,0
million,0,0,0,0,3,7,0,0
acre,0,0,0,0,7,0,0,0
eastern,3,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,2
westward,0,0,1,0,0,0,0,0
plow,0,0,0,0,3,0,0,4
corn,0,0,0,0,5,0,0,0
maize,0,0,0,0,1,0,0,0
wheat,0,0,0,0,2,0,0,0
dump,0,0,0,0,1,0,0,3
sewage,0,0,0,0,2,0,0,0
material,0,0,0,0,10,0,0,0
factory,0,0,0,0,2,0,0,0
farm,0,0,0,0,5,0,0,0
turn,0,0,0,0,0,0,0,2
dust,0,0,0,0,3,0,0,0
bowl,0,0,0,0,1,0,0,0
overfarming,0,0,0,0,1,0,0,0
lessen,0,0,0,0,0,0,0,2
vegetation,0,0,0,0,7,0,0,0
unable,3,0,0,0,0,0,0,0
absorb,0,0,0,0,0,0,0,2
retain,0,0,0,0,0,0,0,1
moisture,0,0,0,0,1,0,0,0
spring,0,0,0,0,3,0,0,0
summer,0,0,0,0,3,0,0,0
fall,0,0,0,0,0,0,0,5
torrential,1,0,0,0,0,0,0,0
thunderstorm,0,0,0,0,1,0,0,0
especially,0,0,6,0,0,0,0,0
vast,3,0,0,0,0,0,0,0
basin,0,0,0,0,1,0,0,0
farmer,0,0,0,0,2,0,0,0
settle,0,0,0,0,0,0,0,1
country,0,0,0,0,9,0,0,0
gentle,1,0,0,0,0,0,0,0
tilling,0,0,0,0,1,0,0,0
planting,0,0,0,0,1,0,0,0
bring,0,0,0,0,0,0,0,4
familiar,1,0,0,0,0,0,0,0
suit,0,0,0,0,0,0,0,1
new,7,0,0,0,0,0,0,0
complicate,0,0,0,0,0,0,0,1
matter,0,0,0,0,5,0,0,0
capacity,0,0,0,0,2,0,0,0
store,0,0,0,0,1,0,0,4
diminish,0,0,0,0,0,0,0,1
loss,0,0,0,0,7,0,0,0
escape,0,0,0,0,1,0,0,1
rainwater,0,0,0,0,3,0,0,0
blotter,0,0,0,0,3,0,0,0
go,0,0,0,0,0,0,0,4
flood,0,0,0,0,1,0,0,1
unprecedented,1,0,0,0,0,0,0,0
winter,0,0,0,0,2,0,0,0
snow,0,0,0,0,3,0,0,0
melt,0,0,0,0,0,0,0,3
period,0,0,0,0,4,0,0,0
well,1,0,1,0,3,0,0,0
run,0,0,0,0,0,0,0,9
dry,2,0,0,0,0,0,0,1
die,0,0,0,0,0,0,0,1
field,0,0,0,0,9,0,0,0
storm,0,0,0,0,2,0,0,0
topsoil,0,0,0,0,12,0,0,0
bird,0,0,0,0,10,0,0,0
thrive,0,0,0,0,0,0,0,1
kind,0,0,0,0,4,0,0,0
vanish,0,0,0,0,0,0,0,2
forever,0,0,3,0,0,0,0,0
negative,2,0,0,0,0,0,0,0
gradually,0,0,3,0,0,0,0,0
lead,0,0,0,0,1,0,0,6
nation,0,0,0,0,1,0,0,0
recognize,0,0,0,0,0,0,0,5
environmental,15,0,0,0,0,0,0,0
problem,0,0,0,0,5,0,0,0
ultimately,0,0,2,0,0,0,0,0
strong,1,0,0,0,0,0,0,0
conservationist,0,0,0,0,8,0,0,0
generation,0,0,0,0,1,0,0,0
concern,0,0,0,0,6,0,0,1
seek,0,0,0,0,0,0,0,2
high,3,0,0,0,0,0,0,0
quality,0,0,0,0,2,0,0,0
biological,2,0,0,0,0,0,0,0
genetic,1,0,0,0,0,0,0,0
diversity,0,0,0,0,1,0,0,0
ecosystem,0,0,0,0,2,0,0,0
minimize,0,0,0,0,0,0,0,3
agricultural,7,0,0,0,0,0,0,0
urban,4,0,0,0,0,0,0,0
domestic,2,0,0,0,0,0,0,0
radioactive,1,0,0,0,0,0,0,0
elevated,1,0,0,0,0,0,0,0
temperature,0,0,0,0,4,0,0,0
sort,0,0,0,0,1,0,0,0
energy,0,0,0,0,18,0,0,0
unnecessary,1,0,0,0,0,0,0,0
commercial,9,0,0,0,0,0,0,0
support,0,0,0,0,1,0,0,6
worldwide,0,0,5,0,0,0,0,0
abuse,0,0,0,0,2,0,0,1
continue,0,0,0,0,0,0,0,5
show,0,0,0,0,0,0,0,5
sensible,1,0,0,0,0,0,0,0
instance,0,0,0,0,3,0,0,0
case,0,0,0,0,2,0,0,0
company,0,0,0,0,5,0,0,0
replant,0,0,0,0,0,0,0,1
regard,0,0,0,0,2,0,0,0
welfare,0,0,0,0,1,0,0,0
affect,0,0,0,0,0,0,0,5
foul,0,0,0,0,0,0,0,2
pollute,0,0,0,0,0,0,0,2
impact,0,0,0,0,4,0,0,0
injure,0,0,0,0,0,0,0,1
downstream,0,0,2,0,0,0,0,0
plume,0,0,0,0,1,0,0,0
billow,0,0,0,0,0,0,0,1
smokestack,0,0,0,0,1,0,0,0
group,0,0,0,0,2,0,0,0
promote,0,0,0,0,0,0,0,6
legislation,0,0,0,0,2,0,0,0
correct,0,0,0,0,0,0,0,1
institute,0,0,0,0,0,0,0,1
legal,1,0,0,0,0,0,0,0
proceeding,0,0,0,0,1,0,0,0
violator,0,0,0,0,1,0,0,0
increasingly,0,0,2,0,0,0,0,0
aware,1,0,0,0,0,0,0,0
existence,0,0,0,0,3,0,0,0
depend,0,0,0,0,0,0,0,4
stop,0,0,0,0,0,0,0,3
deterioration,0,0,0,0,2,0,0,0
educate,0,0,0,0,0,0,0,2
public,4,0,0,0,2,0,0,0
vitally,0,0,1,0,0,0,0,0
attitude,0,0,0,0,1,0,0,0
measurable,1,0,0,0,0,0,0,0
effect,0,0,0,0,7,0,0,0
early,10,0,1,0,0,0,0,0
century,0,0,0,0,11,0,0,0
survey,0,0,0,0,3,0,0,1
reveal,0,0,0,0,0,0,0,2
percent,0,0,0,0,5,0,0,0
citizen,0,0,0,0,2,0,0,0
purchase,0,0,0,0,0,0,0,1
recyclable,1,0,0,0,0,0,0,0
choice,0,0,0,0,2,0,0,0
information,0,0,0,0,1,0,0,0
recycling,0,0,0,0,11,0,0,0
profitable,1,0,0,0,0,0,0,0
recovery,0,0,0,0,1,0,0,0
reuse,0,0,0,0,1,0,0,2
spend,0,0,0,0,0,0,0,1
call,0,0,0,0,0,0,0,9
salvage,0,0,0,0,1,0,0,1
ancient,2,0,0,0,0,0,0,0
practice,0,0,0,0,6,0,0,0
modern,2,0,0,0,0,0,0,0
application,0,0,0,0,1,0,0,0
recent,1,0,0,0,0,0,0,0
year,0,0,0,0,11,0,0,0
policy,0,0,0,0,3,0,0,0
largely,0,0,1,0,0,0,0,0
owe,0,0,0,0,0,0,0,2
increase,0,0,0,0,0,0,0,8
cost,0,0,0,0,1,0,0,0
solidand,1,0,0,0,0,0,0,0
hazardous,1,0,0,0,0,0,0,0
disposal,0,0,0,0,1,0,0,0
scarcity,0,0,0,0,1,0,0,0
type,0,0,0,0,5,0,0,0
operation,0,0,0,0,1,0,0,0
internal,3,0,0,0,0,0,0,0
external,3,0,0,0,0,0,0,0
industry,0,0,0,0,10,0,0,0
reclaim,0,0,0,0,0,0,0,1
manufacturing,0,0,0,0,2,0,0,0
common,6,0,0,0,0,0,0,0
reclaiming,0,0,0,0,1,0,0,0
wear,0,0,0,0,0,0,0,1
render,0,0,0,0,0,0,0,2
obsolete,1,0,0,0,0,0,0,0
collection,0,0,0,0,1,0,0,0
old,3,0,0,0,0,0,0,0
newspaper,0,0,0,0,1,0,0,0
magazine,0,0,0,0,2,0,0,0
manufacture,0,0,0,0,1,0,0,0
newsprint,0,0,0,0,1,0,0,0
essential,4,0,0,0,0,0,0,0
frequent,1,0,0,0,0,0,0,0
focus,0,0,0,0,3,0,0,1
cooking,0,0,0,0,1,0,0,0
clothe,0,0,0,0,1,0,0,0
dish,0,0,0,0,1,0,0,0
bathing,0,0,0,0,1,0,0,0
non,1,0,0,0,0,0,0,0
fill,0,0,0,0,0,0,0,3
swimming,0,0,0,0,2,0,0,0
pool,0,0,0,0,2,0,0,0
lawn,0,0,0,0,1,0,0,0
vehicle,0,0,0,0,2,0,0,0
fire,0,0,0,0,16,0,0,0
boating,0,0,0,0,1,0,0,0
fishing,0,0,0,0,1,0,0,0
electricity,0,0,0,0,3,0,0,0
cool,0,0,0,0,0,0,0,1
machinery,0,0,0,0,1,0,0,0
perform,0,0,0,0,0,0,0,1
system,0,0,0,0,7,0,0,0
quantity,0,0,0,0,1,0,0,0
season,0,0,0,0,2,0,0,0
form,0,0,0,0,4,0,0,5
key,3,0,0,0,0,0,0,0
maintenance,0,0,0,0,2,0,0,0
watershed,0,0,0,0,8,0,0,0
cordwood,0,0,0,0,1,0,0,0
pulp,0,0,0,0,1,0,0,0
raw,1,0,0,0,0,0,0,0
synthetic,2,0,0,0,0,0,0,0
fiber,0,0,0,0,2,0,0,0
plastic,0,0,0,0,1,0,0,0
medicine,0,0,0,0,1,0,0,0
irrigation,0,0,0,0,2,0,0,0
farmland,0,0,0,0,3,0,0,0
consumer,0,0,0,0,3,0,0,0
babylonian,1,0,0,0,0,0,0,0
mesopotamian,1,0,0,0,0,0,0,0
law,0,0,0,0,7,0,0,0
designate,0,0,0,0,0,0,0,1
get,0,0,0,0,0,0,0,1
preservation,0,0,0,0,3,0,0,0
conflict,0,0,0,0,2,0,0,0
start,0,0,0,0,1,0,0,2
long,4,0,2,0,0,0,0,0
ago,0,0,1,0,0,0,0,0
prediction,0,0,0,0,1,0,0,0
bad,3,0,0,0,0,0,0,0
near,2,2,0,0,0,0,0,0
population,0,0,0,0,6,0,0,0
issue,0,0,0,0,3,0,0,1
stamp,0,0,0,0,1,0,0,0
cycle,0,0,0,0,4,0,0,0
commonplace,1,0,0,0,0,0,0,0
region,0,0,0,0,13,0,0,0
grant,0,0,0,0,1,0,0,1
dilemma,0,0,0,0,2,0,0,0
deal,0,0,0,0,0,0,0,1
want,0,0,0,0,1,0,0,0
require,0,0,0,0,0,0,0,4
basic,1,0,0,0,0,0,0,0
populated,2,0,0,0,0,0,0,0
diversion,0,0,0,0,1,0,0,0
compete,0,0,0,0,0,0,0,1
different,3,0,0,0,0,0,0,0
option,0,0,0,0,1,0,0,0
power,0,0,0,0,7,0,0,0
drain,0,0,0,0,0,0,0,2
slope,0,0,0,0,6,0,0,2
trough,0,0,0,0,3,0,0,0
surface,0,0,0,0,9,0,0,0
runoff,1,0,0,0,8,0,0,0
small,12,0,0,0,0,0,0,0
flow,0,0,0,0,1,0,0,4
eventually,0,0,4,0,0,0,0,0
join,0,0,0,0,0,0,0,1
reservoir,0,0,0,0,3,0,0,0
ocean,0,0,0,0,1,0,0,0
ample,2,0,0,0,0,0,0,0
contribute,0,0,0,0,0,0,0,2
humus,0,0,0,0,4,0,0,0
consist,0,0,0,0,0,0,0,1
decay,0,0,0,0,0,0,0,1
bacteria,0,0,0,0,1,0,0,0
dead,2,0,0,0,0,0,0,0
insect,0,0,0,0,8,0,0,0
remain,0,0,0,0,2,0,0,2
invertebrate,0,0,0,0,1,0,0,0
network,0,0,0,0,3,0,0,0
root,0,0,0,0,5,0,0,0
break,0,0,0,0,0,0,0,4
force,0,0,0,0,4,0,0,0
scatter,0,0,0,0,0,0,0,2
drop,0,0,0,0,1,0,0,0
branch,0,0,0,0,2,0,0,0
return,0,0,0,0,1,0,0,3
evaporation,0,0,0,0,1,0,0,0
pass,0,0,0,0,0,0,0,5
transpiration,0,0,0,0,1,0,0,0
forested,2,0,0,0,0,0,0,0
ability,0,0,0,0,1,0,0,0
running,0,0,0,0,1,0,0,0
plenty,0,0,0,0,1,0,0,0
sink,0,0,0,0,0,0,0,3
earth,0,0,0,0,2,0,0,0
countless,1,0,0,0,0,0,0,0
tiny,1,0,0,0,0,0,0,0
channel,0,0,0,0,3,0,0,0
space,0,0,0,0,1,0,0,0
percolate,0,0,0,0,0,0,0,1
cause,0,0,0,0,8,0,0,12
feature,0,0,0,0,1,0,0,0
geology,0,0,0,0,1,0,0,0
burrow,0,0,0,0,0,0,0,1
earthworm,0,0,0,0,1,0,0,0
mole,0,0,0,0,1,0,0,0
permanently,0,0,1,0,0,0,0,0
saturate,0,0,0,0,0,0,0,1
know,0,0,0,0,0,0,0,7
table,0,0,0,0,1,0,0,0
underground,2,0,0,0,0,0,0,0
fluctuate,0,0,0,0,0,0,0,1
rainfall,0,0,0,0,6,0,0,0
heavy,3,0,0,0,0,0,0,0
able,1,0,0,0,0,0,0,0
slowly,0,0,2,0,0,0,0,0
allow,0,0,0,0,0,0,0,4
poor,2,0,0,0,0,0,0,0
forestry,0,0,0,0,2,0,0,0
overgrazing,0,0,0,0,2,0,0,0
farming,0,0,0,0,2,0,0,0
suffer,0,0,0,0,0,0,0,1
instead,0,0,6,0,0,0,0,0
organic,5,0,0,0,0,0,0,0
floor,0,0,0,0,1,0,0,0
mud,0,0,0,0,1,0,0,0
close,0,0,4,0,0,0,0,1
stand,0,0,0,0,1,0,0,1
stagnant,1,0,0,0,0,0,0,0
downhill,0,0,2,0,0,0,0,0
mismanaged,2,0,0,0,0,0,0,0
brown,3,0,0,0,0,0,0,0
suspend,0,0,0,0,0,0,0,1
race,0,0,0,0,0,0,0,1
carry,0,0,0,0,0,0,0,2
unvegetated,1,0,0,0,0,0,0,0
result,0,0,0,0,3,0,0,7
destructive,1,0,0,0,0,0,0,0
reach,0,0,0,0,0,0,0,1
quickly,0,0,1,0,0,0,0,0
overflow,0,0,0,0,0,0,0,1
little,2,0,0,0,0,0,0,0
silting,0,0,0,0,1,0,0,0
siltation,0,0,0,0,1,0,0,0
kill,0,0,0,0,0,0,0,2
aquatic,6,0,0,0,0,0,0,0
tadpole,0,0,0,0,1,0,0,0
mollusk,0,0,0,0,2,0,0,0
larval,1,0,0,0,0,0,0,0
indirectly,0,0,1,0,0,0,0,0
deposit,0,0,0,0,1,0,0,3
streambed,0,0,0,0,1,0,0,0
pattern,0,0,0,0,2,0,0,0
alter,0,0,0,0,0,0,0,2
dam,0,0,0,0,3,0,0,0
erosion,0,0,0,0,26,0,0,0
create,0,0,0,0,0,0,0,5
household,0,0,0,0,2,0,0,0
