word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,VERB,X
morning,0,0,0,0,2,0,0,0
stroll,0,0,0,0,0,0,1,0
garden,0,0,0,0,1,0,0,0
problem,0,0,0,0,9,0,0,0
advanced,1,0,0,0,0,0,0,0
student,0,0,0,0,6,0,0,0
pupil,0,0,0,0,3,0,0,0
exist,0,0,0,0,0,0,3,0
field,0,0,0,0,5,0,0,0
fact,0,0,0,0,5,0,0,0
important,10,0,0,0,0,0,0,0
contribution,0,0,0,0,8,0,0,0
define,0,0,0,0,0,0,1,0
classify,0,0,0,0,0,0,1,0
branch,0,0,0,0,2,0,0,0
physics,0,0,0,0,10,0,0,0
metaphysics,0,0,0,0,1,0,0,0
psychology,0,0,0,0,1,0,0,0
rhetoric,0,0,0,0,1,0,0,0
poetics,0,0,0,0,1,0,0,0
logic,0,0,0,0,1,0,0,0
lay,0,0,0,0,0,0,5,0
foundation,0,0,0,0,3,0,0,0
today,0,0,0,0,2,0,0,0
anti,1,0,0,0,0,0,0,0
feeling,0,0,0,0,2,0,0,0
break,0,0,0,0,0,0,3,0
accuse,0,0,0,0,0,0,1,0
impiety,0,0,0,0,1,0,0,0
lack,0,0,0,0,1,0,1,0
proper,1,0,0,0,0,0,0,0
respect,0,0,0,0,1,0,0,0
flee,0,0,0,0,0,0,2,0
twice,1,0,3,0,0,0,0,0
sin,0,0,0,0,1,0,0,0
philosophy,0,0,0,0,1,0,0,0
kill,0,0,0,0,0,0,4,0
fellow,5,0,0,0,0,0,0,0
island,0,0,0,0,4,0,0,0
number,0,0,0,0,4,0,0,0
present,2,0,0,0,0,0,2,0
picture,0,0,0,0,4,0,0,0
feature,0,0,0,0,1,0,0,0
inherit,0,0,0,0,0,0,2,0
predecessor,0,0,0,0,2,0,0,0
adopt,0,0,0,0,0,0,1,0
compose,0,0,0,0,0,0,4,0
different,2,0,0,0,0,0,0,0
combination,0,0,0,0,3,0,0,0
fundamental,5,0,0,0,0,0,0,0
earth,0,0,0,0,5,0,0,0
water,0,0,0,0,3,0,0,0
air,0,0,0,0,7,0,0,0
fire,0,0,0,0,5,0,0,0
possess,0,0,0,0,0,0,1,0
unique,1,0,0,0,0,0,0,0
pair,0,0,0,0,3,0,0,0
elementary,1,0,0,0,0,0,0,0
quality,0,0,0,0,1,0,0,0
heat,0,0,0,0,1,0,0,0
cold,3,0,0,0,1,0,0,0
wetness,0,0,0,0,1,0,0,0
dryness,0,0,0,0,1,0,0,0
dry,2,0,0,0,0,0,0,0
wet,2,0,0,0,0,0,0,0
hot,2,0,0,0,0,0,0,0
place,0,0,0,0,8,0,0,0
ordered,1,0,0,0,0,0,0,0
tendency,0,0,0,0,1,0,0,0
earthy,1,0,0,0,0,0,0,0
solid,1,0,0,0,1,0,0,0
naturally,0,0,1,0,0,0,0,0
prevent,0,0,0,0,0,0,1,0
rise,0,0,0,0,0,0,1,0
higher,0,0,1,0,0,0,0,0
vision,0,0,0,0,1,0,0,0
owe,0,0,0,0,0,0,2,0
dialogue,0,0,0,0,2,0,0,0
revolve,0,0,0,0,0,0,8,0
concentric,1,0,0,0,0,0,0,0
heavenly,6,0,0,0,0,0,0,0
body,0,0,0,0,12,0,0,0
compound,0,0,0,0,1,0,0,0
superior,1,0,0,0,0,0,0,0
fifth,3,0,0,0,1,0,0,0
quintessence,0,0,0,0,1,0,0,0
addition,0,0,0,0,4,0,0,0
soul,0,0,0,0,1,0,0,0
supernatural,1,0,0,0,0,0,0,0
intellect,0,0,0,0,1,0,0,0
guide,0,0,0,0,0,0,3,0
cosmo,0,0,0,0,1,0,0,0
idea,0,0,0,0,8,0,0,0
inaccurate,2,0,0,0,0,0,0,0
genuine,2,0,0,0,0,0,0,0
history,0,0,0,0,8,0,0,0
immense,2,0,0,0,0,0,0,0
author,0,0,0,0,2,0,0,0
survive,0,0,0,0,0,0,2,0
contain,0,0,0,0,0,0,5,0
detailed,2,0,0,0,0,0,0,0
phenomenon,0,0,0,0,5,0,0,0
sound,1,0,0,0,1,0,0,0
grasp,0,0,0,0,1,0,0,0
relationship,0,0,0,0,1,0,0,0
heliocentric,2,0,0,0,0,0,0,0
solar,17,0,0,0,0,0,0,0
gain,0,0,0,0,0,0,3,0
wide,3,0,0,0,0,0,0,0
support,0,0,0,0,9,0,6,0
reestablish,0,0,0,0,0,0,1,0
start,0,0,0,0,1,0,3,0
shadow,0,0,0,0,2,0,0,0
cast,0,0,0,0,0,0,1,0
lunar,9,0,0,0,0,0,0,0
eclipse,0,0,0,0,5,0,0,0
calculate,0,0,0,0,0,0,7,0
relative,2,0,0,0,0,0,0,0
measure,0,0,0,0,1,0,7,0
angular,1,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,5,0
propose,0,0,0,0,0,0,7,0
clever,1,0,0,0,0,0,0,0
scheme,0,0,0,0,1,0,0,0
flaw,0,0,0,0,0,0,1,0
enable,0,0,0,0,0,0,3,0
deduce,0,0,0,0,0,0,1,0
deduction,0,0,0,0,1,0,0,0
speculate,0,0,0,0,0,0,1,0
way,0,0,0,0,3,0,0,0
especially,0,0,3,0,0,0,0,0
refine,0,0,0,0,0,0,1,0
arrive,0,0,0,0,0,0,2,0
accurate,9,0,0,0,0,0,0,0
value,0,0,0,0,2,0,0,0
result,0,0,0,0,3,0,1,0
underestimate,0,0,0,0,0,0,1,0
inspiration,0,0,0,0,1,0,0,0
polish,2,0,0,0,0,0,1,0
manuscript,0,0,0,0,1,0,0,0
revolution,0,0,0,0,7,0,0,0
cite,0,0,0,0,0,0,1,0
authority,0,0,0,0,2,0,0,0
forth,0,1,1,0,0,0,0,0
cross,0,0,0,0,0,0,2,0
reference,0,0,0,0,1,0,0,0
mention,0,0,0,0,0,0,2,0
publish,0,0,0,0,0,0,17,0
prolific,1,0,0,0,0,0,0,0
talented,1,0,0,0,0,0,0,0
mathematical,7,0,0,0,0,0,0,0
help,0,0,0,0,1,0,9,0
trigonometry,0,0,0,0,3,0,0,0
commonly,0,0,3,0,0,0,0,0
antiquity,0,0,0,0,1,0,0,0
little,3,0,0,0,0,0,0,0
life,0,0,0,0,15,0,0,0
writing,0,0,0,0,4,0,0,0
existence,0,0,0,0,5,0,0,0
rest,0,0,0,0,2,0,0,0
rely,0,0,0,0,0,0,1,0
hand,0,0,0,0,1,0,0,0
report,0,0,0,0,3,0,0,0
manual,1,0,0,0,1,0,0,0
write,0,0,0,0,0,0,11,0
live,2,0,0,0,0,0,8,0
young,6,0,0,0,0,0,0,0
compile,0,0,0,0,0,0,6,0
local,2,0,0,0,0,0,0,0
weather,0,0,0,0,1,0,0,0
adult,0,0,0,0,1,0,0,0
carry,0,0,0,0,0,0,8,0
determination,0,0,0,0,1,0,0,0
like,0,3,0,0,0,0,0,0
exception,0,0,0,0,1,0,0,0
assume,0,0,0,0,0,0,2,0
stationary,3,0,0,0,0,0,0,0
trace,0,0,0,0,0,0,2,0
west,0,0,1,0,1,0,0,0
east,0,0,0,0,1,0,0,0
direction,0,0,0,0,3,0,0,0
good,2,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,3,0
ecliptic,2,0,0,0,6,0,0,0
circle,0,0,0,0,1,0,2,0
plane,0,0,0,0,4,0,0,0
pass,0,0,0,0,0,0,7,0
point,0,0,0,0,2,0,0,0
equatorial,2,0,0,0,0,0,0,0
intersect,0,0,0,0,0,0,1,0
vernal,1,0,0,0,0,0,0,0
autumnal,1,0,0,0,0,0,0,0
equinox,0,0,0,0,6,0,0,0
farth,1,0,0,0,0,0,0,0
north,0,0,0,0,1,0,0,0
south,1,0,0,0,1,0,0,0
summer,0,0,0,0,1,0,0,0
winter,0,0,0,0,1,0,0,0
solstice,0,0,0,0,5,0,0,0
divide,0,0,0,0,0,0,2,0
equal,3,0,0,0,0,0,0,0
season,0,0,0,0,1,0,0,0
passage,0,0,0,0,2,0,0,0
section,0,0,0,0,1,0,0,0
symmetrical,1,0,0,0,0,0,0,0
discover,0,0,0,0,0,0,15,0
displacement,0,0,0,0,1,0,0,0
orbital,5,0,0,0,0,0,0,0
see,0,0,0,0,0,0,12,0
gaze,0,0,0,0,0,0,1,0
skyward,0,0,1,0,0,0,0,0
catalog,0,0,0,0,8,0,2,0
precisely,0,0,1,0,0,0,0,0
possible,4,0,0,0,0,0,0,0
length,0,0,0,0,1,0,0,0
tropical,2,0,0,0,0,0,0,0
period,0,0,0,0,6,0,0,0
complete,1,0,0,0,0,0,16,0
consecutive,1,0,0,0,0,0,0,0
compare,0,0,0,0,0,0,1,0
estimate,0,0,0,0,1,0,1,0
minute,0,0,0,0,11,0,0,0
long,6,0,1,0,0,0,0,0
able,7,0,0,0,0,0,0,0
discovery,0,0,0,0,18,0,0,0
certain,1,0,0,0,0,0,0,0
shift,0,0,0,0,0,0,2,0
indicate,0,0,0,0,0,0,1,0
move,0,0,0,0,0,0,12,0
movement,0,0,0,0,2,0,0,0
precession,0,0,0,0,2,0,0,0
slow,1,0,0,0,0,0,0,0
wobble,0,0,0,0,1,0,0,0
orientation,0,0,0,0,1,0,0,0
axis,0,0,0,0,4,0,0,0
cause,0,0,0,0,1,0,4,0
gravity,0,0,0,0,8,0,0,0
note,0,0,0,0,0,0,2,0
total,2,0,0,0,0,0,0,0
region,0,0,0,0,5,0,0,0
western,3,0,0,0,0,0,0,0
disk,0,0,0,0,3,0,0,0
cover,0,0,0,0,0,0,1,0
approximate,1,0,0,0,0,0,0,0
roughly,0,0,1,0,0,0,0,0
radius,0,0,0,0,1,0,0,0
actual,4,0,0,0,0,0,0,0
assign,0,0,0,0,0,0,2,0
name,0,0,0,0,2,0,17,0
measurement,0,0,0,0,2,0,0,0
list,0,0,0,0,1,0,2,0
specify,0,0,0,0,0,0,1,0
brightness,0,0,0,0,1,0,0,0
magnitude,0,0,0,0,1,0,0,0
similar,3,0,0,0,0,0,0,0
classification,0,0,0,0,1,0,0,0
eminent,1,0,0,0,0,0,0,0
geographer,0,0,0,0,3,0,0,0
descent,0,0,0,0,1,0,0,0
represent,0,0,0,0,0,0,1,0
greco,1,0,0,0,0,0,0,0
roman,3,0,0,0,0,0,0,0
particularly,0,0,2,0,0,0,0,0
ptolemaic,6,0,0,0,0,0,0,0
infer,0,0,0,0,0,0,1,0
major,6,0,0,0,0,0,0,0
precede,0,0,0,0,0,0,2,0
quarter,0,0,0,0,1,0,0,0
content,0,0,0,0,2,0,0,0
subsequent,3,0,0,0,0,0,0,0
literary,1,0,0,0,0,0,0,0
production,0,0,0,0,2,0,0,0
suggest,0,0,0,0,0,0,4,0
argument,0,0,0,0,2,0,0,0
vastly,0,0,1,0,0,0,0,0
perfectly,0,0,1,0,0,0,0,0
rate,0,0,0,0,2,0,0,0
daily,1,0,0,0,0,0,0,0
rising,0,0,0,0,1,0,0,0
setting,0,0,0,0,1,0,0,0
course,0,0,0,0,2,0,0,0
slowly,0,0,1,0,0,0,0,0
rotation,0,0,0,0,1,0,0,0
assumption,0,0,0,0,1,0,0,0
apparently,0,0,1,0,0,0,0,0
irregular,1,0,0,0,0,0,0,0
regular,3,0,0,0,0,0,0,0
original,3,0,0,0,0,0,0,0
difficult,2,0,0,0,0,0,0,0
determine,0,0,0,0,0,0,6,0
credit,0,0,0,0,0,0,2,0
essential,1,0,0,0,0,0,0,0
deny,0,0,0,0,0,0,2,0
construct,0,0,0,0,0,0,1,0
preeminently,0,0,1,0,0,0,0,0
responsible,1,0,0,0,0,0,0,0
cosmology,0,0,0,0,1,0,0,0
prevail,0,0,0,0,0,0,2,0
islamic,1,0,0,0,0,0,0,0
medieval,2,0,0,0,0,0,0,0
treatise,0,0,0,0,2,0,0,0
unified,1,0,0,0,0,0,0,0
attach,0,0,0,0,0,0,2,0
nest,0,0,0,0,0,0,1,0
extend,0,0,0,0,0,0,3,0
gap,0,0,0,0,3,0,0,0
official,1,0,0,0,0,0,0,0
dogma,0,0,0,0,1,0,0,0
replace,0,0,0,0,0,0,1,0
sun,0,0,0,0,2,0,0,0
chart,0,0,0,0,3,0,0,0
prominent,4,0,0,0,0,0,0,0
primarily,0,0,2,0,0,0,0,0
hardly,0,0,1,0,0,0,0,0
volume,0,0,0,0,3,0,0,0
provide,0,0,0,0,0,0,2,0
mapmaking,0,0,0,0,1,0,0,0
latitude,0,0,0,0,1,0,0,0
longitude,0,0,0,0,1,0,0,0
spite,0,0,0,0,2,0,0,0
error,0,0,0,0,1,0,0,0
succeed,0,0,0,0,0,0,3,0
generation,0,0,0,0,2,0,0,0
mapmaker,0,0,0,0,1,0,0,0
founder,0,0,0,0,5,0,0,0
representation,0,0,0,0,1,0,0,0
heaven,0,0,0,0,3,0,0,0
usually,0,0,1,0,0,0,0,0
consequence,0,0,0,0,1,0,0,0
merchant,0,0,0,0,2,0,0,0
mother,0,0,0,0,2,0,0,0
family,0,0,0,0,3,0,0,0
raise,0,0,0,0,0,0,2,0
uncle,0,0,0,0,5,0,0,0
wealthy,2,0,0,0,0,0,0,0
catholic,3,0,0,0,0,0,0,0
bishop,0,0,0,0,1,0,0,0
send,0,0,0,0,0,0,8,0
liberal,1,0,0,0,0,0,0,0
art,0,0,0,0,1,0,0,0
astrology,0,0,0,0,1,0,0,0
law,0,0,0,0,20,0,0,0
follow,0,0,0,0,0,0,10,0
officer,0,0,0,0,2,0,0,0
church,0,0,0,0,3,0,0,0
lecture,0,0,0,0,2,0,2,0
subject,0,0,0,0,2,0,0,0
castle,0,0,0,0,1,0,0,0
near,0,12,0,0,0,0,0,0
attend,0,0,0,0,0,0,5,0
eld,1,0,0,0,0,0,0,0
spare,1,0,0,0,0,0,0,0
apart,0,0,2,0,0,0,0,0
obligation,0,0,0,0,2,0,0,0
buck,0,0,0,0,0,0,1,0
belief,0,0,0,0,1,0,0,0
motionless,1,0,0,0,0,0,0,0
problematic,1,0,0,0,0,0,0,0
think,0,0,0,0,0,0,2,0
simply,0,0,1,0,0,0,0,0
calculation,0,0,0,0,3,0,0,0
agree,0,0,0,0,0,0,1,0
small,7,0,0,0,0,0,0,0
prove,0,0,0,0,0,0,8,0
revolutionary,3,0,0,0,0,0,0,0
regard,0,0,0,0,0,0,3,0
state,0,0,0,0,1,0,5,0
rotate,0,0,0,0,0,0,3,0
cling,0,0,0,0,0,0,1,0
probably,0,0,1,0,0,0,0,0
hit,0,0,0,0,1,0,2,0
main,1,0,0,0,0,0,0,0
historic,5,0,0,0,0,0,0,0
version,0,0,0,0,3,0,0,0
appear,0,0,0,0,0,0,2,0
print,0,0,0,0,1,0,1,0
danish,1,0,0,0,0,0,0,0
instrument,0,0,0,0,11,0,0,0
invention,0,0,0,0,2,0,0,0
telescope,0,0,0,0,15,0,0,0
comprehensive,1,0,0,0,0,0,0,0
education,0,0,0,0,7,0,0,0
event,0,0,0,0,6,0,0,0
predict,0,0,0,0,0,0,8,0
prediction,0,0,0,0,2,0,0,0
marvelous,1,0,0,0,0,0,0,0
witness,0,0,0,0,0,0,1,0
convert,0,0,0,0,1,0,0,0
daytime,1,0,0,0,0,0,0,0
response,0,0,0,0,2,0,0,0
wish,0,0,0,0,1,0,1,0
nighttime,0,0,0,0,1,0,0,0
vigil,0,0,0,0,1,0,0,0
mathematics,0,0,0,0,1,0,0,0
professor,0,0,0,0,7,0,0,0
available,2,0,0,0,0,0,0,0
significant,4,0,0,0,0,0,0,0
occur,0,0,0,0,0,0,2,0
conjunction,0,0,0,0,1,0,0,0
alignment,0,0,0,0,1,0,0,0
immediately,0,0,1,0,0,0,0,0
find,0,0,0,0,1,0,7,0
almanac,0,0,0,0,2,0,0,0
ephemeris,0,0,0,0,1,0,0,0
grossly,0,0,1,0,0,0,0,0
copernican,6,0,0,0,0,0,0,0
table,0,0,0,0,4,0,0,0
youthful,1,0,0,0,0,0,0,0
enthusiasm,0,0,0,0,1,0,0,0
decide,0,0,0,0,0,0,2,0
devote,0,0,0,0,0,0,4,0
accumulate,0,0,0,0,0,0,1,0
correct,0,0,0,0,0,0,2,0
widely,0,0,1,0,0,0,0,0
acquire,0,0,0,0,0,0,1,0
estate,0,0,0,0,1,0,0,0
settle,0,0,0,0,0,0,3,0
observatory,0,0,0,0,5,0,0,0
suddenly,0,0,1,0,0,0,0,0
bright,1,0,0,0,0,0,0,0
locate,0,0,0,0,0,0,1,0
suppose,0,0,0,0,0,0,1,0
carefully,0,0,1,0,0,0,0,0
observe,0,0,0,0,0,0,4,0
show,0,0,0,0,0,0,5,0
lie,0,0,0,0,0,0,1,0
realm,0,0,0,0,1,0,0,0
seated,0,0,1,0,0,0,0,0
consult,0,0,0,0,0,0,1,0
alarming,1,0,0,0,0,0,0,0
perfect,1,0,0,0,0,0,0,0
unchanging,3,0,0,0,0,0,0,0
news,0,0,0,0,1,0,0,0
change,0,0,0,0,1,0,6,0
dramatically,0,0,1,0,0,0,0,0
shake,0,0,0,0,0,0,1,0
confidence,0,0,0,0,1,0,0,0
publication,0,0,0,0,3,0,0,0
respected,1,0,0,0,0,0,0,0
rededicate,0,0,0,0,0,0,1,0
grant,0,0,0,0,0,0,2,0
financial,2,0,0,0,0,0,0,0
surround,0,0,0,0,0,0,2,0
scholar,0,0,0,0,1,0,0,0
visit,0,0,0,0,0,0,1,0
learned,1,0,0,0,0,0,0,0
traveler,0,0,0,0,1,0,0,0
