word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
seat,0,0,0,0,0,0,0,15,0,0,0,0
closely,0,0,3,0,0,0,0,0,0,0,0,0
nationalism,0,0,0,0,0,0,0,2,0,0,0,0
resistance,0,0,0,0,0,0,0,7,0,0,0,0
church,0,0,0,0,0,0,0,27,0,0,0,0
support,0,0,0,0,0,0,0,24,0,0,13,0
ambivalent,1,0,0,0,0,0,0,0,0,0,0,0
devastating,3,0,0,0,0,0,0,0,0,0,0,0
remarkable,8,0,0,0,0,0,0,0,0,0,0,0
surge,0,0,0,0,0,0,0,1,0,0,0,0
devotional,1,0,0,0,0,0,0,0,0,0,0,0
priest,0,0,0,0,0,0,0,4,0,0,0,0
nun,0,0,0,0,0,0,0,1,0,0,0,0
dramatically,0,0,4,0,0,0,0,0,0,0,0,0
fifth,0,0,0,0,0,0,0,4,0,0,0,0
catholic,49,0,0,0,0,0,0,0,0,0,0,0
officially,0,0,3,0,0,0,0,0,0,0,0,0
freedom,0,0,0,0,0,0,0,5,0,0,0,0
constitutionally,0,0,1,0,0,0,0,0,0,0,0,0
guarantee,0,0,0,0,0,0,0,0,0,0,3,0
regular,6,0,0,0,0,0,0,0,0,0,0,0
churchgoer,0,0,0,0,0,0,0,1,0,0,0,0
heyday,0,0,0,0,0,0,0,1,0,0,0,0
particular,4,0,0,0,0,0,0,0,0,0,0,0
robust,1,0,0,0,0,0,0,0,0,0,0,0
growth,0,0,0,0,0,0,0,14,0,0,0,0
significantly,0,0,1,0,0,0,0,0,0,0,0,0
wealthy,3,0,0,0,0,0,0,0,0,0,0,0
revelation,0,0,0,0,0,0,0,2,0,0,0,0
child,0,0,0,0,0,0,0,8,0,0,0,0
abuse,0,0,0,0,0,0,0,4,0,0,0,0
clergy,0,0,0,0,0,0,0,4,0,0,0,0
play,0,0,0,0,0,0,0,8,0,0,13,0
prominent,6,0,0,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,0,0,10,0,0,0,0
responsibility,0,0,0,0,0,0,0,7,0,0,0,0
hospital,0,0,0,0,0,0,0,5,0,0,0,0
historically,0,0,5,0,0,0,0,0,0,0,0,0
homogeneous,1,0,0,0,0,0,0,0,0,0,0,0
distinctive,6,0,0,0,0,0,0,0,0,0,0,0
character,0,0,0,0,0,0,0,3,0,0,0,0
homogeneity,0,0,0,0,0,0,0,1,0,0,0,0
work,0,0,0,0,0,0,0,25,0,0,8,0
development,0,0,0,0,0,0,0,16,0,0,0,0
regional,10,0,0,0,0,0,0,0,0,0,0,0
local,14,0,0,0,0,0,0,0,0,0,0,0
division,0,0,0,0,0,0,0,3,0,0,0,0
industrial,10,0,0,0,0,0,0,0,0,0,0,0
employment,0,0,0,0,0,0,0,4,0,0,0,0
fertile,1,0,0,0,0,0,0,0,0,0,0,0
farmland,0,0,0,0,0,0,0,1,0,0,0,0
standard,1,0,0,0,0,0,0,5,0,0,0,0
living,0,0,0,0,0,0,0,3,0,0,0,0
poor,7,0,0,0,0,0,0,0,0,0,0,0
income,0,0,0,0,0,0,0,6,0,0,0,0
supplement,0,0,0,0,0,0,0,0,0,0,3,0
tourism,0,0,0,0,0,0,0,4,0,0,0,0
fertility,0,0,0,0,0,0,0,1,0,0,0,0
insufficient,1,0,0,0,0,0,0,0,0,0,0,0
acceptable,1,0,0,0,0,0,0,0,0,0,0,0
district,0,0,0,0,0,0,0,5,0,0,0,0
collectively,0,0,3,0,0,0,0,0,0,0,0,0
traditional,27,0,0,0,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,0,6,0
abroad,0,0,7,0,0,0,0,0,0,0,0,0
chief,13,0,0,0,0,0,0,3,0,0,0,0
threat,0,0,0,0,0,0,0,4,0,0,0,0
survival,0,0,0,0,0,0,0,2,0,0,0,0
marriage,0,0,0,0,0,0,0,1,0,0,0,0
birth,0,0,0,0,0,0,0,3,0,0,0,0
death,0,0,0,0,0,0,0,15,0,0,0,0
rate,0,0,0,0,0,0,0,14,0,0,0,0
comparable,3,0,0,0,0,0,0,0,0,0,0,0
nearby,2,0,0,0,0,0,0,0,0,0,0,0
expectancy,0,0,0,0,0,0,0,1,0,0,0,0
greatly,0,0,4,0,0,0,0,0,0,0,0,0
excess,0,0,0,0,0,0,0,1,0,0,0,0
deplete,0,0,0,0,0,0,0,0,0,0,1,0
native,5,0,0,0,0,0,0,1,0,0,0,0
citizen,0,0,0,0,0,0,0,2,0,0,0,0
outpace,0,0,0,0,0,0,0,0,0,0,2,0
immigrant,0,0,0,0,0,0,0,4,0,0,0,0
move,0,0,0,0,0,0,0,0,0,0,4,0
reverse,2,0,0,0,0,0,0,0,0,0,3,0
vaunted,1,0,0,0,0,0,0,0,0,0,0,0
collapse,0,0,0,0,0,0,0,5,0,0,5,0
start,0,0,0,0,0,0,0,1,0,0,1,0
depart,0,0,0,0,0,0,0,0,0,0,2,0
largely,0,0,15,0,0,0,0,0,0,0,0,0
skille,0,0,0,0,0,0,0,0,0,0,1,0
labourer,0,0,0,0,0,0,0,3,0,0,0,0
highly,0,0,3,0,0,0,0,0,0,0,0,0
educate,0,0,0,0,0,0,0,0,0,0,6,0
peatand,0,0,0,0,0,0,0,1,0,0,0,0
penetrate,0,0,0,0,0,0,0,0,0,0,1,0
embank,0,0,0,0,0,0,0,0,0,0,1,0
salt,0,0,0,0,0,0,0,1,0,0,0,0
merge,0,0,0,0,0,0,0,0,0,0,7,0
restrict,0,0,0,0,0,0,0,0,0,0,3,0
disappear,0,0,0,0,0,0,0,0,0,0,1,0
turlough,0,0,0,0,0,0,0,1,0,0,0,0
hollow,0,0,0,0,0,0,0,1,0,0,0,0
indefinitely,0,0,2,0,0,0,0,0,0,0,0,0
horizontal,1,0,0,0,0,0,0,0,0,0,0,0
slab,0,0,0,0,0,0,0,1,0,0,0,0
vegetation,0,0,0,0,0,0,0,2,0,0,0,0
pavement,0,0,0,0,0,0,0,1,0,0,0,0
unusual,1,0,0,0,0,0,0,0,0,0,0,0
mixture,0,0,0,0,0,0,0,1,0,0,0,0
alpine,1,0,0,0,0,0,0,0,0,0,0,0
desertlike,1,0,0,0,0,0,0,0,0,0,0,0
appearance,0,0,0,0,0,0,0,3,0,0,0,0
edge,0,0,0,0,0,0,0,0,0,0,1,0
steep,1,0,0,0,0,0,0,0,0,0,0,0
terraced,1,0,0,0,0,0,0,0,0,0,0,0
flagstone,0,0,0,0,0,0,0,1,0,0,0,0
cliff,0,0,0,0,0,0,0,2,0,0,0,0
beach,0,0,0,0,0,0,0,2,0,0,0,0
rainy,1,0,0,0,0,0,0,0,0,0,0,0
devote,0,0,0,0,0,0,0,0,0,0,4,0
crop,0,0,0,0,0,0,0,9,0,0,0,0
pasture,0,0,0,0,0,0,0,3,0,0,0,0
resource,0,0,0,0,0,0,0,6,0,0,0,0
cattle,0,0,0,0,0,0,0,6,0,0,0,0
hectare,0,0,0,0,0,0,0,2,0,0,0,0
oats,0,0,0,0,0,0,0,2,0,0,0,0
trading,0,0,0,0,0,0,0,2,0,0,0,0
spa,0,0,0,0,0,0,0,1,0,0,0,0
town,0,0,0,0,0,0,0,14,0,0,0,0
evidence,0,0,0,0,0,0,0,5,0,0,0,0
megalith,0,0,0,0,0,0,0,1,0,0,0,0
fortify,0,0,0,0,0,0,0,0,0,0,2,0
enclosure,0,0,0,0,0,0,0,3,0,0,0,0
site,0,0,0,0,0,0,0,8,0,0,1,0
round,2,0,1,0,0,0,0,1,0,0,0,0
tower,0,0,0,0,0,0,0,2,0,0,0,0
medieval,5,0,0,0,0,0,0,0,0,0,0,0
castle,0,0,0,0,0,0,0,1,0,0,0,0
lord,0,0,0,0,0,0,0,21,0,0,0,0
norman,8,0,0,0,0,0,0,0,0,0,0,0
colonization,0,0,0,0,0,0,0,2,0,0,0,0
shire,0,0,0,0,0,0,0,1,0,0,0,0
reign,0,0,0,0,0,0,0,6,0,0,2,0
win,0,0,0,0,0,0,0,0,0,0,29,0
election,0,0,0,0,0,0,0,30,0,0,0,0
emancipation,0,0,0,0,0,0,0,10,0,0,0,0
diocese,0,0,0,0,0,0,0,5,0,0,0,0
mixed,2,0,0,0,0,0,0,0,0,0,0,0
shall,0,0,0,1,0,0,0,0,0,0,0,0
private,10,0,0,0,0,0,0,0,0,0,0,0
initiative,0,0,0,0,0,0,0,4,0,0,0,0
industry,0,0,0,0,0,0,0,16,0,0,0,0
commerce,0,0,0,0,0,0,0,4,0,0,0,0
essential,1,0,0,0,0,0,0,0,0,0,0,0
promote,0,0,0,0,0,0,0,0,0,0,10,0
semi,1,0,0,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,0,0,9,0,0,0,0
operate,0,0,0,0,0,0,0,0,0,0,7,0
road,0,0,0,0,0,0,0,8,0,0,0,0
transport,0,0,0,0,0,0,0,5,0,0,0,0
television,0,0,0,0,0,0,0,8,0,0,0,0
radio,0,0,0,0,0,0,0,4,0,0,0,0
electricity,0,0,0,0,0,0,0,2,0,0,0,0
generation,0,0,0,0,0,0,0,5,0,0,0,0
distribution,0,0,0,0,0,0,0,4,0,0,0,0
active,6,0,0,0,0,0,0,0,0,0,0,0
health,0,0,0,0,0,0,0,12,0,0,0,0
insurance,0,0,0,0,0,0,0,3,0,0,0,0
advent,0,0,0,0,0,0,0,3,0,0,0,0
single,13,0,0,0,0,0,0,0,0,0,0,0
encourage,0,0,0,0,0,0,0,0,0,0,8,0
enterprise,0,0,0,0,0,0,0,4,0,0,0,0
privatize,0,0,0,0,0,0,0,0,0,0,2,0
competitive,3,0,0,0,0,0,0,0,0,0,0,0
technology,0,0,0,0,0,0,0,5,0,0,0,0
attractive,2,0,0,0,0,0,0,0,0,0,0,0
corporate,4,0,0,0,0,0,0,0,0,0,0,0
tax,0,0,0,0,0,0,0,10,0,0,1,0
spur,0,0,0,0,0,0,0,0,0,0,1,0
unemployment,0,0,0,0,0,0,0,7,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,24,0
label,0,0,0,0,0,0,0,0,0,0,1,0
benefit,0,0,0,0,0,0,0,7,0,0,5,0
job,0,0,0,0,0,0,0,2,0,0,0,0
foreign,11,0,0,0,0,0,0,0,0,0,0,0
direct,4,0,0,0,0,0,0,0,0,0,1,0
investment,0,0,0,0,0,0,0,4,0,0,0,0
multinational,1,0,0,0,0,0,0,0,0,0,0,0
corporation,0,0,0,0,0,0,0,5,0,0,0,0
slow,2,0,0,0,0,0,0,0,0,0,1,0
focus,0,0,0,0,0,0,0,2,0,0,3,0
leadership,0,0,0,0,0,0,0,10,0,0,0,0
banking,0,0,0,0,0,0,0,2,0,0,0,0
turn,0,0,0,0,0,0,0,2,0,0,3,0
mortgage,0,0,0,0,0,0,0,1,0,0,0,0
construction,0,0,0,0,0,0,0,4,0,0,0,0
bubble,0,0,0,0,0,0,0,2,0,0,0,0
soon,0,0,10,0,0,0,0,0,0,0,0,0
recession,0,0,0,0,0,0,0,4,0,0,0,0
bailout,0,0,0,0,0,0,0,8,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,0,5,0
requirement,0,0,0,0,0,0,0,7,0,0,0,0
austerity,0,0,0,0,0,0,0,6,0,0,0,0
dampen,0,0,0,0,0,0,0,0,0,0,1,0
prospect,0,0,0,0,0,0,0,3,0,0,0,0
domestic,7,0,0,0,0,0,0,0,0,0,0,0
responsive,1,0,0,0,0,0,0,0,0,0,0,0
social,18,0,0,0,0,0,0,0,0,0,0,0
budget,0,0,0,0,0,0,0,6,0,0,0,0
challenge,0,0,0,0,0,0,0,4,0,0,1,0
close,6,0,0,0,0,0,0,1,0,0,0,0
agriculture,0,0,0,0,0,0,0,5,0,0,0,0
important,20,0,0,0,0,0,0,0,0,0,0,0
hay,0,0,0,0,0,0,0,2,0,0,0,0
foster,0,0,0,0,0,0,0,0,0,0,2,0
vegetable,0,0,0,0,0,0,0,2,0,0,0,0
enable,0,0,0,0,0,0,0,0,0,0,11,0
graze,0,0,0,0,0,0,0,0,0,0,1,0
keep,0,0,0,0,0,0,0,0,0,0,7,0
family,0,0,0,0,0,0,0,9,0,0,0,0
percentage,0,0,0,0,0,0,0,1,0,0,0,0
employ,0,0,0,0,0,0,0,0,0,0,4,0
hire,0,0,0,0,0,0,0,0,0,0,2,0
pattern,0,0,0,0,0,0,0,3,0,0,0,0
beef,0,0,0,0,0,0,0,4,0,0,0,0
dairy,0,0,0,0,0,0,0,1,0,0,0,0
cereal,0,0,0,0,0,0,0,2,0,0,0,0
growing,0,0,0,0,0,0,0,1,0,0,0,0
activity,0,0,0,0,0,0,0,6,0,0,0,0
raising,0,0,0,0,0,0,0,1,0,0,0,0
rugged,1,0,0,0,0,0,0,0,0,0,0,0
slope,0,0,0,0,0,0,0,1,0,0,0,0
gross,2,0,0,0,0,0,0,0,0,0,0,0
big,1,0,0,0,0,0,0,0,0,0,0,0
item,0,0,0,0,0,0,0,3,0,0,0,0
milk,0,0,0,0,0,0,0,1,0,0,0,0
pig,0,0,0,0,0,0,0,2,0,0,0,0
barley,0,0,0,0,0,0,0,2,0,0,0,0
wheat,0,0,0,0,0,0,0,2,0,0,0,0
poultry,0,0,0,0,0,0,0,1,0,0,0,0
egg,0,0,0,0,0,0,0,1,0,0,0,0
wool,0,0,0,0,0,0,0,4,0,0,0,0
root,0,0,0,0,0,0,0,4,0,0,0,0
sugar,0,0,0,0,0,0,0,2,0,0,0,0
beet,0,0,0,0,0,0,0,2,0,0,0,0
meet,0,0,0,0,0,0,0,0,0,0,7,0
farmhouse,0,0,0,0,0,0,0,1,0,0,0,0
cheese,0,0,0,0,0,0,0,1,0,0,0,0
flourish,0,0,0,0,0,0,0,0,0,0,3,0
specialized,3,0,0,0,0,0,0,0,0,0,0,0
organically,0,0,1,0,0,0,0,0,0,0,0,0
bloodstock,0,0,0,0,0,0,0,1,0,0,0,0
thoroughbred,1,0,0,0,0,0,0,0,0,0,0,0
thrive,0,0,0,0,0,0,0,0,0,0,3,0
worldwide,2,0,1,0,0,0,0,0,0,0,0,0
fame,0,0,0,0,0,0,0,3,0,0,0,0
racehorse,0,0,0,0,0,0,0,1,0,0,0,0
adverse,1,0,0,0,0,0,0,0,0,0,0,0
handicap,0,0,0,0,0,0,0,0,0,0,1,0
expansion,0,0,0,0,0,0,0,2,0,0,0,0
situation,0,0,0,0,0,0,0,5,0,0,0,0
ameliorate,0,0,0,0,0,0,0,0,0,0,2,0
entrance,0,0,0,0,0,0,0,2,0,0,0,0
represent,0,0,0,0,0,0,0,0,0,0,12,0
replanting,0,0,0,0,0,0,0,1,0,0,0,0
eightfold,0,0,1,0,0,0,0,0,0,0,0,0
acreage,0,0,0,0,0,0,0,1,0,0,0,0
afforestation,0,0,0,0,0,0,0,1,0,0,0,0
late,25,0,0,0,0,0,0,0,0,0,0,0
own,0,0,0,0,0,0,0,0,0,0,14,0
manage,0,0,0,0,0,0,0,0,0,0,5,0
commercial,6,0,0,0,0,0,0,0,0,0,0,0
forestry,0,0,0,0,0,0,0,1,0,0,0,0
aquaculture,0,0,0,0,0,0,0,1,0,0,0,0
shore,0,0,0,0,0,0,0,1,0,0,0,0
international,22,0,0,0,0,0,0,0,0,0,0,0
intense,1,0,0,0,0,0,0,0,0,0,0,0
mineral,0,0,0,0,0,0,0,1,0,0,0,0
discovery,0,0,0,0,0,0,0,1,0,0,0,0
silver,0,0,0,0,0,0,0,2,0,0,0,0
zinc,0,0,0,0,0,0,0,1,0,0,0,0
gypsum,0,0,0,0,0,0,0,1,0,0,0,0
successfully,0,0,3,0,0,0,0,0,0,0,0,0
dependence,0,0,0,0,0,0,0,2,0,0,0,0
import,0,0,0,0,0,0,0,5,0,0,3,0
energy,0,0,0,0,0,0,0,5,0,0,0,0
offshore,2,0,0,0,0,0,0,0,0,0,0,0
natural,4,0,0,0,0,0,0,0,0,0,0,0
gas,0,0,0,0,0,0,0,3,0,0,0,0
reserve,0,0,0,0,0,0,0,4,0,0,0,0
limited,4,0,0,0,0,0,0,0,0,0,0,0
pipeline,0,0,0,0,0,0,0,1,0,0,0,0
build,0,0,0,0,0,0,0,0,0,0,4,0
replacement,0,0,0,0,0,0,0,2,0,0,0,0
supply,0,0,0,0,0,0,0,3,0,0,1,0
turf,0,0,0,0,0,0,0,1,0,0,0,0
fuel,0,0,0,0,0,0,0,1,0,0,1,0
virtually,0,0,3,0,0,0,0,0,0,0,0,0
household,0,0,0,0,0,0,0,3,0,0,0,0
connect,0,0,0,0,0,0,0,0,0,0,4,0
rely,0,0,0,0,0,0,0,0,0,0,2,0
medium,1,0,0,0,0,0,0,3,0,0,0,0
sized,1,0,0,0,0,0,0,0,0,0,0,0
burn,0,0,0,0,0,0,0,0,0,0,1,0
thermal,1,0,0,0,0,0,0,0,0,0,0,0
mechanize,0,0,0,0,0,0,0,0,0,0,1,0
industrialize,0,0,0,0,0,0,0,0,0,0,2,0
supplant,0,0,0,0,0,0,0,0,0,0,2,0
coal,0,0,0,0,0,0,0,1,0,0,0,0
oil,0,0,0,0,0,0,0,5,0,0,0,0
potential,1,0,0,0,0,0,0,4,0,0,0,0
exploration,0,0,0,0,0,0,0,2,0,0,0,0
territorial,2,0,0,0,0,0,0,0,0,0,0,0
innovation,0,0,0,0,0,0,0,1,0,0,0,0
generate,0,0,0,0,0,0,0,0,0,0,1,0
megawatt,0,0,0,0,0,0,0,1,0,0,0,0
house,0,0,0,0,0,0,0,8,0,0,2,0
daily,3,0,0,0,0,0,0,1,0,0,0,0
need,0,0,0,1,0,0,0,3,0,0,1,0
manufacturing,0,0,0,0,0,0,0,3,0,0,0,0
policy,0,0,0,0,0,0,0,36,0,0,0,0
nationalistic,2,0,0,0,0,0,0,0,0,0,0,0
protectionist,3,0,0,0,0,0,0,0,0,0,0,0
tariff,0,0,0,0,0,0,0,6,0,0,0,0
quota,0,0,0,0,0,0,0,2,0,0,0,0
protect,0,0,0,0,0,0,0,0,0,0,5,0
young,8,0,0,0,0,0,0,0,0,0,0,0
badly,0,0,2,0,0,0,0,0,0,0,0,0
progressively,0,0,1,0,0,0,0,0,0,0,0,0
basis,0,0,0,0,0,0,0,6,0,0,0,0
concession,0,0,0,0,0,0,0,8,0,0,0,0
grant,0,0,0,0,0,0,0,4,0,0,4,0
incentive,0,0,0,0,0,0,0,1,0,0,0,0
strength,0,0,0,0,0,0,0,5,0,0,0,0
seek,0,0,0,0,0,0,0,0,0,0,16,0
manufacture,0,0,0,0,0,0,0,0,0,0,2,0
achieve,0,0,0,0,0,0,0,0,0,0,14,0
measure,0,0,0,0,0,0,0,14,0,0,0,0
earning,0,0,0,0,0,0,0,1,0,0,0,0
desirable,1,0,0,0,0,0,0,0,0,0,0,0
view,0,0,0,0,0,0,0,1,0,0,1,0
governmental,2,0,0,0,0,0,0,0,0,0,0,0
obligation,0,0,0,0,0,0,0,3,0,0,0,0
demobilize,0,0,0,0,0,0,0,0,0,0,1,0
protective,1,0,0,0,0,0,0,0,0,0,0,0
accordance,0,0,0,0,0,0,0,2,0,0,0,0
computer,0,0,0,0,0,0,0,2,0,0,0,0
software,0,0,0,0,0,0,0,2,0,0,0,0
equipment,0,0,0,0,0,0,0,2,0,0,0,0
pound,0,0,0,0,0,0,0,2,0,0,0,0
punt,0,0,0,0,0,0,0,1,0,0,0,0
sterling,0,0,0,0,0,0,0,2,0,0,0,0
euro,0,0,0,0,0,0,0,26,0,0,0,0
monetary,6,0,0,0,0,0,0,0,0,0,0,0
authority,0,0,0,0,0,0,0,17,0,0,0,0
license,0,0,0,0,0,0,0,1,0,0,1,0
oversee,0,0,0,0,0,0,0,0,0,0,2,0
institution,0,0,0,0,0,0,0,7,0,0,0,0
supervise,0,0,0,0,0,0,0,0,0,0,2,0
bank,0,0,0,0,0,0,0,9,0,0,0,0
transact,0,0,0,0,0,0,0,0,0,0,1,0
volume,0,0,0,0,0,0,0,3,0,0,0,0
advice,0,0,0,0,0,0,0,5,0,0,0,0
clearing,0,0,0,0,0,0,0,1,0,0,0,0
term,0,0,0,0,0,0,0,17,0,0,0,0
have,0,0,0,0,0,0,0,0,0,0,6,0
continuously,0,0,2,0,0,0,0,0,0,0,0,0
unit,0,0,0,0,0,0,0,9,0,0,0,0
noncash,1,0,0,0,0,0,0,0,0,0,0,0
note,0,0,0,0,0,0,0,2,0,0,2,0
coin,0,0,0,0,0,0,0,5,0,0,0,0
participate,0,0,0,0,0,0,0,0,0,0,8,0
legal,4,0,0,0,0,0,0,0,0,0,0,0
tender,0,0,0,0,0,0,0,1,0,0,0,0
lay,0,0,0,0,0,0,0,0,0,0,1,0
agreement,0,0,0,0,0,0,0,15,0,0,0,0
creation,0,0,0,0,0,0,0,6,0,0,0,0
union,0,0,0,0,0,0,0,17,0,0,0,0
treaty,2,0,0,0,0,0,0,22,0,0,0,0
exchange,0,0,0,0,0,0,0,4,0,0,2,0
strict,2,0,0,0,0,0,0,0,0,0,0,0
criterion,0,0,0,0,0,0,0,1,0,0,0,0
participation,0,0,0,0,0,0,0,4,0,0,0,0
deficit,0,0,0,0,0,0,0,6,0,0,0,0
exceed,0,0,0,0,0,0,0,0,0,0,3,0
debt,0,0,0,0,0,0,0,3,0,0,0,0
stability,0,0,0,0,0,0,0,2,0,0,0,0
inflation,0,0,0,0,0,0,0,6,0,0,0,0
ratio,0,0,0,0,0,0,0,2,0,0,0,0
entry,0,0,0,0,0,0,0,4,0,0,0,0
cite,0,0,0,0,0,0,0,0,0,0,3,0
supporter,0,0,0,0,0,0,0,9,0,0,0,0
argue,0,0,0,0,0,0,0,0,0,0,1,0
boost,0,0,0,0,0,0,0,0,0,0,2,0
eliminate,0,0,0,0,0,0,0,0,0,0,3,0
fluctuation,0,0,0,0,0,0,0,1,0,0,0,0
price,0,0,0,0,0,0,0,8,0,0,0,0
worry,0,0,0,0,0,0,0,1,0,0,0,0
counterfeiting,0,0,0,0,0,0,0,2,0,0,0,0
loss,0,0,0,0,0,0,0,7,0,0,0,0
sovereignty,0,0,0,0,0,0,0,4,0,0,0,0
formally,0,0,4,0,0,0,0,0,0,0,0,0
delay,0,0,0,0,0,0,0,1,0,0,3,0
decide,0,0,0,0,0,0,0,0,0,0,7,0
accept,0,0,0,0,0,0,0,0,0,0,8,0
payment,0,0,0,0,0,0,0,4,0,0,0,0
voter,0,0,0,0,0,0,0,6,0,0,0,0
narrowly,0,0,1,0,0,0,0,0,0,0,0,0
reject,0,0,0,0,0,0,0,0,0,0,8,0
referendum,0,0,0,0,0,0,0,15,0,0,0,0
fail,0,0,0,0,0,0,0,0,0,0,8,0
admit,0,0,0,0,0,0,0,0,0,0,4,0
overhaul,0,0,0,0,0,0,0,0,0,0,1,0
communist,1,0,0,0,0,0,0,0,0,0,0,0
demonstrate,0,0,0,0,0,0,0,0,0,0,1,0
fiscal,3,0,0,0,0,0,0,0,0,0,0,0
greek,1,0,0,0,0,0,0,0,0,0,0,0
cypriot,1,0,0,0,0,0,0,0,0,0,0,0
euroland,0,0,0,0,0,0,0,1,0,0,0,0
neutral,2,0,0,0,0,0,0,0,0,0,0,0
head,0,0,0,0,0,0,0,14,0,0,5,0
appoint,0,0,0,0,0,0,0,0,0,0,8,0
approve,0,0,0,0,0,0,0,0,0,0,6,0
serve,0,0,0,0,0,0,0,0,0,0,18,0
launch,0,0,0,0,0,0,0,1,0,0,5,0
replace,0,0,0,0,0,0,0,0,0,0,11,0
precursor,0,0,0,0,0,0,0,1,0,0,0,0
value,0,0,0,0,0,0,0,8,0,0,1,0
circulation,0,0,0,0,0,0,0,2,0,0,0,0
expert,1,0,0,0,0,0,0,1,0,0,0,0
predict,0,0,0,0,0,0,0,0,0,0,1,0
eventually,0,0,8,0,0,0,0,0,0,0,0,0
rival,3,0,0,0,0,0,0,0,0,0,2,0
dollar,0,0,0,0,0,0,0,1,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,0,3,0
banknote,0,0,0,0,0,0,0,1,0,0,0,0
display,0,0,0,0,0,0,0,1,0,0,2,0
famous,11,0,0,0,0,0,0,0,0,0,0,0
colourful,1,0,0,0,0,0,0,0,0,0,0,0
bill,0,0,0,0,0,0,0,10,0,0,0,0
austrian,1,0,0,0,0,0,0,0,0,0,0,0
denomination,0,0,0,0,0,0,0,3,0,0,0,0
symbolize,0,0,0,0,0,0,0,0,0,0,1,0
unity,0,0,0,0,0,0,0,1,0,0,0,0
arch,0,0,0,0,0,0,0,1,0,0,0,0
gateway,0,0,0,0,0,0,0,1,0,0,0,0
window,0,0,0,0,0,0,0,1,0,0,0,0
cent,0,0,0,0,0,0,0,1,0,0,0,0
individual,6,0,0,0,0,0,0,0,0,0,0,0
chaos,0,0,0,0,0,0,0,1,0,0,0,0
pledge,0,0,0,0,0,0,0,0,0,0,2,0
deposit,0,0,0,0,0,0,0,2,0,0,0,0
instead,0,0,5,0,0,0,0,0,0,0,0,0
promise,0,0,0,0,0,0,0,2,0,0,2,0
liable,1,0,0,0,0,0,0,0,0,0,0,0
staggering,2,0,0,0,0,0,0,0,0,0,0,0
fight,0,0,0,0,0,0,0,0,0,0,4,0
ultimately,0,0,11,0,0,0,0,0,0,0,0,0
billion,0,0,0,0,0,0,0,0,3,0,0,0
offer,0,0,0,0,0,0,0,0,0,0,4,0
bilateral,2,0,0,0,0,0,0,0,0,0,0,0
stringent,4,0,0,0,0,0,0,0,0,0,0,0
partner,0,0,0,0,0,0,0,3,0,0,0,0
electrical,1,0,0,0,0,0,0,0,0,0,0,0
machinery,0,0,0,0,0,0,0,2,0,0,0,0
apparatus,0,0,0,0,0,0,0,1,0,0,0,0
process,0,0,0,0,0,0,0,5,0,0,1,0
chemical,1,0,0,0,0,0,0,1,0,0,0,0
clothing,0,0,0,0,0,0,0,2,0,0,0,0
textile,0,0,0,0,0,0,0,2,0,0,0,0
beverage,0,0,0,0,0,0,0,1,0,0,0,0
exporter,0,0,0,0,0,0,0,1,0,0,0,0
petroleum,0,0,0,0,0,0,0,2,0,0,0,0
hotel,0,0,0,0,0,0,0,2,0,0,0,0
resort,0,0,0,0,0,0,0,1,0,0,1,0
sporting,1,0,0,0,0,0,0,0,0,0,0,0
facility,0,0,0,0,0,0,0,1,0,0,0,0
amenity,0,0,0,0,0,0,0,1,0,0,0,0
organization,0,0,0,0,0,0,0,18,0,0,0,0
successor,0,0,0,0,0,0,0,6,0,0,0,0
joint,3,0,0,0,0,0,0,0,0,0,0,0
venture,0,0,0,0,0,0,0,1,0,0,0,0
vast,2,0,0,0,0,0,0,0,0,0,0,0
majority,0,0,0,0,0,0,0,32,0,0,0,0
increasingly,0,0,13,0,0,0,0,0,0,0,0,0
museum,0,0,0,0,0,0,0,2,0,0,0,0
bar,0,0,0,0,0,0,0,3,0,0,0,0
storehouse,0,0,0,0,0,0,0,1,0,0,0,0
fermentation,0,0,0,0,0,0,0,1,0,0,0,0
affiliate,0,0,0,0,0,0,0,0,0,0,1,0
unionization,0,0,0,0,0,0,0,1,0,0,0,0
encompass,0,0,0,0,0,0,0,0,0,0,1,0
roughly,0,0,5,0,0,0,0,0,0,0,0,0
workforce,0,0,0,0,0,0,0,1,0,0,0,0
employer,0,0,0,0,0,0,0,3,0,0,0,0
organize,0,0,0,0,0,0,0,0,0,0,11,0
negotiate,0,0,0,0,0,0,0,0,0,0,3,0
wage,0,0,0,0,0,0,0,2,0,0,0,0
normally,0,0,4,0,0,0,0,0,0,0,0,0
subject,3,0,0,0,0,0,0,1,0,0,1,0
free,10,0,0,0,0,0,0,0,0,0,0,0
collective,1,0,0,0,0,0,0,0,0,0,0,0
bargaining,0,0,0,0,0,0,0,1,0,0,0,0
dispute,0,0,0,0,0,0,0,3,0,0,0,0
agree,0,0,0,0,0,0,0,0,0,0,5,0
recovery,0,0,0,0,0,0,0,2,0,0,0,0
