word,ADJ,ADP,ADV,NOUN,NUM,PUNCT,SCONJ,VERB,X
datum,0,0,0,1,0,0,0,0,0
publication,0,0,0,1,0,0,0,0,0
taxonomist,0,0,0,1,0,0,0,0,0
organize,0,0,0,0,0,0,0,1,0
logical,1,0,0,0,0,0,0,0,0
manner,0,0,0,1,0,0,0,0,0
binomial,2,0,0,0,0,0,0,0,0
nomenclature,0,0,0,1,0,0,0,0,0
appeal,0,0,0,0,0,0,0,1,0
persist,0,0,0,0,0,0,0,1,0
rapidly,0,0,1,0,0,0,0,0,0
british,2,0,0,0,0,0,0,0,0
naturalist,0,0,0,3,0,0,0,0,0
archipelago,0,0,0,1,0,0,0,0,0
coast,0,0,0,1,0,0,0,0,0
simultaneously,0,0,1,0,0,0,0,0,0
peer,0,0,0,1,0,0,0,0,0
receive,0,0,0,0,0,0,0,1,0
wide,1,0,0,0,0,0,0,0,0
attention,0,0,0,1,0,0,0,0,0
geographic,1,0,0,0,0,0,0,0,0
distribution,0,0,0,1,0,0,0,0,0
wildlife,0,0,0,1,0,0,0,0,0
journey,0,0,0,3,0,0,0,0,0
revolutionize,0,0,0,0,0,0,0,1,0
thinking,0,0,0,1,0,0,0,0,0
speciation,0,0,0,1,0,0,0,0,0
sound,1,0,0,0,0,0,0,0,0
reasoning,0,0,0,2,0,0,0,0,0
wealth,0,0,0,1,0,0,0,0,0
variability,0,0,0,2,0,0,0,0,0
mechanism,0,0,0,3,0,0,0,0,0
inheritance,0,0,0,2,0,0,0,0,0
beak,0,0,0,1,0,0,0,0,0
parent,0,0,0,2,0,0,0,0,0
variation,0,0,0,2,0,0,0,0,0
gradual,1,0,0,0,0,0,0,0,0
provoke,0,0,0,0,0,0,0,1,0
tremendous,1,0,0,0,0,0,0,0,0
controversy,0,0,0,1,0,0,0,0,0
generally,0,0,1,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,1,0
austrian,2,0,0,0,0,0,0,0,0
monk,0,0,0,2,0,0,0,0,0
breeding,0,0,0,1,0,0,0,0,0
garden,0,0,0,5,0,0,0,0,0
pea,0,0,0,3,0,0,0,0,0
reveal,0,0,0,0,0,0,0,1,0
mathematically,0,0,1,0,0,0,0,0,0
predictable,1,0,0,0,0,0,0,0,0
fashion,0,0,0,1,0,0,0,0,0
significance,0,0,0,1,0,0,0,0,0
obscure,2,0,0,0,0,0,0,0,0
rediscovery,0,0,0,1,0,0,0,0,0
spur,0,0,0,0,0,0,0,2,0
strengthen,0,0,0,0,0,0,0,1,0
formulate,0,0,0,0,0,0,0,1,0
segregation,0,0,0,1,0,0,0,0,0
independent,2,0,0,0,0,0,0,0,0
assortment,0,0,0,1,0,0,0,0,0
independently,0,0,1,0,0,0,0,0,0
predominantly,0,0,1,0,0,0,0,0,0
descriptive,1,0,0,0,0,0,0,0,0
keenly,0,0,1,0,0,0,0,0,0
found,0,0,0,0,0,0,0,1,0
experimentation,0,0,0,1,0,0,0,0,0
deductive,1,0,0,0,0,0,0,0,0
antibiotic,0,0,0,1,0,0,0,0,0
treat,0,0,0,0,0,0,0,2,0
infectious,2,0,0,0,0,0,0,0,0
insulin,0,0,0,2,0,0,0,0,0
past,1,0,0,0,0,0,0,0,0
mellitus,0,0,0,1,0,0,0,0,0
injection,0,0,0,1,0,0,0,0,0
pancreas,0,0,0,1,0,0,0,0,0
correct,0,0,0,0,0,0,0,1,0
turning,0,0,0,1,0,0,0,0,0
point,0,0,0,1,0,0,0,0,0
subsequent,1,0,0,0,0,0,0,0,0
unraveling,0,0,0,1,0,0,0,0,0
unprecedented,1,0,0,0,0,0,0,0,0
manipulate,0,0,0,0,0,0,0,1,0
usher,0,0,0,0,0,0,0,1,0
age,0,0,0,1,0,0,0,0,0
biotechnology,0,0,0,2,0,0,0,0,0
practical,1,0,0,0,0,0,0,0,0
industry,0,0,0,1,0,0,0,0,0
enable,0,0,0,0,0,0,0,1,0
decipher,0,0,0,0,0,0,0,1,0
genome,0,0,0,1,0,0,0,0,0
sequencing,0,0,0,1,0,0,0,0,0
expensive,1,0,0,0,0,0,0,0,0
expression,0,0,0,1,0,0,0,0,0
negative,1,0,0,0,0,0,0,0,0
urbanization,0,0,0,1,0,0,0,0,0
industrialization,0,0,0,1,0,0,0,0,0
threaten,0,0,0,0,0,0,0,1,0
emergence,0,0,0,1,0,0,0,0,0
endanger,0,0,0,0,0,0,0,1,0
public,1,0,0,0,0,0,0,0,0
hazard,0,0,0,1,0,0,0,0,0
monitor,0,0,0,0,0,0,0,1,0
universally,0,0,1,0,0,0,0,0,0
assign,0,0,0,0,0,0,0,1,0
latin,1,0,0,0,0,0,0,0,0
prefer,0,0,0,0,0,0,0,1,0
latinized,1,0,0,0,0,0,0,0,0
father,0,0,0,2,0,0,0,0,0
curate,0,0,0,1,0,0,0,0,0
boy,0,0,0,2,0,0,0,0,0
footstep,0,0,0,1,0,0,0,0,0
nickname,0,0,0,0,0,0,0,1,0
village,0,0,0,1,0,0,0,0,0
unusual,1,0,0,0,0,0,0,0,0
gift,0,0,0,1,0,0,0,0,0
encourage,0,0,0,0,0,0,0,1,0
care,0,0,0,0,0,0,0,1,0
talent,0,0,0,1,0,0,0,0,0
win,0,0,0,0,0,0,0,1,0
appointment,0,0,0,1,0,0,0,0,0
lecturer,0,0,0,1,0,0,0,0,0
send,0,0,0,0,0,0,0,1,0
kilometer,0,0,0,1,0,0,0,0,0
botanical,2,0,0,0,0,0,0,0,0
survey,0,0,0,1,0,0,0,0,0
future,1,0,0,0,0,0,0,0,0
wife,0,0,0,1,0,0,0,0,0
fund,0,0,0,1,0,0,0,0,0
doctor,0,0,0,1,0,0,0,0,0
university,0,0,0,1,0,0,0,0,0
attendant,0,0,0,1,0,0,0,0,0
banker,0,0,0,1,0,0,0,0,0
director,0,0,0,1,0,0,0,0,0
edition,0,0,0,1,0,0,0,0,0
famous,2,0,0,0,0,0,0,0,0
return,0,0,0,0,0,0,0,1,0
appoint,0,0,0,0,0,0,0,1,0
chair,0,0,0,1,0,0,0,0,0
spend,0,0,0,0,0,0,0,1,0
active,1,0,0,0,0,0,0,0,0
country,0,0,0,1,0,0,0,0,0
search,0,0,0,0,0,0,0,1,0
specimen,0,0,0,1,0,0,0,0,0
artificial,1,0,0,0,0,0,0,0,0
regard,0,0,0,0,0,0,0,1,0
convenience,0,0,0,1,0,0,0,0,0
replace,0,0,0,0,0,0,0,1,0
supply,0,0,0,0,0,0,0,1,0
outline,0,0,0,1,0,0,0,0,0
retain,0,0,0,0,0,0,0,1,0
reach,0,0,0,0,0,0,0,1,0
library,0,0,0,1,0,0,0,0,0
monastery,0,0,0,3,0,0,0,0,0
priest,0,0,0,1,0,0,0,0,0
teach,0,0,0,0,0,0,0,1,0
nearby,1,0,0,0,0,0,0,0,0
school,0,0,0,1,0,0,0,0,0
elect,0,0,0,0,0,0,0,1,0
abbot,0,0,0,1,0,0,0,0,0
blossom,0,0,0,1,0,0,0,0,0
color,0,0,0,1,0,0,0,0,0
occurrence,0,0,0,1,0,0,0,0,0
pair,0,0,0,0,0,0,0,1,0
elementary,1,0,0,0,0,0,0,0,0
entitle,0,0,0,0,0,0,0,1,0
administrative,1,0,0,0,0,0,0,0,0
duty,0,0,0,1,0,0,0,0,0
busy,1,0,0,0,0,0,0,0,0
obscurity,0,0,0,1,0,0,0,0,0
confirm,0,0,0,0,0,0,0,1,0
conclusion,0,0,0,1,0,0,0,0,0
breakthrough,1,0,0,0,0,0,0,0,0
debunk,0,0,0,0,0,0,0,1,0
tenth,0,0,0,1,0,0,0,0,0
accumulate,0,0,0,0,0,0,0,1,0
web,0,0,0,1,0,0,0,0,0
