word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,VERB,X
interior,0,0,0,0,0,3,0,0,0
look,0,0,0,0,0,0,0,1,0
burn,0,0,0,0,0,0,0,3,0
sphere,0,0,0,0,0,1,0,0,0
type,0,0,0,0,0,6,0,0,0
chemical,3,0,0,0,0,1,0,0,0
burning,0,0,0,0,0,3,0,0,0
occur,0,0,0,0,0,0,0,1,0
run,0,0,0,0,0,0,0,1,0
long,2,0,1,0,0,0,0,0,0
ago,0,0,1,0,0,0,0,0,0
instead,0,0,1,0,0,0,0,0,0
vast,3,0,0,0,0,0,0,0,0
matter,0,0,0,0,0,3,0,0,0
billion,0,0,0,0,0,2,1,0,0
year,0,0,0,0,0,4,0,0,0
atomic,4,0,0,0,0,0,0,0,0
astronomer,0,0,0,0,0,1,0,0,0
believe,0,0,0,0,0,0,0,1,0
nearly,0,0,4,0,0,0,0,0,0
halfway,0,0,1,0,0,0,0,0,0
lifetime,0,0,0,0,0,1,0,0,0
yellow,1,0,0,0,0,0,0,0,0
dwarf,0,0,0,0,0,1,0,0,0
kind,0,0,0,0,0,4,0,0,0
common,3,0,0,0,0,0,0,0,0
diameter,0,0,0,0,0,2,0,0,0
mile,0,0,0,0,0,2,0,0,0
kilometer,0,0,0,0,0,1,0,0,0
time,0,0,0,0,0,5,0,0,0
structure,0,0,0,0,0,7,0,0,0
production,0,0,0,0,0,1,0,0,0
divide,0,0,0,0,0,0,0,1,0
different,6,0,0,0,0,0,0,0,0
layer,0,0,0,0,0,24,0,0,0
dense,3,0,0,0,0,0,0,0,0
central,3,0,0,0,0,0,0,0,0
core,0,0,0,0,0,6,0,0,0
travel,0,0,0,0,0,0,0,4,0
outward,0,0,2,0,0,0,0,0,0
rest,0,0,0,0,0,1,0,0,0
visible,11,0,0,0,0,0,0,0,0
photosphere,0,0,0,0,0,1,0,0,0
emit,0,0,0,0,0,0,0,3,0
innermost,1,0,0,0,0,0,0,0,0
thin,5,0,0,0,0,0,0,0,0
middle,1,0,0,0,0,0,0,0,0
chromosphere,0,0,0,0,0,1,0,0,0
outer,2,0,0,0,0,0,0,0,0
corona,0,0,0,0,0,2,0,0,0
rise,0,0,0,0,0,1,0,1,0
charge,0,0,0,0,0,3,0,2,0
particle,0,0,0,0,0,2,0,0,0
wind,0,0,0,0,0,2,0,0,0
stretch,0,0,0,0,0,0,0,1,0
planet,0,0,0,0,0,2,0,0,0
exist,0,0,0,0,0,0,0,1,0
solid,3,0,0,0,0,3,0,0,0
liquid,0,0,0,0,0,3,0,0,0
consist,0,0,0,0,0,0,0,6,0
plasma,0,0,0,0,0,2,0,0,0
state,0,0,0,0,0,3,0,0,0
electron,0,0,0,0,0,6,0,0,0
away,0,1,1,0,0,0,0,0,0
nucleus,0,0,0,0,0,9,0,0,0
extremely,0,0,2,0,0,0,0,0,0
mass,0,0,0,0,0,4,0,0,0
kelvin,0,0,0,0,0,1,0,0,0
think,0,0,0,0,0,0,0,2,0
pressure,0,0,0,0,0,2,0,0,0
normally,0,0,1,0,0,0,0,0,0
proton,0,0,0,0,0,1,0,0,0
repel,0,0,0,0,0,0,0,1,0
electrical,17,0,0,0,0,0,0,0,0
great,1,0,0,0,0,0,0,0,0
density,0,0,0,0,0,1,0,0,0
collide,0,0,0,0,0,0,0,1,0
fuse,0,0,0,0,0,0,0,1,0
new,2,0,0,0,0,0,0,0,0
heavy,1,0,0,0,0,0,0,0,0
basic,2,0,0,0,0,0,0,0,0
process,0,0,0,0,0,5,0,0,0
involve,0,0,0,0,0,0,0,2,0
series,0,0,0,0,0,2,0,0,0
ultimately,0,0,2,0,0,0,0,0,0
change,0,0,0,0,0,0,0,2,0
second,1,0,0,0,0,1,0,0,1
million,0,0,0,0,0,0,8,0,0
ton,0,0,0,0,0,8,0,0,0
metric,4,0,0,0,0,0,0,0,0
escape,0,0,0,0,0,0,0,1,0
space,0,0,0,0,0,12,0,0,0
massless,1,0,0,0,0,0,0,0,0
electrically,0,0,1,0,0,0,0,0,0
neutral,1,0,0,0,0,0,0,0,0
neutrino,0,0,0,0,0,1,0,0,0
gamma,0,0,0,0,0,3,0,0,0
ray,0,0,0,0,0,7,0,0,0
photon,0,0,0,0,0,2,0,0,0
zone,0,0,0,0,0,1,0,0,0
carry,0,0,0,0,0,0,0,4,0
mainly,0,0,1,0,0,0,0,0,0
wavelength,0,0,0,0,0,8,0,0,0
radio,0,0,0,0,0,4,0,0,0
wave,0,0,0,0,0,4,0,0,0
infrared,5,0,0,0,0,0,0,0,0
ultraviolet,0,0,0,0,0,4,0,0,0
electromagnetic,7,0,0,0,0,0,0,0,0
short,2,0,0,0,0,0,0,0,0
ordinarily,0,0,1,0,0,0,0,0,0
break,0,0,0,0,0,0,0,1,0
major,3,0,0,0,0,0,0,0,0
component,0,0,0,0,0,2,0,0,0
micrometer,0,0,0,0,0,3,0,0,0
portion,0,0,0,0,0,2,0,0,0
constitute,0,0,0,0,0,0,0,3,0
proportion,0,0,0,0,0,1,0,0,0
vitamin,0,0,0,0,0,1,0,0,0
activation,0,0,0,0,0,1,0,0,0
ergosterol,0,0,0,0,0,1,0,0,0
unfortunately,0,0,1,0,0,0,0,0,0
polluted,1,0,0,0,0,0,0,0,0
city,0,0,0,0,0,1,0,0,0
rob,0,0,0,0,0,0,0,1,0
significant,1,0,0,0,0,0,0,0,0
chief,1,0,0,0,0,0,0,0,0
merit,0,0,0,0,0,1,0,0,0
quality,0,0,0,0,0,1,0,0,0
close,1,0,1,0,0,0,0,0,0
spectrum,0,0,0,0,0,1,0,0,0
prominent,1,0,0,0,0,0,0,0,0
absorption,0,0,0,0,0,1,0,0,0
line,0,0,0,0,0,2,0,0,0
represent,0,0,0,0,0,0,0,1,0
particular,2,0,0,0,0,0,0,0,0
element,0,0,0,0,0,2,0,0,0
movement,0,0,0,0,0,2,0,0,0
refer,0,0,0,0,0,0,0,2,0
radiant,4,0,0,0,0,0,0,0,0
vacuum,0,0,0,0,0,1,0,0,0
easily,0,0,1,0,0,0,0,0,0
pass,0,0,0,0,0,0,0,2,0
material,0,0,0,0,0,12,0,0,0
naked,1,0,0,0,0,0,0,0,0
eye,0,0,0,0,0,1,0,0,0
microwave,0,0,0,0,0,3,0,0,0
accelerate,0,0,0,0,0,0,0,1,0
electric,20,0,0,0,0,0,0,0,0
magnetic,1,0,0,0,0,0,0,0,0
field,0,0,0,0,0,4,0,0,0
increase,0,0,0,0,0,1,0,5,0
decrease,0,0,0,0,0,0,0,1,0
method,0,0,0,0,0,1,0,0,0
collection,0,0,0,0,0,4,0,0,0
main,2,0,0,0,0,0,0,0,0
thermal,4,0,0,0,0,0,0,0,0
rely,0,0,0,0,0,0,0,2,0
effect,0,0,0,0,0,6,0,0,0
dissimilar,2,0,0,0,0,0,0,0,0
contact,0,0,0,0,0,8,0,0,0
voltage,0,0,0,0,0,7,0,0,0
strike,0,0,0,0,0,0,0,2,0
high,9,0,0,0,0,0,0,0,0
wide,1,0,0,0,0,0,0,0,0
blacken,0,0,0,0,0,0,0,3,0
receiver,0,0,0,0,0,1,0,0,0
considerably,0,0,2,0,0,0,0,0,0
order,0,0,0,0,0,4,0,0,0
array,0,0,0,0,0,11,0,0,0
carefully,0,0,1,0,0,0,0,0,0
align,0,0,0,0,0,0,0,1,0
lense,0,0,0,0,0,2,0,0,0
furnace,0,0,0,0,0,2,0,0,0
target,0,0,0,0,0,1,0,0,0
study,0,0,0,0,0,1,0,1,0
property,0,0,0,0,0,1,0,0,0
operate,0,0,0,0,0,0,0,2,0
boiler,0,0,0,0,0,1,0,0,0
generate,0,0,0,0,0,0,0,8,0
steam,0,0,0,0,0,3,0,0,0
turbine,0,0,0,0,0,1,0,0,0
generator,0,0,0,0,0,2,0,0,0
power,0,0,0,0,0,33,0,0,0
tool,0,0,0,0,0,1,0,0,0
research,0,0,0,0,0,1,0,0,0
movable,1,0,0,0,0,0,0,0,0
arrange,0,0,0,0,0,0,0,2,0
circulate,0,0,0,0,0,0,0,1,0
parabolic,2,0,0,0,0,0,0,0,0
trough,0,0,0,0,0,1,0,0,0
dark,1,0,0,0,0,1,0,0,0
transfer,0,0,0,0,0,0,0,5,0
carrier,0,0,0,0,0,8,0,0,0
fluid,0,0,0,0,0,11,0,0,0
past,0,2,0,0,0,0,0,0,0
home,0,0,0,0,0,3,0,0,0
typically,0,0,4,0,0,0,0,0,0
range,0,0,0,0,0,1,0,1,0
efficiency,0,0,0,0,0,6,0,0,0
man,0,0,0,0,0,1,0,0,0
instal,0,0,0,0,0,0,0,3,0
house,0,0,0,0,0,2,0,0,0
employ,0,0,0,0,0,0,0,2,0
active,2,0,0,0,0,0,0,0,0
oppose,0,0,0,0,0,0,0,1,0
passive,2,0,0,0,0,0,0,0,0
architectural,2,0,0,0,0,0,0,0,0
mechanical,1,0,0,0,0,0,0,0,0
mean,0,0,0,0,0,2,0,0,0
store,0,0,0,0,0,0,0,9,0
distribute,0,0,0,0,0,0,0,1,0
fall,0,0,0,0,0,0,0,5,0
pump,0,0,0,0,0,0,0,5,0
conversion,0,0,0,0,0,5,0,0,0
storage,0,0,0,0,0,16,0,0,0
distribution,0,0,0,0,0,3,0,0,0
base,0,0,0,0,0,0,0,4,0
commonly,0,0,3,0,0,0,0,0,0
glycol,0,0,0,0,0,1,0,0,0
tube,0,0,0,0,0,3,0,0,0
insulate,0,0,0,0,0,0,0,4,0
allow,0,0,0,0,0,0,0,2,0
trap,0,0,0,0,0,0,0,3,0
alternatively,0,0,1,0,0,0,0,0,0
evacuate,0,0,0,0,0,0,0,1,0
volume,0,0,0,0,0,2,0,0,0
reflect,0,0,0,0,0,0,0,1,0
pick,0,0,0,0,0,0,0,1,0
tank,0,0,0,0,0,4,0,0,0
immediately,0,0,1,0,0,0,0,0,0
later,1,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,1,0
warm,0,0,0,0,0,0,0,2,0
floor,0,0,0,0,0,1,0,0,0
ceiling,0,0,0,0,0,1,0,0,0
period,0,0,0,0,0,1,0,0,0
night,0,0,0,0,0,3,0,0,0
cloudy,1,0,0,0,0,0,0,0,0
contain,0,0,0,0,0,0,0,2,0
antifreeze,0,0,0,0,0,1,0,0,0
freeze,0,0,0,0,0,0,0,2,0
cold,1,0,0,0,0,0,0,0,0
weather,0,0,0,0,0,3,0,0,0
exchanger,0,0,0,0,0,1,0,0,0
domestic,1,0,0,0,0,0,0,0,0
purpose,0,0,0,0,0,1,0,0,0
residential,3,0,0,0,0,0,0,0,0
farm,0,0,0,0,0,5,0,0,0
know,0,0,0,0,0,0,0,3,0
station,0,0,0,0,0,7,0,0,0
panel,0,0,0,0,0,23,0,0,0
utility,0,0,0,0,0,7,0,0,0
complex,1,0,0,0,0,0,0,0,0
supplementary,1,0,0,0,0,0,0,0,0
add,0,0,0,0,0,0,0,3,0
rock,0,0,0,0,0,3,0,0,0
bed,0,0,0,0,0,3,0,0,0
assembly,0,0,0,0,0,3,0,0,0
pebble,0,0,0,0,0,1,0,0,0
room,0,0,0,0,0,3,0,0,0
junction,0,0,0,0,0,9,0,0,0
semiconductor,0,0,0,0,0,10,0,0,0
silicon,0,0,0,0,0,7,0,0,0
watt,0,0,0,0,0,2,0,0,0
connect,0,0,0,0,0,0,0,5,0
individual,4,0,0,0,0,1,0,0,0
hundred,0,0,0,0,0,1,0,0,0
thousand,0,0,0,0,0,2,0,0,0
kilowatt,0,0,0,0,0,1,0,0,0
complete,1,0,0,0,0,0,0,1,0
accommodate,0,0,0,0,0,0,0,1,0
load,0,0,0,0,0,6,0,0,0
external,3,0,0,0,0,0,0,0,0
circuit,0,0,0,0,0,4,0,0,0
battery,0,0,0,0,0,9,0,0,0
broadly,0,0,1,0,0,0,0,0,0
classifiable,1,0,0,0,0,0,0,0,0
stand,0,0,0,0,0,0,0,3,0
grid,0,0,0,0,0,12,0,0,0
bank,0,0,0,0,0,2,0,0,0
wire,0,0,0,0,0,0,0,2,0
application,0,0,0,0,0,2,0,0,0
essential,1,0,0,0,0,0,0,0,0
compensate,0,0,0,0,0,0,0,1,0
absence,0,0,0,0,0,2,0,0,0
output,0,0,0,0,0,3,0,0,0
condition,0,0,0,0,0,1,0,0,0
overall,1,0,0,0,0,0,0,0,0
cost,0,0,0,0,0,8,0,0,0
direct,3,0,0,0,0,0,0,0,0
fix,0,0,0,0,0,0,0,3,0
determine,0,0,0,0,0,0,0,1,0
specification,0,0,0,0,0,1,0,0,0
differ,0,0,0,0,0,0,0,1,0
converter,0,0,0,0,0,1,0,0,0
demand,0,0,0,0,0,2,0,1,0
inverter,0,0,0,0,0,2,0,0,0
alternate,0,0,0,0,0,0,0,2,0
ideally,0,0,1,0,0,0,0,0,0
suit,0,0,0,0,0,0,0,1,0
remote,1,0,0,0,0,0,0,0,0
installation,0,0,0,0,0,2,0,0,0
link,0,0,0,0,0,0,0,2,0
prohibitively,0,0,1,0,0,0,0,0,0
expensive,3,0,0,0,0,0,0,0,0
example,0,0,0,0,0,3,0,0,0
feedstock,0,0,0,0,0,1,0,0,0
lighthouse,0,0,0,0,0,1,0,0,0
telecommunication,0,0,0,0,0,1,0,0,0
repeater,0,0,0,0,0,1,0,0,0
mountain,0,0,0,0,0,1,0,0,0
lodge,0,0,0,0,0,1,0,0,0
integrate,0,0,0,0,0,0,0,1,0
public,1,0,0,0,0,0,0,0,0
way,0,0,0,0,0,3,0,0,0
supplement,0,0,0,0,0,0,0,1,0
midday,0,0,0,0,0,1,0,0,0
peak,0,0,0,0,0,1,0,0,0
usage,0,0,0,0,0,1,0,0,0
bidirectional,1,0,0,0,0,0,0,0,0
company,0,0,0,0,0,1,0,0,0
feed,0,0,0,0,0,0,0,2,0
advantage,0,0,0,0,0,1,0,0,0
corresponding,1,0,0,0,0,0,0,0,0
reduction,0,0,0,0,0,1,0,0,0
capital,0,0,0,0,0,1,0,0,0
maintenance,0,0,0,0,0,3,0,0,0
offset,0,0,0,0,0,0,0,1,0
complexity,0,0,0,0,0,1,0,0,0
additional,2,0,0,0,0,0,0,0,0
protective,1,0,0,0,0,0,0,0,0
gear,0,0,0,0,0,1,0,0,0
interface,0,0,0,0,0,0,0,1,0
additionally,0,0,1,0,0,0,0,0,0
rate,0,0,0,0,0,1,0,0,0
reverse,1,0,0,0,0,0,0,1,0
metering,0,0,0,0,0,1,0,0,0
industrial,2,0,0,0,0,0,0,0,0
diagram,0,0,0,0,0,2,0,0,0
show,0,0,0,0,0,0,0,2,0
motion,0,0,0,0,0,3,0,0,0
periodically,0,0,1,0,0,0,0,0,0
simple,1,0,0,0,0,0,0,0,0
deployment,0,0,0,0,0,3,0,0,0
tilt,0,0,0,0,0,1,0,1,0
support,0,0,0,0,0,1,0,0,0
frame,0,0,0,0,0,2,0,1,0
rack,0,0,0,0,0,1,0,0,0
mount,0,0,0,0,0,2,0,0,0
maximum,1,0,0,0,0,1,0,0,0
face,0,0,0,0,0,1,0,2,0
south,0,0,0,0,0,2,0,0,0
north,0,0,0,0,0,1,0,0,0
angle,0,0,0,0,0,1,0,0,0
horizontal,1,0,0,0,0,0,0,0,0
local,2,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,2,0,0,0
summer,0,0,0,0,0,1,0,0,0
winter,0,0,0,0,0,1,0,0,0
complicated,1,0,0,0,0,0,0,0,0
motor,0,0,0,0,0,1,0,0,0
drive,0,0,0,0,0,0,0,1,0
tracking,0,0,0,0,0,1,0,0,0
continually,0,0,1,0,0,0,0,0,0
reorient,0,0,0,0,0,0,0,1,0
follow,0,0,0,0,0,0,0,1,0
daily,1,0,0,0,0,0,0,0,0
seasonal,1,0,0,0,0,0,0,0,0
justify,0,0,0,0,0,0,0,1,0
scale,0,0,0,0,0,2,0,0,0
generation,0,0,0,0,0,1,0,0,0
concentrator,0,0,0,0,0,1,0,0,0
intensify,0,0,0,0,0,0,0,1,0
hundredfold,0,0,1,0,0,0,0,0,0
aspect,0,0,0,0,0,1,0,0,0
variable,1,0,0,0,0,0,0,0,0
necessarily,0,0,1,0,0,0,0,0,0
match,0,0,0,0,0,0,0,1,0
consequently,0,0,1,0,0,0,0,0,0
save,0,0,0,0,0,0,0,1,0
medium,0,0,0,0,0,1,0,0,0
site,0,0,0,0,0,1,0,0,0
utilize,0,0,0,0,0,0,0,3,0
maximize,0,0,0,0,0,0,0,1,0
lighting,0,0,0,0,0,2,0,0,0
lower,0,0,0,0,0,0,0,1,0
eliminate,0,0,0,0,0,0,0,1,0
window,0,0,0,0,0,1,0,0,0
effectively,0,0,2,0,0,0,0,0,0
reliance,0,0,0,0,0,1,0,0,0
oil,0,0,0,0,0,2,0,0,0
enter,0,0,0,0,0,0,0,3,0
expose,0,0,0,0,0,0,0,1,0
convection,0,0,0,0,0,1,0,0,0
finish,0,0,0,0,0,1,0,0,0
brick,0,0,0,0,0,1,0,0,0
tile,0,0,0,0,0,2,0,0,0
incorporate,0,0,0,0,0,0,0,1,0
reradiate,0,0,0,0,0,0,0,2,0
overwhelming,1,0,0,0,0,0,0,0,0
majority,0,0,0,0,0,2,0,0,0
grouping,0,0,0,0,0,1,0,0,0
compose,0,0,0,0,0,0,0,2,0
function,0,0,0,0,0,0,0,2,0
commercial,1,0,0,0,0,0,0,0,0
user,0,0,0,0,0,1,0,0,0
configuration,0,0,0,0,0,1,0,0,0
simply,0,0,2,0,0,0,0,0,0
homeowner,0,0,0,0,0,1,0,0,0
rooftop,0,0,0,0,0,1,0,0,0
replace,0,0,0,0,0,0,0,2,0
augment,0,0,0,0,0,0,0,1,0
conventional,1,0,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,2,0
require,0,0,0,0,0,0,0,4,0
replenishment,0,0,0,0,0,1,0,0,0
communication,0,0,0,0,0,1,0,0,0
satellite,1,0,0,0,0,3,0,0,0
insufficient,1,0,0,0,0,0,0,0,0
probe,0,0,0,0,0,1,0,0,0
send,0,0,0,0,0,0,0,1,0
interstellar,1,0,0,0,0,0,0,0,0
diffusion,0,0,0,0,0,1,0,0,0
consumer,0,0,0,0,0,1,0,0,0
product,0,0,0,0,0,3,0,0,0
electronic,2,0,0,0,0,0,0,0,0
toy,0,0,0,0,0,1,0,0,0
handheld,1,0,0,0,0,0,0,0,0
portable,1,0,0,0,0,0,0,0,0
artificial,2,0,0,0,0,0,0,0,0
incandescent,1,0,0,0,0,0,0,0,0
fluorescent,1,0,0,0,0,0,0,0,0
lamp,0,0,0,0,0,1,0,0,0
operation,0,0,0,0,0,1,0,0,0
optical,1,0,0,0,0,0,0,0,0
coating,0,0,0,0,0,2,0,0,0
antireflection,0,0,0,0,0,3,0,0,0
minimize,0,0,0,0,0,0,0,2,0
loss,0,0,0,0,0,1,0,0,0
reflection,0,0,0,0,0,1,0,0,0
promote,0,0,0,0,0,0,0,1,0
transmission,0,0,0,0,0,1,0,0,0
oxide,0,0,0,0,0,1,0,0,0
tantalum,0,0,0,0,0,1,0,0,0
titanium,0,0,0,0,0,1,0,0,0
absorber,0,0,0,0,0,6,0,0,0
generally,0,0,2,0,0,0,0,0,0
present,2,0,0,0,0,0,0,0,0
pattern,0,0,0,0,0,1,0,0,0
good,3,0,0,0,0,0,0,0,0
conductor,0,0,0,0,0,3,0,0,0
block,0,0,0,0,0,1,0,0,0
widely,0,0,1,0,0,0,0,0,0
spaced,1,0,0,0,0,0,0,0,0
impair,0,0,0,0,0,0,0,1,0
restriction,0,0,0,0,0,1,0,0,0
entire,1,0,0,0,0,0,0,0,0
unlike,0,2,0,0,0,0,0,0,0
efficient,3,0,0,0,0,0,0,0,0
strongly,0,0,1,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,1,0
class,0,0,0,0,0,2,0,0,0
substance,0,0,0,0,0,1,0,0,0
excite,0,0,0,0,0,0,0,2,0
bind,0,0,0,0,0,0,0,1,0
specific,1,0,0,0,0,0,0,0,0
atom,0,0,0,0,0,1,0,0,0
excited,1,0,0,0,0,0,0,0,0
free,2,0,0,0,0,0,0,0,0
random,1,0,0,0,0,0,0,0,0
orient,0,0,0,0,0,0,0,1,0
addition,0,0,0,0,0,3,0,0,0
induce,0,0,0,0,0,0,0,2,0
build,0,0,0,0,0,0,0,2,0
collective,1,0,0,0,0,0,0,0,0
useful,1,0,0,0,0,0,0,0,0
work,0,0,0,0,0,1,0,0,0
