word,ADJ,ADP,ADV,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
frontier,0,0,0,0,0,1,0,0,0,0
state,0,0,0,0,0,14,0,0,3,0
cover,0,0,0,0,0,0,0,0,2,0
economy,0,0,0,0,0,3,0,0,0,0
transform,0,0,0,0,0,0,0,0,1,0
largely,0,0,9,0,0,0,0,0,0,0
labour,0,0,0,0,0,2,0,0,0,0
service,0,0,0,0,0,25,0,0,0,0
provide,0,0,0,0,0,0,0,0,14,0
lord,0,0,0,0,0,8,0,0,0,0
serf,0,0,0,0,0,1,0,0,0,0
class,0,0,0,0,0,1,0,0,0,0
money,0,0,0,0,0,3,0,0,0,0
peasant,0,0,0,0,0,1,0,0,0,0
artisan,0,0,0,0,0,1,0,0,0,0
merchant,0,0,0,0,0,15,0,0,0,0
play,0,0,0,0,0,0,0,0,3,0
increase,0,0,0,0,0,1,0,0,5,0
role,0,0,0,0,0,5,0,0,0,0
possible,10,0,0,0,0,0,0,0,0,0
large,9,0,0,0,0,0,0,0,0,0
terrible,4,0,0,0,0,0,0,0,0,0
plague,0,0,0,0,0,2,0,0,1,0
epidemic,0,0,0,0,0,1,0,0,0,0
second,31,0,0,0,0,0,0,0,0,0
deplete,0,0,0,0,0,0,0,0,1,0
population,0,0,0,0,0,6,0,0,0,0
contribute,0,0,0,0,0,0,0,0,5,0
significantly,0,0,1,0,0,0,0,0,0,0
ruin,0,0,0,0,0,3,0,0,1,0
landowner,0,0,0,0,0,1,0,0,0,0
witness,0,0,0,0,0,0,0,0,1,0
cultural,1,0,0,0,0,0,0,0,0,0
intellectual,1,0,0,0,0,0,0,0,0,0
flowering,0,0,0,0,0,1,0,0,0,0
know,0,0,0,0,0,0,0,0,37,0
produce,0,0,0,0,0,0,0,0,5,0
renowned,3,0,0,0,0,0,0,0,0,0
individual,0,0,0,0,0,3,0,0,0,0
innovation,0,0,0,0,0,1,0,0,0,0
print,0,0,0,0,0,0,0,0,4,0
movable,1,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,2,0,0,0,0
greatly,0,0,2,0,0,0,0,0,0,0
facilitate,0,0,0,0,0,0,0,0,2,0
dissemination,0,0,0,0,0,1,0,0,0,0
information,0,0,0,0,0,4,0,0,0,0
inward,0,0,1,0,0,0,0,0,0,0
outward,0,0,1,0,0,0,0,0,0,0
look,0,0,0,0,0,0,0,0,6,0
push,0,0,0,0,0,0,0,0,4,0
boundary,0,0,0,0,0,2,0,0,0,0
draw,0,0,0,0,0,0,0,0,6,0
wonder,0,0,0,0,0,2,0,0,0,0
rich,6,0,0,0,0,7,0,0,0,0
learn,0,0,0,0,0,0,0,0,11,0
traveler,0,0,0,0,0,5,0,0,0,0
access,0,0,0,0,0,3,0,0,0,0
difficult,6,0,0,0,0,0,0,0,0,0
vast,8,0,0,0,0,0,0,0,0,0
stretch,0,0,0,0,0,0,0,0,3,0
diminish,0,0,0,0,0,0,0,0,2,0
european,24,0,0,0,0,0,0,0,0,0
long,12,0,7,0,0,0,0,0,0,0
rely,0,0,0,0,0,0,0,0,3,0
safety,0,0,0,0,0,2,0,0,0,0
route,0,0,0,0,0,40,0,0,0,0
ancient,5,0,0,0,0,0,0,0,0,0
addition,0,0,0,0,0,6,0,0,0,0
hostile,5,0,0,0,0,0,0,0,0,0
christian,13,0,0,0,0,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,7,0
power,0,0,0,0,0,21,0,0,0,0
effectively,0,0,4,0,0,0,0,0,0,0
block,0,0,0,0,0,0,0,0,2,0
outlet,0,0,0,0,0,1,0,0,0,0
traditional,5,0,0,0,0,0,0,0,0,0
sea,0,0,0,0,0,39,0,0,0,0
map,0,0,0,0,0,14,0,0,1,0
appear,0,0,0,0,0,0,0,0,23,0
reference,0,0,0,0,0,2,0,0,0,0
circumstance,0,0,0,0,0,3,0,0,0,0
desire,0,0,0,0,0,5,0,0,2,0
trade,0,0,0,0,0,30,0,0,6,0
adventure,0,0,0,0,0,6,0,0,0,0
incentive,0,0,0,0,0,1,0,0,0,0
seek,0,0,0,0,0,0,0,0,24,0
new,38,0,0,0,0,0,0,0,0,0
overseas,4,0,1,0,0,0,0,0,0,0
voyage,0,0,0,0,0,122,0,0,3,0
originate,0,0,0,0,0,0,0,0,2,0
chinese,10,0,0,0,0,0,0,0,0,0
admiral,0,0,0,0,0,27,0,0,0,0
send,0,0,0,0,0,0,0,0,58,0
seven,0,0,0,0,0,0,12,0,0,0
expedition,0,0,0,0,0,128,0,0,0,0
prove,0,0,0,0,0,0,0,0,16,0
venture,0,0,0,0,0,6,0,0,5,0
mount,0,0,0,0,0,0,0,0,5,0
contrast,0,0,0,0,0,1,0,0,1,0
year,0,0,0,0,0,75,0,0,0,0
seemingly,0,0,3,0,0,0,0,0,0,0
endless,2,0,0,0,0,0,0,0,0,0
stream,0,0,0,0,0,3,0,0,0,0
explorer,0,0,0,0,0,53,0,0,0,0
adventurer,0,0,0,0,0,7,0,0,0,0
strike,0,0,0,0,0,0,0,0,3,0
shore,0,0,0,0,0,10,0,0,0,0
enterprise,0,0,0,0,0,7,0,0,0,0
search,0,0,0,0,0,11,0,0,8,0
southern,24,0,0,0,0,0,0,0,0,0
initiate,0,0,0,0,0,0,0,0,3,0
explore,0,0,0,0,0,0,0,0,39,0
atlantic,5,0,0,0,0,0,0,0,0,0
coast,0,0,0,0,0,112,0,0,3,0
death,0,0,0,0,0,20,0,0,0,0
captain,0,0,0,0,0,27,0,0,1,0
reach,0,0,0,0,0,1,0,0,98,0
far,1,0,34,0,0,0,0,0,0,0
south,4,0,17,0,0,13,0,0,0,0
continue,0,0,0,0,0,0,0,0,21,0
east,6,0,8,0,0,7,0,0,0,0
round,0,1,0,0,0,0,0,0,9,0
existence,0,0,0,0,0,3,0,0,0,0
open,3,0,0,0,0,0,0,0,6,0
passage,0,0,0,0,0,13,0,0,0,0
indian,36,0,0,0,0,0,0,0,0,0
ocean,0,0,0,0,0,4,0,0,0,0
end,0,0,0,0,0,24,0,0,3,0
lead,0,0,0,0,0,1,0,0,60,0
west,14,0,11,0,0,10,0,0,0,0
final,8,0,0,0,0,0,0,0,0,0
western,22,0,0,0,0,0,0,0,0,0
link,0,0,0,0,0,1,0,0,1,0
portuguese,91,0,0,0,0,0,0,0,0,0
fleet,0,0,0,0,0,65,0,0,0,0
set,0,0,0,0,0,1,0,0,36,0
command,0,0,0,0,0,21,0,0,15,0
advise,0,0,0,0,0,0,0,0,4,0
sail,0,0,0,0,0,7,0,0,100,0
southwestward,0,0,3,0,0,0,0,0,0,0
avoid,0,0,0,0,0,0,0,0,4,0
calm,2,0,0,0,0,0,0,0,0,0
water,0,0,0,0,0,8,0,0,0,0
initial,1,0,0,0,0,0,0,0,0,0
enthusiasm,0,0,0,0,0,2,0,0,0,0
discovery,0,0,0,0,0,37,0,0,0,0
soon,0,0,23,0,0,0,0,0,0,0
wane,0,0,0,0,0,0,0,0,1,0
eastward,2,0,3,0,0,0,0,0,0,0
trading,0,0,0,0,0,15,0,0,0,0
entrepôt,0,0,0,0,0,1,0,0,0,0
quickly,0,0,3,0,0,0,0,0,0,0
establish,0,0,0,0,0,0,0,0,30,0
african,14,0,0,0,0,0,0,0,0,0
strategic,1,0,0,0,0,0,0,0,0,0
entrance,0,0,0,0,0,3,0,0,0,0
location,0,0,0,0,0,3,0,0,0,0
subcontinent,0,0,0,0,0,2,0,0,0,0
control,0,0,0,0,0,8,0,0,5,0
island,0,0,0,0,0,38,0,0,0,0
part,0,0,0,0,0,5,0,0,1,0
outpost,0,0,0,0,0,1,0,0,0,0
genoese,5,0,0,0,0,0,0,0,0,0
navigator,0,0,0,0,0,38,0,0,0,0
try,0,0,0,0,0,0,0,0,6,0
convince,0,0,0,0,0,0,0,0,9,0
king,0,0,0,0,0,40,0,0,0,0
queen,0,0,0,0,0,5,0,0,0,0
travel,0,0,0,0,0,11,0,0,10,0
audacious,1,0,0,0,0,0,0,0,0,0
notion,0,0,0,0,0,3,0,0,0,0
believe,0,0,0,0,0,0,0,0,16,0
royal,19,0,0,0,0,0,0,0,0,0
backing,0,0,0,0,0,1,0,0,0,0
forth,0,1,2,0,0,0,0,0,0,0
ship,0,0,0,0,0,105,0,0,2,0
party,0,0,0,0,0,7,0,0,0,0
landfall,0,0,0,0,0,8,0,0,0,0
month,0,0,0,0,0,16,0,0,0,0
later,8,0,52,0,0,0,0,0,0,0
fact,0,0,0,0,0,7,0,0,0,0
encounter,0,0,0,0,0,2,0,0,9,0
archipelago,0,0,0,0,0,2,0,0,0,0
region,0,0,0,0,0,30,0,0,0,0
subsequent,6,0,0,0,0,0,0,0,0,0
clear,4,0,0,0,0,0,0,0,0,0
entirely,0,0,2,0,0,0,0,0,0,0
activity,0,0,0,0,0,3,0,0,0,0
bear,0,0,0,0,0,0,0,0,27,0
northeastern,5,0,0,0,0,0,0,0,0,0
friend,0,0,0,0,0,10,0,0,0,0
take,0,0,0,0,0,0,0,0,49,0
extensive,6,0,0,0,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,19,0
return,0,0,0,0,0,30,0,0,65,0
scholar,0,0,0,0,0,8,0,0,0,0
convinced,2,0,0,0,0,0,0,0,0,0
westward,3,0,14,0,0,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,50,0
come,0,0,0,0,0,0,0,0,17,0
call,0,0,0,0,0,0,0,0,25,0
name,0,0,0,0,0,1,0,0,28,0
intrepid,3,0,0,0,0,0,0,0,0,0
nonetheless,0,0,4,0,0,0,0,0,0,0
widely,0,0,4,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,10,0
vestige,0,0,0,0,0,1,0,0,0,0
persist,0,0,0,0,0,0,0,0,2,0
survive,0,0,0,0,0,0,0,0,15,0
day,0,0,0,0,0,56,0,0,0,0
indigenous,6,0,0,0,0,0,0,0,0,0
people,0,0,0,0,0,25,0,0,0,0
counterpart,0,0,0,0,0,1,0,0,0,0
true,6,0,0,0,0,0,0,0,0,0
number,0,0,0,0,0,13,0,0,1,0
eastern,13,0,0,0,0,0,0,0,0,0
inland,0,0,3,0,0,2,0,0,0,0
founder,0,0,0,0,0,4,0,0,1,0
colony,0,0,0,0,0,22,0,0,0,0
view,0,0,0,0,0,5,0,0,2,0
survey,0,0,0,0,0,2,0,0,1,0
governor,0,0,0,0,0,39,0,0,0,0
pave,0,0,0,0,0,0,0,0,3,0
way,0,0,0,0,0,34,0,0,0,0
overland,3,0,3,0,0,1,0,0,0,0
conquistador,0,0,0,0,0,20,0,0,0,0
spanish,85,0,0,0,0,0,0,0,0,0
conquest,0,0,0,0,0,30,0,0,0,0
establishment,0,0,0,0,0,4,0,0,0,0
subsequently,0,0,8,0,0,0,0,0,0,0
spearhead,0,0,0,0,0,0,0,0,1,0
subjugation,0,0,0,0,0,1,0,0,0,0
found,0,0,0,0,0,0,0,0,25,0
city,0,0,0,0,0,41,0,0,0,0
engage,0,0,0,0,0,0,0,0,4,0
significant,2,0,0,0,0,0,0,0,0,0
somewhat,0,0,4,0,0,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,5,0
exploit,0,0,0,0,0,2,0,0,4,0
bring,0,0,0,0,0,0,0,0,23,0
story,0,0,0,0,0,3,0,0,0,0
wondrous,1,0,0,0,0,0,0,0,0,0
pioneering,5,0,0,0,0,0,0,0,0,0
journey,0,0,0,0,0,21,0,0,5,0
coin,0,0,0,0,0,0,0,0,1,0
river,0,0,0,0,0,15,0,0,0,0
southeastern,6,0,0,0,0,0,0,0,0,0
ordeal,0,0,0,0,0,1,0,0,0,0
southwestern,13,0,0,0,0,0,0,0,0,0
fail,0,0,0,0,0,0,0,0,12,0
find,0,0,0,0,0,0,0,0,55,0
fabled,5,0,0,0,0,0,0,0,0,0
golden,3,0,0,0,0,0,0,0,0,0
finally,0,0,19,0,0,0,0,0,0,0
repute,0,0,0,0,0,0,0,0,2,0
work,0,0,0,0,0,3,0,0,5,0
acquire,0,0,0,0,0,0,0,0,4,0
consolidate,0,0,0,0,0,0,0,0,2,0
territory,0,0,0,0,0,11,0,0,0,0
hope,0,0,0,0,0,9,0,0,9,0
easy,3,0,0,0,0,0,0,0,0,0
wealth,0,0,0,0,0,13,0,0,0,0
pass,0,0,0,0,0,0,0,0,11,0
distance,0,0,0,0,0,8,0,0,0,0
away,0,0,7,0,0,0,0,0,0,0
imagine,0,0,0,0,0,0,0,0,1,0
select,0,0,0,0,0,0,0,0,2,0
leave,0,0,0,0,0,0,0,0,53,0
strait,0,0,0,0,0,11,0,0,0,0
perilous,3,0,0,0,0,0,0,0,0,0
kill,0,0,0,0,0,0,0,0,14,0
depart,0,0,0,0,0,0,0,0,8,0
extraordinary,3,0,0,0,0,0,0,0,0,0
feat,0,0,0,0,0,3,0,0,0,0
navigation,0,0,0,0,0,7,0,0,0,0
accomplish,0,0,0,0,0,0,0,0,9,0
extent,0,0,0,0,0,4,0,0,0,0
globe,0,0,0,0,0,8,0,0,0,0
exploration,0,0,0,0,0,35,0,0,0,0
northern,14,0,0,0,0,0,0,0,0,0
son,0,0,0,0,0,36,0,0,0,0
undertake,0,0,0,0,0,0,0,0,13,0
italian,14,0,0,0,0,0,0,0,0,0
sight,0,0,0,0,0,2,0,0,19,0
french,12,0,0,0,0,0,0,0,0,0
mariner,0,0,0,0,0,3,0,0,0,0
canadian,3,0,0,0,0,0,0,0,0,0
basis,0,0,0,0,0,3,0,0,0,0
claim,0,0,0,0,0,14,0,0,20,0
sieur,0,0,0,0,0,2,0,0,0,0
attempt,0,0,0,0,0,12,0,0,15,0
unsuccessfully,0,0,1,0,0,0,0,0,0,0
failure,0,0,0,0,0,6,0,0,0,0
accompany,0,0,0,0,0,0,0,0,17,0
colonist,0,0,0,0,0,7,0,0,0,0
priest,0,0,0,0,0,7,0,0,0,0
missionary,1,0,0,0,0,3,0,0,0,0
adventuresome,1,0,0,0,0,0,0,0,0,0
mark,0,0,0,0,0,3,0,0,5,0
franciscan,5,0,0,0,0,0,0,0,0,0
friar,0,0,0,0,0,6,0,0,0,0
vain,1,0,0,0,0,2,0,0,0,0
doubt,0,0,0,0,0,3,0,0,2,0
emissary,0,0,0,0,0,4,0,0,0,0
original,8,0,0,0,0,0,0,0,0,0
disciple,0,0,0,0,0,1,0,0,0,0
period,0,0,0,0,0,7,0,0,0,0
decade,0,0,0,0,0,4,0,0,0,0
age,0,0,0,0,0,8,0,0,0,0
unknown,11,0,0,0,0,0,0,0,0,0
wave,0,0,0,0,0,1,0,0,0,0
poise,0,0,0,0,0,0,0,0,1,0
truly,0,0,1,0,0,0,0,0,0,0
seminal,1,0,0,0,0,0,0,0,0,0
dimension,0,0,0,0,0,1,0,0,0,0
size,0,0,0,0,0,2,0,0,0,0
basically,0,0,1,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,3,0
broad,1,0,0,0,0,0,0,0,0,0
unexpected,1,0,0,0,0,0,0,0,0,0
unpopulated,1,0,0,0,0,0,0,0,0,0
landmass,0,0,0,0,0,2,0,0,0,0
wholly,0,0,4,0,0,0,0,0,0,0
unlike,1,0,0,0,0,0,0,0,0,0
previously,0,0,6,0,0,0,0,0,0,0
substantially,0,0,1,0,0,0,0,0,0,0
different,1,0,0,0,0,0,0,0,0,0
volume,0,0,0,0,0,1,0,0,0,0
recount,0,0,0,0,0,0,0,0,3,0
unexplored,2,0,0,0,0,0,0,0,0,0
peril,0,0,0,0,0,1,0,0,0,0
drive,0,0,0,0,0,0,0,0,5,0
lure,0,0,0,0,0,2,0,0,0,0
fame,0,0,0,0,0,6,0,0,0,0
excitement,0,0,0,0,0,2,0,0,0,0
risk,0,0,0,0,0,0,0,0,1,0
life,0,0,0,0,0,28,0,0,0,0
marvel,0,0,0,0,0,0,0,0,1,0
sheer,2,0,0,0,0,0,0,0,0,0
audacity,0,0,0,0,0,1,0,0,0,0
undertaking,0,0,0,0,0,3,0,0,0,0
embark,0,0,0,0,0,0,0,0,10,0
change,0,0,0,0,0,1,0,0,4,0
simple,2,0,0,0,0,0,0,0,0,0
chart,0,0,0,0,0,5,0,0,0,0
navigational,5,0,0,0,0,0,0,0,0,0
tool,0,0,0,0,0,1,0,0,0,0
comparison,0,0,0,0,0,3,0,0,0,0
brave,1,0,0,0,0,0,0,0,0,0
soul,0,0,0,0,0,1,0,0,0,0
present,39,0,0,0,0,2,0,0,1,0
county,0,0,0,0,0,1,0,0,0,0
province,0,0,0,0,0,12,0,0,0,0
diplomat,0,0,0,0,0,1,0,0,0,0
help,0,0,0,0,0,5,0,0,10,0
extend,0,0,0,0,0,0,0,0,4,0
maritime,16,0,0,0,0,0,0,0,0,0
commercial,4,0,0,0,0,0,0,0,0,0
influence,0,0,0,0,0,6,0,0,1,0
border,0,0,0,0,0,0,0,0,1,0
ḥājjī,0,0,0,0,0,0,0,0,0,1
pilgrimage,0,0,0,0,0,5,0,0,0,0
family,0,0,0,0,0,22,0,0,0,0
descent,0,0,0,0,0,2,0,0,0,0
derive,0,0,0,0,0,0,0,0,3,0
rendition,0,0,0,0,0,1,0,0,0,0
old,17,0,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,2,0,0,17,0
reconquer,0,0,0,0,0,0,0,0,2,0
force,0,0,0,0,0,28,0,0,8,0
general,6,0,0,0,0,5,0,0,0,0
newly,0,0,13,0,0,0,0,0,0,0
young,14,0,0,0,0,0,0,0,0,0
boy,0,0,0,0,0,4,0,0,0,0
capture,0,0,0,0,0,4,0,0,11,0
castrate,0,0,0,0,0,0,0,0,1,0
army,0,0,0,0,0,14,0,0,0,0
orderly,0,0,0,0,0,1,0,0,0,0
troop,0,0,0,0,0,3,0,0,0,0
prince,0,0,0,0,0,15,0,0,0,0
distinguish,0,0,0,0,0,0,0,0,2,0
junior,2,0,0,0,0,0,0,0,0,0
officer,0,0,0,0,0,5,0,0,0,0
skilled,3,0,0,0,0,0,0,0,0,0
war,0,0,0,0,0,13,0,0,0,0
diplomacy,0,0,0,0,0,1,0,0,0,0
influential,4,0,0,0,0,0,0,0,0,0
court,0,0,0,0,0,20,0,0,0,0
revolt,0,0,0,0,0,0,0,0,1,0
nephew,0,0,0,0,0,3,0,0,0,0
emperor,0,0,0,0,0,25,0,0,0,0
throne,0,0,0,0,0,4,0,0,0,0
administration,0,0,0,0,0,3,0,0,0,0
devastate,0,0,0,0,0,0,0,0,1,0
restore,0,0,0,0,0,0,0,0,4,0
display,0,0,0,0,0,1,0,0,3,0
naval,8,0,0,0,0,0,0,0,0,0
line,0,0,0,0,0,11,0,0,0,0
illustration,0,0,0,0,0,3,0,0,0,0
fictional,1,0,0,0,0,0,0,0,0,0
account,0,0,0,0,0,13,0,0,0,0
seaborne,1,0,0,0,0,0,0,0,0,0
commerce,0,0,0,0,0,3,0,0,0,0
meet,0,0,0,0,0,0,0,0,12,0
taste,0,0,0,0,0,2,0,0,0,0
spice,0,0,0,0,0,20,0,0,0,0
aromatic,0,0,0,0,0,1,0,0,0,0
need,0,0,0,0,0,6,0,0,2,0
raw,1,0,0,0,0,0,0,0,0,0
industrial,1,0,0,0,0,0,0,0,0,0
material,2,0,0,0,0,2,0,0,0,0
abroad,0,0,2,0,0,0,0,0,0,0
muslim,17,0,0,0,0,0,0,0,0,0
visitor,0,0,0,0,0,1,0,0,0,0
widen,0,0,0,0,0,0,0,0,1,0
geographic,5,0,0,0,0,0,0,0,0,0
horizon,0,0,0,0,0,1,0,0,0,0
technological,1,0,0,0,0,0,0,0,0,0
development,0,0,0,0,0,2,0,0,0,0
shipbuilding,0,0,0,0,0,1,0,0,0,0
art,0,0,0,0,0,1,0,0,0,0
seafaring,0,0,0,0,0,2,0,0,0,0
height,0,0,0,0,0,5,0,0,0,0
confer,0,0,0,0,0,0,0,0,2,0
eunuch,0,0,0,0,0,1,0,0,0,0
surname,0,0,0,0,0,1,0,0,0,0
thenceforth,0,0,1,0,0,0,0,0,0,0
commander,0,0,0,0,0,7,0,0,0,0
chief,5,0,0,0,0,10,0,0,0,0
mission,0,0,0,0,0,15,0,0,0,0
man,0,0,0,0,0,71,0,0,0,0
visit,0,0,0,0,0,0,0,0,27,0
stop,0,0,0,0,0,2,0,0,6,0
treachery,0,0,0,0,0,1,0,0,0,0
defeat,0,0,0,0,0,2,0,0,14,0
captive,0,0,0,0,0,3,0,0,0,0
go,0,0,0,0,0,0,0,0,29,0
seaport,0,0,0,0,0,1,0,0,0,0
touch,0,0,0,0,0,0,0,0,4,0
tip,0,0,0,0,0,4,0,0,0,0
fourth,6,0,0,0,0,0,0,0,0,0
principal,4,0,0,0,0,0,0,0,0,0
port,0,0,0,0,0,25,0,0,0,0
proceed,0,0,0,0,0,0,0,0,10,0
detachment,0,0,0,0,0,1,0,0,0,0
cruise,0,0,0,0,0,0,0,0,1,0
southward,0,0,12,0,0,0,0,0,0,0
arabian,3,0,0,0,0,0,0,0,0,0
envoy,0,0,0,0,0,1,0,0,0,0
pay,0,0,0,0,0,0,0,0,4,0
homage,0,0,0,0,0,1,0,0,0,0
fifth,3,0,0,0,0,0,0,0,0,0
revisit,0,0,0,0,0,0,0,0,2,0
sixth,1,0,0,0,0,0,0,0,0,0
launch,0,0,0,0,0,0,0,0,2,0
home,0,0,8,0,0,1,0,0,0,0
foreign,2,0,0,0,0,0,0,0,0,0
die,0,0,0,0,0,0,0,0,36,0
successor,0,0,0,0,0,7,0,0,0,0
suspend,0,0,0,0,0,0,0,0,1,0
shift,0,0,0,0,0,2,0,0,1,0
policy,0,0,0,0,0,5,0,0,0,0
appoint,0,0,0,0,0,0,0,0,18,0
garrison,0,0,0,0,0,7,0,0,1,0
task,0,0,0,0,0,4,0,0,0,0
disband,0,0,0,0,0,0,0,0,1,0
seventh,1,0,0,0,0,0,0,0,0,0
winter,0,0,0,0,0,10,0,0,1,0
spring,0,0,0,0,0,8,0,0,0,0
summer,0,0,0,0,0,4,0,0,0,0
well,5,0,3,0,0,0,0,0,0,0
diplomatic,2,0,0,0,0,0,0,0,0,0
agent,0,0,0,0,0,5,0,0,0,0
historian,0,0,0,0,0,10,0,0,0,0
achievement,0,0,0,0,0,9,0,0,0,0
flatter,0,0,0,0,0,0,0,0,1,0
vanity,0,0,0,0,0,1,0,0,0,0
effect,0,0,0,0,0,3,0,0,0,0
political,10,0,0,0,0,0,0,0,0,0
sway,0,0,0,0,0,1,0,0,0,0
admittedly,0,0,1,0,0,0,0,0,0,0
like,0,3,0,0,0,0,0,0,1,0
similar,2,0,0,0,0,0,0,0,0,0
wake,0,0,0,0,0,1,0,0,0,0
emigration,0,0,0,0,0,1,0,0,0,0
result,0,0,0,0,0,8,0,0,5,0
colonization,0,0,0,0,0,8,0,0,0,0
tributary,1,0,0,0,0,0,0,0,0,0
last,0,0,0,0,0,0,0,0,3,0
copy,0,0,0,0,0,6,0,0,0,0
reflect,0,0,0,0,0,0,0,0,1,0
renew,0,0,0,0,0,0,0,0,2,0
interest,0,0,0,0,0,6,0,0,0,0
discredit,0,0,0,0,0,0,0,0,1,0
expert,1,0,0,0,0,2,0,0,0,0
near,0,40,0,0,0,0,0,0,1,0
nobleman,0,0,0,0,0,6,0,0,0,0
note,0,0,0,0,0,0,0,0,1,0
impetus,0,0,0,0,0,1,0,0,0,0
sponsorship,0,0,0,0,0,6,0,0,0,0
give,0,0,0,0,0,0,0,0,28,0
expansion,0,0,0,0,0,2,0,0,0,0
epithet,0,0,0,0,0,1,0,0,0,0
apply,0,0,0,0,0,0,0,0,3,0
seldom,0,0,1,0,0,0,0,0,0,0
writer,0,0,0,0,0,2,0,0,0,0
misnomer,0,0,0,0,0,1,0,0,0,0
exploratory,1,0,0,0,0,1,0,0,0,0
endure,0,0,0,0,0,0,0,0,3,0
importance,0,0,0,0,0,4,0,0,0,0
legendary,6,0,0,0,0,0,0,0,0,0
figure,0,0,0,0,0,2,0,0,0,0
stage,0,0,0,0,0,3,0,0,0,0
exemplar,0,0,0,0,0,1,0,0,0,0
nationalism,0,0,0,0,0,2,0,0,0,0
infante,0,0,0,0,0,0,0,0,0,1
duque,0,0,0,0,0,0,0,0,0,1
duke,0,0,0,0,0,4,0,0,0,0
senhor,0,0,0,0,0,1,0,0,0,1
daughter,0,0,0,0,0,6,0,0,0,0
brother,0,0,0,0,0,28,0,0,0,0
educate,0,0,0,0,0,0,0,0,2,0
supervision,0,0,0,0,0,2,0,0,0,0
parent,0,0,0,0,0,3,0,0,0,0
pronounced,1,0,0,0,0,0,0,0,0,0
chivalric,1,0,0,0,0,0,0,0,0,0
romance,0,0,0,0,0,1,0,0,0,0
astrological,1,0,0,0,0,0,0,0,0,0
literature,0,0,0,0,0,3,0,0,0,0
ambition,0,0,0,0,0,3,0,0,0,0
military,9,0,0,0,0,0,0,0,0,0
campaign,0,0,0,0,0,5,0,0,0,0
win,0,0,0,0,0,0,0,0,13,0
kingdom,0,0,0,0,0,7,0,0,0,0
